from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
22-Apr-2019 - 00:00,30.81,11.75,734.09,2.57,56.14,50.63,87.13,87.49,39.15,267.61,114.06,30.62,37.43,97.15,0.02,95.42,0.5,56.16,23-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Apr-2019 - 00:00,32.3,11.81,734.13,2.37,56.6,53.21,87.29,89.79,36.5,299.09,98.1,28.65,31.66,97.7,0.01,102.16,0.54,76.97,24-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Apr-2019 - 00:00,33.67,7.29,734.15,2.2,54.42,12.85,75.08,50.35,45.63,263.25,71.18,29.52,21.42,98.49,0.02,110.62,0.66,49.51,25-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Apr-2019 - 00:00,32.59,5.47,733.98,2.05,57.26,9.52,62.74,40.72,54.13,279.09,74.9,34.17,14.89,96.48,0.02,122.39,0.7,25.29,26-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Apr-2019 - 00:00,32.46,7.99,733.98,1.99,50.03,23.15,74.29,58.33,34.42,246.48,73.15,24.59,30.87,94.71,0.01,75.21,0.58,50.08,27-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Apr-2019 - 00:00,33.21,6.19,734.0,1.61,42.65,5.32,56.42,34.32,34.91,278.73,57.31,18.02,23.83,95.77,0.05,72.44,1.19,26.86,28-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Apr-2019 - 00:00,32.95,4.59,734.11,1.72,39.93,12.84,57.2,40.85,39.85,266.12,57.36,14.76,27.33,97.09,0.04,70.55,0.98,22.53,29-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Apr-2019 - 00:00,33.45,8.18,734.1,2.0,42.4,31.0,74.18,64.69,38.27,252.54,55.38,14.43,29.87,95.25,0.01,85.72,0.61,45.31,30-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Apr-2019 - 00:00,34.54,7.15,734.15,1.99,47.57,26.21,90.85,69.1,50.45,257.7,76.66,14.1,30.9,95.24,0.04,105.52,0.74,41.63,01-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-May-2019 - 00:00,33.03,8.07,734.12,2.21,52.88,29.16,85.11,68.01,57.64,292.04,86.89,21.77,27.01,91.55,0.01,115.54,0.39,38.09,02-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-May-2019 - 00:00,30.98,4.83,734.06,1.86,52.56,11.51,72.11,47.74,48.28,309.73,58.68,27.81,16.76,91.11,0.02,123.91,0.74,26.02,03-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-May-2019 - 00:00,29.52,3.9,734.0,1.8,49.77,15.2,71.81,50.28,58.49,164.3,58.77,30.24,24.41,90.67,0.04,113.96,0.77,27.96,04-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-May-2019 - 00:00,29.73,6.22,734.08,1.63,54.12,4.93,57.46,34.55,47.14,212.73,92.39,24.89,35.07,123.8,0.04,69.91,0.73,30.88,05-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-May-2019 - 00:00,34.59,4.36,734.26,2.55,38.51,67.09,76.81,95.53,64.78,219.81,68.22,12.75,14.08,110.64,0.06,93.74,0.99,50.71,06-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-May-2019 - 00:00,32.07,13.79,734.11,2.52,50.18,51.95,85.5,87.8,49.3,304.4,126.81,14.94,22.34,86.89,0.01,71.41,0.7,86.53,07-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-May-2019 - 00:00,32.45,12.42,734.14,2.56,50.25,75.38,80.72,104.37,30.87,351.09,122.34,17.03,21.28,95.43,0.01,58.74,0.8,92.08,08-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-May-2019 - 00:00,33.43,11.25,734.18,2.49,52.03,68.05,77.91,96.85,35.63,391.73,137.83,17.05,24.87,91.26,0.01,62.42,0.89,142.75,09-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-May-2019 - 00:00,33.96,11.78,734.19,2.12,58.68,15.3,93.6,61.58,39.14,406.85,140.31,16.89,32.96,88.99,0.0,59.65,0.8,73.04,10-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-May-2019 - 00:00,33.69,8.7,734.19,1.67,55.47,8.69,73.88,42.94,51.51,325.32,79.61,17.04,21.11,89.28,0.01,64.52,0.87,28.55,11-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-May-2019 - 00:00,31.92,7.54,734.15,1.99,71.63,5.88,92.22,53.21,61.67,265.96,94.22,24.01,30.41,105.17,0.04,81.11,0.8,22.01,12-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-May-2019 - 00:00,32.87,5.0,734.01,2.72,68.64,12.62,147.67,87.85,49.53,270.59,110.97,21.7,30.73,22.37,0.0,61.03,0.39,26.88,13-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-May-2019 - 00:00,30.75,7.87,735.63,2.31,75.09,17.47,99.73,62.43,59.7,366.43,197.35,28.86,44.98,72.51,0.04,86.04,0.91,22.88,14-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-May-2019 - 00:00,28.7,4.33,734.04,1.88,53.19,9.96,64.72,41.51,49.53,135.89,51.83,36.28,26.01,84.96,0.02,105.74,0.6,18.18,15-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-May-2019 - 00:00,27.51,7.79,753.97,2.61,67.8,30.58,105.43,81.0,25.16,204.55,85.16,42.82,32.37,71.47,0.02,127.29,0.66,47.08,16-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-May-2019 - 00:00,28.14,8.23,734.06,2.13,65.45,26.67,82.97,65.87,34.2,193.97,61.31,34.55,28.48,79.42,0.03,90.66,0.77,41.27,17-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-May-2019 - 00:00,25.18,8.12,753.76,2.02,62.76,33.63,75.36,67.49,25.02,326.87,80.88,47.49,23.63,77.97,0.03,93.07,0.94,50.7,18-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-May-2019 - 00:00,25.26,9.36,758.42,1.7,61.73,3.03,41.02,24.29,41.94,97.58,110.0,51.61,23.65,89.97,0.02,72.29,0.9,42.03,19-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-May-2019 - 00:00,29.49,8.79,734.18,2.07,55.35,8.84,63.52,40.99,52.57,165.55,82.24,25.83,31.67,86.07,0.01,90.0,0.67,47.15,20-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-May-2019 - 00:00,31.72,10.42,734.21,2.25,55.21,12.62,73.33,49.29,48.69,224.49,101.42,6.17,27.92,83.73,0.01,83.09,0.62,43.72,21-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-May-2019 - 00:00,33.15,10.02,734.27,2.05,50.3,5.29,60.01,36.23,52.34,194.06,82.06,14.02,30.37,89.53,0.01,69.1,0.6,36.15,22-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-May-2019 - 00:00,32.0,9.5,734.23,2.76,50.42,34.7,63.03,61.82,35.45,214.01,60.51,16.14,31.71,80.06,0.0,74.17,0.48,66.42,23-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-May-2019 - 00:00,31.06,10.25,740.53,2.33,56.65,12.86,70.31,47.89,46.68,228.79,92.68,24.69,37.97,80.39,0.01,71.17,0.58,53.33,24-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-May-2019 - 00:00,26.94,5.82,763.52,2.52,70.38,16.75,59.21,45.15,19.49,110.21,39.95,41.96,17.39,93.19,0.05,91.27,1.05,33.39,25-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-May-2019 - 00:00,30.02,6.24,734.24,2.25,49.8,3.12,45.69,26.85,44.84,104.07,35.43,28.9,25.39,79.75,0.06,75.29,1.16,22.09,26-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-May-2019 - 00:00,31.37,3.94,734.21,2.48,46.14,8.64,58.41,38.11,49.84,121.71,49.6,6.8,30.48,80.22,0.02,78.34,0.77,16.77,27-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-May-2019 - 00:00,33.59,6.99,734.29,2.56,44.04,7.34,65.01,40.54,49.58,148.74,53.55,6.62,22.92,79.19,0.01,89.35,0.75,27.34,28-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-May-2019 - 00:00,33.87,10.92,734.25,2.77,42.18,9.01,76.2,47.87,50.18,165.34,57.77,13.24,38.65,78.5,0.01,86.96,0.79,46.13,29-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-May-2019 - 00:00,34.92,10.9,734.26,3.09,43.99,24.3,77.3,60.92,54.91,198.11,97.27,3.61,35.95,79.99,0.01,99.42,0.66,79.08,30-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-May-2019 - 00:00,36.49,10.32,734.28,3.14,48.18,39.8,81.19,75.59,45.46,215.02,72.89,6.48,27.08,81.66,0.02,104.67,0.64,107.99,31-May-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-May-2019 - 00:00,36.69,9.91,734.31,2.84,34.34,22.83,65.62,52.87,45.27,336.23,70.35,5.37,32.44,90.23,0.01,102.93,0.53,61.82,01-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Jun-2019 - 00:00,36.35,9.57,734.24,2.25,22.51,21.8,50.59,44.68,57.34,273.73,90.11,13.64,32.7,87.56,0.0,123.6,0.36,47.88,02-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Jun-2019 - 00:00,35.67,4.25,734.12,1.27,31.31,2.38,11.6,8.12,48.0,240.62,73.0,29.45,14.17,86.49,0.01,135.78,0.77,18.19,03-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Jun-2019 - 00:00,33.98,3.09,734.12,1.16,29.43,2.47,10.38,7.54,41.28,292.76,52.51,16.84,12.49,85.5,0.02,135.91,1.05,11.5,04-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Jun-2019 - 00:00,33.86,3.78,734.16,1.33,33.74,4.7,30.91,20.28,46.46,168.23,49.65,7.38,9.89,86.36,0.01,137.43,0.86,18.05,05-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Jun-2019 - 00:00,35.99,5.58,734.21,1.43,43.5,4.08,43.2,26.58,36.58,199.09,61.29,13.82,10.83,86.17,0.01,130.15,0.46,32.78,06-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Jun-2019 - 00:00,35.84,5.86,734.21,0.89,38.96,7.23,36.01,25.05,47.17,216.05,52.51,9.75,12.92,87.37,0.01,99.56,0.68,34.83,07-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Jun-2019 - 00:00,32.81,4.16,734.12,1.1,38.94,3.14,38.05,22.8,63.73,144.66,52.6,33.55,11.78,85.36,0.03,121.85,0.66,29.91,08-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Jun-2019 - 00:00,35.93,5.64,734.23,1.31,41.04,15.64,44.85,36.6,59.95,172.96,53.81,5.82,16.05,81.99,0.04,117.84,0.64,48.51,09-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Jun-2019 - 00:00,36.56,9.63,734.22,2.12,40.21,43.81,66.05,70.85,61.46,251.12,97.72,1.81,26.74,83.14,0.0,138.06,0.37,92.59,10-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Jun-2019 - 00:00,37.75,6.91,734.2,1.26,36.03,19.07,54.87,44.73,41.83,193.52,55.06,5.5,21.66,59.82,0.02,111.01,0.53,68.19,11-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Jun-2019 - 00:00,37.52,6.2,734.28,1.32,33.9,19.02,36.49,34.91,32.16,387.61,84.41,9.09,20.05,79.01,0.03,83.4,0.66,62.12,12-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Jun-2019 - 00:00,33.81,3.44,735.34,0.66,37.81,4.74,27.1,18.28,48.84,202.34,41.8,9.17,15.62,87.45,0.09,124.58,1.43,21.99,13-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Jun-2019 - 00:00,34.74,3.94,734.23,0.83,36.37,3.44,25.66,16.45,47.95,164.07,39.97,3.63,15.36,89.61,0.04,85.21,0.95,26.21,14-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Jun-2019 - 00:00,35.9,5.95,734.27,0.97,32.61,5.99,30.73,21.23,47.79,180.54,49.43,6.36,20.18,85.15,0.02,74.9,0.81,34.96,15-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Jun-2019 - 00:00,36.6,11.6,734.31,0.75,31.17,3.42,33.18,20.43,44.38,245.25,68.75,9.2,33.24,90.23,0.03,83.24,1.03,56.56,16-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Jun-2019 - 00:00,29.93,3.94,734.17,0.51,33.62,2.06,11.87,7.99,36.16,141.33,31.4,26.38,15.05,49.92,0.05,65.28,1.83,14.45,17-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Jun-2019 - 00:00,28.95,5.48,735.02,0.59,34.3,2.72,16.74,11.13,35.87,130.47,32.17,24.85,20.79,69.21,0.01,66.7,1.42,34.14,18-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Jun-2019 - 00:00,25.48,4.1,789.02,0.86,36.72,2.6,27.52,16.76,36.72,73.66,26.13,36.2,8.84,95.0,0.06,83.54,1.1,42.94,19-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Jun-2019 - 00:00,29.54,5.15,734.16,0.8,41.34,8.78,35.22,25.89,56.03,215.42,66.17,6.54,18.14,95.3,0.06,110.51,1.02,47.92,20-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Jun-2019 - 00:00,30.69,2.94,734.13,0.81,36.33,3.7,30.56,19.27,60.99,123.57,33.96,0.94,10.39,87.36,0.03,105.25,0.95,18.8,21-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Jun-2019 - 00:00,31.95,5.25,734.2,1.12,40.02,3.9,40.26,24.6,40.48,170.71,60.18,4.73,8.76,95.81,0.01,108.25,0.56,37.06,22-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Jun-2019 - 00:00,33.51,4.35,734.23,0.99,39.71,5.24,42.82,27.05,53.24,168.53,66.06,8.77,23.62,85.69,0.02,113.2,0.67,33.12,23-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Jun-2019 - 00:00,33.19,2.2,734.23,0.86,38.89,3.26,22.73,14.75,45.92,110.82,34.38,14.07,11.15,85.04,0.03,135.95,1.12,15.9,24-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Jun-2019 - 00:00,29.47,2.49,734.11,0.82,37.72,5.22,27.39,18.83,23.08,82.56,21.51,16.63,19.28,79.94,0.02,133.82,1.11,18.11,25-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Jun-2019 - 00:00,31.72,4.45,734.41,1.18,37.42,4.44,30.65,19.92,46.78,123.53,50.06,52.16,17.37,86.48,0.0,122.74,0.63,33.56,26-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Jun-2019 - 00:00,34.6,4.67,734.41,0.97,37.62,2.76,26.81,16.5,43.3,137.16,58.02,45.27,12.84,92.09,0.03,82.19,0.86,29.19,27-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Jun-2019 - 00:00,33.45,5.99,734.27,0.88,36.45,3.33,30.37,18.86,40.29,209.81,55.08,43.77,20.39,87.17,0.02,88.01,1.02,46.83,28-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Jun-2019 - 00:00,34.03,11.27,734.23,0.93,34.61,3.61,25.37,16.43,29.86,229.44,54.53,41.24,27.26,81.49,0.01,72.26,1.18,59.97,29-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Jun-2019 - 00:00,36.04,9.48,734.32,0.83,36.56,8.64,43.87,30.38,29.45,265.21,40.68,38.37,15.73,91.61,0.01,72.01,1.11,44.49,30-Jun-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Jun-2019 - 00:00,35.9,5.69,734.32,0.71,46.16,8.34,53.74,35.37,28.41,262.92,48.79,39.84,19.95,92.05,0.03,93.81,1.15,34.34,01-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Jul-2019 - 00:00,34.95,3.69,734.3,0.76,46.91,3.13,47.13,27.62,46.95,183.73,40.97,41.21,19.02,89.76,0.01,87.64,0.75,24.15,02-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Jul-2019 - 00:00,33.74,4.22,734.31,0.88,52.79,2.71,49.02,28.26,45.41,221.29,58.64,45.63,15.39,97.01,0.03,105.38,1.02,25.07,03-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Jul-2019 - 00:00,33.22,2.81,734.33,0.89,58.87,3.7,50.39,29.69,24.88,100.36,30.8,49.89,5.06,87.0,0.03,127.16,0.97,15.55,04-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Jul-2019 - 00:00,29.59,6.24,742.36,1.03,53.62,10.94,52.48,36.85,15.74,83.31,30.98,60.2,16.87,58.49,0.08,108.6,1.16,48.56,05-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Jul-2019 - 00:00,28.41,7.69,738.45,0.99,58.29,15.09,68.18,48.56,10.93,81.85,48.29,63.47,13.38,75.55,0.06,108.71,1.02,46.13,06-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Jul-2019 - 00:00,30.49,3.6,734.96,0.83,49.7,8.4,61.26,39.44,18.44,66.1,36.24,56.81,13.77,94.86,0.03,127.08,0.94,20.24,07-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Jul-2019 - 00:00,29.62,4.86,734.37,0.87,49.56,3.27,44.14,26.15,22.8,79.83,39.29,58.96,17.03,63.89,0.02,93.18,0.84,25.24,08-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Jul-2019 - 00:00,30.09,5.93,745.63,0.87,47.13,3.96,49.94,29.81,17.9,132.26,39.78,58.17,15.71,74.05,0.02,100.79,0.7,28.14,09-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Jul-2019 - 00:00,28.65,3.88,734.72,0.68,56.21,7.15,44.08,28.88,14.67,109.14,32.34,60.95,10.66,74.43,0.03,93.11,1.05,23.74,10-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Jul-2019 - 00:00,31.36,7.12,734.98,0.79,48.24,6.86,38.22,25.93,13.39,233.85,53.11,55.45,12.71,99.57,0.01,101.09,0.99,36.14,11-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Jul-2019 - 00:00,32.98,7.1,734.61,0.67,43.33,7.7,38.67,26.85,13.66,306.99,52.08,49.61,17.93,101.81,0.01,84.53,1.35,42.38,12-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Jul-2019 - 00:00,32.68,8.15,734.65,0.8,46.69,9.49,36.99,27.33,10.72,363.59,56.86,50.81,18.19,89.61,0.01,83.16,1.17,48.71,13-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Jul-2019 - 00:00,33.2,8.13,734.61,0.51,44.35,5.0,29.52,19.77,13.37,265.09,42.91,47.21,14.45,100.3,0.0,73.33,1.64,30.19,14-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Jul-2019 - 00:00,31.7,4.28,734.65,0.57,42.83,5.08,38.05,24.38,11.67,303.36,48.0,49.84,5.03,94.32,0.03,95.35,1.3,22.39,15-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Jul-2019 - 00:00,26.22,5.94,771.87,0.89,40.89,12.05,42.67,32.53,11.09,131.97,30.72,64.06,8.46,64.44,0.02,123.95,0.85,36.6,16-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Jul-2019 - 00:00,25.53,5.27,743.03,1.35,41.92,10.47,45.32,32.64,11.73,96.99,27.28,65.6,15.37,81.0,0.02,135.11,0.82,39.34,17-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Jul-2019 - 00:00,24.53,6.05,795.93,1.16,40.84,5.28,39.1,25.01,13.69,68.99,29.89,71.08,11.95,61.94,0.01,106.73,0.57,40.13,18-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Jul-2019 - 00:00,24.54,7.17,780.47,1.31,38.12,8.43,44.27,30.42,16.52,71.24,27.65,70.7,11.62,72.38,0.03,95.76,0.81,49.87,19-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Jul-2019 - 00:00,29.12,9.78,735.56,1.62,40.16,21.37,56.42,47.03,32.44,157.79,61.27,60.76,12.31,96.37,0.01,119.24,0.53,63.53,20-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Jul-2019 - 00:00,27.73,8.85,746.39,1.52,42.99,13.16,53.01,38.92,11.44,120.98,46.34,66.32,18.73,64.66,0.01,112.23,0.58,77.28,21-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Jul-2019 - 00:00,27.18,9.69,794.2,1.6,45.27,31.24,41.09,47.32,16.3,110.6,48.78,69.24,18.89,79.89,0.03,129.53,0.72,79.81,22-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Jul-2019 - 00:00,28.97,11.22,760.88,1.62,47.29,47.34,43.22,61.58,19.8,144.25,64.03,66.27,16.26,100.26,0.02,144.93,0.61,84.73,23-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Jul-2019 - 00:00,31.4,11.28,736.79,1.81,49.41,30.4,51.52,52.18,30.46,179.05,81.45,60.98,16.91,90.23,0.0,117.59,0.5,94.83,24-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Jul-2019 - 00:00,30.37,8.53,735.74,1.25,45.32,8.0,45.27,30.6,19.13,148.61,56.3,59.99,18.61,85.38,0.05,109.09,1.12,55.27,25-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Jul-2019 - 00:00,26.05,6.56,734.95,1.17,39.5,7.66,34.2,24.44,12.26,59.7,15.27,67.97,18.76,41.79,0.05,103.45,0.95,42.19,26-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Jul-2019 - 00:00,25.74,6.55,747.97,1.28,41.38,12.27,40.72,31.66,8.87,75.24,30.15,71.31,19.88,57.2,0.02,132.78,0.69,52.0,27-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Jul-2019 - 00:00,25.75,7.81,738.51,1.36,39.92,17.11,40.33,35.4,9.97,62.71,27.24,72.43,17.97,66.1,0.01,146.5,0.62,52.34,28-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Jul-2019 - 00:00,27.67,3.04,735.38,1.05,38.67,11.72,36.5,28.98,9.6,57.03,19.6,66.03,15.41,74.31,0.02,153.84,0.84,21.74,29-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Jul-2019 - 00:00,28.97,4.33,734.5,1.3,39.33,11.82,39.48,30.63,12.35,74.31,20.33,61.55,13.5,62.75,0.02,157.34,0.75,27.08,30-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Jul-2019 - 00:00,28.75,5.86,734.43,1.36,42.58,13.61,42.24,33.56,12.25,90.15,27.1,62.16,14.07,73.33,0.0,151.34,0.66,29.86,31-Jul-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Jul-2019 - 00:00,28.84,14.29,735.19,1.42,46.09,14.11,40.78,33.19,11.86,78.97,28.58,62.11,14.42,75.27,0.01,151.88,0.61,75.8,01-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Aug-2019 - 00:00,30.19,5.73,734.46,1.23,44.34,7.73,39.28,27.19,11.96,75.8,28.95,57.78,13.65,88.92,0.05,148.35,0.9,36.04,02-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Aug-2019 - 00:00,27.58,8.47,754.67,1.36,42.51,9.19,39.34,28.42,10.19,76.8,32.27,67.12,13.91,54.01,0.02,131.36,0.6,46.66,03-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Aug-2019 - 00:00,26.81,11.14,736.05,1.47,43.08,20.21,40.98,38.27,12.66,72.5,41.46,70.09,14.85,60.16,0.01,130.9,0.53,69.38,04-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Aug-2019 - 00:00,28.39,9.09,734.8,1.4,42.05,15.18,37.9,32.54,14.36,,53.93,66.96,21.54,88.36,0.02,118.15,0.63,47.77,05-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Aug-2019 - 00:00,28.76,9.51,745.81,1.39,41.24,8.94,40.04,28.59,13.48,96.24,123.88,67.17,17.34,72.02,0.03,104.45,0.69,49.14,06-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Aug-2019 - 00:00,25.32,10.54,764.6,1.53,41.91,14.07,41.77,33.69,8.61,61.99,29.13,74.77,17.05,31.19,0.02,123.48,0.55,57.19,07-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Aug-2019 - 00:00,27.98,11.9,734.61,1.56,38.74,22.73,43.53,41.69,10.5,92.94,40.08,66.09,15.03,83.25,0.0,138.46,0.52,58.76,08-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Aug-2019 - 00:00,30.41,9.39,734.34,1.44,36.76,17.56,38.06,34.56,15.85,84.24,27.69,59.39,22.54,78.11,0.02,134.04,0.67,57.12,09-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Aug-2019 - 00:00,29.6,5.26,734.41,1.14,37.11,11.14,36.95,28.73,9.83,65.83,11.88,57.22,20.01,79.55,0.0,135.12,1.61,31.15,10-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Aug-2019 - 00:00,28.26,3.97,734.14,1.05,38.37,5.94,33.26,22.53,9.59,36.69,13.46,62.95,13.94,73.96,0.05,133.54,1.47,25.74,11-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Aug-2019 - 00:00,30.12,4.11,734.21,1.01,37.38,3.77,30.59,19.35,13.38,45.31,18.66,59.39,16.26,82.71,0.09,116.05,1.27,25.59,12-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Aug-2019 - 00:00,28.06,5.82,741.98,1.18,36.62,3.92,26.54,17.31,11.63,38.8,14.58,66.83,13.35,66.78,0.01,73.06,1.01,40.56,13-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
