from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
14-Apr-2019 - 00:00,1.4,0.72,2.68,0.26,10.59,40.14,29.46,17.29,1.3,14.81,0.7,131.99,57.88,59.06,0.14,756.72,21.05,251.61,-0.55,123.77,15-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Apr-2019 - 00:00,1.3,0.52,2.31,0.05,13.19,36.09,29.43,13.54,1.93,13.8,0.58,208.2,77.76,60.92,0.0,755.99,21.27,228.31,-0.18,125.37,16-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Apr-2019 - 00:00,0.83,0.3,1.89,0.1,16.48,34.47,30.98,14.67,1.8,13.75,1.24,130.81,40.18,39.13,0.04,757.44,50.11,154.0,0.37,128.67,17-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Apr-2019 - 00:00,1.18,0.38,2.15,0.24,13.13,33.4,27.91,22.0,2.13,10.0,0.92,48.51,24.73,35.81,0.26,757.55,72.2,204.41,-0.01,131.57,18-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Apr-2019 - 00:00,1.77,0.9,3.09,0.26,15.26,50.19,38.46,18.95,1.37,10.35,0.82,81.92,33.95,50.1,0.15,758.39,49.38,253.53,-0.11,160.27,19-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Apr-2019 - 00:00,1.99,0.86,3.37,0.26,15.93,59.57,43.9,17.32,1.14,10.26,0.85,111.41,48.24,50.51,0.17,757.39,36.04,283.84,0.38,267.63,20-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Apr-2019 - 00:00,2.77,1.3,4.77,0.63,22.4,64.82,51.83,18.15,0.97,11.1,1.02,97.83,43.97,57.88,0.42,755.51,28.02,281.87,0.17,189.98,21-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Apr-2019 - 00:00,2.72,1.53,4.84,0.76,18.23,59.52,45.71,20.04,0.96,9.72,0.79,105.16,53.34,53.86,0.5,754.53,22.71,281.51,0.18,186.3,22-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Apr-2019 - 00:00,4.49,2.26,7.81,1.27,39.39,74.26,70.73,15.68,0.95,12.62,1.58,149.91,73.29,31.92,0.81,754.44,18.65,255.48,0.19,240.33,23-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Apr-2019 - 00:00,6.83,2.97,11.41,2.5,51.77,56.82,71.2,26.74,0.83,15.15,2.06,168.02,89.51,32.71,1.61,755.15,16.9,259.2,0.28,223.1,24-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Apr-2019 - 00:00,4.13,1.12,6.77,1.18,17.03,39.08,34.07,31.56,1.48,10.05,0.85,180.47,77.86,40.08,0.69,756.28,14.36,359.01,0.27,253.74,25-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Apr-2019 - 00:00,2.77,1.05,4.29,0.62,15.37,39.24,32.82,32.06,1.75,15.66,1.01,206.83,76.89,44.09,0.28,755.57,10.78,369.07,0.84,206.95,26-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Apr-2019 - 00:00,2.34,1.16,4.19,0.28,10.59,33.45,25.97,33.6,1.1,11.97,0.9,244.47,95.57,53.79,0.13,755.19,19.03,232.45,-0.26,215.23,27-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Apr-2019 - 00:00,2.5,0.88,4.38,0.57,17.71,68.29,49.89,34.68,1.31,12.18,0.95,155.34,65.82,50.11,0.28,755.22,13.54,255.46,-0.38,164.4,28-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Apr-2019 - 00:00,1.62,0.65,3.05,0.33,16.04,59.22,43.84,99.66,1.19,14.31,0.89,166.28,75.57,61.11,0.15,754.36,12.22,268.31,-0.45,163.06,29-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Apr-2019 - 00:00,3.52,1.59,6.2,1.1,25.83,63.7,53.99,146.29,1.03,15.16,1.37,170.42,85.66,55.83,0.73,753.35,11.53,261.1,-0.48,120.6,30-Apr-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Apr-2019 - 00:00,4.9,2.89,8.45,1.69,121.53,122.82,129.29,110.55,0.92,14.58,3.34,148.37,71.67,25.95,1.1,751.71,13.0,230.98,0.22,198.46,01-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-May-2019 - 00:00,2.46,1.08,5.15,0.59,107.27,73.89,124.62,13.99,0.83,13.02,2.45,154.28,70.45,30.11,0.4,751.06,12.03,238.94,0.18,212.52,02-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-May-2019 - 00:00,2.31,1.41,5.42,0.49,19.8,27.89,29.93,16.67,1.15,15.03,0.95,173.47,85.21,60.58,0.22,751.56,13.42,233.46,-0.18,214.91,03-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-May-2019 - 00:00,2.65,1.58,5.87,0.58,50.73,45.91,64.67,22.01,1.44,29.09,1.09,123.65,64.57,53.74,0.46,753.7,26.7,158.95,-1.08,101.08,04-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-May-2019 - 00:00,2.73,1.77,5.53,0.54,71.99,46.38,89.46,24.57,0.75,29.86,1.07,110.64,58.32,46.93,0.25,755.63,22.39,241.48,0.09,201.9,05-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-May-2019 - 00:00,3.94,2.12,8.15,1.26,48.25,62.43,71.31,15.66,0.75,11.87,1.51,123.69,55.23,46.44,0.82,756.3,14.63,298.08,0.27,214.39,06-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-May-2019 - 00:00,4.32,2.04,7.89,1.29,21.36,22.16,28.71,19.42,1.14,11.89,1.03,145.32,61.65,35.53,0.72,754.53,9.41,273.29,0.29,209.04,07-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-May-2019 - 00:00,1.67,0.67,3.6,0.4,37.96,27.16,44.63,16.36,1.53,9.35,0.85,178.86,59.24,26.12,0.14,753.71,10.05,284.59,0.75,218.1,08-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-May-2019 - 00:00,1.92,0.81,4.12,0.2,36.32,37.01,48.46,17.13,1.52,13.84,0.89,247.71,92.89,21.36,0.05,753.99,12.87,273.07,0.34,235.54,09-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-May-2019 - 00:00,1.59,0.61,3.44,0.17,20.63,31.48,32.21,28.05,1.62,13.19,0.75,244.4,83.89,34.55,0.12,753.64,14.62,277.96,0.36,233.64,10-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-May-2019 - 00:00,0.97,0.29,2.74,0.07,18.25,30.94,32.12,18.61,1.6,11.8,0.67,131.09,45.45,41.59,0.01,753.8,17.42,300.66,0.12,239.1,11-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-May-2019 - 00:00,1.54,0.58,3.45,0.26,14.63,26.19,25.42,18.43,1.09,8.36,0.76,130.68,47.08,41.47,0.09,754.74,20.67,282.04,0.22,216.8,12-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-May-2019 - 00:00,0.9,0.39,2.57,0.04,9.12,26.21,21.01,17.87,1.29,17.98,0.72,249.68,74.74,59.75,0.0,754.67,25.01,241.47,0.05,172.78,13-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-May-2019 - 00:00,1.6,0.77,3.72,0.22,12.59,28.34,24.9,14.63,1.37,10.11,0.88,112.96,41.52,53.36,0.11,753.66,26.77,264.14,0.06,209.55,14-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-May-2019 - 00:00,1.76,0.72,4.01,0.39,10.69,37.41,28.0,12.73,1.19,10.54,0.85,105.15,40.96,48.83,0.16,753.59,33.63,267.73,0.01,218.9,15-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-May-2019 - 00:00,2.49,1.64,5.47,0.52,16.01,40.15,33.67,10.63,0.93,11.31,0.97,334.68,111.73,37.1,0.28,753.82,24.87,225.65,-0.11,158.68,16-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-May-2019 - 00:00,1.3,0.69,2.96,0.08,14.77,20.51,22.5,15.74,1.52,11.68,0.72,294.85,79.36,48.97,0.0,755.11,27.96,289.78,0.17,212.94,17-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-May-2019 - 00:00,0.91,0.13,2.28,0.0,15.27,18.57,21.94,14.04,1.77,10.95,0.51,281.34,77.32,47.94,0.0,755.17,36.41,249.74,0.41,203.85,18-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-May-2019 - 00:00,1.2,0.43,3.09,0.09,19.16,23.47,27.44,14.47,1.69,11.31,0.96,82.89,37.27,49.03,0.06,755.61,42.97,316.65,0.41,254.96,19-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-May-2019 - 00:00,1.92,1.1,4.67,0.37,21.66,35.51,35.46,11.85,0.92,12.04,0.9,96.85,46.51,53.83,0.25,755.67,25.34,300.46,0.09,199.77,20-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-May-2019 - 00:00,2.83,1.54,6.0,0.64,22.77,37.4,36.62,12.94,0.94,11.69,0.96,110.9,55.73,42.46,0.29,756.01,24.2,223.79,0.02,187.94,21-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-May-2019 - 00:00,2.0,1.28,4.31,0.18,13.54,29.3,26.1,14.79,0.8,12.16,0.82,121.9,52.28,50.52,0.02,755.28,22.91,307.54,-0.02,199.78,22-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-May-2019 - 00:00,2.79,1.63,5.88,0.69,14.78,30.36,27.62,16.92,0.83,12.71,0.81,93.11,44.5,35.9,0.42,753.62,34.26,174.35,0.07,167.88,23-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-May-2019 - 00:00,2.0,1.27,5.1,0.28,24.05,17.83,28.41,16.12,1.17,9.47,0.66,94.33,44.28,36.02,0.17,752.63,33.83,242.98,-0.24,180.38,24-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-May-2019 - 00:00,1.3,0.72,3.59,0.22,8.39,21.75,18.09,12.37,1.29,11.0,0.41,117.53,44.64,55.02,0.1,753.39,32.12,249.26,-0.14,217.92,25-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-May-2019 - 00:00,1.52,0.8,3.85,0.19,8.66,28.79,21.97,10.66,1.22,10.5,0.54,87.77,40.32,57.09,0.19,753.74,25.22,303.45,0.12,193.94,26-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-May-2019 - 00:00,1.17,0.69,3.18,0.12,10.03,24.31,20.7,10.95,1.12,9.57,0.39,99.62,41.1,33.97,0.03,752.87,19.6,285.63,0.09,179.65,27-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-May-2019 - 00:00,2.46,1.66,5.65,0.5,17.9,29.14,29.21,10.05,0.98,10.4,0.63,130.12,53.48,26.67,0.37,752.84,15.79,256.59,0.2,224.01,28-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-May-2019 - 00:00,2.93,1.71,6.45,0.58,20.82,35.22,34.16,9.92,0.79,11.14,0.58,104.13,47.26,37.09,0.39,752.72,11.66,295.21,0.13,223.57,29-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-May-2019 - 00:00,3.94,2.26,8.33,1.18,19.85,38.48,34.13,9.51,0.95,10.9,0.68,134.28,60.4,25.99,0.78,736.44,13.28,312.33,0.23,228.69,30-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-May-2019 - 00:00,1.8,0.89,4.24,0.17,11.82,28.39,24.22,11.21,1.27,9.45,0.41,134.61,53.61,27.3,0.0,724.76,14.66,265.58,0.18,248.16,31-May-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-May-2019 - 00:00,1.61,0.73,3.85,0.15,12.82,28.49,25.1,10.6,1.18,10.24,0.46,137.23,57.23,31.38,0.03,725.03,16.91,246.81,0.14,228.76,01-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Jun-2019 - 00:00,2.41,1.4,5.6,0.29,20.59,28.52,29.78,11.45,1.32,9.66,0.44,146.34,65.8,25.67,0.38,724.78,17.21,269.73,0.27,228.3,02-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Jun-2019 - 00:00,1.77,0.89,4.51,0.46,30.72,22.81,36.53,11.45,1.38,9.81,0.5,142.79,55.73,29.35,0.31,724.52,15.84,287.69,0.24,224.2,03-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Jun-2019 - 00:00,3.34,1.84,6.93,0.74,18.01,34.65,29.98,10.05,1.19,10.09,0.6,173.4,66.16,21.41,0.46,724.19,14.27,267.22,0.26,232.62,04-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Jun-2019 - 00:00,1.87,1.18,4.54,0.44,14.69,27.56,26.1,10.38,1.56,11.24,0.76,241.83,71.79,41.68,0.42,724.66,13.34,281.03,0.09,245.56,05-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Jun-2019 - 00:00,1.48,0.58,3.62,0.26,9.72,25.88,21.16,11.45,1.43,11.55,0.89,172.33,53.91,38.31,0.07,724.46,19.74,194.93,0.21,242.67,06-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Jun-2019 - 00:00,2.04,1.15,5.15,0.29,13.8,41.63,32.92,10.19,1.35,11.14,0.82,143.02,63.01,46.92,0.2,724.29,14.15,290.82,0.08,260.45,07-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Jun-2019 - 00:00,0.94,1.85,5.37,0.51,6.94,41.98,27.45,12.77,1.44,8.5,0.86,196.26,97.67,81.24,1.21,724.19,22.2,266.74,-0.04,172.44,08-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Jun-2019 - 00:00,0.83,1.84,4.99,0.49,10.96,39.6,29.48,22.92,1.31,9.41,0.89,138.66,72.58,86.12,1.54,723.66,20.98,287.46,-0.13,147.95,09-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Jun-2019 - 00:00,0.47,1.86,5.05,0.63,26.62,52.66,48.16,10.79,1.02,10.8,1.09,127.02,73.66,65.38,2.16,721.87,10.74,282.67,0.09,177.77,10-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Jun-2019 - 00:00,0.0,1.83,5.56,0.6,10.78,48.55,33.95,23.36,1.39,11.03,0.87,170.7,74.66,49.76,2.89,720.34,11.72,283.75,0.0,249.24,11-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Jun-2019 - 00:00,0.0,0.66,2.28,0.0,8.33,25.51,19.99,38.04,1.24,8.54,0.62,107.99,45.39,45.77,1.05,720.49,18.3,243.71,0.06,216.85,12-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Jun-2019 - 00:00,0.02,1.49,2.28,0.17,14.54,21.55,22.89,41.79,1.38,8.44,0.74,102.33,49.87,43.84,1.1,721.2,30.84,200.06,-0.26,191.18,13-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Jun-2019 - 00:00,0.0,0.77,0.96,0.04,11.69,13.16,16.15,36.46,1.55,7.84,0.6,68.89,33.99,56.8,0.39,722.61,40.8,192.52,0.08,190.21,14-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Jun-2019 - 00:00,0.1,0.99,0.64,0.0,13.43,29.81,26.27,19.25,1.45,8.27,0.64,107.18,42.04,47.93,0.31,722.1,34.49,238.91,0.19,233.39,15-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Jun-2019 - 00:00,0.05,0.52,0.24,0.0,10.08,23.3,20.26,16.68,1.63,8.49,0.67,97.62,47.22,50.58,0.12,722.21,37.32,179.0,0.36,222.41,16-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Jun-2019 - 00:00,0.0,0.4,1.09,0.09,11.84,21.6,20.78,18.63,1.48,9.08,0.74,92.78,38.78,31.89,0.56,723.15,58.22,150.99,0.47,253.56,17-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Jun-2019 - 00:00,0.12,0.91,1.35,0.05,8.4,26.46,20.56,15.86,1.69,7.63,0.7,100.59,49.35,45.18,0.64,722.64,53.15,266.0,0.64,181.01,18-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Jun-2019 - 00:00,0.17,1.11,1.51,0.21,10.39,24.06,20.9,17.85,1.49,8.65,0.79,53.87,30.08,41.79,0.85,723.22,72.5,166.03,-0.76,100.9,19-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Jun-2019 - 00:00,0.0,0.19,0.79,0.0,3.9,15.58,11.26,21.06,1.22,8.61,0.54,42.21,22.18,67.8,0.26,722.46,73.05,258.16,-0.07,128.89,20-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Jun-2019 - 00:00,0.01,0.48,1.39,0.0,6.81,20.63,16.25,22.58,1.17,8.33,0.64,72.75,29.65,55.68,0.68,723.05,58.05,246.39,0.02,159.88,21-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Jun-2019 - 00:00,0.74,1.5,1.73,0.0,18.3,36.15,33.56,26.29,1.16,8.19,1.0,129.92,50.33,45.18,0.86,723.34,49.39,224.72,0.12,239.57,22-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Jun-2019 - 00:00,0.6,2.4,2.66,0.4,14.69,50.35,37.97,29.18,1.01,8.99,1.09,167.28,61.67,43.96,1.39,722.31,38.12,279.89,0.01,207.86,23-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Jun-2019 - 00:00,0.0,1.31,3.1,0.24,4.22,32.73,20.46,23.82,1.35,7.57,0.73,129.13,53.8,75.31,1.53,721.76,41.83,201.71,-0.18,80.73,24-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Jun-2019 - 00:00,0.01,0.66,2.37,0.08,3.9,25.95,16.67,22.91,1.28,8.79,0.81,80.06,30.31,66.26,1.06,722.86,55.21,256.24,-0.29,101.08,25-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Jun-2019 - 00:00,0.01,2.67,3.09,0.34,6.73,37.57,24.06,24.53,1.23,12.65,0.82,100.16,38.92,43.16,1.5,723.12,61.35,140.65,0.03,169.08,26-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Jun-2019 - 00:00,0.0,1.54,5.2,0.59,17.05,56.84,43.33,31.41,1.45,8.95,0.87,108.76,56.66,42.74,2.46,721.69,43.16,259.07,0.23,241.69,27-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Jun-2019 - 00:00,0.0,1.11,3.46,0.18,8.79,37.42,26.58,22.94,1.52,7.69,0.62,272.08,91.2,46.98,1.55,720.57,36.03,238.73,0.41,250.17,28-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Jun-2019 - 00:00,0.0,0.87,2.83,0.05,8.03,27.69,20.9,20.73,1.51,7.95,0.71,156.55,59.84,43.47,1.27,720.23,41.04,267.25,-0.06,245.94,29-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Jun-2019 - 00:00,0.0,0.5,2.28,0.0,6.18,29.41,20.32,19.63,1.64,4.93,0.55,97.74,41.59,39.12,1.07,720.21,44.12,224.44,0.99,220.95,30-Jun-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Jun-2019 - 00:00,0.0,0.28,1.78,0.0,5.13,17.86,13.44,16.55,1.75,8.66,0.55,131.61,45.45,47.5,0.2,720.32,40.49,278.59,0.15,207.84,01-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Jul-2019 - 00:00,0.0,0.5,2.43,0.05,6.01,25.81,18.3,19.92,1.76,10.33,0.73,113.23,33.42,52.63,1.12,721.04,47.91,269.52,0.32,209.93,02-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Jul-2019 - 00:00,0.0,1.2,3.01,0.0,6.36,32.24,21.94,20.35,1.55,7.95,0.69,134.7,54.49,58.49,1.26,720.83,42.57,243.83,-0.23,261.36,03-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Jul-2019 - 00:00,0.0,2.25,2.26,0.1,5.1,23.45,16.33,17.57,1.42,9.69,0.85,116.51,47.95,60.08,1.2,720.85,45.73,206.64,-0.34,109.18,04-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Jul-2019 - 00:00,0.0,0.4,2.42,0.07,4.71,27.01,17.88,18.66,0.99,7.95,0.69,82.17,32.38,45.1,1.18,720.38,59.7,130.14,0.4,208.98,05-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Jul-2019 - 00:00,0.0,0.44,2.79,0.01,7.38,28.41,20.43,19.84,1.31,7.94,0.68,79.41,34.26,31.23,1.41,719.09,78.78,96.33,0.31,217.92,06-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Jul-2019 - 00:00,0.02,0.66,2.43,0.02,6.99,25.51,18.93,19.01,0.98,8.98,0.78,68.23,33.53,27.52,1.14,718.26,93.53,70.89,0.11,177.9,07-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Jul-2019 - 00:00,0.0,0.12,1.98,0.0,7.28,33.86,23.52,22.11,1.06,8.15,0.75,86.16,30.83,22.4,1.01,718.82,86.34,193.87,0.32,237.71,08-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Jul-2019 - 00:00,0.0,0.21,1.06,0.0,6.02,26.61,18.53,18.93,1.32,6.24,0.68,106.4,40.52,36.6,0.36,719.13,89.35,173.18,0.61,198.8,09-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Jul-2019 - 00:00,0.05,0.17,0.68,0.04,3.74,15.02,10.84,15.5,1.0,8.77,0.7,106.3,53.08,35.32,0.79,719.0,65.32,166.53,-0.02,145.93,10-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Jul-2019 - 00:00,0.0,0.13,1.38,0.0,5.96,28.65,19.74,20.67,1.23,8.71,0.66,141.41,57.43,35.8,0.75,718.7,26.88,258.72,0.56,218.92,11-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Jul-2019 - 00:00,0.0,0.11,1.1,0.0,5.99,24.19,17.44,18.55,1.41,9.57,0.57,118.87,49.34,31.68,0.61,719.43,54.68,258.33,0.83,219.08,12-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Jul-2019 - 00:00,0.0,0.02,0.67,0.0,5.16,20.39,14.79,17.1,1.54,9.66,0.6,104.91,42.98,34.56,0.22,721.29,56.56,270.65,0.89,216.92,13-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Jul-2019 - 00:00,0.0,0.1,0.9,0.0,4.98,21.9,15.43,17.57,1.56,9.48,0.65,102.49,42.37,34.71,0.42,721.76,66.4,262.44,0.65,219.11,14-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Jul-2019 - 00:00,0.0,0.0,0.57,0.0,2.88,15.77,10.54,15.5,1.55,,0.45,95.1,41.08,34.4,0.05,721.35,79.02,292.55,0.72,216.68,15-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Jul-2019 - 00:00,0.0,0.13,1.74,0.0,7.09,23.93,18.19,18.02,1.46,10.36,0.76,122.79,48.26,32.56,0.7,720.02,72.35,254.1,0.65,217.11,16-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Jul-2019 - 00:00,0.0,0.16,1.19,0.0,5.63,21.56,15.61,17.58,1.3,12.08,0.58,118.47,45.54,31.15,0.59,721.52,75.11,152.21,0.53,212.59,17-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Jul-2019 - 00:00,0.0,0.27,1.18,0.0,6.75,22.14,16.97,17.86,1.18,9.11,0.65,101.6,40.82,33.16,0.61,722.32,74.94,205.06,0.58,227.94,18-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Jul-2019 - 00:00,0.0,0.5,2.87,0.19,6.3,27.73,19.54,19.06,0.96,9.1,0.68,87.03,42.0,29.66,1.29,722.34,79.7,147.37,0.09,202.49,19-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Jul-2019 - 00:00,0.0,0.19,0.93,0.02,6.6,26.0,18.88,18.48,0.9,7.98,0.74,81.22,43.61,35.43,0.46,722.49,78.34,243.76,0.26,209.85,20-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Jul-2019 - 00:00,0.12,0.56,0.4,0.0,6.9,23.7,17.82,14.09,0.79,9.49,0.87,111.08,56.2,43.15,0.21,722.76,62.27,178.7,0.09,112.9,21-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Jul-2019 - 00:00,0.03,0.39,0.0,0.0,6.58,12.75,11.94,5.37,1.06,7.99,0.74,85.14,43.58,52.33,0.0,722.24,65.45,201.61,0.47,83.48,22-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Jul-2019 - 00:00,0.06,0.43,0.31,0.0,5.49,17.56,13.57,12.27,1.07,8.73,0.8,77.74,42.13,51.37,0.14,721.49,66.66,208.11,0.19,106.48,23-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Jul-2019 - 00:00,0.05,0.45,0.85,0.0,3.11,20.83,13.37,16.43,0.9,9.26,0.68,71.03,36.33,55.05,0.39,721.16,58.19,214.39,0.18,149.57,24-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Jul-2019 - 00:00,0.13,0.59,1.18,0.0,6.27,22.96,17.03,14.07,1.09,8.08,0.78,56.74,29.91,38.12,0.43,720.67,65.36,176.25,0.39,208.33,25-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Jul-2019 - 00:00,0.28,0.88,0.23,0.0,7.77,21.31,17.36,17.65,0.74,8.13,0.85,41.21,19.79,36.06,0.11,721.54,50.34,77.83,0.06,192.68,26-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Jul-2019 - 00:00,0.06,0.85,1.74,0.21,12.19,24.36,22.49,21.32,0.57,8.74,0.87,63.26,22.03,23.87,1.02,721.83,86.44,70.31,0.12,197.03,27-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Jul-2019 - 00:00,0.0,0.5,3.12,0.2,7.58,27.09,20.21,20.04,0.55,12.78,0.9,61.06,22.29,23.26,1.86,704.48,85.8,65.88,-0.04,173.73,28-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
