from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
05-Feb-2019 - 00:00,14.41,85.37,57.19,13.23,1.61,43.86,150.51,82.72,14.53,26.47,73.75,2.2,0.03,131.62,79.12,762.06,0.0,0.08,0.2,0.08,0.1,25.85,06-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Feb-2019 - 00:00,14.74,71.06,48.39,18.58,1.0,37.29,139.79,80.23,10.33,26.02,76.24,2.64,0.01,125.05,74.11,759.3,0.0,0.07,0.08,0.09,0.1,27.52,07-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Feb-2019 - 00:00,7.48,26.05,19.9,11.78,0.73,32.49,125.89,75.48,11.04,25.52,77.35,3.48,0.01,120.8,63.79,759.08,0.0,0.05,0.06,0.09,0.1,26.03,08-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Feb-2019 - 00:00,2.79,16.22,10.87,8.56,0.77,38.92,95.27,57.92,17.18,27.34,75.64,3.77,0.0,129.05,63.79,758.67,0.0,0.0,0.0,0.1,,25.25,09-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Feb-2019 - 00:00,6.55,23.31,17.32,16.9,0.85,35.29,131.07,65.34,16.44,27.38,74.84,2.25,-0.0,192.0,51.68,759.23,0.0,0.01,0.05,0.1,0.15,24.99,10-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Feb-2019 - 00:00,1.0,16.15,9.38,10.04,0.52,31.86,144.29,56.48,13.99,26.58,68.49,3.38,-0.0,178.18,78.28,761.08,0.0,0.0,0.05,0.1,,23.83,11-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Feb-2019 - 00:00,3.48,18.19,11.83,10.22,0.66,39.62,121.97,75.29,16.12,27.55,76.62,3.72,0.04,94.46,67.4,761.98,0.0,0.01,0.03,0.1,,25.14,12-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Feb-2019 - 00:00,3.99,26.17,17.25,9.77,0.65,41.77,121.26,66.14,13.88,27.19,75.31,3.37,0.02,112.2,79.8,762.95,0.0,0.01,0.05,0.1,,24.89,13-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Feb-2019 - 00:00,3.35,29.77,18.5,10.29,0.76,42.29,145.34,72.72,14.94,26.72,75.57,2.79,0.02,139.33,83.05,763.26,0.0,0.06,0.11,0.1,0.1,26.24,14-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Feb-2019 - 00:00,15.69,35.29,31.61,9.47,0.83,39.18,128.6,69.02,16.27,26.53,73.09,2.51,0.01,147.34,86.16,760.44,0.0,0.05,0.08,0.09,0.12,26.4,15-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Feb-2019 - 00:00,2.27,22.09,13.45,6.9,0.69,42.01,98.67,58.62,16.68,27.2,76.73,3.98,0.02,128.36,83.86,759.48,0.0,0.02,0.02,0.1,0.1,25.59,16-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Feb-2019 - 00:00,2.58,15.73,10.43,7.68,0.55,32.85,62.77,33.08,14.39,27.33,78.25,4.41,0.01,132.93,72.78,758.76,0.0,0.0,0.01,0.1,,25.36,17-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Feb-2019 - 00:00,1.46,13.54,8.35,13.18,0.54,27.48,59.26,32.03,12.86,28.38,76.86,3.49,0.0,130.41,63.27,757.34,0.0,0.0,0.01,0.1,,24.15,18-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Feb-2019 - 00:00,8.35,17.98,16.36,13.68,0.6,25.1,74.77,35.1,10.28,29.11,76.19,2.82,0.01,139.78,74.86,755.96,0.0,0.0,0.0,0.1,,24.39,19-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Feb-2019 - 00:00,7.97,16.58,15.39,9.91,0.72,20.86,61.24,31.55,11.89,28.86,78.43,3.89,0.02,131.82,70.94,757.68,0.0,0.0,0.0,0.1,,24.98,20-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Feb-2019 - 00:00,9.27,16.44,16.21,10.53,0.59,23.84,73.24,31.22,9.71,28.5,75.54,3.88,0.01,139.06,83.01,760.76,0.0,0.0,0.02,0.1,,23.49,21-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Feb-2019 - 00:00,17.7,21.03,25.66,9.37,0.7,27.93,92.49,37.96,9.79,28.19,74.25,2.69,0.01,178.11,85.6,762.23,0.0,0.0,0.04,0.09,0.15,23.16,22-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Feb-2019 - 00:00,28.55,25.78,37.01,14.4,0.65,30.83,109.23,36.95,10.33,28.79,68.16,2.25,0.0,187.91,88.72,759.36,0.0,0.0,0.05,0.1,0.1,23.77,23-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Feb-2019 - 00:00,44.11,29.41,51.59,10.35,0.81,33.85,146.68,43.51,9.89,29.17,58.23,2.77,-0.0,164.16,89.71,757.03,0.0,0.02,0.08,0.09,0.11,22.37,24-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Feb-2019 - 00:00,18.45,24.18,27.85,14.54,0.53,37.93,120.48,42.59,13.17,28.9,62.72,3.62,-0.0,177.0,93.92,755.76,0.0,0.02,0.05,0.1,0.13,22.89,25-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Feb-2019 - 00:00,3.65,18.47,12.88,12.83,0.51,29.85,77.29,33.12,14.81,28.42,72.34,4.48,0.0,146.86,85.39,755.04,0.0,0.0,0.01,0.09,0.1,27.94,26-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Feb-2019 - 00:00,3.83,12.27,9.72,11.24,0.46,19.93,52.04,21.98,11.67,28.48,74.95,5.02,0.03,126.4,81.14,754.22,0.0,0.0,0.0,0.1,,29.05,27-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Feb-2019 - 00:00,2.83,7.97,6.6,10.22,0.4,23.54,39.01,14.58,9.19,28.78,74.29,5.72,0.02,125.76,72.89,753.73,0.0,0.0,0.01,0.09,,24.8,28-Feb-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Feb-2019 - 00:00,3.22,13.8,10.06,16.74,0.57,23.3,50.67,21.37,9.19,28.91,76.84,4.28,0.03,113.32,77.47,754.63,0.01,0.0,0.01,0.09,0.1,24.34,01-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Mar-2019 - 00:00,2.41,8.5,6.61,10.4,0.51,31.78,58.82,26.94,11.89,29.9,73.62,5.76,0.0,115.53,86.06,756.17,0.0,0.0,0.01,0.1,,26.31,02-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-Mar-2019 - 00:00,3.05,8.43,7.06,8.32,0.44,27.31,52.31,23.68,10.9,28.87,73.25,4.86,0.01,118.76,75.05,757.36,0.0,0.0,0.0,0.1,,25.61,03-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Mar-2019 - 00:00,5.55,12.14,10.74,5.42,0.43,24.36,54.2,22.4,11.31,28.75,73.69,4.0,0.02,138.62,68.88,756.03,0.0,0.0,0.0,0.1,,27.23,04-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Mar-2019 - 00:00,2.95,10.48,7.98,11.54,0.41,20.11,52.58,21.65,11.8,28.76,75.35,4.67,0.03,158.1,87.15,753.88,0.0,0.0,0.0,0.1,,27.75,05-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Mar-2019 - 00:00,3.1,13.5,9.66,14.22,0.5,36.5,81.82,36.28,12.16,30.2,76.15,4.11,0.01,137.22,80.41,752.22,0.0,0.0,0.01,0.1,,28.51,06-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Mar-2019 - 00:00,2.52,17.37,11.31,16.44,0.7,44.87,116.44,49.82,12.67,31.25,74.42,2.82,0.02,121.19,73.53,752.9,0.0,0.08,0.18,0.86,0.17,29.15,07-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Mar-2019 - 00:00,1.55,12.25,7.63,11.21,0.56,43.08,83.76,40.43,13.09,30.32,77.84,3.84,0.01,107.31,57.99,753.47,0.0,2.28,3.63,0.8,0.61,27.82,08-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Mar-2019 - 00:00,2.55,8.74,6.54,10.51,0.63,31.7,54.0,16.14,11.35,30.58,73.74,4.7,0.03,134.36,82.55,756.04,0.0,1.66,4.67,0.62,0.44,28.14,09-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Mar-2019 - 00:00,2.8,9.83,7.51,14.11,0.71,31.3,59.07,13.15,10.87,30.91,70.74,5.75,0.02,140.75,110.72,757.67,0.0,1.37,5.31,0.64,0.55,28.02,10-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Mar-2019 - 00:00,4.03,7.92,7.39,11.34,0.35,23.1,47.09,10.58,9.44,29.59,74.78,4.21,0.02,141.08,83.92,757.65,0.0,1.04,4.03,0.47,0.32,26.97,11-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Mar-2019 - 00:00,3.12,9.12,7.22,14.34,0.55,23.41,53.69,13.39,8.86,29.66,73.25,4.37,0.03,139.54,91.88,758.3,0.0,0.97,3.58,0.59,0.33,28.55,12-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Mar-2019 - 00:00,4.85,15.69,12.38,13.91,0.42,28.54,89.55,27.14,9.76,29.53,72.85,3.71,0.01,139.05,88.61,758.27,0.0,1.01,6.68,1.1,0.65,28.14,13-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Mar-2019 - 00:00,4.9,17.98,13.63,8.99,0.4,31.98,106.57,33.18,11.09,29.52,71.52,4.12,0.03,140.61,90.8,758.65,0.0,0.89,4.89,0.48,0.36,26.79,14-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Mar-2019 - 00:00,14.88,26.34,26.2,8.24,0.46,27.4,131.48,40.58,9.35,29.42,66.57,3.51,0.01,141.99,91.59,758.3,0.0,1.08,10.76,2.1,1.12,27.9,15-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Mar-2019 - 00:00,5.65,18.25,14.4,11.17,0.63,30.8,123.75,43.57,9.82,30.4,65.6,3.56,0.01,154.85,94.29,758.39,0.0,1.0,5.89,0.74,0.47,27.87,16-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Mar-2019 - 00:00,4.29,14.02,10.95,8.1,0.46,22.29,98.56,40.52,10.36,28.94,72.29,4.49,0.02,127.55,91.02,758.61,0.0,1.44,5.02,0.92,0.44,27.79,17-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Mar-2019 - 00:00,6.37,15.08,12.93,8.23,0.58,29.61,92.44,39.85,11.54,29.27,68.73,3.86,0.03,127.75,91.73,758.34,0.0,1.77,9.55,1.09,0.71,26.92,18-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Mar-2019 - 00:00,7.63,13.39,13.41,10.91,0.57,22.11,67.45,21.66,7.46,28.68,65.6,5.02,0.03,147.58,89.4,758.11,0.0,1.15,3.81,0.47,0.29,25.57,19-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Mar-2019 - 00:00,2.22,9.71,7.01,9.72,0.69,30.74,53.5,22.42,6.52,29.32,69.65,4.5,0.01,145.05,82.03,755.77,0.0,1.93,3.43,0.4,0.29,24.54,20-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Mar-2019 - 00:00,1.64,7.52,5.33,9.19,0.7,32.41,49.56,25.46,7.63,29.7,72.5,5.35,0.02,135.4,83.6,755.62,0.0,4.91,2.53,0.28,1.28,25.06,21-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Mar-2019 - 00:00,1.18,6.23,4.22,7.4,0.49,38.8,41.66,21.05,7.03,30.87,64.43,6.22,0.03,134.8,107.19,757.46,0.0,1.51,2.84,0.17,0.14,25.14,22-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Mar-2019 - 00:00,2.97,12.81,9.07,9.91,0.53,29.24,54.09,23.96,5.59,29.57,71.56,3.59,-0.0,147.7,72.92,757.23,0.0,1.16,3.72,0.42,0.29,25.69,23-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Mar-2019 - 00:00,9.51,14.52,15.54,8.94,0.53,29.62,64.35,23.5,5.74,30.23,72.34,2.98,0.01,138.52,87.31,756.24,0.0,1.47,4.4,0.71,0.36,24.73,24-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Mar-2019 - 00:00,1.99,7.86,5.77,8.76,0.48,29.11,47.45,17.74,6.03,30.51,71.68,3.79,0.02,132.92,87.19,755.69,0.0,1.51,3.25,0.38,0.21,24.72,25-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Mar-2019 - 00:00,3.17,10.48,8.24,13.76,0.5,21.45,48.22,17.31,5.44,30.62,70.2,3.8,0.01,129.52,90.94,755.89,0.0,1.47,3.83,0.53,0.26,26.47,26-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Mar-2019 - 00:00,2.92,9.79,7.66,10.74,0.49,21.07,51.36,20.47,5.71,30.4,71.7,4.11,0.01,137.07,91.23,756.84,0.0,1.2,2.99,0.3,0.2,26.19,27-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Mar-2019 - 00:00,2.37,11.06,7.81,11.46,0.54,35.58,61.04,24.46,6.91,31.42,67.57,4.01,0.03,149.36,95.78,757.54,0.0,1.12,3.83,0.44,0.24,26.56,28-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Mar-2019 - 00:00,3.57,12.93,9.77,12.28,0.53,28.24,70.57,27.7,6.64,30.96,68.8,3.19,0.02,131.61,92.21,756.76,0.0,1.16,3.55,0.52,0.3,25.31,29-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Mar-2019 - 00:00,2.76,9.98,7.65,8.85,0.45,31.31,66.38,24.21,6.93,31.9,65.5,4.14,0.01,146.54,106.08,754.91,0.0,1.08,2.8,0.33,0.21,27.2,30-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Mar-2019 - 00:00,1.65,9.24,6.3,18.17,0.56,43.78,60.03,29.03,8.41,31.74,70.31,4.9,0.04,144.41,86.38,753.91,0.0,1.25,2.14,0.42,0.19,27.63,31-Mar-2019 - 00:00,"Secretariat, Amaravati - APPCB"
31-Mar-2019 - 00:00,1.13,9.37,5.7,16.2,0.58,36.02,73.27,33.58,7.67,31.54,72.9,3.8,-0.01,140.19,84.85,753.91,0.0,0.65,3.41,0.36,0.21,24.79,01-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Apr-2019 - 00:00,1.31,7.19,4.59,12.38,0.69,39.48,69.52,36.5,7.43,31.29,72.48,5.26,0.02,126.35,75.97,754.64,0.0,0.59,3.51,0.2,0.14,27.01,02-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-Apr-2019 - 00:00,1.57,8.6,5.74,14.13,0.72,31.49,61.99,29.98,6.21,30.58,69.32,4.97,0.01,142.85,91.96,754.81,0.0,1.17,2.45,0.31,0.22,26.81,03-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Apr-2019 - 00:00,1.49,5.83,4.24,9.37,0.48,24.53,44.51,20.36,6.0,30.68,70.61,5.15,0.02,137.47,89.66,755.14,0.0,1.07,1.75,0.19,0.16,27.03,04-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Apr-2019 - 00:00,4.13,7.51,7.44,10.5,0.64,19.85,39.25,13.82,5.49,30.26,71.33,4.47,0.02,140.44,84.78,756.41,0.0,1.29,2.09,0.35,0.23,26.7,05-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Apr-2019 - 00:00,3.11,5.69,5.24,12.24,0.67,28.53,51.2,18.95,5.77,31.28,72.73,4.2,-0.0,167.55,90.53,756.02,0.0,1.02,2.08,0.17,0.14,26.66,06-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Apr-2019 - 00:00,2.06,5.38,4.03,13.98,0.62,41.9,66.11,21.93,6.2,31.94,66.76,5.06,-0.01,157.03,85.89,755.14,0.0,0.5,2.12,0.19,0.18,25.34,07-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Apr-2019 - 00:00,1.66,7.03,4.51,9.72,0.57,38.9,52.89,19.13,4.3,30.91,63.66,5.51,-0.01,163.5,83.97,754.54,0.0,0.87,1.53,0.14,0.14,25.18,08-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Apr-2019 - 00:00,1.56,4.28,3.5,13.22,0.58,21.6,33.78,13.87,4.2,31.32,69.79,5.46,0.01,136.8,84.3,753.76,0.0,0.69,1.25,0.16,0.14,27.04,09-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Apr-2019 - 00:00,1.55,4.28,3.35,11.39,0.64,27.19,39.3,20.55,4.23,31.73,71.79,5.63,0.03,145.73,81.79,754.18,0.0,0.63,1.43,0.19,0.12,26.43,10-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Apr-2019 - 00:00,1.24,3.17,2.27,8.38,0.62,37.44,36.29,16.6,4.46,32.12,70.11,4.85,0.01,145.17,86.21,755.03,0.0,0.72,2.26,0.16,0.13,25.79,11-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Apr-2019 - 00:00,0.52,2.14,0.88,12.65,0.4,33.72,33.2,15.4,3.67,32.01,68.23,4.43,-0.0,175.31,88.66,753.89,0.0,0.61,1.49,0.13,0.11,24.97,12-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Apr-2019 - 00:00,2.18,5.67,4.27,14.73,0.59,31.31,44.59,17.68,3.95,31.95,70.55,4.17,0.04,125.4,94.04,753.83,0.0,0.79,2.2,0.26,0.16,26.83,13-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Apr-2019 - 00:00,1.98,9.02,6.09,11.02,0.38,47.34,86.34,25.53,3.91,33.52,56.0,4.98,-0.01,171.41,117.72,754.19,0.0,0.72,2.61,0.38,0.23,26.99,14-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Apr-2019 - 00:00,1.16,5.91,3.95,14.59,0.36,29.66,49.98,15.96,3.85,32.33,66.42,4.46,0.01,142.56,93.76,754.09,0.0,0.54,1.35,0.19,0.15,24.83,15-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Apr-2019 - 00:00,2.14,12.7,8.35,18.76,0.68,18.53,72.83,24.83,3.23,32.89,59.67,4.67,0.03,134.78,99.2,753.78,0.0,0.4,2.17,0.24,0.19,27.07,16-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Apr-2019 - 00:00,2.09,21.61,12.84,22.41,0.7,22.1,86.29,27.66,5.35,32.36,60.69,4.06,0.01,140.08,77.5,753.53,0.0,0.64,2.14,0.32,0.24,27.44,17-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Apr-2019 - 00:00,2.27,16.8,10.77,16.16,0.53,25.13,91.83,32.17,7.42,31.55,67.51,4.63,0.01,135.94,93.43,754.49,0.0,0.47,2.12,0.34,0.17,26.5,18-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Apr-2019 - 00:00,2.66,13.5,9.38,10.7,0.5,25.85,54.12,19.47,6.46,32.03,70.74,5.14,0.03,136.14,86.78,754.18,0.0,0.16,2.97,0.21,0.13,25.57,19-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Apr-2019 - 00:00,3.43,13.48,9.75,13.24,0.6,25.77,39.0,11.66,6.86,32.84,66.91,4.84,0.03,142.44,100.74,753.52,0.0,0.2,2.69,0.16,0.13,24.03,20-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Apr-2019 - 00:00,2.92,12.31,8.96,18.05,0.35,24.63,36.61,9.53,4.45,32.38,68.62,5.27,0.03,147.22,82.44,752.12,0.0,0.27,2.18,0.15,0.14,23.16,21-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Apr-2019 - 00:00,1.41,12.31,7.52,21.62,0.31,30.06,34.91,9.67,3.26,33.03,65.55,5.09,-0.02,146.6,86.3,751.1,0.0,0.01,2.52,0.15,0.14,21.04,22-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Apr-2019 - 00:00,2.5,22.49,13.37,24.59,0.5,37.16,93.29,22.1,4.24,32.57,60.18,3.78,0.0,150.91,86.72,751.77,0.0,0.42,2.56,0.36,0.27,24.64,23-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Apr-2019 - 00:00,8.66,28.95,22.27,15.22,0.57,26.97,118.53,24.39,3.65,31.72,64.04,3.83,-0.01,171.88,89.34,753.15,0.0,0.4,3.92,0.71,0.49,23.85,24-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Apr-2019 - 00:00,2.81,17.1,11.48,12.32,0.47,26.78,57.12,17.41,4.17,33.43,62.95,4.4,0.01,154.45,113.45,753.85,0.0,0.23,2.61,0.23,0.17,24.15,25-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Apr-2019 - 00:00,4.7,19.04,14.05,13.03,0.48,26.86,85.15,28.77,6.68,32.18,68.72,4.17,0.01,150.08,92.31,753.34,0.0,0.24,1.34,0.23,0.13,26.01,26-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Apr-2019 - 00:00,2.82,18.42,12.19,8.43,0.51,34.66,80.08,27.49,7.96,33.33,66.56,3.67,0.01,142.12,96.3,751.91,0.0,0.19,1.83,0.17,0.14,27.76,27-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Apr-2019 - 00:00,1.96,16.63,10.44,15.33,0.66,31.93,68.16,22.48,5.19,33.51,65.3,5.12,0.04,146.63,66.87,751.63,0.0,0.36,1.05,0.12,0.11,25.67,28-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Apr-2019 - 00:00,2.17,15.11,9.8,13.68,0.41,24.3,46.09,15.54,4.46,32.91,66.43,4.99,0.03,153.84,86.54,751.72,0.0,0.11,1.33,0.2,0.19,22.06,29-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Apr-2019 - 00:00,2.15,15.6,10.05,12.74,0.31,23.73,40.69,12.01,4.12,32.99,67.8,4.41,0.01,143.56,90.79,751.49,0.0,0.06,1.76,0.16,0.15,22.0,30-Apr-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Apr-2019 - 00:00,1.94,19.0,11.68,13.34,0.41,36.71,60.72,18.99,4.76,33.6,66.93,3.76,-0.0,129.67,84.86,749.88,0.0,0.05,1.82,0.21,0.18,21.96,01-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-May-2019 - 00:00,2.67,23.24,14.57,26.04,0.65,39.79,94.98,28.31,3.42,33.12,62.33,3.65,-0.02,167.42,62.15,747.63,0.0,0.47,2.84,0.44,0.27,23.84,02-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-May-2019 - 00:00,1.78,27.74,16.29,15.12,1.0,56.1,117.12,40.59,3.7,32.8,63.81,3.0,-0.08,230.65,52.3,745.66,0.0,0.56,3.56,0.48,0.39,24.79,03-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-May-2019 - 00:00,3.55,35.73,21.89,16.76,0.76,62.1,208.34,56.1,5.56,35.0,53.51,3.86,-0.1,225.03,76.02,747.46,0.0,0.7,5.04,0.68,0.53,23.53,04-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-May-2019 - 00:00,1.22,23.12,13.35,17.28,0.54,67.29,166.55,44.47,7.14,35.85,52.52,4.42,-0.17,224.91,99.14,750.88,0.0,0.36,2.38,0.59,0.41,25.76,05-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-May-2019 - 00:00,1.11,22.84,13.03,14.93,0.51,70.15,150.46,39.95,6.0,36.26,52.05,4.13,-0.07,209.39,101.12,752.01,0.0,0.33,1.9,0.15,0.16,22.92,06-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-May-2019 - 00:00,1.52,20.03,11.98,21.1,0.64,69.11,136.77,47.95,7.89,35.09,61.57,4.03,-0.0,138.4,89.41,750.78,0.0,0.31,2.09,0.19,0.15,25.96,07-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-May-2019 - 00:00,1.18,18.5,10.8,13.59,0.42,52.17,139.64,38.55,7.85,33.99,68.86,4.86,-0.02,146.7,103.27,750.5,0.04,0.15,1.39,0.14,0.12,23.87,08-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-May-2019 - 00:00,0.94,27.12,14.59,25.46,0.83,72.94,156.81,49.19,4.26,37.67,48.84,3.86,-0.01,159.19,128.62,749.12,0.0,0.5,4.1,0.29,0.22,23.13,09-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-May-2019 - 00:00,1.5,24.32,14.0,27.37,0.68,74.31,109.42,39.33,5.7,36.01,60.06,2.95,0.02,142.57,131.97,748.63,0.0,0.32,2.44,0.17,0.18,25.48,10-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-May-2019 - 00:00,1.63,19.82,12.02,19.17,0.64,50.89,112.45,44.39,6.87,37.28,55.98,5.37,0.03,109.21,126.02,749.64,0.0,0.32,2.37,0.15,0.12,26.35,11-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-May-2019 - 00:00,1.84,19.93,12.2,17.59,0.6,51.68,99.59,35.74,6.87,35.42,59.8,6.01,0.01,161.61,103.33,751.54,0.0,0.36,1.86,0.13,0.15,26.28,12-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-May-2019 - 00:00,1.91,19.62,12.15,23.02,0.8,45.89,104.44,36.3,6.48,35.96,55.67,6.22,0.02,157.46,145.44,750.26,0.0,0.17,1.71,0.1,0.11,26.52,14-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-May-2019 - 00:00,1.94,20.9,12.81,25.72,0.51,42.34,100.25,39.67,3.94,35.84,61.53,5.66,0.03,142.12,126.47,750.42,0.0,0.06,1.53,0.12,0.11,24.05,15-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-May-2019 - 00:00,1.76,20.2,12.3,23.77,0.72,43.3,89.54,34.93,6.8,34.57,64.43,4.94,0.01,153.0,123.18,751.54,0.0,0.14,1.36,0.1,0.11,26.12,16-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-May-2019 - 00:00,1.91,20.04,12.37,20.8,0.54,42.12,93.33,40.25,4.8,35.92,58.55,5.26,0.02,152.68,131.17,752.58,0.0,0.22,1.98,0.13,0.12,26.39,17-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-May-2019 - 00:00,2.0,21.69,13.26,25.39,0.69,43.87,100.24,44.99,5.79,34.88,63.12,4.77,0.02,146.81,87.06,752.03,0.0,0.32,1.8,0.19,0.17,26.24,18-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
