from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
18-May-2019 - 00:00,0.8,17.22,9.79,17.6,0.46,45.23,89.0,34.84,4.24,34.59,64.96,5.32,-0.05,188.09,101.02,751.22,0.0,0.06,1.16,0.12,0.11,21.97,19-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-May-2019 - 00:00,0.92,19.03,10.86,23.56,0.54,45.45,94.54,40.55,4.2,34.39,64.96,4.88,0.01,155.31,99.4,751.43,0.0,0.06,1.33,0.1,0.11,22.07,20-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-May-2019 - 00:00,1.81,19.49,11.94,20.85,0.62,34.68,78.27,32.25,4.0,34.12,64.12,5.24,0.04,143.76,103.46,752.22,0.0,0.16,1.27,0.12,0.12,24.62,21-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-May-2019 - 00:00,1.98,20.71,12.63,16.8,0.47,19.83,73.97,23.88,3.34,30.48,76.8,3.62,0.02,134.65,63.83,752.65,0.0,0.1,1.13,0.17,0.13,22.94,22-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-May-2019 - 00:00,2.15,18.04,11.5,26.43,0.81,40.18,84.09,31.78,3.49,35.22,59.26,6.88,0.06,149.1,134.16,751.4,0.0,0.11,1.23,0.1,0.1,26.82,23-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-May-2019 - 00:00,1.28,16.88,10.02,13.66,0.74,30.49,76.49,30.63,3.24,33.03,67.23,6.11,0.04,135.63,95.56,751.61,0.0,0.2,1.01,0.1,0.11,24.55,24-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-May-2019 - 00:00,1.56,17.85,10.79,14.77,0.63,37.62,85.61,36.58,3.82,33.85,67.68,4.92,0.02,141.03,96.01,751.56,0.0,0.17,1.45,0.12,0.12,26.28,25-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-May-2019 - 00:00,1.22,17.25,10.19,18.77,0.91,51.51,98.99,41.08,4.06,35.94,63.83,5.24,-0.01,179.26,71.06,748.46,0.0,0.21,1.84,0.12,0.11,27.08,26-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-May-2019 - 00:00,0.72,16.98,9.58,13.87,0.51,54.44,99.26,40.22,3.4,35.98,63.51,4.98,-0.03,170.08,97.17,747.9,0.0,0.14,1.55,0.14,0.14,24.33,27-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-May-2019 - 00:00,1.34,18.04,10.71,14.54,0.47,51.18,86.52,39.07,4.61,35.37,65.7,5.27,0.02,141.01,93.33,748.33,0.0,0.14,1.27,0.11,0.11,25.0,28-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-May-2019 - 00:00,1.49,18.09,10.94,18.02,0.52,41.95,78.01,36.06,4.22,34.85,66.58,6.29,0.03,136.99,98.28,748.51,0.0,0.14,1.11,0.11,0.11,25.15,29-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-May-2019 - 00:00,1.45,15.89,9.73,17.17,0.48,42.73,79.83,38.14,4.05,34.44,67.86,7.33,0.05,127.42,78.73,747.77,0.0,0.14,1.03,0.15,0.11,24.37,30-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-May-2019 - 00:00,2.13,26.65,15.99,20.16,0.57,45.59,80.16,33.79,3.9,32.5,66.31,4.41,0.05,131.79,83.5,748.33,0.01,0.23,2.97,0.15,0.15,25.49,31-May-2019 - 00:00,"Secretariat, Amaravati - APPCB"
31-May-2019 - 00:00,1.0,17.36,10.06,14.99,0.51,48.26,76.46,36.86,4.03,33.99,68.89,5.33,0.03,126.83,87.96,748.76,0.0,0.03,1.06,0.11,0.11,22.68,01-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Jun-2019 - 00:00,1.62,22.81,13.54,17.77,0.78,40.07,101.5,43.35,4.88,34.89,67.28,3.97,0.03,157.42,90.88,749.01,0.0,0.16,1.67,0.28,0.19,24.8,02-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-Jun-2019 - 00:00,0.73,17.96,10.13,16.76,0.48,54.74,88.77,40.12,4.5,35.19,65.68,5.23,0.01,143.73,92.83,748.36,0.0,0.05,1.23,0.11,0.12,22.55,03-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Jun-2019 - 00:00,1.38,20.7,12.18,18.14,0.47,42.83,74.02,31.65,3.89,33.13,68.76,4.19,-0.0,162.41,77.29,749.27,0.0,0.14,1.15,0.15,0.15,23.66,04-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Jun-2019 - 00:00,1.56,27.51,16.0,16.73,0.94,44.0,105.34,39.71,3.66,33.62,68.21,3.54,0.02,126.31,81.67,748.78,0.0,0.17,2.34,0.26,0.24,24.25,05-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Jun-2019 - 00:00,0.68,19.84,10.95,21.95,0.45,54.98,81.41,35.54,4.47,34.9,67.4,5.12,0.03,140.57,103.39,748.23,0.0,0.05,1.05,0.1,0.1,22.97,06-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Jun-2019 - 00:00,2.24,24.42,10.63,27.5,0.52,42.78,58.7,24.11,9.8,32.55,69.35,4.59,-0.05,179.26,86.06,749.06,0.0,0.29,1.61,0.16,0.15,25.64,07-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Jun-2019 - 00:00,1.5,23.39,13.5,23.67,0.5,56.82,57.66,23.77,6.12,36.79,59.37,5.96,-0.06,197.76,92.74,747.76,0.0,0.1,1.34,0.14,0.12,22.83,08-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Jun-2019 - 00:00,2.63,25.52,15.69,17.04,0.61,55.48,72.92,33.53,7.88,33.97,68.83,4.47,-0.03,183.8,71.21,748.7,0.07,0.04,1.3,0.17,0.15,23.79,09-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Jun-2019 - 00:00,0.73,20.75,11.55,16.07,0.51,75.81,65.1,25.01,5.32,35.92,60.09,4.06,-0.07,185.23,98.16,746.89,0.0,0.06,1.02,0.12,0.13,21.52,10-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Jun-2019 - 00:00,2.76,24.99,15.4,18.22,0.49,61.76,62.72,21.77,4.91,34.58,61.14,6.14,-0.07,181.01,75.91,746.95,0.0,0.13,1.18,0.12,0.17,24.34,11-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Jun-2019 - 00:00,3.59,24.24,15.9,13.95,0.37,44.73,48.49,14.18,4.62,35.38,61.46,5.16,-0.1,189.88,103.39,746.54,0.0,0.08,1.28,0.11,0.12,24.66,12-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Jun-2019 - 00:00,4.86,30.25,20.15,13.41,0.33,40.32,42.8,10.99,4.91,36.32,59.45,4.96,-0.18,217.78,136.39,746.26,0.06,0.09,1.69,0.13,0.14,24.5,13-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Jun-2019 - 00:00,4.69,32.55,21.28,17.75,0.49,37.35,31.52,10.4,3.24,38.5,47.61,7.51,-0.46,264.56,132.09,747.09,0.0,0.19,2.2,0.1,0.11,27.11,14-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Jun-2019 - 00:00,3.13,23.77,15.26,16.46,0.35,33.63,32.38,9.95,2.28,36.1,52.27,8.12,-0.48,261.15,100.47,747.75,0.0,0.26,1.12,0.1,0.12,23.59,15-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Jun-2019 - 00:00,1.57,18.77,11.32,14.9,0.38,38.31,71.1,17.33,3.46,36.75,50.2,7.27,-0.41,259.32,115.61,747.52,0.0,0.08,0.98,0.12,0.2,22.59,16-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Jun-2019 - 00:00,0.79,18.39,10.42,9.57,0.33,46.46,73.12,19.53,2.0,38.7,42.71,7.8,-0.44,263.4,127.66,747.59,0.0,0.22,1.38,0.1,0.1,21.29,17-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Jun-2019 - 00:00,3.74,28.58,18.33,15.64,0.48,29.83,64.35,24.09,5.03,32.23,64.72,5.48,-0.04,168.92,40.11,749.45,0.01,0.17,3.77,0.22,0.17,25.12,18-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Jun-2019 - 00:00,8.13,37.15,26.47,13.77,0.48,30.99,71.03,24.4,2.91,34.88,54.43,4.26,-0.14,226.62,77.18,748.0,0.0,0.31,3.76,0.44,0.55,23.9,19-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Jun-2019 - 00:00,2.91,27.57,16.24,19.94,0.45,38.97,71.62,20.24,4.14,37.49,48.71,6.62,-0.26,227.61,113.8,746.03,0.0,0.25,2.9,0.15,0.14,29.96,20-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Jun-2019 - 00:00,3.88,25.21,16.56,19.3,0.45,34.38,38.11,13.74,4.51,33.61,62.12,6.59,-0.25,218.64,83.85,747.18,0.04,0.29,1.62,0.14,0.15,29.43,21-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Jun-2019 - 00:00,2.86,29.52,18.12,16.0,0.57,33.23,39.52,18.12,4.91,30.97,75.0,3.44,-0.07,208.59,42.17,748.11,0.0,0.17,2.14,0.18,0.15,25.71,22-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Jun-2019 - 00:00,1.57,26.01,15.21,15.97,0.49,35.88,41.12,17.0,5.38,32.06,69.2,4.44,-0.23,242.5,51.15,747.12,0.0,0.04,1.74,0.12,5.11,24.08,23-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Jun-2019 - 00:00,0.96,23.51,13.29,14.71,0.45,41.56,34.01,13.83,4.78,31.29,69.16,4.66,-0.1,184.09,51.81,747.45,0.0,0.05,1.26,0.17,0.19,22.31,24-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Jun-2019 - 00:00,1.41,20.63,12.19,16.45,0.44,42.6,33.12,16.1,5.34,31.65,72.46,3.39,-0.0,125.38,69.64,748.79,0.01,0.11,1.04,0.12,0.11,24.48,25-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Jun-2019 - 00:00,2.44,31.41,18.79,13.88,0.77,37.75,34.74,20.05,4.32,30.1,79.73,2.3,0.0,153.11,65.12,749.85,0.0,0.08,2.49,0.61,0.3,22.39,26-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Jun-2019 - 00:00,4.93,36.12,23.31,18.14,0.73,24.9,38.64,21.08,4.23,30.39,79.0,3.26,-0.09,193.81,62.24,749.62,0.04,0.08,2.13,0.47,0.32,22.03,27-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Jun-2019 - 00:00,2.99,26.19,16.44,18.0,0.54,28.82,30.85,12.62,3.06,33.48,64.27,6.07,-0.28,237.24,111.95,747.41,0.0,0.09,0.9,0.14,0.14,23.88,28-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Jun-2019 - 00:00,2.1,22.0,13.5,19.99,0.36,32.08,25.56,9.05,3.35,34.6,56.6,7.97,-0.47,267.7,99.06,746.97,0.0,0.07,0.43,0.1,0.1,23.96,29-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Jun-2019 - 00:00,1.78,20.86,12.63,18.32,0.32,33.1,21.51,8.2,2.74,33.48,57.11,9.17,-0.58,272.45,63.51,747.0,0.0,0.05,0.22,0.1,,22.98,30-Jun-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Jun-2019 - 00:00,1.14,22.16,12.71,17.83,0.35,40.46,25.29,11.78,2.12,32.06,61.98,7.98,-0.47,270.52,70.43,746.7,0.0,0.03,0.42,0.15,0.1,22.09,01-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Jul-2019 - 00:00,4.52,29.79,19.53,15.93,0.43,28.86,24.33,13.59,2.95,29.6,74.19,5.84,-0.32,269.15,35.12,746.42,0.1,0.11,0.95,0.16,0.19,25.03,02-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-Jul-2019 - 00:00,6.32,29.4,20.86,14.98,0.59,23.94,24.96,11.89,2.29,30.86,69.62,6.38,-0.36,267.16,44.79,746.48,0.0,0.06,0.67,0.11,0.13,24.34,03-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Jul-2019 - 00:00,7.55,30.89,22.68,12.43,0.63,27.04,32.69,14.63,2.74,33.1,60.24,8.01,-0.44,259.9,110.36,746.71,0.0,0.08,0.7,0.36,0.1,24.98,04-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Jul-2019 - 00:00,10.83,29.94,24.82,14.66,0.57,26.77,21.84,8.37,2.72,33.24,61.01,8.16,-0.47,243.27,94.87,746.56,0.0,0.26,0.82,0.13,0.16,26.7,05-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Jul-2019 - 00:00,8.63,25.65,20.75,15.97,0.64,22.5,22.49,10.52,2.49,31.07,69.26,6.58,-0.39,236.04,45.11,746.03,0.01,0.23,1.43,0.41,0.59,27.03,06-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Jul-2019 - 00:00,2.21,17.91,11.31,19.4,0.6,27.13,39.44,13.88,3.11,33.05,59.2,7.8,-0.47,240.02,55.12,746.03,0.0,0.21,0.44,0.21,0.1,27.1,07-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Jul-2019 - 00:00,0.94,18.44,10.57,23.62,0.38,30.03,39.15,15.18,1.3,33.42,59.1,8.83,-0.54,233.38,76.89,747.16,0.04,0.09,0.56,0.18,0.18,25.64,08-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Jul-2019 - 00:00,2.64,22.64,14.27,18.22,0.32,26.32,36.84,13.04,1.97,33.46,61.07,7.27,-0.44,249.04,90.08,748.27,0.0,0.17,1.02,0.34,0.22,26.56,09-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Jul-2019 - 00:00,4.67,23.67,16.48,18.29,0.29,27.96,31.63,11.45,1.69,33.77,57.49,7.51,-0.42,242.81,62.1,748.2,0.0,0.11,0.79,0.11,0.12,27.06,10-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Jul-2019 - 00:00,5.48,25.59,18.14,20.62,0.52,31.89,30.02,13.68,2.24,33.89,58.95,7.17,-0.35,239.21,88.2,748.04,0.01,0.17,1.14,0.1,0.11,26.38,11-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Jul-2019 - 00:00,5.63,27.03,19.05,21.44,0.36,26.42,24.01,10.02,2.35,33.05,63.76,6.3,-0.35,256.65,103.2,750.07,0.0,0.2,1.26,0.1,0.11,27.51,12-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Jul-2019 - 00:00,5.36,21.72,15.8,22.34,0.56,27.87,28.51,12.21,2.08,32.87,64.5,4.43,-0.17,212.39,96.44,751.28,0.0,0.15,2.14,0.37,0.19,27.65,13-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Jul-2019 - 00:00,1.34,4.56,3.1,14.64,0.42,35.58,34.2,16.82,3.61,33.32,63.27,5.24,-0.2,203.98,106.36,751.56,0.26,0.19,1.29,0.19,0.27,28.38,14-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Jul-2019 - 00:00,0.76,4.25,2.46,15.96,0.39,31.69,21.47,10.06,2.84,29.5,80.54,3.17,-0.05,194.29,72.5,751.1,0.45,0.03,0.57,0.15,0.17,24.68,15-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Jul-2019 - 00:00,3.06,10.23,7.3,16.2,0.36,31.48,22.13,10.46,2.93,29.86,77.2,3.94,-0.14,224.72,92.03,749.5,0.12,0.12,1.47,0.23,0.24,26.49,16-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Jul-2019 - 00:00,4.84,18.01,13.6,16.09,0.5,27.56,43.55,15.42,2.79,31.78,72.05,3.15,-0.09,225.59,93.32,749.29,0.0,0.22,5.17,0.37,0.37,28.75,17-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Jul-2019 - 00:00,4.68,18.14,13.46,18.78,0.44,33.07,54.1,20.99,5.99,33.49,64.63,3.85,-0.13,246.05,109.33,747.61,0.0,0.42,13.77,0.32,0.34,31.19,18-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Jul-2019 - 00:00,3.44,16.21,11.25,12.7,0.43,35.59,39.97,16.45,5.13,31.1,71.34,4.22,-0.07,234.17,67.61,746.38,0.03,0.16,2.28,0.19,0.21,27.49,19-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Jul-2019 - 00:00,2.2,13.37,8.91,20.78,0.55,33.22,43.29,22.71,6.17,30.08,77.92,2.66,-0.06,217.83,49.93,746.28,0.0,0.09,1.48,0.34,0.33,27.08,20-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Jul-2019 - 00:00,1.16,5.45,3.76,13.19,0.43,37.45,17.26,10.76,5.44,28.61,84.3,2.68,-0.09,200.75,49.65,747.09,0.12,0.05,1.1,0.19,0.26,25.94,21-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Jul-2019 - 00:00,1.28,4.48,3.45,9.16,0.48,35.14,22.0,14.14,4.77,30.18,81.08,2.89,0.01,125.67,75.27,747.98,0.03,0.03,0.9,0.19,0.17,25.66,22-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Jul-2019 - 00:00,2.67,9.96,7.45,15.06,0.53,28.88,26.61,13.02,4.18,30.18,79.23,2.55,0.0,128.83,78.78,747.89,0.07,0.09,1.31,0.25,0.21,26.79,23-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Jul-2019 - 00:00,8.37,12.0,13.06,16.37,0.41,22.04,24.62,14.23,3.9,28.37,86.29,2.47,-0.08,221.33,41.21,748.26,0.14,0.09,0.94,0.15,0.15,27.17,24-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Jul-2019 - 00:00,1.99,6.53,5.0,9.33,0.31,25.67,22.76,9.44,3.03,29.32,81.32,3.36,-0.12,217.53,105.53,748.94,0.0,0.11,0.83,0.12,0.12,25.23,25-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Jul-2019 - 00:00,12.91,23.46,22.72,21.24,0.37,28.12,26.07,11.5,2.88,31.26,73.31,4.24,-0.18,245.81,77.41,748.93,0.17,0.1,1.3,0.24,0.26,27.32,26-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Jul-2019 - 00:00,4.6,10.17,8.66,12.57,0.39,19.82,15.24,6.34,3.35,27.35,87.48,3.56,-0.13,259.9,37.46,749.74,0.05,0.09,0.96,0.16,0.17,27.12,27-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Jul-2019 - 00:00,1.48,3.92,2.92,14.4,0.55,22.27,31.83,12.8,3.05,28.06,80.76,4.49,-0.22,249.84,47.14,748.88,0.02,0.13,0.94,0.13,0.17,26.53,28-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Jul-2019 - 00:00,0.66,2.15,1.4,12.03,0.31,22.21,37.3,12.94,2.16,27.78,83.77,3.67,-0.19,257.53,31.82,748.72,0.03,0.0,0.38,0.1,0.1,25.46,29-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Jul-2019 - 00:00,6.25,11.76,9.73,21.42,0.58,19.09,27.08,10.96,2.5,28.88,76.33,3.97,-0.17,237.69,39.28,748.81,0.0,0.09,0.86,0.13,0.15,26.24,30-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Jul-2019 - 00:00,5.34,9.57,8.96,14.84,0.31,22.78,22.43,7.86,1.87,30.15,69.63,5.68,-0.29,248.11,58.34,750.08,0.0,0.21,0.95,0.11,0.14,25.59,31-Jul-2019 - 00:00,"Secretariat, Amaravati - APPCB"
31-Jul-2019 - 00:00,2.14,4.4,4.17,11.69,0.4,24.43,26.69,10.47,2.65,31.16,68.55,6.29,-0.35,242.17,101.31,750.34,0.04,0.18,0.88,0.11,0.11,26.72,01-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Aug-2019 - 00:00,1.81,4.56,3.72,13.93,0.39,20.18,20.93,8.68,2.39,27.97,84.22,5.67,-0.27,207.85,47.29,749.8,0.38,0.06,0.5,0.13,0.24,26.99,02-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-Aug-2019 - 00:00,1.69,1.62,1.84,14.55,0.45,17.72,13.57,6.89,2.45,26.82,86.39,6.07,-0.35,246.88,28.38,749.46,0.08,0.04,0.26,0.11,0.1,27.15,03-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Aug-2019 - 00:00,1.6,3.58,2.57,12.05,0.33,20.28,19.71,8.74,4.6,28.88,76.49,6.23,-0.37,245.55,60.18,749.6,0.0,0.1,0.36,0.1,0.1,27.21,04-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Aug-2019 - 00:00,1.67,4.05,3.51,11.15,0.34,24.23,18.22,9.08,6.11,29.94,71.46,7.87,-0.48,244.23,77.02,748.75,0.0,0.21,0.4,0.1,,25.86,05-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Aug-2019 - 00:00,2.7,5.94,5.44,28.15,0.35,26.57,21.7,7.5,6.28,30.01,71.62,8.19,-0.5,253.34,54.18,746.63,0.35,0.34,0.47,0.1,0.1,27.48,06-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Aug-2019 - 00:00,2.98,6.42,5.93,12.13,0.33,21.01,14.34,6.82,6.37,28.57,79.23,6.15,-0.36,258.27,31.95,745.66,0.08,0.06,0.61,0.66,0.12,27.39,07-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Aug-2019 - 00:00,3.2,6.32,6.05,11.68,0.46,21.61,18.2,7.61,6.13,29.47,73.86,6.35,-0.38,263.74,40.53,744.48,0.01,0.25,0.51,0.1,0.11,27.06,08-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Aug-2019 - 00:00,3.45,8.05,7.18,11.6,0.29,22.18,20.17,6.91,6.34,30.93,69.18,6.43,-0.36,234.24,71.67,743.91,0.0,0.27,0.55,0.11,0.11,26.98,09-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Aug-2019 - 00:00,3.2,10.07,8.05,12.47,0.4,23.41,30.47,10.76,7.05,31.7,67.73,4.93,-0.25,216.72,86.62,746.62,0.01,0.13,1.05,0.16,0.16,26.96,10-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Aug-2019 - 00:00,2.51,7.69,6.23,20.2,0.5,27.0,38.71,14.12,6.97,32.12,64.84,4.19,-0.19,260.93,87.7,748.01,0.0,0.3,0.8,0.16,0.32,26.03,11-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Aug-2019 - 00:00,2.04,6.54,5.24,14.59,0.61,31.37,46.45,16.34,6.69,31.55,66.68,4.92,-0.23,275.16,93.67,748.43,0.0,0.28,0.91,0.12,0.13,25.8,12-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Aug-2019 - 00:00,1.94,7.65,5.65,12.6,0.32,24.39,42.52,17.86,6.42,30.35,70.74,5.04,-0.23,289.83,86.61,748.13,0.0,0.37,0.72,0.1,,25.9,13-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Aug-2019 - 00:00,4.18,15.52,11.82,10.99,0.92,34.51,51.8,25.12,10.58,32.13,73.42,3.65,-0.07,226.32,104.66,749.48,0.0,0.21,2.75,0.45,0.64,29.23,15-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Aug-2019 - 00:00,2.25,9.28,6.71,20.06,0.57,34.37,50.66,24.4,14.38,31.37,75.59,3.87,-0.11,205.8,108.67,750.84,0.24,0.19,2.0,0.29,0.59,28.93,16-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Aug-2019 - 00:00,2.78,9.1,7.19,29.09,0.4,36.12,32.74,15.3,11.97,31.29,73.68,3.62,-0.14,226.8,113.74,750.33,0.0,0.16,1.68,0.14,0.16,28.26,17-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Aug-2019 - 00:00,2.91,9.69,7.69,20.14,0.42,28.26,31.33,17.4,13.61,29.56,82.23,3.92,-0.17,222.79,70.29,750.27,0.02,0.27,3.26,0.1,0.12,28.91,18-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Aug-2019 - 00:00,5.78,20.46,15.59,6.09,0.61,33.21,42.2,13.21,9.85,32.04,66.6,3.22,-0.03,216.3,24.3,748.4,0.0,0.16,1.17,0.21,0.24,26.76,28-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Aug-2019 - 00:00,3.66,12.49,9.71,12.04,0.62,35.8,45.07,16.19,14.79,32.15,68.69,4.12,-0.14,228.15,111.93,749.57,0.0,0.12,0.96,0.18,0.26,28.21,29-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Aug-2019 - 00:00,4.47,14.01,11.17,13.59,0.47,29.58,36.11,14.76,15.91,32.03,70.62,3.52,-0.12,221.43,101.08,749.48,0.05,0.12,0.78,0.13,0.14,27.76,30-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Aug-2019 - 00:00,30.22,15.83,17.3,19.81,0.48,21.62,21.81,9.81,24.19,30.3,79.71,3.39,-0.11,201.44,141.76,748.71,0.08,0.12,0.96,0.13,0.15,29.64,31-Aug-2019 - 00:00,"Secretariat, Amaravati - APPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
