from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Oct-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Nov-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Dec-2019 - 00:00,97.24,205.93,,,,,,2.24,2.52,1.53,10.39,2.97,25.53,22.88,13.14,85.44,0.12,167.14,752.59,6.71,,25-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Dec-2019 - 00:00,110.02,213.0,,,,,,1.48,4.05,1.15,8.61,1.58,19.17,19.29,12.84,88.59,0.21,262.23,787.64,84.7,,26-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Dec-2019 - 00:00,92.36,166.78,66.66,75.11,141.77,31.53,9.65,1.17,3.29,1.11,7.19,1.38,17.57,20.12,11.53,88.28,0.2,250.74,772.38,62.99,0.0,27-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Dec-2019 - 00:00,93.63,170.6,63.98,38.85,102.84,33.08,7.39,1.13,4.43,0.92,5.95,1.37,15.02,16.24,10.56,78.7,0.31,244.68,755.72,89.66,0.0,28-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Dec-2019 - 00:00,117.35,213.03,57.01,38.17,95.18,29.91,6.11,1.23,3.54,1.11,4.93,0.98,11.96,14.01,8.54,90.39,0.25,225.95,754.7,92.96,0.0,29-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Dec-2019 - 00:00,117.3,207.33,55.73,32.33,88.06,30.94,6.24,1.23,3.52,1.1,4.36,0.8,10.54,13.59,9.17,86.9,0.22,247.56,754.64,78.23,0.0,30-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Dec-2019 - 00:00,131.45,235.15,76.0,64.29,140.3,36.49,8.97,1.87,3.63,1.43,6.29,1.48,15.21,17.44,9.7,86.49,0.2,226.34,754.67,85.99,0.0,31-Dec-2019 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Dec-2019 - 00:00,201.26,273.89,50.06,100.14,150.37,40.73,8.64,2.73,3.62,2.7,10.38,2.91,25.95,25.14,7.14,99.15,0.13,213.5,754.4,6.7,0.0,01-Jan-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
