from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
01-Sep-2019 - 00:00,1.15,1.48,6.41,1.31,19.34,0.56,4.69,12.02,5.54,11.64,33.08,20.1,15.38,,3.0,264.36,2.48,02-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Sep-2019 - 00:00,1.06,1.0,5.7,0.84,18.45,0.52,5.02,9.68,12.28,13.1,33.35,30.95,16.42,,3.08,264.89,2.51,03-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Sep-2019 - 00:00,1.28,1.55,8.04,1.45,18.47,0.61,3.75,10.47,2.15,7.17,33.17,40.75,11.58,,3.02,248.92,2.31,04-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Sep-2019 - 00:00,1.13,1.62,7.66,1.45,20.91,0.57,3.49,11.1,1.55,7.02,33.24,32.81,8.68,,2.7,263.19,2.22,05-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Sep-2019 - 00:00,1.62,2.63,9.21,2.05,24.29,0.7,3.77,12.54,2.38,8.26,33.51,21.64,12.18,,2.89,244.46,2.79,06-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Sep-2019 - 00:00,2.73,3.5,11.73,3.12,20.9,0.61,4.41,10.45,2.2,7.19,33.32,17.95,10.39,,3.48,270.01,2.53,07-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Sep-2019 - 00:00,1.25,1.5,9.9,1.66,19.79,0.62,3.74,9.83,2.13,6.83,32.96,26.53,11.92,,3.65,267.17,2.57,08-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Sep-2019 - 00:00,1.07,1.15,8.33,1.37,18.39,0.53,3.54,8.37,2.36,5.94,32.44,18.18,9.06,,3.35,269.1,2.28,09-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Sep-2019 - 00:00,1.64,3.96,13.5,3.01,23.56,0.65,3.0,11.24,4.14,8.23,34.06,21.53,15.68,,3.07,277.27,2.35,10-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Sep-2019 - 00:00,1.16,3.41,12.2,1.97,22.26,0.62,4.52,10.34,14.67,15.84,32.49,14.67,8.31,,3.09,273.83,2.33,11-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Sep-2019 - 00:00,1.11,3.08,10.55,2.2,21.36,0.54,2.94,8.83,5.68,8.58,32.63,26.57,16.73,,3.23,276.81,2.32,12-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Sep-2019 - 00:00,1.04,2.97,8.03,1.84,18.8,0.49,,,,,34.12,30.87,17.21,,3.01,276.24,2.21,13-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Sep-2019 - 00:00,0.96,1.39,7.89,1.22,15.13,0.47,2.42,5.9,2.42,4.84,33.29,32.57,18.45,,3.76,277.21,2.18,14-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Sep-2019 - 00:00,1.11,1.01,7.96,1.84,17.3,0.52,2.32,6.99,1.52,4.98,33.25,21.96,15.61,,2.81,276.68,2.35,15-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Sep-2019 - 00:00,1.03,1.27,4.78,0.82,16.74,0.54,1.86,3.55,0.74,2.29,33.8,33.88,14.84,,3.02,265.89,2.73,16-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Sep-2019 - 00:00,1.01,0.87,3.4,0.72,12.35,0.41,2.06,2.35,0.9,1.24,33.36,42.27,18.52,,3.07,281.21,2.37,17-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Sep-2019 - 00:00,1.1,0.84,5.05,0.68,15.08,0.43,1.63,2.23,0.84,1.49,34.19,39.67,16.75,,2.66,278.72,2.57,18-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Sep-2019 - 00:00,1.71,1.2,8.08,2.18,18.27,0.6,1.51,12.67,1.22,4.4,32.73,52.36,20.62,,2.22,258.16,2.44,19-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Sep-2019 - 00:00,3.34,3.03,17.1,3.54,22.99,0.81,1.64,12.2,2.47,8.18,34.02,34.24,22.53,,1.89,149.87,2.2,20-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Sep-2019 - 00:00,1.44,1.84,10.3,1.99,18.13,0.62,1.95,7.84,1.63,5.17,33.39,39.63,13.35,,2.68,217.01,2.26,21-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Sep-2019 - 00:00,1.66,0.48,8.28,1.23,15.59,0.58,1.3,6.56,1.46,4.59,33.19,49.94,17.86,,2.56,212.12,2.54,22-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Sep-2019 - 00:00,1.35,0.9,7.16,1.04,20.3,0.57,0.59,6.44,1.01,4.1,33.15,46.92,22.4,,2.47,221.87,2.47,23-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Sep-2019 - 00:00,1.05,0.77,3.33,0.61,20.16,0.47,3.28,4.29,0.99,2.88,32.44,48.01,19.59,,1.44,235.99,3.31,24-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Sep-2019 - 00:00,2.08,1.58,9.91,2.4,21.18,0.73,1.37,10.16,2.36,5.68,31.05,43.16,22.44,,2.03,251.48,2.26,25-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Sep-2019 - 00:00,2.01,0.88,8.06,1.8,20.04,0.7,2.96,7.82,1.15,4.29,32.49,44.49,26.46,,1.68,185.6,2.42,26-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Sep-2019 - 00:00,1.86,0.71,7.01,1.56,13.42,0.65,9.15,7.2,1.59,4.28,32.29,25.84,12.77,,1.89,165.82,3.06,27-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Sep-2019 - 00:00,1.21,1.61,9.29,1.71,18.21,0.56,6.36,9.93,1.97,4.41,31.21,26.62,12.87,,3.18,262.47,2.64,28-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Sep-2019 - 00:00,1.26,2.29,7.86,1.45,18.32,0.69,5.3,7.08,0.9,1.41,30.32,29.37,26.41,,2.97,267.32,2.93,29-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Sep-2019 - 00:00,1.12,2.9,8.6,1.66,19.73,0.59,,4.92,0.91,0.34,32.53,34.02,14.82,,2.95,266.24,2.25,30-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Sep-2019 - 00:00,2.19,1.91,8.19,3.52,18.59,0.6,7.48,0.98,3.86,1.66,31.68,39.17,9.71,,2.77,259.32,3.03,01-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Oct-2019 - 00:00,1.55,1.73,7.67,2.82,16.83,0.63,,2.8,0.99,0.35,30.45,28.04,15.86,,2.94,284.18,2.1,02-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Oct-2019 - 00:00,1.14,0.19,1.85,0.5,11.52,0.47,,,0.56,0.0,31.14,20.39,12.08,,2.12,270.64,,03-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Oct-2019 - 00:00,1.17,0.28,1.62,0.48,9.71,0.5,2.02,,1.42,0.42,30.57,27.22,15.92,,1.62,250.92,3.62,04-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Oct-2019 - 00:00,1.74,1.76,7.39,2.16,19.6,0.83,,,0.73,0.0,32.11,54.93,26.84,,1.56,209.94,2.97,05-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Oct-2019 - 00:00,1.6,2.91,8.5,2.01,26.15,0.73,,,0.59,0.0,31.32,45.83,25.43,,1.52,164.97,2.37,06-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Oct-2019 - 00:00,2.43,3.09,9.98,2.7,29.78,0.78,,,0.65,0.0,31.67,30.02,21.33,,1.38,171.27,2.9,07-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Oct-2019 - 00:00,2.81,3.65,13.0,3.74,28.06,0.91,,,0.66,0.0,30.82,62.24,33.32,,1.32,166.06,2.45,08-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Oct-2019 - 00:00,2.74,2.24,10.39,2.38,22.25,0.81,,,,,31.17,50.11,32.38,,1.61,147.01,2.5,09-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Oct-2019 - 00:00,2.27,2.89,10.31,2.72,21.25,0.85,5.0,22.61,0.83,12.33,31.43,62.02,30.19,,1.55,166.4,3.16,10-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Oct-2019 - 00:00,2.36,2.0,9.98,2.36,18.8,0.92,4.97,12.71,0.92,6.85,30.52,60.61,33.21,,1.64,147.43,2.55,11-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Oct-2019 - 00:00,2.1,1.55,8.86,1.83,19.93,0.79,9.24,11.27,0.62,4.96,31.09,66.31,46.42,,1.66,142.39,2.39,12-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Oct-2019 - 00:00,1.82,1.12,7.05,1.3,18.29,0.71,,58.52,47.27,83.0,32.85,62.28,42.19,,1.74,154.45,3.21,13-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Oct-2019 - 00:00,1.19,0.67,3.82,0.61,12.01,0.58,,,,,32.49,77.68,52.93,,2.07,139.17,2.36,14-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Oct-2019 - 00:00,1.86,1.26,7.68,1.55,19.25,0.7,,,,,33.41,57.2,29.87,,1.94,137.81,3.23,15-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Oct-2019 - 00:00,3.22,2.37,11.71,2.61,25.15,0.83,,,,,32.03,71.33,35.69,,2.06,150.11,4.44,16-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Oct-2019 - 00:00,3.81,2.21,11.11,2.67,21.82,0.83,,,,,29.07,76.57,35.81,,2.13,133.89,3.4,17-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Oct-2019 - 00:00,4.49,3.68,15.66,4.83,28.28,1.13,,,,,,88.72,52.1,,1.86,152.18,2.55,18-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Oct-2019 - 00:00,2.52,0.76,9.53,1.74,14.17,0.81,,,,,,90.93,56.38,,2.64,129.55,1.2,19-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Oct-2019 - 00:00,1.52,1.01,6.87,1.45,10.88,0.44,,,,,,16.89,13.62,,2.73,124.24,3.98,20-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Oct-2019 - 00:00,2.01,1.85,10.9,3.04,18.49,0.66,,,,,0.29,15.62,6.29,,2.36,133.99,2.35,21-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Oct-2019 - 00:00,1.43,1.02,8.19,1.67,14.67,0.65,,,,,4.36,47.01,31.48,289.95,2.4,129.4,2.4,22-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Oct-2019 - 00:00,1.72,1.23,7.77,1.71,15.66,0.61,,,,,15.48,32.68,16.91,76.97,2.2,162.57,2.45,23-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Oct-2019 - 00:00,1.47,1.3,7.54,1.4,14.05,0.63,,,,,20.59,20.54,13.03,,2.26,135.24,2.11,24-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Oct-2019 - 00:00,1.68,1.02,6.58,1.36,12.75,0.69,,,,,22.45,34.7,24.84,86.02,2.62,122.46,2.13,25-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Oct-2019 - 00:00,1.65,0.95,4.76,1.44,8.85,0.61,,,,,24.83,35.34,26.53,52.63,2.79,121.58,2.24,26-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Oct-2019 - 00:00,5.35,3.34,21.69,6.22,27.85,1.16,16.47,29.99,3.47,16.53,16.35,31.87,12.21,34.94,2.53,130.45,2.47,27-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Oct-2019 - 00:00,2.0,1.01,8.83,2.15,15.67,0.72,11.51,21.63,3.92,13.08,24.96,45.43,24.44,76.72,2.4,136.22,2.55,28-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Oct-2019 - 00:00,1.12,0.36,4.48,0.78,14.14,0.57,8.79,16.77,3.95,10.56,28.05,49.94,27.51,56.8,2.34,130.62,2.96,29-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Oct-2019 - 00:00,1.57,0.8,6.43,1.52,15.61,0.66,6.92,13.94,3.95,9.06,29.05,39.77,17.16,89.83,2.1,130.21,2.38,30-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Oct-2019 - 00:00,1.37,0.37,5.92,1.07,15.69,0.64,8.7,19.23,4.17,11.96,26.72,52.81,27.62,92.74,2.11,159.6,2.44,31-Oct-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Oct-2019 - 00:00,1.95,1.54,13.9,3.16,18.15,0.84,8.42,15.87,4.36,9.84,22.79,42.83,24.01,80.72,2.56,126.2,2.54,01-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Nov-2019 - 00:00,1.77,0.75,7.66,1.76,13.45,0.68,5.8,11.24,3.9,7.54,25.88,29.82,21.51,56.72,2.47,140.21,2.61,02-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Nov-2019 - 00:00,1.35,0.81,5.57,1.38,13.04,0.57,3.31,8.39,3.91,6.1,28.78,24.0,4.61,22.24,2.11,177.86,2.47,03-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Nov-2019 - 00:00,1.23,0.3,3.05,0.73,15.49,0.56,0.15,3.76,3.92,3.71,35.19,25.94,19.09,33.69,1.61,171.12,2.57,04-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Nov-2019 - 00:00,1.59,0.57,4.85,0.77,14.32,0.56,1.26,5.76,5.0,4.73,30.61,42.45,24.61,46.17,1.5,166.81,2.93,05-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Nov-2019 - 00:00,1.63,1.03,3.25,1.36,13.5,0.6,1.62,8.62,6.7,5.59,38.42,35.74,24.61,62.12,1.47,190.84,2.5,06-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Nov-2019 - 00:00,2.02,0.43,4.61,2.06,10.57,0.72,2.85,26.02,22.53,29.79,65.98,44.31,26.16,58.42,1.54,171.02,2.6,07-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Nov-2019 - 00:00,2.4,1.09,7.56,1.77,14.85,0.78,3.71,16.25,15.18,17.77,46.96,53.52,33.09,66.17,2.64,227.77,2.96,08-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Nov-2019 - 00:00,1.44,1.51,8.72,2.13,17.17,0.64,3.4,30.3,0.72,14.76,25.98,49.25,22.3,29.16,2.81,225.81,3.04,09-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Nov-2019 - 00:00,1.73,1.2,6.39,1.19,19.23,0.65,2.25,13.84,0.1,6.25,28.54,44.98,25.69,70.66,,,3.83,10-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Nov-2019 - 00:00,2.42,1.02,6.62,1.68,20.55,0.84,0.81,1.49,0.01,0.2,34.33,60.29,38.16,52.93,,,3.75,11-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Nov-2019 - 00:00,3.3,2.02,10.84,2.75,24.91,1.11,1.23,4.78,0.07,1.75,33.38,75.72,60.7,61.83,1.44,173.38,3.73,12-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Nov-2019 - 00:00,5.48,5.24,23.57,8.29,37.38,1.5,1.26,6.09,0.11,2.23,35.61,107.88,66.92,51.15,1.92,177.69,3.74,13-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Nov-2019 - 00:00,4.07,2.95,16.44,4.51,27.23,1.08,1.57,5.46,0.07,1.87,37.87,90.04,57.74,75.25,2.07,130.41,3.63,14-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Nov-2019 - 00:00,4.26,2.61,14.66,4.56,25.62,1.09,0.56,2.01,0.08,0.65,38.06,95.12,58.78,66.84,1.97,155.24,4.65,15-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Nov-2019 - 00:00,3.6,2.24,12.67,3.61,22.82,1.02,0.31,0.93,0.03,0.24,38.27,95.87,58.45,46.21,2.01,142.62,2.58,16-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Nov-2019 - 00:00,2.54,1.14,8.56,3.11,20.94,0.97,1.33,7.76,20.2,10.19,34.18,82.56,49.2,38.06,1.77,137.67,2.05,17-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Nov-2019 - 00:00,3.14,1.26,8.55,2.97,19.93,0.75,0.66,0.75,0.01,0.0,46.39,72.53,46.18,66.67,1.95,142.03,1.37,18-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Nov-2019 - 00:00,4.22,2.48,12.72,3.57,25.63,1.07,0.65,1.45,0.03,0.37,43.41,96.85,66.87,85.78,2.15,158.1,1.71,19-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Nov-2019 - 00:00,6.13,4.2,15.0,5.32,24.89,1.5,1.58,10.49,0.3,4.9,43.89,119.18,80.52,58.69,1.65,144.21,2.34,20-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Nov-2019 - 00:00,4.5,3.85,20.76,6.9,23.89,1.32,2.56,15.82,0.31,7.23,39.61,104.53,65.94,59.7,1.67,157.62,2.09,21-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Nov-2019 - 00:00,5.17,5.18,25.57,6.39,30.51,1.15,2.62,18.11,0.52,8.82,45.4,104.6,61.3,59.2,1.98,148.58,1.78,22-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Nov-2019 - 00:00,5.52,4.85,23.62,6.95,29.62,1.15,2.44,16.06,0.4,7.43,41.54,105.33,70.14,60.67,1.76,139.95,1.57,23-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Nov-2019 - 00:00,7.38,8.11,36.39,10.35,40.77,1.44,2.37,15.21,0.34,7.02,41.72,112.01,59.99,69.21,1.87,172.73,2.64,24-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Nov-2019 - 00:00,5.98,6.08,29.54,8.62,34.21,1.3,2.2,13.22,0.04,5.92,45.13,112.65,60.58,54.16,1.75,161.36,2.65,25-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Nov-2019 - 00:00,5.58,4.48,24.57,6.47,29.39,1.15,2.3,14.6,0.83,6.75,43.44,104.77,68.67,48.07,1.89,157.35,2.58,26-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Nov-2019 - 00:00,4.94,4.15,23.15,6.03,30.29,1.11,2.19,14.06,0.27,6.32,39.77,96.17,62.21,87.76,1.99,165.76,2.72,27-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Nov-2019 - 00:00,4.33,4.09,21.09,5.81,27.25,1.08,1.89,9.62,0.14,4.03,44.44,88.27,52.7,84.4,2.1,129.74,2.69,28-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Nov-2019 - 00:00,6.55,5.73,27.34,8.49,33.58,1.33,1.7,10.16,0.35,4.4,40.69,104.58,58.5,84.47,1.78,156.55,3.03,29-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Nov-2019 - 00:00,9.57,5.82,25.05,7.86,33.66,1.32,1.32,6.7,0.09,2.51,46.72,104.03,66.65,78.07,1.56,153.61,2.82,30-Nov-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Nov-2019 - 00:00,6.07,3.51,18.96,5.5,26.92,1.04,1.38,5.36,0.06,1.81,47.89,91.59,55.89,58.34,1.9,151.06,1.92,01-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Dec-2019 - 00:00,7.33,3.0,16.08,4.05,24.67,0.98,1.41,5.17,0.09,1.73,47.34,84.0,58.06,66.53,1.91,165.93,2.5,02-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Dec-2019 - 00:00,5.28,2.84,20.19,4.39,25.53,0.92,1.43,5.44,0.11,1.85,47.82,78.99,44.69,80.52,2.3,145.8,2.71,03-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Dec-2019 - 00:00,3.86,5.31,14.63,4.73,19.08,0.84,1.27,5.14,0.89,2.1,61.06,64.96,39.39,66.11,2.61,124.81,2.53,04-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Dec-2019 - 00:00,3.78,2.26,16.82,3.59,18.28,0.98,1.68,7.86,1.08,4.12,67.71,79.3,48.01,74.25,3.14,127.9,3.68,05-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Dec-2019 - 00:00,4.36,2.06,14.19,3.09,17.07,0.98,1.88,9.74,0.05,5.1,46.77,96.87,56.49,61.4,3.16,120.2,4.92,06-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Dec-2019 - 00:00,2.41,1.13,8.62,1.7,14.04,0.72,1.4,8.3,0.36,4.55,53.32,79.45,45.84,80.54,2.94,117.16,8.73,07-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Dec-2019 - 00:00,4.71,3.07,14.81,3.32,20.67,0.94,1.08,8.16,0.04,4.26,62.88,84.67,47.07,85.93,2.63,119.4,9.15,08-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Dec-2019 - 00:00,3.79,3.33,14.09,2.54,23.46,0.67,0.82,6.08,0.03,3.18,66.33,91.51,54.33,,2.54,131.62,4.0,09-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Dec-2019 - 00:00,7.31,8.07,39.68,12.51,37.31,1.78,1.01,8.82,0.35,4.71,68.85,107.29,52.5,99.32,2.05,161.9,5.65,10-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Dec-2019 - 00:00,5.95,5.38,26.29,7.67,29.02,1.41,0.85,6.66,0.17,3.5,66.77,109.07,53.21,88.7,1.92,167.22,3.3,11-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Dec-2019 - 00:00,5.96,2.84,16.45,3.56,24.9,1.07,1.16,5.43,0.1,2.87,49.79,109.23,50.66,66.96,1.6,170.95,2.65,12-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Dec-2019 - 00:00,4.96,2.87,14.02,2.72,23.9,1.0,1.4,4.84,0.03,2.53,51.35,127.99,47.47,69.4,2.27,201.16,2.29,13-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Dec-2019 - 00:00,3.73,2.15,6.66,1.33,18.28,0.73,0.82,3.36,0.03,1.74,52.14,102.09,44.93,80.84,1.51,211.09,2.45,14-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Dec-2019 - 00:00,8.63,2.56,13.44,2.89,21.38,1.04,0.66,3.88,0.09,2.07,72.49,80.73,51.02,81.08,1.72,151.78,1.92,15-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Dec-2019 - 00:00,7.03,2.25,12.89,3.01,20.22,1.05,0.99,3.62,0.03,1.89,78.56,98.02,62.99,77.83,1.93,154.31,2.37,16-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Dec-2019 - 00:00,3.82,1.17,8.92,1.57,13.18,0.88,1.25,3.48,0.06,1.81,64.12,86.3,60.8,65.06,2.75,121.22,2.78,17-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Dec-2019 - 00:00,3.23,0.82,8.91,1.25,12.42,0.77,1.5,3.69,0.04,1.94,53.19,82.47,57.26,74.65,3.18,120.66,3.49,18-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Dec-2019 - 00:00,7.43,4.89,25.08,8.42,28.04,1.36,0.9,5.44,0.19,2.85,60.05,106.17,73.65,83.87,2.54,140.57,2.77,19-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Dec-2019 - 00:00,8.16,6.91,29.12,9.18,38.96,1.55,1.16,5.34,0.13,2.84,50.85,109.28,78.06,87.01,1.96,153.24,3.62,20-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Dec-2019 - 00:00,7.44,6.31,26.42,8.61,36.58,1.42,1.09,4.76,0.27,2.58,37.49,131.62,80.28,83.66,1.53,167.26,2.81,21-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Dec-2019 - 00:00,7.74,7.81,37.66,11.58,42.65,1.68,1.11,9.79,0.42,5.06,29.62,112.97,70.82,64.23,1.86,169.97,2.89,22-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Dec-2019 - 00:00,6.66,3.89,22.85,6.83,28.29,1.38,1.44,7.21,0.09,3.76,60.5,115.96,80.57,58.1,2.35,146.59,1.97,23-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Dec-2019 - 00:00,6.19,4.85,24.97,7.77,31.07,1.57,1.25,8.05,0.24,4.18,62.74,115.13,77.22,59.58,2.12,163.47,2.66,24-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Dec-2019 - 00:00,5.0,3.04,17.96,4.59,25.84,1.16,2.1,5.14,0.06,2.69,48.12,114.62,65.17,67.45,2.1,169.88,2.88,25-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Dec-2019 - 00:00,4.24,1.27,7.16,1.32,20.39,0.9,2.53,4.16,0.05,2.19,40.83,94.31,72.25,37.82,1.87,193.28,2.54,26-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Dec-2019 - 00:00,4.02,1.47,7.29,1.5,19.17,0.83,2.44,4.2,0.11,2.2,42.36,93.69,56.6,69.14,1.62,182.36,2.29,27-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Dec-2019 - 00:00,2.82,0.68,6.9,1.11,11.71,0.73,2.14,3.51,0.03,1.84,50.26,78.69,57.13,82.91,3.14,122.01,3.03,28-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Dec-2019 - 00:00,4.01,0.36,1.85,0.42,10.42,0.65,1.69,4.93,0.12,2.66,55.45,55.62,26.2,88.5,3.16,117.78,7.14,29-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Dec-2019 - 00:00,4.9,0.31,1.33,0.4,11.15,0.73,1.78,6.25,0.17,3.4,52.36,58.07,24.4,50.42,2.72,108.15,10.05,30-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Dec-2019 - 00:00,5.09,1.85,6.91,1.63,15.15,0.89,1.76,5.16,0.1,2.75,49.23,55.35,39.52,77.66,2.33,157.94,9.09,31-Dec-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
