from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,RH,WS,WD,VWS,BP,SR,RF,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
03-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Aug-2019 - 00:00,,,11.8,4.99,16.99,7.17,2.36,0.16,34.71,29.92,81.98,0.55,70.59,0.02,990.96,182.35,0.01,4.04,15.95,1.79,3.92,07-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Aug-2019 - 00:00,,,5.96,4.02,9.99,8.41,1.36,0.16,29.73,27.23,94.66,0.88,86.39,0.05,989.81,108.06,0.1,3.48,18.43,1.63,2.9,08-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Aug-2019 - 00:00,18.61,35.21,13.96,7.14,19.83,7.48,1.1,0.22,9.89,27.25,94.44,0.33,130.0,0.06,994.62,71.49,0.06,2.54,7.55,0.86,1.9,09-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Aug-2019 - 00:00,17.01,30.05,17.15,7.26,23.09,7.56,1.21,0.24,9.02,29.37,85.4,0.14,115.99,0.04,999.37,149.13,0.0,2.77,6.56,0.91,2.19,10-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Aug-2019 - 00:00,23.99,36.39,26.38,14.4,39.34,9.64,1.52,0.56,8.25,28.92,90.24,0.12,175.75,0.02,998.79,151.4,0.13,8.26,14.05,2.03,4.1,11-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Aug-2019 - 00:00,29.54,45.84,32.37,14.23,42.45,9.29,1.13,0.41,7.02,30.19,85.56,0.12,189.85,0.02,997.44,161.33,0.0,7.18,11.02,2.35,4.66,12-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Aug-2019 - 00:00,26.79,41.48,32.04,10.83,42.01,12.25,1.03,0.47,5.63,27.83,94.81,0.15,165.93,0.02,996.24,79.99,0.08,4.99,8.36,1.43,3.11,13-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Aug-2019 - 00:00,7.3,11.62,14.94,12.28,20.23,11.22,1.53,0.17,5.61,27.46,93.89,0.41,113.69,0.05,997.86,89.95,0.21,2.05,7.56,0.81,1.96,14-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Aug-2019 - 00:00,23.57,39.08,21.14,12.29,28.5,10.46,1.52,0.2,5.24,28.7,90.85,0.27,102.44,0.06,,109.01,0.22,1.77,5.51,0.72,1.64,15-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Aug-2019 - 00:00,19.27,31.5,12.29,3.84,15.64,5.39,1.38,0.28,5.99,27.31,97.46,0.18,121.32,0.05,,59.77,0.29,2.37,5.77,0.75,1.76,16-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Aug-2019 - 00:00,21.64,37.74,12.08,6.47,18.22,23.64,1.55,0.32,10.11,28.6,92.07,0.17,191.02,0.04,,146.97,0.83,2.63,6.47,0.92,2.17,17-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Aug-2019 - 00:00,17.15,21.68,8.71,7.71,16.25,33.92,2.03,0.33,19.85,25.42,98.96,0.2,217.82,0.03,,32.77,0.81,11.19,15.78,1.46,3.07,18-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Aug-2019 - 00:00,13.68,17.58,6.49,7.19,13.36,22.91,2.14,0.17,32.73,26.71,94.99,0.19,133.94,0.05,,98.3,0.14,2.45,7.86,0.8,1.98,19-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Aug-2019 - 00:00,8.13,18.0,5.48,7.43,11.65,16.68,2.17,0.19,27.38,29.23,84.87,0.21,121.42,0.06,,228.11,0.01,2.05,7.46,0.76,1.92,20-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Aug-2019 - 00:00,16.33,29.27,63.68,39.49,39.35,36.55,1.99,0.19,29.66,29.84,84.92,0.17,136.33,0.06,,165.65,0.0,2.33,6.15,0.79,1.97,21-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Aug-2019 - 00:00,22.85,35.97,3.31,3.91,7.05,5.87,2.12,0.24,27.75,30.35,83.21,0.21,123.88,0.04,,185.27,0.0,2.21,6.43,0.83,2.11,22-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Aug-2019 - 00:00,22.11,33.87,12.1,5.35,17.43,5.62,1.71,0.35,20.4,29.41,86.8,0.19,142.75,0.03,,198.01,0.28,9.56,12.31,1.52,3.32,23-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Aug-2019 - 00:00,12.65,17.63,14.63,5.79,20.42,4.86,1.74,0.27,16.28,28.58,89.56,0.22,155.14,0.03,,171.8,0.02,12.61,9.57,1.66,3.6,24-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Aug-2019 - 00:00,13.23,21.05,18.15,6.51,24.66,5.3,1.56,0.28,13.75,27.75,94.35,0.19,115.81,0.03,,74.13,0.09,8.36,11.32,1.76,3.64,25-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Aug-2019 - 00:00,10.1,15.35,12.66,2.31,14.97,5.3,1.96,0.22,24.06,27.39,94.97,0.24,87.08,0.02,,85.85,0.26,2.69,7.45,0.86,2.33,26-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Aug-2019 - 00:00,8.25,12.41,12.35,1.54,13.89,4.4,2.12,0.2,31.23,27.73,91.53,0.43,103.52,0.04,,131.21,0.05,3.23,9.23,0.94,2.4,27-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Aug-2019 - 00:00,7.67,14.22,10.97,1.68,12.65,5.29,2.52,0.21,31.97,29.02,87.18,0.28,111.96,0.03,,167.5,0.0,4.08,8.08,0.99,2.44,28-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Aug-2019 - 00:00,14.49,23.12,13.81,4.23,18.04,4.65,1.92,0.3,25.83,29.1,88.11,0.22,122.76,0.02,,166.27,0.11,5.64,8.1,1.04,2.82,29-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Aug-2019 - 00:00,8.11,13.73,13.26,2.9,16.16,3.94,1.94,0.23,23.11,28.45,91.3,0.28,111.52,0.03,,154.72,0.19,4.41,8.04,1.0,2.61,30-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Aug-2019 - 00:00,12.53,20.3,11.74,1.95,13.69,4.41,1.61,0.21,19.94,30.03,83.65,0.22,114.12,0.03,,210.34,0.0,2.63,6.56,0.81,2.24,31-Aug-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Aug-2019 - 00:00,12.32,19.08,11.02,1.71,12.72,7.56,1.85,0.23,21.59,30.5,80.68,0.18,109.44,0.03,999.66,189.58,0.0,2.82,5.88,0.77,2.02,01-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Sep-2019 - 00:00,22.19,36.32,19.38,2.61,22.0,11.46,1.96,0.36,23.02,29.07,91.04,0.1,185.93,0.03,,81.92,0.31,4.94,7.68,1.17,2.39,02-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Sep-2019 - 00:00,11.65,16.4,12.3,3.9,16.2,9.93,1.41,0.25,14.76,28.73,89.53,0.22,152.94,0.02,999.42,172.65,0.24,4.04,8.01,0.91,2.4,03-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Sep-2019 - 00:00,6.2,11.45,13.61,2.9,16.51,10.89,1.86,0.18,16.68,28.05,92.18,0.21,116.76,0.02,998.57,126.75,0.07,3.82,8.04,0.98,2.42,04-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Sep-2019 - 00:00,5.07,9.33,9.06,1.58,10.64,8.41,2.16,0.17,23.26,28.49,87.2,0.43,99.43,0.03,998.29,152.37,0.01,2.22,6.07,0.67,1.82,05-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Sep-2019 - 00:00,5.35,12.15,8.73,4.76,13.5,9.88,2.05,0.18,26.76,29.09,87.63,0.48,97.08,0.04,998.02,105.02,0.05,2.03,5.74,0.61,1.64,06-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Sep-2019 - 00:00,4.97,9.86,9.86,5.1,14.97,7.89,1.86,0.16,27.83,28.99,88.61,0.5,96.09,0.03,997.09,161.92,0.22,1.53,6.94,0.61,1.69,07-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Sep-2019 - 00:00,6.11,11.71,10.99,5.12,16.12,6.21,2.02,0.19,25.74,28.0,94.29,0.51,105.98,0.03,997.9,59.63,0.11,2.09,6.91,0.68,1.87,08-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Sep-2019 - 00:00,8.32,13.73,13.14,5.2,18.37,4.76,2.06,0.21,23.35,28.17,94.24,0.32,110.58,0.05,,100.23,0.07,2.24,7.27,0.78,2.15,09-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Sep-2019 - 00:00,13.69,20.79,12.69,5.29,17.98,5.21,2.22,0.2,34.21,29.54,86.93,0.14,131.56,0.05,,151.11,0.01,2.01,5.0,0.61,1.62,10-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Sep-2019 - 00:00,17.74,30.84,9.84,4.94,14.79,10.42,2.04,0.19,35.83,30.17,85.39,0.14,198.68,0.05,999.39,147.94,0.0,2.3,7.96,1.42,2.22,11-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Sep-2019 - 00:00,12.63,21.67,15.47,4.57,20.05,9.54,2.2,0.24,23.68,28.27,91.29,0.12,197.56,0.04,,78.06,0.22,4.1,6.05,0.83,1.82,12-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Sep-2019 - 00:00,13.41,19.91,17.77,3.63,21.4,7.59,1.99,0.2,19.06,26.91,95.51,0.24,183.27,0.05,,60.34,0.24,3.14,7.39,0.74,1.82,13-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Sep-2019 - 00:00,8.29,25.57,16.1,3.02,19.13,4.54,2.4,0.21,29.25,28.95,87.36,0.18,188.33,0.06,,149.14,0.02,2.9,5.9,0.74,1.98,14-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Sep-2019 - 00:00,10.35,32.66,12.77,2.34,15.12,3.94,2.39,0.17,38.01,29.41,85.95,0.14,150.26,0.06,,136.25,0.0,2.25,4.77,0.62,1.57,15-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Sep-2019 - 00:00,13.51,35.7,13.16,2.64,15.83,3.36,2.64,0.12,39.86,30.33,80.25,0.13,195.16,0.06,,203.25,0.0,1.75,4.33,0.47,1.19,16-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Sep-2019 - 00:00,10.65,28.67,9.63,2.81,12.45,6.66,2.42,0.14,28.26,30.2,81.65,0.19,155.54,0.07,,203.34,0.0,1.72,4.22,0.47,1.24,17-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Sep-2019 - 00:00,7.07,25.11,8.66,3.23,11.41,8.69,2.24,0.16,20.96,30.46,76.75,0.27,105.78,0.05,,158.55,0.0,2.06,4.47,0.56,1.47,18-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Sep-2019 - 00:00,5.6,15.76,8.71,3.02,11.68,6.49,2.16,0.17,20.59,29.35,84.41,0.38,111.33,0.02,,178.15,0.03,1.89,5.31,0.55,1.66,19-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Sep-2019 - 00:00,4.08,9.37,8.0,3.13,11.13,5.54,2.18,0.14,17.67,30.17,80.56,0.23,139.37,0.02,,204.59,0.0,2.47,5.04,0.48,1.41,20-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Sep-2019 - 00:00,6.54,27.11,22.37,7.17,29.56,17.89,3.09,0.34,20.28,30.04,81.24,0.09,196.69,0.03,,173.03,0.02,5.35,7.47,1.3,2.89,21-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Sep-2019 - 00:00,12.65,34.2,24.05,7.65,31.71,16.1,4.71,0.32,18.75,27.91,88.42,0.25,174.96,0.03,,124.17,0.16,18.55,12.93,1.28,2.93,22-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Sep-2019 - 00:00,10.48,22.54,14.28,2.68,16.87,9.5,2.78,0.21,26.06,28.58,85.18,0.23,127.78,0.02,,171.37,0.0,3.98,6.82,0.77,2.09,23-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Sep-2019 - 00:00,6.86,14.55,8.78,2.65,10.99,7.73,3.0,0.18,30.58,29.12,83.7,0.48,97.63,0.03,,149.47,0.01,1.84,5.23,0.52,1.45,24-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Sep-2019 - 00:00,3.53,9.72,7.32,3.33,10.6,9.59,2.18,0.1,19.2,26.71,92.65,0.56,106.17,0.04,,109.27,0.57,1.03,6.22,0.44,1.23,25-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Sep-2019 - 00:00,5.77,13.86,14.09,6.32,20.41,8.45,1.79,0.33,12.07,25.56,97.79,0.22,108.57,0.03,,39.66,0.19,4.91,7.24,0.87,2.19,26-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Sep-2019 - 00:00,9.85,16.74,16.19,5.82,21.95,9.22,3.01,0.3,18.61,26.32,92.69,0.21,122.3,0.03,,103.65,0.13,4.98,7.55,0.7,1.92,27-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Sep-2019 - 00:00,9.49,18.32,17.65,6.36,23.65,8.66,3.87,0.29,15.97,26.81,90.65,0.1,156.23,0.03,,107.35,0.02,9.76,10.05,1.0,2.34,28-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Sep-2019 - 00:00,10.17,19.05,15.52,10.01,23.42,9.49,3.04,0.31,11.92,25.95,94.99,0.13,125.72,0.02,,70.49,0.07,7.66,9.33,1.32,2.79,29-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Sep-2019 - 00:00,7.6,15.98,12.76,5.62,18.38,7.29,3.33,0.22,17.94,25.82,93.79,0.21,111.57,0.03,,69.65,0.5,3.09,6.53,0.61,1.75,30-Sep-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Sep-2019 - 00:00,7.61,19.35,15.82,7.46,22.74,9.54,4.19,0.24,18.49,27.22,88.23,0.13,181.12,0.04,,137.36,0.03,6.44,8.68,2.87,3.86,01-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Oct-2019 - 00:00,20.99,47.43,25.01,7.42,32.14,9.08,5.98,0.37,23.85,29.21,80.07,0.13,250.53,0.02,,209.55,0.0,12.58,10.58,1.54,3.58,02-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Oct-2019 - 00:00,29.58,52.87,18.17,3.97,21.17,6.07,4.25,0.29,29.76,28.2,92.36,0.09,128.2,0.03,,8.74,0.0,5.07,4.65,0.96,2.46,03-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Oct-2019 - 00:00,21.51,42.07,24.7,5.98,30.7,7.98,3.93,0.4,20.07,27.99,88.27,0.11,148.22,0.03,,83.91,0.01,5.88,6.1,1.24,2.8,04-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Oct-2019 - 00:00,19.84,35.9,16.61,4.47,20.88,6.91,6.06,0.24,35.71,28.13,79.56,0.12,181.1,0.04,,181.82,0.0,3.03,5.05,0.64,1.73,05-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Oct-2019 - 00:00,23.82,40.34,24.88,11.54,36.45,6.79,3.78,0.46,27.4,28.49,89.18,0.12,145.05,0.04,,179.67,0.19,4.48,5.93,0.97,2.91,06-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Oct-2019 - 00:00,25.23,44.31,23.88,6.94,30.66,6.24,3.4,0.3,24.32,28.62,86.94,0.11,166.66,0.03,,152.59,0.07,3.82,5.87,0.79,2.67,07-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Oct-2019 - 00:00,23.05,40.64,24.37,7.65,31.59,6.93,3.88,0.39,28.37,27.31,87.15,0.16,129.88,0.03,,100.56,0.0,4.07,6.17,0.89,2.76,08-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Oct-2019 - 00:00,13.91,23.63,17.79,11.6,29.4,8.1,3.89,0.37,23.82,28.05,82.08,0.34,113.58,0.04,,186.22,0.0,4.61,7.38,0.99,3.09,09-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Oct-2019 - 00:00,2.83,7.99,10.04,4.44,14.49,5.54,3.32,0.13,22.85,25.5,95.1,0.26,103.8,0.03,,77.84,0.43,2.05,5.43,0.39,1.1,10-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Oct-2019 - 00:00,8.59,24.56,21.64,20.34,42.09,8.53,4.85,0.6,16.63,26.95,88.18,0.07,166.71,0.02,,143.35,0.07,12.81,12.34,1.63,3.74,11-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Oct-2019 - 00:00,9.39,43.56,28.29,29.13,47.24,15.55,5.46,0.65,20.88,27.97,83.87,0.11,151.46,0.03,,180.94,0.03,11.68,14.48,3.37,6.12,12-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Oct-2019 - 00:00,29.29,53.76,31.05,23.02,54.06,12.86,4.3,0.8,30.28,28.4,80.87,0.09,134.29,0.03,,177.38,0.0,16.09,17.14,4.03,7.01,13-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Oct-2019 - 00:00,50.53,88.28,35.14,9.67,44.82,11.86,6.37,0.53,24.7,27.68,84.48,0.1,181.51,0.03,,116.13,0.04,8.76,12.27,1.85,4.07,14-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Oct-2019 - 00:00,50.85,85.92,39.11,5.79,44.92,12.48,6.14,0.44,41.79,28.19,71.02,0.11,188.46,0.02,,197.79,0.0,6.46,7.89,1.4,2.99,15-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Oct-2019 - 00:00,44.75,82.83,36.82,6.14,42.98,13.45,5.99,0.51,44.61,28.52,69.96,0.12,156.79,0.02,,199.0,0.0,8.1,9.27,2.55,3.74,16-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Oct-2019 - 00:00,38.99,66.73,32.83,6.99,39.82,13.6,4.77,0.46,27.32,27.42,83.18,0.1,148.31,0.03,,135.91,0.02,10.36,9.83,1.36,3.22,17-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Oct-2019 - 00:00,34.52,60.74,36.27,18.17,54.24,17.12,4.62,0.69,19.72,27.06,90.36,0.09,197.97,0.03,,132.91,0.09,17.25,15.81,4.73,5.97,18-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Oct-2019 - 00:00,46.04,86.04,38.39,34.54,72.89,23.1,6.04,0.98,27.62,28.73,81.73,0.15,171.26,0.02,,206.2,0.0,13.32,18.79,3.16,5.78,19-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Oct-2019 - 00:00,45.01,92.69,29.3,13.31,42.61,14.46,3.46,0.79,30.38,29.48,78.89,0.13,146.83,0.02,,171.84,0.0,11.97,11.16,2.02,4.29,20-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Oct-2019 - 00:00,53.83,104.15,35.59,18.04,51.4,13.53,4.46,0.95,33.5,29.06,76.76,0.12,145.51,0.02,,166.61,0.0,8.21,7.14,1.89,3.63,21-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Oct-2019 - 00:00,75.04,128.31,41.21,7.32,48.56,10.13,6.12,0.79,33.2,28.84,79.04,0.11,203.06,0.03,,144.09,0.0,7.18,7.72,1.69,3.05,22-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Oct-2019 - 00:00,56.37,114.75,51.33,21.72,71.33,7.78,7.83,1.03,28.43,28.65,78.27,0.09,189.75,0.03,,137.19,0.0,11.67,13.36,3.53,5.61,23-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Oct-2019 - 00:00,60.55,113.53,39.63,10.53,49.68,6.4,5.2,0.88,27.8,27.21,85.75,0.1,163.09,0.02,,81.54,0.04,10.41,8.99,2.12,3.81,24-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Oct-2019 - 00:00,24.11,51.39,25.02,8.84,33.55,6.36,4.92,0.48,34.01,23.42,96.09,0.27,80.47,0.03,,36.16,0.22,8.27,7.89,0.94,1.75,25-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Oct-2019 - 00:00,10.1,35.21,19.12,12.6,30.35,17.11,4.52,0.52,26.42,23.08,98.1,0.45,114.66,0.04,,42.33,0.34,2.37,5.41,0.4,0.98,26-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Oct-2019 - 00:00,30.12,70.68,35.28,19.71,54.97,4.38,7.82,0.83,14.17,24.08,91.49,0.1,202.63,0.03,,78.34,0.0,4.97,9.28,1.92,2.91,27-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
