from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,RH,WS,WD,VWS,BP,SR,RF,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
27-Oct-2019 - 00:00,146.53,138.05,37.28,33.08,70.07,5.73,12.9,0.74,24.89,25.79,82.22,0.08,179.58,0.02,,180.18,0.0,5.45,9.57,1.49,3.24,28-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Oct-2019 - 00:00,102.2,148.13,38.82,13.73,52.57,8.2,12.61,0.59,35.79,26.05,75.5,0.1,159.4,0.02,,180.11,0.0,3.65,8.34,0.71,2.06,29-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Oct-2019 - 00:00,116.29,173.01,48.61,25.68,74.32,6.13,11.58,0.84,31.24,25.59,77.24,0.11,223.14,0.02,,188.47,0.0,11.76,7.66,1.21,3.2,30-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Oct-2019 - 00:00,92.59,159.99,52.79,28.87,79.16,7.57,8.19,1.0,30.71,26.13,77.87,0.12,217.91,0.01,,188.53,0.0,17.48,10.46,2.43,4.68,31-Oct-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Oct-2019 - 00:00,118.32,187.31,63.57,38.16,101.26,8.71,10.07,1.37,29.45,26.09,77.4,0.09,218.04,0.02,,172.23,0.0,20.03,13.5,4.73,6.75,01-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Nov-2019 - 00:00,86.14,171.26,65.72,31.14,99.66,11.64,13.31,1.06,34.71,26.89,75.06,0.1,197.76,0.02,,170.53,0.0,14.04,13.71,6.27,6.99,02-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Nov-2019 - 00:00,64.06,130.74,60.94,22.44,82.4,9.2,11.91,0.99,28.49,26.81,74.27,0.13,208.06,0.02,,173.03,0.0,11.45,10.73,2.37,4.15,03-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Nov-2019 - 00:00,53.06,109.11,52.33,20.75,70.53,10.17,9.44,0.91,29.9,27.02,72.93,0.13,208.85,0.02,,175.89,0.0,6.64,11.35,1.36,3.19,04-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Nov-2019 - 00:00,58.11,126.37,65.59,42.14,103.51,9.03,11.17,1.19,30.54,26.85,75.02,0.1,208.62,0.01,,162.34,0.0,22.81,11.26,2.7,5.32,05-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Nov-2019 - 00:00,110.36,220.81,81.43,28.62,106.95,10.06,15.52,1.25,35.51,25.09,71.64,0.1,208.49,0.03,,146.44,0.0,18.41,14.74,3.11,5.01,06-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Nov-2019 - 00:00,143.61,261.25,74.08,27.43,100.83,13.1,12.49,1.11,40.24,24.37,64.88,0.12,159.14,0.03,,131.77,0.0,12.66,10.81,2.89,4.0,07-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Nov-2019 - 00:00,69.3,,85.95,31.33,113.99,14.65,17.8,0.91,32.9,17.48,50.63,0.1,157.87,0.02,,127.92,0.0,13.55,13.01,1.67,3.73,08-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Nov-2019 - 00:00,10.0,,31.37,19.08,47.75,13.86,7.41,0.47,31.2,9.24,41.61,0.36,54.62,0.03,,32.54,0.11,7.51,6.31,0.75,1.48,09-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Nov-2019 - 00:00,6.7,,16.91,22.24,28.87,12.64,5.05,0.43,32.49,19.82,87.07,0.73,40.55,0.03,,18.57,0.97,3.42,5.14,0.35,0.62,10-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Nov-2019 - 00:00,16.15,,25.62,15.03,38.09,9.3,6.55,0.59,34.13,24.92,86.67,0.28,100.09,0.01,999.58,77.41,0.08,2.33,4.4,0.39,1.01,11-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Nov-2019 - 00:00,58.03,121.0,46.49,57.5,103.67,7.56,8.12,1.3,19.99,25.12,85.13,0.11,204.14,0.03,,171.57,0.0,9.02,11.77,1.92,4.68,12-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Nov-2019 - 00:00,73.12,141.84,75.92,98.29,162.26,24.61,14.14,1.7,33.58,24.96,77.68,0.1,225.18,0.02,,163.06,0.0,23.69,27.01,8.86,12.87,13-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Nov-2019 - 00:00,90.73,168.71,88.69,37.21,119.84,4.54,18.27,1.12,35.05,24.4,73.79,0.1,217.61,0.02,,162.64,0.0,17.84,21.86,5.79,7.7,14-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Nov-2019 - 00:00,71.71,139.9,61.17,67.08,113.66,19.44,13.75,1.21,30.34,24.8,75.19,0.09,209.16,0.02,,158.93,0.0,19.14,14.07,4.21,6.24,15-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Nov-2019 - 00:00,72.75,146.04,58.42,77.22,116.28,20.87,12.62,1.35,27.82,25.53,75.32,0.1,221.34,0.02,,182.92,0.0,9.76,12.42,2.26,4.1,16-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Nov-2019 - 00:00,78.31,154.0,48.48,62.23,84.63,22.79,13.92,1.19,35.88,25.34,76.22,0.09,199.16,0.02,,166.97,0.0,24.24,25.29,6.72,11.21,17-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Nov-2019 - 00:00,82.62,160.27,30.44,25.92,49.42,25.31,20.86,1.22,38.49,24.61,76.82,0.09,200.57,0.02,,164.01,0.0,13.73,14.04,4.42,7.49,18-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Nov-2019 - 00:00,84.54,169.11,26.21,12.11,38.4,20.95,18.72,1.18,39.13,24.64,74.07,0.07,193.31,0.02,,158.57,0.0,18.02,13.7,2.8,6.23,19-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Nov-2019 - 00:00,89.0,183.52,52.93,76.61,129.56,18.71,17.94,1.4,33.71,24.15,66.82,0.09,194.16,0.01,,166.45,0.0,13.1,17.43,4.18,7.72,20-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Nov-2019 - 00:00,84.6,172.84,69.32,129.18,186.56,19.23,15.74,1.72,31.73,23.68,65.4,0.11,152.7,0.01,,170.25,0.0,24.26,36.94,5.91,11.0,21-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Nov-2019 - 00:00,81.13,163.44,52.7,64.84,113.48,22.96,12.58,0.97,22.97,23.46,63.98,0.09,154.23,0.01,,151.12,0.0,21.36,22.42,5.97,7.89,22-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Nov-2019 - 00:00,70.76,163.19,45.12,58.1,103.38,21.92,14.79,1.02,35.6,23.43,66.55,0.11,195.59,0.02,,144.61,0.0,26.97,17.95,3.69,6.2,23-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Nov-2019 - 00:00,95.65,193.36,42.04,56.82,98.87,20.74,23.99,0.74,43.7,23.85,71.17,0.11,215.1,0.02,,168.98,0.0,12.85,15.08,3.89,4.61,24-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Nov-2019 - 00:00,94.33,207.13,44.08,63.78,105.22,21.06,17.08,0.86,44.35,24.81,66.35,0.09,184.01,0.02,,158.15,0.0,11.56,14.64,3.16,5.37,25-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Nov-2019 - 00:00,94.04,185.05,39.85,58.31,98.18,20.59,9.67,1.19,35.4,23.84,78.47,0.07,165.63,0.02,,116.99,0.0,10.45,10.66,1.85,4.87,26-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Nov-2019 - 00:00,97.73,188.07,65.48,117.33,181.65,24.63,7.91,2.11,33.25,24.05,81.06,0.13,150.36,0.04,,121.16,0.0,27.27,22.63,5.22,10.86,27-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Nov-2019 - 00:00,104.66,197.35,50.52,79.74,130.27,20.99,8.45,1.24,34.53,24.35,78.1,0.1,158.89,0.02,,125.42,0.0,24.37,23.92,5.47,8.51,28-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Nov-2019 - 00:00,65.65,117.04,33.42,43.17,76.61,19.11,9.21,0.39,36.62,25.1,72.01,0.1,172.13,0.01,,224.43,0.0,12.88,14.24,1.37,3.06,29-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Nov-2019 - 00:00,60.64,126.09,50.22,78.41,127.25,23.52,9.56,1.51,34.53,25.41,73.95,0.07,174.97,0.01,,169.66,0.0,19.82,21.73,4.29,7.85,30-Nov-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Nov-2019 - 00:00,97.54,199.06,61.46,101.15,162.63,26.08,16.95,1.65,26.95,24.4,76.66,0.08,180.55,0.01,,123.15,0.0,25.39,31.95,6.0,10.14,01-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Dec-2019 - 00:00,85.13,177.97,50.37,75.0,125.39,23.3,9.78,1.05,32.89,23.38,73.84,0.09,156.04,0.02,,110.6,0.0,11.97,14.77,3.91,6.46,02-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Dec-2019 - 00:00,77.32,152.28,52.25,74.14,126.47,23.71,10.87,1.25,24.98,23.09,64.29,0.1,189.77,0.01,,128.15,0.0,17.67,14.6,2.89,6.01,03-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Dec-2019 - 00:00,80.75,176.54,52.72,72.84,125.58,24.39,13.31,1.31,29.7,21.82,66.46,0.09,186.69,0.02,,122.39,0.0,20.24,18.57,2.71,5.76,04-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Dec-2019 - 00:00,87.76,187.08,57.39,60.57,117.98,19.02,16.06,0.94,34.08,22.11,59.9,0.1,176.22,0.01,,148.72,0.0,13.74,18.56,2.89,4.88,05-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Dec-2019 - 00:00,73.96,160.14,72.01,66.55,138.69,15.7,12.44,1.23,29.9,21.69,67.77,0.13,204.87,0.01,,148.27,0.0,15.72,15.29,2.15,4.38,06-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Dec-2019 - 00:00,60.93,117.59,61.95,55.05,117.1,13.25,8.73,0.91,25.64,22.52,73.76,0.11,154.03,0.03,,140.99,0.0,9.86,9.94,1.42,3.71,07-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Dec-2019 - 00:00,54.93,133.43,76.79,73.94,150.84,15.13,9.58,1.15,23.55,23.7,68.3,0.11,161.32,0.02,,131.3,0.0,11.22,13.87,1.9,4.73,08-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Dec-2019 - 00:00,57.77,140.21,61.17,56.08,117.35,14.7,13.59,0.76,21.8,24.42,66.26,0.08,211.51,0.03,,126.59,0.0,9.26,10.23,1.82,3.87,09-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Dec-2019 - 00:00,47.04,112.35,56.88,50.91,107.88,15.98,12.49,0.91,25.95,23.44,63.75,0.08,145.68,0.02,,120.62,0.0,9.91,9.24,1.16,3.06,10-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Dec-2019 - 00:00,40.84,110.88,47.56,37.63,85.26,17.31,9.06,0.62,35.85,22.06,61.56,0.1,178.86,0.01,,102.53,0.0,8.18,7.38,0.73,2.06,11-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Dec-2019 - 00:00,59.73,122.82,38.65,30.58,69.32,15.26,10.2,0.65,46.2,22.41,71.38,0.15,135.45,0.03,,107.69,0.0,6.39,5.18,0.55,1.31,12-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Dec-2019 - 00:00,56.15,140.01,43.13,34.01,77.22,14.59,8.82,0.78,33.58,22.44,79.31,0.14,161.71,0.02,,94.37,0.0,6.58,6.03,1.53,2.36,13-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Dec-2019 - 00:00,81.8,165.14,39.97,33.11,73.17,15.21,11.03,0.82,39.0,22.75,76.03,0.15,162.05,0.02,,108.86,0.0,8.13,4.92,0.52,1.26,14-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Dec-2019 - 00:00,101.74,208.36,52.82,45.45,98.38,15.59,13.17,1.15,35.23,23.2,77.03,0.09,187.02,0.02,,96.57,0.0,12.07,9.19,1.29,2.84,15-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Dec-2019 - 00:00,78.28,157.13,49.03,41.86,90.99,15.77,10.38,0.85,33.58,22.5,76.0,0.14,112.77,0.01,,103.87,0.0,7.83,7.69,1.19,2.4,16-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Dec-2019 - 00:00,48.26,112.39,48.24,36.31,84.61,16.07,16.46,0.71,24.74,22.29,68.06,0.11,136.09,0.01,,120.75,0.0,7.32,8.34,0.9,2.07,17-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Dec-2019 - 00:00,56.85,129.61,49.34,39.07,88.49,16.63,14.17,0.74,26.97,21.67,70.56,0.11,142.19,0.02,,87.66,0.0,5.36,7.06,1.09,2.15,18-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Dec-2019 - 00:00,59.85,121.73,42.69,30.04,72.81,16.96,13.03,0.61,34.81,18.98,66.91,0.12,158.3,0.01,,130.67,0.0,3.59,6.57,0.61,1.12,19-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Dec-2019 - 00:00,56.81,121.0,45.61,34.09,79.78,17.39,14.15,0.66,28.01,16.84,63.79,0.15,202.63,0.01,,141.39,0.0,3.63,6.39,1.13,1.37,20-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Dec-2019 - 00:00,71.71,149.88,68.1,58.21,126.46,16.3,11.75,1.24,28.27,16.41,69.04,0.13,224.06,0.01,,131.73,0.0,14.73,18.18,6.15,7.66,21-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Dec-2019 - 00:00,101.46,195.17,69.41,55.08,124.6,13.96,14.58,1.0,27.03,17.0,76.14,0.14,150.56,0.02,,102.74,0.0,23.06,29.19,4.48,6.85,22-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Dec-2019 - 00:00,97.88,178.4,57.39,41.86,99.36,13.41,8.2,1.1,27.32,16.54,81.45,0.14,133.25,0.02,,112.36,0.0,15.29,20.6,1.66,3.63,23-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Dec-2019 - 00:00,110.05,194.84,57.12,40.92,98.14,12.7,11.38,1.02,32.44,18.71,76.41,0.13,107.96,0.02,,89.2,0.0,13.93,19.9,2.19,4.0,24-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Dec-2019 - 00:00,109.89,213.5,96.96,96.99,149.17,12.47,15.63,1.8,28.46,18.23,74.78,0.13,137.1,0.02,,117.73,0.0,34.57,36.04,4.45,9.62,25-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Dec-2019 - 00:00,96.62,182.08,112.98,107.75,204.71,11.58,11.22,1.79,27.93,19.16,72.29,0.11,147.86,0.02,,105.27,0.0,38.16,40.54,5.81,12.89,26-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Dec-2019 - 00:00,89.14,178.93,69.45,51.56,121.09,11.85,10.87,0.89,25.06,17.36,77.4,0.15,105.45,0.02,,40.47,0.03,24.68,28.06,4.22,7.44,27-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Dec-2019 - 00:00,70.1,115.12,43.63,29.48,73.2,16.1,13.25,0.8,27.22,16.05,83.16,0.12,135.76,0.02,,79.18,0.1,10.72,20.03,1.41,2.61,28-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Dec-2019 - 00:00,99.87,186.48,50.66,36.82,87.58,17.41,18.62,1.06,22.26,15.86,77.71,0.1,203.89,0.02,,125.54,0.0,11.74,21.07,1.75,3.1,29-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Dec-2019 - 00:00,79.38,150.26,54.29,42.48,96.88,17.61,17.79,0.92,29.55,17.11,66.04,0.12,194.14,0.01,,151.88,0.0,10.68,18.41,1.65,3.71,30-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Dec-2019 - 00:00,99.37,194.46,86.37,93.97,124.68,18.97,16.62,1.88,20.33,16.6,73.55,0.11,209.8,0.02,,105.71,0.0,37.97,30.5,5.59,11.06,31-Dec-2019 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-Dec-2019 - 00:00,182.4,365.95,178.8,224.35,403.25,15.15,11.1,3.98,2.58,14.27,94.84,0.07,201.55,0.02,,8.45,0.0,82.22,91.56,29.76,44.09,01-Jan-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
