from date,NO,CO,NO2,NOx,Ozone,PM10,PM2.5,RH,SR,Temp,WD,WS,VWS,SO2,to date,station
07-Oct-2019 - 00:00,29.65,1.42,41.83,71.49,16.97,71.51,26.48,79.27,233.88,27.9,189.62,0.29,0.38,13.46,08-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Oct-2019 - 00:00,15.31,1.04,29.29,44.6,19.09,81.02,30.63,85.29,160.7,27.57,229.23,0.39,0.37,13.28,09-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Oct-2019 - 00:00,40.78,1.99,52.32,93.1,16.63,78.76,41.14,92.64,139.44,26.79,200.19,0.33,0.38,13.63,10-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Oct-2019 - 00:00,17.14,1.57,30.52,47.66,27.29,46.15,20.21,85.11,214.81,27.07,238.97,0.44,0.4,13.58,11-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Oct-2019 - 00:00,22.07,1.35,38.65,60.72,22.04,72.11,23.36,87.75,165.46,27.08,276.22,0.5,0.37,13.33,12-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Oct-2019 - 00:00,24.73,1.38,41.33,66.06,18.79,90.13,23.14,80.42,200.76,28.53,264.51,0.4,0.34,13.22,13-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Oct-2019 - 00:00,24.23,1.29,38.25,62.48,19.56,87.74,26.45,82.83,191.72,28.9,282.64,0.54,0.35,13.48,14-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Oct-2019 - 00:00,26.94,1.72,45.12,72.06,19.92,110.07,36.98,75.33,215.69,29.53,283.71,0.71,0.35,13.48,15-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Oct-2019 - 00:00,23.96,1.53,49.66,73.63,26.81,127.7,45.09,67.43,190.19,29.22,276.32,0.76,0.36,13.54,16-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Oct-2019 - 00:00,22.31,1.56,44.46,66.77,30.71,133.47,54.95,73.96,188.02,29.09,294.9,0.77,0.35,13.6,17-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Oct-2019 - 00:00,26.16,1.62,40.89,67.05,25.31,104.41,38.9,81.75,169.32,27.88,298.53,0.73,0.36,13.51,18-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Oct-2019 - 00:00,31.68,1.52,37.02,68.7,17.78,59.79,17.75,89.32,118.21,26.83,300.17,0.73,0.35,13.52,19-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Oct-2019 - 00:00,26.37,1.17,30.81,57.18,19.22,38.39,11.97,93.0,137.58,26.14,276.52,0.62,0.4,13.13,20-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Oct-2019 - 00:00,20.67,1.03,26.57,47.25,21.69,48.44,13.79,89.53,136.61,26.89,261.59,0.69,0.36,13.7,21-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Oct-2019 - 00:00,23.74,1.13,31.61,55.35,24.39,47.32,11.08,91.67,141.44,26.06,282.65,0.53,0.39,13.31,22-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Oct-2019 - 00:00,27.5,1.61,41.13,68.63,17.22,64.76,17.62,86.27,155.68,27.47,269.22,0.38,0.35,12.88,23-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Oct-2019 - 00:00,22.7,1.08,24.44,47.14,15.69,40.39,9.29,85.98,174.29,27.4,166.46,0.26,0.36,12.82,24-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Oct-2019 - 00:00,29.77,1.32,32.77,62.53,15.39,52.4,10.71,91.58,136.26,26.49,239.11,0.22,0.36,12.91,25-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Oct-2019 - 00:00,28.78,1.42,32.77,61.55,19.31,41.44,11.47,90.89,127.51,25.63,316.93,0.74,0.36,13.11,26-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Oct-2019 - 00:00,30.73,1.5,36.25,66.99,20.27,63.05,16.25,89.31,138.16,26.46,279.56,0.66,0.36,13.33,27-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Oct-2019 - 00:00,28.36,1.43,31.77,60.13,19.16,85.7,36.32,84.86,186.3,27.23,286.2,0.43,0.34,13.5,28-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Oct-2019 - 00:00,36.26,1.79,41.39,77.65,17.57,95.7,34.09,83.57,192.61,28.35,330.47,0.69,0.35,13.23,29-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Oct-2019 - 00:00,26.25,1.83,39.6,65.86,19.64,83.02,28.14,83.34,173.9,28.19,300.6,0.61,0.35,13.18,30-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Oct-2019 - 00:00,21.42,1.35,33.57,55.01,28.99,52.55,18.14,83.27,183.2,27.37,307.75,0.95,0.37,12.47,31-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
31-Oct-2019 - 00:00,26.57,1.39,32.03,58.6,22.45,46.27,11.82,88.83,160.69,26.68,298.79,0.88,0.36,12.61,01-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Nov-2019 - 00:00,27.49,1.34,32.75,60.25,19.81,57.67,17.84,91.66,123.76,26.59,315.42,0.88,0.34,12.6,02-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Nov-2019 - 00:00,31.63,1.58,40.0,71.63,16.22,66.42,18.42,82.67,173.75,27.93,293.75,0.4,0.35,12.67,03-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Nov-2019 - 00:00,28.46,1.39,37.48,65.93,19.3,71.7,21.24,79.95,202.14,28.46,269.89,0.49,0.35,12.36,04-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Nov-2019 - 00:00,21.52,1.23,34.36,55.88,19.81,66.47,22.57,83.98,160.21,28.03,230.93,0.36,0.36,12.62,05-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Nov-2019 - 00:00,14.75,1.08,28.73,43.48,21.19,79.4,32.83,81.83,162.49,28.12,199.15,0.33,0.35,12.44,06-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Nov-2019 - 00:00,28.06,1.6,44.66,72.71,20.16,102.11,36.19,71.57,184.63,28.71,244.33,0.27,0.36,12.56,07-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
07-Nov-2019 - 00:00,33.55,1.84,38.59,72.13,18.97,82.9,30.44,83.15,190.13,27.79,156.07,0.23,0.4,12.77,08-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Nov-2019 - 00:00,28.07,1.34,32.38,60.45,17.54,82.18,24.65,75.74,201.5,27.68,145.98,0.31,0.35,12.67,09-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Nov-2019 - 00:00,22.01,1.1,35.43,57.44,18.56,76.67,24.77,66.56,204.36,28.0,173.91,0.3,0.38,12.59,10-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Nov-2019 - 00:00,35.34,1.72,60.18,92.78,20.58,143.65,54.43,67.98,174.09,28.34,255.48,0.45,0.35,12.81,11-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Nov-2019 - 00:00,27.86,2.09,61.43,89.29,24.17,147.2,58.8,65.5,171.15,28.01,288.71,0.39,0.35,12.56,12-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Nov-2019 - 00:00,21.84,1.68,31.47,53.3,34.47,115.25,46.61,67.6,178.62,28.07,304.01,0.99,0.36,12.94,13-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Nov-2019 - 00:00,25.56,1.39,33.5,55.81,26.64,120.87,47.27,61.32,132.07,26.59,295.09,0.92,0.38,13.15,14-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Nov-2019 - 00:00,23.54,1.76,56.49,80.03,30.79,131.8,51.97,69.05,150.34,26.56,304.05,0.82,0.34,13.36,15-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Nov-2019 - 00:00,20.98,1.92,51.84,72.82,47.03,125.22,51.27,70.13,155.41,27.81,303.6,0.66,0.37,13.21,16-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Nov-2019 - 00:00,23.0,1.9,56.29,79.28,47.93,134.37,53.2,65.86,133.73,28.15,293.61,0.63,0.35,13.13,17-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Nov-2019 - 00:00,17.53,1.51,44.96,62.48,52.18,121.37,51.69,62.99,169.71,28.32,267.55,0.66,0.35,13.14,18-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Nov-2019 - 00:00,20.45,1.87,65.94,86.4,67.43,170.14,72.7,57.28,170.16,27.37,274.61,0.76,0.35,13.19,19-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Nov-2019 - 00:00,30.03,2.12,66.17,96.2,69.17,174.7,73.26,63.75,152.35,27.36,255.51,0.71,0.36,12.53,20-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Nov-2019 - 00:00,22.12,2.23,58.86,80.98,57.85,142.56,63.7,68.89,138.23,27.69,301.41,0.58,0.36,11.99,21-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Nov-2019 - 00:00,23.7,1.91,53.77,77.48,62.67,151.21,65.86,67.08,151.19,27.33,307.41,0.83,0.36,11.51,22-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Nov-2019 - 00:00,35.13,2.09,74.35,109.48,56.31,149.13,62.34,66.14,167.21,26.75,311.52,0.75,0.34,11.62,23-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Nov-2019 - 00:00,24.19,2.06,60.15,84.34,47.35,138.38,52.37,60.83,165.49,26.66,285.18,0.57,0.35,11.55,24-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Nov-2019 - 00:00,12.97,1.46,31.17,44.14,71.44,95.9,47.88,67.03,12.99,22.88,296.0,0.6,0.35,11.08,25-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Nov-2019 - 00:00,,,,,,,,,,,,,,,26-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Nov-2019 - 00:00,25.33,2.44,67.88,93.16,57.67,144.49,52.97,52.54,226.88,28.61,320.66,0.81,0.33,11.17,27-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Nov-2019 - 00:00,25.41,2.18,59.35,84.76,55.78,135.37,50.2,62.78,151.94,26.42,308.77,0.72,0.35,11.44,28-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Nov-2019 - 00:00,31.06,2.38,69.26,100.32,51.55,136.64,50.22,64.5,154.17,27.1,306.66,0.69,0.37,11.55,29-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Nov-2019 - 00:00,35.03,2.73,58.83,93.85,45.1,129.22,42.49,69.08,133.79,27.87,286.12,0.63,0.36,11.56,30-Nov-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Nov-2019 - 00:00,22.49,2.34,53.74,76.23,57.76,128.54,47.3,66.61,124.63,27.82,302.78,0.86,0.34,11.63,01-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Dec-2019 - 00:00,21.85,1.92,46.06,67.9,55.19,103.1,44.44,65.92,139.31,27.55,296.95,0.74,0.35,12.21,02-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Dec-2019 - 00:00,31.28,1.91,44.04,75.31,34.47,78.73,22.86,71.73,79.98,25.96,305.19,0.82,0.34,12.24,03-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Dec-2019 - 00:00,33.29,2.1,44.21,77.49,29.94,90.63,27.25,85.17,88.83,24.99,320.53,0.59,0.36,11.77,04-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Dec-2019 - 00:00,33.1,2.19,59.23,87.43,43.0,128.44,47.27,72.12,101.65,26.03,311.81,0.74,0.36,12.39,05-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Dec-2019 - 00:00,20.81,1.98,53.2,74.0,63.84,145.62,61.57,65.76,129.4,26.58,301.1,0.89,0.35,12.52,06-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Dec-2019 - 00:00,12.14,1.51,40.79,52.93,79.45,139.58,61.53,55.42,153.35,26.13,294.16,0.81,0.33,12.17,07-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
07-Dec-2019 - 00:00,25.88,2.04,68.75,94.63,71.67,171.09,71.75,62.06,147.76,25.16,307.9,0.75,0.34,12.35,08-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Dec-2019 - 00:00,24.95,1.95,56.13,81.07,55.08,126.5,52.37,70.38,123.21,25.59,310.17,0.57,0.37,12.21,09-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Dec-2019 - 00:00,30.83,2.46,65.66,96.49,40.42,113.61,35.48,69.51,141.71,26.8,309.92,0.52,0.35,12.14,10-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Dec-2019 - 00:00,54.4,2.65,78.31,102.65,49.52,163.94,49.36,67.79,129.54,26.44,285.61,0.61,0.34,12.49,11-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Dec-2019 - 00:00,44.17,2.87,78.86,123.03,43.4,133.71,45.3,62.86,147.21,26.51,292.39,0.37,0.34,12.32,12-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Dec-2019 - 00:00,31.4,2.45,70.65,102.06,44.57,118.29,38.52,60.77,152.09,26.18,266.27,0.51,0.36,12.23,13-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Dec-2019 - 00:00,32.53,2.23,66.85,99.39,46.53,126.39,44.88,61.44,149.28,26.24,254.67,0.38,0.35,12.33,14-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Dec-2019 - 00:00,57.01,2.33,83.16,116.7,39.01,136.47,42.29,62.59,152.43,26.57,236.49,0.33,0.35,12.7,15-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Dec-2019 - 00:00,35.96,2.42,60.15,96.11,43.37,109.61,35.86,63.9,146.59,26.67,297.45,0.7,0.34,12.5,16-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Dec-2019 - 00:00,40.41,2.82,76.32,116.71,43.13,126.12,40.85,61.45,146.1,26.45,320.37,0.57,0.36,12.56,17-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Dec-2019 - 00:00,28.06,2.41,68.16,96.2,54.15,117.96,38.84,56.57,143.78,26.02,306.77,0.77,0.35,12.36,18-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Dec-2019 - 00:00,28.33,2.37,68.56,96.89,57.17,146.24,51.36,65.36,95.0,25.13,284.36,0.71,0.35,12.59,19-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Dec-2019 - 00:00,31.3,2.09,71.84,103.13,59.43,150.04,55.17,62.48,129.61,25.66,301.93,0.71,0.35,12.76,20-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Dec-2019 - 00:00,44.94,2.7,87.9,131.86,61.8,170.87,62.47,63.38,113.74,25.64,288.51,0.62,0.35,13.16,21-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Dec-2019 - 00:00,39.88,2.69,110.63,144.86,58.33,158.44,62.5,55.93,117.37,26.34,300.96,0.76,0.34,13.14,22-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Dec-2019 - 00:00,37.82,1.94,99.65,137.52,63.59,136.64,59.0,60.6,138.26,26.19,312.08,0.79,0.35,12.44,23-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Dec-2019 - 00:00,36.3,2.24,94.39,130.71,41.93,136.56,52.8,60.45,134.39,26.36,317.33,0.77,0.35,12.29,24-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Dec-2019 - 00:00,42.46,2.42,92.71,135.18,33.87,138.7,52.58,64.13,135.35,26.09,294.31,0.65,0.35,12.3,25-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Dec-2019 - 00:00,33.56,2.21,74.31,107.88,28.94,101.15,41.23,67.95,139.59,26.81,269.47,0.63,0.35,12.33,26-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Dec-2019 - 00:00,38.17,2.36,58.29,96.46,25.81,136.75,46.77,68.32,97.8,27.06,258.14,0.29,0.33,12.22,27-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Dec-2019 - 00:00,27.91,2.17,35.18,63.09,30.89,132.71,50.04,72.11,123.51,27.04,274.03,0.79,0.35,12.58,28-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Dec-2019 - 00:00,43.91,2.29,43.96,87.88,37.51,148.63,55.64,67.58,82.86,24.09,286.9,0.88,0.34,13.21,29-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Dec-2019 - 00:00,17.69,2.67,25.45,43.14,53.18,106.12,25.84,64.04,13.0,22.22,281.1,1.28,0.4,13.09,30-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Dec-2019 - 00:00,31.82,2.71,48.59,80.45,32.16,,41.67,61.36,182.9,27.92,250.63,0.75,0.35,14.21,31-Dec-2019 - 00:00,"Solapur, Solapur - MPCB"
31-Dec-2019 - 00:00,23.35,2.29,41.89,65.1,28.46,,44.2,76.64,13.0,24.59,182.45,0.24,0.31,13.38,01-Jan-2020 - 00:00,"Solapur, Solapur - MPCB"
