from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
31-Jul-2019 - 00:00,26.86,704.04,8.8,17.0,0.0,76.56,101.48,27.13,299.68,1.29,-0.76,0.34,2.36,0.15,0.39,5.11,1.38,14.76,9.04,23.7,1.24,01-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Aug-2019 - 00:00,26.56,703.73,9.48,19.28,0.0,77.95,74.49,27.33,309.45,1.41,-0.77,0.24,1.48,0.08,0.37,5.09,1.38,14.52,8.92,22.91,1.11,02-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Aug-2019 - 00:00,25.17,703.05,7.18,10.95,0.0,85.74,45.64,27.15,311.77,1.76,-1.25,0.16,1.09,0.0,0.38,4.97,1.34,13.3,8.23,22.17,1.04,03-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Aug-2019 - 00:00,25.75,703.22,7.03,12.75,0.0,82.47,68.47,27.1,308.12,1.87,-0.91,0.18,1.0,0.0,0.36,4.81,1.31,12.1,7.58,22.1,1.04,04-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Aug-2019 - 00:00,26.42,702.75,6.86,10.46,0.0,78.19,75.75,26.96,306.81,1.78,-0.85,0.07,0.91,0.0,0.36,4.89,1.06,12.73,7.72,25.03,1.42,05-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Aug-2019 - 00:00,26.83,702.18,6.89,16.57,0.0,75.84,89.8,27.0,305.94,1.71,-0.73,0.14,1.11,0.05,0.36,4.82,1.11,13.0,7.89,25.63,1.23,06-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Aug-2019 - 00:00,26.94,701.78,9.61,20.52,0.0,75.88,94.51,26.94,305.56,1.62,-0.76,0.17,1.27,0.1,0.36,4.76,1.39,13.89,8.59,22.89,1.17,07-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Aug-2019 - 00:00,26.6,701.27,7.73,16.91,0.0,77.58,64.34,26.99,305.95,1.68,-0.74,0.16,1.13,0.02,0.35,4.72,1.47,14.09,8.76,21.71,1.32,08-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Aug-2019 - 00:00,27.28,700.88,11.84,23.53,0.28,74.07,81.09,27.15,306.53,1.7,-0.7,0.18,1.4,0.08,0.36,4.42,1.41,12.6,7.51,24.14,1.19,09-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Aug-2019 - 00:00,27.69,702.02,11.03,26.71,0.0,70.27,96.6,27.13,304.19,1.74,-0.76,0.13,1.22,0.0,0.18,4.55,0.65,12.44,7.14,26.09,0.92,10-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Aug-2019 - 00:00,28.03,702.79,12.35,29.77,0.0,68.94,113.07,27.26,308.07,1.41,-0.79,0.07,0.73,0.0,0.18,4.89,0.6,13.57,7.71,26.0,1.1,11-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Aug-2019 - 00:00,28.19,703.34,15.69,41.85,0.0,67.42,118.3,27.16,310.18,1.15,-0.8,0.08,0.8,0.05,0.19,4.94,0.84,14.39,8.34,24.92,1.01,12-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Aug-2019 - 00:00,27.66,703.24,23.31,47.66,0.16,72.22,99.21,27.43,294.09,0.8,-0.77,0.64,1.38,0.09,0.31,5.78,1.49,15.74,9.58,22.76,1.46,13-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Aug-2019 - 00:00,27.51,703.17,24.52,56.17,0.02,75.06,82.42,27.45,302.22,0.6,-0.81,1.25,1.86,0.16,0.42,6.13,4.08,16.43,12.15,22.05,1.57,14-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Aug-2019 - 00:00,28.06,703.46,23.48,47.73,0.03,71.8,96.06,27.59,305.4,0.79,-1.08,0.65,5.88,0.12,0.33,6.61,5.05,15.96,12.68,24.75,1.48,15-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Aug-2019 - 00:00,26.73,704.0,17.0,39.33,0.0,75.5,30.0,27.24,315.93,1.12,-0.8,0.3,0.71,0.0,0.26,5.73,0.73,14.81,8.46,23.77,1.45,16-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Aug-2019 - 00:00,29.98,703.72,19.95,55.88,0.0,61.45,155.55,27.68,302.43,0.76,-0.78,0.23,0.78,0.03,0.27,5.71,2.27,16.82,10.91,26.82,1.32,17-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Aug-2019 - 00:00,29.15,703.76,24.66,73.32,0.0,64.2,116.68,27.78,244.22,0.68,-0.79,0.7,3.54,0.39,0.33,5.58,3.16,17.78,12.12,24.51,1.35,18-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Aug-2019 - 00:00,28.0,704.39,28.24,82.35,0.0,70.51,77.27,27.7,235.52,0.49,-0.8,1.26,9.68,0.63,0.48,6.07,6.13,20.65,16.05,21.3,1.41,19-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Aug-2019 - 00:00,28.4,704.44,25.0,65.52,0.0,69.7,113.82,27.68,281.39,0.67,-0.8,0.39,2.21,0.11,0.32,6.36,2.75,18.95,12.4,27.7,0.9,20-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Aug-2019 - 00:00,28.44,704.19,23.66,63.56,0.0,69.83,107.56,27.79,290.59,0.63,-0.79,0.5,2.66,0.25,0.31,6.1,3.16,17.97,11.92,24.24,1.04,21-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Aug-2019 - 00:00,28.27,703.9,21.26,59.99,0.0,69.29,93.19,27.77,288.81,0.75,-0.78,0.46,2.32,0.27,0.28,6.35,1.34,16.27,9.71,25.25,0.94,22-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Aug-2019 - 00:00,27.88,703.74,18.45,41.98,0.01,71.18,106.03,27.35,301.43,0.85,-0.78,0.42,2.15,0.23,0.21,7.04,1.37,15.17,9.29,28.15,0.8,23-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Aug-2019 - 00:00,27.15,703.66,20.74,46.05,0.4,74.65,89.96,27.41,299.75,0.84,-1.12,0.92,4.61,0.6,0.44,7.2,1.52,15.8,9.74,26.07,1.17,24-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Aug-2019 - 00:00,28.17,703.86,14.69,43.55,0.0,68.05,125.73,27.51,283.85,0.93,-0.78,0.68,3.9,0.41,0.2,6.61,1.32,14.81,9.04,27.13,1.17,25-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Aug-2019 - 00:00,27.78,703.49,16.0,34.57,0.05,68.83,125.2,27.48,314.32,1.05,-0.87,0.57,3.5,0.22,0.41,6.11,1.38,14.63,9.0,29.91,0.98,26-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Aug-2019 - 00:00,27.76,703.28,18.67,42.08,0.0,65.56,109.68,27.31,311.95,1.13,-0.78,0.65,6.65,0.15,0.41,5.73,1.76,15.45,9.72,28.81,0.93,27-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Aug-2019 - 00:00,28.07,703.17,21.0,55.9,0.0,62.33,135.96,27.52,314.04,1.04,-0.78,0.64,7.42,0.3,0.41,5.86,1.56,15.52,9.61,30.23,1.23,28-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Aug-2019 - 00:00,28.46,703.65,20.41,53.81,0.0,62.73,126.5,27.64,309.69,0.93,-0.78,0.84,8.94,0.24,0.42,6.02,1.96,15.16,9.74,29.18,1.14,29-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Aug-2019 - 00:00,28.72,703.74,19.68,45.38,0.0,66.47,123.51,27.6,319.64,0.87,-0.79,1.06,10.14,0.52,0.47,6.02,2.52,15.46,10.35,25.53,1.31,30-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Aug-2019 - 00:00,28.04,702.98,13.08,24.58,1.1,76.26,116.92,32.22,297.64,0.78,-1.09,0.91,8.03,3.52,0.28,12.66,2.15,17.82,11.31,33.34,1.33,31-Aug-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Aug-2019 - 00:00,27.8,701.94,14.16,23.8,0.5,71.67,119.92,26.84,315.06,1.21,-0.76,0.72,5.77,3.67,0.48,16.18,3.58,17.33,11.62,17.79,1.91,01-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Sep-2019 - 00:00,26.01,702.92,10.61,15.57,0.15,80.93,64.82,26.31,315.73,1.15,-1.22,0.31,2.03,0.17,0.44,3.0,0.93,8.42,5.31,22.62,1.21,02-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Sep-2019 - 00:00,26.05,703.63,8.64,16.56,0.06,79.83,93.8,26.35,313.06,1.04,-1.25,0.28,1.86,0.07,0.56,4.2,1.35,8.58,5.78,23.32,0.71,03-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Sep-2019 - 00:00,,,9.07,23.0,0.0,,,,,,,0.42,3.62,0.36,0.5,11.13,1.04,8.29,4.59,16.89,0.79,04-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Sep-2019 - 00:00,,,10.12,17.86,0.0,,,,,,,0.3,2.48,0.07,0.46,11.02,1.36,8.83,5.8,17.95,1.36,05-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Sep-2019 - 00:00,,,14.02,24.3,0.0,,,,,,,0.47,3.57,0.31,0.22,6.78,2.26,16.79,11.39,23.34,1.13,06-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Sep-2019 - 00:00,,,13.37,28.8,0.0,,,,,,,0.32,2.89,0.26,0.18,6.17,0.89,8.32,5.15,23.91,0.79,07-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Sep-2019 - 00:00,,,15.79,22.65,0.0,,,,,,,0.28,2.51,0.24,0.18,5.73,0.86,8.2,5.06,24.0,0.77,08-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Sep-2019 - 00:00,,,13.37,22.79,0.0,,,,,,,0.33,2.21,0.21,0.18,4.96,0.61,7.98,4.75,27.1,0.91,09-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Sep-2019 - 00:00,0.79,,17.59,26.67,0.02,83.02,11.29,29.14,72.6,0.3,0.74,0.51,3.16,0.27,0.2,4.8,0.92,8.31,5.18,22.76,1.13,10-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Sep-2019 - 00:00,0.8,,19.73,31.76,0.0,74.86,11.46,29.22,126.23,0.3,0.47,0.39,2.39,0.1,0.18,5.04,0.81,8.23,5.04,24.49,1.09,11-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Sep-2019 - 00:00,0.92,741.2,21.75,48.24,0.0,76.91,13.3,29.46,304.41,0.3,0.35,0.51,2.81,0.15,0.21,5.24,0.99,9.39,5.79,24.44,1.19,12-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Sep-2019 - 00:00,,,22.17,41.62,0.0,,,,,,,0.44,2.64,0.14,0.19,4.96,0.84,8.68,5.29,24.52,0.91,13-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Sep-2019 - 00:00,0.5,865.0,20.38,33.14,0.0,71.0,8.0,29.75,,0.3,-2.85,0.48,5.53,0.22,0.2,4.97,0.81,8.93,5.4,25.84,1.17,14-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Sep-2019 - 00:00,,,18.53,33.09,0.0,,,,,,,0.54,4.82,0.22,0.21,4.79,0.81,9.22,5.57,26.52,0.92,15-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Sep-2019 - 00:00,,,30.9,40.33,0.0,,,,,,,1.19,13.19,0.9,0.37,5.05,3.56,10.11,8.27,28.6,1.37,16-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Sep-2019 - 00:00,,,27.21,42.93,0.0,,,,,,,0.98,9.13,0.53,0.26,5.06,1.45,9.69,6.32,26.76,1.15,17-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Sep-2019 - 00:00,,,28.78,48.66,0.0,,,,,,,0.79,5.96,0.4,0.26,5.04,0.73,9.7,5.74,28.88,0.91,18-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Sep-2019 - 00:00,,,35.59,60.83,0.0,,,,,,,2.23,20.21,1.74,0.54,4.64,3.27,16.34,11.36,28.0,1.43,19-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Sep-2019 - 00:00,,,39.07,63.88,0.0,,,,,,,2.76,17.95,1.69,0.49,4.53,4.51,14.43,11.35,22.7,1.61,20-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Sep-2019 - 00:00,,,30.27,39.92,0.0,,,,,,,1.84,13.65,1.37,0.43,4.06,2.49,10.95,7.86,24.54,1.58,21-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Sep-2019 - 00:00,,,34.73,57.52,0.0,,,,,,,1.33,15.54,0.79,0.41,3.96,4.75,10.22,9.29,24.2,1.03,22-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Sep-2019 - 00:00,,,34.86,72.1,0.0,,,,,,,1.79,10.03,1.47,0.48,3.74,3.12,12.43,9.15,26.01,1.18,23-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Sep-2019 - 00:00,,,37.92,63.12,0.0,,,,,,,2.64,16.34,2.36,0.6,4.05,3.52,11.78,9.12,25.46,1.34,24-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Sep-2019 - 00:00,,,36.57,54.29,0.0,,,,,,,2.19,18.32,1.86,0.5,4.37,2.93,12.24,8.84,24.98,1.18,25-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Sep-2019 - 00:00,,,38.1,49.61,0.0,,,,,,,2.21,12.88,1.84,0.51,4.02,3.26,12.82,9.46,23.63,1.57,26-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Sep-2019 - 00:00,,,31.93,63.4,0.0,,,,,,,2.45,11.51,1.42,0.47,3.33,4.17,11.34,9.43,21.14,1.46,27-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Sep-2019 - 00:00,,,23.44,53.11,0.0,,,,,,,1.08,8.71,0.62,0.32,2.76,3.07,9.07,7.32,22.23,1.16,28-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Sep-2019 - 00:00,,,33.02,56.34,0.0,,,,,,,1.05,9.34,0.5,0.32,2.97,2.23,8.47,6.31,25.18,1.21,29-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Sep-2019 - 00:00,,,41.36,73.37,0.0,,,,,,,2.09,11.48,1.14,0.42,3.31,4.36,9.88,8.8,23.97,1.74,30-Sep-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Sep-2019 - 00:00,,,52.51,96.15,0.0,,,,,,,3.52,16.71,2.32,0.42,3.58,6.08,12.98,11.85,20.44,2.78,01-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Oct-2019 - 00:00,,,43.38,73.21,0.0,,,,,,,1.62,17.25,9.07,0.2,7.74,4.79,12.18,10.37,25.81,2.21,02-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Oct-2019 - 00:00,,,40.52,76.09,0.0,,,,,,,0.98,14.18,11.98,0.44,14.8,5.39,19.36,14.67,29.8,2.31,03-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Oct-2019 - 00:00,,,49.49,83.29,0.0,,,,,,,2.15,14.18,3.21,0.77,9.41,4.72,16.52,12.23,27.83,5.46,04-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Oct-2019 - 00:00,,,39.57,73.51,0.0,,,,,,,2.04,27.75,1.21,0.94,3.38,2.91,10.94,8.12,25.71,8.52,05-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Oct-2019 - 00:00,,,60.41,,0.0,,,,,,,5.1,31.87,18.81,1.15,6.92,5.55,15.03,12.38,31.41,3.33,06-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Oct-2019 - 00:00,,,47.73,,0.0,,,,,,,2.66,32.8,6.93,0.59,6.12,5.69,17.02,14.39,23.0,2.12,07-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Oct-2019 - 00:00,,,63.33,107.38,0.0,,,,,,,3.44,45.46,6.91,0.77,6.52,9.35,11.46,13.38,31.94,3.01,08-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Oct-2019 - 00:00,,,68.78,102.29,0.0,,,,,,,3.36,30.47,11.42,0.7,6.79,5.41,19.08,15.34,31.15,2.35,09-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Oct-2019 - 00:00,,,57.32,79.85,0.0,,,,,,,2.92,17.96,8.67,0.56,5.53,5.2,22.81,17.17,28.51,2.45,10-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Oct-2019 - 00:00,,,50.94,98.55,0.0,,,,,,,3.33,21.54,14.33,0.66,4.7,6.35,28.85,21.81,29.49,2.74,11-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Oct-2019 - 00:00,,,41.12,64.94,0.0,,,,,,,2.7,22.41,8.91,0.54,4.96,6.64,23.52,18.55,28.97,2.13,12-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Oct-2019 - 00:00,,,43.63,76.95,0.0,,,,,,,2.43,20.23,7.65,0.52,4.67,5.66,24.5,18.7,28.43,2.47,13-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Oct-2019 - 00:00,,,41.93,68.14,0.0,,,,,,,2.73,15.34,8.78,0.6,4.79,5.66,13.96,18.57,29.06,2.74,14-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Oct-2019 - 00:00,,,67.69,113.56,0.0,,,,,,,2.72,24.81,10.73,0.65,5.61,6.16,26.57,20.19,26.5,2.46,15-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Oct-2019 - 00:00,,,66.83,110.44,0.0,,,,,,,2.54,29.52,8.93,0.61,5.45,5.86,18.17,22.27,28.49,2.58,16-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Oct-2019 - 00:00,,,74.82,131.47,0.0,,,,,,,4.11,28.79,15.36,0.95,5.62,6.87,29.56,22.39,26.17,2.87,17-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Oct-2019 - 00:00,,,64.78,122.65,0.0,,,,,,,3.73,25.46,12.28,0.72,4.97,8.54,27.55,22.69,22.57,2.49,18-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Oct-2019 - 00:00,,,39.56,80.96,0.0,,,,,,,2.79,16.76,8.65,0.52,4.49,7.52,16.54,12.14,22.13,2.06,19-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Oct-2019 - 00:00,,,37.31,73.39,0.0,,,,,,,2.65,22.6,8.99,0.6,4.21,7.27,27.46,21.65,24.66,2.21,20-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Oct-2019 - 00:00,,,42.79,64.33,0.0,,,,,,,2.73,13.96,11.0,0.64,4.31,7.45,26.68,21.37,21.49,1.69,21-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Oct-2019 - 00:00,,,38.74,75.68,0.0,,,,,,,2.6,21.34,8.95,0.59,4.16,6.69,17.64,21.39,21.97,2.07,22-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Oct-2019 - 00:00,,,48.65,72.7,0.0,,,,,,,3.09,26.64,9.82,0.6,4.28,8.12,14.38,11.04,21.15,1.52,23-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Oct-2019 - 00:00,,,38.2,57.54,0.0,,,,,,,2.18,13.43,6.31,0.5,4.42,3.0,12.53,9.05,24.78,1.43,24-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Oct-2019 - 00:00,,,28.74,46.25,0.0,,,,,,,1.61,8.75,2.21,1.15,4.18,3.26,8.72,7.17,19.03,3.5,25-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Oct-2019 - 00:00,,,29.86,71.58,0.0,,,,,,,1.69,9.51,0.9,0.47,2.87,1.65,6.36,2.69,19.68,1.83,26-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Oct-2019 - 00:00,,,32.68,59.37,0.0,,,,,,,1.63,13.36,1.05,0.38,0.1,0.1,0.2,0.02,20.32,1.97,27-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Oct-2019 - 00:00,,,41.94,77.59,0.0,,,,,,,1.56,8.62,0.87,0.37,6.05,6.75,72.71,17.1,21.98,1.9,28-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Oct-2019 - 00:00,,,56.94,89.82,0.0,,,,,,,1.95,9.62,1.16,0.48,7.78,8.13,39.46,27.61,23.28,2.26,29-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Oct-2019 - 00:00,,,53.94,84.29,0.0,,,,,,,2.33,17.33,1.29,0.59,4.35,12.74,36.29,29.66,20.5,2.23,30-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Oct-2019 - 00:00,,,49.18,81.51,0.0,,,,,,,2.24,11.65,1.01,0.57,4.99,12.07,32.41,27.04,21.04,2.12,31-Oct-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Oct-2019 - 00:00,,,35.46,64.71,0.0,,,,,,,2.04,12.08,0.8,0.48,7.57,11.78,31.49,26.33,20.29,2.72,01-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Nov-2019 - 00:00,,,32.33,65.76,0.0,,,,,,,1.89,9.88,0.82,0.49,8.54,12.79,30.35,26.54,19.86,2.91,02-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Nov-2019 - 00:00,27.42,719.75,40.08,82.16,0.01,56.5,38.83,30.32,181.07,0.76,-2.92,2.21,12.16,0.9,0.79,8.26,24.44,34.29,38.1,19.31,2.9,03-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Nov-2019 - 00:00,26.43,709.52,46.23,82.88,0.0,68.56,81.54,30.22,146.45,0.7,-2.86,2.13,9.83,0.89,0.82,8.93,10.08,31.63,25.02,23.62,5.54,04-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Nov-2019 - 00:00,27.07,709.09,67.01,121.12,0.0,64.44,80.18,30.27,128.77,0.54,-2.82,2.39,23.5,1.14,0.84,12.21,9.47,35.59,26.63,29.85,5.68,05-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Nov-2019 - 00:00,26.26,709.33,78.67,155.21,0.0,65.65,77.15,30.21,170.27,0.53,-2.82,2.94,23.37,1.28,0.96,14.05,8.35,39.56,27.84,29.33,6.06,06-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Nov-2019 - 00:00,26.11,709.96,78.39,162.47,0.0,67.9,60.19,30.21,164.0,0.45,-2.83,3.15,35.53,1.17,1.02,14.9,10.87,37.01,28.52,32.18,5.44,07-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Nov-2019 - 00:00,26.3,709.98,79.68,139.33,0.0,65.93,68.68,30.06,168.54,0.45,-2.82,2.44,20.83,1.05,0.81,14.14,7.84,35.11,25.04,35.21,5.48,08-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Nov-2019 - 00:00,26.33,710.0,80.32,146.35,0.0,65.57,56.31,30.1,173.57,0.41,-2.87,2.73,15.28,1.03,0.86,14.94,6.12,37.03,24.67,36.41,5.51,09-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Nov-2019 - 00:00,25.97,710.0,81.41,159.27,0.0,66.98,67.96,30.04,144.29,0.47,-2.79,2.43,17.48,1.26,0.76,14.95,4.93,31.01,20.5,34.45,5.4,10-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Nov-2019 - 00:00,25.64,710.22,73.26,136.21,0.0,62.83,81.35,29.89,85.16,0.63,-2.84,2.37,10.89,0.93,0.75,13.16,4.25,31.83,20.38,32.49,5.28,11-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Nov-2019 - 00:00,25.44,711.0,76.17,127.66,0.0,66.27,67.05,29.91,116.35,0.75,-2.83,2.63,19.69,1.04,0.88,12.69,12.13,38.57,30.38,23.63,5.82,12-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Nov-2019 - 00:00,25.87,711.0,72.89,130.66,0.0,60.01,74.71,29.89,128.49,0.89,-2.9,2.55,21.4,1.18,0.78,12.87,8.59,45.49,31.19,26.22,5.81,13-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Nov-2019 - 00:00,25.13,710.88,73.32,127.31,0.0,61.53,76.6,29.68,138.02,0.83,-2.9,2.41,14.89,0.98,0.74,12.4,7.46,46.41,30.75,28.99,5.42,14-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Nov-2019 - 00:00,25.34,710.67,79.26,137.8,0.0,64.49,64.18,29.8,141.48,1.1,-2.87,2.22,14.59,0.94,0.98,13.8,7.3,47.1,30.99,29.08,2.51,15-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Nov-2019 - 00:00,25.92,710.04,79.54,146.24,0.0,62.59,59.36,29.88,150.47,0.71,-2.89,3.02,18.03,1.06,1.07,13.8,7.4,50.16,32.78,32.28,2.82,16-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Nov-2019 - 00:00,25.85,709.0,78.97,146.71,0.0,63.24,71.08,29.89,134.16,0.61,-2.83,2.98,20.07,1.27,1.11,13.41,9.46,47.28,32.91,28.77,2.63,17-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Nov-2019 - 00:00,25.93,709.0,76.51,138.89,0.0,60.58,73.69,29.84,114.22,0.7,-2.83,2.73,12.65,1.12,0.96,12.92,5.98,43.69,28.18,31.79,2.52,18-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Nov-2019 - 00:00,25.54,709.0,79.26,155.71,0.0,60.71,72.9,29.8,94.66,0.71,-2.86,2.42,14.74,1.16,1.05,14.55,7.02,47.68,31.15,31.46,3.18,19-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
