from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
03-May-2019 - 00:00,55.03,145.05,106.72,127.37,21.13,82.57,12.33,0.65,21.23,0.31,36.27,2.16,3.26,0.21,45.68,348.54,0.89,201.17,0.0,04-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
04-May-2019 - 00:00,52.7,136.86,96.45,130.18,34.55,81.45,13.18,0.72,16.05,0.31,36.31,2.14,3.25,0.21,48.49,272.95,0.98,193.78,0.0,05-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
05-May-2019 - 00:00,53.97,133.34,87.52,114.92,27.26,73.96,16.62,0.75,18.26,0.31,36.2,2.13,3.26,0.21,46.66,384.95,0.86,196.24,0.0,06-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
06-May-2019 - 00:00,59.21,135.66,94.45,120.34,25.9,72.11,28.62,0.82,26.81,0.31,36.4,2.13,3.26,0.21,39.33,319.09,0.64,195.56,0.0,07-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-May-2019 - 00:00,56.18,134.32,92.79,114.96,22.18,69.39,30.13,0.78,31.57,1.47,39.55,2.62,22.66,2.53,33.49,232.98,0.6,192.64,0.0,08-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-May-2019 - 00:00,52.49,129.25,99.87,130.59,30.91,81.38,32.05,0.81,23.18,3.31,41.28,5.48,19.23,12.1,34.85,219.0,0.77,205.79,0.0,09-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-May-2019 - 00:00,37.05,104.97,138.73,167.0,28.61,94.72,27.48,0.63,15.55,2.66,46.68,3.67,15.53,6.46,46.65,174.38,0.91,211.39,0.0,10-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-May-2019 - 00:00,36.92,93.37,159.82,183.91,26.52,107.54,39.93,0.62,15.07,8.26,78.89,9.14,13.91,12.75,45.9,251.73,0.81,210.92,0.0,11-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-May-2019 - 00:00,41.42,112.38,179.8,204.95,25.15,117.56,25.84,0.65,10.94,5.72,61.56,7.69,12.1,12.44,52.64,157.33,0.84,204.54,0.0,12-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-May-2019 - 00:00,44.04,129.29,132.56,160.12,27.57,99.88,19.52,0.68,11.39,7.39,59.74,5.5,10.18,10.09,53.72,150.63,0.74,207.05,0.0,13-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-May-2019 - 00:00,34.65,128.55,121.73,154.98,33.86,93.86,30.36,0.64,15.42,6.12,45.83,5.45,8.14,10.33,42.9,251.76,1.01,210.34,0.0,14-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-May-2019 - 00:00,45.03,122.1,117.4,146.68,29.76,85.38,32.81,0.63,15.78,7.78,39.02,6.09,15.56,11.81,42.3,175.32,0.89,199.67,0.0,15-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-May-2019 - 00:00,15.43,91.08,102.31,132.38,30.11,87.86,13.71,0.63,3.41,4.15,98.31,4.75,2.72,3.95,54.69,176.52,0.74,212.98,0.0,16-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-May-2019 - 00:00,40.88,95.63,92.36,113.07,20.56,75.63,25.43,0.69,19.4,3.11,32.27,4.11,8.87,6.38,53.28,181.96,0.75,215.25,0.0,17-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-May-2019 - 00:00,41.2,116.12,82.18,118.26,35.71,77.07,33.62,0.71,5.77,4.65,76.68,4.9,16.92,11.22,54.03,163.56,0.83,218.28,0.0,18-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-May-2019 - 00:00,43.88,114.02,80.09,102.87,22.88,67.66,56.42,0.76,11.76,7.12,103.16,4.7,14.32,8.61,46.0,137.13,0.48,232.05,0.0,19-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-May-2019 - 00:00,43.14,79.77,75.34,105.38,30.66,69.92,48.28,0.86,13.19,7.82,80.4,7.37,11.66,9.6,46.02,153.38,0.37,195.38,0.0,20-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-May-2019 - 00:00,42.39,97.51,85.43,103.86,19.12,37.55,65.28,0.86,14.95,6.21,86.92,4.44,6.27,8.73,39.87,136.97,0.39,205.37,0.0,21-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-May-2019 - 00:00,45.54,106.55,93.62,111.78,18.13,9.71,54.24,0.81,14.95,6.05,97.46,5.17,9.28,12.44,36.87,171.2,0.35,208.12,0.0,22-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-May-2019 - 00:00,46.34,107.02,89.54,105.0,15.46,12.01,62.35,0.72,21.22,5.69,61.34,6.25,15.17,12.64,41.09,201.92,0.57,222.76,0.0,23-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-May-2019 - 00:00,52.59,125.89,87.48,107.95,20.44,11.48,70.48,0.73,21.1,7.06,28.56,5.5,12.93,9.37,41.48,158.57,0.59,212.99,0.0,24-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-May-2019 - 00:00,60.83,147.91,100.9,129.35,28.44,6.18,104.35,0.72,17.04,5.01,40.41,4.63,10.28,10.23,40.74,196.83,0.79,224.49,0.0,25-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
25-May-2019 - 00:00,57.22,144.68,90.52,113.16,22.64,8.64,87.16,0.77,21.4,5.73,59.8,6.59,21.08,13.02,44.68,155.97,0.62,196.78,0.0,26-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
26-May-2019 - 00:00,59.95,139.1,89.78,110.85,21.07,11.94,60.84,0.76,21.68,7.25,49.72,6.25,34.44,11.39,48.13,137.75,0.66,188.73,0.0,27-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
27-May-2019 - 00:00,66.14,157.6,97.96,120.83,23.17,9.93,100.04,0.77,21.05,7.6,45.47,6.19,19.19,12.69,40.96,193.06,0.67,188.98,0.0,28-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
28-May-2019 - 00:00,60.1,144.47,87.48,111.84,24.37,10.11,87.34,0.75,16.84,6.52,47.03,5.16,20.59,8.99,44.09,131.74,0.48,199.13,0.0,29-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
29-May-2019 - 00:00,49.06,132.39,93.84,116.5,22.5,11.67,75.34,0.74,18.91,6.23,65.12,5.07,12.79,13.5,38.78,176.55,0.5,213.75,0.0,30-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
30-May-2019 - 00:00,56.61,130.44,95.86,119.43,23.57,12.26,94.32,0.8,19.76,8.56,40.18,4.27,18.53,9.17,41.37,165.91,0.72,201.9,0.0,31-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
31-May-2019 - 00:00,59.15,129.13,82.41,106.97,24.5,17.48,81.16,0.77,16.61,5.78,36.59,4.49,26.26,9.31,53.39,152.19,0.88,204.62,0.0,01-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
01-Jun-2019 - 00:00,47.88,120.29,87.27,122.08,34.82,27.34,37.72,0.77,14.89,6.26,31.14,4.03,37.34,8.42,62.71,139.07,1.01,190.69,0.0,02-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
02-Jun-2019 - 00:00,45.38,109.16,78.03,101.56,23.53,33.84,42.23,0.71,19.24,9.18,40.36,4.87,23.54,9.96,57.9,140.53,0.83,202.7,0.0,03-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
03-Jun-2019 - 00:00,50.64,123.18,84.8,115.44,30.64,20.61,62.19,0.75,16.45,8.48,37.24,5.05,16.04,10.88,58.21,156.97,0.93,209.75,0.0,04-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
04-Jun-2019 - 00:00,50.56,126.5,83.27,117.17,33.89,23.23,65.76,0.75,12.17,7.06,42.77,4.66,21.58,12.31,55.82,148.77,0.83,212.56,0.0,05-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
05-Jun-2019 - 00:00,44.69,112.78,80.81,108.37,27.55,25.57,64.29,0.68,11.38,10.2,68.86,6.17,19.28,14.67,52.74,156.09,0.69,222.93,0.0,06-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
06-Jun-2019 - 00:00,51.82,133.29,64.18,91.84,27.75,24.25,62.35,0.7,12.57,5.69,36.26,4.32,29.68,8.66,55.37,134.85,0.76,213.12,0.0,07-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-Jun-2019 - 00:00,46.37,116.67,56.82,74.8,17.97,37.7,14.0,0.71,18.43,5.49,66.81,4.94,50.32,10.67,56.2,139.59,0.59,188.23,0.0,08-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-Jun-2019 - 00:00,48.21,126.67,60.27,78.0,17.73,37.72,21.3,0.65,17.83,6.47,68.32,5.01,29.62,11.1,50.5,150.47,0.71,199.62,0.0,09-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-Jun-2019 - 00:00,23.91,120.81,55.65,76.93,21.29,27.74,24.19,0.59,7.35,7.27,46.11,4.93,14.6,4.81,61.24,152.97,0.51,220.98,0.0,10-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-Jun-2019 - 00:00,36.2,107.41,58.39,73.42,15.03,25.36,35.89,0.54,21.76,3.7,31.86,3.78,36.21,9.02,37.63,172.69,1.07,190.25,0.0,11-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-Jun-2019 - 00:00,44.88,108.96,61.74,84.15,22.43,21.36,32.58,0.59,15.02,5.06,33.44,4.73,35.32,7.51,44.36,137.89,0.89,193.05,0.0,12-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-Jun-2019 - 00:00,43.89,126.82,60.94,79.64,18.64,26.3,8.37,0.54,24.36,6.47,27.54,3.85,30.2,6.98,59.66,120.93,1.08,174.38,0.0,13-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-Jun-2019 - 00:00,32.96,72.37,45.61,59.14,13.53,27.86,3.02,0.47,19.09,2.69,19.31,2.57,13.43,4.85,69.01,100.11,1.24,140.97,0.0,14-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-Jun-2019 - 00:00,39.86,99.58,57.68,84.47,26.95,26.21,4.04,0.52,14.19,4.43,20.23,2.71,34.56,5.24,67.9,122.67,1.41,158.73,0.0,15-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-Jun-2019 - 00:00,35.07,87.56,31.9,61.27,27.92,18.03,1.03,0.51,9.54,4.06,21.45,3.05,44.19,4.86,80.94,85.49,1.26,161.39,0.0,16-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-Jun-2019 - 00:00,43.11,110.77,27.69,53.44,25.84,25.62,0.73,0.54,6.86,7.46,32.89,5.36,77.34,9.23,79.55,116.04,1.32,181.29,0.0,17-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-Jun-2019 - 00:00,35.96,97.12,24.06,47.07,23.1,30.69,0.52,0.52,8.33,8.86,31.51,3.87,65.74,8.75,81.0,129.0,1.5,184.09,0.03,18-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-Jun-2019 - 00:00,33.96,82.31,42.76,68.4,25.66,47.51,0.57,0.53,6.84,5.83,25.18,5.55,71.7,8.98,87.41,67.9,1.58,179.6,0.15,19-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-Jun-2019 - 00:00,41.41,90.91,30.53,53.4,22.95,50.85,1.73,0.47,6.42,1.91,24.64,4.01,4.21,4.49,70.29,124.49,0.85,183.8,0.21,20-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-Jun-2019 - 00:00,46.38,104.36,27.85,46.11,18.15,48.35,0.52,0.37,11.79,0.77,39.99,2.93,3.63,0.39,70.48,144.83,0.96,192.04,1.04,21-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-Jun-2019 - 00:00,48.53,122.36,38.59,65.12,25.98,18.57,2.0,0.47,14.41,1.8,39.86,2.92,3.61,0.39,66.42,132.53,0.74,199.9,0.0,22-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-Jun-2019 - 00:00,45.4,114.35,47.92,63.93,16.0,24.17,5.1,0.47,20.67,2.1,39.86,2.91,3.6,0.39,65.76,128.99,0.6,182.28,0.0,23-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-Jun-2019 - 00:00,49.05,111.67,66.0,86.34,20.55,21.34,13.4,0.49,15.45,2.1,39.86,2.92,3.61,0.39,68.77,138.49,0.83,205.24,0.0,24-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-Jun-2019 - 00:00,38.95,92.86,46.96,63.78,16.83,35.31,2.58,0.6,23.52,2.42,42.77,2.69,3.32,0.73,79.39,74.12,0.73,129.15,0.01,25-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
25-Jun-2019 - 00:00,37.84,88.65,61.0,76.2,15.13,43.47,6.43,0.44,21.58,2.83,46.57,2.38,2.95,1.16,80.19,111.05,0.76,188.63,0.0,26-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
26-Jun-2019 - 00:00,53.63,138.04,35.42,54.31,18.78,16.55,8.24,0.49,12.01,3.7,41.68,5.42,3.93,5.21,78.73,100.63,0.69,200.71,0.0,27-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
27-Jun-2019 - 00:00,34.76,90.84,26.22,40.47,14.24,11.81,1.52,0.37,14.78,6.89,9.99,2.08,4.03,1.85,77.39,122.17,0.8,206.64,0.0,28-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
28-Jun-2019 - 00:00,36.39,99.66,27.84,45.72,23.6,9.52,1.5,0.49,35.88,5.07,15.16,2.81,27.02,3.21,85.25,84.65,0.87,199.07,0.0,29-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
29-Jun-2019 - 00:00,42.11,104.54,32.98,62.53,29.56,24.81,1.77,0.57,11.37,7.81,16.22,4.15,52.3,3.91,90.49,101.82,0.93,190.92,0.0,30-Jun-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
30-Jun-2019 - 00:00,42.65,111.41,33.6,51.49,17.9,16.08,1.64,0.41,14.55,4.57,12.68,3.19,28.45,2.77,80.44,152.79,0.97,189.21,0.0,01-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
01-Jul-2019 - 00:00,38.3,99.74,40.46,57.83,17.37,11.09,1.81,0.46,27.28,4.7,13.96,2.45,23.06,2.47,77.39,132.69,0.9,188.38,0.0,02-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
02-Jul-2019 - 00:00,40.49,106.24,50.8,67.67,16.8,18.3,2.28,0.49,24.54,7.89,13.88,3.27,21.82,3.29,76.57,127.17,0.71,187.05,0.0,03-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
03-Jul-2019 - 00:00,39.14,104.76,68.98,82.75,14.7,22.48,19.98,0.5,22.19,5.83,18.34,4.36,22.05,4.32,80.57,149.64,0.82,198.84,0.02,04-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
04-Jul-2019 - 00:00,37.86,100.68,100.75,113.55,12.5,26.16,15.16,0.53,12.74,3.97,15.91,3.73,26.09,4.14,86.91,20.69,0.78,174.94,0.0,05-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
05-Jul-2019 - 00:00,46.53,121.08,86.9,94.91,7.31,36.47,55.34,0.46,15.3,3.48,15.73,3.94,17.77,4.61,65.25,119.0,0.86,191.96,0.01,06-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
06-Jul-2019 - 00:00,42.4,108.04,74.53,80.3,5.79,20.42,4.67,0.44,14.73,8.1,19.91,4.45,13.41,5.47,63.04,109.36,0.82,181.12,0.0,07-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-Jul-2019 - 00:00,27.09,75.66,83.91,89.5,5.59,24.27,2.68,0.39,27.38,4.11,13.34,2.62,37.21,2.55,65.55,124.73,1.04,163.66,0.0,08-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-Jul-2019 - 00:00,29.68,104.75,70.39,75.98,5.59,30.56,1.71,0.39,15.9,11.91,15.62,2.85,25.54,3.19,64.03,169.14,1.02,189.63,0.0,09-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-Jul-2019 - 00:00,37.54,107.78,63.84,69.91,6.06,31.92,2.5,0.36,11.29,3.9,8.89,1.4,4.7,1.07,71.63,156.02,1.03,189.92,0.0,10-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-Jul-2019 - 00:00,45.98,135.38,68.19,73.79,5.59,21.87,3.62,0.41,8.02,1.38,6.66,2.08,10.47,2.22,67.47,161.38,0.87,192.01,0.0,11-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-Jul-2019 - 00:00,41.49,136.01,79.66,85.25,5.58,26.4,3.8,0.34,19.4,1.82,6.2,1.08,7.77,0.65,63.81,130.85,0.99,196.36,0.0,12-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-Jul-2019 - 00:00,40.02,120.38,88.63,94.48,5.64,20.33,3.61,0.38,12.95,2.68,6.79,1.18,6.35,0.88,63.27,146.28,1.03,192.74,0.0,13-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-Jul-2019 - 00:00,38.6,106.95,101.73,107.41,5.68,41.89,19.59,0.3,3.13,1.98,8.49,1.27,5.02,1.05,62.9,137.38,0.99,192.93,0.11,14-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-Jul-2019 - 00:00,39.03,113.09,91.68,97.12,5.62,33.27,85.11,0.23,2.59,2.0,8.49,1.06,2.19,0.61,56.21,166.95,0.85,217.33,0.0,15-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-Jul-2019 - 00:00,40.72,118.14,70.63,76.4,5.57,33.08,98.99,0.24,10.14,1.48,7.49,1.61,1.67,0.92,54.34,222.81,0.9,207.64,0.0,16-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-Jul-2019 - 00:00,35.41,100.52,71.47,77.11,5.63,34.43,56.83,0.22,45.95,1.49,17.16,2.27,1.44,0.59,60.63,218.19,1.0,194.36,0.0,17-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-Jul-2019 - 00:00,31.53,97.43,75.1,80.84,5.75,40.21,57.9,0.32,80.64,2.84,22.53,2.82,32.64,2.35,61.36,257.65,0.9,195.84,0.0,18-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-Jul-2019 - 00:00,32.23,91.14,58.98,64.74,5.8,29.61,39.13,0.28,42.56,3.67,6.75,1.69,30.28,3.33,61.48,234.56,0.91,189.49,0.0,19-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-Jul-2019 - 00:00,34.49,105.91,77.82,77.93,5.68,24.6,25.45,0.49,61.44,6.36,12.25,1.74,31.29,3.2,65.67,202.95,0.68,194.48,0.0,20-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-Jul-2019 - 00:00,40.73,118.72,76.6,70.75,5.71,25.67,35.65,0.5,91.01,10.08,,,,,,,0.52,169.61,,21-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-Jul-2019 - 00:00,47.83,86.93,71.41,65.64,5.77,25.93,18.26,0.34,109.82,5.38,,,,,,,0.81,179.49,,22-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-Jul-2019 - 00:00,62.99,64.91,55.52,49.81,5.71,27.64,4.32,0.42,104.43,2.83,,,,,,,0.66,128.42,,23-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-Jul-2019 - 00:00,169.14,82.6,61.26,55.62,5.66,30.66,3.63,0.42,35.04,4.31,,,,,,,0.75,161.76,,24-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-Jul-2019 - 00:00,59.24,87.15,73.56,67.93,5.57,46.88,4.01,0.4,64.04,3.5,,,,,,,0.69,197.25,,25-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
25-Jul-2019 - 00:00,38.97,95.68,116.47,110.8,5.67,49.63,6.7,0.35,71.57,3.84,,,,,,,0.81,224.28,,26-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
26-Jul-2019 - 00:00,31.2,98.09,138.94,133.55,5.76,45.72,34.06,0.4,119.96,3.54,,,,,,,0.91,218.62,,27-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
27-Jul-2019 - 00:00,38.72,125.18,118.58,112.87,5.75,39.45,39.38,0.46,129.33,3.92,,,,,,,0.83,234.17,,28-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
28-Jul-2019 - 00:00,25.56,116.4,111.16,105.82,5.44,40.08,36.95,0.41,91.17,4.2,,,,,,,0.76,225.18,,29-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
29-Jul-2019 - 00:00,27.96,82.47,99.62,93.96,5.66,41.68,9.26,0.48,84.8,6.05,,,,,,,0.64,221.43,,30-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
30-Jul-2019 - 00:00,21.03,57.69,99.28,93.51,5.77,45.04,4.18,0.45,69.62,7.99,,,,,,,0.76,205.1,,31-Jul-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
31-Jul-2019 - 00:00,24.21,58.69,104.32,98.71,5.64,47.07,5.88,0.43,58.37,6.6,,,,,,,0.77,224.43,,01-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
01-Aug-2019 - 00:00,18.28,57.03,103.63,98.12,5.51,48.48,4.26,0.39,45.5,6.81,,,,,,,0.74,210.43,,02-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
02-Aug-2019 - 00:00,24.98,84.51,85.61,80.03,5.58,49.3,4.2,0.31,50.96,4.37,,,,,,,0.63,217.15,,03-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
03-Aug-2019 - 00:00,8.33,77.95,103.71,98.02,5.52,44.96,4.17,0.36,55.31,7.38,,,,,,,0.52,225.29,,04-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
04-Aug-2019 - 00:00,9.17,83.55,90.26,84.12,5.54,48.43,4.23,0.3,58.44,8.83,,,,,,,0.45,252.27,,05-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
05-Aug-2019 - 00:00,32.32,107.87,95.34,89.7,5.64,48.6,3.93,0.26,55.86,3.62,,,,,,,0.65,228.12,,06-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
06-Aug-2019 - 00:00,27.61,100.45,74.83,69.65,5.5,35.02,5.12,0.3,61.68,5.55,,,,,,,0.72,205.56,,07-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-Aug-2019 - 00:00,35.46,119.55,89.09,82.15,5.54,12.65,4.45,0.37,54.11,2.52,,,,,,,0.68,208.58,,08-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-Aug-2019 - 00:00,16.66,142.23,135.1,130.17,5.58,13.38,4.35,0.55,46.02,1.43,,,,,,,0.71,223.93,,09-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-Aug-2019 - 00:00,35.33,87.48,107.83,102.36,5.47,10.72,2.94,0.58,16.08,1.32,,,,,,,0.72,235.73,,10-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-Aug-2019 - 00:00,7.49,43.75,87.16,81.42,5.44,10.84,1.85,0.5,26.25,3.12,,,,,,,1.19,187.42,,11-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-Aug-2019 - 00:00,9.2,72.93,96.03,88.75,5.66,9.78,1.99,0.56,26.98,1.37,,,,,,,1.05,179.35,,12-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-Aug-2019 - 00:00,12.98,95.33,85.56,79.93,5.63,8.36,2.41,0.57,28.18,1.75,,,,,,,0.74,193.1,,13-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-Aug-2019 - 00:00,31.49,104.41,67.3,61.87,5.43,10.84,2.35,0.51,26.77,1.78,,,,,,,0.73,195.66,,14-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-Aug-2019 - 00:00,24.05,97.06,72.71,67.14,5.56,11.85,2.85,0.57,25.67,1.25,,,,,,,0.71,201.73,,15-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-Aug-2019 - 00:00,11.7,53.32,55.11,49.65,5.45,10.42,2.39,0.56,23.55,0.97,,,,,,,0.54,224.28,,16-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-Aug-2019 - 00:00,9.76,61.41,88.09,82.51,5.54,3.82,2.5,0.62,22.44,1.08,,,,,,,0.63,223.99,,17-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-Aug-2019 - 00:00,18.48,65.22,105.81,100.28,5.59,6.92,2.2,0.55,25.84,1.73,,,,,,,0.72,201.24,,18-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-Aug-2019 - 00:00,8.93,59.27,65.21,59.73,5.47,17.51,2.17,0.53,22.96,3.01,,,,,,,0.65,201.46,,19-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-Aug-2019 - 00:00,24.21,85.77,69.97,64.79,5.59,17.65,2.06,0.5,16.1,1.12,,,,,,,0.61,197.86,,20-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-Aug-2019 - 00:00,23.32,88.88,77.09,71.46,5.62,26.91,3.72,0.58,11.51,2.46,,,,,,,0.44,212.37,,21-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-Aug-2019 - 00:00,30.81,104.87,116.59,111.08,5.52,15.96,7.29,0.55,14.19,2.94,,,,,,,0.46,235.22,,22-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-Aug-2019 - 00:00,33.47,110.78,163.44,158.0,5.44,8.23,35.21,0.44,18.09,2.3,,,,,,,0.57,221.21,,23-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-Aug-2019 - 00:00,30.41,106.62,82.38,76.4,5.53,21.77,22.49,0.45,17.83,2.29,,,,,,,0.53,214.13,,24-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-Aug-2019 - 00:00,13.5,79.49,58.57,52.74,5.65,31.93,11.3,0.25,16.85,2.07,,,,,,,0.51,217.77,,25-Aug-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
