from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,AT,SR,RH,RF,WS,WD,to date,station
08-Oct-2019 - 00:00,15.35,18.43,3.49,9.55,6.43,4.37,9.43,1.55,45.92,0.01,0.06,0.04,0.0,27.06,272.43,59.0,0.0,6.96,136.01,09-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Oct-2019 - 00:00,37.53,43.28,6.53,13.35,6.82,3.29,10.07,1.72,37.82,0.01,0.16,0.06,0.0,27.26,215.28,58.78,0.0,6.02,146.87,10-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Oct-2019 - 00:00,32.15,40.27,13.11,20.53,7.41,3.12,10.25,1.76,29.99,0.01,0.12,0.05,0.0,27.81,246.52,60.87,0.0,5.47,194.54,11-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Oct-2019 - 00:00,37.09,45.71,22.74,30.9,8.16,0.47,10.67,1.77,33.41,0.01,0.12,0.06,0.0,27.18,220.68,63.74,0.0,6.3,208.03,12-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Oct-2019 - 00:00,27.23,35.17,14.33,22.02,7.69,1.08,10.66,1.74,34.68,0.01,0.09,0.05,0.0,27.09,184.69,65.77,0.0,5.62,192.65,13-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Oct-2019 - 00:00,11.12,14.35,7.38,14.0,6.61,2.8,10.06,1.65,30.3,0.02,0.05,0.04,0.0,26.84,265.57,65.51,0.0,7.08,222.9,14-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Oct-2019 - 00:00,25.43,36.78,30.3,39.29,11.63,2.87,10.95,2.18,31.0,0.02,0.15,0.1,0.0,27.33,247.35,69.08,0.0,7.65,229.4,15-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Oct-2019 - 00:00,30.53,36.33,43.15,55.55,13.52,0.6,11.29,2.16,19.46,0.01,0.04,0.1,0.0,26.82,172.98,73.81,0.0,5.26,236.08,16-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Oct-2019 - 00:00,28.29,45.18,31.28,42.51,11.22,2.26,11.33,2.13,29.45,0.0,0.0,0.07,0.0,25.77,184.84,76.22,0.0,6.85,234.1,17-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Oct-2019 - 00:00,19.35,27.34,19.43,30.08,11.21,5.87,10.91,1.98,24.6,0.0,0.0,0.04,0.0,25.49,160.88,79.71,0.0,7.85,236.41,18-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Oct-2019 - 00:00,23.08,28.4,15.28,24.57,9.29,5.69,10.4,1.9,27.39,0.0,0.0,0.06,0.0,25.78,193.55,77.27,0.0,7.35,218.72,19-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Oct-2019 - 00:00,23.66,26.93,18.28,27.75,9.48,5.41,10.88,2.01,29.5,0.0,0.0,0.08,0.0,26.54,236.05,72.9,0.0,6.52,250.66,20-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Oct-2019 - 00:00,14.86,18.09,10.88,18.5,7.61,5.71,11.21,1.84,35.08,0.0,0.0,0.09,0.0,26.3,205.4,75.24,0.0,5.49,230.17,21-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Oct-2019 - 00:00,26.25,30.13,11.01,18.11,7.1,5.58,10.23,1.81,30.37,0.0,0.0,0.08,0.0,24.12,138.78,83.99,0.0,7.81,111.65,22-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Oct-2019 - 00:00,21.11,23.83,10.03,21.83,11.8,9.54,9.77,1.74,20.02,0.0,0.0,0.06,0.0,24.21,144.17,81.41,0.0,10.24,78.48,23-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Oct-2019 - 00:00,13.79,20.99,9.42,16.99,7.61,6.69,9.45,1.7,21.78,0.0,0.0,0.06,0.0,25.05,246.72,78.1,0.0,13.21,77.98,24-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Oct-2019 - 00:00,19.5,20.96,5.68,12.42,7.22,7.83,10.79,1.73,26.22,0.0,0.0,0.03,0.0,25.74,210.28,69.5,0.0,13.65,81.54,25-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Oct-2019 - 00:00,27.71,36.07,6.75,12.7,7.44,8.02,11.67,1.69,25.93,0.0,0.0,0.03,0.0,26.41,235.65,64.83,0.0,13.94,82.25,26-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Oct-2019 - 00:00,8.5,11.22,5.85,12.01,6.5,7.31,10.1,1.61,22.31,0.0,0.0,0.02,0.0,24.68,163.17,72.33,0.0,9.68,96.22,27-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Oct-2019 - 00:00,17.28,18.87,14.72,24.56,9.85,6.44,10.17,1.75,18.64,0.0,0.0,0.0,0.0,25.3,194.18,73.59,0.0,6.33,138.52,28-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Oct-2019 - 00:00,25.44,27.67,15.6,26.67,11.08,7.12,10.54,1.9,25.43,0.0,0.0,0.0,0.0,25.98,166.13,74.06,0.0,6.92,261.3,29-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Oct-2019 - 00:00,15.45,19.33,12.84,22.58,10.09,7.02,10.01,1.88,22.0,0.0,0.0,0.0,0.0,24.51,150.35,80.23,0.0,8.6,262.65,30-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Oct-2019 - 00:00,6.85,16.07,13.64,22.58,8.94,6.33,10.82,1.9,23.61,0.0,0.0,0.02,0.0,24.06,103.19,81.35,0.0,9.52,255.34,31-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-Oct-2019 - 00:00,12.05,20.83,11.71,19.55,8.91,7.35,10.22,1.22,26.29,0.0,0.0,0.05,0.0,23.64,171.39,78.68,0.0,9.82,148.13,01-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Nov-2019 - 00:00,22.0,32.4,19.61,31.23,11.62,6.04,11.12,0.63,23.45,0.0,0.0,0.05,0.0,25.89,254.85,65.26,0.0,5.76,169.67,02-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Nov-2019 - 00:00,42.63,48.54,26.27,38.91,12.64,4.95,11.93,0.91,26.6,0.0,0.0,0.07,0.0,26.43,188.11,69.59,0.0,5.12,223.7,03-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Nov-2019 - 00:00,19.7,22.3,18.03,26.74,8.71,4.77,10.75,0.8,33.07,0.0,0.0,0.05,0.0,26.67,218.18,70.68,0.0,5.3,227.17,04-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Nov-2019 - 00:00,32.59,48.68,27.25,36.94,10.0,4.38,12.02,0.89,38.37,0.0,0.0,0.05,0.0,26.08,224.81,69.58,0.0,5.27,225.36,05-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Nov-2019 - 00:00,47.69,63.56,32.72,43.09,10.38,3.01,11.0,0.7,45.84,0.0,0.0,0.05,0.0,27.32,235.2,66.43,0.0,4.83,199.19,06-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Nov-2019 - 00:00,42.94,57.07,20.28,29.75,10.44,3.89,9.76,0.27,42.32,0.0,0.0,0.03,0.0,26.82,232.13,72.5,0.0,7.25,100.98,07-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Nov-2019 - 00:00,41.74,54.09,22.39,32.39,10.0,3.69,10.38,0.3,38.85,0.0,0.0,0.05,0.0,26.64,207.88,72.64,0.0,6.92,125.52,08-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Nov-2019 - 00:00,28.63,44.93,20.64,29.27,8.63,3.56,10.36,0.32,44.01,0.0,0.0,0.04,0.0,26.17,192.45,75.51,0.0,6.67,135.56,09-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Nov-2019 - 00:00,32.99,38.69,17.98,27.43,9.45,3.84,9.82,0.32,47.31,0.0,0.0,0.04,0.0,27.03,200.27,70.78,0.0,5.56,164.21,10-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Nov-2019 - 00:00,23.36,25.63,14.73,23.47,8.73,4.15,9.77,0.28,43.67,0.0,0.0,0.02,0.0,26.26,192.39,74.35,0.0,4.98,180.67,11-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Nov-2019 - 00:00,38.73,50.66,29.7,41.24,11.51,3.31,10.57,0.55,37.34,0.0,0.0,0.04,0.0,26.63,203.26,72.05,0.0,5.6,217.74,12-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Nov-2019 - 00:00,54.24,64.45,31.68,44.1,12.42,3.13,12.93,0.58,46.67,0.0,0.0,0.06,0.0,26.76,205.64,65.95,0.0,7.11,260.99,13-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Nov-2019 - 00:00,37.37,47.13,26.3,36.66,10.36,3.63,14.9,0.44,44.94,0.0,0.0,0.08,0.0,26.28,211.79,65.81,0.0,8.31,269.57,14-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Nov-2019 - 00:00,42.93,49.53,28.82,39.99,11.17,3.49,12.61,0.47,37.15,0.0,0.0,0.05,0.0,26.44,217.58,65.86,0.0,7.5,267.08,15-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Nov-2019 - 00:00,35.64,43.01,23.25,34.52,11.27,4.96,12.4,0.42,31.39,0.0,0.0,0.08,0.0,26.59,212.05,70.89,0.0,7.62,255.28,16-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Nov-2019 - 00:00,37.76,42.76,24.03,33.69,9.66,4.6,12.91,0.43,33.57,0.0,0.0,0.09,0.0,26.61,168.58,72.74,0.0,6.2,271.22,17-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Nov-2019 - 00:00,30.28,32.19,17.43,25.12,7.68,5.08,12.11,0.47,43.76,0.0,0.0,0.07,0.0,27.02,178.9,70.38,0.0,6.67,269.65,18-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Nov-2019 - 00:00,26.53,32.17,23.29,32.81,9.52,2.9,11.88,0.55,39.84,0.0,0.0,0.07,0.0,26.97,199.36,68.0,0.0,7.68,261.2,19-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Nov-2019 - 00:00,30.18,42.02,34.71,45.24,17.58,7.6,13.13,0.57,19.6,0.0,0.0,0.11,0.0,27.29,212.87,65.25,0.0,6.9,262.45,20-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Nov-2019 - 00:00,39.91,54.67,28.89,42.16,13.27,4.38,15.9,0.6,26.32,0.0,0.0,0.09,0.0,26.79,156.48,71.87,0.0,7.68,270.23,21-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Nov-2019 - 00:00,27.04,32.94,23.45,34.73,13.13,4.99,15.06,0.66,23.24,0.0,0.0,0.01,0.0,25.74,172.45,71.05,0.0,9.78,265.67,22-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Nov-2019 - 00:00,40.64,60.34,28.29,39.43,11.12,4.0,13.28,1.02,29.4,0.0,0.0,0.03,0.0,25.39,138.76,71.21,0.0,8.72,265.82,23-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Nov-2019 - 00:00,38.84,48.43,31.16,42.86,11.69,3.34,14.05,0.88,32.0,0.0,0.0,0.02,0.0,25.86,167.0,64.96,0.0,9.32,264.57,24-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Nov-2019 - 00:00,40.42,46.86,23.94,31.71,7.76,3.4,11.61,0.68,40.86,0.0,0.0,0.01,0.0,25.8,122.62,67.96,0.0,7.61,257.55,25-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Nov-2019 - 00:00,47.65,62.47,26.41,34.72,8.31,3.53,13.18,0.75,44.13,0.0,0.0,0.01,0.0,26.13,167.78,66.4,0.0,8.18,269.92,26-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Nov-2019 - 00:00,43.07,55.33,28.58,38.42,9.85,3.43,13.32,0.77,35.16,0.0,0.0,0.0,0.0,25.79,187.73,63.98,0.0,8.7,262.43,27-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Nov-2019 - 00:00,34.66,45.21,23.7,32.51,8.82,3.49,12.17,0.72,35.25,0.0,0.0,0.0,0.0,26.09,168.37,69.8,0.0,9.2,262.25,28-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Nov-2019 - 00:00,37.48,57.49,26.98,39.56,12.58,4.77,12.47,0.76,22.87,0.0,0.0,0.0,0.0,25.53,135.76,73.7,0.0,8.55,259.53,29-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Nov-2019 - 00:00,27.58,38.65,24.57,36.35,11.77,5.29,13.03,0.74,21.16,0.01,0.06,0.04,0.0,25.22,120.91,74.37,0.0,7.86,252.23,30-Nov-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Nov-2019 - 00:00,25.03,29.32,26.74,41.3,14.56,6.09,13.03,0.69,15.39,0.01,0.09,0.04,0.0,24.54,125.79,77.67,0.0,8.31,256.77,01-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Dec-2019 - 00:00,13.46,25.54,13.11,21.0,7.89,6.26,10.97,0.49,20.3,0.02,0.03,0.0,0.0,24.6,121.25,79.85,0.0,7.31,252.14,02-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Dec-2019 - 00:00,17.04,25.53,17.25,27.09,9.85,6.33,11.74,0.55,18.89,0.01,0.01,0.02,0.0,24.98,134.72,75.3,0.0,7.86,260.03,03-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Dec-2019 - 00:00,21.66,35.81,25.57,37.71,12.15,5.14,11.73,0.73,18.67,0.01,0.01,0.01,0.0,24.45,111.05,75.1,0.0,8.49,247.2,04-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Dec-2019 - 00:00,36.69,57.26,23.08,32.43,9.35,4.06,12.81,0.62,32.47,0.01,0.01,0.04,0.0,25.41,177.09,67.91,0.0,8.97,257.56,05-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Dec-2019 - 00:00,51.96,71.89,33.32,43.19,9.86,2.84,12.85,0.65,43.9,0.01,0.0,0.05,0.0,24.82,206.03,62.71,0.0,8.81,257.09,06-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Dec-2019 - 00:00,62.25,72.67,28.51,37.45,8.95,1.91,12.71,0.63,46.32,0.01,0.02,0.04,0.0,24.6,162.96,68.22,0.0,9.38,260.3,07-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Dec-2019 - 00:00,46.53,53.45,28.02,36.24,8.21,2.74,11.93,0.65,50.34,0.01,0.01,0.02,0.0,25.21,127.49,65.33,0.0,7.77,263.11,08-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Dec-2019 - 00:00,22.9,26.91,16.89,24.08,7.2,4.3,10.91,0.56,37.46,0.02,0.01,0.0,0.0,24.96,165.28,72.03,0.0,7.71,258.4,09-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Dec-2019 - 00:00,30.44,40.3,26.24,35.51,9.28,3.69,12.46,0.61,39.38,0.01,0.01,0.02,0.0,25.18,221.89,64.33,0.0,8.2,258.84,10-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Dec-2019 - 00:00,33.7,56.2,28.9,38.29,9.39,2.93,13.5,0.58,39.53,0.01,0.01,0.03,0.0,25.1,206.27,66.12,0.0,6.8,262.14,11-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Dec-2019 - 00:00,37.63,58.63,23.04,21.84,22.4,4.69,11.75,0.77,38.68,0.01,0.0,0.03,0.0,25.86,206.13,65.84,0.0,5.57,261.3,12-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Dec-2019 - 00:00,35.63,44.77,0.09,0.05,36.8,,2.09,0.75,47.52,0.01,0.0,0.06,0.0,25.68,203.33,65.7,0.0,7.18,270.4,13-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Dec-2019 - 00:00,30.28,41.58,,0.0,46.63,,2.82,0.79,37.94,0.01,0.0,0.06,0.0,25.75,205.72,70.36,0.0,7.12,264.87,14-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Dec-2019 - 00:00,23.19,25.24,,0.0,56.63,,1.07,0.88,19.09,0.02,0.0,0.03,0.0,23.25,78.55,85.15,0.0,7.46,254.68,15-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Dec-2019 - 00:00,20.87,24.68,,0.0,57.81,,0.56,0.72,31.26,0.02,0.0,0.0,0.0,24.6,196.06,78.21,0.0,8.15,262.83,16-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Dec-2019 - 00:00,34.85,46.85,,0.0,62.35,,1.67,0.9,31.99,0.02,0.0,0.05,0.0,24.87,210.07,77.5,0.0,7.81,252.09,17-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Dec-2019 - 00:00,40.57,47.83,,0.0,73.71,,1.95,0.98,21.38,0.01,0.0,0.06,0.0,23.75,109.52,71.92,0.0,8.36,240.65,18-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Dec-2019 - 00:00,53.95,64.98,,0.0,88.21,,1.77,1.19,23.73,0.01,0.0,0.05,0.0,24.35,139.34,70.16,0.0,7.17,253.54,19-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Dec-2019 - 00:00,-5.74,45.76,69.16,24.1,70.82,8.48,2.17,1.25,16.88,0.02,0.01,0.03,0.0,24.6,113.74,83.26,0.0,8.68,252.9,20-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Dec-2019 - 00:00,47.63,57.37,60.74,56.27,2.1,3.95,1.04,1.25,27.48,0.01,0.0,0.02,0.0,24.85,174.78,73.93,0.0,6.93,255.47,21-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Dec-2019 - 00:00,60.77,64.64,27.85,29.64,1.8,0.77,1.89,1.08,34.84,0.01,0.0,0.01,0.0,24.22,110.81,79.04,0.0,8.55,250.36,22-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Dec-2019 - 00:00,47.53,49.35,43.99,45.95,1.93,,2.77,0.94,42.12,0.01,0.0,0.02,0.0,25.03,152.22,66.73,0.0,6.6,249.06,23-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Dec-2019 - 00:00,52.76,61.88,42.19,43.77,1.83,2.22,1.84,0.92,46.27,0.01,0.0,0.0,0.0,24.96,157.9,72.88,0.0,7.3,249.01,24-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Dec-2019 - 00:00,45.75,52.58,42.96,44.77,1.8,,2.56,0.91,43.83,0.01,0.0,0.02,0.0,25.56,173.47,71.18,0.0,7.84,241.73,25-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Dec-2019 - 00:00,23.99,28.68,38.89,40.78,1.85,1.2,0.74,0.95,25.81,0.02,0.0,0.01,0.0,23.97,84.01,86.63,0.0,6.6,252.46,26-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Dec-2019 - 00:00,47.98,58.86,32.99,34.3,1.29,3.12,1.61,0.68,29.65,0.01,0.0,0.03,0.0,24.76,105.24,83.27,0.0,5.14,240.94,27-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Dec-2019 - 00:00,49.2,58.49,18.26,19.03,0.76,4.36,2.5,0.29,38.13,0.02,0.0,0.03,0.0,25.6,137.82,79.44,0.0,6.95,261.05,28-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Dec-2019 - 00:00,29.77,37.49,17.61,17.7,0.69,8.45,2.75,0.05,43.6,0.01,0.0,0.03,0.0,25.6,183.77,71.05,0.0,8.4,266.74,29-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Dec-2019 - 00:00,37.38,40.95,17.97,18.78,0.66,6.32,2.36,0.09,48.72,0.0,0.0,0.01,0.0,25.57,172.18,70.16,0.0,7.27,268.01,30-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Dec-2019 - 00:00,46.39,60.32,22.39,23.29,0.66,7.93,3.13,0.24,45.88,0.01,0.0,0.0,0.0,25.43,206.91,70.3,0.0,6.96,261.16,31-Dec-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-Dec-2019 - 00:00,44.96,51.27,,,0.62,4.62,,0.2,37.52,0.01,0.0,0.0,0.0,23.31,22.49,84.94,0.0,5.46,242.04,01-Jan-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
