from date,NO,NO2,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,Temp,WD,WS,BP,SR,RF,to date,station
21-Apr-2019 - 00:00,9.07,43.07,30.29,36.11,27.45,0.79,111.57,87.42,220.47,0.89,1.38,34.67,32.33,77.11,2.0,740.14,97.48,0.0,22-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Apr-2019 - 00:00,4.66,39.21,24.64,41.09,32.54,0.9,73.78,102.78,279.32,1.55,0.81,36.33,32.33,78.5,1.75,740.18,101.38,0.0,23-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Apr-2019 - 00:00,11.32,42.93,32.04,40.43,35.27,0.82,126.1,92.53,294.68,1.14,1.39,38.52,32.57,80.61,1.72,740.25,103.41,0.0,24-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Apr-2019 - 00:00,2.02,30.62,17.93,41.62,44.27,1.07,93.3,118.35,365.57,1.59,0.79,38.62,32.23,73.91,2.98,740.43,90.77,0.0,25-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Apr-2019 - 00:00,2.72,27.85,16.34,41.18,40.8,0.86,94.18,100.08,284.02,1.27,0.69,36.04,32.56,71.3,3.38,740.34,79.41,0.0,26-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Apr-2019 - 00:00,1.24,30.49,16.94,29.84,23.53,0.68,75.58,77.02,245.83,0.9,0.65,37.95,32.63,83.72,2.2,740.33,113.52,0.0,27-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Apr-2019 - 00:00,1.16,33.77,18.35,29.66,19.82,0.38,72.5,68.69,374.31,0.49,0.57,37.51,32.63,71.73,3.75,740.17,82.1,0.0,28-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Apr-2019 - 00:00,0.94,32.67,17.55,30.39,19.05,0.38,78.85,65.03,407.15,0.54,0.53,38.57,32.47,86.12,3.89,740.06,118.08,0.0,29-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Apr-2019 - 00:00,2.1,38.47,21.54,27.76,23.9,0.48,81.98,66.27,343.82,0.71,0.76,38.47,32.36,85.49,2.32,740.1,117.25,0.0,30-Apr-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Apr-2019 - 00:00,2.2,42.95,23.86,24.44,41.24,0.77,89.69,107.67,451.97,1.32,0.94,39.1,32.52,78.75,2.75,740.0,102.32,0.0,01-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-May-2019 - 00:00,3.06,38.24,21.78,23.2,34.06,0.89,94.3,92.75,390.0,1.1,0.72,38.58,32.61,77.79,2.0,740.0,100.86,0.0,02-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-May-2019 - 00:00,0.39,19.46,10.25,20.5,20.15,0.58,113.62,67.02,338.0,0.53,0.47,36.26,32.61,79.02,6.0,740.0,99.14,0.0,03-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-May-2019 - 00:00,2.45,28.6,15.9,18.8,21.92,0.56,92.8,59.51,163.97,0.6,0.83,34.57,31.72,83.55,2.42,740.05,115.04,0.0,04-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-May-2019 - 00:00,0.64,32.29,17.25,20.68,18.61,0.61,86.76,72.55,236.34,0.52,0.59,36.65,31.25,87.85,2.94,740.28,126.12,0.0,05-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-May-2019 - 00:00,13.57,36.42,25.8,24.69,17.03,0.93,85.4,90.4,326.48,0.5,0.53,37.11,31.11,85.74,3.07,740.31,121.66,0.0,06-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-May-2019 - 00:00,11.76,56.83,38.95,26.41,23.82,1.27,70.22,163.53,448.09,1.03,1.63,37.76,30.99,84.0,2.53,740.0,119.18,0.0,07-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-May-2019 - 00:00,16.67,57.41,42.57,22.08,36.85,1.33,65.17,175.98,511.85,1.11,1.39,38.43,31.08,80.34,2.11,740.0,114.71,0.0,08-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-May-2019 - 00:00,7.81,54.01,33.35,21.07,34.16,1.45,75.82,191.65,487.53,1.29,1.84,37.75,32.1,76.56,2.65,740.0,103.45,0.0,09-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-May-2019 - 00:00,1.8,54.68,30.26,16.05,32.6,1.33,69.98,191.7,485.19,1.12,1.31,39.05,32.47,82.47,3.14,740.0,110.48,0.0,10-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-May-2019 - 00:00,0.79,28.66,15.75,24.67,17.0,1.02,76.97,121.15,522.01,0.59,0.77,40.08,32.82,81.11,4.08,740.0,107.23,0.0,11-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-May-2019 - 00:00,1.36,26.22,15.05,33.77,21.96,0.72,92.0,93.89,276.57,0.54,0.56,37.26,32.85,83.34,2.4,740.2,109.49,0.0,12-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-May-2019 - 00:00,1.19,28.06,15.89,33.54,16.2,0.83,82.0,145.0,491.64,0.62,0.59,36.82,32.87,81.25,3.67,740.12,105.48,0.0,13-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-May-2019 - 00:00,1.93,29.09,17.04,25.99,39.05,0.81,88.67,117.29,398.86,1.07,0.7,36.73,32.92,76.62,2.84,740.0,94.11,0.0,14-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-May-2019 - 00:00,11.05,34.56,27.36,25.78,15.48,0.69,78.2,70.72,182.27,0.49,0.49,34.09,33.1,90.65,1.67,740.0,121.99,0.0,15-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-May-2019 - 00:00,3.96,41.64,25.37,35.45,30.15,1.0,52.91,107.67,243.9,1.09,0.73,32.39,31.24,73.99,3.08,740.18,91.19,0.0,16-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-May-2019 - 00:00,7.1,33.44,23.56,31.66,27.86,0.85,63.79,95.79,261.33,0.79,0.7,33.58,29.94,65.38,3.14,740.29,90.9,0.0,17-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-May-2019 - 00:00,6.17,29.78,20.86,28.71,20.88,0.68,66.75,100.58,463.15,0.57,1.33,32.16,29.63,65.95,3.41,740.2,85.98,0.63,18-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-May-2019 - 00:00,1.21,18.59,10.87,29.03,18.27,0.51,86.18,54.35,103.76,0.26,0.6,31.45,29.55,78.26,2.97,740.19,115.15,0.0,19-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-May-2019 - 00:00,1.05,23.61,13.42,27.69,17.69,0.62,106.49,77.09,163.82,0.38,0.42,36.29,30.17,76.38,3.21,740.26,111.84,0.0,20-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-May-2019 - 00:00,1.6,34.94,19.88,26.8,31.25,0.78,74.1,100.07,245.66,0.62,0.77,38.37,30.29,73.98,2.95,740.33,106.35,0.0,21-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-May-2019 - 00:00,1.52,32.55,18.54,29.79,25.64,0.73,80.47,90.28,236.07,0.61,1.18,39.07,31.35,80.27,2.24,740.23,114.11,0.0,22-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-May-2019 - 00:00,8.61,37.29,26.84,25.22,23.4,0.8,65.41,81.88,271.26,0.74,1.35,38.85,32.95,72.36,2.01,740.0,79.73,0.0,23-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-May-2019 - 00:00,7.21,42.0,28.2,30.17,38.28,1.01,60.99,120.41,328.66,0.85,2.46,37.44,32.71,73.65,2.52,740.0,86.85,0.0,24-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-May-2019 - 00:00,3.56,30.41,19.06,32.03,17.51,0.63,46.67,50.12,127.34,0.45,1.16,32.26,32.28,71.45,3.06,740.07,90.53,0.0,25-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-May-2019 - 00:00,1.4,22.51,13.11,27.37,14.1,0.48,86.29,42.58,129.55,0.29,0.41,35.92,32.06,90.71,4.47,740.0,128.28,0.0,26-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-May-2019 - 00:00,1.18,23.93,13.69,27.29,12.99,0.56,98.22,58.19,154.95,0.37,0.52,37.33,32.03,91.55,2.87,740.0,127.96,0.0,27-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-May-2019 - 00:00,1.36,28.91,16.49,30.92,20.35,0.51,87.13,60.4,198.65,0.54,0.67,38.84,32.04,90.83,3.14,740.0,130.01,0.0,28-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-May-2019 - 00:00,1.56,30.12,17.29,31.06,19.6,0.45,95.18,50.7,197.28,0.49,1.08,38.47,31.99,90.8,3.13,740.0,130.98,0.0,29-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-May-2019 - 00:00,1.87,35.18,20.23,33.35,23.8,0.69,89.84,59.0,186.73,0.64,0.88,38.01,31.41,85.26,2.03,740.0,122.82,0.0,30-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-May-2019 - 00:00,3.74,43.7,26.28,36.24,27.84,0.78,70.95,83.93,242.98,0.81,2.32,37.97,31.62,85.06,1.95,740.0,122.24,0.0,31-May-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-May-2019 - 00:00,1.58,30.97,17.76,37.79,29.42,0.79,89.73,80.85,400.62,0.7,0.74,41.1,31.72,81.86,2.51,740.0,113.97,0.0,01-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Jun-2019 - 00:00,2.71,35.98,21.35,44.62,28.97,1.05,74.51,98.23,403.73,1.07,1.45,40.09,31.73,82.22,4.15,740.0,113.53,0.0,02-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Jun-2019 - 00:00,1.08,21.26,12.18,42.46,24.24,0.96,92.44,77.05,282.07,0.72,0.38,40.78,32.48,79.96,4.93,740.0,109.67,0.0,03-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Jun-2019 - 00:00,1.31,18.9,11.12,34.81,17.31,0.66,93.57,55.84,334.76,0.56,0.35,38.44,32.34,79.85,6.74,740.0,109.4,0.0,04-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Jun-2019 - 00:00,1.12,19.67,11.35,29.25,23.31,0.78,107.11,58.14,212.93,0.58,0.34,39.34,32.35,83.31,5.47,740.0,113.65,0.0,05-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Jun-2019 - 00:00,1.12,25.84,14.65,31.9,25.81,1.06,90.07,81.98,243.62,1.01,0.53,40.55,32.04,79.05,2.95,740.0,110.5,0.0,06-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Jun-2019 - 00:00,1.83,30.76,17.85,28.96,23.26,0.95,86.39,74.58,328.8,0.87,1.5,39.56,31.51,76.75,3.54,740.0,107.76,0.0,07-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Jun-2019 - 00:00,1.12,24.23,13.8,27.93,27.05,0.8,96.72,63.06,194.0,0.68,0.47,37.42,32.3,84.94,2.81,740.0,120.25,0.0,08-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Jun-2019 - 00:00,10.48,42.64,31.2,28.8,30.21,1.28,87.47,98.76,277.5,1.42,1.38,38.68,33.52,86.61,1.48,740.0,114.9,0.0,09-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Jun-2019 - 00:00,8.46,43.75,30.15,27.97,34.39,1.09,73.85,92.75,321.36,1.12,0.82,39.24,33.59,87.75,1.69,739.88,116.29,0.0,10-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Jun-2019 - 00:00,8.64,50.79,34.03,25.7,32.38,1.13,81.77,97.14,355.5,1.12,1.53,39.86,33.45,86.96,1.31,739.42,117.7,0.0,11-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Jun-2019 - 00:00,9.42,40.28,29.09,27.43,26.5,0.78,46.57,89.17,595.23,0.66,1.5,41.13,30.4,76.24,2.11,739.43,107.53,0.0,12-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Jun-2019 - 00:00,1.36,17.73,10.53,40.14,13.78,0.63,83.69,52.64,223.36,0.35,0.32,38.31,30.01,82.09,5.7,739.9,118.59,0.0,13-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Jun-2019 - 00:00,2.3,29.82,17.73,33.53,27.86,0.77,80.08,61.57,232.07,0.52,0.52,40.84,32.3,81.31,2.08,740.0,109.57,0.0,14-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Jun-2019 - 00:00,1.35,28.28,16.14,28.7,20.27,0.67,93.29,81.01,238.51,0.54,0.58,39.56,31.87,90.04,2.8,739.93,128.74,0.0,15-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Jun-2019 - 00:00,2.73,32.39,19.44,27.46,20.98,0.62,91.83,79.01,315.45,0.51,0.91,40.02,31.76,84.28,2.75,739.62,119.75,0.0,16-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Jun-2019 - 00:00,1.24,12.52,7.65,29.91,9.12,0.41,77.02,40.84,204.52,0.14,0.32,38.16,32.07,74.89,5.26,740.0,95.24,0.0,17-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Jun-2019 - 00:00,1.45,14.26,8.73,30.28,13.15,0.67,66.76,39.69,229.98,0.19,0.35,36.13,31.88,65.66,5.24,739.88,80.35,0.0,18-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Jun-2019 - 00:00,1.3,18.87,11.1,30.45,10.52,1.17,76.54,36.13,64.64,0.2,0.41,29.85,31.71,69.95,3.68,740.0,74.61,0.0,19-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Jun-2019 - 00:00,3.0,32.33,19.64,38.31,24.54,1.35,74.1,72.24,250.96,0.42,0.46,36.0,31.13,83.51,1.5,740.0,120.45,0.0,20-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Jun-2019 - 00:00,2.83,30.74,18.65,33.91,23.2,1.35,69.6,61.68,195.26,0.5,0.61,36.65,31.44,83.69,2.45,740.0,120.69,0.0,21-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Jun-2019 - 00:00,1.46,29.43,16.84,32.49,28.36,1.53,81.57,90.53,249.01,0.72,0.53,38.96,29.58,71.95,1.71,740.0,108.38,0.0,22-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Jun-2019 - 00:00,5.45,34.06,22.55,32.34,34.93,1.47,69.91,69.7,209.62,0.4,0.54,40.21,29.77,77.67,2.11,740.0,116.85,0.0,23-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Jun-2019 - 00:00,1.12,13.98,8.36,37.67,18.88,1.39,71.48,47.56,159.71,0.37,0.21,38.31,29.7,76.81,4.94,740.0,117.04,0.0,24-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Jun-2019 - 00:00,1.38,15.52,9.34,33.5,18.87,1.39,48.01,32.58,106.35,0.32,0.23,34.62,30.25,63.08,4.52,740.0,82.12,0.0,25-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Jun-2019 - 00:00,2.09,22.65,13.74,30.23,25.17,1.52,57.37,54.74,156.42,0.51,0.31,37.97,31.34,76.62,1.75,740.0,102.09,0.0,26-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Jun-2019 - 00:00,1.29,22.81,13.17,32.02,27.98,1.6,80.48,74.16,199.92,0.56,0.42,41.67,32.34,79.6,1.9,739.93,103.9,0.0,27-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Jun-2019 - 00:00,4.36,24.69,16.6,31.53,13.72,1.35,74.9,61.06,295.96,0.3,0.45,39.41,32.37,74.61,2.97,739.55,93.7,0.0,28-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Jun-2019 - 00:00,2.73,27.28,16.73,30.22,22.04,1.35,53.0,70.74,285.39,0.34,0.82,40.51,31.78,85.2,3.38,739.33,118.44,0.0,29-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Jun-2019 - 00:00,8.29,23.38,19.17,29.85,16.29,1.41,51.23,79.43,432.92,0.44,0.82,40.89,31.91,80.91,2.5,739.28,110.48,0.0,30-Jun-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Jun-2019 - 00:00,19.03,34.75,33.95,45.9,14.99,1.65,36.48,64.77,324.47,0.34,0.6,40.76,31.31,71.79,2.34,739.31,90.91,0.0,01-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Jul-2019 - 00:00,5.49,30.56,20.72,55.88,16.82,1.62,44.01,69.72,240.23,0.31,0.33,40.2,31.01,77.68,1.89,739.62,109.32,0.0,02-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Jul-2019 - 00:00,1.43,21.11,12.39,51.07,16.62,1.54,57.62,64.79,236.02,0.27,0.32,39.72,30.76,71.34,2.39,739.97,99.72,0.0,03-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Jul-2019 - 00:00,1.47,18.81,11.2,49.45,14.97,1.48,44.98,52.84,166.23,0.41,0.33,38.9,31.02,72.86,3.73,739.99,94.75,0.0,04-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Jul-2019 - 00:00,1.73,21.57,12.87,33.69,20.79,1.56,29.22,52.68,112.22,0.51,0.45,34.42,31.44,54.99,2.93,739.65,41.12,0.0,05-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Jul-2019 - 00:00,3.21,23.46,15.09,35.27,36.46,1.69,29.87,62.76,114.19,0.62,0.48,34.95,31.46,67.34,2.32,739.19,81.23,0.0,06-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Jul-2019 - 00:00,3.36,23.04,14.98,30.91,14.39,1.42,44.77,46.1,104.73,0.45,0.66,36.32,31.66,83.16,3.45,739.06,112.56,0.0,07-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Jul-2019 - 00:00,1.93,20.45,12.44,29.65,14.95,1.46,47.43,46.12,107.18,0.32,0.32,37.47,31.59,74.25,1.85,739.15,92.55,0.0,08-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Jul-2019 - 00:00,1.74,22.13,13.18,35.17,18.66,1.48,60.54,60.46,162.64,0.41,0.64,37.76,31.76,76.04,2.7,739.23,96.72,0.0,09-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Jul-2019 - 00:00,1.58,22.73,13.37,32.82,21.6,1.39,38.74,54.57,129.52,0.36,0.74,34.27,32.28,62.24,2.21,739.18,54.82,0.46,10-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Jul-2019 - 00:00,3.38,23.72,15.37,28.18,14.91,1.48,35.04,79.33,398.36,0.37,0.58,37.01,31.94,71.81,2.57,739.0,91.06,0.0,11-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Jul-2019 - 00:00,2.93,18.04,11.97,40.21,10.27,1.35,27.01,74.02,436.79,0.22,0.43,38.09,32.12,67.49,3.18,739.07,81.78,0.0,12-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Jul-2019 - 00:00,1.39,15.09,9.16,44.86,10.75,1.49,23.99,62.6,246.89,0.31,0.34,36.17,32.03,65.07,3.21,739.72,74.97,0.0,13-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Jul-2019 - 00:00,1.27,16.17,9.6,41.51,11.32,1.34,30.34,64.31,361.83,0.24,0.38,38.23,32.12,70.45,3.22,739.8,83.9,0.0,14-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Jul-2019 - 00:00,1.22,15.22,9.08,36.7,18.01,1.27,46.1,51.53,208.61,0.23,0.39,36.11,32.2,73.57,2.96,739.34,91.54,0.0,15-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Jul-2019 - 00:00,1.81,14.51,9.19,30.39,8.9,1.28,44.32,32.32,75.05,0.22,0.3,30.33,32.08,60.51,3.49,739.36,52.81,0.58,16-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Jul-2019 - 00:00,1.43,13.44,8.29,24.3,10.2,1.23,45.51,29.16,43.74,0.21,0.3,28.98,31.64,55.97,3.81,739.79,42.51,0.0,17-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Jul-2019 - 00:00,2.98,19.57,12.83,22.47,6.2,1.32,57.79,34.31,57.72,0.19,0.46,30.44,31.96,66.38,1.4,740.0,71.58,0.0,18-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Jul-2019 - 00:00,3.2,21.99,14.31,24.06,5.77,1.41,67.23,38.59,71.16,0.3,0.89,32.21,31.89,70.68,1.76,740.0,80.83,0.0,19-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Jul-2019 - 00:00,1.74,26.35,15.43,27.89,17.69,1.61,58.69,64.01,166.86,0.44,0.93,35.95,31.58,76.71,1.21,740.0,103.14,0.0,20-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Jul-2019 - 00:00,2.84,24.39,15.28,37.56,5.98,1.54,32.75,53.85,102.24,0.27,0.92,34.64,31.46,61.81,1.77,740.0,64.78,0.0,21-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Jul-2019 - 00:00,1.95,18.83,11.61,39.96,7.33,1.47,37.61,48.79,90.1,0.33,0.45,35.1,31.21,74.15,2.12,740.0,89.26,0.0,22-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Jul-2019 - 00:00,2.57,17.43,11.36,42.88,7.86,1.55,30.65,50.46,88.6,0.29,0.35,35.35,31.32,74.03,2.18,740.0,93.44,0.04,23-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Jul-2019 - 00:00,1.33,19.66,11.32,43.01,7.2,1.31,44.03,62.74,131.33,0.36,0.39,39.13,31.29,82.9,1.31,739.98,117.27,0.0,24-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Jul-2019 - 00:00,1.03,18.17,10.13,65.42,0.49,1.21,44.6,59.27,118.7,0.19,0.73,36.44,30.94,65.24,1.86,739.55,76.9,0.0,25-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Jul-2019 - 00:00,1.39,14.31,8.32,44.74,3.86,1.0,38.51,27.24,42.79,0.19,0.64,31.86,31.13,51.99,2.23,739.95,34.84,0.0,26-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Jul-2019 - 00:00,1.71,3.87,3.44,37.04,2.78,0.92,42.12,16.71,32.66,0.16,0.37,31.92,31.56,61.84,3.14,739.41,64.7,0.0,27-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Jul-2019 - 00:00,1.72,2.78,2.88,29.77,5.08,0.91,34.36,15.86,25.16,0.12,0.23,31.56,31.17,58.06,3.83,739.4,51.19,0.01,28-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Jul-2019 - 00:00,1.54,2.48,2.58,29.11,3.61,0.9,32.33,13.22,40.7,0.12,0.19,34.36,31.29,72.97,4.0,740.0,89.78,0.0,29-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Jul-2019 - 00:00,1.74,2.54,2.75,34.07,2.48,0.89,34.86,17.25,66.92,0.17,0.23,35.59,31.39,72.86,3.79,740.0,92.04,0.0,30-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Jul-2019 - 00:00,1.77,3.74,3.44,42.39,1.86,0.99,35.24,18.94,81.7,0.2,0.27,35.26,32.54,81.21,3.38,740.0,97.01,0.0,31-Jul-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Jul-2019 - 00:00,2.17,7.78,5.91,36.39,3.5,0.94,37.11,25.77,84.77,0.24,0.28,34.74,33.27,67.95,2.36,740.0,64.38,0.0,01-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Aug-2019 - 00:00,2.43,12.14,8.44,38.38,2.43,0.98,38.9,31.73,109.93,0.32,0.36,35.79,33.3,85.86,2.59,740.0,106.09,0.0,02-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Aug-2019 - 00:00,2.51,10.76,7.77,40.21,2.23,0.99,35.89,26.53,66.09,0.32,0.39,33.9,33.13,70.54,2.15,739.75,68.76,0.0,03-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Aug-2019 - 00:00,2.98,10.99,8.27,35.74,1.06,1.0,27.61,23.21,46.77,0.26,0.32,32.87,33.14,70.83,2.08,739.77,71.89,0.0,04-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Aug-2019 - 00:00,2.93,13.7,9.67,36.01,4.65,1.0,30.12,32.17,98.61,0.26,0.29,34.96,33.07,83.96,1.38,739.62,98.66,0.0,05-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Aug-2019 - 00:00,2.56,15.71,10.44,41.97,3.13,1.16,57.85,46.33,105.09,0.51,1.15,36.74,33.16,86.39,1.89,739.23,108.83,0.0,06-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Aug-2019 - 00:00,3.62,12.96,9.83,42.97,3.03,1.06,30.69,32.11,51.06,0.29,0.53,31.63,33.27,61.27,2.37,739.0,36.44,0.0,07-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Aug-2019 - 00:00,3.38,12.08,9.18,34.15,5.64,1.12,31.95,24.53,71.56,0.36,0.41,34.93,33.1,73.28,1.23,739.25,84.47,0.0,08-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Aug-2019 - 00:00,4.95,12.3,10.57,35.95,6.72,0.88,30.74,23.27,136.39,0.29,0.35,37.86,32.9,90.52,1.73,739.23,119.27,0.0,09-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Aug-2019 - 00:00,2.49,4.25,4.22,29.38,2.32,1.38,39.04,12.72,102.24,0.12,0.21,35.79,31.86,72.67,5.77,739.68,91.95,1.34,10-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Aug-2019 - 00:00,2.5,6.49,5.48,8.5,2.58,4.68,32.6,14.91,38.76,0.09,0.15,34.21,29.95,65.64,5.18,739.89,86.93,0.02,11-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Aug-2019 - 00:00,2.01,8.37,6.09,8.41,1.02,2.84,43.4,26.58,55.9,0.1,0.33,36.91,29.54,75.15,1.59,740.0,109.03,0.0,12-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Aug-2019 - 00:00,1.89,8.06,5.83,14.44,2.11,2.96,34.38,24.52,56.69,0.05,0.77,36.49,30.13,58.43,1.16,740.0,70.2,0.0,13-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
