from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
05-Aug-2019 - 00:00,0.93,12.2,79.66,99.0,26.64,704.8,252.48,0.0,3.36,0.0,0.4,17.06,10.45,3.95,8.77,7.57,1.55,0.11,0.17,0.01,06-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Aug-2019 - 00:00,1.16,15.56,80.14,96.04,26.36,704.71,255.89,0.0,3.01,0.0,1.07,14.17,11.0,4.13,9.22,8.15,1.81,0.0,0.0,0.0,07-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Aug-2019 - 00:00,2.45,18.28,80.65,59.46,26.78,705.03,252.11,0.0,3.1,0.02,0.38,12.05,11.45,4.17,9.48,7.9,1.48,0.01,0.04,0.0,08-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Aug-2019 - 00:00,6.0,32.17,76.46,100.52,26.39,703.96,247.71,0.0,3.23,0.02,0.63,14.85,11.45,4.16,9.47,8.03,2.42,0.0,0.0,0.0,09-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Aug-2019 - 00:00,6.45,32.85,72.91,105.44,26.54,703.62,233.98,0.0,2.6,0.0,0.62,20.36,9.33,4.1,8.3,7.67,2.22,0.0,0.02,0.0,10-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Aug-2019 - 00:00,6.68,37.4,71.62,109.97,26.36,703.36,239.85,0.0,1.87,0.0,0.28,20.32,11.86,3.9,9.48,7.4,1.58,0.0,0.0,0.0,11-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Aug-2019 - 00:00,10.51,46.95,69.97,156.92,26.55,703.18,249.85,0.0,1.67,0.0,0.5,18.84,12.97,4.22,10.33,7.09,1.67,0.0,0.0,0.0,12-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Aug-2019 - 00:00,11.68,44.64,73.87,126.93,26.4,703.76,272.59,0.0,1.13,0.0,0.69,17.24,14.59,4.16,11.15,7.45,1.4,0.0,0.0,0.0,13-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Aug-2019 - 00:00,18.48,63.76,74.44,112.25,26.65,703.67,282.89,0.0,1.11,0.0,0.4,15.45,19.49,4.83,14.3,7.76,1.76,0.0,0.01,0.0,14-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Aug-2019 - 00:00,14.41,57.3,72.43,144.86,26.49,703.11,232.74,0.0,1.04,0.0,0.25,19.11,16.44,5.7,13.39,7.96,2.14,0.0,0.0,0.0,15-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Aug-2019 - 00:00,11.3,42.89,70.35,158.66,26.6,703.07,248.12,0.0,1.51,0.0,0.29,19.57,14.36,4.05,10.93,8.01,1.81,0.02,0.02,0.0,16-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Aug-2019 - 00:00,8.79,49.05,68.72,163.47,26.66,702.82,264.1,0.0,1.04,0.0,0.53,15.64,17.13,5.62,13.68,8.15,1.61,0.13,0.21,0.02,17-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Aug-2019 - 00:00,12.02,55.79,68.17,171.05,26.55,702.87,224.3,0.0,1.11,0.04,0.39,19.22,16.41,4.59,12.46,8.07,1.9,0.18,0.42,0.02,18-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Aug-2019 - 00:00,25.54,123.46,80.64,2.93,26.0,704.43,111.61,0.0,0.34,0.0,0.59,4.08,20.12,11.07,19.68,9.03,1.81,0.56,1.35,0.1,19-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Aug-2019 - 00:00,15.11,54.11,74.81,191.89,28.09,703.19,247.76,0.0,1.33,0.04,0.53,15.05,18.95,12.42,19.73,9.34,1.03,0.0,0.0,0.0,20-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Aug-2019 - 00:00,16.45,64.24,75.47,126.48,26.65,703.39,266.24,0.0,1.29,0.02,0.33,11.98,18.31,9.22,17.48,8.75,1.15,0.0,0.0,0.0,21-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Aug-2019 - 00:00,15.5,54.82,73.73,111.55,26.67,703.35,279.77,0.0,1.6,0.0,0.34,16.27,18.25,5.8,14.65,9.46,1.64,0.0,0.0,0.0,22-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Aug-2019 - 00:00,8.32,33.47,75.61,135.32,26.58,703.7,269.08,0.0,1.37,0.02,0.33,18.27,15.29,4.22,11.56,8.76,1.71,0.0,0.0,0.0,23-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Aug-2019 - 00:00,12.34,43.23,77.34,117.12,26.38,704.21,258.18,-0.01,1.68,0.04,0.35,17.36,15.12,4.25,11.49,7.91,1.56,0.0,0.0,0.0,24-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Aug-2019 - 00:00,7.97,27.96,70.97,180.8,26.65,703.52,266.03,0.0,1.81,0.0,0.28,19.43,14.2,3.87,10.71,8.04,1.36,0.0,0.0,0.0,25-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Aug-2019 - 00:00,5.42,26.4,72.35,186.26,26.78,703.66,247.54,0.0,2.04,0.0,0.28,22.17,10.96,3.93,9.03,8.31,1.19,0.0,0.0,0.0,26-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Aug-2019 - 00:00,10.26,40.38,68.85,157.42,26.73,703.42,237.21,0.0,2.09,0.0,0.27,21.67,14.32,4.03,10.9,8.2,1.94,0.0,0.0,0.0,27-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Aug-2019 - 00:00,11.65,61.03,65.77,191.01,26.83,703.45,234.21,0.0,1.68,0.0,0.19,24.5,14.95,4.02,11.22,7.97,2.0,0.0,0.0,0.0,28-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Aug-2019 - 00:00,9.82,54.85,65.48,192.12,27.33,703.55,241.15,0.0,1.7,0.0,0.3,23.54,16.36,4.26,12.16,8.18,0.93,0.07,0.09,0.0,29-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Aug-2019 - 00:00,6.48,36.17,69.3,154.3,27.06,703.23,264.27,0.0,1.2,0.0,0.37,16.02,16.38,4.36,12.26,8.22,1.71,0.25,0.5,0.08,30-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Aug-2019 - 00:00,3.76,18.13,80.79,105.15,27.07,704.36,251.32,0.0,1.08,0.58,0.23,14.55,14.4,4.4,10.84,8.03,1.9,0.19,0.47,0.02,31-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
31-Aug-2019 - 00:00,4.64,19.45,80.0,105.75,26.91,704.46,250.38,0.0,2.06,0.0,0.29,14.41,11.58,4.06,9.46,7.72,2.11,0.0,0.01,0.0,01-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Sep-2019 - 00:00,3.0,12.51,83.65,56.28,26.69,705.32,247.61,0.0,1.73,0.29,0.39,15.06,9.98,4.11,8.65,7.93,1.2,0.01,0.01,0.0,02-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Sep-2019 - 00:00,4.1,15.88,83.37,76.34,26.63,705.09,259.22,0.0,1.32,0.27,0.2,14.07,10.98,4.71,9.32,7.39,1.84,0.12,0.34,0.02,03-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Sep-2019 - 00:00,2.85,15.12,82.21,76.36,26.98,704.83,261.49,0.0,2.0,0.03,0.11,13.38,10.38,3.88,8.2,8.5,1.76,0.03,0.05,0.0,04-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Sep-2019 - 00:00,2.43,15.88,80.23,82.02,26.73,703.97,255.88,0.0,2.5,0.0,0.2,14.85,10.2,4.31,8.87,9.13,1.44,0.04,0.05,0.0,05-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-Sep-2019 - 00:00,4.34,18.97,76.7,107.22,27.04,704.17,252.06,0.0,2.76,0.0,0.11,18.1,12.17,3.97,9.48,9.96,1.55,0.03,0.04,0.0,06-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Sep-2019 - 00:00,7.69,23.6,77.41,86.89,26.59,703.9,258.75,0.0,3.28,0.02,0.15,12.87,15.03,4.07,11.2,10.72,1.87,0.01,0.02,0.0,07-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Sep-2019 - 00:00,8.07,26.01,77.72,95.16,26.47,703.77,255.96,0.0,3.09,0.0,0.21,,14.26,4.27,11.05,10.22,1.71,0.0,0.0,0.0,08-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Sep-2019 - 00:00,6.76,24.65,76.03,108.2,26.15,703.57,245.72,0.0,2.84,0.0,0.29,,13.83,4.13,10.71,9.81,2.0,0.0,0.0,0.0,09-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Sep-2019 - 00:00,9.22,32.88,78.57,67.35,26.44,704.06,247.42,0.0,2.14,0.06,0.35,13.98,14.94,4.35,11.48,9.85,1.92,0.0,0.0,0.0,10-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Sep-2019 - 00:00,11.11,36.94,74.68,122.81,26.58,703.43,244.02,0.0,2.25,0.0,0.28,15.53,15.5,4.27,11.71,9.42,1.73,0.0,0.0,0.0,11-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Sep-2019 - 00:00,15.76,55.07,73.64,124.26,26.61,703.36,246.96,0.0,1.92,0.0,0.26,14.29,18.39,4.43,13.38,9.28,1.41,0.0,0.0,0.0,12-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Sep-2019 - 00:00,15.49,48.38,75.91,75.76,26.65,704.61,251.19,0.0,1.96,0.0,0.17,9.78,15.66,4.33,11.59,9.56,4.98,0.0,0.0,0.0,13-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Sep-2019 - 00:00,13.91,42.53,75.46,119.26,26.36,705.01,235.02,0.0,1.91,0.0,0.25,12.74,15.79,4.37,11.95,9.17,1.53,0.0,0.0,0.0,14-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Sep-2019 - 00:00,12.9,36.66,74.78,153.88,26.26,705.22,208.35,0.0,1.51,0.0,0.15,15.27,18.84,5.26,14.24,9.02,1.37,0.0,0.0,0.0,15-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Sep-2019 - 00:00,13.08,35.98,80.48,90.56,26.17,708.84,214.77,0.0,0.94,0.07,0.41,16.08,16.88,8.85,15.8,10.25,1.52,0.0,0.0,0.0,16-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Sep-2019 - 00:00,17.51,45.8,77.97,113.14,26.85,707.23,258.94,0.0,1.19,0.0,0.19,13.13,15.95,4.46,12.11,10.99,0.94,0.0,0.0,0.0,17-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Sep-2019 - 00:00,19.76,47.25,78.22,140.05,27.07,723.09,255.56,0.0,1.34,0.02,0.21,15.4,16.91,4.27,12.47,9.41,1.98,0.0,0.0,0.0,18-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Sep-2019 - 00:00,15.92,35.26,78.74,114.1,27.06,734.97,143.48,0.0,0.7,0.0,0.18,25.36,27.34,4.6,18.28,7.96,1.99,0.0,0.0,0.0,19-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Sep-2019 - 00:00,17.51,39.15,79.33,105.5,26.65,748.38,124.32,0.0,1.01,0.0,0.35,12.87,21.92,4.94,15.69,8.66,1.45,0.0,0.0,0.0,20-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Sep-2019 - 00:00,15.71,34.52,80.69,102.65,26.93,743.62,208.8,0.0,0.86,0.0,0.24,12.5,25.68,12.86,24.11,7.16,1.42,0.0,0.0,0.0,21-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Sep-2019 - 00:00,19.79,55.39,73.64,163.87,26.75,738.96,210.82,0.0,0.73,0.0,0.12,11.61,23.0,11.03,21.2,7.25,2.03,0.0,0.0,0.0,22-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Sep-2019 - 00:00,20.76,49.56,76.95,140.79,26.71,730.05,132.73,0.0,0.96,0.0,0.17,12.64,31.51,7.74,23.05,7.47,1.89,0.0,0.0,0.0,23-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Sep-2019 - 00:00,23.42,51.32,79.61,120.54,27.58,724.72,151.84,0.0,0.68,0.0,0.34,9.72,30.86,11.58,25.83,8.39,1.87,0.02,0.12,0.01,24-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Sep-2019 - 00:00,19.69,36.73,80.55,96.12,28.41,731.27,105.02,0.0,0.72,0.0,0.19,12.05,35.42,11.39,28.1,8.18,1.5,0.0,0.0,0.0,25-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Sep-2019 - 00:00,18.23,29.49,82.97,102.06,28.25,704.45,126.0,0.0,1.37,0.0,0.18,15.3,26.31,5.04,18.09,8.6,1.0,0.0,0.0,0.0,26-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Sep-2019 - 00:00,12.44,30.02,77.81,114.9,27.56,703.89,143.61,0.0,1.95,0.0,0.08,12.85,18.28,4.6,13.47,7.75,1.31,0.0,0.05,0.0,27-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Sep-2019 - 00:00,6.24,21.93,79.38,130.57,26.89,704.29,201.21,0.0,0.98,0.0,0.26,9.79,16.98,4.93,12.93,6.71,0.92,0.1,0.15,0.01,28-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Sep-2019 - 00:00,17.28,37.16,78.1,114.27,27.11,703.76,207.61,0.0,1.08,0.0,0.34,14.08,16.06,4.29,12.03,7.63,1.97,0.17,0.44,0.01,29-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Sep-2019 - 00:00,22.73,48.38,78.04,98.95,27.13,704.11,159.22,0.0,1.03,0.0,0.53,12.07,24.04,7.25,18.69,7.7,2.34,0.47,1.88,0.1,30-Sep-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Sep-2019 - 00:00,29.76,57.61,79.59,101.83,27.07,704.73,138.21,0.0,0.93,0.42,0.89,10.37,36.32,32.23,45.53,7.75,2.27,1.33,3.2,0.77,01-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Oct-2019 - 00:00,25.77,55.16,73.77,169.6,27.08,703.9,181.13,0.0,0.96,0.0,0.58,14.67,28.89,10.48,23.89,7.94,1.24,0.71,2.3,0.44,02-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Oct-2019 - 00:00,23.94,60.35,73.31,148.85,26.66,703.22,176.15,0.0,1.19,0.0,0.57,15.04,28.01,6.09,19.85,7.72,1.77,0.0,0.01,0.0,03-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Oct-2019 - 00:00,23.82,63.28,73.94,168.61,26.69,703.82,156.81,0.0,0.87,0.0,0.52,13.89,27.81,6.61,20.18,7.78,1.69,0.0,0.0,0.0,04-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Oct-2019 - 00:00,22.34,64.01,77.16,129.89,26.74,704.37,192.0,0.0,0.77,0.24,0.48,15.61,27.22,6.36,19.66,8.38,1.94,0.0,0.0,0.0,05-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-Oct-2019 - 00:00,30.72,70.05,77.84,100.23,26.69,704.33,141.4,0.0,0.81,0.04,0.61,17.81,29.5,6.37,20.87,9.58,1.69,0.0,0.01,0.0,06-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Oct-2019 - 00:00,29.42,54.44,80.77,111.11,26.85,704.99,183.62,0.0,0.81,0.04,0.53,18.04,26.05,7.56,19.87,9.36,0.8,0.0,0.01,0.0,07-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Oct-2019 - 00:00,37.99,75.43,74.76,158.7,27.06,703.9,196.02,0.0,0.86,0.0,0.49,20.25,29.73,8.73,22.91,11.81,1.45,0.0,0.09,0.0,08-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Oct-2019 - 00:00,42.39,73.82,78.51,120.31,26.98,704.26,97.8,0.0,0.88,0.29,0.51,19.65,27.46,5.53,19.1,11.1,1.26,0.0,0.0,0.0,09-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Oct-2019 - 00:00,41.01,64.54,80.58,90.95,26.96,704.31,114.41,0.0,0.59,0.83,0.61,17.51,28.36,5.12,19.24,9.91,1.37,0.0,0.0,0.0,10-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Oct-2019 - 00:00,28.09,55.05,81.85,84.67,26.99,705.11,82.57,0.0,0.77,0.56,0.58,14.46,42.88,7.66,29.04,8.55,1.73,0.0,0.03,0.0,11-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Oct-2019 - 00:00,21.9,45.77,78.45,135.69,27.01,704.48,156.03,0.0,0.8,0.02,0.56,19.47,29.02,6.18,20.46,7.89,1.97,0.0,0.0,0.0,12-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Oct-2019 - 00:00,23.75,49.39,76.77,162.0,27.05,704.71,151.47,0.0,0.85,0.03,0.43,18.88,29.55,6.24,20.78,7.7,1.51,0.0,0.0,0.0,13-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Oct-2019 - 00:00,27.1,53.62,77.56,128.93,26.9,704.42,92.0,0.0,0.75,0.02,0.61,19.28,30.76,6.0,21.24,7.81,2.03,0.0,0.04,0.0,14-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Oct-2019 - 00:00,36.65,76.26,74.42,123.97,26.7,703.55,78.85,0.0,1.14,0.03,0.56,20.02,28.36,5.18,19.3,9.45,2.37,0.0,0.03,0.0,15-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Oct-2019 - 00:00,39.23,74.55,73.89,126.94,26.62,703.54,77.83,0.0,1.23,0.0,0.47,22.57,28.09,5.1,19.09,9.12,1.68,0.0,0.0,0.0,16-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Oct-2019 - 00:00,48.41,87.78,76.91,54.89,26.37,704.9,96.97,0.0,1.17,0.0,0.6,24.04,34.32,6.52,23.55,10.48,1.54,0.0,0.03,0.0,17-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Oct-2019 - 00:00,33.16,66.43,77.9,123.98,26.2,704.65,105.34,0.0,1.21,0.02,0.58,13.83,35.63,6.46,24.2,8.67,1.78,0.0,0.01,0.0,18-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Oct-2019 - 00:00,15.85,43.16,75.79,125.09,26.34,704.04,113.28,0.0,1.77,0.0,0.54,16.6,28.25,4.91,19.02,7.04,2.68,0.0,0.0,0.0,19-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Oct-2019 - 00:00,13.69,40.0,76.4,105.28,26.29,704.45,99.38,0.0,1.49,0.0,0.36,18.54,28.57,4.69,19.01,7.08,2.43,0.0,0.0,0.0,20-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Oct-2019 - 00:00,15.68,35.91,79.79,99.3,26.29,704.54,114.47,0.0,1.07,0.55,0.55,15.96,25.94,5.02,17.88,7.52,1.55,0.0,0.0,0.0,21-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Oct-2019 - 00:00,11.8,35.41,77.99,108.15,26.19,704.46,103.4,0.0,1.29,0.0,0.4,17.79,26.46,4.87,18.04,6.88,1.84,0.01,0.01,0.0,22-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Oct-2019 - 00:00,29.56,70.95,81.98,96.58,26.56,705.16,185.59,0.0,0.73,0.25,0.68,12.37,31.98,9.13,24.1,9.79,1.07,0.09,0.24,0.0,23-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Oct-2019 - 00:00,24.92,58.75,78.44,113.18,26.77,704.36,212.96,0.0,0.86,0.0,0.56,11.03,28.69,12.13,25.13,8.58,1.87,0.41,0.87,0.26,24-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Oct-2019 - 00:00,11.72,39.46,81.62,76.27,26.9,705.0,210.72,0.0,0.77,0.15,0.51,9.04,20.82,8.0,17.57,6.91,1.98,0.33,0.91,0.06,25-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Oct-2019 - 00:00,11.48,35.99,75.29,128.3,26.51,703.98,160.88,0.0,0.93,0.0,0.43,11.21,23.67,9.21,20.08,6.88,1.6,0.45,0.8,0.06,26-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Oct-2019 - 00:00,10.94,34.17,73.79,146.81,26.91,703.97,146.02,0.0,1.48,0.0,0.5,11.93,20.51,7.59,17.08,6.61,2.22,0.25,1.02,0.04,27-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Oct-2019 - 00:00,20.82,44.25,75.75,157.82,27.62,704.35,168.96,0.0,1.12,0.23,0.41,13.77,17.46,5.27,13.58,7.41,1.62,0.21,0.47,0.02,28-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Oct-2019 - 00:00,45.47,91.54,75.5,139.94,27.77,703.73,129.84,0.0,1.13,0.0,0.51,16.94,23.74,7.4,18.64,8.81,1.73,0.51,0.9,0.01,29-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Oct-2019 - 00:00,28.16,61.03,77.76,117.09,27.84,704.57,115.82,0.0,1.19,0.0,0.64,14.22,32.75,7.34,23.39,8.47,1.77,0.63,1.48,0.11,30-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Oct-2019 - 00:00,25.09,57.73,76.74,104.62,27.84,704.61,112.77,0.0,1.32,0.0,0.55,16.81,31.83,5.8,21.64,8.44,1.78,0.53,1.09,0.01,31-Oct-2019 - 00:00,"Central University, Hyderabad - TSPCB"
31-Oct-2019 - 00:00,12.12,39.52,75.55,93.88,27.9,704.39,111.0,0.0,1.62,0.0,0.4,16.77,27.09,4.77,18.29,7.57,1.74,0.31,0.65,0.0,01-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Nov-2019 - 00:00,14.9,43.82,73.93,120.96,28.0,703.93,112.05,0.0,1.62,0.0,0.32,15.22,30.04,5.28,20.28,7.65,1.45,0.21,0.44,0.0,02-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Nov-2019 - 00:00,18.04,53.55,73.41,128.67,28.05,703.86,114.58,-0.0,1.23,0.0,0.7,16.21,33.31,5.31,22.03,7.85,2.21,0.02,0.05,0.0,03-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Nov-2019 - 00:00,26.85,66.41,71.3,151.21,27.98,704.0,97.56,0.0,0.85,0.0,0.78,19.49,31.87,7.9,23.37,8.71,2.09,0.0,0.0,0.0,04-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Nov-2019 - 00:00,48.2,109.88,67.77,154.52,28.22,703.89,127.64,0.0,1.0,0.0,0.82,23.72,34.75,6.32,23.63,11.49,1.52,0.0,0.0,0.0,05-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-Nov-2019 - 00:00,75.35,156.97,67.9,142.57,28.63,704.22,119.93,0.01,0.82,0.0,0.7,23.39,43.94,7.88,29.78,14.97,2.71,0.01,0.05,0.0,06-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Nov-2019 - 00:00,71.54,154.81,68.96,128.61,28.65,704.0,89.42,0.01,0.81,0.0,0.76,25.78,43.57,10.72,31.88,14.68,1.83,0.0,0.04,0.0,07-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Nov-2019 - 00:00,54.53,111.49,67.01,152.49,28.64,704.01,144.2,-0.03,0.63,0.0,0.5,26.06,35.95,4.76,22.99,11.95,2.28,0.0,0.01,0.0,08-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Nov-2019 - 00:00,58.5,120.62,68.1,119.44,28.59,703.96,166.7,0.0,0.7,0.0,0.98,27.77,38.6,4.78,24.42,13.01,2.06,0.0,0.03,0.0,09-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Nov-2019 - 00:00,71.22,136.24,68.58,142.97,28.37,704.15,177.17,0.0,0.94,0.0,0.62,34.04,34.73,5.0,22.54,13.98,2.93,0.0,0.03,0.0,10-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Nov-2019 - 00:00,57.96,122.17,61.21,155.35,28.4,704.31,140.68,0.0,1.0,0.0,0.29,49.01,33.49,4.74,21.24,11.65,4.36,0.0,0.0,0.0,11-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Nov-2019 - 00:00,48.26,96.7,66.78,116.39,28.26,704.62,67.74,0.0,0.78,0.0,0.5,29.57,38.71,6.62,25.97,10.38,3.04,0.03,0.04,0.0,12-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Nov-2019 - 00:00,42.44,119.55,63.38,141.73,27.53,704.61,80.27,0.0,0.98,0.0,0.19,30.61,33.88,4.61,21.78,10.22,2.79,0.0,0.02,0.0,13-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Nov-2019 - 00:00,44.72,105.2,63.01,150.67,27.59,705.21,77.91,0.0,0.93,0.0,0.23,37.06,36.32,4.49,22.99,10.83,3.39,0.0,0.0,0.0,14-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Nov-2019 - 00:00,52.01,108.16,67.8,101.09,27.62,705.05,76.6,0.0,1.28,0.0,0.34,36.65,33.82,4.37,21.55,12.01,2.97,0.0,0.0,0.0,15-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Nov-2019 - 00:00,58.52,123.15,67.8,90.22,27.79,704.95,80.27,0.0,1.02,0.0,0.49,29.66,44.03,4.88,27.4,12.0,3.67,0.0,0.0,0.0,16-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Nov-2019 - 00:00,54.57,113.79,65.93,189.84,28.03,704.14,83.51,0.0,0.98,0.0,0.27,36.12,35.83,4.77,22.13,11.62,3.07,0.0,0.0,0.0,17-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Nov-2019 - 00:00,65.08,144.97,55.48,133.02,28.15,703.17,73.0,0.0,1.1,0.0,0.55,48.42,47.51,4.24,28.74,13.54,7.38,0.0,0.0,0.0,19-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Nov-2019 - 00:00,75.7,158.92,63.86,96.27,28.1,704.52,100.12,0.0,1.0,0.0,0.41,47.98,39.11,4.2,23.27,15.47,7.29,0.48,1.7,0.05,20-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Nov-2019 - 00:00,78.22,149.33,69.55,109.07,28.06,704.91,101.54,0.0,0.91,0.0,0.26,37.31,40.99,4.59,25.52,14.44,3.07,0.43,0.78,0.0,21-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
