from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2019 - 00:00,16.11,752.29,361.77,222.19,0.0,66.98,58.22,28.97,155.42,0.92,1.69,6.34,4.15,2.14,68.46,13.3,99.4,63.68,34.27,16.58,02-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Jan-2019 - 00:00,17.09,752.76,410.22,500.76,0.0,71.88,57.07,28.67,193.3,0.55,2.16,8.8,6.69,2.79,76.17,79.0,166.41,154.43,27.68,32.49,03-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Jan-2019 - 00:00,17.15,752.62,402.25,285.78,0.0,63.61,62.22,28.63,78.78,1.43,1.67,6.45,4.47,2.08,63.9,21.63,100.38,70.98,31.31,11.17,04-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Jan-2019 - 00:00,13.29,752.36,316.56,228.92,0.0,82.79,35.22,29.13,138.82,1.14,1.5,5.18,2.9,2.07,61.47,13.66,71.07,48.91,10.38,8.73,05-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Jan-2019 - 00:00,15.54,752.12,345.74,243.45,0.0,74.14,60.61,29.09,242.14,1.2,1.82,6.76,4.53,2.2,60.05,17.73,83.82,58.99,31.57,10.78,06-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Jan-2019 - 00:00,16.71,750.43,352.73,235.57,0.0,68.77,52.67,28.78,164.96,1.11,1.21,5.26,3.19,1.36,53.58,7.72,63.1,39.82,27.08,22.13,07-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Jan-2019 - 00:00,19.49,751.77,232.37,126.83,0.0,54.59,90.19,28.23,100.17,1.53,0.94,5.41,3.62,1.11,43.34,7.53,79.44,45.15,36.81,28.58,08-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Jan-2019 - 00:00,16.32,749.54,267.02,165.28,0.0,66.97,59.97,28.62,77.64,1.87,1.01,3.98,2.12,1.02,45.17,7.91,64.75,40.87,31.03,18.15,09-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Jan-2019 - 00:00,16.32,748.72,263.99,153.72,0.0,64.72,68.55,28.51,74.78,1.99,0.94,4.14,2.36,0.98,45.47,9.56,73.37,46.79,32.75,13.28,10-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Jan-2019 - 00:00,16.19,749.16,275.5,227.1,0.0,64.43,65.26,28.68,109.53,1.29,1.45,5.8,4.2,2.09,54.01,32.97,113.29,87.07,32.41,22.04,11-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Jan-2019 - 00:00,16.97,751.09,356.51,234.67,0.0,68.05,63.41,28.72,214.0,0.67,1.53,6.16,4.19,2.23,57.15,27.15,108.68,79.88,33.72,14.53,12-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Jan-2019 - 00:00,17.82,750.25,426.02,323.41,0.0,67.22,49.66,28.77,194.25,0.53,1.86,7.38,5.56,2.9,62.24,30.09,113.35,82.74,33.93,32.54,13-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Jan-2019 - 00:00,18.77,751.52,433.86,281.77,0.0,64.33,62.52,28.64,140.8,0.96,1.46,6.5,4.59,1.94,56.53,27.77,95.1,73.17,34.53,21.22,14-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Jan-2019 - 00:00,16.71,750.14,216.39,87.1,0.0,57.1,79.97,28.48,78.1,2.65,0.68,3.21,1.63,0.56,35.55,6.47,47.76,30.65,43.17,10.76,15-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Jan-2019 - 00:00,14.75,749.84,229.89,133.06,0.0,61.83,63.74,28.62,78.15,1.82,0.87,4.19,2.43,1.04,41.03,9.72,68.21,44.18,32.39,17.28,16-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Jan-2019 - 00:00,15.22,751.04,370.39,324.77,0.0,70.77,54.69,28.62,200.03,0.94,1.71,7.39,4.97,2.43,56.38,38.56,106.52,88.0,23.84,26.62,17-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Jan-2019 - 00:00,17.35,749.19,319.38,208.44,0.0,64.48,69.91,27.87,93.35,0.86,1.76,6.74,4.86,2.17,56.07,25.42,100.6,74.17,35.46,23.26,18-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Jan-2019 - 00:00,17.49,749.06,261.46,129.09,0.0,64.85,67.42,28.52,76.68,1.35,1.45,5.36,3.24,1.69,56.26,10.85,86.52,54.81,36.18,19.41,19-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Jan-2019 - 00:00,18.11,749.34,322.86,196.05,0.0,59.69,67.7,28.48,73.17,1.21,1.39,5.25,3.19,1.74,53.03,14.18,97.42,63.32,33.81,24.29,20-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Jan-2019 - 00:00,19.78,748.72,454.79,275.41,0.0,57.94,62.8,28.49,127.91,0.78,1.68,6.7,4.28,2.3,60.43,22.78,120.29,82.51,32.8,31.19,21-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Jan-2019 - 00:00,18.26,747.84,284.19,167.17,0.07,75.98,44.55,28.67,219.47,1.87,1.08,4.93,2.57,1.17,61.81,9.54,64.63,42.13,32.78,13.9,22-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Jan-2019 - 00:00,17.71,747.73,101.14,65.64,0.0,79.41,32.82,28.85,180.7,1.46,0.71,4.9,3.06,1.66,59.34,9.14,65.4,38.0,20.3,23.64,23-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Jan-2019 - 00:00,17.34,749.95,256.9,201.21,0.0,81.79,49.58,28.73,173.86,0.66,1.31,6.8,4.69,1.46,49.44,23.24,81.0,61.97,13.21,18.42,24-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Jan-2019 - 00:00,18.25,751.77,182.26,110.14,0.0,62.83,76.91,28.61,147.65,1.26,0.88,5.31,3.19,1.14,34.11,12.41,65.87,45.13,30.99,21.57,25-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Jan-2019 - 00:00,16.66,751.75,139.48,77.54,0.01,70.79,58.8,28.8,169.72,1.51,0.63,4.1,2.22,0.77,35.28,7.0,50.38,32.47,35.11,14.34,26-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Jan-2019 - 00:00,16.7,753.85,145.58,83.89,0.0,66.59,79.61,28.63,87.1,1.37,0.7,3.66,1.86,1.01,34.83,10.89,60.48,41.03,32.05,11.54,27-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Jan-2019 - 00:00,14.95,753.79,163.3,98.08,0.0,66.54,69.2,28.83,75.51,1.87,0.59,2.99,1.32,0.81,38.92,6.82,53.56,34.03,35.5,13.03,28-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Jan-2019 - 00:00,15.0,753.41,154.69,89.48,0.0,62.16,81.75,28.79,77.01,2.02,0.58,3.12,1.5,0.62,40.11,7.0,52.91,33.83,39.59,13.51,29-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Jan-2019 - 00:00,15.64,751.99,192.19,116.96,0.0,61.19,81.39,28.74,76.27,1.84,0.7,3.34,1.7,0.8,43.98,6.79,58.71,36.74,40.23,15.99,30-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Jan-2019 - 00:00,16.16,751.36,261.01,161.55,0.0,63.19,65.22,28.7,138.88,1.35,0.87,4.1,2.12,1.01,50.22,10.03,71.33,46.1,44.12,18.59,31-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Jan-2019 - 00:00,17.2,751.35,385.7,255.31,0.0,64.7,59.42,28.78,228.22,1.08,1.28,5.64,3.42,1.59,63.32,10.08,82.33,51.99,41.74,20.2,01-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Feb-2019 - 00:00,19.08,750.96,264.11,155.53,0.0,62.78,65.97,28.66,182.22,0.92,1.05,5.5,3.45,1.57,50.32,13.44,76.31,51.52,41.86,18.24,02-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Feb-2019 - 00:00,15.73,750.11,258.3,173.97,0.0,77.5,62.8,28.63,77.76,1.97,0.89,4.02,2.0,1.07,50.98,7.51,54.95,35.34,22.77,8.44,03-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Feb-2019 - 00:00,14.36,751.72,251.25,168.24,0.0,86.43,32.07,28.91,121.79,1.5,0.94,4.12,2.3,1.37,47.07,19.78,68.57,52.55,15.78,5.9,04-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Feb-2019 - 00:00,14.98,752.54,303.78,206.54,0.0,83.52,52.7,28.76,71.5,0.92,1.54,5.69,3.78,2.31,49.48,26.34,98.43,73.77,19.17,7.37,05-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Feb-2019 - 00:00,18.02,750.39,464.17,406.51,0.0,71.99,66.01,28.41,148.94,0.65,1.85,6.69,4.78,2.85,58.12,28.4,123.04,88.54,33.4,22.38,06-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Feb-2019 - 00:00,18.53,745.97,337.0,232.08,0.04,81.05,40.47,28.71,211.97,0.98,1.72,7.47,5.26,2.31,69.08,20.82,96.19,68.09,17.68,13.83,07-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Feb-2019 - 00:00,18.24,744.85,63.56,30.76,0.04,82.62,28.12,29.23,255.05,2.68,0.53,3.74,2.09,0.53,46.13,6.14,33.95,23.05,31.22,9.01,08-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Feb-2019 - 00:00,18.35,748.14,139.73,72.01,0.0,73.03,82.84,28.46,167.58,1.54,0.45,3.11,1.45,0.54,32.99,5.87,40.59,26.36,43.55,13.11,09-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Feb-2019 - 00:00,16.44,750.17,149.1,64.99,0.0,68.65,85.2,28.15,80.23,2.05,0.5,3.16,1.73,0.63,27.86,5.67,49.21,30.78,42.57,13.91,10-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Feb-2019 - 00:00,14.07,751.32,144.68,62.5,0.0,78.77,8.91,27.99,80.14,1.85,0.46,2.32,0.95,0.57,30.49,15.84,58.78,44.15,17.83,7.49,11-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Feb-2019 - 00:00,20.12,749.79,197.21,101.88,0.0,73.84,20.79,28.39,109.24,1.51,1.03,6.34,4.35,1.86,130.56,15.32,60.44,42.12,7.28,12.87,21-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Feb-2019 - 00:00,23.45,748.82,277.9,144.4,0.0,63.7,83.87,28.81,197.01,1.07,1.12,6.36,4.76,2.37,61.37,19.01,64.26,49.53,18.16,23.14,22-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Feb-2019 - 00:00,22.63,747.28,161.03,76.83,0.0,67.57,83.02,28.08,98.07,2.13,0.63,3.32,2.05,0.71,49.82,14.95,43.37,35.23,34.57,13.56,23-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Feb-2019 - 00:00,18.71,746.03,108.78,47.11,0.0,66.32,97.34,28.72,78.0,2.72,0.42,2.28,1.26,0.71,33.29,7.88,38.87,27.08,63.28,12.5,24-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Feb-2019 - 00:00,19.01,743.73,158.38,84.7,0.0,60.68,68.22,29.03,90.96,1.92,0.65,2.7,1.66,0.88,33.04,7.48,54.84,35.24,77.08,18.71,25-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Feb-2019 - 00:00,20.59,743.71,204.5,115.42,0.01,52.46,79.92,28.76,134.62,1.43,0.67,3.16,2.02,0.9,32.32,10.97,58.31,39.9,87.86,24.51,26-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Feb-2019 - 00:00,17.88,744.6,125.66,68.77,0.04,62.28,45.43,29.11,195.59,1.77,0.52,4.08,2.6,0.68,32.04,9.0,41.73,29.34,58.14,20.5,27-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Feb-2019 - 00:00,16.48,743.5,89.62,60.32,0.05,74.5,69.66,29.58,178.36,1.35,0.46,4.03,2.4,0.61,31.33,10.29,40.88,30.08,37.09,13.45,28-Feb-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Feb-2019 - 00:00,16.55,747.11,116.07,57.49,0.0,64.19,99.19,29.27,89.69,1.91,0.48,3.05,1.96,0.76,29.61,16.95,54.85,42.95,41.06,13.59,01-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Mar-2019 - 00:00,18.52,747.51,184.28,88.57,0.0,58.36,101.3,28.88,75.68,1.77,0.77,3.5,2.38,1.14,31.46,21.42,63.74,51.32,47.33,18.05,02-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Mar-2019 - 00:00,17.78,748.36,260.85,171.49,0.02,69.64,27.73,28.92,133.86,1.19,1.02,4.93,3.0,1.16,41.13,16.95,69.16,50.58,23.87,22.27,03-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Mar-2019 - 00:00,18.53,745.24,110.83,82.2,0.04,79.89,77.83,28.97,158.94,1.07,0.58,2.67,1.58,0.73,40.62,9.06,37.39,27.26,24.02,12.13,04-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Mar-2019 - 00:00,20.95,741.49,142.02,81.5,0.0,73.82,88.99,27.67,75.82,1.51,0.64,3.21,1.88,0.88,38.84,11.22,42.01,31.47,33.98,12.72,05-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Mar-2019 - 00:00,20.41,742.47,116.96,57.44,0.0,65.9,97.52,27.7,78.21,2.16,0.43,2.15,1.3,1.07,31.23,7.66,33.84,23.96,42.63,10.07,06-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Mar-2019 - 00:00,20.67,743.85,140.36,68.67,0.0,60.97,101.95,28.8,73.1,2.25,0.54,2.67,1.53,0.68,29.92,9.98,45.06,31.91,43.3,16.81,07-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Mar-2019 - 00:00,21.12,744.5,168.02,82.09,0.0,56.23,102.1,28.58,73.9,1.82,0.69,2.91,1.73,0.82,30.43,8.3,52.02,34.43,53.12,19.21,08-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Mar-2019 - 00:00,22.36,746.03,165.84,72.11,0.0,52.33,96.61,28.37,91.06,1.85,0.7,3.11,1.96,0.74,30.62,9.14,55.03,36.71,49.9,18.47,09-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Mar-2019 - 00:00,23.24,745.48,151.0,54.11,0.0,49.45,99.78,28.2,94.36,2.38,0.56,3.25,2.07,0.67,29.48,8.31,44.02,30.17,52.39,17.92,10-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Mar-2019 - 00:00,22.23,746.51,169.94,76.52,0.0,53.3,108.25,28.28,80.4,1.72,0.62,2.44,1.47,0.84,30.79,8.22,48.07,32.26,60.51,20.64,11-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Mar-2019 - 00:00,23.77,746.97,224.92,104.83,0.0,50.85,95.66,28.15,226.09,1.65,0.82,4.77,2.81,1.21,34.79,12.04,56.37,39.77,57.93,26.75,12-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Mar-2019 - 00:00,24.09,747.42,133.19,56.52,0.0,52.76,82.84,27.5,107.65,1.97,0.52,3.29,2.0,0.71,33.0,8.29,36.86,26.19,56.13,13.02,13-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Mar-2019 - 00:00,22.22,748.34,213.87,84.43,0.0,51.92,43.16,28.32,107.38,1.76,0.78,3.97,2.78,1.13,32.11,10.12,54.19,36.86,43.41,19.99,14-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Mar-2019 - 00:00,22.27,748.57,208.52,97.49,0.03,58.78,82.61,28.05,110.88,2.17,0.73,3.73,2.18,0.94,35.91,9.79,38.36,28.35,48.38,16.61,15-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Mar-2019 - 00:00,22.02,749.7,95.74,40.51,0.01,57.24,111.74,27.57,90.89,1.98,0.48,2.57,1.5,0.5,31.06,8.42,36.52,26.27,51.54,11.56,16-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Mar-2019 - 00:00,22.42,748.21,136.36,60.47,0.0,59.43,102.85,27.44,77.58,2.23,0.52,2.31,1.35,0.82,31.25,6.9,30.99,22.09,62.14,18.3,17-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Mar-2019 - 00:00,23.77,746.8,172.36,82.46,0.0,56.72,98.43,26.86,89.52,1.95,0.66,2.31,1.36,0.77,31.82,6.39,36.41,24.55,67.85,23.5,18-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Mar-2019 - 00:00,24.4,746.06,190.95,88.07,0.0,52.52,105.08,27.22,83.11,2.01,0.69,2.62,1.52,0.95,31.95,6.91,42.51,28.07,79.79,27.36,19-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Mar-2019 - 00:00,25.04,742.99,214.42,95.92,0.0,53.44,108.56,27.56,79.43,1.86,0.82,3.05,1.92,0.97,34.22,7.49,49.78,32.57,57.37,26.0,20-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Mar-2019 - 00:00,26.03,742.41,366.38,186.39,0.0,52.7,99.88,27.44,233.93,1.26,1.08,4.77,3.27,1.28,42.78,22.9,58.48,49.73,66.88,34.7,21-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Mar-2019 - 00:00,28.09,744.8,159.5,46.91,0.0,42.07,21.47,27.19,97.07,1.88,0.55,2.9,2.13,2.88,35.17,1.47,40.36,19.15,55.0,18.69,22-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Mar-2019 - 00:00,25.28,745.71,141.17,35.47,0.0,42.51,116.77,27.24,86.84,2.87,0.4,1.76,1.01,0.39,28.76,6.29,27.47,19.7,69.44,11.96,23-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Mar-2019 - 00:00,24.36,744.72,147.24,44.83,0.0,48.49,115.2,27.51,75.43,3.24,0.43,1.72,0.91,0.47,28.57,6.21,29.4,20.55,79.13,17.02,24-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Mar-2019 - 00:00,26.34,743.48,163.47,52.45,0.0,49.65,111.18,27.17,79.74,2.83,0.49,1.93,1.12,0.58,29.77,6.38,31.13,21.74,62.37,19.1,25-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Mar-2019 - 00:00,25.37,744.19,182.03,78.72,0.0,55.86,86.83,27.17,94.73,2.03,0.72,2.78,1.76,0.87,32.78,7.67,37.37,26.13,51.84,24.53,26-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Mar-2019 - 00:00,25.13,745.24,161.07,71.15,0.0,54.68,112.24,27.46,82.4,2.48,0.62,2.27,1.29,0.7,30.0,7.24,35.42,24.73,57.06,22.61,27-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Mar-2019 - 00:00,25.98,746.18,186.8,85.23,0.0,56.15,97.29,27.32,78.34,2.06,0.7,2.43,1.45,0.8,33.17,6.72,39.7,26.46,71.4,32.41,28-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Mar-2019 - 00:00,28.1,744.67,270.46,132.5,0.0,52.67,102.04,27.36,133.82,1.21,1.02,3.75,2.34,1.24,38.5,12.5,67.08,45.84,65.66,36.85,29-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Mar-2019 - 00:00,29.67,741.77,340.89,171.93,0.0,52.35,99.66,26.06,135.6,1.11,1.21,4.8,3.3,1.57,49.27,14.37,69.11,48.45,65.71,29.34,30-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Mar-2019 - 00:00,30.89,740.76,319.74,169.93,0.0,49.39,99.5,28.34,110.79,1.26,1.03,4.47,2.91,1.61,64.26,14.48,65.44,45.32,59.89,36.74,31-Mar-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Mar-2019 - 00:00,30.42,740.26,217.36,69.59,0.0,41.18,112.73,25.17,84.25,2.48,0.62,2.64,1.41,0.77,35.8,7.17,34.92,24.4,64.37,20.2,01-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Apr-2019 - 00:00,27.74,740.92,178.6,48.24,0.0,42.96,120.18,26.17,85.52,2.62,0.49,2.15,1.38,0.67,31.37,6.49,35.37,24.08,89.95,19.05,02-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Apr-2019 - 00:00,28.54,742.57,196.45,81.31,0.0,41.08,114.91,24.91,163.6,1.61,0.66,2.78,1.76,0.84,31.41,6.92,41.17,27.53,86.26,27.02,03-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Apr-2019 - 00:00,29.25,741.39,276.38,111.41,0.0,44.68,110.36,25.92,102.96,1.52,0.99,3.64,2.47,1.23,39.74,11.64,61.69,42.06,78.2,36.96,04-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Apr-2019 - 00:00,30.9,742.17,331.01,139.53,0.0,46.33,105.2,24.85,170.04,1.1,1.07,4.15,3.07,1.71,48.88,17.66,65.29,48.75,80.69,35.72,05-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Apr-2019 - 00:00,30.89,741.24,303.17,143.5,0.0,51.24,104.04,24.9,235.91,1.33,0.97,4.14,3.03,1.37,60.91,14.0,52.3,37.86,76.21,17.12,06-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Apr-2019 - 00:00,31.21,740.45,257.8,114.84,0.0,56.1,94.88,24.93,215.22,1.75,0.73,3.32,2.38,1.2,69.41,7.04,33.83,23.73,53.59,23.9,07-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Apr-2019 - 00:00,29.16,740.02,210.11,59.92,0.0,56.97,97.25,23.04,250.0,1.98,0.53,2.11,1.29,0.62,46.43,6.66,27.31,19.94,47.57,13.54,08-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Apr-2019 - 00:00,28.89,740.61,232.43,79.38,0.0,54.52,99.62,25.16,219.95,1.82,0.67,3.36,2.22,0.81,43.67,10.53,41.2,30.47,49.78,13.69,09-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Apr-2019 - 00:00,30.18,739.95,208.21,90.95,0.0,47.79,114.42,25.14,160.53,1.26,0.63,3.49,2.36,1.0,37.5,8.37,46.33,31.45,66.28,25.03,10-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Apr-2019 - 00:00,30.3,741.15,268.86,126.92,0.0,52.75,105.88,25.2,181.73,1.42,0.9,3.84,2.79,1.2,44.6,11.11,58.83,40.33,66.5,25.07,11-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Apr-2019 - 00:00,32.29,740.57,264.23,103.98,0.0,47.95,105.27,24.79,172.5,1.53,0.74,3.8,2.76,1.11,45.36,7.49,45.46,30.26,64.17,25.24,12-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Apr-2019 - 00:00,31.75,740.88,229.72,90.54,0.0,44.69,89.45,26.43,126.94,1.8,0.8,3.47,2.4,1.02,45.45,10.14,51.8,35.62,59.32,23.11,13-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Apr-2019 - 00:00,32.34,740.97,227.41,78.46,0.0,41.61,114.11,25.46,93.16,2.05,0.72,2.86,1.97,1.05,35.08,7.31,39.71,27.07,69.72,25.71,14-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Apr-2019 - 00:00,32.72,740.43,207.5,63.25,0.0,38.96,117.9,24.71,86.17,2.53,0.57,2.11,1.39,0.59,32.18,7.32,35.37,24.76,59.15,20.69,15-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Apr-2019 - 00:00,33.83,738.97,234.95,65.72,0.0,35.97,119.05,26.34,86.35,2.04,0.67,3.09,2.21,0.98,32.77,10.44,48.72,34.41,60.57,22.52,16-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Apr-2019 - 00:00,27.11,742.8,296.93,64.14,0.02,57.61,39.03,25.23,120.0,2.58,0.51,3.15,2.02,0.56,35.6,7.62,35.21,24.93,45.04,16.16,17-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Apr-2019 - 00:00,24.1,745.44,104.42,24.88,0.23,69.32,66.22,26.82,213.84,1.81,0.46,2.47,1.68,0.59,44.19,1.99,30.62,17.82,62.82,6.11,18-Apr-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
