from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
03-Aug-2019 - 00:00,29.8,731.91,42.39,0.28,0.11,85.64,8.18,27.09,156.05,1.42,0.44,4.2,4.14,2.97,49.37,2.34,13.17,8.91,13.63,17.65,04-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Aug-2019 - 00:00,31.73,730.9,106.17,61.61,0.0,80.83,84.57,26.71,191.91,1.29,0.35,2.17,2.0,1.68,41.42,3.79,12.16,8.31,23.94,5.02,05-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Aug-2019 - 00:00,30.94,730.21,89.9,41.81,0.0,84.21,68.17,27.26,236.21,1.23,0.29,1.51,1.34,0.33,47.89,4.82,11.08,8.24,18.54,5.27,06-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Aug-2019 - 00:00,30.8,728.79,71.46,20.39,0.0,82.07,52.89,29.21,138.25,1.43,0.48,4.7,4.69,1.94,52.56,2.83,19.2,12.47,15.53,19.56,07-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Aug-2019 - 00:00,31.55,729.57,114.06,52.2,0.0,79.36,55.66,28.67,172.89,0.9,0.61,5.51,5.2,2.79,46.05,3.08,26.73,16.18,17.58,20.44,08-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Aug-2019 - 00:00,33.97,729.52,124.07,63.33,0.0,70.92,131.19,27.5,236.35,1.36,0.45,3.71,3.39,1.52,42.16,3.61,14.57,9.59,20.52,8.95,09-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Aug-2019 - 00:00,30.86,731.99,46.9,14.42,0.0,79.26,78.49,28.1,233.7,2.22,0.29,2.79,3.54,1.69,42.0,3.82,9.84,6.25,21.47,14.93,10-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Aug-2019 - 00:00,31.43,733.12,58.31,22.06,0.0,78.8,90.61,28.04,255.6,2.2,0.23,2.36,2.24,0.44,34.22,3.7,9.88,5.33,28.25,7.91,11-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Aug-2019 - 00:00,33.15,733.69,,28.4,0.0,73.99,126.31,27.9,232.96,1.46,0.23,1.57,1.42,0.49,30.58,3.74,11.91,7.04,27.1,3.75,12-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Aug-2019 - 00:00,30.82,733.52,93.93,28.97,0.0,83.71,49.15,27.75,141.27,1.52,0.24,1.49,1.3,1.58,37.07,4.21,11.28,6.34,30.05,8.52,13-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Aug-2019 - 00:00,30.99,733.8,97.28,49.92,0.0,84.46,55.69,28.38,140.19,1.22,0.42,2.2,2.07,1.97,40.01,3.85,16.79,10.98,18.94,11.03,14-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Aug-2019 - 00:00,33.08,735.16,71.93,20.81,0.0,73.2,115.64,28.03,236.5,1.25,0.28,1.6,1.48,0.76,35.58,3.69,10.21,7.45,24.49,4.85,15-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Aug-2019 - 00:00,32.1,735.92,52.15,8.67,0.0,73.7,154.25,28.32,226.77,2.42,0.18,1.05,0.95,0.2,32.78,4.01,9.79,4.58,32.13,8.08,16-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Aug-2019 - 00:00,33.34,733.5,53.47,6.64,0.0,67.34,226.95,27.94,257.55,3.57,0.17,1.58,1.11,0.4,28.26,2.42,3.14,2.28,32.21,9.86,17-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Aug-2019 - 00:00,29.77,735.15,27.32,8.94,0.06,82.77,117.45,28.77,268.4,2.83,0.2,1.91,1.4,0.4,26.29,2.65,3.98,4.15,23.7,7.63,18-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Aug-2019 - 00:00,27.84,736.72,22.66,10.32,0.0,90.56,29.91,29.03,277.45,2.02,0.14,1.3,0.79,0.33,24.93,4.24,11.12,6.93,17.6,6.64,19-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Aug-2019 - 00:00,30.4,738.04,80.92,39.87,0.0,81.48,84.06,28.33,215.38,1.06,0.53,3.97,3.85,1.19,24.54,2.51,21.88,13.56,20.51,11.24,20-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Aug-2019 - 00:00,31.74,737.11,82.14,31.94,0.0,76.34,100.6,28.27,129.64,1.11,0.44,3.18,2.61,0.75,24.4,3.31,18.38,11.84,27.5,7.52,21-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Aug-2019 - 00:00,30.69,736.08,110.71,44.1,0.0,78.47,76.13,28.35,130.29,1.34,0.42,2.71,2.47,1.59,29.63,3.78,17.43,11.32,31.22,13.25,22-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Aug-2019 - 00:00,30.3,736.32,117.41,50.27,0.0,81.33,48.66,28.37,177.59,1.05,0.47,3.19,2.76,1.21,32.28,3.93,17.71,11.6,28.85,15.08,23-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Aug-2019 - 00:00,32.65,736.03,113.82,45.95,0.0,73.84,89.05,28.28,109.3,1.15,0.44,2.72,1.77,1.41,36.71,3.57,17.82,11.48,32.28,9.05,24-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Aug-2019 - 00:00,31.63,736.0,169.0,85.0,0.0,81.83,8.0,27.53,178.0,0.62,0.43,3.87,1.63,0.89,46.25,2.3,26.8,16.15,10.25,9.9,25-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Sep-2019 - 00:00,34.56,733.41,93.05,49.86,0.09,69.77,108.36,27.64,230.11,1.07,0.45,4.48,2.93,2.34,29.38,2.62,17.51,11.29,45.12,5.08,04-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Sep-2019 - 00:00,30.26,734.73,74.53,34.39,0.16,83.6,67.91,27.65,223.27,1.56,0.41,3.52,2.93,0.67,34.79,3.44,14.05,8.51,25.83,4.85,05-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Sep-2019 - 00:00,31.72,734.46,96.83,34.89,0.0,80.15,76.98,27.32,224.25,1.37,0.45,3.89,2.82,0.66,31.53,3.57,14.69,9.94,14.23,7.95,06-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Sep-2019 - 00:00,31.98,733.67,76.1,26.6,0.07,79.7,92.3,27.24,234.39,1.36,0.32,2.88,1.78,1.13,28.34,3.65,10.51,6.9,21.08,8.86,07-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Sep-2019 - 00:00,30.09,734.46,78.54,35.62,0.01,85.4,51.99,28.28,231.51,1.45,0.37,2.76,1.91,0.77,27.65,3.69,13.46,9.42,15.03,5.97,08-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Sep-2019 - 00:00,31.87,735.57,122.25,63.02,0.0,76.5,90.4,27.97,218.28,1.12,0.35,2.47,1.27,0.81,26.08,2.65,10.1,6.92,21.67,19.64,09-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Sep-2019 - 00:00,32.74,734.01,99.24,39.95,0.0,76.32,76.1,27.9,216.1,1.06,0.38,2.67,1.77,0.58,25.98,3.44,14.77,9.64,28.5,8.54,10-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Sep-2019 - 00:00,32.9,733.84,100.73,41.24,0.0,76.85,66.88,28.54,226.66,1.01,0.33,2.37,1.44,0.66,28.2,3.56,10.2,7.51,30.65,3.16,11-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Sep-2019 - 00:00,33.34,734.97,124.99,54.1,0.0,76.37,100.14,27.81,219.11,1.04,0.36,2.63,1.45,0.9,26.3,3.95,11.85,8.35,31.12,3.16,12-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Sep-2019 - 00:00,31.28,737.07,133.54,53.88,0.0,81.76,53.27,27.08,229.9,1.53,0.4,3.23,2.39,0.74,26.85,3.64,16.54,10.06,18.82,3.37,13-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Sep-2019 - 00:00,32.03,737.7,81.5,28.42,0.0,76.29,92.33,27.15,251.23,1.54,0.25,2.09,1.14,0.38,25.7,3.56,8.76,6.52,19.82,2.11,14-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Sep-2019 - 00:00,30.13,738.56,74.57,20.43,0.0,80.95,74.89,27.08,228.85,1.91,0.28,2.44,1.84,0.92,23.61,3.26,9.51,5.78,22.45,4.9,15-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Sep-2019 - 00:00,30.69,738.32,79.98,36.9,0.06,80.04,74.02,27.15,236.52,1.13,0.26,2.09,1.26,0.67,22.29,3.51,11.02,7.95,25.93,5.09,16-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Sep-2019 - 00:00,31.79,736.71,95.34,42.54,0.01,76.51,86.62,27.4,197.03,1.12,0.31,2.63,1.74,0.68,22.04,3.55,13.32,9.13,28.08,5.51,17-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Sep-2019 - 00:00,30.89,738.06,112.05,48.32,0.0,77.6,80.4,27.05,246.22,1.41,0.31,2.73,2.1,0.58,21.51,3.54,11.32,7.78,39.11,7.06,18-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Sep-2019 - 00:00,29.22,742.35,73.68,37.5,0.18,75.27,95.24,27.14,238.34,1.95,0.29,2.25,1.73,1.21,20.21,3.75,13.58,8.87,42.84,9.6,19-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Sep-2019 - 00:00,29.39,744.33,76.1,20.59,0.0,74.34,95.88,27.19,240.55,1.71,0.3,2.4,1.99,0.7,20.39,3.7,11.79,7.71,26.69,10.74,20-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Sep-2019 - 00:00,30.86,742.25,106.33,49.95,0.0,69.64,104.43,27.07,226.2,1.08,0.3,2.63,1.64,0.52,20.5,3.62,14.64,10.07,29.63,15.64,21-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Sep-2019 - 00:00,31.21,740.95,149.36,77.71,0.0,72.25,72.09,26.86,208.45,0.96,0.37,2.87,1.93,0.82,22.47,3.73,22.39,13.94,36.42,11.57,22-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Sep-2019 - 00:00,27.42,743.4,71.84,41.42,0.05,80.36,62.06,27.27,201.94,1.49,0.27,1.91,1.22,0.45,22.91,3.52,11.27,8.15,34.37,10.14,23-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Sep-2019 - 00:00,29.61,744.28,88.44,41.88,0.0,73.67,113.49,27.12,214.47,1.22,0.29,2.21,1.33,0.58,24.48,3.5,12.7,9.55,30.4,14.98,24-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Sep-2019 - 00:00,29.84,744.48,124.72,60.06,0.0,76.07,94.55,26.99,221.07,1.43,0.36,2.69,1.95,0.63,25.26,2.53,17.02,10.25,24.88,16.89,25-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Sep-2019 - 00:00,30.01,745.6,114.59,50.68,0.0,76.97,93.76,26.96,233.83,1.58,0.33,2.58,2.0,0.59,24.87,2.84,14.3,9.26,23.21,12.59,26-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Sep-2019 - 00:00,29.85,745.99,86.58,17.43,0.01,75.62,80.71,27.03,237.05,2.03,0.31,2.71,2.32,0.51,23.57,3.68,11.95,8.32,16.4,8.77,27-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Sep-2019 - 00:00,28.19,744.75,58.3,13.29,0.0,79.16,63.96,27.31,235.16,2.05,0.27,2.0,1.64,0.5,23.18,3.7,15.45,8.2,15.9,3.17,28-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Sep-2019 - 00:00,27.82,743.07,76.97,20.87,0.0,80.4,59.0,27.4,225.56,1.79,0.29,2.29,1.83,0.5,21.72,3.36,13.2,9.04,12.5,7.47,29-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Sep-2019 - 00:00,28.12,743.82,44.62,10.59,0.0,75.29,74.91,27.38,263.97,2.19,0.19,1.31,0.72,0.34,19.71,2.43,6.13,4.0,24.63,3.38,30-Sep-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Sep-2019 - 00:00,27.71,742.89,72.04,18.38,0.0,78.05,60.46,27.51,249.56,1.46,0.3,1.97,1.51,0.48,19.56,3.75,16.7,11.17,20.23,7.57,01-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Oct-2019 - 00:00,27.71,742.25,69.73,22.71,0.0,79.12,87.64,27.51,269.01,1.49,0.27,1.75,1.05,0.42,20.35,3.49,12.84,8.94,20.34,4.75,02-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Oct-2019 - 00:00,29.02,743.4,149.98,89.23,0.0,75.02,122.9,27.07,199.65,0.99,0.37,1.82,0.97,0.73,21.37,4.02,16.63,11.12,24.83,16.39,03-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Oct-2019 - 00:00,31.91,742.88,169.47,81.36,0.0,63.02,130.45,26.6,173.4,1.08,0.56,3.81,2.94,4.46,22.41,2.53,31.35,18.74,60.28,23.65,04-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Oct-2019 - 00:00,30.08,742.59,134.74,57.21,0.0,66.71,70.57,27.16,93.7,1.9,0.43,2.67,1.88,3.45,22.28,4.03,23.51,14.47,56.42,21.65,05-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Oct-2019 - 00:00,30.5,742.59,130.14,40.95,0.0,58.82,64.91,27.41,72.36,1.91,0.44,3.24,2.29,1.34,22.38,2.47,27.06,14.75,62.74,23.05,06-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Oct-2019 - 00:00,28.9,743.65,138.78,62.58,0.0,63.88,101.11,27.28,81.76,1.86,0.43,1.84,1.19,1.14,22.53,3.73,23.05,13.79,58.93,17.09,07-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Oct-2019 - 00:00,28.25,744.43,186.18,82.49,0.0,67.56,90.75,27.35,74.2,2.07,0.46,2.13,1.3,0.87,24.93,3.46,24.85,15.39,53.02,17.19,08-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Oct-2019 - 00:00,28.3,744.17,167.28,67.58,0.0,65.24,101.42,27.27,76.2,1.93,0.42,1.88,1.22,0.53,23.92,4.41,33.58,19.57,47.64,14.36,09-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Oct-2019 - 00:00,29.45,744.71,193.67,96.67,0.0,61.36,85.98,27.39,141.27,1.45,0.49,2.54,1.64,0.72,26.3,3.4,19.08,12.29,68.02,25.61,10-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Oct-2019 - 00:00,29.22,744.17,225.43,121.06,0.0,59.34,99.33,27.49,130.66,1.27,0.54,3.02,2.1,1.11,26.75,3.63,26.88,16.24,63.53,28.58,11-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Oct-2019 - 00:00,28.88,743.67,199.46,98.7,0.0,59.9,86.11,27.43,158.73,1.02,0.61,3.41,2.19,1.08,31.26,3.69,43.18,25.33,73.08,23.32,12-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Oct-2019 - 00:00,28.87,744.67,251.88,133.86,0.0,62.3,86.38,27.43,194.41,0.96,0.71,3.76,2.87,1.21,35.78,3.96,45.5,26.62,75.56,11.24,13-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Oct-2019 - 00:00,29.21,745.0,254.33,146.98,0.0,62.85,89.29,27.08,122.66,1.11,0.71,3.29,2.38,1.35,37.23,3.61,45.26,26.85,70.48,27.31,14-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Oct-2019 - 00:00,28.87,745.71,243.21,141.91,0.0,66.06,73.65,27.24,187.4,0.92,0.74,3.64,2.56,1.37,39.36,3.53,43.9,25.46,68.53,23.91,15-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Oct-2019 - 00:00,28.85,746.73,192.79,125.4,0.0,65.68,71.23,27.16,205.49,1.06,0.63,3.71,2.64,1.03,37.1,2.98,39.7,22.96,64.96,20.61,16-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Oct-2019 - 00:00,28.81,747.22,272.47,161.4,0.0,64.4,81.89,27.23,202.8,1.01,0.65,3.83,2.43,1.26,35.39,3.71,37.97,22.12,66.03,23.83,17-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Oct-2019 - 00:00,28.67,746.95,249.07,167.33,0.0,63.4,77.86,27.28,219.16,1.12,0.61,3.3,2.04,1.23,34.74,3.61,32.28,19.42,68.85,26.56,18-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Oct-2019 - 00:00,27.64,746.94,182.24,123.36,0.0,66.96,42.44,27.62,205.78,1.0,0.64,3.28,2.13,1.3,34.48,3.99,33.95,19.74,50.84,35.42,19-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Oct-2019 - 00:00,28.56,747.89,204.99,146.62,0.0,64.23,66.94,26.79,114.41,1.07,0.68,3.54,2.34,1.34,33.67,3.76,50.18,28.81,54.28,31.99,20-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Oct-2019 - 00:00,28.12,747.19,257.76,167.59,0.0,63.9,64.35,27.47,99.08,1.06,0.82,2.91,1.98,1.46,37.19,3.61,45.71,26.69,60.46,12.24,21-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Oct-2019 - 00:00,27.68,744.77,221.89,114.22,0.0,54.6,92.14,27.55,79.38,2.02,0.61,2.89,1.83,3.84,31.48,3.66,42.78,23.65,69.03,27.11,22-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Oct-2019 - 00:00,25.54,742.67,228.68,135.9,0.0,61.8,77.39,27.62,127.81,1.6,0.74,3.03,2.24,1.26,33.73,3.68,51.08,29.54,62.24,23.21,23-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Oct-2019 - 00:00,26.92,742.15,229.9,135.5,0.0,63.79,93.66,27.34,197.18,0.89,0.85,4.2,2.9,1.36,36.28,4.02,54.33,31.19,77.28,25.23,24-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Oct-2019 - 00:00,26.53,743.88,204.8,124.15,0.0,65.79,81.54,27.76,234.18,1.24,0.68,3.26,2.53,1.27,36.21,13.35,42.51,30.05,40.69,18.33,25-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Oct-2019 - 00:00,28.03,745.33,181.82,80.56,0.0,56.22,56.22,27.27,274.19,0.77,0.8,5.23,3.8,1.25,33.36,10.52,76.75,49.38,13.53,20.45,26-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Oct-2019 - 00:00,26.37,746.39,193.09,115.15,0.0,68.56,72.97,27.64,137.29,1.1,0.82,3.33,2.4,0.79,37.74,15.66,59.78,44.53,13.17,14.71,27-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Oct-2019 - 00:00,26.65,745.44,328.29,223.19,0.0,64.52,67.09,27.74,91.53,1.13,1.05,3.7,2.76,0.84,42.0,29.64,79.02,66.13,10.69,42.53,28-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Oct-2019 - 00:00,26.04,746.25,415.32,328.22,0.0,67.51,61.49,27.52,188.38,0.79,1.15,3.74,2.74,1.11,47.2,31.68,71.74,63.92,11.37,27.08,29-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Oct-2019 - 00:00,25.92,746.81,339.29,224.93,0.0,73.94,46.53,28.5,198.17,0.69,1.42,4.8,3.89,1.69,55.42,22.98,68.85,55.31,11.45,18.68,30-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Oct-2019 - 00:00,26.33,745.47,263.22,160.29,0.0,74.17,46.58,28.44,115.39,0.81,1.1,4.19,2.94,1.07,54.3,18.45,64.97,49.55,12.74,30.09,31-Oct-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Oct-2019 - 00:00,26.58,744.62,308.27,178.11,0.0,68.28,63.53,28.71,129.31,1.08,1.3,4.92,3.62,1.52,52.23,25.41,80.87,63.67,12.53,15.33,01-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Nov-2019 - 00:00,26.47,744.9,220.52,142.28,0.0,67.44,65.08,28.59,140.82,1.02,1.16,4.51,3.39,1.31,48.03,24.97,72.39,58.8,12.1,17.01,02-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Nov-2019 - 00:00,25.45,746.29,259.87,153.68,0.0,76.37,60.23,28.04,175.17,0.97,1.19,4.3,3.12,0.97,49.99,30.93,61.86,58.06,13.03,13.79,03-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Nov-2019 - 00:00,26.17,746.71,249.6,240.7,0.0,67.25,52.97,28.33,70.0,1.95,0.94,2.67,1.59,0.79,46.24,8.52,53.82,35.57,10.11,13.82,04-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Nov-2019 - 00:00,26.02,746.27,447.15,396.02,0.0,62.99,72.44,28.43,68.04,2.19,0.9,3.1,1.88,0.98,41.08,11.23,60.06,41.08,10.32,12.51,05-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Nov-2019 - 00:00,24.98,743.52,362.23,242.31,0.0,60.74,71.36,28.51,70.99,1.96,0.79,3.08,2.14,0.7,32.15,11.87,70.45,47.13,11.06,17.03,06-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Nov-2019 - 00:00,23.97,742.72,423.14,272.79,0.0,67.9,47.89,28.8,199.74,0.91,1.0,3.6,2.4,1.45,35.1,16.45,81.36,56.65,11.73,24.07,07-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Nov-2019 - 00:00,22.98,744.09,319.4,237.45,0.0,79.12,21.85,28.64,175.59,1.1,1.11,4.61,3.08,2.51,43.36,19.66,75.78,56.3,13.0,13.69,08-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Nov-2019 - 00:00,21.43,745.94,190.96,112.92,0.0,62.41,63.3,28.41,149.57,1.08,0.73,3.78,2.59,1.25,32.25,12.9,59.18,41.98,14.17,24.58,09-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Nov-2019 - 00:00,27.94,746.11,200.39,108.05,0.04,59.75,73.62,28.44,87.76,1.47,0.73,2.79,1.97,1.26,28.31,10.6,60.06,40.56,10.16,15.7,10-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Nov-2019 - 00:00,24.53,746.36,239.25,143.42,0.0,52.32,71.14,28.62,75.92,2.15,0.58,1.99,1.27,1.19,25.25,7.99,52.66,34.33,9.39,19.53,11-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Nov-2019 - 00:00,23.36,745.41,198.36,122.19,0.0,52.51,67.91,28.67,73.81,2.11,0.66,2.48,1.73,1.2,23.98,8.08,62.04,39.41,10.55,24.89,12-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Nov-2019 - 00:00,22.73,746.28,224.1,147.86,0.0,57.11,70.62,28.78,62.57,1.72,0.79,3.16,2.25,2.22,25.37,15.2,81.36,55.64,20.0,25.8,13-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Nov-2019 - 00:00,23.42,748.47,274.97,178.85,0.0,61.77,58.44,28.79,100.76,0.96,1.22,4.21,3.4,2.61,29.55,26.0,104.37,76.64,,24.1,14-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Nov-2019 - 00:00,24.27,749.21,239.88,158.65,0.0,71.41,43.94,28.63,148.32,0.91,1.11,5.27,4.27,2.0,39.31,20.11,82.77,60.37,,29.93,15-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Nov-2019 - 00:00,25.36,747.84,187.48,106.23,0.0,67.48,59.07,28.04,108.19,0.91,0.91,3.57,2.84,1.7,36.47,20.65,75.71,57.06,,9.73,16-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Nov-2019 - 00:00,24.96,746.93,208.94,109.05,0.0,62.81,61.11,28.07,75.72,1.68,0.74,2.7,1.85,1.57,30.44,9.52,59.34,39.3,,6.87,17-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Nov-2019 - 00:00,23.41,746.48,160.82,65.24,0.0,57.06,67.5,28.15,72.04,2.59,0.4,1.66,1.14,1.32,23.29,5.5,41.46,26.53,,7.67,18-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Nov-2019 - 00:00,21.56,746.78,226.37,138.76,0.0,66.47,54.57,28.3,59.41,2.02,0.62,2.48,1.64,1.66,27.71,3.42,60.62,35.02,,8.45,19-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
