from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
27-Jun-2019 - 00:00,200.76,54.24,8.48,29.27,37.76,1.95,,35.08,28-Jun-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Jun-2019 - 00:00,200.98,42.2,8.01,29.11,37.11,1.76,,26.63,29-Jun-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Jun-2019 - 00:00,233.31,47.88,7.49,29.0,36.48,1.74,,24.41,30-Jun-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Jun-2019 - 00:00,250.02,57.62,7.57,29.04,36.6,1.82,,28.53,01-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Jul-2019 - 00:00,174.98,45.52,10.46,29.74,40.21,1.76,0.0,41.55,02-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Jul-2019 - 00:00,218.42,58.75,7.64,28.99,36.63,1.87,,56.88,03-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Jul-2019 - 00:00,102.75,32.27,8.12,29.04,37.16,1.82,,35.25,04-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Jul-2019 - 00:00,75.31,25.27,9.26,29.36,38.61,1.89,,28.11,05-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Jul-2019 - 00:00,74.55,28.89,9.93,29.56,39.49,2.08,,24.14,06-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Jul-2019 - 00:00,73.17,26.17,9.34,29.37,38.71,1.83,,33.86,07-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Jul-2019 - 00:00,74.83,29.85,9.57,29.44,39.0,1.85,,37.07,08-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Jul-2019 - 00:00,123.73,33.28,9.64,29.46,39.09,1.85,,37.55,09-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Jul-2019 - 00:00,128.02,29.05,9.17,29.36,38.53,1.84,,28.28,10-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Jul-2019 - 00:00,255.1,44.18,8.79,29.24,38.02,1.78,,26.53,11-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Jul-2019 - 00:00,321.8,48.31,8.35,29.19,37.55,1.86,,26.35,12-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Jul-2019 - 00:00,279.37,47.41,11.95,30.06,42.02,1.91,0.0,21.66,13-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Jul-2019 - 00:00,235.44,42.78,8.76,29.28,38.04,2.13,,29.87,14-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Jul-2019 - 00:00,258.88,42.64,8.62,29.22,37.84,2.1,,33.44,15-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Jul-2019 - 00:00,161.47,31.51,9.99,29.55,39.54,2.22,,34.46,16-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Jul-2019 - 00:00,95.85,23.24,10.61,29.73,40.34,1.79,2.23,29.28,17-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Jul-2019 - 00:00,73.45,24.86,10.4,29.65,40.05,0.51,,22.03,18-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Jul-2019 - 00:00,67.47,22.59,10.48,29.74,40.22,0.53,,23.08,19-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Jul-2019 - 00:00,154.77,51.46,10.01,29.7,39.7,0.77,,33.88,20-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Jul-2019 - 00:00,115.1,38.3,9.61,29.57,39.18,0.62,,26.18,21-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Jul-2019 - 00:00,113.04,41.6,9.78,29.65,39.42,0.84,,31.91,22-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Jul-2019 - 00:00,112.7,47.28,10.13,29.73,39.85,0.92,,30.59,23-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Jul-2019 - 00:00,133.64,53.54,8.96,29.44,38.4,0.88,,25.7,24-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Jul-2019 - 00:00,126.35,44.61,9.58,29.55,39.13,0.67,,16.64,25-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Jul-2019 - 00:00,51.31,15.4,10.58,29.73,40.31,0.27,,39.29,26-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Jul-2019 - 00:00,55.35,25.19,11.15,29.88,41.03,0.41,,30.09,27-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Jul-2019 - 00:00,44.24,20.02,10.39,29.67,40.06,0.4,,24.81,28-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Jul-2019 - 00:00,53.41,19.28,10.23,29.6,39.82,0.35,,23.26,29-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Jul-2019 - 00:00,65.24,19.81,10.38,29.65,40.03,0.31,,21.54,30-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Jul-2019 - 00:00,79.29,25.67,10.7,29.76,40.46,0.42,,23.24,31-Jul-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Jul-2019 - 00:00,79.85,28.59,13.25,30.38,42.34,0.36,0.0,22.39,01-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Aug-2019 - 00:00,81.53,30.79,14.94,30.75,45.69,0.39,,21.29,02-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Aug-2019 - 00:00,92.33,38.12,27.9,34.06,61.96,0.41,,20.07,03-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Aug-2019 - 00:00,86.14,33.59,31.73,35.09,66.82,0.59,,21.25,04-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Aug-2019 - 00:00,103.88,52.21,56.65,41.3,97.72,0.48,,25.93,05-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Aug-2019 - 00:00,72.23,35.26,33.93,35.6,69.54,0.39,,26.93,06-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Aug-2019 - 00:00,56.33,27.07,31.67,35.03,66.71,0.23,,21.17,07-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Aug-2019 - 00:00,85.26,37.86,39.75,37.13,76.88,0.41,,27.16,08-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Aug-2019 - 00:00,72.64,29.75,51.24,39.9,91.14,0.13,,23.1,09-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Aug-2019 - 00:00,50.19,19.18,33.09,35.27,67.16,0.25,,22.03,10-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Aug-2019 - 00:00,55.63,24.86,38.09,36.54,74.01,0.4,,14.77,11-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Aug-2019 - 00:00,68.57,28.32,37.77,36.45,74.22,0.45,,16.24,12-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Aug-2019 - 00:00,51.19,27.42,35.67,36.0,71.67,0.59,,13.49,13-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Aug-2019 - 00:00,73.34,29.21,43.06,37.82,80.88,0.59,,13.1,14-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Aug-2019 - 00:00,92.5,55.67,60.41,42.17,102.57,0.7,,14.89,15-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Aug-2019 - 00:00,89.24,41.39,191.54,74.45,257.45,0.24,,8.62,16-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Aug-2019 - 00:00,42.76,14.74,203.45,77.35,280.8,0.0,,9.04,17-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Aug-2019 - 00:00,14.93,6.91,160.95,67.03,227.98,0.0,,6.66,18-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Aug-2019 - 00:00,48.11,19.07,159.09,66.35,89.7,0.0,,7.03,19-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Aug-2019 - 00:00,88.06,24.12,167.1,67.95,234.13,0.0,,7.36,20-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Aug-2019 - 00:00,,,,,,,,,21-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Aug-2019 - 00:00,,,,,,,,,22-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Aug-2019 - 00:00,,,,,,,,,23-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Aug-2019 - 00:00,,,,,,,,,24-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Aug-2019 - 00:00,,,,,,,,,25-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Aug-2019 - 00:00,,,,,,,,,26-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Aug-2019 - 00:00,,,,,,,,,27-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Aug-2019 - 00:00,,,,,,,,,28-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Aug-2019 - 00:00,,,,,,,,,29-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Aug-2019 - 00:00,,,,,,,,,30-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Aug-2019 - 00:00,,,,,,,,,31-Aug-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Aug-2019 - 00:00,,,,,,,,,01-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Sep-2019 - 00:00,,,,,,,,,02-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Sep-2019 - 00:00,,,,,,,,,03-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Sep-2019 - 00:00,,,,,,,,,04-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Sep-2019 - 00:00,,,,,,,,,05-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Sep-2019 - 00:00,,,,,,,,,06-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Sep-2019 - 00:00,,,,,,,,,07-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Sep-2019 - 00:00,85.91,32.13,47.56,38.84,86.4,0.89,,16.47,08-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Sep-2019 - 00:00,70.58,29.52,39.66,36.92,76.58,0.9,,18.34,09-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Sep-2019 - 00:00,128.51,53.36,47.67,38.99,86.66,0.84,,18.22,10-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Sep-2019 - 00:00,163.35,64.22,48.64,39.28,87.92,0.9,,26.29,11-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Sep-2019 - 00:00,203.8,80.49,37.58,36.34,73.05,0.97,0.0,30.11,12-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Sep-2019 - 00:00,168.05,60.65,25.91,33.31,59.22,0.98,,19.86,13-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Sep-2019 - 00:00,85.32,33.2,25.97,33.32,59.29,0.71,,16.95,14-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Sep-2019 - 00:00,75.49,26.01,26.56,33.47,60.03,0.67,,21.69,15-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Sep-2019 - 00:00,79.19,35.35,26.65,33.49,60.14,0.7,,18.83,16-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Sep-2019 - 00:00,124.14,45.76,26.2,33.4,59.6,0.93,,22.47,17-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Sep-2019 - 00:00,147.32,57.6,26.54,33.51,60.05,1.08,,22.56,18-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Sep-2019 - 00:00,95.65,33.16,27.04,33.6,60.64,0.72,,23.24,19-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Sep-2019 - 00:00,64.2,20.65,27.47,33.69,61.16,0.59,,15.13,20-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Sep-2019 - 00:00,108.78,32.68,28.13,33.87,62.0,0.77,,14.86,21-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Sep-2019 - 00:00,92.49,41.46,28.41,33.95,62.35,0.72,,19.75,22-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Sep-2019 - 00:00,71.97,24.36,29.68,34.24,63.92,0.79,,11.47,23-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Sep-2019 - 00:00,75.5,31.41,28.71,34.01,62.72,0.7,,19.03,24-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Sep-2019 - 00:00,103.21,33.65,30.52,34.46,64.98,0.7,,17.09,25-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Sep-2019 - 00:00,113.39,33.37,30.16,34.38,64.55,0.75,,18.6,26-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Sep-2019 - 00:00,82.52,19.81,30.1,34.36,64.47,0.62,,12.39,27-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Sep-2019 - 00:00,68.71,15.06,30.06,34.4,64.46,0.56,,11.06,28-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Sep-2019 - 00:00,74.29,26.4,30.1,34.4,64.5,0.6,,11.65,29-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Sep-2019 - 00:00,49.32,15.06,30.45,34.46,64.91,0.5,,13.62,30-Sep-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Sep-2019 - 00:00,78.15,25.62,28.88,34.1,62.98,0.56,,14.1,01-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Oct-2019 - 00:00,83.71,31.37,29.56,34.26,63.82,0.68,,15.03,02-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Oct-2019 - 00:00,106.94,43.28,28.56,34.01,62.57,0.74,,22.22,03-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Oct-2019 - 00:00,126.75,50.63,27.59,33.8,61.4,0.96,,23.33,04-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Oct-2019 - 00:00,106.2,42.79,25.81,33.34,59.15,0.75,,16.46,05-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Oct-2019 - 00:00,102.87,37.89,26.43,33.47,59.91,0.66,,16.38,06-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Oct-2019 - 00:00,148.37,60.15,27.82,33.81,61.63,0.76,,19.64,07-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Oct-2019 - 00:00,137.99,52.44,27.19,33.64,60.84,0.69,,19.62,08-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Oct-2019 - 00:00,116.39,47.95,27.09,33.63,60.72,0.59,,18.45,09-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Oct-2019 - 00:00,189.89,71.53,27.46,33.77,61.23,1.17,,24.43,10-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Oct-2019 - 00:00,230.4,73.52,27.57,33.83,61.4,1.38,,27.57,11-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Oct-2019 - 00:00,203.32,75.4,27.2,33.72,60.92,1.26,7.1,22.77,12-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Oct-2019 - 00:00,208.68,99.34,27.78,33.85,61.63,1.43,,23.68,13-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Oct-2019 - 00:00,253.04,121.92,28.04,33.92,61.96,2.31,,22.42,14-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Oct-2019 - 00:00,254.22,112.05,28.11,33.97,62.08,1.85,,21.45,15-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Oct-2019 - 00:00,274.71,117.16,28.46,34.1,62.56,2.29,,26.55,16-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Oct-2019 - 00:00,278.41,154.93,26.82,33.66,60.47,1.8,,28.58,17-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Oct-2019 - 00:00,286.36,125.5,33.04,35.16,68.15,1.57,,20.87,18-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Oct-2019 - 00:00,195.25,39.77,43.32,37.62,80.94,0.65,,21.21,19-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Oct-2019 - 00:00,166.98,27.61,42.06,37.4,79.46,0.87,,24.98,20-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Oct-2019 - 00:00,189.08,27.61,40.95,37.1,78.05,0.94,,18.33,21-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Oct-2019 - 00:00,213.18,24.0,41.18,37.16,78.34,0.97,,19.77,22-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Oct-2019 - 00:00,194.12,44.18,27.59,27.61,44.42,0.72,,18.5,23-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Oct-2019 - 00:00,251.44,81.12,6.0,12.0,18.0,1.18,,19.21,24-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Oct-2019 - 00:00,364.34,131.51,4.59,11.66,16.25,2.7,,35.09,25-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Oct-2019 - 00:00,257.29,109.18,4.02,11.53,15.55,1.5,,23.71,26-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Oct-2019 - 00:00,275.85,134.75,3.76,11.42,15.18,1.33,,22.14,27-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Oct-2019 - 00:00,306.98,178.31,3.53,11.38,14.92,1.58,,20.17,28-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Oct-2019 - 00:00,397.73,278.83,3.44,11.37,14.82,1.46,,18.99,29-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Oct-2019 - 00:00,422.98,270.66,3.39,11.35,14.74,2.07,,12.77,30-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Oct-2019 - 00:00,424.12,249.99,25.06,35.49,54.53,2.39,,14.48,31-Oct-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Oct-2019 - 00:00,516.78,309.33,59.92,79.63,121.99,3.24,,15.18,01-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Nov-2019 - 00:00,612.69,390.21,34.15,71.73,105.85,3.38,,21.95,02-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Nov-2019 - 00:00,497.21,362.8,46.02,28.33,74.34,2.13,,12.41,03-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Nov-2019 - 00:00,640.92,506.2,31.56,17.92,49.37,2.33,,12.06,04-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Nov-2019 - 00:00,317.41,228.88,24.03,16.44,40.26,1.39,,16.97,05-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Nov-2019 - 00:00,231.53,142.62,65.26,31.56,94.18,1.45,,17.1,06-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Nov-2019 - 00:00,204.8,110.4,104.94,48.42,147.88,1.59,,16.68,07-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Nov-2019 - 00:00,280.65,174.3,63.55,36.9,100.45,1.82,,8.33,08-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Nov-2019 - 00:00,249.88,150.01,75.48,41.73,116.12,1.94,,15.48,09-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Nov-2019 - 00:00,232.17,146.15,34.63,19.46,52.29,1.28,,14.85,10-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Nov-2019 - 00:00,271.33,172.06,48.56,30.86,79.18,1.47,,18.13,11-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Nov-2019 - 00:00,365.4,241.8,82.94,48.26,130.41,2.18,,19.96,12-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Nov-2019 - 00:00,547.74,389.23,102.58,60.59,159.07,2.88,,19.88,13-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Nov-2019 - 00:00,594.59,407.09,93.89,63.21,154.71,3.26,,21.06,14-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Nov-2019 - 00:00,578.37,354.89,104.1,79.39,180.3,3.69,,15.97,15-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Nov-2019 - 00:00,642.66,487.29,31.24,28.31,59.55,2.94,,20.37,16-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Nov-2019 - 00:00,264.43,170.43,22.24,13.3,34.85,1.53,,16.21,17-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Nov-2019 - 00:00,168.78,95.7,14.77,6.35,17.74,1.09,,14.52,18-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Nov-2019 - 00:00,136.13,79.88,36.71,17.94,52.81,1.35,,14.96,19-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Nov-2019 - 00:00,181.74,103.16,68.65,35.12,101.68,1.78,,16.14,20-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Nov-2019 - 00:00,265.3,134.46,337.23,359.88,328.57,2.93,,17.79,21-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Nov-2019 - 00:00,355.25,185.2,133.92,352.48,272.39,4.57,0.0,29.41,22-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Nov-2019 - 00:00,310.65,171.8,130.73,133.79,220.87,3.54,,20.85,23-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Nov-2019 - 00:00,189.23,116.16,20.71,34.33,55.04,1.88,,13.68,24-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Nov-2019 - 00:00,180.19,112.31,19.21,21.28,40.4,1.88,,16.33,25-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Nov-2019 - 00:00,200.56,104.18,68.26,47.79,116.04,2.57,,14.61,26-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Nov-2019 - 00:00,179.39,87.14,57.49,58.41,115.87,1.7,31.89,21.97,27-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Nov-2019 - 00:00,112.46,53.02,40.86,72.41,113.27,0.41,,14.42,28-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Nov-2019 - 00:00,60.59,31.67,20.5,51.26,71.76,0.18,,13.83,29-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Nov-2019 - 00:00,93.41,47.56,48.83,74.33,123.15,0.51,,14.14,30-Nov-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Nov-2019 - 00:00,119.23,72.24,43.23,65.86,109.08,0.51,,10.98,01-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Dec-2019 - 00:00,159.19,100.05,76.8,90.93,162.76,0.72,,15.93,02-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Dec-2019 - 00:00,190.84,112.99,76.43,98.27,174.47,0.76,,15.38,03-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Dec-2019 - 00:00,166.69,103.64,51.55,84.39,131.18,0.52,,16.34,04-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Dec-2019 - 00:00,214.55,112.06,122.46,164.35,219.14,1.3,,15.62,05-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Dec-2019 - 00:00,336.1,199.22,172.24,218.67,220.46,2.2,,17.95,06-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Dec-2019 - 00:00,343.64,236.68,117.04,131.24,160.45,1.51,,13.27,07-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Dec-2019 - 00:00,331.58,230.11,160.09,166.41,209.84,1.79,,15.6,08-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Dec-2019 - 00:00,312.45,209.25,197.51,163.45,210.42,1.93,,14.09,09-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Dec-2019 - 00:00,287.91,182.33,217.49,177.81,243.67,1.97,,15.32,10-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Dec-2019 - 00:00,288.97,199.99,180.42,168.1,222.13,1.66,,15.61,11-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Dec-2019 - 00:00,353.23,227.21,154.93,184.09,202.33,2.06,,17.52,12-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Dec-2019 - 00:00,315.74,211.7,62.92,84.49,146.01,1.17,,17.88,13-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Dec-2019 - 00:00,106.71,76.65,22.23,41.17,63.39,0.42,,11.08,14-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Dec-2019 - 00:00,113.14,64.85,96.55,124.68,164.42,0.49,,9.81,15-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Dec-2019 - 00:00,119.68,75.6,,,,0.38,,10.88,16-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Dec-2019 - 00:00,100.49,66.98,,293.26,0.0,0.4,,9.53,17-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Dec-2019 - 00:00,121.32,75.17,,,0.0,0.42,,9.75,18-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Dec-2019 - 00:00,160.26,102.59,,,0.0,0.6,,11.96,19-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Dec-2019 - 00:00,369.6,240.22,,,0.0,1.49,,9.42,20-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Dec-2019 - 00:00,329.57,220.58,,,0.0,1.25,,8.8,21-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Dec-2019 - 00:00,306.95,193.81,,,0.0,1.14,,8.27,22-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Dec-2019 - 00:00,180.7,122.67,,,0.0,0.72,,8.68,23-Dec-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
