from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
26-Oct-2019 - 00:00,166.98,7.64,20.24,18.35,38.58,19.23,0.74,15.58,5.3,4.33,615.62,75.59,0.0,185.8,0.29,129.0,27-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Oct-2019 - 00:00,185.96,13.88,21.6,18.73,40.24,20.81,0.81,12.76,5.3,4.35,608.92,71.14,0.0,237.13,0.47,139.04,28-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Oct-2019 - 00:00,244.99,17.01,40.1,31.51,71.56,33.97,1.12,11.28,5.3,4.34,654.79,78.59,0.0,210.58,0.33,163.22,29-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Oct-2019 - 00:00,157.43,18.67,35.35,27.32,62.61,29.55,0.89,15.19,5.3,4.34,664.34,80.93,0.0,209.09,0.35,99.62,30-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Oct-2019 - 00:00,190.96,16.6,35.62,27.56,63.17,29.64,0.97,8.23,5.3,4.35,649.2,80.92,0.0,217.48,0.34,140.35,31-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Oct-2019 - 00:00,256.91,51.55,35.83,27.69,63.47,29.74,0.82,13.38,5.3,4.33,630.7,76.47,0.0,190.7,0.49,110.17,01-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Nov-2019 - 00:00,261.3,63.19,35.34,27.08,62.43,29.6,0.78,11.43,5.3,4.33,584.14,79.23,0.0,192.04,0.54,135.55,02-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Nov-2019 - 00:00,431.09,47.56,35.68,27.45,63.11,29.7,0.89,2.77,5.3,4.34,625.56,83.04,0.0,220.67,0.38,192.61,03-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Nov-2019 - 00:00,558.83,55.25,36.15,27.77,63.92,29.68,1.03,3.21,5.3,4.34,650.59,79.53,0.0,259.38,0.58,225.55,04-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Nov-2019 - 00:00,327.09,85.21,35.72,27.59,63.32,29.69,0.73,12.94,5.3,7.5,538.12,60.1,0.0,312.34,1.16,113.63,05-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Nov-2019 - 00:00,260.3,43.87,35.78,27.29,62.7,29.55,0.77,6.36,5.3,4.8,526.11,57.98,0.0,274.95,0.98,123.52,06-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Nov-2019 - 00:00,154.69,28.43,37.67,30.27,64.86,31.03,0.73,12.35,5.3,4.36,549.47,62.82,0.0,134.48,0.59,78.88,07-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Nov-2019 - 00:00,96.19,18.17,35.77,27.7,63.47,29.78,0.55,11.91,5.3,4.34,659.38,79.57,0.02,160.68,1.82,52.83,08-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Nov-2019 - 00:00,71.58,13.4,35.68,27.47,63.16,29.69,0.59,6.92,5.3,4.35,640.08,76.55,0.0,272.18,0.68,37.89,09-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Nov-2019 - 00:00,148.94,51.91,35.72,27.47,63.18,29.66,0.72,10.88,5.3,4.34,543.79,62.05,0.0,299.06,0.91,83.48,10-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Nov-2019 - 00:00,287.27,31.52,35.74,27.45,63.19,29.68,0.92,8.74,5.3,4.35,587.32,66.06,0.0,222.75,0.33,138.63,11-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Nov-2019 - 00:00,344.06,36.53,36.21,27.94,64.1,29.71,1.04,9.5,5.3,4.36,617.27,72.63,0.0,216.2,0.39,165.63,12-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Nov-2019 - 00:00,260.1,37.49,35.73,27.5,63.23,29.66,0.91,11.35,5.3,4.35,633.31,73.89,0.0,253.5,0.71,105.72,13-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Nov-2019 - 00:00,254.79,34.75,35.73,27.46,63.18,29.66,0.84,6.18,5.3,4.34,678.11,80.06,0.0,283.46,0.74,103.35,14-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Nov-2019 - 00:00,279.63,33.41,35.66,27.44,63.11,29.66,0.82,4.06,5.3,4.34,705.51,85.21,0.0,229.3,0.49,113.34,15-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Nov-2019 - 00:00,224.62,35.52,35.7,27.47,63.17,29.67,0.73,6.13,5.3,4.33,688.56,82.02,0.0,284.05,0.79,91.46,16-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Nov-2019 - 00:00,141.13,33.07,35.26,28.92,64.18,29.48,0.54,10.89,5.24,4.27,675.3,79.18,0.0,310.21,1.26,57.37,17-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Nov-2019 - 00:00,190.43,30.77,35.6,27.79,63.39,29.65,0.67,9.98,5.3,4.35,620.45,71.55,0.0,298.42,1.47,77.19,18-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Nov-2019 - 00:00,314.53,54.88,35.61,27.39,62.96,29.62,0.74,17.61,5.3,4.33,607.6,69.99,0.0,273.42,0.97,128.52,19-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Nov-2019 - 00:00,255.98,27.43,35.69,27.36,63.05,29.66,0.79,20.42,5.26,4.28,614.71,71.67,0.0,201.47,0.43,94.81,20-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Nov-2019 - 00:00,209.34,11.6,35.74,27.41,63.15,29.63,0.67,16.04,5.3,4.33,649.13,76.17,0.0,192.27,0.3,81.43,21-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Nov-2019 - 00:00,152.91,16.08,36.03,27.42,63.23,29.69,0.7,20.3,5.3,4.32,615.02,70.79,0.0,244.73,0.47,80.74,22-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Nov-2019 - 00:00,262.65,27.75,35.71,27.43,63.13,29.65,1.02,10.49,5.3,4.31,712.9,84.3,0.0,270.73,0.72,175.32,23-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Nov-2019 - 00:00,187.18,33.72,35.75,27.44,63.19,29.64,0.68,12.77,5.3,4.31,647.93,75.46,0.0,306.61,1.23,103.56,24-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Nov-2019 - 00:00,163.9,20.11,35.77,27.45,63.21,29.63,0.59,15.27,5.3,4.31,599.55,68.2,0.0,296.74,0.84,95.95,25-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Nov-2019 - 00:00,155.27,15.89,35.84,27.42,63.2,29.68,0.6,11.7,5.3,4.32,565.22,63.31,0.0,206.22,0.27,96.58,26-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Nov-2019 - 00:00,70.02,7.89,35.72,27.4,63.12,29.65,0.45,9.25,5.26,4.29,725.84,87.32,0.08,194.42,0.7,45.44,27-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Nov-2019 - 00:00,83.41,13.5,26.28,24.08,50.4,22.02,0.52,11.77,5.3,4.32,701.42,85.34,0.02,151.05,1.04,51.43,28-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Nov-2019 - 00:00,63.57,11.1,19.99,21.81,41.8,16.95,0.46,11.54,5.3,4.31,734.45,90.44,0.07,203.42,1.03,38.78,29-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Nov-2019 - 00:00,99.66,8.21,20.02,21.89,41.9,16.97,0.45,10.6,5.3,4.32,719.93,88.76,0.0,247.86,0.68,68.83,30-Nov-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Nov-2019 - 00:00,177.4,21.46,20.03,21.82,41.84,16.96,0.55,12.14,5.3,4.32,711.13,82.29,0.0,289.16,0.75,120.14,01-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Dec-2019 - 00:00,286.47,50.49,19.93,22.04,41.97,16.93,0.7,16.62,5.3,4.32,635.69,71.59,0.0,269.87,0.74,193.96,02-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Dec-2019 - 00:00,174.73,25.56,20.04,24.33,44.35,17.78,0.88,20.32,5.3,4.33,640.54,72.49,0.0,250.49,0.76,93.42,03-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Dec-2019 - 00:00,265.94,34.07,15.15,24.66,39.81,17.83,0.66,17.0,5.3,4.35,612.28,68.54,0.0,250.31,0.67,169.72,04-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Dec-2019 - 00:00,180.88,8.19,13.48,20.68,34.16,17.54,0.78,12.91,5.3,4.36,710.7,83.16,0.0,151.53,0.23,113.02,05-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Dec-2019 - 00:00,115.94,6.56,12.98,18.21,31.19,18.16,0.65,12.31,5.3,4.34,735.56,86.81,0.0,199.73,0.2,77.0,06-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Dec-2019 - 00:00,156.94,16.5,13.37,17.73,31.09,17.74,0.73,13.83,5.2,4.25,701.79,81.69,0.0,249.61,0.39,95.91,07-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Dec-2019 - 00:00,143.44,11.95,13.11,13.95,27.07,15.25,0.57,9.55,5.3,4.35,700.45,81.17,0.0,218.93,0.35,84.03,08-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Dec-2019 - 00:00,199.77,13.45,12.7,11.45,24.14,13.43,0.54,5.81,5.04,4.18,713.15,83.39,0.0,213.73,0.25,125.55,09-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Dec-2019 - 00:00,295.69,9.16,12.61,11.7,24.3,13.32,0.49,3.06,5.19,4.29,804.84,95.18,0.0,196.66,0.22,219.96,10-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Dec-2019 - 00:00,244.32,9.97,12.57,11.63,24.19,13.41,0.66,12.42,5.3,4.34,752.08,88.45,0.0,206.14,0.4,178.78,11-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Dec-2019 - 00:00,173.2,7.3,12.68,11.61,24.29,13.16,0.69,9.13,5.3,4.35,744.05,88.21,0.0,144.75,0.22,154.87,12-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Dec-2019 - 00:00,166.61,7.48,12.71,13.19,25.91,13.42,0.58,11.93,5.34,4.33,785.57,94.37,0.01,167.29,1.14,136.37,13-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Dec-2019 - 00:00,49.79,5.63,12.6,13.11,25.7,13.07,0.4,22.35,5.3,4.32,779.09,94.47,0.07,131.78,2.21,30.66,14-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Dec-2019 - 00:00,54.75,5.92,12.54,12.53,25.07,12.85,0.47,14.54,5.3,4.33,757.95,92.85,0.0,173.73,0.54,39.05,15-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Dec-2019 - 00:00,172.86,17.19,12.81,12.78,25.58,12.93,0.58,12.58,5.3,4.33,741.12,87.97,0.0,296.52,1.27,117.91,16-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Dec-2019 - 00:00,262.77,14.93,12.77,12.62,25.37,12.79,0.5,7.68,5.3,4.33,789.88,96.15,0.0,291.1,1.32,195.74,17-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Dec-2019 - 00:00,184.77,27.03,12.59,11.5,24.08,13.02,0.65,13.6,5.31,4.31,799.27,93.71,0.0,295.64,1.3,131.25,18-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Dec-2019 - 00:00,173.38,13.52,12.49,11.13,23.62,13.04,0.76,9.25,5.14,4.19,797.37,95.96,0.0,210.28,0.95,127.78,19-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Dec-2019 - 00:00,114.27,7.07,12.43,10.99,23.41,12.8,0.54,5.2,5.3,4.33,788.59,94.5,0.0,169.92,0.29,91.55,20-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Dec-2019 - 00:00,260.06,14.26,12.7,11.31,24.0,12.81,0.54,4.33,5.3,4.34,787.92,95.12,0.0,288.78,0.81,199.04,21-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Dec-2019 - 00:00,118.64,6.85,12.4,10.47,22.88,12.63,0.7,8.11,5.3,4.32,793.98,96.32,0.0,265.37,0.84,95.07,22-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Dec-2019 - 00:00,201.83,9.21,12.62,10.87,23.5,12.69,0.53,5.4,5.3,4.33,792.06,96.42,0.0,292.97,1.21,132.41,23-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Dec-2019 - 00:00,133.53,9.04,12.47,10.65,23.12,12.56,0.57,7.03,5.19,4.24,769.78,96.4,0.0,233.81,0.73,98.55,24-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Dec-2019 - 00:00,116.65,6.63,12.4,10.57,22.98,12.38,0.43,7.03,5.17,4.22,799.76,96.23,0.0,195.66,0.77,90.24,25-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Dec-2019 - 00:00,135.26,9.07,12.43,10.4,22.83,12.38,0.45,9.17,5.3,4.33,783.54,96.28,0.0,304.87,1.27,96.17,26-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Dec-2019 - 00:00,136.03,8.04,12.37,10.2,22.57,12.35,0.45,12.8,5.2,4.25,807.04,96.04,0.0,292.83,0.98,104.06,27-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Dec-2019 - 00:00,104.1,5.32,12.34,9.93,22.26,12.32,0.5,11.37,5.3,4.33,810.44,96.04,0.0,235.41,0.61,81.72,28-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Dec-2019 - 00:00,159.76,5.47,12.32,10.03,22.36,12.34,0.62,,5.3,4.34,808.48,96.1,0.0,144.87,0.6,120.22,29-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Dec-2019 - 00:00,180.11,7.54,12.34,10.09,22.43,12.34,0.88,6.59,5.3,4.33,800.56,96.43,0.0,267.43,0.72,122.86,30-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Dec-2019 - 00:00,111.1,5.81,12.31,9.99,22.3,12.33,0.81,5.68,5.3,4.34,585.68,96.4,0.0,203.76,0.46,76.97,31-Dec-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Dec-2019 - 00:00,81.04,4.6,12.4,10.0,22.3,12.32,0.88,2.56,5.3,4.33,215.41,96.45,0.0,331.26,0.28,55.93,01-Jan-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
