from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
23-Jun-2019 - 00:00,82.76,6.61,16.67,11.17,27.83,15.01,0.6,36.4,5.3,4.31,364.88,49.55,0.0,171.89,0.94,26.42,24-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jun-2019 - 00:00,36.89,5.41,17.66,11.14,28.25,15.63,0.68,19.51,5.3,4.31,425.41,73.42,0.12,159.88,0.79,11.81,25-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jun-2019 - 00:00,46.11,2.92,16.52,10.63,26.89,15.42,0.71,12.73,5.3,4.31,,74.92,0.0,221.65,0.36,14.77,26-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jun-2019 - 00:00,96.03,9.08,17.17,11.22,28.26,15.2,0.78,20.08,5.31,4.31,,60.84,0.0,259.55,0.99,30.66,27-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jun-2019 - 00:00,277.13,29.39,17.07,11.26,28.26,15.09,0.72,24.43,5.3,4.31,,46.65,0.0,291.69,1.19,88.65,28-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jun-2019 - 00:00,188.03,10.18,16.85,11.11,27.94,15.21,0.91,11.71,5.3,4.3,,58.18,0.0,235.07,0.46,60.0,29-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jun-2019 - 00:00,221.93,9.36,17.06,11.12,28.04,15.15,0.83,11.49,5.3,4.3,,57.43,0.0,201.68,0.48,70.85,30-Jun-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jun-2019 - 00:00,139.84,6.58,16.81,11.15,27.96,15.1,0.88,14.45,5.3,4.31,,59.27,0.02,201.98,0.65,44.75,01-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Jul-2019 - 00:00,144.31,2.39,16.79,11.07,27.86,15.1,0.8,12.96,5.3,4.31,417.33,60.62,0.0,177.94,0.83,46.11,02-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Jul-2019 - 00:00,106.76,4.46,16.72,11.08,27.8,15.08,0.74,15.48,5.3,4.31,454.76,51.47,0.0,161.25,0.52,34.4,03-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Jul-2019 - 00:00,108.05,2.97,16.79,11.09,27.87,15.08,0.88,8.99,5.3,4.32,551.89,67.02,0.0,113.43,0.51,34.54,04-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Jul-2019 - 00:00,47.87,2.59,16.82,11.12,27.95,15.07,0.83,8.59,5.3,4.32,599.64,78.92,0.0,110.17,1.2,15.33,05-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Jul-2019 - 00:00,44.32,2.18,17.29,11.26,28.54,15.12,0.81,8.79,5.3,4.32,593.4,73.49,0.0,133.91,0.63,14.19,06-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Jul-2019 - 00:00,48.14,2.46,16.71,11.01,27.71,15.05,0.83,8.47,5.3,4.32,666.61,81.41,0.0,124.88,0.59,15.43,07-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Jul-2019 - 00:00,36.38,2.06,16.74,11.34,28.07,15.14,0.83,9.77,5.3,4.32,566.37,69.65,0.0,123.8,0.36,11.67,08-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Jul-2019 - 00:00,63.44,2.13,16.98,11.02,28.0,15.11,0.85,8.3,5.3,4.32,567.06,79.77,0.03,112.79,0.73,20.34,09-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Jul-2019 - 00:00,50.26,2.15,16.88,11.15,28.03,15.14,0.8,8.75,5.14,4.2,527.11,91.41,0.06,118.21,0.85,16.13,10-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Jul-2019 - 00:00,81.22,3.27,16.68,11.03,27.64,15.05,0.66,7.64,5.3,4.32,572.3,92.79,0.0,144.21,0.42,25.99,11-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Jul-2019 - 00:00,65.49,2.43,16.84,11.04,27.88,15.06,0.8,11.91,5.15,4.2,518.31,92.45,0.06,120.66,0.48,21.5,12-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Jul-2019 - 00:00,83.5,1.35,16.77,10.98,27.75,15.08,0.67,8.5,5.3,4.32,458.8,94.29,0.23,112.34,0.53,26.73,13-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Jul-2019 - 00:00,93.74,2.8,16.7,11.09,27.78,15.07,0.68,7.41,5.3,4.32,511.41,92.25,0.05,155.35,0.57,29.92,14-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Jul-2019 - 00:00,60.82,3.26,16.76,11.02,27.77,15.08,0.77,8.11,5.3,4.32,414.8,96.01,0.36,175.2,0.72,19.45,15-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Jul-2019 - 00:00,48.59,3.0,16.8,11.12,27.92,15.1,0.76,7.34,5.3,4.32,259.75,93.94,0.11,127.28,0.56,15.56,16-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Jul-2019 - 00:00,33.52,2.77,16.6,11.14,27.73,15.05,0.75,8.06,5.3,4.32,165.72,95.81,0.02,121.97,0.53,10.75,17-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Jul-2019 - 00:00,29.57,2.92,16.8,11.13,27.92,15.11,0.72,10.09,5.3,4.32,138.52,91.33,0.03,113.78,0.41,9.44,18-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Jul-2019 - 00:00,52.97,2.91,16.64,11.11,27.76,15.02,0.74,7.81,5.3,4.32,397.57,89.33,0.0,121.39,0.45,16.97,19-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Jul-2019 - 00:00,46.4,3.7,16.05,11.86,27.91,15.1,0.74,7.58,5.3,4.32,452.06,95.52,0.08,148.9,0.37,14.79,20-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Jul-2019 - 00:00,54.89,2.73,16.83,10.93,27.76,15.12,0.8,7.53,5.33,4.39,367.01,91.15,0.0,144.41,0.33,17.6,21-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Jul-2019 - 00:00,62.28,2.65,16.8,10.61,27.41,15.11,0.88,7.12,5.3,4.32,581.82,96.18,0.0,99.57,0.4,19.94,22-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Jul-2019 - 00:00,65.98,2.96,16.79,11.02,27.81,15.14,0.68,7.46,5.3,4.31,583.27,85.73,0.0,170.71,0.31,20.5,23-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Jul-2019 - 00:00,110.91,2.8,16.82,11.02,27.84,15.07,0.76,7.57,5.31,4.32,234.85,89.68,0.03,188.43,0.39,35.5,24-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jul-2019 - 00:00,175.85,3.14,16.81,11.08,27.89,15.13,0.77,7.68,5.3,4.32,214.96,85.33,0.0,217.74,0.45,56.48,25-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jul-2019 - 00:00,38.39,2.93,16.94,11.15,28.08,15.13,0.77,7.46,5.3,4.33,458.22,95.9,0.0,117.89,0.86,12.26,26-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jul-2019 - 00:00,30.57,2.62,16.9,11.1,28.0,15.14,0.74,7.42,5.3,4.32,509.12,94.87,0.02,131.37,0.59,9.69,27-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jul-2019 - 00:00,18.52,2.86,16.82,11.07,27.88,15.15,0.59,8.28,5.3,4.32,474.16,95.82,0.02,93.56,0.89,6.0,28-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jul-2019 - 00:00,28.33,5.58,16.73,11.42,28.15,14.95,0.76,8.44,5.16,4.2,681.44,82.85,0.0,115.37,0.63,9.04,30-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jul-2019 - 00:00,31.35,7.04,16.82,10.96,27.76,15.11,0.81,7.26,5.3,4.32,859.62,94.02,0.0,113.24,0.78,9.99,31-Jul-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Jul-2019 - 00:00,17.14,6.91,16.65,11.28,27.83,14.43,0.73,7.22,5.3,4.32,,95.77,0.0,96.98,0.81,5.49,01-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Aug-2019 - 00:00,44.59,6.85,16.54,10.98,27.32,15.16,0.82,7.22,5.3,4.32,,95.93,0.0,113.69,0.5,14.41,02-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Aug-2019 - 00:00,45.34,6.57,19.22,11.15,29.19,15.94,0.83,7.24,5.3,4.32,,96.07,0.0,125.89,0.5,14.44,03-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Aug-2019 - 00:00,23.39,6.22,16.5,11.1,26.93,15.03,0.83,8.01,5.3,4.31,571.13,93.6,0.0,128.37,0.67,4.51,04-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Aug-2019 - 00:00,46.38,6.41,16.8,11.1,27.9,15.09,0.83,7.66,5.3,4.31,335.12,89.18,0.0,133.93,0.23,14.82,05-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Aug-2019 - 00:00,52.54,6.66,16.8,11.1,27.9,15.09,0.9,9.42,5.3,4.31,270.05,92.16,0.0,116.56,0.37,19.19,06-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Aug-2019 - 00:00,37.76,6.96,,,,,0.79,8.49,5.3,4.33,218.1,95.88,0.05,115.33,0.79,16.27,07-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Aug-2019 - 00:00,32.16,7.6,,,,,0.78,8.58,5.3,4.33,177.39,89.33,0.0,153.9,0.32,13.84,08-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Aug-2019 - 00:00,42.16,7.88,,,,,0.83,14.06,5.3,4.33,207.25,86.76,0.0,178.04,0.25,18.13,09-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Aug-2019 - 00:00,25.02,8.2,,,,,0.78,15.04,5.3,4.34,279.86,94.25,0.0,105.34,0.62,10.76,10-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Aug-2019 - 00:00,31.11,13.83,,,,,0.8,17.75,5.3,4.34,259.95,91.56,0.0,108.28,0.91,13.38,11-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Aug-2019 - 00:00,36.02,11.9,,,,,0.5,17.31,5.3,4.37,64.08,80.5,0.0,174.37,0.28,13.85,12-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Aug-2019 - 00:00,79.87,11.63,,,,,0.74,14.84,5.3,4.36,75.46,92.45,0.0,208.26,0.49,34.35,13-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Aug-2019 - 00:00,111.3,25.06,,,,,0.69,14.65,5.3,4.35,86.29,95.15,0.0,216.5,0.96,47.85,14-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Aug-2019 - 00:00,25.81,11.16,,,,,0.65,17.66,5.3,4.34,94.98,93.9,0.0,148.65,0.65,11.09,15-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Aug-2019 - 00:00,44.26,7.21,,,,,0.72,14.66,5.3,4.35,144.36,94.87,0.0,181.78,0.26,19.03,16-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Aug-2019 - 00:00,25.8,11.44,,,,,0.66,16.55,5.3,4.35,370.06,94.29,0.0,93.95,0.76,11.09,17-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Aug-2019 - 00:00,15.25,11.25,,,,,0.67,15.85,5.3,4.35,680.22,96.0,0.1,97.83,1.38,6.55,18-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Aug-2019 - 00:00,8.53,8.52,,,,,0.47,15.48,5.06,4.16,436.25,96.11,0.02,146.4,1.14,3.66,19-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Aug-2019 - 00:00,12.83,7.84,,,0.0,,0.53,15.41,5.07,4.18,558.21,93.11,0.0,196.5,0.66,5.26,20-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Aug-2019 - 00:00,107.11,21.76,,,,,0.68,18.92,5.3,4.35,774.14,89.32,0.0,296.7,1.03,46.14,21-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Aug-2019 - 00:00,130.38,17.55,,,,,0.72,19.85,5.3,4.34,761.06,87.61,0.0,281.82,0.8,52.62,22-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Aug-2019 - 00:00,77.04,11.97,,,,,0.7,14.37,5.3,4.34,817.44,90.77,0.0,129.15,0.48,33.13,23-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Aug-2019 - 00:00,106.88,13.72,,,,,0.74,12.18,5.3,4.35,797.41,91.13,0.01,203.65,0.39,46.01,24-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Aug-2019 - 00:00,68.21,11.92,,,,,0.66,11.76,5.3,4.35,880.23,94.16,0.0,168.82,0.46,29.34,25-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Aug-2019 - 00:00,29.57,11.58,,,,,0.66,11.9,5.3,4.35,895.07,95.75,0.0,109.57,0.79,12.71,26-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Aug-2019 - 00:00,25.55,11.47,,,,,0.6,11.55,5.3,4.35,847.94,87.69,0.0,160.13,0.26,11.0,27-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Aug-2019 - 00:00,27.91,8.86,,,,,0.66,11.81,5.3,4.34,710.58,85.78,0.0,230.42,0.36,11.88,28-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Aug-2019 - 00:00,74.39,11.18,,,,,0.75,11.58,5.3,4.34,586.93,85.44,0.0,222.03,0.39,31.95,29-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Aug-2019 - 00:00,100.82,8.03,,,,,0.72,11.07,5.3,4.34,634.98,95.84,0.0,130.95,0.44,43.59,30-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Aug-2019 - 00:00,154.05,8.16,,,,,0.69,12.07,5.3,4.33,625.08,93.31,0.0,162.31,0.49,78.8,31-Aug-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Aug-2019 - 00:00,85.47,8.55,,,,,0.76,11.55,5.3,4.34,579.32,89.96,0.0,188.28,0.34,36.75,01-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Sep-2019 - 00:00,77.59,7.9,,,,,0.71,11.25,5.3,4.34,644.25,95.98,0.0,154.76,0.5,33.34,02-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Sep-2019 - 00:00,64.31,8.4,,,,,0.7,11.6,5.3,4.34,619.26,89.93,0.0,248.12,0.57,27.61,03-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Sep-2019 - 00:00,108.27,11.98,,,,,0.76,11.7,5.3,4.33,641.64,90.7,0.0,236.64,0.39,46.5,04-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Sep-2019 - 00:00,105.29,13.72,,,,,0.76,11.45,5.24,4.27,493.55,95.97,0.16,134.02,0.38,45.29,05-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Sep-2019 - 00:00,32.93,8.54,,,,,0.57,11.69,5.3,4.34,287.08,94.84,0.43,116.31,0.72,14.79,06-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Sep-2019 - 00:00,42.26,13.43,,,,,0.73,11.31,5.3,4.33,310.35,90.86,0.0,128.85,0.38,18.2,07-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Sep-2019 - 00:00,52.02,15.97,,,,,0.75,11.13,5.3,4.35,388.75,93.77,0.0,125.84,0.39,22.44,08-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Sep-2019 - 00:00,74.55,12.35,,,,,0.76,11.23,5.3,4.35,585.48,92.61,0.0,172.65,0.47,32.06,09-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Sep-2019 - 00:00,104.49,14.21,,,,,1.04,12.62,5.3,4.35,576.81,87.67,0.0,251.73,0.58,44.96,10-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Sep-2019 - 00:00,146.63,12.93,,,,,0.89,12.11,5.3,4.34,601.31,88.97,0.0,174.76,0.36,63.02,11-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Sep-2019 - 00:00,150.66,19.73,,,,,0.78,11.25,5.3,4.34,614.54,90.64,0.0,191.17,0.4,64.73,12-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Sep-2019 - 00:00,108.76,8.76,,,,,0.75,11.42,5.3,4.34,634.37,95.79,0.0,125.2,0.53,46.71,13-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Sep-2019 - 00:00,45.15,8.74,,,,,0.72,11.32,5.3,4.33,639.19,94.55,0.0,137.49,0.43,19.41,14-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Sep-2019 - 00:00,53.11,9.21,,,,,0.74,11.24,5.3,4.33,626.11,94.17,0.0,115.1,0.39,22.82,15-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Sep-2019 - 00:00,47.87,9.75,,,,,0.71,11.25,5.3,4.34,633.84,92.68,0.0,123.66,0.34,20.64,16-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Sep-2019 - 00:00,121.34,19.23,,,,,0.67,12.38,5.3,4.34,616.88,86.38,0.0,216.1,0.54,52.27,17-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Sep-2019 - 00:00,89.43,9.71,,,,,0.76,11.67,5.3,4.33,627.96,89.03,0.0,143.33,0.44,38.47,18-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Sep-2019 - 00:00,74.2,11.01,,,,,0.67,11.94,5.3,4.33,633.65,90.33,0.0,121.82,0.66,31.89,19-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Sep-2019 - 00:00,36.4,9.78,,,,,0.58,11.24,5.19,4.27,681.49,95.72,0.0,131.02,0.72,15.73,20-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Sep-2019 - 00:00,32.94,8.77,,,,,0.57,12.13,5.3,4.34,657.34,91.02,0.0,202.23,0.34,14.15,21-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Sep-2019 - 00:00,62.95,19.38,,,,,0.66,11.67,5.3,4.33,625.91,85.71,0.0,209.01,0.35,27.09,22-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Sep-2019 - 00:00,48.17,15.62,,,,,0.66,11.83,5.3,4.32,642.46,91.46,0.0,122.37,0.45,20.71,23-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Sep-2019 - 00:00,33.7,14.26,,,,,0.61,13.7,5.3,4.3,644.61,89.1,0.0,132.52,0.34,13.86,24-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Sep-2019 - 00:00,63.06,15.99,,,,,0.63,14.05,5.3,4.3,627.46,85.76,0.0,135.75,0.26,27.06,25-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Sep-2019 - 00:00,78.05,11.63,,,,,0.61,13.72,5.3,4.3,476.98,91.82,0.0,111.23,0.22,33.55,26-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Sep-2019 - 00:00,54.01,12.17,,,,,0.59,13.35,5.3,4.3,439.55,91.93,0.0,127.94,0.32,23.21,27-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Sep-2019 - 00:00,51.84,13.52,,,,,0.47,14.0,5.3,4.3,436.17,93.78,0.24,156.53,0.34,22.36,28-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Sep-2019 - 00:00,31.48,11.19,,,,,0.38,14.91,5.3,4.3,436.8,94.97,0.0,131.07,0.66,13.09,29-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Sep-2019 - 00:00,15.23,11.85,,,,,0.49,15.05,5.3,4.3,449.02,95.99,0.02,136.58,0.9,6.56,30-Sep-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Sep-2019 - 00:00,20.77,13.7,,,,,0.51,16.61,5.3,4.3,355.53,94.81,0.0,115.73,0.63,8.88,01-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Oct-2019 - 00:00,23.06,10.51,,,,,0.52,19.58,5.3,4.3,357.28,93.03,0.0,118.47,0.38,9.89,02-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Oct-2019 - 00:00,37.62,10.13,,,,,0.66,15.42,5.3,4.3,537.71,89.65,0.0,178.95,0.26,16.2,03-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Oct-2019 - 00:00,94.37,9.51,,,,,0.6,14.13,5.3,4.3,591.12,87.14,0.0,205.24,0.52,40.54,04-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Oct-2019 - 00:00,104.36,21.27,,,,,0.57,12.77,5.3,4.3,649.88,86.68,0.0,281.76,0.95,44.9,05-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Oct-2019 - 00:00,125.72,15.17,,,,,0.68,15.55,5.3,4.3,658.72,79.11,0.0,297.4,1.13,54.08,06-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Oct-2019 - 00:00,160.31,17.88,,,,,0.76,16.33,5.3,4.3,692.8,83.03,0.0,298.52,1.04,68.92,07-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Oct-2019 - 00:00,157.4,20.7,,,,,0.82,16.27,5.3,4.3,643.39,75.84,0.0,299.26,1.2,67.71,08-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Oct-2019 - 00:00,129.67,15.49,,,,,0.72,15.89,5.3,4.3,628.4,75.84,0.0,260.78,0.58,55.77,09-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Oct-2019 - 00:00,62.78,7.87,,,,,0.5,15.56,5.3,4.3,649.31,79.62,0.0,166.81,0.21,27.01,10-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Oct-2019 - 00:00,69.88,10.87,,,,,0.27,15.99,5.3,4.3,624.42,75.95,0.0,195.71,0.28,30.06,11-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Oct-2019 - 00:00,109.53,8.89,,,,,0.4,15.85,5.32,4.37,650.69,78.96,0.0,215.82,0.43,47.11,12-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Oct-2019 - 00:00,103.44,7.81,,,,,0.41,18.5,5.3,4.3,627.4,76.38,0.0,229.81,0.48,44.5,13-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Oct-2019 - 00:00,145.49,9.75,,,,,0.62,15.07,5.3,4.3,664.59,81.4,0.0,214.02,0.43,62.59,14-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Oct-2019 - 00:00,213.3,10.81,,,,,0.6,14.29,5.3,4.3,637.38,80.83,0.0,222.41,0.38,91.71,15-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Oct-2019 - 00:00,100.49,7.23,,,,,0.56,14.48,5.3,4.3,628.23,83.2,0.0,138.88,0.24,43.21,16-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Oct-2019 - 00:00,97.97,7.15,,,,,0.5,12.88,5.33,4.32,690.13,85.74,0.0,159.74,0.23,41.96,17-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Oct-2019 - 00:00,112.98,7.52,,,,,0.63,14.33,5.3,4.37,661.76,81.39,0.0,116.98,0.46,48.61,18-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Oct-2019 - 00:00,103.32,6.81,,,,,0.6,10.16,5.3,4.38,694.18,84.83,0.0,187.77,0.67,44.63,19-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Oct-2019 - 00:00,111.1,7.68,,,,,0.57,15.49,5.3,4.35,590.84,68.3,0.0,301.93,0.82,47.62,20-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Oct-2019 - 00:00,132.99,10.94,,,,,0.47,16.62,5.3,4.36,568.49,65.71,0.0,286.05,0.99,57.19,21-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Oct-2019 - 00:00,167.83,11.88,,,,,0.54,19.03,5.3,4.35,568.71,64.02,0.0,295.24,0.96,74.15,22-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Oct-2019 - 00:00,171.17,13.63,,,,,0.5,18.99,5.3,4.34,545.96,60.11,0.0,294.31,1.14,88.65,23-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Oct-2019 - 00:00,130.4,9.39,,,,,0.47,15.0,5.3,4.35,616.78,72.6,0.0,216.83,0.46,61.13,24-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Oct-2019 - 00:00,115.55,9.6,19.62,17.35,36.93,19.38,0.68,16.32,5.3,4.35,617.21,72.91,0.0,179.06,0.44,54.25,25-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Oct-2019 - 00:00,132.25,7.82,19.49,16.74,36.21,19.16,0.63,7.8,5.3,4.36,653.72,79.03,0.0,134.96,0.46,95.35,26-Oct-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
