from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
24-Apr-2019 - 00:00,34.85,93.58,25.04,59.19,34.15,10.58,16.0,0.43,17.44,3.75,72.91,0.3,1.78,0.32,36.18,225.84,0.78,212.59,0.0,25-Apr-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Apr-2019 - 00:00,39.83,96.91,20.56,54.75,34.19,11.22,15.74,0.52,18.09,7.26,79.95,0.35,1.62,0.77,29.65,173.44,0.8,237.03,0.0,26-Apr-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Apr-2019 - 00:00,48.96,123.16,25.72,49.28,23.54,14.14,39.67,0.61,17.48,11.1,122.57,0.47,2.39,0.49,32.54,175.88,0.59,138.75,0.0,27-Apr-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Apr-2019 - 00:00,57.34,151.47,27.95,69.04,41.09,19.88,26.37,0.68,21.54,11.14,150.45,0.66,2.38,0.69,20.13,154.39,0.61,165.38,0.0,28-Apr-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Apr-2019 - 00:00,58.66,152.9,28.72,86.89,58.17,24.76,35.08,0.58,17.96,13.92,174.43,0.75,2.04,0.67,15.76,201.07,0.65,150.36,0.0,29-Apr-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Apr-2019 - 00:00,48.67,123.92,28.41,68.99,40.58,19.18,13.57,0.46,19.45,8.12,126.8,0.47,2.08,0.32,28.42,198.39,0.96,201.35,0.0,30-Apr-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Apr-2019 - 00:00,42.09,114.08,22.58,49.84,27.27,23.28,13.37,0.44,13.21,5.8,111.53,0.51,2.77,0.28,43.65,188.05,1.38,192.27,0.0,01-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-May-2019 - 00:00,48.68,143.48,16.02,24.26,9.11,37.49,19.6,0.3,15.18,6.32,135.54,1.1,0.44,0.41,48.13,168.33,1.37,201.56,0.0,02-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-May-2019 - 00:00,44.62,127.02,13.12,21.69,8.59,26.44,25.91,0.3,18.5,6.94,135.17,1.3,0.45,0.46,46.88,200.52,1.41,194.43,0.0,03-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-May-2019 - 00:00,40.94,106.63,10.61,19.01,8.43,17.65,20.95,0.67,13.54,6.73,144.16,0.7,0.41,0.38,50.36,168.05,1.55,190.16,0.0,04-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-May-2019 - 00:00,38.8,97.97,7.98,15.63,7.71,8.42,15.23,0.4,10.09,4.08,126.05,0.33,0.21,0.15,52.07,121.9,1.45,197.42,0.0,05-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-May-2019 - 00:00,32.59,83.32,8.29,15.29,7.31,6.86,13.84,0.48,10.51,4.56,130.77,0.36,0.23,0.16,52.46,132.04,1.4,195.47,0.0,06-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-May-2019 - 00:00,33.06,81.08,9.71,17.38,7.77,6.94,16.68,0.52,13.23,5.8,151.15,0.49,0.3,0.24,48.76,155.65,1.21,197.7,0.0,07-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-May-2019 - 00:00,37.34,92.19,9.86,17.26,7.63,7.02,21.62,0.35,16.09,5.74,153.99,0.5,0.31,0.22,49.96,164.77,1.27,189.03,0.0,08-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-May-2019 - 00:00,29.86,72.05,8.29,15.97,7.73,5.86,15.58,0.35,13.07,10.52,126.74,0.31,0.36,0.14,51.59,161.99,1.36,193.73,0.0,09-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-May-2019 - 00:00,25.78,64.69,7.54,15.09,7.58,4.02,14.56,0.41,16.47,4.64,83.58,0.32,0.3,0.17,49.27,130.64,1.3,200.98,0.0,10-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-May-2019 - 00:00,32.46,73.63,7.85,15.55,7.79,5.11,11.3,0.46,23.1,4.16,80.32,0.15,0.43,0.45,45.36,142.07,1.25,201.49,0.0,11-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-May-2019 - 00:00,29.71,79.32,8.98,16.79,7.85,5.58,14.2,0.47,30.68,6.19,94.18,0.14,0.46,0.5,47.3,167.4,1.24,189.57,0.0,12-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-May-2019 - 00:00,32.28,85.56,6.68,13.76,7.16,5.28,7.55,0.44,26.64,3.98,71.75,0.02,0.32,0.41,52.81,114.83,1.27,190.07,0.0,13-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
13-May-2019 - 00:00,34.8,93.92,8.15,15.65,7.67,5.07,9.29,0.41,22.46,5.86,79.23,0.23,0.31,0.4,51.96,115.69,1.38,194.27,0.0,14-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-May-2019 - 00:00,36.04,91.71,8.44,16.38,8.07,10.96,9.51,0.42,21.61,6.24,80.72,0.73,1.34,0.46,53.29,121.94,1.43,192.58,0.0,15-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-May-2019 - 00:00,27.36,81.2,7.71,14.86,7.27,20.44,8.73,0.48,23.0,5.86,96.31,1.66,4.08,0.7,51.34,151.16,1.33,193.92,0.0,16-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-May-2019 - 00:00,27.37,82.58,8.35,16.62,8.48,20.22,11.37,0.38,15.74,8.75,114.05,1.94,4.2,0.79,50.09,149.98,1.37,203.81,0.0,17-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-May-2019 - 00:00,33.03,98.58,9.5,18.17,8.9,18.63,16.99,0.37,21.43,6.06,128.14,1.95,4.51,0.86,50.92,100.63,1.22,199.35,0.0,18-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-May-2019 - 00:00,32.27,109.08,9.34,17.55,8.39,11.12,14.27,0.47,34.49,13.3,152.06,1.88,4.68,1.1,44.92,125.92,1.02,208.3,0.0,19-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-May-2019 - 00:00,29.14,89.49,8.93,14.96,6.03,4.83,16.22,0.48,39.68,6.6,138.23,1.84,4.52,1.11,43.18,153.74,1.0,218.53,0.0,20-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-May-2019 - 00:00,28.83,87.64,8.93,15.26,6.33,3.71,13.74,0.55,32.61,6.27,121.34,1.85,4.14,0.84,43.35,176.37,0.91,218.81,0.0,21-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-May-2019 - 00:00,32.47,95.34,7.56,12.96,5.41,2.89,10.6,0.51,42.78,5.49,111.71,1.79,3.95,0.78,42.86,173.59,1.06,209.28,0.0,22-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-May-2019 - 00:00,23.07,75.38,7.81,13.6,5.79,8.64,13.45,0.48,48.97,5.63,123.88,1.86,4.12,0.79,42.25,137.12,1.17,203.63,0.0,23-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-May-2019 - 00:00,35.96,99.55,6.66,11.95,5.3,10.27,11.64,0.5,40.63,5.4,130.78,1.88,4.19,0.81,46.95,114.06,1.16,201.0,0.0,24-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-May-2019 - 00:00,38.71,102.87,6.07,11.28,5.21,8.64,8.81,0.4,44.78,4.21,116.22,1.81,3.93,0.75,48.59,117.08,1.36,207.89,0.0,25-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-May-2019 - 00:00,34.93,86.42,7.72,13.31,5.67,8.84,7.34,0.71,18.12,4.35,132.36,1.78,4.12,0.76,61.99,29.64,1.25,192.58,0.0,26-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-May-2019 - 00:00,41.66,105.92,7.03,11.89,4.88,8.65,6.4,0.49,47.22,5.1,132.18,1.88,4.24,0.78,55.15,113.97,1.4,185.48,0.0,27-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-May-2019 - 00:00,34.4,103.83,6.54,12.44,5.9,9.06,7.62,0.44,44.88,5.09,116.67,1.84,3.83,0.77,49.56,140.14,1.3,203.58,0.0,28-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-May-2019 - 00:00,37.14,106.17,6.6,13.66,7.07,9.65,8.12,0.43,43.89,4.76,116.14,1.75,3.75,1.33,47.31,157.29,1.27,198.85,0.0,29-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-May-2019 - 00:00,33.2,96.58,5.23,11.88,6.65,8.27,14.49,0.46,42.46,5.48,125.01,2.08,3.78,0.9,46.59,173.58,1.38,196.25,0.0,30-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-May-2019 - 00:00,29.04,81.91,4.86,11.47,6.61,8.08,11.77,0.47,36.96,6.61,132.6,1.99,4.02,0.85,51.58,133.92,1.36,193.61,0.0,31-May-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
31-May-2019 - 00:00,30.38,81.43,3.79,10.5,6.72,7.49,7.33,0.53,36.21,5.79,115.44,1.81,4.02,0.73,55.09,121.64,1.41,191.21,0.0,01-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Jun-2019 - 00:00,24.96,71.46,3.54,10.07,6.55,7.78,7.41,0.49,27.66,3.62,107.43,1.78,3.8,0.71,55.88,117.11,1.65,195.32,0.0,02-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Jun-2019 - 00:00,25.74,65.31,3.77,10.23,6.47,7.67,7.13,0.48,33.83,5.83,115.59,1.82,3.79,0.73,55.23,114.26,1.57,198.37,0.0,03-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Jun-2019 - 00:00,23.94,70.69,3.81,10.78,7.3,7.61,6.68,0.49,29.51,5.58,103.76,1.75,3.37,0.7,57.04,115.99,1.68,198.02,0.0,04-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Jun-2019 - 00:00,23.87,64.74,3.71,12.29,8.68,7.68,6.14,0.46,25.93,5.01,119.25,1.81,3.65,0.73,53.37,113.9,1.53,200.28,0.0,05-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Jun-2019 - 00:00,27.6,76.13,4.79,13.46,8.69,7.77,8.27,0.43,23.41,5.73,128.23,2.0,3.75,0.77,50.9,118.81,1.32,201.51,0.0,06-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Jun-2019 - 00:00,30.06,104.07,5.0,13.32,8.7,7.78,6.95,0.49,16.69,6.98,120.14,1.78,3.89,0.76,59.27,69.13,1.26,199.18,0.0,07-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Jun-2019 - 00:00,27.51,80.68,5.19,14.83,9.76,10.34,7.5,0.47,41.37,7.5,162.63,2.27,4.27,0.92,49.47,146.33,1.48,200.25,0.0,08-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Jun-2019 - 00:00,28.27,78.45,5.3,16.73,11.47,10.44,9.95,0.49,21.88,7.5,158.45,2.15,4.81,0.91,54.93,123.73,1.41,194.89,0.0,09-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Jun-2019 - 00:00,26.39,73.3,5.31,16.55,11.29,8.72,7.4,0.59,11.99,5.73,137.25,1.84,4.05,0.76,54.86,114.47,1.43,185.96,0.0,10-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Jun-2019 - 00:00,23.21,60.52,3.76,17.2,13.47,16.31,7.92,0.55,14.96,6.23,125.86,2.71,3.55,2.73,51.14,82.41,1.41,195.88,0.0,11-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Jun-2019 - 00:00,25.4,68.63,3.13,19.84,16.74,31.23,11.62,0.55,27.0,5.22,128.07,2.03,3.34,1.61,50.79,108.57,1.2,197.83,0.0,12-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Jun-2019 - 00:00,41.99,88.21,7.37,23.46,16.15,32.1,12.83,0.59,32.74,6.64,141.88,2.11,3.69,0.94,51.24,130.29,1.3,179.91,0.03,13-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Jun-2019 - 00:00,24.29,62.01,9.89,26.59,16.9,31.59,14.87,0.53,24.23,5.05,132.25,1.92,3.95,0.86,57.19,101.73,1.53,162.43,0.02,14-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Jun-2019 - 00:00,27.74,72.1,4.85,21.89,17.1,33.48,13.68,0.48,22.57,4.76,105.35,1.85,3.71,0.8,53.48,98.23,1.78,162.08,0.0,15-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Jun-2019 - 00:00,24.42,57.93,3.81,21.72,18.0,35.94,13.37,0.51,24.48,4.02,91.65,1.87,3.44,0.71,57.33,102.38,1.85,177.26,0.01,16-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Jun-2019 - 00:00,27.09,66.96,3.9,21.21,17.32,36.02,11.19,0.44,16.72,5.36,97.31,1.76,3.52,0.73,64.04,101.69,,,0.03,17-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Jun-2019 - 00:00,28.4,73.88,3.9,20.55,16.69,35.2,14.47,0.34,14.52,6.03,81.9,1.68,3.03,0.5,60.03,100.17,1.24,176.79,0.0,18-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Jun-2019 - 00:00,28.02,57.41,3.15,20.49,17.33,35.6,12.58,0.5,18.04,4.51,80.86,1.5,2.81,0.33,67.7,82.63,1.6,180.15,0.03,19-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Jun-2019 - 00:00,28.31,77.27,3.21,20.72,17.51,35.44,20.88,0.36,29.69,3.48,130.64,1.63,3.0,0.4,58.51,152.13,1.55,207.28,0.14,20-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Jun-2019 - 00:00,32.31,82.58,3.39,23.62,20.23,40.29,26.7,0.66,24.49,4.03,115.9,1.73,3.55,0.41,57.52,114.19,2.0,219.97,0.0,21-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Jun-2019 - 00:00,32.16,88.5,3.45,31.28,27.88,56.32,51.45,1.29,33.04,5.92,126.58,1.75,3.85,0.43,56.32,102.04,3.1,262.12,0.0,22-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Jun-2019 - 00:00,34.19,90.97,3.24,30.95,27.72,56.57,14.95,1.3,11.11,5.0,126.72,1.66,3.09,0.41,54.46,117.66,3.09,252.99,0.0,23-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Jun-2019 - 00:00,33.93,86.62,2.94,30.41,27.48,56.17,15.19,1.22,17.69,4.49,120.32,1.65,3.03,0.4,57.3,75.33,3.1,249.13,0.0,24-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Jun-2019 - 00:00,34.67,91.96,3.68,31.2,27.52,55.76,15.73,1.14,27.85,4.91,117.71,1.62,2.9,0.39,62.55,87.48,3.0,247.49,0.2,25-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Jun-2019 - 00:00,33.14,74.32,4.33,31.7,27.38,55.92,15.88,1.28,32.75,6.2,118.52,1.61,2.85,0.41,68.48,63.8,2.9,245.33,0.05,26-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Jun-2019 - 00:00,40.8,93.81,3.58,30.86,27.28,55.55,15.76,1.12,33.14,6.33,116.2,1.59,2.74,0.38,59.72,125.13,3.12,258.28,0.0,27-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Jun-2019 - 00:00,33.96,76.0,2.65,29.81,27.16,55.05,15.26,1.09,22.46,4.69,99.64,1.52,3.53,0.32,57.25,121.21,3.25,258.33,0.0,28-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Jun-2019 - 00:00,23.25,40.95,3.6,29.75,26.24,55.13,20.27,1.41,31.02,5.08,114.38,1.52,3.79,0.36,74.49,74.4,3.16,226.18,1.38,29-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Jun-2019 - 00:00,21.54,43.78,4.55,34.85,30.36,54.88,16.47,1.45,19.05,4.6,106.25,1.52,3.26,0.37,75.37,51.05,3.11,240.13,0.26,30-Jun-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Jun-2019 - 00:00,22.88,48.08,4.22,45.98,41.76,58.99,17.83,1.39,8.13,4.9,117.84,1.55,2.98,0.38,75.55,63.61,3.17,221.99,0.07,01-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Jul-2019 - 00:00,32.06,68.79,5.02,50.06,45.04,60.48,16.63,1.37,7.4,8.32,129.39,1.58,3.11,0.4,70.27,70.19,2.73,235.0,0.0,02-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Jul-2019 - 00:00,26.27,62.41,4.39,48.4,44.01,59.92,18.03,1.19,7.44,5.09,122.36,1.54,3.04,0.35,70.7,75.73,3.13,232.63,0.0,03-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Jul-2019 - 00:00,25.26,57.47,4.16,45.15,40.99,58.58,16.05,1.38,7.48,5.87,118.14,1.5,2.99,0.34,72.93,70.26,3.27,224.05,0.0,04-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Jul-2019 - 00:00,27.55,77.8,3.84,45.69,41.84,58.87,17.38,1.26,7.02,5.26,121.93,1.48,2.8,0.33,70.76,54.33,3.25,256.12,0.0,05-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Jul-2019 - 00:00,31.09,55.15,5.91,64.13,58.21,72.89,19.71,1.4,8.35,11.52,108.63,1.43,2.61,0.3,78.0,32.01,3.08,239.32,0.19,06-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Jul-2019 - 00:00,27.43,63.28,6.47,46.95,40.48,45.94,13.25,1.45,6.63,8.67,99.47,1.37,2.46,0.28,75.43,75.62,3.14,225.51,0.29,07-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Jul-2019 - 00:00,29.4,73.64,11.39,46.71,35.31,19.12,12.43,1.27,5.97,8.66,151.4,1.5,3.15,0.49,75.03,66.52,3.07,218.25,0.01,08-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Jul-2019 - 00:00,28.13,69.04,9.5,48.3,38.8,19.24,12.05,1.21,7.53,7.46,128.98,1.39,2.98,0.36,69.86,73.16,3.29,246.22,0.0,09-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Jul-2019 - 00:00,26.14,64.72,6.22,35.14,28.92,13.56,16.83,1.23,9.85,4.23,92.98,1.3,2.5,0.21,68.0,96.75,3.41,243.38,0.02,10-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Jul-2019 - 00:00,28.38,78.52,4.92,27.31,22.38,10.62,16.38,1.22,13.89,5.81,94.16,1.31,2.35,0.21,76.74,107.52,3.32,245.03,0.01,11-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Jul-2019 - 00:00,27.15,68.48,5.77,28.64,22.88,11.28,13.97,1.24,18.87,4.64,97.3,1.31,2.46,0.22,88.86,127.56,3.35,250.68,0.0,12-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Jul-2019 - 00:00,23.65,63.16,4.91,27.26,22.35,10.57,17.32,1.25,16.27,6.37,79.83,1.29,2.24,0.2,89.51,102.02,3.52,247.6,0.03,13-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Jul-2019 - 00:00,23.4,56.34,4.62,25.81,21.19,9.65,16.43,1.26,15.79,4.57,78.75,1.29,2.16,0.2,89.38,100.71,3.51,232.78,0.23,14-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Jul-2019 - 00:00,18.98,59.3,4.45,24.19,19.74,8.97,15.54,1.2,20.55,3.87,83.53,1.29,2.13,0.2,88.65,123.82,3.38,254.93,0.0,15-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Jul-2019 - 00:00,24.98,72.06,4.54,23.03,18.49,8.74,14.61,1.11,19.35,3.89,73.82,1.29,1.99,0.2,89.34,111.03,3.38,253.07,0.0,16-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Jul-2019 - 00:00,21.81,68.85,5.32,16.3,13.08,7.05,13.49,1.23,15.77,5.0,60.28,1.41,1.91,0.2,88.03,96.84,3.31,249.07,0.03,17-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Jul-2019 - 00:00,23.59,69.83,8.43,10.47,12.01,14.23,15.13,1.25,16.6,4.23,73.97,1.34,2.06,0.2,86.98,127.63,3.29,243.66,0.0,18-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Jul-2019 - 00:00,26.64,66.2,5.01,10.15,9.63,9.51,15.94,1.28,17.19,5.07,84.48,1.29,2.02,0.21,84.04,132.49,3.06,249.95,0.0,19-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Jul-2019 - 00:00,29.43,80.68,3.21,10.74,7.55,6.62,16.5,1.33,19.01,5.83,102.18,1.3,2.04,0.21,78.48,125.12,2.84,248.38,0.0,20-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Jul-2019 - 00:00,35.95,71.68,4.17,11.85,7.68,6.51,17.18,1.34,20.89,7.23,108.73,1.3,2.35,0.23,84.79,96.01,2.83,238.99,0.0,21-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Jul-2019 - 00:00,27.97,56.59,7.18,15.24,8.06,7.26,16.32,1.54,25.4,13.26,127.98,1.31,2.76,0.3,86.9,94.1,2.21,176.73,0.4,22-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Jul-2019 - 00:00,48.5,85.73,6.4,12.93,6.54,7.93,20.81,1.66,31.29,15.4,139.81,1.31,3.05,0.3,86.24,115.91,3.0,201.93,0.07,23-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Jul-2019 - 00:00,20.22,41.77,2.71,16.22,13.52,6.33,16.22,1.54,34.39,6.74,99.21,1.29,2.44,0.23,85.27,162.58,3.29,235.98,0.01,25-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Jul-2019 - 00:00,52.14,43.32,3.15,26.71,23.56,9.95,19.66,1.28,15.88,4.21,87.25,1.29,2.14,0.2,93.5,66.4,3.06,267.68,0.17,26-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Jul-2019 - 00:00,20.95,45.21,3.08,22.97,19.89,7.97,15.18,1.23,18.47,3.33,85.55,1.27,2.0,0.2,93.56,99.15,3.23,269.67,0.33,27-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Jul-2019 - 00:00,22.57,52.73,5.86,30.8,24.97,11.63,16.02,1.35,21.17,3.02,97.08,1.29,2.0,0.2,95.29,77.62,3.34,270.99,0.06,28-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Jul-2019 - 00:00,23.93,61.8,4.73,25.91,21.18,9.34,15.21,1.24,22.3,3.18,90.56,1.29,2.06,0.2,95.0,53.51,3.14,275.3,0.29,29-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Jul-2019 - 00:00,16.84,41.39,4.13,19.93,15.8,7.21,14.88,1.18,23.56,3.48,83.62,1.29,1.94,0.2,97.79,38.21,3.35,269.85,1.1,30-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Jul-2019 - 00:00,15.02,25.69,3.51,13.16,5.87,5.3,15.08,1.22,25.13,3.31,87.0,1.29,2.09,0.2,95.36,46.78,3.31,261.49,0.37,31-Jul-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
31-Jul-2019 - 00:00,14.37,22.56,1.81,7.21,5.51,2.66,14.25,1.14,20.58,2.99,80.42,1.29,2.01,0.2,99.42,35.7,3.17,263.58,0.64,01-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Aug-2019 - 00:00,35.3,55.85,2.79,8.44,5.75,2.76,15.72,1.3,14.02,4.21,122.43,1.28,2.3,0.22,94.6,65.82,3.24,267.55,0.14,02-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Aug-2019 - 00:00,23.14,32.52,2.96,9.21,6.3,2.86,16.36,1.08,13.13,4.39,126.04,1.31,2.78,0.23,,30.29,2.88,259.8,0.27,03-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Aug-2019 - 00:00,15.26,23.84,3.43,10.42,7.0,2.87,15.6,1.24,12.18,5.9,128.68,1.31,2.85,0.25,,41.04,2.94,265.3,1.77,04-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Aug-2019 - 00:00,15.0,25.25,2.39,8.32,5.96,1.83,15.75,1.2,19.35,4.42,113.02,1.3,2.75,0.23,,37.52,3.77,290.22,2.58,05-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Aug-2019 - 00:00,16.56,37.6,2.13,8.31,6.22,1.76,15.56,1.12,15.88,3.62,118.06,1.31,2.58,0.23,97.46,68.06,3.18,270.32,0.1,06-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Aug-2019 - 00:00,17.66,61.08,11.69,31.84,20.53,7.51,15.62,1.22,12.98,3.39,116.5,1.31,2.41,0.22,92.01,85.77,2.94,259.61,0.0,07-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Aug-2019 - 00:00,17.53,63.13,16.26,30.82,16.29,9.61,15.81,1.31,12.45,11.68,118.94,0.92,1.79,0.21,91.98,71.26,3.04,266.07,0.0,08-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Aug-2019 - 00:00,24.72,67.42,20.2,22.12,9.7,5.9,15.05,1.4,15.68,2.68,154.05,0.01,1.92,0.01,99.21,22.28,2.87,266.27,0.04,09-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Aug-2019 - 00:00,19.49,41.82,22.65,18.19,8.3,7.14,17.0,1.14,22.91,1.53,130.79,0.01,1.69,0.0,,30.45,3.5,269.2,0.89,10-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Aug-2019 - 00:00,16.83,35.01,16.45,21.34,10.42,3.9,14.79,1.26,29.6,1.23,119.25,0.01,1.65,0.0,95.24,45.82,3.57,252.4,0.37,11-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Aug-2019 - 00:00,22.25,60.6,17.6,26.75,12.42,2.9,15.82,1.35,18.05,2.41,123.14,0.01,1.67,0.0,94.14,67.44,3.53,241.42,0.14,12-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Aug-2019 - 00:00,25.17,80.31,29.56,25.85,9.35,5.92,15.03,1.41,14.19,2.44,161.08,0.01,1.86,0.01,90.25,89.59,3.02,249.11,0.0,13-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
