from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
13-Aug-2019 - 00:00,23.71,77.73,22.77,24.38,7.74,3.56,15.15,1.4,13.84,2.69,173.57,0.02,1.87,0.02,89.1,103.62,3.0,251.98,0.02,14-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Aug-2019 - 00:00,24.45,73.4,39.04,22.56,5.85,9.15,14.77,1.37,15.93,2.0,160.79,0.02,1.85,0.01,91.05,67.93,2.93,252.27,0.02,15-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Aug-2019 - 00:00,16.61,43.29,29.28,17.3,6.43,7.55,14.99,1.33,17.71,1.73,162.03,0.01,1.84,0.01,91.29,69.4,2.93,261.03,0.03,16-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Aug-2019 - 00:00,13.3,29.97,26.91,17.94,6.59,7.25,15.12,1.24,17.59,1.53,148.38,0.01,1.7,0.01,94.52,73.21,3.12,260.53,0.24,17-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Aug-2019 - 00:00,16.99,45.13,18.05,23.39,9.06,3.16,15.42,1.31,16.31,1.51,148.23,0.02,1.78,0.01,94.42,94.86,3.09,250.49,0.09,18-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Aug-2019 - 00:00,22.15,65.25,23.75,29.46,11.2,4.02,16.05,1.37,14.19,3.25,159.58,0.02,1.77,0.01,89.54,120.08,3.18,246.84,0.01,19-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Aug-2019 - 00:00,21.75,77.22,31.52,26.22,7.99,5.67,15.8,1.4,11.48,4.13,169.03,0.02,1.76,0.01,87.85,106.12,3.06,252.05,0.01,20-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Aug-2019 - 00:00,23.02,73.46,36.92,21.72,7.36,7.76,15.1,1.37,19.8,34.79,162.81,0.72,1.75,0.57,84.74,117.44,2.98,267.74,0.0,21-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Aug-2019 - 00:00,23.32,72.85,35.43,30.88,12.13,5.37,15.33,1.44,13.79,5.77,163.57,1.0,1.73,1.01,88.98,90.85,2.98,256.0,0.0,22-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Aug-2019 - 00:00,29.97,79.9,36.98,17.93,8.57,10.25,14.97,1.62,13.23,5.34,155.73,1.0,1.75,1.0,89.9,61.08,3.04,268.57,0.0,23-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Aug-2019 - 00:00,22.61,59.78,28.95,17.23,7.76,7.99,14.78,1.2,21.77,,,,,,90.0,75.73,2.81,262.99,0.0,24-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Aug-2019 - 00:00,16.47,33.69,336.05,11.03,11.66,152.15,18.44,1.33,6.26,3.7,134.45,1.0,1.61,1.01,,27.54,3.06,231.32,0.04,28-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Aug-2019 - 00:00,28.61,55.0,125.51,15.18,15.74,44.54,28.7,1.63,4.88,5.25,168.33,0.99,1.4,0.75,98.42,44.48,3.03,219.51,0.43,29-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Aug-2019 - 00:00,23.33,58.77,3.76,15.05,14.13,0.2,17.37,1.42,5.61,3.86,165.26,1.01,1.89,1.01,90.35,100.37,3.04,230.52,0.0,30-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Aug-2019 - 00:00,26.91,75.25,3.25,14.95,14.71,0.19,17.36,1.47,5.3,4.01,174.92,1.02,1.68,1.01,84.63,107.79,2.92,234.43,0.0,31-Aug-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
31-Aug-2019 - 00:00,22.28,65.92,4.56,15.05,14.1,0.44,17.88,1.4,5.0,3.86,168.59,1.01,1.51,1.0,91.16,107.67,3.1,231.22,0.11,01-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Sep-2019 - 00:00,22.01,49.51,3.55,14.98,14.09,0.24,18.2,1.38,4.76,2.51,162.55,1.01,1.45,1.0,90.84,94.51,3.17,228.98,0.01,02-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Sep-2019 - 00:00,19.39,45.19,5.77,14.7,13.48,0.9,18.67,1.18,4.62,3.25,144.13,1.0,1.43,0.99,91.12,96.47,3.33,227.8,0.04,03-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Sep-2019 - 00:00,20.15,52.46,3.72,14.83,13.91,0.21,17.62,1.49,4.7,3.82,163.52,1.01,1.51,1.07,92.36,73.95,3.06,224.73,0.01,04-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Sep-2019 - 00:00,14.68,36.4,5.02,14.64,14.28,0.78,20.4,1.17,4.34,3.16,144.8,0.99,1.35,1.0,92.54,50.01,2.55,232.86,0.18,05-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Sep-2019 - 00:00,15.04,66.08,3.46,15.3,14.57,0.17,18.18,1.67,4.83,6.46,195.41,1.02,1.55,1.07,87.0,82.8,2.08,211.65,0.13,06-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Sep-2019 - 00:00,14.94,33.81,4.03,14.69,13.48,0.23,17.27,1.51,4.64,3.45,176.68,1.02,1.5,1.03,92.68,87.82,3.04,222.12,0.0,07-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Sep-2019 - 00:00,14.99,36.62,3.92,15.24,14.04,0.17,17.46,1.48,4.46,3.47,165.32,1.01,1.48,1.02,93.96,80.09,3.22,217.01,0.12,08-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Sep-2019 - 00:00,15.04,28.35,3.36,14.83,14.57,0.25,17.39,1.38,4.35,2.4,149.17,1.01,1.43,1.01,95.62,72.8,3.24,222.87,0.01,09-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Sep-2019 - 00:00,15.0,33.43,3.8,14.48,13.58,0.18,16.65,1.48,4.32,2.76,155.03,1.01,1.47,1.0,99.89,38.07,2.93,260.17,0.02,10-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Sep-2019 - 00:00,15.04,25.99,3.63,15.19,14.27,0.18,17.5,1.59,4.37,4.26,168.13,1.01,1.52,1.03,,45.19,2.55,237.48,0.75,11-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Sep-2019 - 00:00,15.07,38.24,3.65,15.76,15.04,0.19,17.96,1.63,4.32,3.82,161.27,1.01,1.5,1.01,96.06,52.25,2.92,230.24,0.25,12-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Sep-2019 - 00:00,15.02,46.21,3.62,14.36,13.83,0.23,17.15,1.56,4.31,4.61,157.72,1.01,1.42,1.01,94.14,78.78,2.99,237.03,0.01,13-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Sep-2019 - 00:00,26.11,78.1,10.89,24.43,14.4,17.77,64.92,0.98,7.2,4.57,231.91,7.17,1.15,13.25,95.69,60.14,3.16,268.76,0.0,14-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Sep-2019 - 00:00,18.66,51.91,11.54,24.8,14.0,19.38,25.24,1.41,3.21,4.11,153.83,1.7,1.68,2.55,94.71,47.47,3.08,269.51,0.0,15-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Sep-2019 - 00:00,25.4,75.05,11.79,25.46,14.24,19.18,19.75,1.45,3.31,3.93,151.11,1.03,1.51,1.07,90.28,97.02,3.2,270.92,0.0,16-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Sep-2019 - 00:00,20.51,63.54,11.43,25.74,14.84,19.11,17.99,1.42,3.3,3.58,147.74,1.02,1.41,1.04,91.51,71.88,3.07,270.44,0.0,17-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Sep-2019 - 00:00,23.9,80.63,11.87,25.51,14.28,19.16,18.02,1.5,3.42,3.64,157.5,1.02,1.31,1.03,86.58,97.26,2.81,281.66,0.0,18-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Sep-2019 - 00:00,29.11,87.34,11.2,25.27,14.69,19.41,17.83,1.5,3.44,4.98,147.47,1.02,1.26,1.04,87.88,73.76,2.33,179.3,0.03,19-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Sep-2019 - 00:00,27.48,62.48,17.5,23.83,12.58,20.76,18.15,1.6,3.54,7.3,157.96,1.02,1.25,1.11,88.91,98.54,2.22,138.72,0.0,20-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Sep-2019 - 00:00,26.6,63.58,18.08,20.51,11.45,21.98,17.37,1.54,7.93,9.1,163.84,1.03,1.12,1.08,87.64,94.77,2.74,186.04,0.27,21-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Sep-2019 - 00:00,34.31,76.43,21.51,17.27,9.04,23.51,17.94,1.74,12.46,11.4,164.96,1.07,1.21,1.09,68.0,109.91,2.46,196.82,0.01,22-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Sep-2019 - 00:00,24.87,69.91,53.16,13.65,7.03,34.86,15.31,1.63,22.49,5.04,144.08,1.04,1.41,1.06,33.46,94.57,2.94,209.29,0.0,23-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Sep-2019 - 00:00,20.18,61.88,104.63,13.81,7.84,54.73,16.15,1.57,18.47,3.13,147.54,1.01,1.46,1.01,61.5,101.67,2.96,247.92,0.04,24-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Sep-2019 - 00:00,31.19,76.57,63.96,15.59,8.06,38.56,16.55,1.57,14.52,4.56,150.71,1.01,1.43,1.01,61.5,78.4,2.73,243.77,0.0,25-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Sep-2019 - 00:00,34.25,80.73,43.33,17.64,9.62,30.99,16.61,1.75,12.28,7.61,160.23,1.02,1.48,1.09,61.5,45.41,2.32,173.23,0.58,26-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Sep-2019 - 00:00,22.53,52.68,48.59,19.44,10.72,33.04,16.95,1.77,16.16,9.74,205.05,1.03,1.48,1.12,61.5,102.56,2.7,167.77,0.2,27-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Sep-2019 - 00:00,13.02,28.39,66.8,18.87,10.56,42.53,15.17,1.56,16.42,3.39,137.03,1.01,1.43,1.02,61.5,52.56,3.13,215.33,0.45,28-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Sep-2019 - 00:00,13.82,35.67,30.94,24.5,13.92,26.02,17.98,1.36,12.68,2.94,128.98,1.0,1.33,0.98,61.49,115.21,3.33,228.74,0.48,29-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Sep-2019 - 00:00,14.5,35.2,21.35,20.59,11.19,26.62,17.87,1.28,12.48,2.58,117.37,1.0,1.29,1.0,61.5,77.64,3.39,219.61,0.04,30-Sep-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Sep-2019 - 00:00,14.6,27.55,18.89,23.52,12.89,21.83,18.09,1.26,13.45,2.69,111.5,1.0,1.26,0.99,61.5,61.69,3.62,224.5,0.17,01-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Oct-2019 - 00:00,21.11,45.78,22.17,23.14,12.84,22.87,17.46,1.74,20.17,2.01,128.43,1.0,1.31,0.99,61.5,109.98,3.12,262.72,0.0,02-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Oct-2019 - 00:00,25.88,77.02,12.14,23.62,13.71,19.78,15.59,1.76,13.59,3.18,133.14,1.01,1.36,1.0,61.5,101.58,2.79,267.15,0.0,03-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Oct-2019 - 00:00,28.6,97.73,13.53,24.22,13.33,20.07,16.29,1.76,14.57,4.41,111.34,1.0,1.23,1.01,61.5,87.12,2.22,218.47,0.0,04-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Oct-2019 - 00:00,40.63,144.9,12.52,24.72,14.0,19.71,18.82,1.81,16.39,5.07,126.2,1.0,1.35,1.02,61.5,87.76,1.99,213.16,0.0,05-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Oct-2019 - 00:00,55.12,138.53,12.44,25.85,15.03,19.47,16.78,2.06,21.98,8.14,134.72,1.0,1.39,1.03,61.5,81.41,1.72,151.87,0.0,06-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Oct-2019 - 00:00,55.47,150.14,13.1,25.06,14.4,19.88,16.65,2.18,36.02,7.23,133.74,1.0,1.28,1.02,61.5,115.88,2.54,218.19,0.01,07-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Oct-2019 - 00:00,,,,,,,,,,,,,,,61.5,108.77,1.6,75.21,0.0,08-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Oct-2019 - 00:00,,,,,,,,,,,,,,,61.5,105.71,1.89,119.92,0.0,09-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Oct-2019 - 00:00,,,,,,,,,,,,,,,61.5,90.83,2.17,125.43,0.0,10-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Oct-2019 - 00:00,,,,,,,,,,,,,,,61.5,88.72,2.36,129.09,0.0,11-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Oct-2019 - 00:00,48.26,170.57,13.3,24.26,14.11,20.16,14.63,1.77,26.62,4.12,44.37,1.0,0.43,1.0,66.36,88.42,2.25,162.99,0.0,12-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Oct-2019 - 00:00,82.67,206.61,24.83,23.02,12.56,24.54,15.5,2.55,4.95,11.85,68.04,1.0,0.64,1.0,91.63,2.41,2.62,210.64,0.0,13-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,14-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Oct-2019 - 00:00,51.61,146.54,14.86,25.11,14.18,20.11,16.57,2.32,30.61,5.23,49.15,1.1,0.46,1.0,54.21,210.59,2.93,132.76,0.0,15-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Oct-2019 - 00:00,68.57,165.14,14.69,24.41,13.01,20.36,19.34,2.33,24.68,19.66,55.81,1.04,0.4,1.0,64.14,133.1,2.36,127.46,0.0,16-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Oct-2019 - 00:00,77.0,220.11,12.73,24.92,13.87,19.5,19.9,2.2,28.28,9.78,48.42,1.01,0.41,0.98,61.99,122.62,2.29,124.98,0.0,17-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Oct-2019 - 00:00,82.2,195.78,12.54,25.19,14.25,19.66,22.58,2.48,26.37,15.45,30.72,1.02,0.21,1.0,61.26,163.59,2.79,136.61,0.0,18-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Oct-2019 - 00:00,88.12,189.6,11.74,25.19,13.98,19.34,22.93,2.27,23.2,13.26,14.17,1.01,0.06,1.0,66.35,127.3,2.85,141.79,0.0,19-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Oct-2019 - 00:00,44.45,105.35,12.51,25.55,14.44,19.59,15.75,1.96,20.32,5.41,16.85,1.01,0.11,1.0,73.39,81.24,3.74,155.31,0.0,20-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Oct-2019 - 00:00,23.62,52.57,19.02,25.65,14.71,22.14,19.6,1.92,23.59,2.56,20.14,0.98,0.23,0.98,78.14,128.22,3.9,157.33,0.0,21-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Oct-2019 - 00:00,48.29,120.46,11.21,25.76,15.13,19.29,37.9,1.95,18.24,7.1,24.7,0.99,0.26,0.99,76.5,104.26,3.04,136.02,0.0,22-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Oct-2019 - 00:00,33.03,58.22,12.23,25.48,14.38,19.29,34.88,1.61,14.71,3.43,16.91,1.37,0.34,1.7,83.51,75.89,3.3,145.9,0.01,23-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Oct-2019 - 00:00,36.42,72.34,5.59,13.32,7.84,4.98,48.81,1.71,8.93,2.47,7.22,1.13,0.12,1.06,84.75,90.98,3.15,133.96,0.0,24-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Oct-2019 - 00:00,52.66,127.99,5.72,13.89,8.17,4.47,76.98,1.89,23.35,4.57,8.28,1.02,0.21,1.0,76.17,114.17,3.7,137.6,0.0,25-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Oct-2019 - 00:00,59.44,136.11,5.64,13.83,8.19,4.46,112.59,1.93,16.33,3.26,4.81,1.0,0.05,1.0,76.64,72.53,2.94,117.47,0.0,26-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Oct-2019 - 00:00,62.1,124.69,5.66,13.69,8.03,4.51,59.87,1.67,23.15,1.59,3.13,1.0,0.02,1.0,76.58,116.88,3.85,140.29,0.0,27-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Oct-2019 - 00:00,33.26,44.26,5.66,13.69,8.03,4.51,42.68,1.74,20.27,1.47,1.75,1.0,0.0,1.0,82.81,91.51,3.44,140.41,0.0,28-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Oct-2019 - 00:00,28.33,43.16,5.69,13.92,8.23,4.5,37.31,1.55,16.15,1.09,2.1,1.0,0.0,1.0,80.99,108.34,2.49,143.26,0.0,29-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Oct-2019 - 00:00,20.59,28.84,5.57,13.58,8.01,4.51,25.39,1.42,20.89,1.14,1.64,1.0,0.0,1.0,78.95,169.05,3.12,171.47,0.27,30-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Oct-2019 - 00:00,32.84,56.41,,,,,49.29,0.92,33.08,1.14,5.15,1.02,0.0,0.9,69.85,60.88,2.85,135.66,0.0,31-Oct-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
31-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,02-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Nov-2019 - 00:00,36.91,86.29,5.58,13.34,7.76,5.33,16.9,1.86,23.19,6.42,136.14,1.66,0.67,1.04,73.77,76.62,1.56,194.91,0.0,05-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Nov-2019 - 00:00,47.6,102.62,6.48,13.89,7.42,6.65,19.0,1.88,23.34,6.48,123.72,1.44,0.74,0.76,80.26,94.7,2.4,237.19,0.0,06-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
06-Nov-2019 - 00:00,66.12,117.41,6.48,13.92,7.43,6.67,23.19,1.8,31.85,1.66,24.03,0.58,0.32,0.23,71.38,97.26,2.36,208.31,0.0,07-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
07-Nov-2019 - 00:00,55.81,109.54,6.53,13.79,7.25,6.68,42.51,1.57,14.54,1.33,24.1,0.58,0.31,0.22,88.03,73.47,2.28,174.56,0.3,08-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
08-Nov-2019 - 00:00,40.28,81.01,7.24,15.41,8.17,6.47,35.29,1.62,17.48,3.25,55.35,0.69,0.28,0.51,88.27,56.39,2.4,115.52,0.02,09-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
09-Nov-2019 - 00:00,49.37,94.34,7.84,15.92,8.1,4.47,11.16,1.19,26.23,7.84,84.62,1.05,0.75,0.78,85.48,93.98,2.23,232.3,0.0,10-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
10-Nov-2019 - 00:00,64.86,115.02,7.88,16.38,8.49,4.42,8.4,1.3,23.88,10.15,100.35,1.21,1.28,1.27,81.1,92.08,2.55,193.69,0.0,11-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
11-Nov-2019 - 00:00,88.82,142.03,7.79,15.98,8.18,4.39,9.06,1.42,23.08,10.15,100.12,1.21,1.28,1.29,78.74,100.22,2.57,212.15,0.0,12-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
12-Nov-2019 - 00:00,95.69,159.29,8.2,16.02,7.82,4.32,8.6,1.17,14.38,10.14,100.46,1.21,1.29,1.28,88.51,36.92,2.93,178.37,0.0,13-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
13-Nov-2019 - 00:00,61.31,168.64,7.94,16.5,8.8,4.56,61.68,1.3,26.24,10.14,100.02,1.21,1.28,1.28,62.76,172.94,3.31,155.14,0.0,14-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
14-Nov-2019 - 00:00,69.32,121.14,7.74,16.32,8.58,4.46,34.85,1.32,41.13,10.15,100.04,1.21,1.28,1.28,66.61,194.97,3.7,158.66,0.0,15-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
15-Nov-2019 - 00:00,86.73,142.87,7.81,16.11,8.32,4.46,56.14,1.57,35.26,10.13,100.18,1.21,1.29,1.28,68.05,123.21,2.96,152.92,0.0,16-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
16-Nov-2019 - 00:00,86.99,151.64,7.7,15.98,8.28,4.39,81.56,1.72,32.43,10.12,100.42,1.21,1.28,1.29,66.93,91.01,2.61,134.25,0.0,17-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
17-Nov-2019 - 00:00,92.34,178.74,,,,,95.56,2.04,,10.14,100.35,1.21,1.28,1.29,69.39,118.32,2.5,118.46,0.0,18-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
18-Nov-2019 - 00:00,104.79,192.8,7.7,16.02,8.32,4.46,97.37,1.95,40.16,10.14,100.72,1.21,1.28,1.28,66.6,93.11,2.45,122.26,0.0,19-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
19-Nov-2019 - 00:00,84.75,161.67,7.71,15.94,8.24,4.43,62.77,1.76,24.45,10.13,100.08,1.21,1.28,1.28,64.9,103.16,2.11,100.48,0.0,20-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
20-Nov-2019 - 00:00,98.61,182.28,5.75,14.15,8.4,3.68,73.27,1.94,21.33,10.14,100.07,1.21,1.28,1.28,73.09,85.3,2.31,119.37,0.0,21-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
21-Nov-2019 - 00:00,86.39,165.97,4.6,12.57,8.2,3.7,91.1,1.94,23.12,10.16,100.14,1.21,1.27,1.28,66.73,117.43,2.9,150.25,0.0,22-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
22-Nov-2019 - 00:00,85.29,152.26,5.76,14.81,9.05,5.49,46.31,1.76,32.1,10.11,99.95,1.21,1.27,1.28,68.09,87.72,2.71,156.79,0.0,23-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
23-Nov-2019 - 00:00,88.55,152.88,5.8,14.54,8.74,5.49,50.87,1.61,29.84,10.15,100.38,1.21,1.28,1.28,67.58,78.14,2.56,123.87,0.0,24-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
24-Nov-2019 - 00:00,87.14,153.28,5.93,14.68,8.75,5.43,80.65,1.84,27.67,10.14,99.74,1.21,1.28,1.28,67.12,88.22,2.75,133.62,0.0,25-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
25-Nov-2019 - 00:00,113.64,211.65,5.84,14.66,8.81,5.41,67.73,1.97,21.21,10.15,100.31,1.21,1.27,1.28,67.07,82.87,2.6,142.79,0.0,26-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
26-Nov-2019 - 00:00,96.24,162.61,5.82,14.46,8.64,5.45,77.31,1.76,25.92,10.16,100.17,1.21,1.28,1.28,64.4,86.12,3.01,155.23,0.0,27-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
27-Nov-2019 - 00:00,94.07,134.33,5.96,14.53,8.57,5.42,74.35,1.77,29.22,10.13,100.46,1.21,1.27,1.28,69.52,81.06,2.58,177.8,0.0,28-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
28-Nov-2019 - 00:00,104.68,162.06,6.05,14.72,8.67,5.42,41.74,1.87,22.37,10.14,100.37,1.21,1.28,1.29,72.32,88.41,1.95,137.95,0.0,29-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
29-Nov-2019 - 00:00,99.99,163.76,5.84,14.57,8.75,11.38,44.6,1.6,43.52,11.7,114.01,1.21,1.28,1.28,74.38,74.75,1.44,117.46,0.0,30-Nov-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
30-Nov-2019 - 00:00,82.78,140.94,5.85,14.64,8.79,20.46,43.48,1.55,25.09,13.15,127.99,1.21,1.28,1.28,75.27,78.91,2.04,112.69,0.0,01-Dec-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
01-Dec-2019 - 00:00,97.9,150.93,5.85,14.55,8.69,20.47,80.25,1.59,25.28,13.14,128.02,1.21,1.28,1.28,78.76,70.42,1.73,105.09,0.0,02-Dec-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
02-Dec-2019 - 00:00,96.91,147.79,6.03,14.53,8.5,20.52,60.35,1.61,15.15,13.13,128.02,1.21,1.28,1.27,82.6,67.12,2.04,98.72,0.0,03-Dec-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
03-Dec-2019 - 00:00,96.61,145.24,,,,,76.04,1.59,,13.15,128.01,1.21,1.29,1.28,77.62,75.55,2.92,112.82,0.0,04-Dec-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
04-Dec-2019 - 00:00,107.11,179.06,,,,,138.44,1.83,,13.16,128.01,1.21,1.29,1.28,78.22,93.4,3.32,126.77,0.0,05-Dec-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
05-Dec-2019 - 00:00,73.42,144.25,5.42,14.54,9.12,20.46,91.17,1.25,6.1,13.14,127.99,1.21,1.28,1.27,61.56,105.03,3.31,130.38,0.0,06-Dec-2019 - 00:00,"GIDC, Ankleshwar - GPCB"
