from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
08-Aug-2019 - 00:00,4.59,4.11,2.45,40.89,9.17,32.79,0.86,33.22,12.16,0.82,5.35,32.12,30.18,891.0,58.34,0.0,1.93,307.43,114.92,09-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Aug-2019 - 00:00,2.82,3.05,2.19,41.5,8.17,30.76,0.67,40.28,9.02,0.39,2.59,30.91,29.56,891.0,57.18,0.0,6.33,339.5,90.78,10-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Aug-2019 - 00:00,5.27,4.76,2.28,38.9,8.45,22.95,0.7,32.49,13.15,0.47,3.92,29.7,28.82,891.0,62.65,0.0,4.41,351.14,74.29,11-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Aug-2019 - 00:00,9.82,8.41,3.77,59.45,9.06,28.87,0.73,43.94,23.68,0.59,3.62,31.98,31.59,891.0,58.88,0.0,1.81,314.62,120.74,12-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Aug-2019 - 00:00,17.65,12.19,3.3,54.33,19.56,54.65,1.35,69.42,32.92,0.99,7.73,31.22,30.69,891.0,62.01,0.0,1.37,148.73,98.56,13-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Aug-2019 - 00:00,19.29,14.87,5.54,53.81,20.22,21.97,1.09,49.5,24.4,0.76,7.39,29.06,29.72,891.0,66.52,0.2,1.56,177.84,75.77,14-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Aug-2019 - 00:00,9.05,7.16,3.29,39.52,10.85,19.97,0.64,31.45,21.79,0.79,7.77,30.66,27.87,891.0,62.57,0.0,0.51,294.8,132.54,15-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Aug-2019 - 00:00,1.94,3.28,2.63,41.14,6.08,22.25,0.61,32.69,16.71,0.95,18.15,31.09,28.35,891.0,59.74,0.02,3.5,336.26,176.86,16-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Aug-2019 - 00:00,6.14,4.17,2.22,34.05,7.21,29.44,0.48,25.04,12.25,0.37,2.5,29.01,31.57,864.4,62.87,0.0,4.06,349.89,86.7,17-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Aug-2019 - 00:00,7.41,6.27,2.8,31.59,5.42,17.7,0.46,11.2,6.4,0.3,2.08,26.42,32.3,741.0,71.53,0.41,4.73,345.09,42.68,18-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Aug-2019 - 00:00,14.71,10.89,3.65,26.8,4.42,22.89,0.72,31.75,18.27,0.82,90.31,26.74,31.32,741.0,70.64,0.75,1.2,275.18,32.28,19-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Aug-2019 - 00:00,12.86,11.76,5.94,24.9,10.06,24.31,0.76,66.72,38.24,1.15,9.4,29.41,28.68,741.0,64.38,0.0,0.35,273.3,91.84,20-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Aug-2019 - 00:00,18.07,13.89,5.14,37.53,9.0,29.47,0.52,66.25,30.77,0.85,8.29,30.1,29.36,741.0,62.37,0.0,1.17,188.48,104.5,21-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Aug-2019 - 00:00,27.9,20.26,6.49,40.61,19.34,32.96,0.91,135.31,62.84,1.49,15.04,30.71,30.33,741.0,61.79,0.0,1.25,171.18,107.35,22-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Aug-2019 - 00:00,17.23,12.85,4.41,42.52,8.55,31.85,0.83,89.16,45.25,1.13,7.84,28.71,30.14,741.0,65.35,0.08,0.56,245.45,68.31,23-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Aug-2019 - 00:00,28.1,18.08,3.82,53.94,12.42,65.34,1.01,96.77,54.42,1.18,8.0,30.54,31.98,741.0,60.9,0.0,0.55,232.84,112.44,24-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Aug-2019 - 00:00,63.55,47.15,16.43,50.63,5.29,10.73,1.28,146.62,85.35,1.72,11.25,29.03,29.79,741.0,67.04,0.0,0.3,256.27,7.15,25-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Aug-2019 - 00:00,7.32,5.04,1.41,34.52,5.93,35.83,0.73,81.55,27.77,0.82,5.17,33.97,27.48,741.0,51.25,0.0,0.54,299.85,59.8,28-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Aug-2019 - 00:00,8.02,6.04,2.04,46.36,8.29,38.26,0.61,59.84,27.56,0.76,4.19,33.18,31.33,741.0,55.62,0.0,1.13,334.3,104.71,29-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Aug-2019 - 00:00,12.51,9.19,2.99,40.71,5.83,28.32,0.71,58.76,28.88,0.88,5.16,31.15,31.16,741.0,61.25,0.06,0.89,334.67,87.18,30-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Aug-2019 - 00:00,11.7,8.54,2.78,35.6,7.97,30.44,0.64,60.06,30.51,0.92,4.75,31.93,31.32,741.0,59.94,0.0,0.38,318.32,115.94,31-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Aug-2019 - 00:00,14.75,12.01,5.0,37.23,6.89,31.88,0.75,77.42,41.45,0.96,4.16,33.26,32.1,741.0,58.42,0.01,0.4,311.01,120.56,01-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Sep-2019 - 00:00,5.58,4.8,2.18,31.66,4.94,42.2,0.57,31.89,15.47,0.55,3.06,29.31,32.07,741.0,63.6,0.31,0.9,335.83,75.28,02-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Sep-2019 - 00:00,10.51,8.3,3.22,30.59,5.44,32.35,0.72,67.18,31.38,0.76,4.25,31.79,31.79,741.0,59.78,0.0,0.3,290.48,100.31,03-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Sep-2019 - 00:00,9.47,7.9,4.0,19.63,6.43,51.38,0.82,88.07,46.72,1.17,7.6,32.12,32.93,741.0,60.42,0.0,0.45,245.9,86.71,04-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Sep-2019 - 00:00,13.87,10.96,4.27,20.08,5.57,32.9,0.87,74.01,37.82,0.88,4.94,30.66,31.88,741.0,64.48,0.0,0.94,332.98,77.77,05-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Sep-2019 - 00:00,16.99,11.08,2.4,29.79,8.58,22.18,0.7,49.98,24.68,0.89,6.11,29.67,31.86,741.0,66.4,0.16,0.4,325.04,51.95,06-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Sep-2019 - 00:00,20.19,13.37,3.17,32.43,6.46,21.88,0.63,59.06,27.69,1.05,8.08,30.43,31.86,741.0,65.06,0.0,0.46,333.02,74.73,07-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Sep-2019 - 00:00,18.3,12.03,2.67,33.98,6.28,24.57,0.57,47.26,23.58,0.84,4.47,29.3,31.92,741.0,66.79,0.0,1.78,338.07,61.57,08-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Sep-2019 - 00:00,17.88,13.1,4.27,38.75,6.97,29.15,0.69,43.74,18.74,0.68,3.71,31.23,31.69,741.0,60.8,0.0,1.37,294.53,103.06,09-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Sep-2019 - 00:00,38.55,34.79,17.42,41.09,13.68,38.52,0.95,122.34,48.96,1.14,7.22,33.14,33.02,741.0,56.15,0.0,1.09,173.69,112.21,10-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Sep-2019 - 00:00,20.98,14.62,4.35,42.92,13.18,50.08,0.89,114.03,57.76,1.4,6.76,33.07,33.75,741.0,57.0,0.0,1.21,323.83,112.4,11-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Sep-2019 - 00:00,17.16,11.32,2.57,45.29,7.11,53.06,0.94,107.9,52.94,1.1,5.24,34.09,33.52,741.0,54.92,0.0,0.94,294.22,97.21,12-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Sep-2019 - 00:00,7.84,5.63,1.69,40.0,6.12,36.96,0.86,73.03,34.48,0.72,3.34,30.97,30.59,741.0,61.98,0.0,3.29,337.6,80.46,13-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Sep-2019 - 00:00,7.8,5.74,1.83,35.98,6.18,30.67,0.74,56.83,21.27,0.64,3.59,31.23,31.21,741.0,60.04,0.0,2.22,334.5,90.43,14-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Sep-2019 - 00:00,6.26,4.85,1.74,30.14,5.06,32.69,0.64,46.45,19.15,0.57,3.97,29.74,31.8,741.0,63.08,0.0,3.04,324.87,72.63,15-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Sep-2019 - 00:00,7.82,5.78,1.86,28.8,4.47,31.8,0.75,55.73,24.05,0.61,3.55,29.9,31.94,741.0,62.59,0.0,1.65,301.54,67.6,16-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Sep-2019 - 00:00,17.65,13.91,5.44,33.65,9.3,43.77,0.99,109.17,49.32,1.01,8.18,31.95,31.87,741.0,58.74,0.0,1.29,227.45,99.93,17-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Sep-2019 - 00:00,11.01,7.56,1.98,38.79,8.32,40.98,0.81,95.97,46.4,0.94,4.48,31.31,32.09,741.0,59.86,0.0,1.7,336.58,88.98,18-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Sep-2019 - 00:00,4.99,4.36,1.93,27.73,5.98,59.87,0.63,58.68,23.48,0.52,2.31,28.95,31.87,741.0,57.3,0.0,3.51,348.11,144.94,19-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Sep-2019 - 00:00,5.97,4.68,1.72,24.14,5.25,35.13,0.65,42.9,14.12,0.47,2.64,28.16,31.41,741.0,60.85,0.0,3.44,349.06,91.0,20-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Sep-2019 - 00:00,12.6,10.15,4.12,27.25,8.88,30.05,0.81,66.54,27.4,0.74,3.77,29.49,31.81,741.0,58.52,0.0,1.31,337.76,88.08,21-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Sep-2019 - 00:00,13.58,10.8,4.4,31.26,6.96,30.46,1.07,69.65,26.73,0.69,4.31,29.49,31.9,741.0,58.25,0.0,1.5,309.6,99.19,22-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Sep-2019 - 00:00,9.7,8.18,4.05,28.88,4.66,24.55,1.53,35.91,15.6,0.64,3.55,25.25,31.88,741.0,66.76,0.83,2.48,339.74,43.43,23-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Sep-2019 - 00:00,10.73,7.61,2.84,34.39,5.21,28.77,1.62,37.24,18.1,0.65,4.8,26.82,32.3,741.0,64.93,0.04,1.61,326.59,76.24,24-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Sep-2019 - 00:00,16.08,15.26,8.89,35.87,7.63,28.42,1.05,55.05,27.2,0.83,5.35,27.33,31.75,741.0,64.19,0.0,1.84,322.08,81.68,25-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Sep-2019 - 00:00,15.52,9.88,2.72,37.78,6.5,28.51,0.9,50.16,24.24,0.81,4.55,27.38,31.7,741.0,65.2,0.0,2.21,314.34,85.93,26-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Sep-2019 - 00:00,12.83,7.96,1.34,26.26,6.52,24.15,0.89,45.56,13.93,0.57,2.85,28.15,29.96,741.0,61.58,0.0,4.03,313.96,78.64,27-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Sep-2019 - 00:00,12.5,7.7,1.3,25.54,5.31,20.06,0.83,28.54,7.76,0.54,2.78,26.14,30.88,741.0,65.91,0.0,4.06,305.84,47.32,28-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Sep-2019 - 00:00,13.7,8.53,1.58,23.2,5.79,18.7,0.91,32.25,13.43,0.57,3.06,25.52,31.09,741.0,67.04,0.0,3.41,307.35,49.71,29-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Sep-2019 - 00:00,11.13,7.3,1.71,19.95,5.12,20.61,1.04,24.69,7.93,0.42,2.16,24.8,30.75,741.0,67.9,0.0,3.02,312.48,21.55,30-Sep-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,02-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Oct-2019 - 00:00,29.42,17.16,2.1,29.51,16.36,64.65,1.59,107.21,46.77,1.16,13.95,37.44,32.4,742.69,55.35,0.0,3.29,1.0,96.12,05-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Oct-2019 - 00:00,41.31,26.6,5.57,18.84,32.97,56.31,1.49,93.7,36.69,0.84,10.88,37.37,31.3,742.35,55.32,0.0,3.55,16.17,99.07,06-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Oct-2019 - 00:00,43.69,28.54,6.4,18.95,28.47,65.89,1.8,134.55,51.38,1.08,13.03,37.12,27.88,742.0,54.95,0.0,2.89,25.82,94.52,07-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Oct-2019 - 00:00,44.26,28.64,6.15,25.52,27.54,54.08,1.91,152.91,60.27,2.17,34.94,37.22,29.43,742.14,57.86,0.0,3.11,30.81,74.91,08-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Oct-2019 - 00:00,38.59,24.14,4.32,20.57,25.67,63.81,1.51,115.03,42.54,0.95,11.6,37.35,31.18,742.18,52.99,0.0,2.71,27.5,95.77,09-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Oct-2019 - 00:00,38.67,34.15,16.57,24.72,28.34,41.88,2.36,152.16,62.88,1.77,15.39,37.3,30.46,741.8,49.45,0.0,0.8,31.33,101.67,10-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Oct-2019 - 00:00,47.11,45.65,25.34,29.01,25.45,39.17,4.24,177.0,73.9,2.4,10.55,37.31,30.01,742.0,52.2,0.0,0.53,34.6,57.95,11-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,12-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,13-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,14-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,15-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Oct-2019 - 00:00,26.65,14.84,0.92,45.16,17.6,108.86,1.84,238.1,108.48,2.1,11.7,30.69,30.59,742.0,46.84,0.0,1.44,129.94,83.98,16-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Oct-2019 - 00:00,38.54,28.78,10.08,50.18,11.19,71.4,1.52,223.67,102.65,2.3,11.18,28.07,30.49,742.0,51.9,0.0,1.22,153.4,76.01,17-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Oct-2019 - 00:00,25.54,15.01,1.64,47.55,9.46,84.32,1.36,175.83,78.78,1.82,8.81,27.76,29.37,742.0,49.47,0.0,2.05,130.69,75.12,18-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Oct-2019 - 00:00,26.1,15.35,1.68,44.07,17.76,73.11,1.19,179.07,74.43,1.71,7.72,27.38,29.85,742.0,50.1,0.0,2.44,108.46,76.76,19-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Oct-2019 - 00:00,49.51,34.66,10.37,38.69,23.51,51.69,1.58,180.59,75.07,1.76,20.86,26.06,31.78,742.0,52.4,0.0,1.23,32.95,66.74,20-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Oct-2019 - 00:00,60.33,44.24,14.84,38.29,28.82,51.02,2.16,207.7,87.62,2.0,14.88,25.96,29.52,742.0,47.73,0.0,2.47,20.35,75.86,21-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Oct-2019 - 00:00,62.85,46.84,16.38,34.32,36.89,57.9,1.8,228.04,101.01,1.77,19.3,24.37,29.16,742.0,47.62,0.0,3.1,93.48,79.22,22-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Oct-2019 - 00:00,62.85,47.36,17.01,35.06,28.2,60.82,1.99,205.54,88.57,2.13,27.12,23.64,30.23,741.72,48.67,0.0,2.25,99.86,73.71,23-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Oct-2019 - 00:00,73.0,58.97,24.67,43.82,44.63,61.38,1.57,261.35,111.18,3.3,33.56,24.87,32.3,741.65,46.75,0.0,1.8,168.28,76.67,24-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Oct-2019 - 00:00,31.78,19.31,2.84,47.68,18.26,82.37,1.5,262.91,109.04,2.9,10.87,25.3,31.25,741.86,49.43,0.0,1.76,244.58,72.43,25-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Oct-2019 - 00:00,25.94,15.91,2.48,40.36,13.24,83.18,1.47,215.01,81.03,1.95,7.89,25.17,30.4,742.0,46.5,0.0,2.45,201.68,77.34,26-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Oct-2019 - 00:00,43.98,53.85,37.34,44.0,16.29,61.41,1.82,222.17,95.21,2.22,12.79,24.79,30.17,742.0,50.49,0.0,1.57,204.89,75.16,27-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Oct-2019 - 00:00,52.37,42.35,17.71,46.01,29.94,60.14,1.79,307.11,137.83,2.61,12.05,24.32,28.96,742.0,49.93,0.0,1.95,84.77,65.52,28-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Oct-2019 - 00:00,68.66,45.49,10.91,52.05,41.62,58.44,2.71,400.58,173.02,3.08,13.15,24.3,30.19,742.0,50.34,0.0,0.71,90.44,54.76,29-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Oct-2019 - 00:00,76.58,64.66,29.43,69.91,36.36,36.31,3.28,455.95,184.77,4.11,18.24,23.56,30.51,742.0,55.97,0.0,0.59,101.8,39.12,30-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Oct-2019 - 00:00,98.94,94.5,51.39,79.23,24.65,38.73,3.87,576.74,231.34,4.99,22.42,24.53,30.46,742.0,56.18,0.0,0.73,98.56,40.07,31-Oct-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Oct-2019 - 00:00,87.5,68.74,27.2,73.92,47.79,46.93,2.06,543.69,239.36,4.08,24.42,24.45,28.67,742.0,51.77,0.0,1.58,138.03,55.5,01-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Nov-2019 - 00:00,83.27,62.37,22.12,69.61,35.43,57.4,2.13,514.98,232.48,4.59,31.99,25.44,28.83,742.0,52.27,0.0,1.58,191.15,58.53,02-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Nov-2019 - 00:00,83.46,82.72,51.15,64.16,24.13,20.93,2.22,499.8,223.16,3.83,27.83,22.98,29.57,742.03,57.84,0.0,2.2,263.97,25.63,03-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Nov-2019 - 00:00,58.02,37.8,8.33,71.72,20.76,47.97,3.28,634.13,427.43,4.09,21.79,23.3,27.24,742.0,55.93,0.0,2.86,179.09,53.88,04-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Nov-2019 - 00:00,55.65,35.62,7.42,45.9,27.48,62.61,1.4,264.94,117.05,1.87,17.63,24.65,29.23,742.0,48.94,0.0,3.04,175.6,70.97,05-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Nov-2019 - 00:00,60.17,40.28,10.06,41.14,21.91,62.06,1.79,285.64,119.81,2.21,18.0,22.83,29.73,742.0,50.51,0.0,2.26,294.57,68.46,06-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Nov-2019 - 00:00,56.62,42.97,15.69,41.96,22.82,39.14,2.01,235.15,92.11,2.06,16.55,22.62,29.23,743.32,48.49,0.0,1.59,183.83,54.9,07-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Nov-2019 - 00:00,45.35,32.8,10.68,52.3,18.79,28.78,2.25,278.9,115.0,2.71,10.45,21.3,29.23,743.71,54.88,0.0,1.31,170.45,13.4,08-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Nov-2019 - 00:00,41.43,36.17,17.36,54.24,26.68,11.17,2.42,289.25,127.0,3.2,9.77,18.84,29.12,742.03,63.97,0.0,1.38,205.33,18.72,09-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Nov-2019 - 00:00,42.31,31.3,10.58,38.28,35.09,17.07,,190.4,87.45,1.98,10.24,18.97,28.65,739.64,59.24,0.0,3.11,211.71,44.14,10-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Nov-2019 - 00:00,12.72,12.11,7.88,17.94,41.64,52.96,1.02,366.86,163.19,2.2,10.02,21.91,28.81,735.49,43.93,0.0,2.61,199.26,70.14,11-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Nov-2019 - 00:00,11.86,8.62,13.34,8.27,45.95,59.04,0.81,412.45,183.42,2.51,14.62,20.79,29.2,737.22,44.83,0.0,1.99,171.17,57.09,12-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Nov-2019 - 00:00,97.64,44.73,15.83,38.83,39.42,40.59,2.41,452.22,209.49,3.07,17.22,20.18,29.46,742.84,47.15,0.0,2.07,126.89,59.77,13-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Nov-2019 - 00:00,105.61,74.93,22.95,70.21,41.41,71.61,3.24,504.0,234.4,3.76,27.0,21.22,29.36,744.08,48.72,0.0,1.06,214.6,56.08,14-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Nov-2019 - 00:00,77.13,66.36,31.12,73.1,37.57,28.4,2.6,401.61,186.09,4.07,24.55,20.08,29.44,744.0,56.42,0.0,0.8,162.91,30.41,15-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Nov-2019 - 00:00,72.18,71.31,40.37,69.74,32.62,40.3,2.43,368.8,164.5,3.45,23.31,21.34,29.89,744.07,56.35,0.0,1.24,293.53,55.29,16-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Nov-2019 - 00:00,51.31,36.82,11.88,47.92,36.3,40.26,1.45,264.68,104.99,1.88,15.76,21.86,29.68,743.42,52.18,0.0,3.56,255.77,63.55,17-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Nov-2019 - 00:00,52.57,36.53,10.54,35.95,27.83,12.72,1.7,165.38,69.78,1.47,15.37,17.31,31.65,742.88,56.09,0.0,3.03,166.03,6.94,18-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Nov-2019 - 00:00,71.97,50.36,14.85,35.06,27.27,6.84,2.07,221.5,84.62,1.98,16.07,17.05,30.2,742.0,55.25,0.0,2.18,151.0,7.0,19-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Nov-2019 - 00:00,93.36,54.75,6.26,53.98,30.38,81.73,2.47,299.11,131.21,2.81,16.06,21.03,30.3,743.37,47.16,0.0,1.32,340.47,23.11,20-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Nov-2019 - 00:00,90.14,108.79,74.73,52.63,39.08,47.58,2.46,314.48,131.33,3.58,26.38,19.95,30.12,743.21,50.1,0.0,0.75,319.14,58.77,21-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Nov-2019 - 00:00,86.73,116.75,92.71,61.34,45.59,40.56,0.9,343.27,158.43,4.08,16.78,20.21,30.31,742.11,49.01,0.0,0.91,265.16,51.85,22-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Nov-2019 - 00:00,105.63,89.07,40.33,67.96,55.72,49.62,1.17,352.5,157.2,3.24,19.34,20.02,30.36,742.0,50.18,0.0,1.74,229.84,49.42,23-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Nov-2019 - 00:00,84.81,63.89,22.97,57.35,39.56,26.18,0.82,273.29,114.54,2.52,23.19,19.79,30.06,742.0,51.94,0.0,2.48,257.27,43.76,24-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Nov-2019 - 00:00,65.99,55.65,25.14,49.46,33.9,32.16,0.67,198.5,75.07,1.67,13.67,20.47,29.86,742.0,51.84,0.0,3.15,247.53,46.08,25-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Nov-2019 - 00:00,47.95,36.74,13.7,46.83,35.33,42.68,1.02,197.36,82.15,2.19,13.59,21.1,29.39,742.0,49.17,0.0,2.05,183.84,50.58,26-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Nov-2019 - 00:00,38.72,34.05,16.45,47.92,25.75,52.77,1.13,198.33,74.68,2.16,8.08,21.56,30.25,742.0,48.64,0.0,1.75,158.86,38.61,27-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
