from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,Benzene,Toluene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
08-Aug-2019 - 00:00,31.93,967.65,73.11,203.91,99.14,0.97,44.66,15.49,0.9,11.2,17.24,5.29,12.65,15.9,6.05,10.15,0.57,09-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Aug-2019 - 00:00,30.52,969.51,71.33,134.38,90.09,2.17,34.26,10.59,0.65,4.46,18.87,1.3,4.64,6.76,3.67,12.14,0.34,10-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Aug-2019 - 00:00,29.61,970.46,78.55,133.52,115.52,1.95,25.54,8.92,0.58,2.97,17.19,1.45,4.95,7.1,5.42,11.61,0.38,11-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Aug-2019 - 00:00,31.22,971.78,73.85,152.22,166.99,0.99,38.75,16.25,0.72,4.04,21.35,1.38,6.44,10.0,6.09,12.01,0.46,12-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Aug-2019 - 00:00,30.1,971.79,78.66,100.57,253.75,1.11,41.5,15.17,0.7,6.15,16.23,4.47,15.2,21.74,6.77,12.9,0.66,13-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Aug-2019 - 00:00,28.98,972.05,82.84,127.57,246.45,1.64,40.04,13.0,0.52,6.09,14.4,3.87,13.14,18.79,4.24,10.98,0.58,14-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Aug-2019 - 00:00,29.04,973.33,89.34,139.79,195.59,0.74,42.25,24.4,0.43,11.88,14.84,10.24,25.36,31.99,9.98,14.79,0.99,15-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Aug-2019 - 00:00,29.96,973.08,82.54,152.16,123.91,1.18,40.38,19.1,0.42,10.56,16.1,7.26,15.51,18.02,3.79,8.03,0.56,16-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Aug-2019 - 00:00,28.43,971.39,81.11,123.56,94.9,1.71,19.71,7.7,0.52,3.09,16.4,1.62,6.63,9.98,3.88,7.8,0.37,17-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Aug-2019 - 00:00,26.31,970.73,96.5,65.12,117.51,2.07,7.87,4.27,2.17,4.4,13.67,1.91,5.55,7.5,4.21,5.75,0.46,18-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Aug-2019 - 00:00,27.71,974.98,75.11,135.11,225.61,1.15,43.54,15.28,2.08,17.57,18.27,11.75,25.77,30.44,5.91,4.24,1.05,19-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Aug-2019 - 00:00,29.4,976.15,53.49,180.93,242.71,0.82,73.25,27.43,2.79,24.27,16.62,16.53,32.55,35.95,5.7,6.86,1.3,20-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Aug-2019 - 00:00,29.16,975.59,80.85,148.17,273.29,1.18,82.95,33.7,1.83,23.03,21.77,16.34,33.34,37.6,4.42,5.55,1.08,21-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Aug-2019 - 00:00,30.33,974.13,75.86,187.22,284.62,1.17,118.33,34.54,2.25,20.09,27.01,12.65,31.01,39.0,5.66,6.73,1.12,22-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Aug-2019 - 00:00,28.08,974.65,81.3,130.2,241.6,0.99,100.0,29.79,2.01,18.12,28.41,9.99,27.84,37.07,4.61,5.51,0.76,23-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Aug-2019 - 00:00,29.49,974.35,77.86,142.59,215.14,0.75,99.21,34.29,1.91,18.32,31.12,7.39,24.06,33.88,4.6,8.8,0.92,24-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Aug-2019 - 00:00,29.46,974.57,57.26,105.07,177.85,0.65,101.99,42.76,1.59,16.66,29.96,3.62,18.3,28.85,5.81,8.0,0.81,25-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Aug-2019 - 00:00,27.17,975.76,92.19,82.45,122.39,0.68,47.07,23.51,1.17,8.27,27.47,3.29,12.85,19.15,4.99,3.9,0.59,26-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Aug-2019 - 00:00,29.72,975.97,76.93,183.36,106.24,1.02,42.48,14.57,1.22,11.43,28.92,3.08,15.93,25.17,5.8,7.1,0.83,27-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Aug-2019 - 00:00,31.2,974.93,69.07,172.03,107.57,0.69,65.66,24.25,1.4,14.31,62.7,8.29,21.34,27.37,5.06,7.39,1.42,28-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Aug-2019 - 00:00,31.9,975.91,63.61,179.64,119.71,0.94,62.19,26.79,1.35,10.26,105.39,5.19,16.5,23.12,4.81,8.53,1.08,29-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Aug-2019 - 00:00,31.06,976.94,71.51,169.09,138.46,1.01,56.9,26.82,0.87,6.56,100.49,3.39,12.77,18.86,3.95,8.19,0.72,30-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Aug-2019 - 00:00,31.18,974.45,72.91,176.33,171.71,0.64,61.79,24.6,0.98,7.61,111.29,3.71,12.48,17.79,6.71,6.83,0.65,31-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Aug-2019 - 00:00,31.78,972.38,66.09,156.31,205.1,0.62,81.47,36.08,1.44,12.39,169.04,4.68,21.08,32.46,5.35,9.83,1.81,01-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Sep-2019 - 00:00,28.83,974.6,68.27,74.78,99.25,1.11,48.67,18.69,1.0,9.6,135.88,2.53,14.03,22.47,4.86,5.58,1.53,02-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Sep-2019 - 00:00,30.39,974.69,67.93,143.48,155.27,0.58,76.66,35.78,1.62,13.11,159.74,5.81,19.79,28.26,5.1,9.57,0.88,03-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Sep-2019 - 00:00,31.26,973.5,47.68,135.36,209.52,0.67,123.77,58.49,1.96,24.85,188.95,7.99,27.88,40.05,8.46,9.66,0.87,04-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Sep-2019 - 00:00,30.6,973.61,59.12,114.78,134.55,0.88,111.19,56.42,1.07,16.62,142.81,3.99,15.74,23.47,8.07,12.93,0.67,05-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Sep-2019 - 00:00,30.42,974.55,53.84,127.15,114.47,0.98,54.42,21.44,0.89,9.81,98.08,2.59,11.47,17.6,5.41,5.69,0.59,06-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Sep-2019 - 00:00,30.94,973.62,56.02,156.88,124.1,0.91,55.8,22.58,0.91,9.73,125.52,3.67,12.71,18.27,5.17,4.9,0.49,07-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Sep-2019 - 00:00,29.95,974.24,65.68,123.64,136.09,0.97,52.87,21.68,0.88,8.95,108.3,2.77,10.73,15.9,5.3,7.19,0.44,08-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Sep-2019 - 00:00,30.78,975.72,46.76,138.36,132.88,0.65,70.89,30.29,1.23,11.78,149.17,7.17,17.76,22.4,5.93,7.34,1.15,09-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Sep-2019 - 00:00,31.85,974.42,70.49,148.63,242.79,0.71,104.98,49.74,2.61,16.02,152.4,13.07,29.17,34.77,5.65,11.39,1.4,10-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Sep-2019 - 00:00,32.01,973.95,62.65,145.42,162.07,0.62,147.89,68.22,2.64,26.89,,9.32,25.4,33.44,7.37,17.22,1.13,11-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Sep-2019 - 00:00,32.3,975.25,62.46,127.6,140.49,0.7,156.78,78.55,2.17,18.51,140.3,8.58,24.37,32.68,8.35,13.19,0.96,12-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Sep-2019 - 00:00,31.46,976.73,73.71,131.43,128.28,1.28,98.08,50.04,1.29,10.54,41.07,2.09,10.34,16.22,5.95,8.23,0.67,13-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Sep-2019 - 00:00,31.42,977.64,54.03,151.44,114.86,1.05,55.43,24.88,0.89,7.19,43.32,2.68,9.61,13.96,6.28,6.59,0.49,14-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Sep-2019 - 00:00,30.51,978.35,65.84,123.67,100.49,1.33,45.91,20.8,0.79,4.83,39.6,1.24,5.72,8.85,4.75,6.47,0.33,15-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Sep-2019 - 00:00,29.92,978.78,80.66,105.1,125.96,0.86,60.31,31.85,1.35,8.53,47.93,3.89,13.06,18.6,6.79,3.28,0.55,16-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Sep-2019 - 00:00,31.16,977.02,74.07,120.92,213.13,0.69,113.85,53.68,3.11,23.01,58.05,9.52,28.12,38.3,6.51,6.49,0.81,17-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Sep-2019 - 00:00,31.09,977.9,72.2,132.11,204.22,0.89,115.29,54.93,2.08,19.12,66.23,3.02,16.33,26.08,8.04,8.81,0.6,18-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Sep-2019 - 00:00,30.12,981.93,72.36,168.19,120.37,1.32,69.54,28.98,1.73,8.72,27.72,1.48,7.62,12.08,5.63,28.81,0.48,19-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Sep-2019 - 00:00,28.84,984.06,77.17,102.03,114.05,1.46,35.91,14.99,0.78,5.74,,1.3,5.5,8.36,5.68,5.11,0.37,20-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Sep-2019 - 00:00,29.35,982.27,75.97,126.66,132.61,0.93,69.0,30.32,1.53,14.43,12.92,6.0,14.31,17.71,8.49,12.21,0.59,21-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Sep-2019 - 00:00,29.27,981.1,78.75,148.27,155.88,0.79,64.57,29.28,1.17,9.0,15.17,5.41,11.66,13.65,8.59,16.33,0.52,22-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Sep-2019 - 00:00,27.09,983.04,85.77,76.9,117.22,1.04,43.05,18.94,1.14,7.64,,4.94,11.82,14.66,6.53,4.01,0.39,23-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Sep-2019 - 00:00,28.32,984.28,79.11,106.95,134.73,0.91,57.33,22.92,1.35,9.91,,4.31,11.8,15.61,6.68,6.48,0.54,24-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Sep-2019 - 00:00,28.39,984.42,78.96,111.73,144.54,0.86,74.8,31.7,1.43,12.82,32.02,5.53,14.46,18.69,8.55,12.89,0.54,25-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Sep-2019 - 00:00,28.86,985.53,77.21,138.91,99.34,0.99,65.66,26.7,1.29,10.87,19.66,4.07,11.53,15.44,7.59,18.59,0.37,26-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Sep-2019 - 00:00,29.33,985.8,75.21,107.8,95.77,1.36,42.36,15.45,1.01,7.92,,1.43,5.32,7.58,7.07,3.41,0.39,27-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Sep-2019 - 00:00,28.24,984.68,78.73,78.95,83.31,1.25,29.56,9.32,0.8,6.37,15.29,4.31,13.26,17.88,9.09,4.36,0.93,28-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Sep-2019 - 00:00,28.1,982.89,78.93,99.46,89.31,1.25,36.96,12.65,0.92,7.07,14.85,3.73,10.91,14.77,7.82,3.15,0.91,29-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Sep-2019 - 00:00,27.8,983.63,80.7,105.71,103.86,1.22,25.38,7.83,0.82,4.49,14.54,1.9,6.77,9.8,7.46,3.58,0.85,30-Sep-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Sep-2019 - 00:00,27.74,982.55,81.22,74.35,121.67,0.97,55.61,23.86,1.24,7.68,15.95,3.42,12.45,18.14,7.09,4.01,1.03,01-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Oct-2019 - 00:00,27.92,981.9,81.3,101.2,122.57,1.04,64.16,26.82,1.64,9.22,18.59,7.22,17.59,21.97,5.81,6.99,1.1,02-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Oct-2019 - 00:00,28.57,983.04,75.51,134.99,134.73,0.67,83.27,36.83,2.09,12.17,20.61,8.69,24.93,33.54,1.45,6.5,1.38,03-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Oct-2019 - 00:00,29.12,983.09,71.62,128.75,186.8,0.92,97.3,38.1,1.86,11.35,19.97,3.26,15.62,24.37,1.3,9.62,1.26,04-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Oct-2019 - 00:00,28.86,983.8,71.61,170.35,310.65,1.24,108.88,45.88,3.33,27.69,22.21,13.35,38.26,51.49,2.86,10.29,2.67,05-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Oct-2019 - 00:00,27.82,984.03,69.43,155.12,308.75,1.22,105.59,34.9,3.91,28.1,18.01,30.01,49.76,47.49,1.23,8.78,3.78,06-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Oct-2019 - 00:00,28.04,984.66,69.99,140.9,308.17,1.12,142.86,57.19,3.84,33.41,23.38,22.49,46.87,53.63,1.48,15.32,0.14,07-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Oct-2019 - 00:00,28.05,985.67,70.41,120.24,301.26,1.59,143.14,55.12,2.8,20.7,23.95,7.38,28.7,42.68,1.7,9.37,0.46,08-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Oct-2019 - 00:00,27.59,985.14,66.59,146.85,259.86,1.23,114.04,40.23,2.51,16.88,20.75,16.97,36.91,43.4,3.29,7.2,,09-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Oct-2019 - 00:00,28.0,985.05,64.17,121.98,144.64,0.65,165.72,67.59,3.82,36.18,22.58,18.4,41.76,50.36,6.67,11.15,1.61,10-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Oct-2019 - 00:00,28.23,984.51,63.86,114.57,232.4,0.65,184.58,81.56,4.65,42.33,26.69,30.9,61.29,68.0,14.91,12.21,1.8,11-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Oct-2019 - 00:00,27.99,984.18,65.28,128.17,263.39,0.73,188.2,87.69,5.41,46.65,32.04,36.61,69.72,74.93,5.5,3.77,3.31,12-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Oct-2019 - 00:00,28.23,985.06,67.36,122.67,263.22,0.72,198.06,91.65,6.47,53.32,35.29,32.24,62.92,68.85,6.69,10.15,0.75,13-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Oct-2019 - 00:00,28.21,985.49,65.86,119.04,262.16,0.75,233.06,111.16,6.59,57.35,35.28,39.19,67.61,67.02,8.59,7.23,1.37,14-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Oct-2019 - 00:00,28.41,986.28,65.63,125.08,234.15,0.72,218.24,101.88,5.6,46.64,31.89,32.76,63.11,68.48,6.79,9.82,1.99,15-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Oct-2019 - 00:00,30.67,987.01,57.02,161.93,123.26,0.79,277.88,117.73,4.65,43.06,27.65,24.32,56.12,68.3,10.42,24.11,1.55,16-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Oct-2019 - 00:00,28.6,987.21,67.05,109.19,121.72,0.84,244.32,134.61,3.89,31.6,27.58,9.37,26.67,35.77,9.05,6.56,2.51,17-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Oct-2019 - 00:00,28.37,986.93,65.66,107.48,109.86,0.97,208.97,110.86,3.35,21.52,24.67,4.17,19.04,29.42,6.57,6.29,2.08,18-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Oct-2019 - 00:00,28.68,987.08,61.79,113.86,152.89,1.24,176.78,85.83,2.71,19.51,21.79,4.93,20.25,30.51,10.38,6.8,1.93,19-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Oct-2019 - 00:00,27.8,988.4,62.03,101.33,221.42,0.8,186.82,76.11,5.17,48.29,20.79,39.69,69.56,69.96,9.48,6.51,2.01,20-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Oct-2019 - 00:00,27.48,988.05,61.52,120.18,296.88,1.14,204.92,91.79,4.99,38.74,21.62,25.54,53.56,61.57,6.45,5.01,2.28,21-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Oct-2019 - 00:00,26.68,986.38,60.8,116.37,299.42,1.31,229.83,115.0,5.46,45.8,22.19,37.5,65.11,64.87,11.83,16.97,2.1,22-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Oct-2019 - 00:00,26.51,983.62,58.87,107.34,274.56,1.68,197.12,87.21,4.15,29.39,14.85,15.4,41.4,54.23,12.4,3.79,1.35,23-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Oct-2019 - 00:00,26.83,982.92,58.91,116.54,243.37,1.19,236.08,104.75,6.79,53.46,16.46,31.66,62.81,69.75,19.55,11.67,1.94,24-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Oct-2019 - 00:00,26.65,983.96,63.85,102.07,101.22,0.64,303.21,155.29,8.74,79.89,20.18,53.01,84.01,76.75,27.87,2.24,2.49,25-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Oct-2019 - 00:00,26.23,985.35,63.43,103.77,116.49,0.86,220.44,116.06,5.07,29.22,16.2,24.5,45.49,47.89,18.28,2.17,1.8,26-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Oct-2019 - 00:00,26.24,986.63,65.87,90.77,137.63,0.72,237.65,134.16,5.55,37.3,14.69,11.81,40.56,58.15,14.94,7.48,1.88,27-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Oct-2019 - 00:00,26.34,986.05,62.46,99.9,259.88,1.31,257.08,223.74,5.39,26.1,11.33,7.71,31.11,46.68,27.79,7.83,1.34,28-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Oct-2019 - 00:00,26.4,986.74,63.01,80.71,259.4,0.98,407.89,299.9,6.84,22.04,14.2,6.48,31.64,49.52,24.65,5.94,1.43,29-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Oct-2019 - 00:00,25.97,987.34,68.09,53.61,248.87,0.76,405.5,260.56,7.83,34.76,17.97,15.64,52.13,74.11,17.68,4.04,1.99,30-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Oct-2019 - 00:00,26.82,986.04,63.3,68.74,253.51,0.92,429.39,264.78,8.08,43.09,16.43,13.75,48.13,69.46,16.02,4.81,1.92,31-Oct-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Oct-2019 - 00:00,26.28,985.32,64.81,80.02,280.08,0.84,426.59,263.77,9.39,69.43,17.52,37.78,80.51,93.56,16.45,4.21,1.63,01-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Nov-2019 - 00:00,26.84,985.36,64.77,69.98,215.03,0.66,571.85,406.59,10.19,62.99,21.45,29.86,73.28,92.06,20.76,7.04,3.57,02-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Nov-2019 - 00:00,26.23,986.97,69.49,55.83,281.9,1.16,453.38,328.26,7.31,38.64,21.13,19.8,52.59,68.56,13.5,4.22,2.29,03-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Nov-2019 - 00:00,25.32,987.82,75.42,53.37,275.88,1.58,645.57,571.73,7.97,30.62,22.95,11.24,36.98,52.27,11.08,4.37,2.31,04-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Nov-2019 - 00:00,26.13,987.52,67.3,82.71,285.46,1.72,359.81,259.71,5.44,27.88,14.26,13.42,39.34,53.44,15.95,5.08,1.19,05-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Nov-2019 - 00:00,25.68,984.81,62.14,105.09,272.5,1.78,244.52,164.23,4.35,20.87,9.56,12.67,34.68,45.79,17.78,8.87,1.52,06-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Nov-2019 - 00:00,25.79,982.73,58.26,94.11,184.58,0.93,158.99,87.36,3.01,22.61,9.53,5.48,24.7,38.02,14.36,8.74,1.59,07-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Nov-2019 - 00:00,23.9,984.01,72.4,38.48,142.41,0.88,306.53,207.39,6.34,41.0,17.36,23.16,52.33,63.02,22.0,5.62,1.07,08-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Nov-2019 - 00:00,25.08,986.6,69.58,85.92,235.56,0.71,270.42,166.17,9.56,75.53,19.34,79.34,106.5,78.57,15.89,6.86,1.72,09-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Nov-2019 - 00:00,25.23,987.15,63.78,103.82,299.79,1.5,237.9,138.02,6.84,56.37,15.64,41.66,66.28,60.88,14.22,6.57,1.36,10-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Nov-2019 - 00:00,24.66,987.2,56.64,91.26,296.36,1.27,296.43,196.55,5.3,32.01,14.58,30.74,61.91,69.25,20.14,7.81,1.54,11-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Nov-2019 - 00:00,24.02,986.1,58.11,82.83,301.02,0.89,389.39,268.3,7.24,53.39,17.04,47.61,87.14,90.86,22.27,8.92,1.26,12-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Nov-2019 - 00:00,23.27,987.0,62.74,84.03,297.1,0.88,529.79,401.21,10.69,74.67,19.54,48.52,89.8,94.41,23.68,9.4,2.13,13-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Nov-2019 - 00:00,24.03,988.92,63.6,74.2,274.1,0.71,519.56,381.19,11.74,88.44,20.39,62.67,107.78,106.66,23.6,8.7,2.92,14-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Nov-2019 - 00:00,23.74,989.61,70.34,46.73,206.39,0.58,541.01,393.52,12.06,99.13,20.83,33.07,80.08,99.97,20.33,8.28,1.16,15-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Nov-2019 - 00:00,24.39,988.65,70.11,70.29,276.12,1.17,586.46,466.92,9.34,50.37,20.88,26.06,63.55,79.54,21.52,10.91,1.87,16-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Nov-2019 - 00:00,24.98,988.37,65.25,78.93,307.07,1.82,280.54,177.21,5.11,29.94,12.85,17.13,41.63,52.01,18.63,8.61,1.73,17-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Nov-2019 - 00:00,24.44,988.3,64.29,82.12,296.43,2.59,166.33,100.79,2.73,13.27,9.27,10.52,29.33,39.04,16.08,8.15,0.74,18-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Nov-2019 - 00:00,23.11,987.93,68.74,77.9,271.88,1.82,153.88,95.64,3.38,15.65,10.12,15.26,34.99,42.35,9.72,12.04,1.4,19-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Nov-2019 - 00:00,22.99,987.21,65.75,74.44,263.47,1.22,182.18,118.28,3.82,24.4,10.99,12.78,38.84,53.43,12.04,10.38,1.64,20-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Nov-2019 - 00:00,23.12,987.62,63.64,71.22,207.04,0.78,247.24,153.45,6.01,45.21,12.78,30.7,71.89,88.21,17.77,16.64,1.7,21-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Nov-2019 - 00:00,23.19,989.54,64.25,64.43,137.21,0.54,374.48,231.65,11.87,115.07,16.65,97.13,135.94,107.0,28.1,11.85,3.41,22-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Nov-2019 - 00:00,23.61,989.63,64.54,70.95,248.49,0.68,304.75,194.51,9.98,78.73,17.31,77.1,112.84,93.92,15.42,18.32,3.44,23-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Nov-2019 - 00:00,23.98,989.09,63.53,59.1,283.46,1.82,225.04,135.0,5.33,39.92,13.53,25.1,51.74,58.78,5.59,7.84,1.09,24-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Nov-2019 - 00:00,24.2,988.44,65.95,63.48,290.22,1.68,188.73,117.24,3.72,17.16,12.49,9.41,32.77,47.15,10.81,13.63,0.72,25-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
