from date,NO2,SO2,CO,Ozone,PM2.5,PM10,NH3,Benzene,RH,SR,WS,WD,RF,to date,station
13-Apr-2019 - 00:00,31.48,8.06,0.23,12.69,24.28,73.52,9.11,,58.5,253.09,2.32,313.17,0.01,14-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Apr-2019 - 00:00,27.22,7.43,0.23,12.71,21.77,70.89,9.71,,50.87,294.04,2.63,316.36,0.0,15-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Apr-2019 - 00:00,8.12,8.12,0.25,13.1,22.62,98.54,10.2,,42.78,309.7,2.64,319.18,0.0,16-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Apr-2019 - 00:00,7.6,6.12,0.23,13.01,20.05,88.51,10.28,,56.03,224.79,1.78,166.44,0.1,17-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Apr-2019 - 00:00,7.93,5.47,0.22,12.53,21.39,49.51,10.4,,85.47,155.1,1.37,168.28,0.29,18-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Apr-2019 - 00:00,7.42,3.16,0.22,12.36,11.17,24.39,10.12,,68.18,302.97,1.23,278.22,0.0,19-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Apr-2019 - 00:00,7.15,5.97,0.22,12.83,15.32,42.81,10.11,,55.67,288.1,1.54,311.72,0.0,20-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Apr-2019 - 00:00,6.64,12.39,0.21,14.61,20.79,59.01,10.35,,48.08,273.97,1.21,314.31,0.0,21-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Apr-2019 - 00:00,7.1,9.75,0.23,17.25,23.27,58.31,10.14,,47.16,264.15,1.07,279.04,0.0,22-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Apr-2019 - 00:00,6.77,9.29,0.23,17.57,22.17,68.65,10.52,,44.65,325.2,1.32,259.04,0.0,23-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Apr-2019 - 00:00,7.83,40.59,0.26,17.91,38.72,105.81,9.88,,40.24,397.04,1.12,230.59,0.0,24-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Apr-2019 - 00:00,7.36,6.82,0.24,19.68,25.81,83.95,10.38,,48.67,245.77,1.19,152.42,0.1,25-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Apr-2019 - 00:00,7.56,8.3,0.23,18.01,20.33,63.5,10.25,,44.81,291.19,0.99,220.6,0.0,26-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Apr-2019 - 00:00,7.46,10.35,0.23,17.09,22.75,73.06,10.07,,39.48,363.86,1.68,305.44,0.0,27-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Apr-2019 - 00:00,6.82,18.82,0.23,16.7,28.21,112.02,10.39,,19.46,279.02,2.64,319.56,0.0,28-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Apr-2019 - 00:00,7.29,18.22,0.22,16.36,33.35,139.59,10.29,,25.7,331.12,2.62,320.5,0.0,29-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Apr-2019 - 00:00,7.56,22.17,0.23,16.04,39.21,148.78,10.32,,23.08,332.89,1.57,306.8,0.0,30-Apr-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Apr-2019 - 00:00,7.49,10.91,0.21,16.81,29.0,93.01,10.37,,24.01,337.3,1.63,252.3,0.0,01-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-May-2019 - 00:00,7.23,6.29,,17.32,17.08,55.53,10.3,,30.42,336.97,1.1,189.68,0.01,02-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-May-2019 - 00:00,7.06,15.14,,16.75,20.17,76.25,10.19,,39.55,213.69,1.84,250.9,0.0,03-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-May-2019 - 00:00,7.18,14.83,,16.81,19.38,56.16,10.55,,33.24,342.19,1.8,299.46,0.0,04-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-May-2019 - 00:00,22.38,19.59,,17.5,20.23,73.53,8.17,,24.63,348.44,1.94,315.33,0.0,05-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-May-2019 - 00:00,43.82,39.57,,16.51,29.63,97.63,4.58,,25.41,336.45,1.32,292.32,0.0,06-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-May-2019 - 00:00,30.84,15.77,,16.49,25.97,84.77,7.8,,23.31,352.27,1.7,300.53,0.04,07-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-May-2019 - 00:00,25.13,11.73,,16.33,24.19,74.48,8.88,,23.29,346.34,1.01,279.56,0.0,08-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-May-2019 - 00:00,25.88,18.97,,16.58,26.47,94.24,9.04,,21.49,331.36,1.45,296.86,0.0,09-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-May-2019 - 00:00,28.61,33.22,,17.13,42.4,141.11,9.42,,22.85,327.56,1.55,304.95,0.0,10-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-May-2019 - 00:00,22.45,9.1,,17.77,20.02,142.19,9.3,,28.37,317.2,2.05,261.76,0.01,11-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-May-2019 - 00:00,24.22,6.0,,17.8,22.21,73.41,9.14,,37.29,280.48,1.68,303.91,0.0,12-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-May-2019 - 00:00,25.77,7.86,,17.72,29.61,89.88,8.91,,35.45,328.57,1.39,287.08,0.0,13-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-May-2019 - 00:00,27.55,7.23,,18.06,35.21,120.63,8.37,,39.15,283.49,1.33,214.98,0.02,14-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-May-2019 - 00:00,26.52,4.45,,20.52,19.36,47.14,8.48,,49.13,354.01,1.01,247.46,0.0,15-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-May-2019 - 00:00,30.43,7.43,,18.86,29.99,85.84,7.75,,52.94,263.14,0.83,223.25,0.01,16-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-May-2019 - 00:00,27.1,7.56,,19.91,36.22,75.07,8.4,,53.76,282.26,1.3,256.01,0.0,17-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-May-2019 - 00:00,25.6,4.7,,17.41,35.1,89.89,8.99,,69.35,242.51,1.53,280.6,0.2,18-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-May-2019 - 00:00,27.44,4.76,,18.41,20.38,61.85,8.47,,46.59,325.0,1.39,285.46,0.0,19-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-May-2019 - 00:00,29.53,5.98,,18.83,30.3,79.5,8.1,,45.52,346.58,1.43,306.65,0.0,20-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-May-2019 - 00:00,27.54,12.83,,19.75,39.71,131.5,8.76,,37.3,304.67,2.08,312.49,0.0,21-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-May-2019 - 00:00,26.07,19.96,,18.55,31.83,70.26,9.47,,29.4,350.82,1.54,311.44,0.0,22-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-May-2019 - 00:00,29.0,21.12,,18.32,33.97,64.58,8.73,,18.55,411.83,1.29,299.66,0.0,23-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-May-2019 - 00:00,21.47,7.1,,17.75,20.64,44.13,10.01,,41.93,262.65,1.24,215.77,0.0,24-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-May-2019 - 00:00,26.01,4.65,,17.02,20.79,84.67,9.03,,73.08,236.62,0.9,205.23,0.08,25-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-May-2019 - 00:00,21.51,11.69,,20.94,17.05,83.71,9.81,,36.88,410.15,2.43,316.38,0.0,26-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-May-2019 - 00:00,26.55,15.26,,18.93,24.4,105.14,9.01,,50.53,377.52,1.75,302.5,0.0,27-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-May-2019 - 00:00,25.73,21.35,,17.19,14.87,91.44,9.86,,16.17,170.55,1.62,308.21,0.0,28-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-May-2019 - 00:00,26.32,23.28,,17.62,27.28,122.81,8.97,,24.25,379.48,1.81,309.35,0.0,29-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-May-2019 - 00:00,26.07,14.23,,18.32,23.89,123.46,9.21,,19.65,351.66,1.95,320.23,0.0,30-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-May-2019 - 00:00,28.5,25.94,,17.57,36.01,150.97,9.48,,29.78,361.65,0.87,271.28,0.0,31-May-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
31-May-2019 - 00:00,25.15,20.82,,21.32,32.13,142.05,8.67,,19.53,710.28,1.42,318.76,0.0,01-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Jun-2019 - 00:00,26.55,7.12,0.21,21.05,28.78,151.24,8.92,,22.26,327.32,0.88,213.79,0.0,02-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Jun-2019 - 00:00,24.24,2.77,0.21,22.94,32.19,177.18,8.92,,47.84,395.27,1.82,141.38,0.0,03-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Jun-2019 - 00:00,25.64,7.17,0.21,24.48,36.54,192.2,8.69,0.03,40.38,365.95,2.34,150.25,0.01,04-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Jun-2019 - 00:00,38.1,12.14,0.21,20.93,21.05,88.55,5.75,,47.66,321.33,1.45,125.64,0.0,05-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Jun-2019 - 00:00,38.78,7.71,0.24,20.03,31.04,94.67,6.03,,39.97,336.41,0.73,177.86,0.0,06-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Jun-2019 - 00:00,36.39,15.18,0.25,19.43,29.81,98.13,6.14,,32.4,342.33,1.02,183.66,0.0,07-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Jun-2019 - 00:00,37.82,15.44,0.24,20.64,25.77,75.25,6.2,,27.03,365.04,1.3,288.6,0.0,08-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Jun-2019 - 00:00,45.71,18.19,0.24,19.9,23.38,78.87,3.43,,29.68,356.18,1.37,255.44,0.0,09-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Jun-2019 - 00:00,39.77,20.68,0.25,18.88,24.36,93.41,5.46,,25.84,353.53,1.25,249.61,0.0,10-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Jun-2019 - 00:00,38.46,18.72,0.25,18.83,28.77,97.8,5.98,,24.89,357.71,0.98,231.72,0.0,11-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Jun-2019 - 00:00,36.3,15.52,0.29,18.91,33.69,124.72,6.29,,25.97,359.62,0.64,158.56,0.0,12-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Jun-2019 - 00:00,30.32,14.34,0.23,19.35,22.67,131.34,7.38,,31.95,325.94,1.88,135.98,0.03,13-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Jun-2019 - 00:00,35.01,16.78,0.23,19.02,17.97,68.99,6.81,,42.07,321.36,1.52,265.09,0.0,14-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Jun-2019 - 00:00,34.9,21.51,0.25,19.12,28.84,100.41,7.45,,26.08,376.08,1.82,291.98,0.0,15-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Jun-2019 - 00:00,32.29,29.8,0.44,20.21,34.28,148.04,8.04,8.27,28.84,231.65,2.4,307.84,0.0,16-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Jun-2019 - 00:00,25.97,9.73,0.49,27.02,23.86,74.9,8.62,8.46,47.31,310.62,1.49,268.58,0.0,17-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Jun-2019 - 00:00,30.75,8.59,0.65,26.97,33.81,111.01,7.16,9.3,60.1,357.64,1.72,270.68,0.34,18-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Jun-2019 - 00:00,21.48,4.99,0.4,25.23,32.51,71.7,10.04,7.12,66.26,255.06,0.84,231.36,0.0,19-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Jun-2019 - 00:00,24.57,4.16,0.6,26.32,39.84,121.16,10.09,9.59,61.49,348.27,0.72,230.66,0.0,20-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Jun-2019 - 00:00,26.62,7.13,0.64,26.67,54.65,107.52,9.15,9.62,64.24,277.91,1.32,177.15,0.04,21-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Jun-2019 - 00:00,29.77,9.05,0.76,25.98,39.79,72.02,8.96,10.73,64.67,276.17,0.86,265.23,0.0,22-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Jun-2019 - 00:00,29.71,13.83,0.85,26.87,49.22,91.46,9.19,11.69,49.84,325.37,1.33,259.29,0.0,23-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Jun-2019 - 00:00,28.2,7.5,0.71,28.73,34.7,47.83,8.88,9.85,52.29,361.92,1.56,190.0,0.0,24-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Jun-2019 - 00:00,24.61,9.14,0.62,25.95,27.55,39.51,9.49,8.07,64.28,315.28,1.34,129.12,0.0,25-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Jun-2019 - 00:00,22.92,5.6,0.56,25.39,23.08,52.54,10.1,3.89,57.42,367.15,0.59,248.93,0.0,26-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Jun-2019 - 00:00,22.17,5.41,0.65,31.17,31.05,83.81,10.38,5.34,60.6,344.91,1.14,267.96,0.0,27-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Jun-2019 - 00:00,25.84,6.33,0.7,29.06,52.26,277.91,9.54,3.76,49.63,325.2,1.74,283.2,0.0,28-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Jun-2019 - 00:00,25.19,3.71,0.75,27.01,42.17,132.88,10.67,5.05,58.24,378.57,0.4,192.25,0.0,29-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Jun-2019 - 00:00,24.95,3.07,0.64,25.76,50.95,168.85,10.2,4.44,58.12,371.66,0.53,214.96,0.0,30-Jun-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Jun-2019 - 00:00,28.79,4.21,0.74,27.4,34.32,97.65,9.41,5.46,57.33,290.18,0.78,228.63,0.01,01-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Jul-2019 - 00:00,31.19,3.01,0.74,30.14,45.77,115.24,8.69,6.34,58.61,353.32,1.16,182.19,0.0,02-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Jul-2019 - 00:00,33.85,3.94,0.73,32.35,31.67,89.42,7.85,5.23,53.78,368.25,0.69,189.18,0.0,03-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Jul-2019 - 00:00,30.04,2.73,0.76,26.39,47.94,98.7,8.74,6.7,64.6,324.65,0.79,163.22,0.0,04-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Jul-2019 - 00:00,29.18,2.98,0.98,24.5,33.28,56.47,12.25,7.88,72.45,270.99,1.19,133.91,0.0,05-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Jul-2019 - 00:00,30.1,4.8,1.11,25.0,38.38,47.04,8.64,13.42,67.96,343.92,0.76,153.37,0.0,06-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Jul-2019 - 00:00,33.1,2.9,0.69,25.25,27.33,52.49,7.87,5.42,74.56,273.85,0.87,143.34,0.0,07-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Jul-2019 - 00:00,35.03,3.26,0.7,26.42,22.82,48.85,7.84,4.67,64.81,370.04,0.58,156.07,0.0,08-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Jul-2019 - 00:00,33.38,2.87,0.68,31.5,29.09,64.9,8.59,4.96,71.35,318.34,0.88,142.2,0.0,09-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Jul-2019 - 00:00,33.22,3.06,0.73,32.6,24.63,52.91,8.04,5.4,80.25,295.49,1.35,143.68,0.0,10-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Jul-2019 - 00:00,31.5,3.57,0.68,28.85,39.08,71.95,7.94,4.54,85.67,234.89,0.6,134.21,0.03,11-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Jul-2019 - 00:00,28.57,4.93,0.48,32.01,34.24,79.37,8.74,4.15,85.08,259.72,0.67,138.95,0.14,12-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Jul-2019 - 00:00,35.3,5.02,0.46,29.42,34.56,77.6,7.29,3.92,87.23,309.69,1.02,161.14,0.61,13-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Jul-2019 - 00:00,25.07,5.31,0.64,15.47,30.4,60.32,8.94,3.62,81.0,133.46,0.31,160.03,0.0,14-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Jul-2019 - 00:00,30.89,5.37,0.85,14.58,20.72,42.62,7.94,3.34,93.29,167.09,1.26,168.95,0.25,15-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Jul-2019 - 00:00,27.81,6.74,0.81,10.85,29.9,63.94,8.6,3.13,88.74,242.61,0.87,144.31,0.03,16-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Jul-2019 - 00:00,22.54,6.77,0.81,14.33,27.34,46.97,9.62,2.52,90.08,228.84,0.92,143.33,0.04,17-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Jul-2019 - 00:00,18.85,6.09,0.82,13.8,30.69,52.77,10.25,2.67,85.11,312.78,0.78,134.75,0.07,18-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Jul-2019 - 00:00,17.53,4.96,1.05,15.29,43.17,80.89,10.63,4.01,82.71,294.27,0.71,136.99,0.0,19-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Jul-2019 - 00:00,17.75,4.98,1.09,17.99,26.36,43.12,10.55,3.26,91.64,221.07,0.36,147.67,0.02,20-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Jul-2019 - 00:00,21.16,4.94,1.06,16.54,28.41,66.1,10.25,4.01,83.82,319.12,0.69,160.71,0.0,21-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Jul-2019 - 00:00,26.35,4.7,1.03,18.58,28.28,64.85,9.08,3.67,82.86,328.08,0.71,124.45,0.0,22-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Jul-2019 - 00:00,33.66,4.9,1.04,18.12,37.95,84.56,7.63,4.19,78.78,332.8,0.54,184.06,0.0,23-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Jul-2019 - 00:00,34.79,4.84,1.07,17.43,43.07,104.87,7.43,4.82,81.84,317.43,0.49,187.03,0.0,24-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Jul-2019 - 00:00,33.52,4.86,1.02,19.5,38.59,94.69,7.88,4.88,79.46,328.63,0.92,255.09,0.0,25-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Jul-2019 - 00:00,31.66,4.69,0.91,17.43,28.37,59.68,7.88,2.77,89.2,198.35,1.29,137.61,0.0,26-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Jul-2019 - 00:00,26.24,4.64,0.94,15.94,21.82,43.92,8.9,2.5,89.64,214.65,0.88,147.62,0.0,27-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Jul-2019 - 00:00,25.21,4.65,0.9,14.49,17.15,30.42,9.05,1.86,91.71,219.08,0.91,151.01,0.08,28-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Jul-2019 - 00:00,23.61,4.69,0.88,14.24,11.72,20.15,9.39,1.58,83.81,360.2,0.75,137.62,0.0,29-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Jul-2019 - 00:00,23.84,4.47,0.93,13.0,15.8,31.93,9.42,1.83,77.67,397.45,0.77,124.49,0.0,30-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Jul-2019 - 00:00,25.33,4.75,0.97,11.94,19.26,42.55,9.03,2.38,84.03,250.18,0.74,126.54,0.0,31-Jul-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Jul-2019 - 00:00,26.4,4.86,1.04,11.62,12.11,25.61,8.83,2.16,87.92,184.45,0.85,128.59,0.0,01-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Aug-2019 - 00:00,24.81,4.82,1.04,10.39,25.63,56.24,9.3,3.14,91.25,206.73,0.56,126.26,0.0,02-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Aug-2019 - 00:00,22.85,4.86,1.02,13.29,17.3,35.41,9.75,3.28,91.99,216.16,0.78,139.21,0.19,03-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Aug-2019 - 00:00,23.27,4.69,1.02,12.7,21.31,44.86,9.66,2.99,87.48,293.13,0.73,142.34,0.0,04-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Aug-2019 - 00:00,22.93,4.59,1.03,13.69,23.77,46.99,9.87,3.05,82.92,314.73,0.46,226.55,0.0,05-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Aug-2019 - 00:00,21.78,4.79,1.05,12.01,33.46,70.12,10.2,3.29,85.86,311.55,0.44,141.3,0.0,06-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Aug-2019 - 00:00,19.85,4.7,1.02,13.68,26.09,54.62,10.3,2.64,88.44,274.07,1.19,132.44,0.0,07-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Aug-2019 - 00:00,20.62,4.75,0.99,13.4,21.0,41.96,10.19,2.63,81.74,324.29,0.51,200.61,0.0,08-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Aug-2019 - 00:00,19.88,4.83,0.96,11.64,16.9,40.21,10.5,2.91,80.88,323.67,0.49,220.09,0.0,09-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Aug-2019 - 00:00,20.21,4.84,0.99,11.16,19.16,38.91,10.27,2.36,89.39,200.26,0.67,171.39,0.01,10-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Aug-2019 - 00:00,18.15,4.79,0.91,13.47,15.44,30.33,10.62,2.13,85.29,275.56,0.8,128.92,0.1,11-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Aug-2019 - 00:00,17.86,4.78,0.94,11.49,19.77,35.97,11.0,2.43,82.48,312.95,0.6,184.98,0.0,12-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Aug-2019 - 00:00,17.83,4.83,0.89,11.32,26.6,52.77,10.97,3.03,87.1,288.03,0.89,252.15,0.0,13-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Aug-2019 - 00:00,17.77,4.71,0.78,10.82,16.39,28.14,10.95,2.51,92.57,193.48,1.01,244.47,0.15,14-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Aug-2019 - 00:00,16.31,4.78,0.76,12.62,22.21,43.06,11.02,2.3,87.11,249.39,0.93,183.44,0.0,15-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Aug-2019 - 00:00,16.76,4.83,0.87,7.04,29.0,50.72,11.34,2.77,91.59,205.09,0.47,201.45,0.09,16-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Aug-2019 - 00:00,17.02,4.68,0.77,8.87,17.79,30.51,11.19,2.26,88.41,251.05,0.64,128.25,0.0,17-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Aug-2019 - 00:00,16.23,4.79,0.72,9.48,12.44,25.11,11.07,1.45,92.06,192.88,1.5,190.43,0.84,18-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Aug-2019 - 00:00,16.54,4.61,0.8,9.39,6.26,13.58,11.48,1.89,92.92,265.04,1.29,234.81,0.06,19-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Aug-2019 - 00:00,16.37,4.48,0.8,8.72,10.45,15.5,11.47,1.76,86.15,323.84,1.01,236.7,0.02,20-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Aug-2019 - 00:00,16.54,4.67,0.84,13.97,13.69,28.69,11.3,2.78,83.42,297.74,1.8,314.59,0.0,21-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Aug-2019 - 00:00,16.08,4.76,0.9,14.09,26.81,53.97,11.68,4.28,82.27,296.4,1.14,286.64,0.0,22-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Aug-2019 - 00:00,16.11,5.01,0.89,10.6,35.13,74.73,11.72,4.11,82.71,277.14,0.42,142.55,0.0,23-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Aug-2019 - 00:00,15.65,4.9,0.84,11.82,32.2,71.34,11.85,4.13,81.95,283.42,0.81,253.78,0.0,24-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Aug-2019 - 00:00,15.35,4.87,0.8,10.43,30.95,62.29,11.93,3.81,85.89,271.17,0.71,195.42,0.0,25-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Aug-2019 - 00:00,14.07,4.99,0.74,10.18,24.1,47.2,11.73,3.04,88.64,257.83,0.93,127.83,0.0,26-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Aug-2019 - 00:00,15.2,4.8,0.75,8.39,18.13,32.68,11.58,2.41,80.84,303.29,0.46,222.99,0.0,27-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Aug-2019 - 00:00,15.25,4.73,0.76,7.88,18.06,35.82,11.82,2.62,76.91,303.78,0.76,292.78,0.0,28-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Aug-2019 - 00:00,15.11,4.99,0.79,11.2,27.78,56.0,11.61,3.66,78.95,284.51,0.82,273.75,0.0,29-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Aug-2019 - 00:00,14.81,5.02,0.79,7.62,35.46,67.39,11.72,3.99,86.93,259.6,0.62,175.56,0.0,30-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Aug-2019 - 00:00,11.04,10.74,0.98,37.83,34.13,68.65,12.69,5.05,77.83,230.45,0.99,282.81,0.0,31-Aug-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
