from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
15-Apr-2019 - 00:00,2.9,1.89,8.38,12.42,75.05,48.36,31.08,150.26,181.14,0.73,36.45,0.94,30.13,9.85,36.22,26.62,3.57,12.34,116.83,16-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Apr-2019 - 00:00,1.94,1.17,5.63,7.87,58.32,30.5,47.46,142.03,190.77,0.67,31.42,0.72,28.64,8.72,29.55,22.27,2.32,5.37,121.38,17-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Apr-2019 - 00:00,3.71,3.4,11.27,13.66,77.79,34.31,59.31,225.81,177.61,0.51,29.8,1.41,32.75,16.99,35.72,32.14,5.6,8.81,122.27,18-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Apr-2019 - 00:00,3.92,3.5,12.54,15.01,78.85,37.51,43.37,208.37,166.83,0.55,32.49,1.2,34.02,15.49,40.43,33.83,5.94,20.73,121.17,19-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Apr-2019 - 00:00,2.81,1.58,6.21,9.4,69.81,33.63,35.12,232.98,167.24,0.49,33.2,0.89,29.44,12.28,34.38,27.63,2.71,12.12,129.72,20-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Apr-2019 - 00:00,4.04,2.58,10.61,14.77,85.62,41.26,41.13,180.66,178.09,0.43,32.81,1.18,30.8,11.73,40.9,30.56,4.7,12.21,116.29,21-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Apr-2019 - 00:00,2.46,1.63,6.69,8.95,62.43,32.43,48.49,241.11,168.03,0.57,32.98,0.86,28.58,12.03,32.3,26.4,2.97,16.18,135.13,22-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Apr-2019 - 00:00,3.05,2.03,8.64,12.65,106.07,34.24,40.74,313.24,175.76,0.62,34.13,0.89,30.35,11.0,36.67,27.85,3.66,17.08,119.79,23-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Apr-2019 - 00:00,7.94,8.42,27.26,34.36,131.86,35.76,34.78,209.32,190.59,0.41,35.47,2.39,42.31,30.73,53.79,53.51,13.2,29.14,107.9,24-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Apr-2019 - 00:00,7.9,7.34,24.27,31.73,123.01,47.68,33.57,280.42,196.29,0.47,35.77,2.0,40.61,25.35,53.26,48.1,11.62,21.17,113.52,25-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Apr-2019 - 00:00,5.4,5.26,16.76,23.1,98.06,48.56,31.44,236.55,176.74,0.56,37.24,1.41,35.22,14.41,46.72,35.71,7.62,21.77,113.03,26-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Apr-2019 - 00:00,5.72,4.77,16.37,22.12,88.75,49.23,29.85,279.58,189.14,0.45,39.04,1.46,30.67,14.32,40.57,32.52,7.73,25.13,138.96,27-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Apr-2019 - 00:00,6.63,5.94,17.61,27.81,124.91,68.83,32.05,217.18,183.32,0.46,37.56,1.76,35.31,21.57,45.68,40.81,8.3,37.44,126.85,28-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Apr-2019 - 00:00,5.68,3.67,12.56,16.93,114.91,68.24,32.75,235.01,166.6,0.48,37.79,1.29,56.79,32.87,59.57,57.5,5.99,24.91,126.43,29-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Apr-2019 - 00:00,5.51,4.58,15.48,23.81,103.98,61.75,35.14,227.08,187.25,0.6,38.31,1.27,35.48,13.54,41.17,32.45,6.88,13.72,136.74,30-Apr-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Apr-2019 - 00:00,3.19,2.46,8.62,13.71,74.21,40.46,27.76,257.45,201.68,0.5,39.39,1.0,31.62,17.66,27.68,28.6,3.87,15.43,128.5,01-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-May-2019 - 00:00,3.18,2.23,8.12,11.62,76.23,40.64,25.64,223.53,202.95,0.46,38.21,0.87,29.19,14.92,27.44,26.24,3.67,17.21,145.16,02-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-May-2019 - 00:00,2.63,1.33,5.94,9.78,86.11,44.78,29.64,221.27,197.96,0.54,37.85,0.65,24.24,8.95,27.0,21.19,2.34,20.99,120.03,03-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-May-2019 - 00:00,5.36,2.75,10.3,16.65,97.35,53.3,33.69,200.95,201.83,0.5,36.21,1.03,31.21,14.28,32.47,28.26,4.33,11.79,135.26,04-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-May-2019 - 00:00,0.9,0.06,0.45,2.03,91.62,40.89,31.59,227.18,258.91,0.58,35.36,0.39,9.39,6.67,3.15,6.21,0.13,6.2,158.4,05-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-May-2019 - 00:00,8.76,8.79,26.68,38.4,93.08,49.56,28.58,181.41,158.21,0.8,39.12,2.32,65.86,40.09,62.64,65.0,12.08,35.12,162.45,07-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-May-2019 - 00:00,2.02,1.01,4.1,8.5,68.23,37.51,23.31,230.11,245.73,0.72,39.28,0.49,15.37,7.91,13.11,12.9,1.56,6.58,,08-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-May-2019 - 00:00,1.74,0.48,2.33,5.36,59.77,33.47,22.45,221.7,263.74,0.58,39.02,0.54,15.22,9.03,11.86,13.0,0.87,6.48,175.52,09-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-May-2019 - 00:00,0.34,0.0,0.22,1.38,60.12,27.45,26.11,3.1,301.86,0.56,35.73,0.26,8.24,7.96,0.41,5.7,0.01,4.37,,10-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-May-2019 - 00:00,4.05,3.96,10.32,18.85,60.94,38.11,24.43,169.87,215.7,1.19,40.25,1.0,33.24,15.54,35.14,30.77,4.7,7.08,144.93,17-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-May-2019 - 00:00,1.49,0.36,2.22,5.88,62.65,35.65,25.39,244.82,259.61,0.73,38.99,0.55,18.96,10.92,15.5,16.48,0.74,8.26,150.47,18-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-May-2019 - 00:00,1.98,0.95,2.62,6.09,96.54,38.85,27.37,228.33,219.61,0.76,38.02,0.61,18.69,12.8,13.07,16.2,1.08,6.14,163.44,19-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-May-2019 - 00:00,2.79,1.53,5.49,9.54,88.66,40.56,28.32,282.64,197.23,0.98,37.37,0.72,26.86,16.31,26.93,25.1,2.2,7.39,180.36,20-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-May-2019 - 00:00,6.23,4.99,13.73,24.4,91.27,51.81,31.38,234.64,178.3,1.11,37.8,1.7,64.27,20.4,48.66,42.17,6.43,16.01,136.98,21-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-May-2019 - 00:00,4.55,2.85,10.45,17.37,89.2,56.5,30.66,138.78,176.44,0.74,39.32,0.86,28.6,9.88,33.11,25.02,4.22,19.97,156.53,22-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-May-2019 - 00:00,3.1,1.94,6.23,12.18,71.1,39.44,31.36,226.15,212.72,0.66,41.68,0.81,25.83,16.07,20.45,23.45,2.89,11.96,156.19,23-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-May-2019 - 00:00,3.7,2.67,9.4,15.21,66.68,37.71,30.16,269.48,206.44,0.85,41.33,0.82,24.07,12.93,22.34,21.89,3.79,11.47,144.64,24-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-May-2019 - 00:00,1.14,1.67,5.65,12.84,74.48,33.86,29.66,243.9,232.58,0.87,42.07,0.69,25.39,16.17,48.36,92.33,2.08,8.48,152.38,25-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-May-2019 - 00:00,0.0,0.0,0.0,0.0,77.66,38.37,26.94,236.11,269.6,0.7,41.93,0.65,43.81,36.39,220.63,168.77,0.0,5.09,81.53,26-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-May-2019 - 00:00,0.0,0.0,0.0,0.0,78.5,42.68,27.99,208.72,217.04,0.56,41.92,0.68,29.23,10.5,16.9,20.89,0.0,16.79,134.49,27-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-May-2019 - 00:00,2.14,1.63,5.42,10.28,70.51,34.82,25.52,194.13,241.01,0.5,42.12,0.9,32.4,13.72,19.34,25.29,2.16,18.12,124.36,28-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-May-2019 - 00:00,2.4,1.21,5.22,9.98,67.47,34.43,24.14,226.51,253.22,0.7,42.19,0.8,33.51,11.05,16.54,21.08,1.95,9.69,129.6,29-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-May-2019 - 00:00,3.6,1.1,5.24,10.88,103.86,67.54,31.24,269.39,142.71,0.8,38.7,0.98,25.7,9.13,19.58,19.52,1.85,32.34,137.79,30-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-May-2019 - 00:00,3.49,4.67,7.46,25.35,60.03,41.49,34.62,232.23,174.38,0.95,38.0,1.0,24.43,9.23,23.43,20.04,3.09,14.13,131.91,31-May-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-May-2019 - 00:00,3.73,2.97,8.97,16.06,105.66,46.48,33.24,222.32,179.31,1.13,39.98,0.71,24.85,8.93,23.08,19.39,3.79,10.99,97.15,01-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Jun-2019 - 00:00,4.02,2.76,8.81,15.71,90.2,50.35,39.65,238.22,192.09,0.78,37.28,0.65,28.69,13.95,33.2,30.28,3.95,9.95,39.07,02-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Jun-2019 - 00:00,4.15,3.44,10.51,20.9,124.16,45.72,43.17,240.37,195.85,0.77,37.84,0.8,51.32,19.27,60.53,46.96,4.52,6.07,14.01,03-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Jun-2019 - 00:00,3.47,1.94,7.16,14.87,82.18,44.61,38.0,225.15,200.63,1.08,37.87,0.91,29.11,14.32,41.29,33.93,2.57,15.93,44.06,04-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Jun-2019 - 00:00,4.58,2.7,10.98,17.33,85.67,30.42,40.37,232.32,180.6,0.76,37.87,0.69,31.4,8.39,44.05,31.15,4.32,5.3,47.33,05-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Jun-2019 - 00:00,2.45,1.24,4.2,10.03,,24.68,35.02,211.42,179.53,0.66,38.81,0.65,23.16,10.86,36.43,28.82,1.63,15.33,42.47,06-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Jun-2019 - 00:00,6.81,7.66,21.73,31.49,108.8,47.76,34.67,220.82,178.84,0.54,38.65,1.38,46.94,36.46,65.06,64.55,9.92,18.33,47.14,07-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Jun-2019 - 00:00,2.45,1.56,6.03,10.82,91.46,30.98,38.55,207.22,177.56,1.03,37.42,0.51,18.71,9.01,29.98,23.39,2.31,12.84,37.09,08-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Jun-2019 - 00:00,1.87,0.35,1.97,6.39,58.85,20.5,53.57,96.1,174.35,0.61,31.69,0.5,19.93,9.86,35.32,26.17,0.5,24.1,28.21,09-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Jun-2019 - 00:00,2.96,1.81,6.64,13.42,64.8,28.53,64.17,91.79,220.41,0.56,30.2,0.56,20.15,10.05,35.02,26.16,2.18,2.65,10.96,10-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Jun-2019 - 00:00,3.67,1.22,7.38,11.79,67.7,40.72,45.35,374.5,198.44,0.48,36.97,0.65,26.99,11.01,46.93,34.71,2.65,3.13,74.67,11-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Jun-2019 - 00:00,5.26,4.13,15.47,22.95,70.16,47.77,33.18,38.46,185.75,0.73,40.33,0.97,34.37,13.34,65.79,46.16,6.23,5.46,37.95,12-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Jun-2019 - 00:00,2.58,1.91,8.6,14.71,51.51,25.44,38.89,257.36,202.89,1.3,38.57,0.66,24.27,16.41,33.0,31.4,3.23,1.93,29.69,13-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Jun-2019 - 00:00,1.84,1.73,6.63,12.84,69.3,14.79,40.19,255.19,216.6,1.52,37.49,0.96,23.54,10.83,30.15,24.54,2.35,5.66,29.9,14-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Jun-2019 - 00:00,1.61,0.8,4.73,8.59,76.16,20.83,43.44,259.23,194.57,1.53,37.19,0.53,15.89,11.03,19.47,19.06,1.66,3.12,31.63,15-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Jun-2019 - 00:00,1.17,0.29,2.36,5.66,72.53,29.14,52.79,241.36,193.82,1.1,34.75,0.47,14.68,10.14,19.11,17.82,0.73,4.82,30.13,16-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Jun-2019 - 00:00,0.69,0.24,1.43,4.35,42.44,21.76,53.29,212.6,229.36,0.89,34.46,0.4,14.45,8.84,20.51,17.69,0.35,4.07,26.93,17-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Jun-2019 - 00:00,0.93,0.04,1.84,4.64,46.47,9.83,60.0,70.0,217.79,0.83,31.99,0.38,19.6,14.94,25.84,25.34,0.57,3.88,27.26,18-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Jun-2019 - 00:00,3.6,2.35,10.96,16.56,54.61,32.3,47.22,40.7,152.04,1.58,35.78,0.58,36.97,159.5,37.41,142.16,4.23,3.7,28.19,19-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Jun-2019 - 00:00,2.36,1.26,6.57,10.95,45.16,25.07,44.17,215.38,216.93,2.21,36.38,0.58,25.03,18.71,35.24,32.6,2.48,4.36,26.42,20-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Jun-2019 - 00:00,2.59,3.16,10.01,15.16,47.83,27.93,60.05,201.04,235.71,1.03,33.67,0.82,25.78,24.65,26.55,33.31,4.9,2.83,29.38,21-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Jun-2019 - 00:00,1.81,1.27,5.4,9.38,47.43,25.83,57.91,248.63,156.59,2.78,33.96,0.5,19.36,11.16,29.87,24.51,1.86,16.57,24.18,22-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Jun-2019 - 00:00,1.61,0.74,4.17,9.83,50.55,33.22,60.42,205.82,190.37,2.65,32.56,0.46,19.07,13.42,25.52,25.52,1.47,6.91,35.42,23-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Jun-2019 - 00:00,1.82,1.3,4.75,9.21,39.44,26.73,80.6,193.62,208.65,2.45,28.81,0.5,16.8,10.59,23.97,20.4,1.93,1.06,32.52,24-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Jun-2019 - 00:00,3.51,2.19,9.32,16.39,49.35,33.5,80.66,238.07,167.07,1.76,29.98,0.72,22.26,15.92,32.11,27.73,3.59,0.89,12.07,25-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Jun-2019 - 00:00,4.08,2.72,12.14,16.88,53.06,33.92,61.24,254.85,178.35,0.71,34.42,1.08,29.63,13.94,52.0,38.96,4.81,2.38,20.29,26-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Jun-2019 - 00:00,2.34,1.28,6.79,11.72,38.85,21.39,60.44,253.51,205.8,0.63,33.54,0.59,20.69,15.1,28.06,25.99,2.47,1.31,19.8,27-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Jun-2019 - 00:00,3.24,1.77,6.9,12.98,49.32,22.94,63.54,227.7,225.42,0.64,32.88,0.64,23.81,19.28,29.8,30.52,2.63,1.01,16.23,28-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Jun-2019 - 00:00,2.55,2.07,7.75,13.17,31.19,17.08,76.42,153.58,209.02,0.62,30.41,0.57,19.32,14.18,25.27,24.31,3.46,0.37,14.54,29-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Jun-2019 - 00:00,2.83,2.02,7.02,14.34,25.04,16.26,88.4,150.67,209.17,0.56,,0.61,43.94,97.9,29.66,83.94,3.32,0.54,5.38,30-Jun-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Jun-2019 - 00:00,0.64,0.34,2.39,5.14,28.31,14.94,78.11,146.03,191.7,0.72,,0.42,24.94,29.19,18.03,31.43,0.79,0.44,14.01,01-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Jul-2019 - 00:00,3.45,2.94,11.72,15.56,34.84,20.53,90.19,159.43,196.28,0.5,,0.7,21.84,16.25,27.14,26.9,4.63,0.73,15.38,02-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Jul-2019 - 00:00,4.66,4.93,11.57,25.47,47.54,22.86,94.19,96.82,190.86,0.51,,0.89,29.82,23.23,37.03,37.55,6.82,0.64,15.66,03-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Jul-2019 - 00:00,3.49,2.86,8.96,13.09,24.51,17.35,96.53,88.88,200.23,0.62,,0.64,24.94,21.17,30.38,31.54,4.34,0.26,19.01,04-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Jul-2019 - 00:00,2.86,3.03,12.23,18.04,34.93,18.18,89.52,131.15,195.93,0.54,,0.38,23.11,21.31,23.06,28.96,4.78,0.68,13.04,05-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Jul-2019 - 00:00,2.55,2.56,8.71,15.92,26.96,15.72,87.7,84.4,206.53,0.7,,0.37,18.93,17.3,18.73,23.49,4.44,0.52,6.87,06-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Jul-2019 - 00:00,2.12,2.76,10.94,18.33,32.28,18.93,90.96,78.44,202.45,0.66,,0.36,21.04,16.14,20.32,23.53,4.14,1.01,2.97,07-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Jul-2019 - 00:00,1.17,1.07,5.68,13.82,34.37,20.48,86.04,151.66,197.3,0.62,,0.34,18.22,12.64,18.32,19.53,1.78,0.79,5.61,08-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Jul-2019 - 00:00,3.29,4.41,14.77,22.96,43.56,20.21,83.28,170.73,187.97,0.57,,0.4,20.49,17.8,22.1,25.43,5.98,0.66,5.9,09-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Jul-2019 - 00:00,2.3,1.95,9.57,16.4,30.4,18.1,81.52,217.67,193.82,0.66,,0.41,19.87,17.27,21.3,24.49,3.64,0.5,3.91,10-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Jul-2019 - 00:00,2.86,2.97,12.06,16.49,41.26,20.69,77.48,255.58,179.91,0.72,,0.43,21.44,17.62,25.31,27.16,4.81,0.82,1.86,11-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Jul-2019 - 00:00,2.44,1.66,8.48,11.41,43.15,23.48,75.26,256.9,193.79,0.69,,0.37,17.75,15.85,17.72,21.73,3.23,0.69,1.95,12-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Jul-2019 - 00:00,3.32,5.02,13.76,29.5,44.16,23.33,70.65,311.19,189.76,0.52,,0.5,24.91,24.95,23.54,32.11,5.66,0.77,1.9,13-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Jul-2019 - 00:00,2.06,1.99,8.02,19.16,75.77,22.7,63.35,294.79,179.17,0.56,,0.34,16.85,12.87,21.58,21.32,3.0,1.15,2.79,14-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Jul-2019 - 00:00,1.73,1.43,5.57,9.52,45.86,21.17,71.12,255.28,189.71,0.49,,0.34,17.56,24.84,14.76,27.84,2.33,1.07,1.46,15-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Jul-2019 - 00:00,4.07,4.02,15.17,20.34,54.98,27.66,66.51,319.6,186.91,0.46,,0.51,23.45,19.43,28.38,30.33,6.39,0.96,4.32,16-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Jul-2019 - 00:00,2.77,2.17,10.31,13.91,57.93,29.34,57.21,395.68,186.16,0.48,,0.39,19.55,15.63,22.93,24.4,4.06,0.73,3.7,17-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Jul-2019 - 00:00,3.54,3.2,12.62,16.83,59.85,28.83,58.13,197.94,183.51,0.28,,0.45,21.46,16.45,27.5,27.48,5.21,1.67,7.09,18-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Jul-2019 - 00:00,1.21,0.76,4.52,8.11,51.66,22.11,65.53,282.26,154.49,0.64,,0.3,16.37,10.76,21.92,19.97,1.53,13.33,11.23,19-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Jul-2019 - 00:00,2.45,2.31,7.59,13.33,46.78,35.0,84.15,288.18,170.79,0.36,,0.38,18.35,12.39,25.03,22.88,3.44,1.19,17.02,20-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Jul-2019 - 00:00,4.27,4.21,12.32,20.79,40.83,24.72,88.2,246.69,166.03,0.43,,0.57,19.97,17.64,20.38,24.75,6.97,1.32,15.28,21-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Jul-2019 - 00:00,1.49,0.75,5.15,8.65,36.96,20.81,85.05,215.02,173.17,0.58,,0.33,20.31,10.09,13.72,15.15,1.93,0.45,12.67,22-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Jul-2019 - 00:00,2.84,2.6,11.91,15.13,43.77,22.05,77.36,350.78,172.25,0.6,,0.42,16.27,12.15,18.48,19.28,4.77,0.24,8.9,23-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Jul-2019 - 00:00,2.35,2.34,10.55,13.94,40.73,17.57,74.59,441.11,166.25,0.57,,0.43,19.18,13.43,24.99,23.41,4.03,0.22,10.03,24-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Jul-2019 - 00:00,2.51,1.98,9.72,13.1,48.07,16.69,,,,,,0.43,25.09,22.89,28.66,33.24,3.73,0.62,6.18,25-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Jul-2019 - 00:00,2.51,2.69,10.71,15.03,43.9,18.93,,,,,,0.39,18.38,17.6,17.61,25.26,4.24,0.54,8.02,26-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Jul-2019 - 00:00,2.96,3.89,13.65,20.7,47.09,12.36,,,,,,0.43,15.14,14.02,12.62,17.46,5.49,0.5,4.61,27-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Jul-2019 - 00:00,2.02,4.12,10.92,19.49,39.98,14.31,,,,,,0.34,,,,,4.1,0.86,3.29,28-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Jul-2019 - 00:00,0.53,0.59,2.9,8.0,41.31,20.63,,,,,,0.21,,,,,0.88,0.21,4.13,29-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Jul-2019 - 00:00,2.76,2.4,8.77,16.08,31.79,14.52,,,,,,0.36,,,,,4.53,0.66,3.77,30-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Jul-2019 - 00:00,1.48,1.5,4.58,12.48,35.4,17.21,,,,,,0.26,,,,,1.92,0.26,3.53,31-Jul-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Jul-2019 - 00:00,0.2,0.17,0.77,3.62,29.89,13.57,,,,,,0.17,,,,,0.16,0.09,4.77,01-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Aug-2019 - 00:00,7.22,5.19,14.51,25.35,53.38,22.15,91.97,140.0,187.84,0.67,,0.7,,,,,6.8,0.65,1.37,02-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Aug-2019 - 00:00,4.4,2.85,8.47,18.08,38.39,11.59,,,,,,0.51,,,,,3.44,0.57,1.55,03-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Aug-2019 - 00:00,3.89,1.16,5.46,10.26,41.64,22.24,84.07,167.43,183.16,0.73,28.82,0.48,,,,,2.11,0.5,1.86,04-Aug-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
