from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
08-Oct-2019 - 00:00,9.05,11.91,8.27,11.65,5.41,1.02,27.43,0.0,94.16,2.27,0.47,1.41,1.4,2.33,57.51,2.08,219.93,,0.0,09-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Oct-2019 - 00:00,14.01,19.9,14.62,11.58,5.11,1.01,11.4,0.0,119.05,3.46,0.62,1.97,1.68,3.25,62.61,1.69,170.64,,0.0,10-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Oct-2019 - 00:00,12.24,17.2,12.54,13.59,4.58,0.99,17.83,0.0,120.81,3.18,0.59,1.79,1.61,2.92,43.99,2.43,186.35,,0.0,11-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Oct-2019 - 00:00,14.1,16.11,9.83,14.24,5.26,1.11,12.58,0.0,154.25,3.91,0.84,2.08,2.49,3.73,73.93,3.83,161.0,,0.0,12-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Oct-2019 - 00:00,12.15,15.71,10.7,12.91,7.13,1.0,15.34,0.0,148.16,3.65,0.78,1.88,2.71,3.66,45.04,3.64,164.18,,0.0,13-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Oct-2019 - 00:00,15.47,18.05,11.25,12.11,8.2,1.02,4.25,0.0,136.16,4.45,1.1,2.3,2.73,4.25,57.8,2.82,184.86,,0.0,14-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Oct-2019 - 00:00,14.58,17.59,11.33,10.82,7.22,1.0,7.92,0.0,91.09,4.51,0.83,2.09,2.42,3.8,58.77,2.57,176.69,,0.0,15-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Oct-2019 - 00:00,15.23,19.45,13.18,12.34,8.08,1.07,6.0,0.0,126.54,4.74,0.91,2.0,2.28,3.71,59.58,3.1,168.03,,0.0,16-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Oct-2019 - 00:00,15.9,17.91,10.76,10.59,8.54,1.01,56.56,0.0,186.36,5.05,0.84,2.12,2.39,3.92,60.89,2.75,160.6,,0.0,17-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Oct-2019 - 00:00,28.83,28.99,15.18,9.53,7.11,1.03,61.77,0.0,193.05,5.21,0.59,1.89,1.93,3.52,59.92,2.54,180.36,,0.0,18-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Oct-2019 - 00:00,46.58,41.73,18.15,13.8,8.11,1.03,58.97,0.0,179.87,5.06,0.62,1.86,1.87,3.48,63.34,2.92,196.65,,0.0,19-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Oct-2019 - 00:00,42.72,35.95,13.74,10.95,8.16,1.08,74.47,0.0,100.66,3.1,0.75,1.85,2.46,3.47,,1.99,169.35,,0.0,20-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Oct-2019 - 00:00,52.48,51.12,25.57,8.06,9.58,1.12,70.28,0.0,117.61,3.66,1.0,2.38,3.32,4.77,,2.65,237.98,,0.0,21-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Oct-2019 - 00:00,46.38,39.55,18.6,39.92,9.11,1.18,77.32,0.0,131.87,4.01,0.93,2.35,3.02,4.71,,3.72,230.24,,0.0,22-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Oct-2019 - 00:00,3.69,4.51,6.32,5.5,9.66,1.11,78.98,0.0,140.7,3.82,0.74,1.92,2.21,3.64,34.79,5.5,221.23,,0.0,23-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Oct-2019 - 00:00,4.03,18.29,30.04,41.81,11.21,1.09,64.96,0.0,140.49,3.79,0.57,1.73,1.74,3.25,45.24,4.04,224.6,,0.0,24-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Oct-2019 - 00:00,26.79,40.33,67.32,151.96,6.54,1.07,84.44,0.0,183.98,4.92,0.68,2.45,2.69,5.02,51.05,2.98,161.05,,0.0,25-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Oct-2019 - 00:00,29.54,27.76,34.79,147.04,7.12,1.34,53.44,0.0,181.86,6.3,1.11,4.57,4.59,9.51,57.89,1.4,178.83,,0.0,26-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Oct-2019 - 00:00,31.45,26.58,32.51,104.21,7.95,1.14,63.0,6.48,148.58,5.55,0.65,2.92,2.74,5.59,56.66,2.01,168.46,,0.0,27-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Oct-2019 - 00:00,33.59,23.68,27.41,76.8,7.94,0.56,55.4,107.03,178.8,5.24,0.54,2.32,2.01,4.4,50.98,4.25,209.11,,0.0,28-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Oct-2019 - 00:00,34.2,30.3,29.43,91.2,10.22,1.19,43.26,150.61,228.74,7.11,0.84,3.02,2.95,5.77,53.47,2.81,187.45,,0.0,29-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Oct-2019 - 00:00,36.29,34.5,32.68,90.16,6.77,1.18,35.76,135.16,215.49,7.46,0.98,3.64,3.15,6.77,55.58,1.9,199.09,,0.0,30-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Oct-2019 - 00:00,36.73,31.77,29.59,76.94,6.17,0.81,43.39,122.0,199.26,6.25,0.71,2.8,2.4,5.23,48.33,2.66,200.89,,0.0,31-Oct-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Oct-2019 - 00:00,38.61,27.16,23.73,59.44,6.69,1.02,43.04,100.16,212.85,5.27,0.5,1.97,1.83,3.8,47.55,3.9,211.96,,0.0,01-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Nov-2019 - 00:00,39.15,27.24,23.52,60.56,6.89,1.06,47.75,135.55,269.29,6.17,0.64,2.2,2.33,4.16,52.21,2.22,200.18,,0.0,02-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Nov-2019 - 00:00,34.14,30.14,25.48,72.85,4.8,1.08,35.28,254.3,391.21,8.69,0.73,2.39,3.1,4.73,60.66,2.39,203.37,,0.0,03-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Nov-2019 - 00:00,9.23,25.76,21.88,57.59,6.81,0.96,34.18,220.31,415.43,7.26,0.6,2.27,2.74,4.55,69.23,3.51,200.88,,0.0,04-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Nov-2019 - 00:00,8.35,22.93,19.44,49.03,5.45,1.25,53.66,165.13,296.08,5.74,0.55,2.08,2.24,3.86,61.59,4.01,276.32,,0.0,05-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Nov-2019 - 00:00,8.08,21.69,18.29,44.34,6.16,1.13,52.33,88.05,168.58,4.92,0.61,13.56,2.84,4.32,48.84,3.37,253.84,,0.0,06-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Nov-2019 - 00:00,9.7,24.38,20.22,41.74,5.61,1.08,31.39,53.57,141.69,5.73,0.79,61.88,4.52,5.14,53.48,3.5,180.66,,0.0,07-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Nov-2019 - 00:00,9.24,22.88,18.9,39.29,5.37,1.06,35.14,91.26,152.46,6.16,0.66,20.97,3.25,4.53,71.1,5.04,200.03,,0.0,08-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Nov-2019 - 00:00,12.03,26.48,21.15,43.16,6.43,1.04,49.92,114.12,157.94,6.77,0.65,16.78,3.4,4.31,67.11,4.77,186.16,,0.0,09-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Nov-2019 - 00:00,9.83,21.53,17.16,34.96,5.78,1.0,55.3,95.35,122.5,4.55,0.68,16.87,3.52,4.36,46.7,5.83,294.03,,0.0,10-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Nov-2019 - 00:00,10.88,23.34,18.49,36.73,5.97,1.02,59.48,89.66,126.51,4.68,0.8,16.9,3.56,4.82,48.13,3.71,221.81,,0.0,11-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Nov-2019 - 00:00,12.12,25.3,19.88,39.72,6.36,1.3,49.29,138.34,184.56,6.44,0.59,9.77,2.76,4.1,52.76,3.79,180.97,,0.0,12-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Nov-2019 - 00:00,14.77,28.58,21.85,44.5,5.85,1.06,46.65,195.33,255.18,8.97,1.08,13.71,5.4,6.44,48.58,4.38,193.34,,0.0,13-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Nov-2019 - 00:00,15.39,28.82,21.77,45.99,5.16,1.03,41.99,237.69,307.57,9.74,0.72,11.16,3.44,4.94,58.05,4.61,151.83,,0.0,14-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Nov-2019 - 00:00,17.48,30.12,21.97,48.3,5.68,1.04,42.28,233.45,305.66,11.1,1.0,14.06,5.0,6.21,60.4,4.41,177.24,,0.0,15-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Nov-2019 - 00:00,14.36,25.33,18.66,41.17,6.84,1.03,61.01,161.64,242.05,7.07,0.59,10.04,3.19,3.69,56.57,5.72,251.67,,0.0,16-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Nov-2019 - 00:00,13.81,23.38,16.92,37.77,6.08,0.98,50.78,114.52,159.23,4.92,0.56,10.6,2.83,3.59,57.03,7.28,319.11,,0.0,17-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Nov-2019 - 00:00,10.71,19.11,14.15,29.86,6.99,1.0,57.04,52.15,88.03,3.08,0.48,10.51,1.89,2.96,56.46,2.73,308.72,,0.0,18-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Nov-2019 - 00:00,13.95,23.26,16.72,35.89,8.76,1.2,43.14,51.18,96.54,3.87,0.46,9.7,1.53,2.61,67.26,1.78,245.14,,0.0,19-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Nov-2019 - 00:00,15.2,24.72,17.57,37.64,13.09,1.03,44.88,51.52,91.0,4.21,0.59,8.68,2.04,3.4,56.95,2.32,205.39,,0.0,20-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Nov-2019 - 00:00,14.66,23.88,16.98,36.07,14.97,1.1,37.29,62.68,109.05,4.65,0.48,6.14,1.72,3.08,59.59,3.08,177.12,,0.0,21-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Nov-2019 - 00:00,16.11,25.6,17.99,38.65,13.18,1.09,42.46,81.09,137.62,5.7,0.6,6.64,2.5,3.8,59.29,4.36,157.75,,0.0,22-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Nov-2019 - 00:00,18.38,28.0,19.26,42.67,13.49,1.06,37.54,96.73,165.71,7.63,0.61,7.34,2.31,3.97,64.54,4.09,160.21,,0.0,23-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Nov-2019 - 00:00,15.72,24.34,16.88,36.91,13.41,1.04,47.72,80.93,131.01,5.4,0.61,7.7,3.05,3.84,58.17,6.36,255.12,,0.0,24-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Nov-2019 - 00:00,13.4,21.29,14.96,32.03,13.9,1.02,58.19,77.22,112.02,4.31,0.66,8.49,2.65,3.67,60.66,6.64,260.8,,0.0,25-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Nov-2019 - 00:00,14.76,22.87,15.87,34.4,13.11,1.14,39.05,69.95,118.56,4.71,0.54,6.44,1.94,3.27,61.94,2.97,162.52,,0.0,26-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Nov-2019 - 00:00,16.99,34.75,27.32,75.24,13.05,1.21,35.6,86.59,151.69,7.3,0.63,6.96,2.82,4.71,62.24,4.07,164.99,,0.0,27-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Nov-2019 - 00:00,9.25,32.33,28.79,92.91,13.61,0.97,36.92,48.81,98.53,6.48,0.54,6.16,2.19,3.95,67.0,5.26,216.17,,0.0,28-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Nov-2019 - 00:00,8.96,29.15,25.62,84.23,14.13,1.08,31.0,43.44,68.99,4.38,0.51,5.72,1.94,3.12,82.63,5.71,152.0,,0.0,29-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Nov-2019 - 00:00,9.47,29.03,25.22,79.67,14.64,1.14,33.61,31.67,49.79,3.81,0.46,5.67,1.83,2.84,86.9,7.06,154.5,,0.0,30-Nov-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Nov-2019 - 00:00,8.92,27.31,23.71,79.6,13.65,1.04,42.52,49.38,64.84,3.72,0.45,5.3,2.25,2.72,87.86,9.07,203.67,,0.0,01-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Dec-2019 - 00:00,9.74,29.29,25.33,82.43,13.47,0.98,56.55,53.13,74.16,3.86,0.59,6.14,2.63,3.24,69.39,8.89,200.59,,0.0,02-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Dec-2019 - 00:00,9.5,27.79,23.9,72.22,14.91,1.02,51.53,62.15,88.41,5.1,0.54,5.06,2.06,3.13,59.53,8.06,239.33,,0.0,03-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Dec-2019 - 00:00,9.73,28.49,24.51,68.61,13.63,1.14,51.2,52.57,83.12,3.98,0.46,4.02,1.97,2.81,50.68,7.95,246.39,,0.0,04-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Dec-2019 - 00:00,11.16,31.16,26.52,74.77,13.89,1.31,52.74,81.66,122.34,6.79,0.47,3.74,2.06,3.3,58.86,7.64,157.25,,0.0,05-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Dec-2019 - 00:00,13.13,34.49,28.93,83.89,13.18,1.18,60.88,108.11,148.68,7.56,0.45,3.03,2.15,3.32,66.68,7.82,187.98,,0.0,06-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Dec-2019 - 00:00,13.48,33.15,27.33,85.9,13.84,0.61,41.52,127.22,170.06,7.84,0.53,3.23,2.93,3.37,74.63,8.48,177.35,,0.0,07-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Dec-2019 - 00:00,14.75,34.06,27.6,88.66,13.21,0.43,37.82,109.16,151.33,7.14,0.49,3.52,2.07,2.86,73.04,7.59,172.18,,0.0,08-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Dec-2019 - 00:00,16.25,35.04,27.8,91.26,13.27,0.53,34.82,104.46,140.79,8.1,0.75,4.88,2.75,4.08,86.96,7.67,197.14,,0.0,09-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Dec-2019 - 00:00,14.13,31.95,25.72,85.39,13.74,0.54,33.25,115.95,162.09,7.47,0.47,3.32,1.96,3.4,78.66,8.65,179.07,,0.0,10-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Dec-2019 - 00:00,18.31,38.7,30.5,100.41,12.22,1.02,32.91,136.3,186.44,8.17,0.42,3.38,1.79,3.09,72.9,8.31,190.32,,0.0,11-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Dec-2019 - 00:00,19.19,38.96,30.3,100.86,11.43,0.82,46.87,136.21,192.74,9.5,0.43,3.36,2.09,3.8,86.86,8.2,157.4,,0.0,12-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Dec-2019 - 00:00,17.48,33.99,26.02,99.74,8.92,1.13,42.94,129.91,178.96,9.14,0.52,3.95,1.88,3.34,85.67,9.13,187.4,,0.0,13-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Dec-2019 - 00:00,12.3,24.44,18.85,83.6,7.23,0.43,31.53,90.84,110.43,5.63,0.4,3.77,1.43,2.23,93.36,2.88,270.12,,0.0,14-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Dec-2019 - 00:00,13.68,25.29,18.99,82.76,7.01,0.42,32.89,60.28,67.45,4.05,0.35,3.55,1.74,2.51,91.33,2.49,202.17,,0.0,15-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Dec-2019 - 00:00,11.54,21.92,16.64,74.64,7.59,0.37,22.4,68.68,76.64,4.74,0.51,3.32,2.0,2.68,96.85,3.05,262.41,,0.0,16-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Dec-2019 - 00:00,9.39,18.68,14.41,65.08,6.51,0.41,43.27,67.8,80.14,3.03,0.22,2.59,1.12,1.68,81.63,4.91,301.64,,0.0,17-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Dec-2019 - 00:00,9.69,19.1,14.7,61.44,6.26,0.43,33.78,73.32,83.06,2.94,0.22,1.95,1.0,1.53,87.26,4.66,282.95,,0.0,18-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Dec-2019 - 00:00,14.0,25.15,18.68,70.4,6.78,0.7,23.67,90.03,107.07,5.21,0.33,2.29,2.02,3.91,88.38,3.97,191.42,,0.0,19-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-Dec-2019 - 00:00,19.54,32.0,22.69,79.85,7.22,1.16,15.32,128.84,142.44,8.47,0.39,2.3,2.35,3.63,97.5,3.52,175.26,,0.0,20-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-Dec-2019 - 00:00,18.63,40.87,33.61,88.68,6.72,1.04,21.79,147.82,159.56,11.78,0.83,2.36,6.53,5.41,98.64,3.17,212.17,,0.0,21-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-Dec-2019 - 00:00,12.57,30.18,24.79,82.9,7.55,0.95,34.65,106.04,127.41,9.98,0.5,1.11,4.76,3.89,88.5,3.99,245.4,,0.0,22-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-Dec-2019 - 00:00,10.58,25.79,24.31,72.61,6.07,0.9,21.26,106.93,117.66,4.85,0.14,0.58,0.7,0.79,98.47,4.8,216.94,,0.0,23-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-Dec-2019 - 00:00,16.0,32.46,25.98,68.27,9.38,0.84,37.23,95.64,117.07,6.82,0.22,0.59,1.19,1.24,92.06,4.87,190.64,,0.0,24-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-Dec-2019 - 00:00,18.95,36.38,27.72,85.99,6.57,1.18,31.67,126.41,138.12,7.98,0.28,0.84,1.97,2.5,95.17,3.11,163.01,,0.0,25-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-Dec-2019 - 00:00,13.56,25.51,19.28,65.83,7.71,0.6,39.89,111.09,129.78,5.51,0.19,0.4,2.13,2.08,94.65,5.91,255.67,,0.0,26-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-Dec-2019 - 00:00,13.96,27.0,20.63,66.29,5.79,0.92,38.43,104.32,121.25,5.29,0.12,0.43,1.21,1.47,93.12,6.81,230.54,,0.0,27-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Dec-2019 - 00:00,16.31,36.16,28.93,73.27,7.19,0.95,34.54,140.62,164.32,7.32,0.21,0.58,1.68,2.24,92.32,5.71,208.68,,0.0,28-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Dec-2019 - 00:00,14.4,34.02,27.7,71.08,6.42,1.18,18.49,135.1,144.84,9.46,0.23,0.9,1.31,2.04,98.16,4.94,159.36,,0.0,29-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Dec-2019 - 00:00,22.58,37.81,27.24,81.58,6.7,1.35,36.29,185.57,194.91,9.94,0.27,0.92,1.98,2.51,93.51,3.59,176.94,,0.0,30-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Dec-2019 - 00:00,12.75,24.4,18.57,63.18,5.96,1.16,15.35,173.22,186.66,10.18,0.2,1.31,1.64,2.13,99.13,6.29,196.7,,0.0,31-Dec-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-Dec-2019 - 00:00,2.79,14.24,13.38,44.13,6.17,0.67,18.42,150.5,150.6,5.16,0.07,0.28,0.34,0.49,99.13,4.77,194.1,,0.0,01-Jan-2020 - 00:00,"General Hospital, Mandikhera - HSPCB"
