from date,PM2.5,PM10,SO2,NO2,NO,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,Xylene,WS,WD,RH,SR,RF,Temp,to date,station
30-Aug-2019 - 00:00,24.18,49.43,3.2,4.97,22.66,25.66,4.66,0.31,1.03,0.94,6.28,0.44,0.44,217.04,78.45,153.57,0.02,27.5,31-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-Aug-2019 - 00:00,15.4,37.24,3.04,3.11,22.37,24.72,3.19,0.22,0.68,0.92,3.14,0.13,0.4,263.4,81.95,128.64,0.01,26.85,01-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Sep-2019 - 00:00,14.44,31.13,2.44,2.95,15.85,18.63,3.06,0.13,1.14,1.15,3.19,0.0,0.53,240.0,82.86,101.49,0.01,26.06,02-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Sep-2019 - 00:00,17.61,39.24,2.74,3.62,22.32,24.7,3.52,0.16,0.72,1.77,3.13,0.0,0.53,208.01,78.11,182.51,0.0,27.23,03-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Sep-2019 - 00:00,13.12,22.26,4.75,4.18,28.53,29.91,3.98,0.24,0.84,1.16,2.01,0.13,0.39,260.87,82.17,118.06,0.01,26.45,04-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Sep-2019 - 00:00,7.69,26.4,2.84,4.26,25.12,28.26,2.19,0.32,0.71,1.35,2.79,0.15,0.53,201.44,83.49,118.67,0.14,26.38,05-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Sep-2019 - 00:00,9.95,17.63,2.92,5.51,19.63,24.76,3.72,0.33,1.03,1.13,5.4,0.52,0.44,227.48,85.01,81.3,0.07,25.98,06-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Sep-2019 - 00:00,11.4,23.16,3.26,5.39,18.25,23.69,3.52,0.26,0.65,1.44,6.15,0.0,0.61,218.04,83.27,100.86,0.01,26.6,07-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Sep-2019 - 00:00,8.4,18.29,2.57,3.71,18.01,21.77,3.42,0.24,1.0,0.36,0.9,0.0,0.59,326.39,84.06,99.38,0.02,26.35,08-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Sep-2019 - 00:00,13.55,25.24,2.82,3.93,15.46,19.44,2.81,0.28,1.01,2.41,7.12,0.0,0.61,160.79,85.13,61.83,0.02,25.84,09-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Sep-2019 - 00:00,19.73,39.18,3.27,4.23,19.78,24.06,4.04,0.34,0.64,3.68,10.91,0.18,0.55,111.83,84.12,58.6,0.04,26.65,10-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Sep-2019 - 00:00,12.22,27.97,6.49,4.96,24.99,28.89,5.95,0.5,0.6,1.64,2.04,0.46,0.36,275.17,87.08,33.81,0.07,25.43,11-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Sep-2019 - 00:00,19.35,41.86,3.05,4.07,27.57,30.42,6.18,0.37,0.57,2.33,3.0,0.08,0.43,191.34,86.27,72.31,0.03,25.45,12-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Sep-2019 - 00:00,21.49,49.72,5.55,4.51,23.66,28.21,6.65,0.49,0.55,3.42,2.18,0.38,0.47,174.55,82.68,100.48,0.02,26.52,13-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Sep-2019 - 00:00,23.47,56.66,7.38,3.87,24.65,28.44,7.77,0.5,0.4,5.55,8.08,0.32,0.54,120.39,81.28,94.62,0.0,27.12,14-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Sep-2019 - 00:00,22.73,31.16,8.56,4.69,23.38,27.78,6.95,0.48,0.5,3.29,8.15,0.52,0.4,192.64,84.34,59.63,0.02,25.65,15-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Sep-2019 - 00:00,30.19,40.72,8.5,4.88,21.5,26.43,8.19,0.49,0.53,1.16,1.14,0.76,0.43,232.19,81.73,123.42,0.01,26.29,16-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Sep-2019 - 00:00,24.96,70.65,9.84,5.9,21.82,27.77,9.5,0.39,0.51,1.69,1.35,0.49,0.69,82.99,76.32,197.09,0.01,28.33,17-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Sep-2019 - 00:00,28.27,65.43,9.95,5.89,24.81,30.74,8.63,0.49,0.58,1.71,2.33,0.58,0.53,123.15,78.25,80.96,0.0,27.56,18-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Sep-2019 - 00:00,39.66,116.03,6.42,11.65,23.04,31.37,8.34,0.57,0.78,1.01,0.94,0.71,0.4,195.65,80.67,115.16,0.0,27.6,19-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Sep-2019 - 00:00,31.07,62.07,5.42,11.99,17.67,29.7,6.75,0.78,1.71,2.52,2.78,1.53,0.49,204.36,78.87,147.47,0.0,26.85,20-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Sep-2019 - 00:00,24.42,40.86,4.23,6.55,18.54,25.14,6.0,0.69,1.87,2.13,1.78,0.95,0.33,275.29,80.22,115.51,0.01,26.54,21-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Sep-2019 - 00:00,38.12,74.51,5.79,10.5,27.8,33.57,6.36,0.7,6.67,2.8,3.06,2.34,0.32,250.95,75.7,182.37,0.0,27.56,22-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Sep-2019 - 00:00,22.33,49.94,3.23,6.86,16.17,22.71,4.95,0.7,11.05,1.56,1.41,0.72,0.51,273.87,71.95,205.17,0.0,27.97,23-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Sep-2019 - 00:00,39.41,116.49,2.7,9.15,18.05,25.67,5.99,0.56,11.81,1.05,1.59,0.79,0.39,192.92,74.17,199.29,0.0,27.91,24-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Sep-2019 - 00:00,47.57,165.69,1.94,5.94,21.6,27.56,4.7,0.65,12.3,1.04,2.0,0.84,0.42,179.67,76.64,150.42,0.0,28.0,25-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Sep-2019 - 00:00,42.36,83.33,4.14,9.55,25.16,34.7,4.61,1.05,12.65,2.96,1.45,1.58,0.37,212.87,81.67,77.3,0.05,26.87,26-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Sep-2019 - 00:00,25.27,50.84,4.73,7.87,29.38,36.34,4.96,0.92,8.97,2.78,1.87,1.64,0.27,224.08,81.03,113.78,0.01,26.34,27-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Sep-2019 - 00:00,16.74,33.88,2.53,4.87,17.94,22.85,4.07,0.41,5.75,0.92,1.2,0.7,0.57,309.84,78.67,137.92,0.01,26.29,28-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Sep-2019 - 00:00,14.5,50.25,2.08,4.84,16.33,21.2,3.03,0.6,5.84,2.01,1.96,0.0,0.6,240.02,77.47,167.77,0.01,26.45,29-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Sep-2019 - 00:00,13.02,26.56,2.08,4.83,18.72,23.58,2.95,0.58,6.36,1.41,1.66,0.0,0.66,258.08,76.18,177.34,0.0,26.94,30-Sep-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Sep-2019 - 00:00,14.38,40.03,2.21,3.02,24.43,26.94,2.52,0.46,5.41,2.42,2.68,0.0,0.61,242.88,79.24,135.49,0.02,26.66,01-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Oct-2019 - 00:00,19.66,55.74,2.0,4.55,26.87,28.55,0.65,0.6,4.41,3.88,6.59,0.01,0.52,206.38,78.05,166.76,0.0,27.34,02-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Oct-2019 - 00:00,23.26,63.81,1.75,5.22,23.59,26.13,0.35,0.66,4.0,1.51,2.84,0.3,0.33,218.66,77.25,191.37,0.01,27.0,03-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Oct-2019 - 00:00,49.0,95.36,3.41,13.31,25.62,32.81,1.32,0.66,4.55,1.7,1.01,1.28,0.34,203.96,75.39,162.52,0.0,27.69,04-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Oct-2019 - 00:00,51.76,91.25,4.58,12.52,29.44,35.74,0.96,0.64,4.84,1.59,0.91,1.84,0.4,215.08,74.46,159.49,0.0,27.91,05-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Oct-2019 - 00:00,52.79,92.28,4.13,11.64,20.94,28.12,1.02,0.78,5.58,1.71,2.26,1.3,0.41,225.9,73.23,161.67,0.0,27.37,06-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Oct-2019 - 00:00,60.06,114.35,3.53,13.62,19.49,27.92,1.04,0.74,0.5,1.52,0.64,1.45,0.34,216.9,71.66,199.91,0.0,27.83,07-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Oct-2019 - 00:00,71.7,165.08,5.93,20.61,17.69,34.16,1.35,0.89,4.67,3.23,1.23,2.03,0.43,200.3,72.56,175.68,0.01,28.4,08-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Oct-2019 - 00:00,73.31,143.97,8.23,10.47,23.71,31.38,1.35,1.26,2.33,5.36,2.69,1.97,0.4,219.66,68.78,160.93,0.0,28.74,09-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Oct-2019 - 00:00,67.19,155.21,6.65,19.73,19.32,31.08,1.14,1.06,2.71,2.66,3.23,1.76,0.33,239.19,68.62,171.52,0.0,29.17,10-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Oct-2019 - 00:00,69.08,139.03,5.36,16.08,17.39,29.98,1.47,0.89,3.37,1.81,2.98,1.3,0.33,233.4,67.87,172.6,0.0,28.97,11-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Oct-2019 - 00:00,76.66,137.78,5.75,9.88,18.54,27.73,1.57,1.02,2.83,1.67,0.76,1.66,0.34,239.97,73.93,145.06,0.0,27.9,12-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Oct-2019 - 00:00,67.48,112.12,5.04,12.53,22.72,30.19,1.11,0.94,2.32,1.34,0.83,1.71,0.3,266.07,72.56,158.47,0.0,27.92,13-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Oct-2019 - 00:00,65.58,100.85,4.86,9.08,15.27,23.99,0.9,1.01,2.5,1.5,0.79,1.48,0.28,255.02,68.13,164.05,0.02,28.77,14-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Oct-2019 - 00:00,62.04,112.0,6.94,16.59,20.35,33.18,1.01,1.0,3.39,2.3,1.24,1.83,0.34,240.1,61.19,185.69,0.0,29.38,15-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Oct-2019 - 00:00,97.45,161.42,13.28,22.37,37.91,52.27,2.26,1.22,2.99,6.88,4.1,4.09,0.47,221.62,52.71,189.22,0.0,29.34,16-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Oct-2019 - 00:00,84.95,142.08,10.29,18.42,29.1,41.37,1.73,1.42,5.09,6.45,3.26,3.38,0.44,241.59,56.78,182.14,0.0,28.97,17-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Oct-2019 - 00:00,81.82,144.23,58.04,26.98,44.49,71.52,5.79,1.49,5.22,5.62,4.5,4.26,0.45,238.54,53.19,172.95,0.0,29.22,18-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Oct-2019 - 00:00,88.39,144.84,48.67,14.12,29.43,43.58,6.5,1.1,5.86,4.73,3.22,2.75,0.38,251.54,62.08,140.63,0.0,28.57,19-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Oct-2019 - 00:00,50.44,89.59,41.37,8.7,24.18,32.9,4.35,1.03,1.95,2.45,2.06,1.74,0.41,252.05,68.76,94.51,0.01,27.59,20-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Oct-2019 - 00:00,36.92,77.94,37.26,10.12,22.33,32.51,3.39,1.07,3.52,3.96,1.05,1.41,0.44,245.26,68.38,103.39,0.01,26.68,21-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Oct-2019 - 00:00,41.03,82.96,55.46,13.68,31.01,43.44,3.76,1.01,4.65,3.68,0.91,1.44,0.55,227.19,61.75,156.77,0.02,28.31,22-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Oct-2019 - 00:00,40.05,90.59,13.59,7.74,29.44,32.69,3.0,1.05,0.95,2.74,1.29,2.0,0.36,251.19,72.41,130.66,0.0,27.08,23-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Oct-2019 - 00:00,37.37,67.43,8.97,8.7,33.54,34.81,3.16,1.0,0.95,2.17,1.32,1.85,0.3,247.98,80.67,94.67,0.01,25.79,24-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Oct-2019 - 00:00,50.3,88.21,19.81,9.95,50.07,51.73,2.93,1.17,0.8,3.49,2.66,1.83,0.57,222.36,69.8,155.83,0.0,27.51,25-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Oct-2019 - 00:00,65.93,104.39,14.46,14.35,43.78,53.39,2.37,1.06,0.76,2.18,1.21,1.89,0.89,197.1,69.88,89.36,0.0,26.59,26-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Oct-2019 - 00:00,44.07,74.02,21.28,6.69,31.59,37.51,2.56,1.31,1.55,2.75,5.7,0.79,0.8,207.5,70.64,111.29,0.01,27.06,27-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Oct-2019 - 00:00,68.16,101.62,9.42,5.21,33.85,33.8,2.6,1.12,1.42,2.69,3.62,1.07,0.38,211.82,68.44,142.63,0.01,27.89,28-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Oct-2019 - 00:00,84.62,117.17,7.07,7.34,20.74,24.31,3.12,1.01,1.53,2.52,2.42,0.9,0.34,226.59,72.13,138.42,0.01,27.93,29-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Oct-2019 - 00:00,40.99,59.6,7.73,7.52,23.29,26.92,3.12,1.0,2.43,2.6,1.64,1.53,0.41,233.19,70.86,184.66,0.03,27.83,30-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Oct-2019 - 00:00,28.12,60.5,11.38,10.54,54.39,56.95,3.12,1.08,5.33,2.54,2.46,1.14,0.51,227.71,67.87,163.51,0.01,27.88,31-Oct-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-Oct-2019 - 00:00,50.48,83.95,10.64,6.45,59.91,58.29,2.9,1.16,5.2,3.46,2.94,2.1,0.45,237.05,61.24,167.78,0.0,29.18,01-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Nov-2019 - 00:00,38.02,81.3,15.02,3.5,66.47,65.01,3.67,1.17,5.52,4.41,2.35,2.65,0.6,229.06,65.2,129.51,0.0,28.68,02-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Nov-2019 - 00:00,21.87,49.64,12.01,3.88,56.64,54.63,2.77,1.0,5.58,1.84,1.86,1.22,0.4,215.39,75.05,158.6,0.03,26.42,03-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Nov-2019 - 00:00,32.46,55.43,11.37,4.54,61.5,57.81,2.82,1.2,5.32,1.91,1.48,1.46,0.39,225.3,71.5,180.11,0.0,27.59,04-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Nov-2019 - 00:00,60.49,88.34,10.38,6.63,59.48,58.17,3.77,1.15,5.31,1.51,1.21,1.53,0.37,225.71,76.08,172.06,0.0,27.2,05-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Nov-2019 - 00:00,66.38,104.56,10.95,17.55,61.9,61.92,3.82,1.23,5.46,2.27,1.1,2.2,0.39,237.29,73.68,173.94,0.0,27.57,06-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Nov-2019 - 00:00,77.03,103.24,9.98,20.25,59.72,61.97,3.21,1.38,5.33,2.32,1.34,2.53,0.33,222.38,73.94,165.27,0.01,26.95,07-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Nov-2019 - 00:00,43.99,60.47,8.29,8.39,51.29,50.83,1.32,0.94,5.32,1.66,0.72,0.71,0.52,316.24,72.58,133.87,0.0,26.98,08-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Nov-2019 - 00:00,12.03,19.3,7.63,3.85,47.04,46.83,1.54,0.43,5.43,0.56,1.44,0.42,0.78,293.07,77.48,92.02,0.01,25.76,09-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Nov-2019 - 00:00,28.98,42.84,8.11,9.43,49.08,50.73,1.56,0.66,5.48,1.0,0.73,1.16,0.42,258.88,71.04,156.62,0.0,27.1,10-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Nov-2019 - 00:00,86.16,123.23,10.19,15.38,58.34,60.76,2.25,1.03,5.3,1.92,1.74,2.95,0.34,215.7,76.21,155.21,0.0,27.13,11-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Nov-2019 - 00:00,99.48,142.92,11.25,15.42,59.56,62.73,3.32,1.16,5.55,3.89,1.9,3.27,0.28,238.67,71.2,172.88,0.0,27.35,12-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Nov-2019 - 00:00,113.15,152.25,12.55,18.77,61.31,66.49,3.78,1.33,5.29,2.55,2.13,3.9,0.31,252.97,70.66,155.5,0.01,27.13,13-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Nov-2019 - 00:00,105.46,144.03,11.21,9.71,50.02,55.49,2.85,1.12,5.28,3.55,1.69,3.35,0.3,243.85,64.93,156.79,0.0,27.91,14-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Nov-2019 - 00:00,83.99,120.08,11.07,14.88,67.03,67.14,3.33,1.13,5.62,3.28,1.92,3.18,0.34,245.89,57.96,156.13,0.0,26.93,15-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Nov-2019 - 00:00,116.86,161.35,12.18,15.08,54.68,58.69,3.35,1.34,5.26,5.1,2.37,3.66,0.3,235.11,63.89,143.59,0.0,26.59,16-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Nov-2019 - 00:00,103.8,156.54,34.11,22.62,53.9,64.85,5.14,1.36,5.37,3.68,2.39,4.22,0.35,206.9,64.61,137.72,0.01,27.91,17-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Nov-2019 - 00:00,114.92,181.99,101.93,25.28,67.73,85.94,6.31,1.61,5.4,5.86,4.55,5.46,0.46,206.42,58.26,142.28,0.0,28.62,18-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Nov-2019 - 00:00,116.34,186.25,90.78,27.33,53.48,78.68,4.13,1.38,5.48,5.76,3.02,4.36,0.5,207.58,57.11,152.56,0.0,27.0,19-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Nov-2019 - 00:00,139.78,207.69,78.66,24.39,55.52,79.81,3.56,1.41,5.27,6.05,2.69,5.4,0.35,216.0,61.17,127.41,0.0,25.75,20-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Nov-2019 - 00:00,119.5,172.42,42.28,18.27,51.66,67.92,3.7,1.51,5.28,3.31,4.04,5.37,0.34,216.79,67.37,144.99,0.02,25.67,21-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Nov-2019 - 00:00,124.8,176.29,16.54,17.69,46.98,57.44,2.96,1.3,5.3,2.28,3.68,5.71,0.32,246.08,68.11,142.67,0.06,26.25,22-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Nov-2019 - 00:00,123.18,170.47,30.53,25.96,45.08,62.04,4.66,1.37,5.28,3.89,2.89,4.16,0.37,227.76,62.43,137.61,0.0,27.11,23-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Nov-2019 - 00:00,125.78,205.38,70.24,25.21,51.89,70.67,6.09,1.46,5.29,4.99,2.53,3.89,0.43,207.29,61.29,140.77,0.01,27.47,24-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Nov-2019 - 00:00,129.36,195.81,46.17,13.83,49.79,62.44,2.53,1.31,5.25,3.97,2.06,3.33,0.37,205.56,63.65,141.75,0.01,26.83,25-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Nov-2019 - 00:00,129.04,177.55,20.17,16.99,53.57,65.09,3.07,1.18,5.29,3.15,2.04,2.78,0.33,223.86,66.12,144.75,0.0,26.21,26-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Nov-2019 - 00:00,126.79,174.59,29.76,26.18,47.19,63.46,7.29,1.09,5.3,3.52,2.64,3.65,0.33,243.83,62.46,147.14,0.01,26.63,27-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Nov-2019 - 00:00,111.41,152.88,36.23,20.18,40.9,59.42,4.48,1.4,5.29,2.83,2.37,3.52,0.43,238.29,65.47,145.14,0.01,26.49,28-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Nov-2019 - 00:00,117.87,185.27,46.91,22.88,47.55,68.85,5.4,1.41,5.29,4.4,2.12,3.44,0.35,228.73,60.9,140.4,0.01,27.02,29-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Nov-2019 - 00:00,113.69,203.06,54.37,23.5,73.62,91.03,6.15,1.46,5.25,3.77,2.04,3.59,0.49,167.75,64.77,134.15,0.0,27.06,30-Nov-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Nov-2019 - 00:00,138.29,213.21,51.98,22.4,61.49,81.61,4.07,1.59,5.26,3.95,2.65,3.9,0.47,169.34,69.15,109.41,0.0,26.53,01-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Dec-2019 - 00:00,144.0,202.32,44.88,22.38,64.75,75.6,4.75,1.57,5.29,4.55,2.28,3.95,0.38,192.0,71.14,100.65,0.0,26.76,02-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Dec-2019 - 00:00,102.89,160.03,62.77,18.65,55.5,72.05,4.2,1.33,5.29,2.61,1.34,2.64,0.62,187.74,64.16,135.97,0.01,27.54,03-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Dec-2019 - 00:00,72.2,123.3,71.25,12.84,48.96,60.84,1.36,1.15,5.27,2.74,1.42,2.31,0.44,229.41,62.31,135.7,0.0,27.7,04-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Dec-2019 - 00:00,74.03,144.41,53.12,22.16,58.88,69.31,1.3,1.39,5.26,3.99,2.88,3.56,0.51,231.9,57.99,109.22,0.0,27.94,05-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Dec-2019 - 00:00,101.9,158.08,83.45,25.57,42.68,68.29,2.04,1.33,5.27,4.09,2.25,3.68,0.49,208.89,54.02,84.14,0.0,27.95,06-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Dec-2019 - 00:00,89.45,159.87,120.47,34.02,49.6,83.66,1.89,1.22,5.25,5.56,1.66,2.17,0.8,192.08,48.06,130.04,0.0,27.3,07-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Dec-2019 - 00:00,92.09,155.78,125.55,42.51,44.6,87.16,0.95,1.54,5.25,4.29,1.82,2.49,0.64,198.57,48.54,136.57,0.0,26.12,08-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Dec-2019 - 00:00,129.5,187.51,98.02,29.77,50.04,79.05,2.43,1.54,5.24,4.4,2.34,3.22,0.44,207.59,55.72,129.57,0.0,25.33,09-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Dec-2019 - 00:00,127.33,196.35,72.99,28.08,50.31,78.45,1.28,1.53,5.28,3.53,2.5,3.07,0.48,209.54,58.16,134.0,0.0,26.28,10-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Dec-2019 - 00:00,136.49,200.34,75.61,31.75,60.66,86.99,2.15,1.64,5.26,3.61,1.78,3.0,0.41,181.79,63.02,124.74,0.0,26.27,11-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Dec-2019 - 00:00,163.39,228.08,78.53,31.05,52.84,76.98,4.27,1.9,5.25,5.65,2.28,3.93,0.37,196.57,65.5,125.57,0.0,25.58,12-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Dec-2019 - 00:00,193.33,280.95,58.17,29.37,36.45,61.44,2.3,1.77,5.24,5.33,1.84,2.85,0.35,213.59,63.46,129.52,0.0,23.96,13-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Dec-2019 - 00:00,122.21,178.32,42.34,17.36,42.35,59.74,2.82,1.74,5.26,4.68,1.9,3.08,0.37,228.45,70.3,131.73,0.0,23.0,14-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Dec-2019 - 00:00,87.86,137.83,68.7,34.49,53.26,73.24,3.17,1.56,5.25,3.96,2.01,3.76,0.65,192.52,64.84,135.24,0.0,23.15,15-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Dec-2019 - 00:00,82.95,136.52,104.67,33.59,48.91,82.55,0.7,1.38,5.27,3.62,1.69,1.61,0.7,163.24,57.78,126.65,0.0,23.14,16-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Dec-2019 - 00:00,92.1,138.14,70.21,35.69,46.44,82.18,1.73,1.51,5.23,4.73,5.66,1.35,0.82,169.89,64.56,116.12,0.01,23.11,17-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Dec-2019 - 00:00,89.61,141.31,72.49,26.46,49.36,75.88,0.43,1.65,5.22,5.11,8.69,1.58,0.83,183.55,64.63,121.11,0.0,23.98,18-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Dec-2019 - 00:00,114.78,169.37,68.7,33.73,62.82,85.65,3.88,1.81,5.23,4.16,1.7,2.64,0.45,212.77,66.62,121.92,0.01,24.51,19-Dec-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
