from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
06-Aug-2019 - 00:00,31.17,2.24,58.43,32.49,72.24,38.43,47.16,33.21,1.35,8.49,7.22,31.07,75.8,0.74,161.59,159.94,745.44,-0.17,07-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Aug-2019 - 00:00,46.39,1.74,72.53,15.91,45.98,21.56,44.61,20.71,1.09,8.55,6.61,27.62,84.34,2.0,138.45,127.34,745.61,-0.2,08-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Aug-2019 - 00:00,30.37,1.71,48.11,30.13,70.08,34.96,46.18,13.25,1.18,8.35,5.47,27.66,78.71,5.6,94.1,76.1,745.83,-0.17,09-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Aug-2019 - 00:00,31.24,2.2,56.33,36.69,76.19,41.99,47.76,24.47,1.15,7.81,5.62,27.95,80.46,2.36,107.74,96.53,747.54,-0.15,10-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Aug-2019 - 00:00,31.11,2.05,55.16,28.28,80.42,37.98,48.3,32.44,1.08,7.23,5.52,29.98,75.23,0.42,168.97,113.55,747.68,-0.13,11-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Aug-2019 - 00:00,30.38,2.09,54.58,22.38,69.18,31.49,47.01,35.54,1.16,7.33,4.8,30.9,75.08,0.41,200.3,120.82,747.6,-0.16,12-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Aug-2019 - 00:00,30.32,1.79,62.34,14.36,57.2,23.52,46.37,29.0,0.89,5.9,4.02,31.65,73.35,0.57,204.91,154.82,747.09,-0.16,13-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Aug-2019 - 00:00,30.35,1.88,49.47,21.56,45.36,24.83,49.76,18.32,1.09,7.33,5.32,28.22,79.3,2.0,116.97,105.61,747.58,-0.15,14-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Aug-2019 - 00:00,30.34,1.33,47.98,26.23,45.05,30.71,37.9,22.5,1.14,7.28,5.49,26.81,85.58,3.06,100.09,58.41,748.49,-0.22,15-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Aug-2019 - 00:00,30.37,1.14,48.92,11.95,39.55,17.49,47.75,29.61,1.09,6.83,4.89,27.73,83.46,1.04,113.79,86.32,749.18,-0.22,16-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Aug-2019 - 00:00,30.28,1.45,55.52,12.43,27.13,14.57,50.08,29.33,1.21,7.44,5.54,29.18,78.59,0.42,186.95,115.31,748.93,-0.14,17-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Aug-2019 - 00:00,30.8,1.54,55.84,9.15,20.62,10.89,51.63,39.82,1.4,8.65,6.82,28.45,82.01,0.32,162.53,67.42,749.08,-0.13,18-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Aug-2019 - 00:00,31.52,1.53,60.33,9.71,13.74,9.45,47.17,40.92,1.39,8.2,6.11,26.59,91.23,0.38,179.47,51.95,749.41,-0.12,19-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Aug-2019 - 00:00,31.37,1.64,56.89,9.84,13.05,9.35,50.64,28.92,1.45,8.75,6.91,27.56,82.88,1.18,122.04,103.41,749.39,-0.13,20-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Aug-2019 - 00:00,31.41,1.87,51.82,11.49,19.52,12.03,50.22,43.96,1.63,9.59,7.88,28.9,80.88,0.59,123.58,87.07,748.94,-0.14,21-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Aug-2019 - 00:00,31.54,1.67,58.81,10.07,16.11,10.28,50.54,40.98,1.48,9.01,7.29,28.92,79.49,0.85,117.36,80.86,748.5,-0.14,22-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Aug-2019 - 00:00,31.28,1.59,82.93,10.02,15.92,10.21,50.14,46.96,1.66,10.01,8.03,30.66,74.95,0.43,144.05,128.23,748.6,-0.15,23-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Aug-2019 - 00:00,31.42,0.97,43.59,4.92,9.48,5.44,49.91,33.64,1.19,7.15,5.52,28.7,80.36,0.52,166.48,93.89,748.73,-0.12,24-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Aug-2019 - 00:00,31.44,1.16,46.13,26.5,28.39,32.99,48.09,24.38,1.23,7.84,5.82,26.92,85.46,1.23,119.19,100.1,749.23,-0.16,25-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Aug-2019 - 00:00,31.48,1.17,51.22,24.04,61.46,30.5,50.16,26.01,1.16,7.53,5.36,27.75,81.84,1.13,120.44,109.15,749.05,-0.14,26-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Aug-2019 - 00:00,31.45,1.75,49.43,36.04,78.52,42.2,51.14,37.82,1.44,9.02,7.14,29.88,74.67,1.24,119.39,137.51,748.73,-0.15,27-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Aug-2019 - 00:00,31.35,1.38,44.44,24.7,64.62,31.71,50.54,35.19,1.26,8.1,6.14,30.34,71.59,1.24,106.41,139.62,748.5,-0.16,28-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Aug-2019 - 00:00,31.32,1.31,50.49,11.86,44.07,18.61,51.36,47.24,1.25,7.56,5.74,30.86,72.15,1.15,116.1,111.79,749.0,-0.17,29-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Aug-2019 - 00:00,31.42,1.92,68.08,17.93,23.49,16.96,48.39,46.88,1.49,9.01,7.99,28.52,82.56,0.76,128.75,90.43,749.78,-0.13,30-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Aug-2019 - 00:00,31.32,1.98,86.15,12.11,20.18,12.58,51.68,50.57,1.53,9.17,7.47,30.69,76.26,0.44,137.96,126.86,748.31,-0.14,31-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Aug-2019 - 00:00,31.2,1.23,99.18,6.32,16.99,8.24,55.5,52.65,1.23,7.28,5.31,31.44,70.71,0.67,124.79,124.4,747.92,-0.14,01-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Sep-2019 - 00:00,31.57,0.92,142.47,4.93,8.83,5.27,55.09,52.39,1.06,5.83,4.13,31.14,75.48,0.63,129.55,166.14,748.86,-0.15,02-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Sep-2019 - 00:00,31.2,2.49,83.7,56.13,113.79,63.51,55.13,46.79,1.77,11.78,9.36,31.52,73.67,0.54,167.13,118.4,747.6,-0.13,03-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Sep-2019 - 00:00,31.12,1.44,102.6,30.54,84.4,40.4,54.41,40.34,1.33,8.11,6.12,29.84,77.58,0.98,111.55,109.73,748.05,-0.16,04-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Sep-2019 - 00:00,31.13,1.22,89.55,32.99,74.84,39.39,59.11,36.47,1.21,7.82,6.08,29.44,76.0,1.75,112.41,107.43,748.01,-0.16,05-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Sep-2019 - 00:00,30.56,1.15,53.19,39.99,77.44,45.67,51.67,35.19,1.26,8.06,6.34,29.71,75.5,1.44,104.72,112.28,747.97,-0.14,06-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Sep-2019 - 00:00,30.24,1.25,64.68,29.1,74.02,36.82,38.61,37.0,1.15,7.38,5.42,29.98,74.53,1.44,104.64,119.79,747.62,-0.15,07-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Sep-2019 - 00:00,30.45,1.05,75.29,23.18,63.15,30.42,41.76,36.45,1.08,6.84,5.17,29.37,76.45,1.59,110.78,90.48,747.83,-0.14,08-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Sep-2019 - 00:00,30.38,0.82,79.64,18.17,52.93,24.73,47.48,33.06,0.9,5.83,3.85,28.55,78.92,2.11,97.46,109.62,747.99,-0.14,09-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Sep-2019 - 00:00,30.42,1.33,122.81,28.24,67.1,34.51,53.79,51.39,1.2,7.03,5.44,27.77,83.81,0.98,108.11,67.17,747.79,-0.12,10-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Sep-2019 - 00:00,30.32,1.31,,19.27,74.25,30.93,54.67,50.67,2.21,11.0,7.07,29.61,77.75,0.58,114.75,86.52,747.88,-0.14,11-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Sep-2019 - 00:00,30.27,1.69,,43.76,79.55,47.13,43.6,53.79,15.61,60.6,67.13,27.99,83.44,0.61,132.81,57.52,748.68,-0.13,12-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Sep-2019 - 00:00,30.55,1.0,,23.03,60.41,29.6,46.35,31.81,15.38,66.88,53.03,27.72,81.53,1.98,102.37,82.3,749.2,-0.16,13-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Sep-2019 - 00:00,30.57,0.83,,33.44,64.3,36.92,45.38,35.82,16.4,67.5,63.07,26.92,84.99,1.29,115.39,89.89,749.79,-0.18,14-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Sep-2019 - 00:00,30.61,1.56,,28.42,76.64,37.08,46.62,43.48,16.83,69.6,64.15,27.34,85.33,0.48,129.79,92.49,750.36,-0.16,15-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Sep-2019 - 00:00,30.45,1.25,,21.96,74.79,32.69,45.77,53.11,8.87,34.64,29.06,28.68,81.48,0.35,147.02,90.32,749.98,-0.13,16-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Sep-2019 - 00:00,30.52,1.51,,28.35,75.25,36.69,46.95,51.91,10.66,39.84,41.46,27.44,84.04,0.45,140.04,52.88,749.53,-0.14,17-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Sep-2019 - 00:00,30.65,1.37,,24.94,57.57,33.3,47.48,42.53,8.43,33.37,28.89,25.54,89.13,1.32,125.98,75.84,750.44,-0.13,18-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Sep-2019 - 00:00,30.47,2.43,,36.4,68.68,39.87,54.93,27.8,8.59,37.23,39.27,24.53,88.32,1.0,144.98,123.03,752.23,-0.14,19-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Sep-2019 - 00:00,30.25,2.02,,38.77,77.7,43.64,54.43,40.66,10.33,43.17,44.77,26.62,83.19,0.46,148.9,100.21,752.3,-0.14,20-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Sep-2019 - 00:00,29.71,1.53,,33.27,76.2,51.37,52.66,47.28,9.04,37.1,35.07,28.27,79.15,0.42,156.62,127.91,751.59,-0.13,21-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Sep-2019 - 00:00,30.15,1.67,,39.95,87.76,46.97,47.61,46.71,9.83,40.32,40.74,26.59,82.97,0.47,152.69,81.69,751.18,-0.13,22-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Sep-2019 - 00:00,30.87,1.19,,23.67,65.3,31.28,47.01,35.81,8.01,33.74,27.91,24.44,89.1,0.35,144.99,52.41,752.26,-0.12,23-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Sep-2019 - 00:00,30.81,1.59,,27.4,84.94,38.61,49.23,51.34,11.03,42.0,39.64,27.32,82.43,0.55,121.16,115.7,752.62,-0.14,24-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Sep-2019 - 00:00,30.76,1.11,,23.12,64.99,30.87,49.08,46.78,7.67,31.05,25.92,27.48,79.57,1.25,111.12,114.65,752.84,-0.13,25-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Sep-2019 - 00:00,30.8,0.78,,21.56,39.16,23.23,46.69,26.51,0.0,0.0,0.0,25.64,82.47,2.44,107.77,70.18,753.69,-0.14,26-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Sep-2019 - 00:00,31.58,0.77,,16.37,32.02,18.22,46.48,27.66,0.0,0.0,0.0,22.61,93.6,0.88,123.29,35.29,754.67,-0.1,27-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Sep-2019 - 00:00,30.86,0.89,,13.58,24.05,14.47,46.28,28.46,0.0,0.0,0.0,22.24,94.24,0.37,126.41,33.81,754.03,-0.12,28-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Sep-2019 - 00:00,30.89,0.53,,7.17,15.0,8.12,47.08,20.39,0.0,0.0,0.0,20.76,97.85,1.28,115.43,14.85,752.7,-0.14,29-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Sep-2019 - 00:00,30.86,0.47,,5.44,13.27,6.73,47.57,20.86,0.0,0.0,0.0,20.47,98.1,0.39,117.62,8.48,752.53,-0.11,30-Sep-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Sep-2019 - 00:00,31.35,0.91,,7.61,15.4,8.61,49.96,25.83,0.0,0.0,0.0,21.12,94.04,0.34,101.27,41.41,751.94,-0.11,01-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Oct-2019 - 00:00,31.08,1.27,,36.11,50.35,38.71,55.25,33.06,,,,24.05,85.53,0.31,157.03,105.84,751.96,-0.12,02-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Oct-2019 - 00:00,31.45,1.05,,18.07,63.68,27.46,61.19,45.43,,,,25.32,83.45,0.4,127.03,113.14,752.04,-0.14,03-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Oct-2019 - 00:00,31.21,1.18,,16.59,51.36,23.37,58.34,49.52,,,,26.64,81.99,0.38,133.0,99.39,751.71,-0.13,04-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Oct-2019 - 00:00,31.4,1.55,,34.77,64.81,41.4,53.78,49.21,,,,26.5,82.06,0.33,154.6,84.27,751.9,-0.12,05-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Oct-2019 - 00:00,31.26,1.79,,27.0,84.78,38.26,52.14,64.33,,,,27.33,82.31,0.31,174.86,87.91,751.99,-0.16,06-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Oct-2019 - 00:00,31.8,1.35,,12.6,48.19,20.12,48.49,65.27,,,,26.75,86.98,0.32,191.3,102.84,752.7,-0.13,07-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Oct-2019 - 00:00,30.91,1.36,,5.31,24.68,9.61,47.14,50.56,,,,30.99,57.44,0.31,219.44,111.94,752.0,-0.14,08-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Oct-2019 - 00:00,31.47,1.66,,9.69,21.28,11.39,49.95,43.86,,,,27.76,73.16,0.41,130.47,105.41,752.71,-0.12,10-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Oct-2019 - 00:00,31.54,1.51,,14.73,49.68,33.93,57.14,53.05,,,,27.13,75.52,0.32,178.29,92.74,752.56,-0.12,11-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Oct-2019 - 00:00,32.01,1.44,38.92,13.61,58.04,23.29,57.38,59.55,,,,27.12,75.43,0.33,191.12,105.53,752.62,-0.14,12-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Oct-2019 - 00:00,32.1,1.74,44.53,11.23,50.04,19.78,58.92,64.3,,,,27.05,69.2,0.35,193.43,106.39,753.0,-0.16,13-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Oct-2019 - 00:00,31.95,0.92,26.89,5.48,25.74,10.01,59.66,69.27,,,,21.81,86.27,0.3,162.91,8.0,753.0,-0.1,14-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Oct-2019 - 00:00,31.66,3.93,29.71,23.26,39.81,24.43,60.76,85.96,,,,24.91,71.57,0.3,175.18,8.0,753.64,-0.1,15-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Oct-2019 - 00:00,31.39,3.14,36.16,29.73,30.8,26.01,57.08,92.88,,,,25.58,72.6,0.31,154.49,61.34,754.0,-0.13,16-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Oct-2019 - 00:00,31.29,3.12,31.77,24.25,24.51,21.06,58.27,109.1,,,,26.19,72.38,0.33,159.02,88.29,754.04,-0.13,17-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Oct-2019 - 00:00,31.85,2.98,39.66,16.84,24.43,16.54,60.5,131.66,29.67,123.61,170.25,26.2,73.2,0.32,152.35,77.98,754.05,-0.12,18-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Oct-2019 - 00:00,31.19,2.61,41.77,42.72,40.41,45.82,56.61,146.02,22.63,82.66,106.69,26.25,73.63,0.32,142.73,58.86,754.07,-0.13,19-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Oct-2019 - 00:00,31.11,0.92,70.92,10.59,44.4,17.91,73.44,119.38,14.37,52.64,52.71,23.81,80.36,0.33,172.19,26.54,754.62,-0.11,20-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Oct-2019 - 00:00,31.65,1.26,57.48,7.49,20.77,9.92,72.69,76.4,12.2,42.33,38.14,22.5,88.22,0.3,202.53,29.21,754.25,-0.12,21-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Oct-2019 - 00:00,31.64,1.19,65.45,5.07,14.35,6.59,68.95,150.03,10.69,31.4,24.23,23.31,88.59,0.34,209.65,52.12,753.2,-0.11,22-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Oct-2019 - 00:00,31.54,1.23,85.47,4.64,27.74,13.62,53.22,135.25,11.74,31.66,22.44,23.61,78.34,0.36,196.4,91.47,752.4,-0.12,23-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Oct-2019 - 00:00,31.68,1.62,67.69,8.26,27.51,12.13,51.34,145.88,16.5,52.61,48.24,22.2,79.92,0.3,192.47,31.68,752.43,-0.12,24-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Oct-2019 - 00:00,31.63,1.67,68.28,8.9,17.72,9.71,52.27,130.21,15.18,51.03,40.23,22.53,78.04,0.66,140.44,74.76,753.11,-0.11,25-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Oct-2019 - 00:00,31.68,0.94,58.59,9.36,14.16,9.34,51.12,55.17,11.42,45.8,42.48,19.31,84.7,0.5,127.31,26.56,753.53,-0.13,26-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Oct-2019 - 00:00,31.63,0.69,58.99,6.9,12.46,7.35,54.04,56.58,10.28,35.97,29.39,20.06,86.32,0.33,179.96,46.43,753.85,-0.12,27-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Oct-2019 - 00:00,31.61,0.94,61.28,8.72,13.19,8.78,69.17,156.57,11.91,30.82,22.85,21.12,83.83,0.31,191.92,64.73,753.86,-0.11,28-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Oct-2019 - 00:00,32.57,1.57,68.8,10.69,27.19,13.46,64.23,245.05,16.03,46.4,40.31,22.66,78.69,0.3,186.03,72.59,754.28,-0.11,29-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Oct-2019 - 00:00,32.07,2.28,64.45,19.07,26.23,18.22,68.42,203.33,17.52,56.44,55.12,22.57,81.09,0.31,179.26,63.83,754.21,-0.11,30-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Oct-2019 - 00:00,32.09,2.23,61.88,20.38,24.41,18.69,60.56,187.26,18.76,68.04,70.99,22.89,79.88,0.31,190.94,74.29,753.59,-0.12,31-Oct-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Oct-2019 - 00:00,31.69,1.7,71.98,14.69,22.86,14.83,67.45,174.94,15.28,48.84,43.81,23.68,79.82,0.3,188.32,70.98,753.18,-0.12,01-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Nov-2019 - 00:00,31.58,3.1,64.66,18.11,23.19,16.87,67.79,247.77,14.64,44.23,41.81,23.64,82.19,0.31,168.35,65.5,753.44,-0.12,02-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Nov-2019 - 00:00,31.6,2.65,53.65,18.99,19.9,16.68,62.11,275.35,13.59,37.87,35.77,23.31,84.89,0.3,174.57,53.46,753.8,-0.11,03-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Nov-2019 - 00:00,31.59,2.18,73.21,12.51,20.07,12.79,66.91,269.1,10.96,28.39,19.3,24.49,80.94,0.3,195.77,61.06,753.64,-0.11,04-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Nov-2019 - 00:00,31.59,1.79,88.09,11.51,20.71,12.35,65.0,235.74,9.06,22.41,13.91,23.55,77.4,0.33,203.9,68.73,753.48,-0.11,05-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Nov-2019 - 00:00,31.58,2.07,69.16,15.03,21.94,14.81,64.75,240.98,9.87,29.3,25.19,22.82,69.35,0.41,208.3,81.79,752.89,-0.14,06-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Nov-2019 - 00:00,31.55,1.77,86.88,14.76,23.56,15.06,66.27,182.78,8.58,26.65,24.49,21.88,68.35,0.31,194.68,81.79,752.52,-0.12,07-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Nov-2019 - 00:00,31.57,2.62,75.18,24.09,23.49,20.52,65.16,184.58,11.35,39.57,46.36,21.99,69.88,0.31,175.02,77.97,752.8,-0.12,08-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Nov-2019 - 00:00,31.61,2.47,51.72,27.51,20.39,21.85,64.65,198.34,12.89,47.76,56.66,22.2,75.94,0.38,149.55,63.88,753.5,-0.12,09-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Nov-2019 - 00:00,31.67,1.65,43.61,47.59,73.12,46.94,57.21,124.59,10.05,37.41,40.43,23.14,79.4,0.31,157.59,56.05,753.35,-0.12,10-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Nov-2019 - 00:00,31.55,1.32,54.14,48.68,98.5,54.78,55.79,103.85,8.14,30.85,31.6,24.14,74.96,0.31,170.6,81.09,753.09,-0.13,11-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Nov-2019 - 00:00,31.81,0.84,84.7,26.03,96.46,40.32,63.45,126.48,7.02,21.35,17.83,22.71,68.51,0.36,199.78,72.78,753.0,-0.12,12-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Nov-2019 - 00:00,32.56,2.07,92.06,72.66,121.64,75.58,64.13,163.04,9.66,33.35,36.95,20.83,64.09,0.33,198.47,76.56,753.99,-0.15,13-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Nov-2019 - 00:00,32.99,1.98,72.14,78.88,112.66,75.21,72.34,237.16,12.26,41.14,47.1,20.49,67.84,0.3,188.02,72.36,755.03,-0.12,14-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Nov-2019 - 00:00,33.04,2.13,73.98,77.35,106.92,74.04,64.97,214.24,11.93,42.91,47.81,21.42,67.18,0.3,172.21,69.14,755.11,-0.12,15-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Nov-2019 - 00:00,33.17,1.79,76.1,56.99,91.36,58.23,57.36,154.9,9.5,31.75,29.79,21.19,67.04,0.31,182.52,68.48,754.6,-0.11,16-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Nov-2019 - 00:00,33.17,1.43,72.44,46.09,83.0,48.81,62.72,136.19,7.81,23.99,20.12,20.81,67.94,0.31,183.31,65.79,754.33,-0.11,17-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Nov-2019 - 00:00,32.75,1.47,114.76,36.8,86.03,44.6,49.99,153.19,5.05,14.34,9.81,20.59,68.84,0.34,192.16,64.68,753.96,-0.11,18-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Nov-2019 - 00:00,32.79,1.62,68.87,41.15,79.78,45.31,41.47,143.12,5.62,17.1,14.29,20.08,68.15,0.34,190.31,64.38,754.24,-0.1,19-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Nov-2019 - 00:00,32.74,2.04,74.59,80.05,91.94,72.37,37.54,142.78,6.37,21.82,22.59,18.96,62.77,0.37,186.46,69.17,754.3,-0.15,20-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Nov-2019 - 00:00,32.34,1.72,64.31,74.49,76.77,70.5,37.11,161.97,5.87,20.54,17.5,19.56,66.53,0.31,189.79,75.76,754.58,-0.13,21-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Nov-2019 - 00:00,32.3,2.66,52.77,50.27,64.51,68.32,15.25,187.19,2.4,8.29,9.09,20.92,63.0,0.31,174.77,62.85,755.17,-0.13,22-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Nov-2019 - 00:00,32.69,2.37,34.62,78.77,45.21,86.97,14.24,238.39,2.48,7.31,7.5,18.74,75.36,0.3,172.45,54.5,755.18,-0.12,23-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Nov-2019 - 00:00,32.63,1.65,59.89,49.9,47.02,63.41,15.12,254.4,2.21,5.62,4.96,19.36,75.19,0.31,194.7,49.81,754.94,-0.11,24-Nov-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
