from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,SO2,Ozone,CO,to date,station
22-Apr-2019 - 00:00,32.06,979.43,352.07,104.14,34.53,188.96,233.63,0.68,4.76,50.21,35.29,75.53,63.26,91.7,32.14,58.68,2.29,23-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Apr-2019 - 00:00,33.45,980.47,382.23,109.48,31.53,198.45,240.91,0.78,3.86,39.44,35.15,65.43,48.85,74.69,37.49,54.9,1.97,24-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Apr-2019 - 00:00,35.27,981.59,330.28,74.5,30.04,179.52,180.55,0.93,2.83,25.29,34.19,58.55,15.56,43.81,26.05,73.71,1.51,25-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Apr-2019 - 00:00,34.93,981.57,326.82,73.81,34.28,174.26,133.89,1.31,2.62,17.1,40.06,45.13,3.39,26.78,23.77,79.46,1.29,26-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Apr-2019 - 00:00,33.96,981.09,303.98,84.35,27.01,193.95,282.0,0.89,3.65,29.26,34.09,51.6,21.06,44.68,41.12,54.42,1.51,27-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Apr-2019 - 00:00,34.53,980.41,331.6,66.16,20.73,212.45,305.94,1.44,1.74,12.45,24.28,32.3,6.16,22.09,30.29,69.99,0.92,28-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Apr-2019 - 00:00,34.2,979.36,322.7,74.02,17.72,229.14,299.1,1.29,2.19,14.15,18.31,37.24,12.25,29.77,36.63,62.81,0.99,29-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Apr-2019 - 00:00,34.7,978.44,402.56,96.39,17.93,219.71,251.23,1.01,4.62,37.25,20.16,54.21,44.08,64.82,41.98,63.66,2.06,30-Apr-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Apr-2019 - 00:00,36.2,975.76,385.73,85.84,16.25,201.71,144.25,1.11,5.25,36.78,25.02,73.83,30.22,63.87,38.17,54.58,1.75,01-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-May-2019 - 00:00,34.61,975.1,418.8,106.14,23.18,200.66,157.6,0.81,6.14,38.16,32.92,74.01,39.5,71.59,40.58,51.58,2.22,02-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-May-2019 - 00:00,32.82,977.49,352.64,67.02,27.5,181.3,78.32,2.17,3.11,21.79,35.45,38.39,7.06,26.17,25.23,83.71,1.12,03-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-May-2019 - 00:00,30.99,979.77,194.56,50.08,33.74,202.06,94.93,1.47,2.95,20.66,31.67,47.42,14.19,36.79,27.32,80.57,1.23,04-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-May-2019 - 00:00,30.13,981.65,298.11,120.48,35.45,287.66,233.65,1.01,3.61,28.35,40.73,45.49,10.24,32.54,29.88,57.04,1.15,05-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-May-2019 - 00:00,35.45,980.75,274.78,61.89,15.73,283.52,277.89,1.07,3.58,34.24,21.75,54.21,49.29,69.24,29.84,88.31,2.13,06-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-May-2019 - 00:00,32.77,978.75,355.59,125.24,18.96,219.68,288.8,0.94,5.43,40.82,25.09,61.14,64.98,85.56,39.64,63.94,2.38,07-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-May-2019 - 00:00,33.24,977.24,510.13,144.71,20.47,202.84,274.51,1.03,6.01,53.88,31.01,61.05,96.51,111.12,35.2,26.36,2.88,08-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-May-2019 - 00:00,34.16,977.36,512.15,144.35,20.22,202.24,265.45,1.11,5.19,39.45,32.2,52.59,51.05,69.54,36.88,25.63,1.92,09-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-May-2019 - 00:00,34.48,976.55,478.38,113.45,19.89,201.53,268.37,1.36,2.84,17.34,26.81,43.8,26.74,45.14,31.39,47.6,1.34,10-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-May-2019 - 00:00,34.66,977.59,347.98,68.33,19.53,207.37,273.43,1.21,2.0,12.41,22.87,33.65,8.78,25.03,25.58,57.04,0.96,11-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-May-2019 - 00:00,33.14,979.95,346.71,105.18,27.48,195.24,272.13,1.2,2.7,15.91,29.48,32.45,4.35,20.71,31.87,83.38,0.99,12-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-May-2019 - 00:00,32.92,979.56,516.83,169.98,28.25,202.19,297.74,1.21,2.59,14.52,27.74,37.68,9.49,27.77,33.2,68.67,1.3,13-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-May-2019 - 00:00,32.11,978.15,475.93,204.82,33.79,155.28,223.94,1.24,3.73,15.72,30.6,43.66,8.05,29.84,47.1,88.99,1.43,14-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-May-2019 - 00:00,30.28,979.16,213.14,53.7,41.53,212.74,235.6,0.84,2.16,16.59,35.39,40.29,9.53,29.18,24.54,75.92,1.16,15-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-May-2019 - 00:00,29.64,980.68,283.36,71.79,47.01,142.17,108.35,1.26,4.33,35.03,45.47,69.32,26.48,58.44,30.39,47.92,1.43,16-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-May-2019 - 00:00,30.49,980.75,315.27,74.26,43.23,140.21,242.61,1.06,3.45,29.63,45.4,51.93,20.4,44.21,20.65,59.19,1.33,17-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-May-2019 - 00:00,28.75,980.69,337.79,67.57,53.63,151.31,209.06,1.24,3.01,27.0,45.28,45.03,19.43,39.77,22.22,51.41,1.25,18-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-May-2019 - 00:00,27.23,980.54,146.7,44.01,65.13,202.58,291.82,1.06,1.35,10.8,48.68,29.19,3.32,18.25,22.76,67.03,0.87,19-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-May-2019 - 00:00,30.9,980.57,323.41,105.04,41.37,216.78,290.21,0.88,2.75,14.48,33.59,48.96,12.91,36.5,28.32,75.27,1.24,20-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-May-2019 - 00:00,32.92,980.96,350.75,117.01,33.53,208.43,275.21,0.9,3.07,17.53,27.37,52.95,19.12,43.7,31.63,64.79,1.32,21-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-May-2019 - 00:00,33.72,979.68,285.86,85.81,31.92,200.42,277.07,1.0,2.28,11.76,25.31,44.44,12.37,33.7,31.99,65.64,1.04,22-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-May-2019 - 00:00,32.87,978.23,314.72,76.39,36.32,115.25,255.08,0.76,4.0,28.22,27.94,47.33,42.64,59.99,33.07,40.77,1.63,23-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-May-2019 - 00:00,32.39,977.59,288.12,87.25,43.48,164.48,215.24,0.93,3.18,21.87,34.04,47.35,15.81,38.01,26.64,67.11,1.18,24-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-May-2019 - 00:00,29.43,979.23,183.48,43.82,60.37,189.4,221.38,1.25,3.05,32.65,58.46,41.78,14.49,34.02,24.01,42.19,1.17,25-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-May-2019 - 00:00,32.06,978.57,170.35,43.74,39.82,242.06,317.71,1.33,1.38,14.1,33.69,24.94,2.5,15.32,21.64,83.31,0.8,26-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-May-2019 - 00:00,33.4,977.16,203.08,67.17,30.1,246.42,303.95,1.09,2.08,14.97,23.15,35.25,5.61,23.35,33.65,82.91,0.93,27-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-May-2019 - 00:00,35.2,976.37,255.48,68.36,23.66,215.17,259.44,1.02,2.63,19.16,19.4,48.28,10.55,34.23,31.07,72.6,1.09,28-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-May-2019 - 00:00,34.91,975.84,275.53,78.22,19.78,164.2,289.76,1.02,3.06,23.83,19.75,54.23,20.72,45.7,35.28,68.88,1.21,29-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-May-2019 - 00:00,35.82,974.51,272.66,86.44,22.83,225.36,264.93,0.84,4.08,28.05,21.68,56.18,47.21,68.43,35.02,70.07,1.95,30-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-May-2019 - 00:00,37.2,973.56,379.59,95.41,21.86,231.13,281.83,0.81,5.37,40.71,24.46,61.17,71.23,90.47,30.9,60.0,2.0,31-May-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-May-2019 - 00:00,37.32,973.92,437.6,79.76,20.08,223.57,270.13,0.99,4.48,25.06,23.17,47.35,46.91,63.5,32.54,54.33,1.72,01-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Jun-2019 - 00:00,37.91,974.04,404.26,82.96,26.2,218.04,157.86,0.92,3.53,27.54,30.97,50.88,17.99,41.74,24.73,59.36,1.31,02-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Jun-2019 - 00:00,37.36,974.31,313.14,70.81,41.11,201.92,95.33,1.25,2.08,15.27,70.83,35.23,2.38,20.7,21.65,74.77,1.27,03-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Jun-2019 - 00:00,35.64,974.96,394.08,60.86,43.15,197.55,115.02,1.53,1.62,10.74,65.0,28.2,2.26,16.84,19.28,72.65,0.97,04-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Jun-2019 - 00:00,35.68,975.41,272.81,53.52,40.48,207.11,102.76,1.28,2.14,16.5,37.84,40.81,4.43,25.31,24.35,85.3,1.2,05-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Jun-2019 - 00:00,37.35,974.58,321.54,69.16,35.39,192.03,109.32,1.06,3.1,20.02,37.49,46.81,6.55,30.23,25.11,86.47,1.34,06-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Jun-2019 - 00:00,36.94,975.04,376.75,67.92,29.55,175.83,199.79,1.09,2.31,18.27,26.52,41.01,10.78,30.6,25.68,65.12,1.0,07-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Jun-2019 - 00:00,34.78,978.0,263.72,54.51,39.89,213.84,110.94,1.34,2.67,18.64,30.22,39.54,2.72,23.25,25.08,88.15,1.12,08-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Jun-2019 - 00:00,37.49,976.17,337.33,91.84,32.53,220.52,205.26,0.88,3.97,25.59,29.76,58.48,24.92,51.44,28.26,84.08,1.91,09-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Jun-2019 - 00:00,37.72,973.65,526.91,120.26,24.65,208.58,173.81,0.81,5.87,38.05,27.57,63.53,45.91,71.2,38.04,60.79,1.92,10-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Jun-2019 - 00:00,38.61,970.77,349.04,108.38,23.45,183.73,237.91,0.95,5.09,40.66,27.59,73.07,47.08,77.17,32.8,54.69,2.26,11-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Jun-2019 - 00:00,38.32,971.02,551.07,110.72,19.97,178.21,261.37,1.23,3.44,26.19,26.67,47.64,32.7,52.1,20.48,37.62,1.36,12-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Jun-2019 - 00:00,35.56,973.88,345.11,65.36,35.69,197.75,106.69,2.05,2.06,12.59,36.74,29.4,3.21,18.27,17.86,75.57,0.84,13-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Jun-2019 - 00:00,36.66,974.01,244.96,48.36,34.78,203.89,209.35,1.26,1.9,14.87,31.18,38.49,6.21,25.57,21.96,61.78,0.99,14-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Jun-2019 - 00:00,36.82,972.95,254.54,52.76,26.57,225.33,292.72,1.16,2.71,20.21,23.12,43.97,28.93,47.02,24.61,69.25,1.26,15-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Jun-2019 - 00:00,37.18,972.42,418.07,92.88,22.73,202.32,282.56,1.29,2.67,17.12,22.33,39.41,13.12,31.68,26.32,67.37,0.98,16-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Jun-2019 - 00:00,31.06,974.78,183.15,38.56,54.54,123.25,275.36,1.77,0.91,6.11,30.47,20.6,4.1,14.18,18.98,50.78,0.7,17-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Jun-2019 - 00:00,30.33,974.35,210.77,46.34,50.14,84.27,235.37,1.57,1.82,11.1,30.72,32.39,8.77,24.36,23.53,43.3,0.91,18-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Jun-2019 - 00:00,28.19,976.05,151.22,30.99,61.86,178.16,248.86,1.59,1.75,16.8,26.35,34.19,9.47,25.89,17.43,65.96,0.91,19-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Jun-2019 - 00:00,31.81,974.87,307.75,78.52,51.28,203.98,183.9,1.09,2.71,26.1,35.01,44.12,9.68,31.4,20.29,49.95,1.04,20-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Jun-2019 - 00:00,33.3,976.05,258.38,47.36,46.21,219.74,159.57,1.13,1.74,12.94,31.02,33.67,5.11,22.02,21.01,97.84,0.91,21-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Jun-2019 - 00:00,34.52,976.1,288.47,68.27,44.96,165.44,178.81,1.0,3.1,23.66,30.87,45.04,5.0,28.1,23.88,78.71,1.22,22-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Jun-2019 - 00:00,35.42,975.37,329.54,78.99,37.27,225.35,161.81,0.97,2.41,17.9,29.96,41.2,4.88,25.83,27.43,100.33,0.97,23-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Jun-2019 - 00:00,35.15,975.54,235.35,46.33,47.93,209.28,108.21,1.25,1.47,9.56,36.71,22.92,2.17,13.96,19.15,80.29,0.91,24-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Jun-2019 - 00:00,31.49,977.62,198.4,30.09,63.93,127.18,103.87,1.34,1.38,10.58,35.59,24.57,3.37,15.8,18.9,49.3,0.93,25-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Jun-2019 - 00:00,33.8,976.2,257.92,57.83,56.16,145.8,127.55,0.83,2.43,19.5,33.12,40.16,4.15,24.66,19.26,67.07,1.17,26-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Jun-2019 - 00:00,36.12,972.87,222.16,61.83,43.57,163.62,303.15,1.12,1.97,14.06,28.93,28.79,3.89,18.48,19.71,78.23,1.05,27-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Jun-2019 - 00:00,34.98,971.43,363.98,81.86,41.62,174.74,294.71,1.14,2.21,14.7,27.9,38.05,7.9,26.62,23.57,65.17,1.18,28-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Jun-2019 - 00:00,35.3,970.61,354.09,70.23,38.9,172.83,284.86,1.23,2.81,10.89,34.84,32.84,5.84,22.25,27.14,44.34,0.98,29-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Jun-2019 - 00:00,37.44,969.85,361.44,63.92,32.78,197.09,283.72,1.13,1.97,8.96,27.32,24.35,7.14,18.79,21.58,42.75,0.82,30-Jun-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Jun-2019 - 00:00,37.52,970.37,356.19,74.41,32.27,189.68,244.69,1.33,2.81,12.46,24.28,21.89,6.31,16.78,27.14,53.58,0.88,01-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Jul-2019 - 00:00,36.46,971.66,280.95,60.3,37.36,198.91,216.26,1.0,2.46,13.61,25.05,21.33,5.56,15.88,22.42,73.24,0.81,02-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Jul-2019 - 00:00,35.64,972.85,344.22,74.5,43.35,179.27,151.62,1.28,2.99,16.48,29.42,17.95,2.54,11.63,20.89,92.73,1.11,03-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Jul-2019 - 00:00,35.34,973.4,249.96,47.97,51.76,170.34,121.78,1.31,2.4,13.02,42.5,16.74,3.27,11.56,18.08,57.43,1.01,04-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Jul-2019 - 00:00,31.59,972.27,206.01,40.33,74.57,59.97,198.17,1.26,3.12,29.55,30.41,28.34,11.23,24.24,19.66,30.86,1.29,05-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Jul-2019 - 00:00,30.13,970.55,170.48,40.91,85.45,98.55,187.85,1.04,2.72,24.39,55.83,32.34,8.01,23.71,14.17,25.16,1.21,06-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Jul-2019 - 00:00,32.07,969.26,270.7,35.5,67.84,172.2,145.91,0.98,2.16,13.78,44.01,29.04,7.42,21.5,15.45,47.35,1.03,07-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Jul-2019 - 00:00,31.72,969.95,210.39,37.18,61.35,120.71,212.06,0.88,2.46,16.82,36.79,30.1,5.31,20.26,17.86,48.56,1.14,08-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Jul-2019 - 00:00,32.74,970.26,371.48,48.92,66.8,128.74,206.93,0.82,2.7,16.43,37.48,33.03,8.73,24.69,14.8,39.58,0.97,09-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Jul-2019 - 00:00,31.72,970.12,299.14,43.65,67.9,157.7,212.89,1.39,1.98,16.44,35.09,25.72,6.25,18.78,10.45,27.99,0.99,10-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Jul-2019 - 00:00,33.86,969.29,409.2,59.97,60.79,161.36,223.74,1.16,1.98,12.61,31.07,25.62,9.77,21.58,15.86,25.69,0.97,11-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Jul-2019 - 00:00,34.96,968.76,443.57,64.09,50.76,58.03,237.56,1.29,1.49,10.86,25.79,20.97,7.06,16.91,16.52,24.79,1.05,12-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Jul-2019 - 00:00,34.68,971.03,464.69,58.96,49.98,33.02,243.84,1.24,2.11,14.2,29.44,21.67,11.36,20.83,15.5,15.72,0.95,13-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Jul-2019 - 00:00,34.89,971.39,354.31,47.85,45.8,14.39,231.87,1.59,1.35,9.64,22.46,16.25,6.19,13.68,14.61,25.61,0.92,14-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Jul-2019 - 00:00,34.13,970.47,360.48,48.21,48.45,14.88,207.64,1.49,1.5,10.53,23.49,16.62,4.24,12.3,16.68,29.04,0.76,15-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Jul-2019 - 00:00,28.97,971.04,274.74,41.68,77.37,17.53,122.01,1.38,3.13,21.29,22.78,28.55,10.65,23.87,19.67,24.74,1.08,16-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Jul-2019 - 00:00,28.4,974.92,152.2,30.85,49.14,117.46,74.21,1.45,3.4,24.91,28.81,30.17,6.53,21.36,16.21,32.39,1.14,17-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Jul-2019 - 00:00,27.71,975.92,137.41,29.12,71.79,110.28,182.79,1.01,3.23,21.58,33.52,24.7,6.57,18.53,15.16,33.43,1.1,18-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Jul-2019 - 00:00,26.64,975.83,208.43,32.27,89.83,117.45,214.35,0.89,3.78,25.86,27.38,38.41,15.76,33.27,14.74,34.77,1.42,19-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Jul-2019 - 00:00,31.83,975.88,303.88,65.19,31.52,199.81,140.36,0.74,4.54,33.12,27.68,40.02,17.09,35.26,14.05,67.96,1.51,20-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Jul-2019 - 00:00,30.44,976.77,252.07,50.28,60.73,124.64,129.15,0.88,3.92,29.96,35.89,47.78,14.2,36.98,17.81,26.35,1.42,21-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Jul-2019 - 00:00,29.94,976.3,129.45,50.21,74.65,149.12,135.63,0.83,3.75,29.21,44.76,39.35,23.7,40.29,17.13,37.92,1.4,22-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Jul-2019 - 00:00,31.94,975.13,205.4,60.15,73.61,179.9,96.66,0.79,3.73,28.21,47.4,42.67,28.17,45.68,16.31,44.23,1.53,23-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Jul-2019 - 00:00,34.31,973.67,317.32,76.28,47.92,198.74,162.1,0.79,2.78,30.18,46.49,48.83,18.31,40.89,16.16,59.8,1.45,24-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Jul-2019 - 00:00,32.88,972.12,286.02,68.43,42.85,146.28,224.28,1.07,2.08,19.78,45.61,34.88,6.93,24.19,14.23,50.75,1.17,25-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Jul-2019 - 00:00,28.2,974.14,229.45,22.55,89.72,53.32,217.42,1.03,1.97,13.44,30.6,26.57,11.47,23.42,17.35,23.28,1.02,26-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Jul-2019 - 00:00,27.91,972.44,97.06,31.68,84.22,81.19,110.68,0.96,3.42,24.81,32.18,28.17,7.38,20.97,16.51,23.51,1.27,27-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Jul-2019 - 00:00,28.21,972.31,57.56,25.39,92.42,115.79,82.6,1.19,2.74,19.01,30.55,23.13,8.49,19.24,17.3,26.11,1.0,28-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Jul-2019 - 00:00,29.5,974.27,61.97,22.07,80.19,139.56,88.43,1.25,2.13,13.95,28.81,19.58,7.21,16.29,15.06,22.58,0.99,29-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Jul-2019 - 00:00,31.08,975.6,107.37,26.41,49.5,135.62,89.67,1.27,3.4,16.19,30.3,23.03,7.77,18.6,17.2,23.14,1.19,30-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Jul-2019 - 00:00,30.9,975.29,149.74,30.97,48.53,114.19,72.81,1.09,2.82,21.35,28.54,33.39,7.92,24.22,16.75,27.63,1.18,31-Jul-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Jul-2019 - 00:00,31.1,974.6,121.39,33.57,50.16,122.25,97.47,0.99,2.67,17.49,32.43,26.69,7.69,20.46,16.52,35.02,1.08,01-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
01-Aug-2019 - 00:00,32.17,973.87,197.49,40.66,33.74,174.23,119.36,0.94,2.28,15.41,33.64,26.89,6.13,19.3,15.39,34.21,1.01,02-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
02-Aug-2019 - 00:00,29.5,972.97,159.79,48.71,84.26,82.07,145.52,0.81,4.46,35.79,33.13,36.85,16.26,32.8,18.85,22.28,1.71,03-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
03-Aug-2019 - 00:00,28.65,972.96,106.11,47.21,71.02,90.35,125.34,0.85,3.45,30.76,41.38,34.77,19.33,34.38,16.07,15.97,1.44,04-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
04-Aug-2019 - 00:00,29.62,971.98,124.28,72.14,89.29,142.01,128.49,0.66,2.06,24.83,33.26,34.1,18.3,33.05,19.5,25.79,1.79,05-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
05-Aug-2019 - 00:00,30.68,970.3,135.69,64.23,44.73,119.05,154.07,0.72,1.9,19.61,39.13,34.89,16.81,32.29,15.59,22.41,1.54,06-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
06-Aug-2019 - 00:00,27.79,970.86,73.51,38.35,64.7,51.61,138.01,0.91,2.71,20.87,47.07,34.86,16.19,31.78,16.31,12.63,1.23,07-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
07-Aug-2019 - 00:00,30.1,970.75,112.4,37.78,73.57,143.92,93.82,0.9,3.76,27.69,32.1,32.23,21.83,34.96,16.89,35.87,1.54,08-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Aug-2019 - 00:00,32.61,970.41,159.93,26.94,0.31,191.51,86.62,0.94,2.27,19.61,30.58,27.56,10.66,23.35,17.61,22.38,1.09,09-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Aug-2019 - 00:00,31.26,972.32,84.36,12.31,11.25,145.27,79.97,2.01,2.52,11.73,33.13,13.24,5.22,11.31,14.81,27.89,0.82,10-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Aug-2019 - 00:00,30.13,973.18,79.76,17.36,10.76,133.16,112.17,1.71,1.69,9.97,27.7,14.53,5.23,11.99,14.53,27.46,0.77,11-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Aug-2019 - 00:00,32.44,974.29,152.47,26.33,4.71,216.84,163.78,1.22,2.02,11.65,28.01,18.81,7.28,15.94,15.33,26.4,0.98,12-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Aug-2019 - 00:00,29.91,974.34,103.93,18.54,44.05,109.1,248.92,0.89,1.82,12.51,24.64,16.54,11.51,18.17,17.31,17.74,1.27,13-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Aug-2019 - 00:00,29.09,974.64,104.55,21.92,79.97,133.66,242.43,1.04,2.34,16.7,27.51,19.42,13.2,21.07,18.34,17.81,1.12,14-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Aug-2019 - 00:00,29.73,976.0,101.16,36.67,81.76,143.59,190.17,0.68,3.85,28.25,28.57,33.87,15.03,30.23,17.34,28.41,1.66,15-Aug-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
