from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
10-Aug-2019 - 00:00,1.44,87.33,12.43,32.82,45.25,2.81,28.14,51.25,27.03,1.6,2.99,157.47,28.82,185.55,0.41,3.5,16.33,0.44,1.47,1.35,11-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Aug-2019 - 00:00,1.49,84.34,30.03,30.09,60.13,2.13,24.35,65.95,37.05,0.2,2.46,151.88,29.64,182.52,0.3,4.73,33.59,0.58,2.13,1.48,12-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Aug-2019 - 00:00,1.33,93.32,5.21,24.83,30.04,4.07,15.63,46.15,26.99,1.72,3.19,91.01,27.85,120.35,0.34,3.64,14.63,0.25,0.86,0.48,13-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Aug-2019 - 00:00,1.16,91.65,4.27,22.63,26.9,5.87,25.36,24.87,15.13,1.85,2.23,104.3,27.28,140.9,0.91,1.47,10.43,0.14,0.41,0.18,14-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Aug-2019 - 00:00,1.15,88.98,5.33,25.31,30.65,5.62,26.49,52.76,30.66,2.33,2.04,126.27,28.37,179.72,1.02,1.47,10.92,0.18,0.53,0.22,15-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Aug-2019 - 00:00,1.08,95.11,3.96,22.7,26.67,4.94,26.95,40.0,26.31,0.8,2.33,72.67,27.17,197.15,0.85,1.54,11.41,0.2,0.58,0.22,16-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Aug-2019 - 00:00,1.17,91.39,8.21,26.69,35.26,3.5,27.49,53.01,29.67,3.89,2.38,132.23,28.09,199.77,0.82,1.81,11.78,0.23,0.72,0.27,17-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Aug-2019 - 00:00,1.1,98.88,4.68,26.62,31.3,3.71,23.14,28.09,22.86,1.35,2.08,36.46,25.07,208.43,0.64,2.48,13.08,0.25,0.74,0.33,18-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Aug-2019 - 00:00,0.98,93.76,3.03,20.99,24.03,4.23,30.31,28.21,19.93,1.05,2.37,111.77,26.46,187.46,0.83,1.45,12.22,0.18,0.5,0.23,19-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Aug-2019 - 00:00,0.99,83.69,4.46,19.92,24.37,4.47,26.33,33.1,18.97,0.27,2.62,227.29,28.86,185.58,1.06,1.21,11.35,0.18,0.52,0.21,20-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Aug-2019 - 00:00,1.17,85.02,3.96,22.56,26.52,5.03,29.95,45.87,27.2,,4.94,130.54,29.23,200.05,0.88,1.82,10.19,0.2,0.58,0.25,21-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Aug-2019 - 00:00,1.11,82.2,4.05,23.19,27.23,3.54,25.19,49.09,29.61,,2.67,182.92,29.9,168.55,0.62,2.1,13.02,0.23,0.63,0.27,22-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Aug-2019 - 00:00,1.21,85.29,21.88,29.22,51.1,2.7,18.32,53.17,30.77,2.37,3.02,200.56,28.67,145.12,0.48,7.41,15.93,0.53,1.39,0.86,23-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Aug-2019 - 00:00,1.31,88.34,22.73,24.7,47.43,3.56,15.31,34.63,21.84,1.3,2.07,181.35,28.03,145.75,0.55,8.68,14.47,0.36,1.26,0.51,24-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Aug-2019 - 00:00,1.42,95.02,17.26,31.56,48.82,2.73,11.12,41.47,22.92,1.23,2.33,71.76,27.14,109.74,0.4,9.81,17.51,0.4,1.43,0.85,25-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Aug-2019 - 00:00,1.07,94.37,3.5,20.03,23.52,5.11,22.0,26.02,14.42,1.9,2.1,100.13,27.12,66.07,0.44,4.42,13.71,0.39,0.75,0.3,26-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Aug-2019 - 00:00,1.09,91.78,5.77,27.84,33.6,4.4,24.44,26.29,14.72,1.18,2.11,148.31,27.39,109.36,0.78,5.44,15.24,0.21,0.71,0.33,27-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Aug-2019 - 00:00,1.14,88.81,5.03,24.83,29.94,5.12,25.87,32.98,18.77,0.2,2.22,152.09,28.36,128.99,0.6,4.71,14.02,0.2,0.62,0.3,28-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Aug-2019 - 00:00,1.27,89.64,18.61,29.09,47.7,4.36,19.95,49.84,26.07,1.9,2.56,170.74,28.4,128.01,0.45,6.05,13.96,0.36,1.05,0.43,29-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Aug-2019 - 00:00,1.16,91.32,10.27,27.72,37.99,4.51,18.9,48.25,16.75,1.47,2.16,120.62,28.02,106.15,0.57,12.22,23.24,1.38,2.22,1.6,30-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Aug-2019 - 00:00,1.06,83.7,6.04,23.21,29.25,5.46,17.69,54.3,20.22,0.2,2.36,215.03,29.57,140.15,0.56,4.9,16.79,0.24,0.72,0.39,31-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
31-Aug-2019 - 00:00,1.04,80.59,4.35,21.9,26.24,6.5,19.45,54.04,16.63,,2.8,182.41,29.94,141.59,0.51,4.19,11.67,0.21,0.53,0.3,01-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Sep-2019 - 00:00,1.16,89.77,6.6,28.04,34.65,5.18,22.96,67.81,33.24,1.05,2.67,112.77,28.85,166.06,0.34,2.86,13.61,0.24,0.62,0.33,02-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Sep-2019 - 00:00,1.16,86.85,12.36,26.36,38.72,5.73,13.36,48.84,17.5,2.75,2.35,222.57,28.52,127.64,0.53,8.08,16.08,0.3,1.03,0.56,03-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Sep-2019 - 00:00,1.17,91.84,6.79,22.6,29.39,7.16,14.15,24.72,11.76,0.68,2.2,134.86,27.86,83.3,0.45,9.36,16.6,0.28,0.92,0.52,04-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Sep-2019 - 00:00,1.12,88.31,5.38,20.98,26.36,6.55,16.69,24.34,11.97,0.5,2.43,159.26,28.74,92.66,0.66,7.45,13.37,0.2,0.63,0.33,05-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Sep-2019 - 00:00,1.13,89.03,6.25,21.25,27.5,6.41,19.15,26.45,11.61,1.1,2.3,148.76,28.47,92.74,0.73,7.04,13.98,0.22,0.72,0.32,06-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Sep-2019 - 00:00,1.1,86.48,4.64,20.07,24.71,7.43,20.93,22.91,9.28,0.63,2.22,164.37,28.68,89.28,0.72,8.98,18.07,0.29,0.99,0.55,07-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Sep-2019 - 00:00,1.2,94.35,5.7,23.49,29.19,6.34,16.61,28.44,13.93,0.9,2.28,74.88,27.48,107.27,0.82,7.39,15.96,0.29,0.99,0.49,08-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Sep-2019 - 00:00,1.26,93.28,5.99,25.8,31.79,5.61,17.55,29.66,14.62,0.37,2.21,102.24,27.69,150.08,0.74,2.51,12.16,0.19,0.66,0.26,09-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Sep-2019 - 00:00,1.22,86.44,4.11,24.2,28.36,6.7,32.39,41.13,22.09,1.0,3.09,172.95,28.94,197.0,0.97,1.69,11.44,0.15,0.52,0.22,10-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-Sep-2019 - 00:00,1.19,84.95,2.67,17.45,20.12,7.53,34.72,55.19,27.23,3.23,2.56,119.3,29.44,212.73,0.89,1.16,8.41,0.13,0.4,0.22,11-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Sep-2019 - 00:00,1.19,89.17,6.09,29.08,35.17,5.23,20.53,47.05,20.43,2.8,4.33,124.04,27.87,215.83,0.72,1.79,9.76,0.15,0.46,0.22,12-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Sep-2019 - 00:00,1.21,94.51,9.03,30.91,39.94,4.5,14.23,45.43,23.21,0.6,2.78,71.03,26.56,187.59,0.91,3.67,10.09,0.3,1.07,0.5,13-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Sep-2019 - 00:00,1.08,88.52,5.52,26.57,32.05,5.47,23.33,49.72,18.74,0.24,3.4,157.65,28.01,194.07,1.09,2.19,7.01,0.15,0.49,0.21,14-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Sep-2019 - 00:00,1.06,84.92,3.9,26.63,30.54,5.26,35.45,60.81,29.02,0.5,4.72,162.07,28.89,199.35,0.91,2.73,8.59,0.17,0.56,0.25,15-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Sep-2019 - 00:00,0.99,79.46,2.84,19.39,22.24,5.93,47.47,60.51,27.45,,9.13,209.54,29.66,214.21,0.95,1.31,7.82,0.12,0.39,0.16,16-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Sep-2019 - 00:00,1.06,79.54,4.08,21.94,26.02,5.7,29.14,52.2,28.3,,5.11,208.17,29.65,195.88,0.93,1.51,7.01,0.12,0.42,0.17,17-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Sep-2019 - 00:00,0.94,76.83,7.11,23.47,30.58,5.17,16.23,44.75,22.93,,2.22,172.12,29.66,160.63,0.76,1.75,6.53,0.13,0.42,0.17,18-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Sep-2019 - 00:00,1.03,81.42,4.83,21.11,25.95,5.17,16.91,36.88,12.82,0.8,2.69,192.21,28.99,115.0,0.77,5.61,9.82,0.2,0.71,0.35,19-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Sep-2019 - 00:00,1.08,79.35,6.24,19.69,25.92,5.34,14.87,34.48,10.13,,2.8,201.97,29.5,152.41,0.64,2.61,8.62,0.16,0.58,0.32,20-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Sep-2019 - 00:00,1.37,87.53,25.41,38.56,63.94,3.6,13.23,56.45,23.01,3.96,3.47,144.66,28.53,177.8,0.23,3.92,8.9,0.31,1.19,0.54,21-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Sep-2019 - 00:00,1.45,90.07,50.85,39.61,90.45,2.53,15.91,72.41,32.69,0.76,4.01,137.01,27.27,200.97,0.3,8.79,11.03,0.55,1.95,1.09,22-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Sep-2019 - 00:00,1.26,83.09,7.55,32.29,39.81,5.97,21.53,50.52,21.76,,2.51,181.94,28.18,147.24,0.41,4.13,8.82,0.22,0.72,0.33,23-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Sep-2019 - 00:00,1.15,83.02,4.33,25.88,30.2,7.81,21.57,38.44,15.82,0.7,2.36,141.29,28.52,87.67,0.75,6.08,8.9,0.23,0.73,0.36,24-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Sep-2019 - 00:00,0.89,92.7,7.7,22.51,30.21,7.6,11.71,29.47,8.76,1.03,2.51,119.34,26.11,120.55,0.98,6.38,9.68,0.38,0.98,0.68,25-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Sep-2019 - 00:00,1.16,97.27,13.47,33.19,46.68,6.58,7.44,36.49,15.06,0.78,2.51,532.86,25.17,105.11,0.41,21.34,15.24,0.44,1.66,0.82,26-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Sep-2019 - 00:00,1.17,92.62,11.08,32.67,43.74,5.74,13.67,42.39,18.19,0.67,2.35,753.31,25.73,118.42,0.56,11.86,9.4,0.24,0.82,0.4,27-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Sep-2019 - 00:00,1.15,88.48,9.35,38.13,47.5,5.56,18.02,45.32,20.13,0.2,3.11,655.35,26.33,177.41,0.37,10.67,9.57,0.26,0.93,0.42,28-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Sep-2019 - 00:00,1.17,93.53,19.24,36.27,55.51,4.74,9.07,45.69,20.94,0.96,3.07,280.03,25.5,122.83,0.36,18.49,14.81,0.49,1.84,1.08,29-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Sep-2019 - 00:00,0.99,92.34,6.48,31.25,37.74,6.27,13.92,36.0,15.07,2.04,2.71,289.12,25.38,127.59,0.52,6.46,9.02,0.23,0.73,0.33,30-Sep-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Sep-2019 - 00:00,0.94,86.4,8.89,33.72,42.62,6.42,19.85,35.97,19.05,0.45,2.81,157.35,26.76,208.1,0.84,2.28,6.32,0.17,0.6,0.24,01-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Oct-2019 - 00:00,1.11,80.65,12.2,45.1,57.3,5.86,24.85,40.18,27.66,,6.94,272.56,28.52,238.56,0.41,2.61,6.51,0.19,0.78,0.47,02-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Oct-2019 - 00:00,1.37,79.5,11.25,43.38,54.63,4.41,33.73,60.76,50.68,,4.72,171.34,29.38,222.27,0.29,2.92,7.51,0.16,0.61,0.36,03-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Oct-2019 - 00:00,1.32,86.67,7.37,46.15,53.53,4.83,23.36,21.58,10.45,2.6,2.93,195.41,27.6,178.51,0.52,4.38,7.63,0.18,0.81,0.29,04-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Oct-2019 - 00:00,1.21,81.41,3.69,36.56,40.25,5.57,37.47,33.16,29.2,,5.5,173.99,28.76,214.77,0.69,1.81,5.05,0.11,0.4,0.16,05-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Oct-2019 - 00:00,1.67,88.43,21.97,46.95,68.92,4.03,29.85,56.3,37.01,0.44,3.5,182.19,27.98,180.43,0.44,4.74,7.37,0.2,0.81,0.29,06-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Oct-2019 - 00:00,1.41,82.48,9.83,44.49,54.2,3.9,27.98,68.01,42.6,0.2,3.74,171.62,28.44,162.71,0.41,3.21,6.27,0.15,0.67,0.24,07-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Oct-2019 - 00:00,1.37,86.84,6.57,44.89,51.48,4.66,25.98,56.54,35.58,,2.79,138.13,26.78,137.92,0.38,3.6,6.53,0.15,0.57,0.23,08-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Oct-2019 - 00:00,1.4,81.52,19.25,33.46,52.71,5.14,23.21,50.5,26.31,,2.56,211.25,27.39,133.1,0.55,5.11,7.91,0.22,1.02,0.3,09-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Oct-2019 - 00:00,1.05,94.68,4.12,27.02,31.14,8.61,17.01,36.59,13.22,2.71,2.19,125.57,25.02,94.4,0.5,5.86,4.77,0.1,0.39,0.2,10-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-Oct-2019 - 00:00,1.38,88.35,33.85,35.58,69.43,6.94,13.83,47.32,18.42,2.93,3.44,199.9,26.33,137.11,0.31,4.25,5.82,0.17,0.64,0.26,11-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Oct-2019 - 00:00,1.84,83.04,75.94,47.83,123.77,8.18,21.89,76.73,44.36,,4.33,52.97,27.44,114.6,0.32,12.58,10.39,0.54,2.01,1.01,12-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Oct-2019 - 00:00,2.02,80.71,93.79,52.4,146.19,4.16,28.02,91.06,57.1,,3.23,218.8,27.78,110.23,0.22,11.58,11.75,0.65,2.72,2.2,13-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Oct-2019 - 00:00,1.4,83.89,17.7,52.09,69.78,7.03,25.28,109.49,71.69,,3.81,159.29,27.2,96.44,0.23,4.81,7.2,0.22,1.0,0.79,14-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Oct-2019 - 00:00,1.25,75.76,9.71,55.12,64.83,8.57,42.4,106.85,74.39,,6.33,227.28,27.2,103.79,0.27,2.75,4.14,0.09,0.37,0.24,15-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Oct-2019 - 00:00,1.38,74.87,12.47,59.06,71.53,8.42,41.68,106.65,68.06,,3.29,216.61,27.57,100.08,0.24,3.8,4.18,0.08,0.34,0.26,16-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Oct-2019 - 00:00,1.51,82.58,21.69,59.03,80.71,8.12,26.94,93.55,62.58,,3.1,146.54,27.04,148.25,0.3,4.48,4.57,0.09,0.3,0.29,17-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Oct-2019 - 00:00,1.73,92.79,59.78,60.66,120.43,5.81,15.24,92.74,59.9,3.3,3.88,111.12,26.06,173.81,0.19,5.03,6.98,0.15,0.73,0.78,18-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Oct-2019 - 00:00,2.29,82.87,138.2,70.42,182.74,4.89,26.88,116.3,78.78,,3.61,173.68,27.95,140.92,0.19,11.23,12.49,0.25,1.07,0.6,19-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Oct-2019 - 00:00,1.77,78.27,70.87,58.93,111.03,7.81,32.94,118.4,76.3,,3.05,193.17,28.95,114.89,0.26,9.04,8.21,0.21,0.86,0.51,20-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Oct-2019 - 00:00,1.44,78.45,20.08,54.67,74.75,8.4,37.38,107.9,69.54,,3.28,157.04,28.27,99.27,0.24,2.58,4.05,0.05,0.19,0.16,21-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Oct-2019 - 00:00,1.48,81.92,19.05,51.19,70.24,10.3,35.92,137.49,97.22,,4.28,176.62,27.89,129.46,0.28,2.53,4.19,0.05,0.2,0.13,22-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Oct-2019 - 00:00,2.02,80.44,52.86,64.52,117.37,13.99,32.28,116.36,76.0,,4.7,178.15,27.98,159.91,0.2,3.77,5.34,0.1,0.68,0.99,23-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Oct-2019 - 00:00,2.01,86.04,40.05,66.07,106.13,15.55,28.2,156.36,115.37,0.31,3.9,90.46,26.52,140.39,0.2,5.51,6.67,0.11,0.68,0.85,24-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Oct-2019 - 00:00,1.05,96.77,3.55,37.24,40.71,13.67,30.68,59.0,39.79,0.32,2.17,54.97,22.86,50.05,0.54,2.54,3.53,0.02,0.1,0.08,25-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Oct-2019 - 00:00,0.97,97.77,9.04,30.76,39.81,13.31,22.79,34.72,15.21,0.64,2.38,69.16,22.57,102.09,0.73,1.65,1.95,0.01,0.06,0.05,26-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Oct-2019 - 00:00,1.23,92.69,15.28,38.09,53.38,12.25,13.18,44.8,32.54,0.2,4.03,97.61,23.36,165.63,0.24,0.81,1.73,0.0,0.03,0.03,27-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Oct-2019 - 00:00,1.2,84.43,25.35,36.88,62.23,12.77,24.61,110.18,69.51,,4.64,190.79,24.91,108.66,0.29,1.21,2.13,0.01,0.06,0.05,28-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Oct-2019 - 00:00,0.97,78.77,5.81,45.72,51.53,12.65,35.22,164.82,112.18,,5.35,189.67,25.02,75.2,0.35,0.85,1.79,0.01,0.05,0.03,29-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Oct-2019 - 00:00,1.39,81.15,24.89,51.17,76.07,13.03,31.21,143.21,89.16,,4.83,196.1,24.54,151.62,0.23,1.07,1.81,0.01,0.07,0.05,30-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Oct-2019 - 00:00,1.85,81.79,63.53,58.4,121.93,14.68,32.89,164.99,101.07,,3.57,197.12,25.1,197.21,0.19,2.31,3.19,0.05,0.28,0.38,31-Oct-2019 - 00:00,"Victoria, Kolkata - WBPCB"
31-Oct-2019 - 00:00,2.06,82.02,68.06,67.39,135.45,16.56,31.79,196.88,112.65,,3.57,183.89,25.03,180.15,0.17,3.54,4.92,0.07,0.34,0.42,01-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Nov-2019 - 00:00,2.05,81.91,75.11,70.24,145.34,16.99,36.8,203.19,104.34,,5.21,169.6,25.25,182.49,0.19,4.57,6.03,0.08,0.5,0.64,02-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Nov-2019 - 00:00,1.57,79.84,38.27,62.47,100.71,18.24,29.38,100.02,45.47,,4.81,191.07,25.47,127.69,0.28,2.89,4.23,0.05,0.24,0.19,03-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Nov-2019 - 00:00,1.3,79.58,33.5,52.69,86.18,17.23,29.36,128.66,61.12,,3.46,183.76,25.68,177.97,0.2,2.36,5.81,0.05,0.25,0.21,04-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Nov-2019 - 00:00,2.11,81.37,120.96,69.85,133.56,22.01,32.46,160.49,78.87,,3.97,179.14,25.67,158.59,0.19,3.24,4.43,0.1,0.57,0.54,05-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Nov-2019 - 00:00,2.34,80.65,63.94,76.93,140.87,18.02,36.78,243.44,134.39,,5.27,164.12,25.37,109.34,0.23,4.18,6.64,0.12,0.79,1.17,06-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Nov-2019 - 00:00,2.22,75.86,31.19,80.7,111.89,18.21,37.21,247.89,139.23,,4.57,154.43,23.8,88.82,0.3,2.72,3.35,0.03,0.14,0.13,07-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Nov-2019 - 00:00,1.41,72.04,31.56,86.88,118.41,19.51,39.27,177.84,84.2,,7.75,152.87,23.51,99.25,0.33,3.33,3.06,0.02,0.1,0.09,08-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Nov-2019 - 00:00,1.11,84.37,4.26,42.29,46.55,19.12,29.61,90.12,44.07,0.39,3.01,52.65,23.57,35.93,0.65,3.09,2.53,0.02,0.08,0.06,09-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Nov-2019 - 00:00,1.02,97.57,2.56,18.79,21.35,17.82,32.18,25.93,12.38,1.02,2.24,43.96,22.74,32.01,1.46,0.82,2.22,0.01,0.06,0.04,10-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-Nov-2019 - 00:00,0.93,87.14,3.06,25.22,28.28,16.72,39.21,38.69,18.52,0.43,3.37,,24.34,34.42,1.1,0.5,1.55,0.01,0.06,0.04,11-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Nov-2019 - 00:00,1.81,85.87,55.5,46.59,78.85,17.91,21.37,74.1,31.88,,4.64,,24.46,124.98,0.3,2.71,4.22,0.05,0.22,0.14,12-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Nov-2019 - 00:00,2.67,79.48,90.7,82.48,170.98,22.36,37.03,187.98,91.17,,6.97,65.69,24.13,180.81,0.19,6.31,6.34,0.13,0.8,0.81,13-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Nov-2019 - 00:00,2.1,78.71,77.9,90.64,151.11,18.27,38.97,190.15,99.5,,8.47,173.81,23.07,111.16,0.23,6.51,7.08,0.1,0.68,1.09,14-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Nov-2019 - 00:00,2.09,80.48,61.77,82.77,144.53,17.65,35.54,149.01,70.23,,6.87,166.44,23.56,119.18,0.24,4.81,4.27,0.11,0.71,1.25,15-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Nov-2019 - 00:00,2.1,79.96,81.4,74.73,156.12,20.34,29.48,144.22,68.72,,5.45,180.97,24.26,139.47,0.19,5.42,5.95,0.12,0.71,0.91,16-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Nov-2019 - 00:00,2.19,80.68,88.34,78.51,166.84,20.77,38.69,159.8,76.59,,5.73,170.66,24.17,153.64,0.19,6.94,7.81,0.16,0.9,0.89,17-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Nov-2019 - 00:00,2.1,80.78,127.71,75.18,196.47,21.92,43.47,171.8,80.77,,6.36,170.36,23.54,183.39,0.16,5.55,5.33,0.11,0.54,0.51,18-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Nov-2019 - 00:00,2.6,79.11,150.78,97.98,209.17,24.54,44.52,216.72,100.61,,7.48,163.16,23.53,204.32,0.14,5.82,5.23,0.2,0.98,0.78,19-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Nov-2019 - 00:00,2.01,74.48,88.32,90.05,167.75,21.9,38.37,186.98,89.2,,7.24,172.24,22.72,115.62,0.27,7.66,8.0,0.18,1.03,0.99,20-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Nov-2019 - 00:00,2.36,72.66,130.9,98.79,208.04,25.93,37.14,180.67,98.34,,6.92,171.45,22.29,163.04,0.21,12.25,11.93,0.25,1.27,0.87,21-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Nov-2019 - 00:00,1.8,75.15,103.91,89.25,175.43,22.86,41.84,179.86,87.7,,5.38,160.66,21.78,126.96,0.26,8.8,9.6,0.23,1.26,1.45,22-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Nov-2019 - 00:00,1.68,76.95,71.75,96.2,167.95,22.46,36.49,184.86,84.93,,8.72,155.59,21.94,155.47,0.2,5.17,6.89,0.2,1.26,2.27,23-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Nov-2019 - 00:00,2.04,80.25,86.99,91.76,169.44,23.72,45.61,207.6,97.3,,7.95,146.93,22.14,175.05,0.16,3.96,3.78,0.13,0.78,1.61,24-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Nov-2019 - 00:00,2.22,79.0,144.5,94.28,218.05,26.33,43.32,231.63,116.56,,6.2,153.58,22.21,185.03,0.17,4.72,3.5,0.1,0.44,0.29,25-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Nov-2019 - 00:00,2.61,80.9,178.64,107.08,216.4,29.01,38.04,226.66,116.46,,5.66,139.69,22.75,163.33,0.16,5.53,5.84,0.1,0.47,0.6,26-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Nov-2019 - 00:00,3.21,82.54,177.81,108.02,176.81,35.46,38.48,222.39,120.66,,4.69,137.37,23.15,145.67,0.19,11.84,6.04,0.17,0.74,0.5,27-Nov-2019 - 00:00,"Victoria, Kolkata - WBPCB"
