from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
22-Apr-2019 - 00:00,0.78,69.85,3.72,42.91,46.62,37.4,37.2,62.38,39.29,,9.75,244.49,27.47,143.86,0.6,3.72,7.27,0.58,1.23,0.65,23-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Apr-2019 - 00:00,0.72,63.91,5.24,43.72,48.99,32.45,42.12,49.8,29.61,,8.02,255.42,29.75,205.44,0.79,2.82,8.2,0.53,1.15,0.78,24-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Apr-2019 - 00:00,0.66,66.83,2.93,30.78,33.76,32.19,29.79,43.12,26.18,,5.42,256.5,30.17,207.49,0.95,1.77,4.97,0.32,0.69,0.38,25-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Apr-2019 - 00:00,0.64,72.69,3.06,24.8,27.86,28.56,22.48,38.23,23.24,,4.97,255.66,29.88,217.02,1.16,1.58,5.84,0.27,0.59,0.24,26-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Apr-2019 - 00:00,0.6,73.92,3.28,27.33,30.61,31.08,23.31,57.16,32.39,,3.52,273.64,29.98,206.6,1.27,1.61,5.58,0.29,0.6,0.28,27-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Apr-2019 - 00:00,0.66,75.85,3.21,23.08,26.28,29.78,20.73,66.34,35.54,,5.65,232.86,30.84,214.62,1.41,1.34,6.59,0.31,0.66,0.31,28-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Apr-2019 - 00:00,0.61,76.05,2.94,17.64,20.57,28.27,19.02,53.0,25.49,,4.79,249.78,31.06,213.58,1.64,0.91,6.73,0.26,0.56,0.22,29-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Apr-2019 - 00:00,0.53,76.17,3.95,18.23,22.13,22.09,14.2,50.38,22.09,,4.34,256.82,30.45,214.81,1.92,0.87,4.85,0.23,0.5,0.21,30-Apr-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Apr-2019 - 00:00,0.56,70.14,4.06,19.76,23.81,16.79,16.38,36.65,16.32,,7.16,257.32,30.25,216.22,1.97,1.04,7.18,0.31,0.71,0.3,01-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-May-2019 - 00:00,0.55,72.24,3.5,16.4,19.9,16.56,16.31,26.76,13.49,,3.09,242.15,30.45,207.45,1.73,0.92,7.3,0.29,0.62,0.23,02-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-May-2019 - 00:00,0.52,74.72,5.05,24.64,29.69,16.51,13.83,28.4,13.11,,1.91,151.38,29.95,174.88,1.07,1.31,6.35,0.32,0.64,0.24,03-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-May-2019 - 00:00,0.68,86.59,3.22,21.11,24.29,14.99,21.14,27.51,16.08,2.35,1.87,52.06,26.83,107.65,1.34,4.6,7.37,0.4,1.01,0.49,04-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-May-2019 - 00:00,0.82,88.2,4.41,22.31,26.72,13.46,21.73,37.41,21.27,0.2,2.12,120.98,25.35,236.74,0.93,2.18,7.37,0.48,1.1,0.73,05-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-May-2019 - 00:00,1.0,80.02,2.27,0.41,1.65,1.98,20.32,78.12,50.41,,2.57,245.42,28.71,209.01,1.12,2.32,7.94,0.63,1.3,0.56,06-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-May-2019 - 00:00,0.68,73.78,2.51,2.59,3.75,2.92,33.05,92.95,50.66,,1.33,259.91,30.81,226.7,1.21,1.29,6.15,0.25,0.54,0.25,07-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-May-2019 - 00:00,0.75,76.75,2.45,6.15,8.56,4.99,31.2,89.71,53.35,,1.12,265.6,30.61,210.11,1.4,1.5,6.76,0.31,0.68,0.28,08-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-May-2019 - 00:00,0.68,80.09,2.87,6.53,9.4,4.54,27.47,92.67,59.63,,1.14,265.99,30.89,210.89,1.41,1.74,7.19,0.37,0.83,0.32,09-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-May-2019 - 00:00,0.65,81.16,2.43,5.09,7.52,4.08,32.85,93.25,58.13,,0.95,261.78,31.02,210.76,1.54,1.77,5.43,0.29,0.65,0.29,10-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-May-2019 - 00:00,0.64,80.06,2.55,4.65,7.21,3.79,38.01,89.63,55.83,,1.09,267.66,31.17,208.21,1.5,1.42,6.33,0.29,0.67,0.26,11-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-May-2019 - 00:00,0.65,76.65,2.52,4.14,6.66,3.92,34.88,83.23,47.95,,1.2,278.4,30.95,212.2,1.57,1.01,6.34,0.23,0.49,0.2,12-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-May-2019 - 00:00,0.6,76.72,2.35,3.37,5.72,3.66,31.92,77.73,48.26,,1.02,237.42,30.89,208.11,1.51,0.38,2.1,0.11,0.24,0.13,13-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-May-2019 - 00:00,0.6,77.02,2.34,3.96,6.29,3.71,30.6,67.88,41.91,2.1,1.2,246.97,30.25,195.24,1.34,0.74,1.74,0.04,0.09,0.05,14-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-May-2019 - 00:00,0.68,70.41,2.63,7.71,10.32,4.68,28.96,55.97,32.13,0.47,1.29,228.47,28.78,170.61,0.93,1.2,2.23,0.06,0.13,0.07,15-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-May-2019 - 00:00,0.72,70.61,2.72,6.23,8.78,5.23,31.5,60.23,36.49,,1.04,246.64,29.89,200.8,1.2,1.0,2.8,0.1,0.3,0.13,16-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-May-2019 - 00:00,0.85,71.28,2.8,7.09,9.82,4.86,33.37,57.86,39.08,,1.55,270.06,30.4,201.94,1.06,1.43,7.14,0.15,0.48,0.22,17-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-May-2019 - 00:00,0.75,78.5,2.63,4.94,7.42,4.31,28.57,67.06,45.07,,1.2,256.54,31.05,205.72,1.44,1.14,7.7,0.14,0.45,0.2,18-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-May-2019 - 00:00,0.62,77.95,2.78,3.25,5.74,4.27,29.26,67.16,42.56,,0.86,249.78,31.32,205.66,1.45,0.9,4.16,0.1,0.33,0.14,19-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-May-2019 - 00:00,0.7,72.99,2.68,3.14,5.53,4.06,33.5,66.59,44.7,,1.21,206.58,31.35,203.22,1.07,0.81,5.39,0.1,0.35,0.13,20-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-May-2019 - 00:00,0.71,75.76,3.29,4.16,6.53,3.93,25.51,64.37,39.71,,1.04,242.41,31.32,213.28,1.18,1.55,6.71,0.16,0.5,0.2,21-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-May-2019 - 00:00,0.74,76.72,2.52,4.39,6.79,4.58,21.55,61.36,29.07,,1.52,259.05,30.96,209.25,1.42,1.15,8.91,0.2,0.66,0.25,22-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-May-2019 - 00:00,0.77,74.11,2.54,4.77,7.15,4.81,22.91,63.12,35.7,,2.15,237.56,31.21,207.33,1.62,0.82,9.1,0.18,0.58,0.23,23-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-May-2019 - 00:00,0.7,71.65,2.57,4.55,7.02,5.04,28.19,50.39,29.54,,2.25,192.29,29.97,162.55,1.6,1.5,7.64,0.13,0.41,0.18,24-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-May-2019 - 00:00,0.67,71.59,2.67,5.64,8.06,5.36,24.76,51.5,27.41,,3.81,252.08,30.84,211.05,1.6,1.1,8.74,0.17,0.55,0.25,25-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-May-2019 - 00:00,0.72,81.59,2.76,6.43,9.09,5.48,23.5,43.71,23.39,1.38,2.75,159.14,28.35,181.64,1.5,1.32,11.01,0.22,0.68,0.29,26-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-May-2019 - 00:00,0.77,78.26,2.39,5.82,8.11,5.3,25.57,50.12,33.34,,2.51,241.76,29.96,199.31,1.15,1.03,10.55,0.18,0.56,0.22,27-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-May-2019 - 00:00,0.72,77.07,2.61,5.07,7.51,4.79,24.53,61.26,40.63,,2.34,278.22,31.1,207.03,1.44,1.06,10.29,0.2,0.6,0.25,28-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-May-2019 - 00:00,0.71,74.29,3.39,5.18,8.34,4.4,25.7,60.24,36.64,,2.23,280.4,31.19,190.72,1.32,1.86,8.81,0.19,0.57,0.24,29-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-May-2019 - 00:00,0.76,72.66,2.27,5.43,7.65,2.83,33.07,60.64,38.12,,2.29,266.32,31.36,195.54,1.23,1.35,12.49,0.22,0.67,0.27,30-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-May-2019 - 00:00,0.66,75.25,2.52,5.38,7.8,3.66,26.26,54.32,35.11,,2.65,265.19,30.96,202.94,1.48,0.97,9.14,0.18,0.54,0.22,31-May-2019 - 00:00,"Victoria, Kolkata - WBPCB"
31-May-2019 - 00:00,0.68,73.51,2.47,5.2,7.67,2.72,22.25,48.6,28.82,0.3,2.97,232.48,30.32,175.18,1.51,1.19,12.17,0.21,0.64,0.28,01-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Jun-2019 - 00:00,0.65,70.48,2.44,7.86,10.3,3.27,32.19,48.98,30.89,,4.53,262.76,30.6,183.83,1.1,1.19,9.15,0.2,0.58,0.25,02-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Jun-2019 - 00:00,0.61,78.88,2.31,4.94,7.25,2.8,29.21,41.88,27.22,0.3,2.36,165.53,28.57,180.81,1.36,1.13,11.12,0.2,0.58,0.24,03-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Jun-2019 - 00:00,0.66,69.68,2.35,7.4,9.75,3.32,47.04,43.89,28.01,,6.79,249.47,29.37,184.35,0.9,1.75,11.81,0.23,0.72,0.36,04-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Jun-2019 - 00:00,0.66,74.51,2.51,6.39,8.71,3.62,28.12,46.62,33.35,,6.04,209.15,30.05,215.44,1.34,0.88,9.15,0.19,0.53,0.23,05-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Jun-2019 - 00:00,0.69,86.58,2.94,21.36,20.55,6.03,22.86,36.84,23.75,0.97,2.19,64.29,27.45,174.5,0.99,1.37,8.03,0.21,0.55,0.2,06-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Jun-2019 - 00:00,0.76,82.94,3.06,19.63,16.58,4.2,24.37,27.93,19.71,,2.37,196.94,28.52,95.4,0.72,1.25,11.0,0.21,0.55,0.21,07-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Jun-2019 - 00:00,0.74,82.43,2.77,17.34,14.58,3.22,28.66,24.98,15.82,,2.26,107.47,28.3,105.21,0.77,1.71,9.5,0.21,0.51,0.24,08-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Jun-2019 - 00:00,0.75,75.34,2.54,13.75,11.22,3.25,26.43,19.49,13.72,,2.14,209.39,29.98,121.16,0.6,1.35,12.22,0.19,0.49,0.2,09-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Jun-2019 - 00:00,0.75,75.43,2.48,12.18,9.7,3.55,29.68,37.43,23.54,,2.74,208.81,31.14,212.92,0.9,1.01,12.01,0.18,0.45,0.18,10-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-Jun-2019 - 00:00,0.74,76.52,2.9,14.05,14.11,2.62,28.45,50.26,24.24,,2.29,214.64,31.34,184.15,1.1,0.88,9.65,0.16,0.43,0.16,11-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Jun-2019 - 00:00,0.63,74.46,2.87,15.49,18.36,1.52,30.83,44.79,25.55,,2.04,246.31,31.41,175.36,1.14,0.8,11.8,0.18,0.48,0.18,12-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Jun-2019 - 00:00,0.58,77.88,2.61,13.73,16.32,1.72,27.67,47.05,26.87,3.33,2.34,210.85,31.34,151.25,0.98,1.0,10.11,0.17,0.43,0.17,13-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Jun-2019 - 00:00,0.85,74.85,2.95,24.17,27.11,2.34,45.9,56.0,35.49,0.23,3.58,229.36,30.19,207.02,0.61,6.25,11.03,0.44,1.57,1.45,14-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Jun-2019 - 00:00,0.89,74.45,2.8,17.84,20.64,4.6,38.3,62.72,39.67,,2.05,265.44,32.9,180.82,0.67,2.77,13.56,0.24,0.72,0.5,15-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Jun-2019 - 00:00,0.54,79.92,2.68,18.65,21.33,6.8,60.82,63.25,41.52,,3.44,140.0,30.13,207.81,1.49,3.39,10.3,0.28,1.05,0.64,16-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Jun-2019 - 00:00,0.63,74.03,2.43,13.59,16.02,4.36,70.12,42.38,26.13,,4.15,260.07,31.27,206.57,1.2,1.07,9.96,0.15,0.43,0.18,17-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Jun-2019 - 00:00,0.89,76.56,2.74,25.57,28.18,3.47,62.83,81.43,41.31,,3.12,110.07,31.14,211.99,0.82,3.68,9.69,0.36,1.32,0.96,18-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Jun-2019 - 00:00,0.88,84.0,5.68,31.19,36.87,3.81,52.54,64.82,40.34,1.45,1.85,169.42,30.05,158.68,0.82,2.74,10.99,0.42,1.32,0.64,19-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Jun-2019 - 00:00,0.83,80.39,2.72,26.52,29.24,3.34,60.28,72.76,45.77,2.63,1.1,233.96,30.82,145.08,0.59,4.51,13.43,0.5,1.05,0.52,20-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Jun-2019 - 00:00,0.91,78.63,6.51,31.62,38.14,2.99,35.3,56.85,35.09,,0.91,211.46,30.34,145.05,0.65,3.31,13.3,0.36,1.21,0.62,21-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Jun-2019 - 00:00,0.75,86.4,3.54,25.1,28.65,4.32,34.31,28.61,18.29,0.96,1.12,119.27,28.72,80.14,0.78,3.2,13.01,0.26,0.84,0.39,22-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Jun-2019 - 00:00,0.67,80.61,3.06,19.62,22.68,4.13,45.11,25.21,17.0,1.08,1.01,242.36,29.29,168.0,1.12,2.62,11.74,0.36,0.65,0.37,23-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Jun-2019 - 00:00,0.59,77.39,2.86,15.37,18.23,5.55,38.98,24.35,16.42,1.07,1.3,218.44,29.96,177.07,0.99,0.64,10.42,0.16,0.42,0.19,24-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Jun-2019 - 00:00,0.54,75.4,2.77,17.32,20.09,6.18,45.89,35.65,19.66,,1.98,218.95,30.73,212.19,1.19,1.9,9.5,0.4,0.47,0.36,25-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Jun-2019 - 00:00,0.6,75.16,3.2,16.16,19.35,7.0,37.29,33.86,15.66,3.4,3.29,241.56,30.83,219.87,1.48,1.67,8.84,0.57,0.5,0.36,26-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Jun-2019 - 00:00,0.61,74.48,3.47,15.93,19.41,5.77,36.29,30.84,16.07,,3.25,262.85,30.81,219.93,1.78,1.48,10.07,0.56,0.47,0.2,27-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Jun-2019 - 00:00,0.63,76.07,3.23,16.42,19.64,5.07,37.7,34.86,17.52,,4.32,216.66,30.66,217.29,1.55,1.22,9.78,0.35,0.47,0.2,28-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Jun-2019 - 00:00,0.88,78.92,2.61,25.81,28.42,5.11,56.83,41.13,24.11,,4.97,111.46,29.5,213.07,1.09,2.61,10.55,0.91,0.6,0.25,29-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Jun-2019 - 00:00,1.27,84.65,5.04,32.88,37.91,3.52,46.53,61.63,34.54,0.44,2.68,121.22,29.23,167.57,0.53,3.84,20.04,0.48,1.66,0.91,30-Jun-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Jun-2019 - 00:00,1.34,86.96,17.29,34.72,52.01,2.69,24.39,66.77,36.26,2.5,2.91,169.03,28.22,128.07,0.35,3.09,20.49,0.49,1.52,0.59,01-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Jul-2019 - 00:00,1.14,86.55,7.2,23.11,30.31,4.57,30.05,38.87,17.1,1.1,2.41,195.49,28.4,76.44,0.73,4.35,16.6,0.38,1.21,0.46,02-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Jul-2019 - 00:00,1.08,87.61,2.9,19.54,22.44,6.93,42.83,28.9,14.3,1.33,2.18,167.82,28.21,117.82,0.99,1.82,13.65,0.22,0.65,0.26,03-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Jul-2019 - 00:00,1.05,83.42,3.12,24.93,27.97,6.67,48.88,38.1,15.52,0.28,2.81,216.27,28.56,183.79,0.85,3.81,12.57,0.4,1.14,0.34,04-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Jul-2019 - 00:00,1.09,76.66,2.69,20.39,23.08,5.83,60.68,54.23,25.62,,5.06,214.83,30.22,214.96,0.87,2.43,11.62,0.2,0.62,0.26,05-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Jul-2019 - 00:00,1.06,81.02,4.1,24.17,28.27,4.61,39.5,44.86,19.63,,3.17,146.87,29.28,135.04,0.56,4.2,17.93,0.29,1.16,0.48,06-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Jul-2019 - 00:00,1.05,85.98,3.08,24.92,28.0,4.67,39.42,44.73,20.37,0.4,5.26,142.42,28.19,232.59,0.89,4.01,13.88,0.28,1.14,0.82,07-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Jul-2019 - 00:00,0.93,80.94,2.78,16.51,19.29,5.15,39.63,31.59,13.31,,4.48,115.29,28.47,223.67,1.27,0.87,11.69,0.17,0.49,0.22,08-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Jul-2019 - 00:00,0.91,78.96,2.91,17.07,19.98,5.05,50.49,51.19,20.53,0.2,5.02,166.17,29.66,216.34,1.52,0.78,11.74,0.18,0.53,0.21,09-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Jul-2019 - 00:00,1.04,79.95,2.98,18.78,21.76,4.98,45.58,53.08,22.95,,5.87,191.18,29.9,211.52,1.51,0.84,10.36,0.17,0.5,0.21,10-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
10-Jul-2019 - 00:00,1.07,80.37,3.13,21.64,24.78,4.97,42.99,37.99,22.33,0.4,4.64,166.93,29.44,216.42,1.29,1.04,11.67,0.19,0.56,0.23,11-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
11-Jul-2019 - 00:00,1.02,81.6,3.2,19.49,22.69,4.68,40.35,43.39,25.17,,4.8,93.04,29.43,215.44,1.39,0.96,10.77,0.17,0.54,0.26,12-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
12-Jul-2019 - 00:00,0.93,80.68,3.09,20.23,23.33,4.3,44.14,48.12,25.86,,6.38,162.06,29.64,218.42,1.35,1.05,13.42,0.24,0.88,0.63,13-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
13-Jul-2019 - 00:00,0.99,79.88,2.56,18.05,20.61,4.45,56.02,52.84,31.51,,5.97,189.52,30.32,220.06,1.38,1.04,13.72,0.21,0.69,0.31,14-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
14-Jul-2019 - 00:00,0.97,73.94,2.5,16.87,19.37,4.44,68.5,58.69,33.71,,12.34,219.11,31.08,227.02,1.3,0.78,13.22,0.17,0.53,0.22,15-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
15-Jul-2019 - 00:00,0.95,72.25,2.71,25.76,28.47,4.05,61.9,76.73,40.59,,9.14,183.16,31.51,220.61,1.01,1.32,10.52,0.22,0.64,0.3,16-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
16-Jul-2019 - 00:00,1.36,81.99,27.87,30.59,58.17,3.2,40.89,69.21,40.54,9.37,7.97,141.39,29.16,185.88,0.58,2.65,14.03,0.55,1.71,1.21,17-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
17-Jul-2019 - 00:00,1.35,75.06,36.55,25.75,62.61,3.39,36.38,95.91,56.27,,3.03,236.89,30.69,146.53,0.45,6.41,16.37,0.85,2.38,1.29,18-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
18-Jul-2019 - 00:00,1.06,74.54,6.19,23.35,29.54,4.2,25.88,64.15,38.41,,3.31,229.72,31.12,171.2,0.71,1.94,31.58,0.33,1.21,1.59,19-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
19-Jul-2019 - 00:00,0.87,72.6,4.43,16.81,21.25,6.3,28.29,22.43,14.4,,2.55,211.54,30.66,137.73,0.95,1.03,15.46,0.18,0.52,0.23,20-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
20-Jul-2019 - 00:00,0.93,74.75,4.66,16.17,20.43,8.1,37.26,35.83,19.57,,2.39,231.66,30.35,179.47,1.14,0.73,10.7,0.16,0.44,0.21,21-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
21-Jul-2019 - 00:00,0.95,76.96,2.64,12.05,14.7,6.09,41.7,38.43,19.64,1.9,4.49,253.77,30.29,211.48,1.22,0.57,12.13,0.16,0.47,0.19,22-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
22-Jul-2019 - 00:00,0.93,75.58,4.31,13.81,18.09,5.68,27.69,31.98,13.25,,3.68,249.72,30.47,217.18,1.41,0.58,10.48,0.16,0.49,0.2,23-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
23-Jul-2019 - 00:00,0.92,73.52,5.16,13.55,18.71,5.06,23.48,21.45,14.73,,4.64,234.25,30.34,213.34,1.34,0.63,12.02,0.18,0.58,0.29,24-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
24-Jul-2019 - 00:00,0.89,75.08,4.44,20.27,24.71,4.53,30.13,23.19,12.04,,5.99,220.45,29.91,211.99,1.02,1.09,13.86,0.22,0.73,0.41,25-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
25-Jul-2019 - 00:00,1.01,77.63,3.0,29.58,32.35,3.95,48.13,49.67,32.93,,9.5,151.74,29.31,224.44,0.67,2.66,17.04,0.33,1.2,0.72,26-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
26-Jul-2019 - 00:00,1.06,88.32,3.67,28.62,32.29,4.61,31.99,40.13,26.99,1.78,3.14,106.49,27.69,171.36,0.51,3.22,14.53,0.25,0.84,0.45,27-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
27-Jul-2019 - 00:00,1.13,84.85,6.97,28.13,35.11,3.45,27.5,33.55,22.29,0.5,2.47,142.13,28.13,153.82,0.61,2.27,16.54,0.3,0.97,0.48,28-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
28-Jul-2019 - 00:00,0.96,87.0,3.4,13.91,17.32,4.91,26.4,19.32,11.47,0.67,2.23,183.53,28.03,95.69,1.11,1.79,17.76,0.2,0.56,0.26,29-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
29-Jul-2019 - 00:00,0.94,90.29,5.97,22.85,28.74,4.57,28.76,23.54,11.23,1.18,2.15,140.08,27.22,140.22,1.05,1.23,14.29,0.19,0.58,0.23,30-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
30-Jul-2019 - 00:00,1.04,84.97,6.62,26.07,32.69,4.12,23.83,39.02,19.65,2.3,2.73,149.17,28.26,178.16,0.92,1.32,14.58,0.26,0.8,0.39,31-Jul-2019 - 00:00,"Victoria, Kolkata - WBPCB"
31-Jul-2019 - 00:00,1.01,80.29,5.03,26.87,31.92,4.24,30.38,39.13,19.93,0.2,3.32,135.59,28.86,201.11,0.87,1.24,13.68,0.23,0.74,0.3,01-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
01-Aug-2019 - 00:00,0.96,76.38,6.19,26.25,32.44,4.14,30.18,30.62,20.37,0.2,7.22,171.29,29.38,178.23,0.76,1.6,15.17,0.21,0.65,0.29,02-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
02-Aug-2019 - 00:00,1.03,83.47,6.66,22.64,29.31,4.11,22.69,26.37,15.9,0.88,2.46,171.74,28.7,139.18,0.67,4.54,19.37,0.34,1.31,0.67,03-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
03-Aug-2019 - 00:00,1.21,85.12,4.47,23.36,27.83,4.24,22.35,31.01,19.47,,3.0,160.02,28.73,147.94,0.6,3.89,16.59,0.26,0.87,0.39,04-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
04-Aug-2019 - 00:00,1.42,90.21,4.88,29.59,34.47,3.45,25.08,55.37,38.73,1.48,2.82,121.89,28.36,223.0,0.41,1.98,16.38,0.32,1.04,0.57,05-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
05-Aug-2019 - 00:00,1.3,83.12,10.92,28.04,38.75,4.77,24.02,46.41,29.94,,2.48,187.17,29.79,154.62,0.48,2.19,13.35,0.23,0.72,0.37,06-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
06-Aug-2019 - 00:00,1.22,85.48,10.61,24.43,35.04,3.77,19.6,35.57,21.65,0.44,2.67,140.82,28.57,92.19,0.63,6.61,19.04,0.42,1.18,0.97,07-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
07-Aug-2019 - 00:00,0.98,92.52,3.78,15.46,19.23,5.71,29.33,17.64,11.14,1.0,2.2,113.78,26.91,91.43,1.31,4.93,12.76,0.14,0.44,0.24,08-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
08-Aug-2019 - 00:00,1.0,92.22,7.06,21.42,28.49,4.45,21.19,26.92,11.52,1.82,2.91,87.83,27.01,173.8,1.02,1.68,12.29,0.16,0.48,0.22,09-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
09-Aug-2019 - 00:00,1.08,82.24,5.13,26.42,31.54,5.69,27.81,44.61,21.14,,4.0,166.27,29.07,190.8,0.74,2.08,12.03,0.17,0.51,0.23,10-Aug-2019 - 00:00,"Victoria, Kolkata - WBPCB"
