from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
30-Jul-2019 - 00:00,26.94,5.71,12.8,1.15,90.79,28.1,30.35,258.71,0.97,0.05,0.03,0.25,0.6,6.77,4.29,8.9,8.31,18.61,7.19,31-Jul-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Jul-2019 - 00:00,26.74,3.16,8.16,0.62,90.83,23.19,30.15,232.16,0.9,0.02,0.08,0.29,0.67,5.66,4.35,6.58,7.09,18.59,12.27,01-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Aug-2019 - 00:00,27.2,3.01,12.39,0.29,89.25,27.56,29.83,227.96,0.71,0.05,0.16,0.38,0.72,4.92,4.16,7.55,7.49,19.05,14.93,02-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Aug-2019 - 00:00,27.67,11.4,34.5,0.01,85.81,31.41,30.43,258.69,0.8,0.06,0.23,0.49,0.59,7.01,5.2,9.21,9.21,18.14,12.82,03-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Aug-2019 - 00:00,27.7,15.73,26.04,0.27,88.91,26.58,30.32,228.16,0.63,0.08,0.1,0.42,0.59,7.9,3.67,9.31,8.02,17.48,11.92,04-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Aug-2019 - 00:00,28.24,8.81,27.31,0.01,82.43,57.39,30.11,207.51,0.71,0.03,0.02,0.28,0.71,8.42,2.44,5.93,5.23,19.47,14.45,05-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Aug-2019 - 00:00,28.34,12.86,44.57,0.04,83.83,37.06,30.54,218.51,0.67,0.05,0.05,0.32,0.6,9.06,3.43,8.11,7.19,18.88,12.64,06-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Aug-2019 - 00:00,27.89,22.01,60.7,0.15,85.92,26.41,30.54,245.89,0.7,0.05,0.12,0.39,0.58,11.7,4.14,9.59,8.55,16.92,11.73,07-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Aug-2019 - 00:00,26.98,13.06,26.24,1.26,90.41,22.95,30.38,258.5,0.76,0.02,0.1,0.34,0.72,10.94,3.68,9.92,8.36,17.73,12.12,08-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Aug-2019 - 00:00,27.25,19.07,66.28,1.5,89.61,24.39,30.29,224.7,0.85,0.08,1.16,1.24,0.66,8.63,4.35,13.1,10.6,17.06,10.66,09-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Aug-2019 - 00:00,26.95,5.57,15.65,0.23,90.81,33.65,30.34,197.84,0.96,0.03,0.13,0.47,0.47,6.39,3.21,6.85,6.35,18.15,12.15,10-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Aug-2019 - 00:00,28.06,17.0,53.28,0.04,78.11,60.89,30.22,188.55,0.96,0.04,0.1,0.49,0.49,5.8,3.59,9.33,7.97,19.39,11.54,11-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Aug-2019 - 00:00,27.99,14.68,53.26,0.0,79.15,62.38,30.21,214.57,0.75,0.0,0.01,0.24,0.42,6.35,3.2,6.29,6.03,20.06,7.47,12-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Aug-2019 - 00:00,27.53,20.82,81.69,0.09,84.99,41.5,30.61,243.5,0.7,0.03,0.03,0.36,0.68,7.82,6.5,9.29,10.32,18.26,9.86,13-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Aug-2019 - 00:00,27.41,26.86,71.34,0.16,87.86,28.39,30.45,269.47,0.79,0.06,0.02,0.38,0.54,10.12,5.43,10.85,10.27,18.11,10.73,14-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Aug-2019 - 00:00,26.7,12.48,21.88,0.82,90.29,24.8,30.31,264.68,0.93,0.01,0.0,0.26,0.4,9.47,4.23,7.63,7.59,18.07,10.68,15-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Aug-2019 - 00:00,26.28,10.01,16.15,1.55,90.01,23.97,29.53,221.68,1.12,0.0,0.0,0.19,0.57,5.57,2.36,3.97,4.12,18.12,14.14,16-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Aug-2019 - 00:00,27.44,9.25,23.01,0.18,84.27,50.83,29.84,210.34,1.03,0.01,0.0,0.23,0.63,4.39,2.72,4.82,4.86,17.71,11.55,17-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Aug-2019 - 00:00,27.83,17.24,55.36,0.0,80.98,58.65,30.04,215.74,0.75,0.02,0.07,0.32,0.42,4.71,3.94,8.47,7.79,17.62,12.18,18-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Aug-2019 - 00:00,27.08,18.09,45.41,0.25,85.34,34.94,30.38,244.86,0.74,0.02,0.0,0.27,0.33,5.26,3.38,8.5,7.35,17.85,12.72,19-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Aug-2019 - 00:00,27.89,27.35,92.72,0.0,80.81,61.47,30.04,248.43,0.84,0.06,0.15,0.44,0.74,6.04,5.63,15.76,13.04,18.47,14.1,20-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Aug-2019 - 00:00,27.94,28.89,94.23,0.0,80.92,48.48,30.55,273.02,1.0,0.04,0.02,0.35,0.48,9.26,4.35,11.44,9.71,19.19,12.92,21-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Aug-2019 - 00:00,27.61,23.92,70.92,0.06,81.04,54.98,30.61,261.93,1.04,0.04,0.21,0.44,0.44,9.4,3.78,11.58,9.32,20.83,11.3,22-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Aug-2019 - 00:00,27.7,25.76,79.07,0.52,80.36,53.43,30.5,259.51,1.04,0.06,0.15,0.53,0.49,10.61,4.16,13.52,10.67,22.25,14.11,23-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Aug-2019 - 00:00,26.99,19.69,44.52,0.56,86.74,37.79,29.88,248.36,0.77,0.05,0.26,0.66,0.6,9.83,4.08,13.7,10.69,22.19,12.97,24-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Aug-2019 - 00:00,26.71,19.34,37.85,1.04,91.17,21.12,29.96,269.9,1.04,0.08,0.05,0.48,0.55,10.4,4.13,14.6,11.22,21.11,12.24,25-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Aug-2019 - 00:00,26.67,16.87,30.98,0.47,90.96,19.47,29.56,273.06,0.86,0.08,0.04,0.53,0.66,8.14,4.77,16.63,12.82,20.4,12.81,26-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Aug-2019 - 00:00,27.12,17.81,40.11,0.5,90.04,31.33,30.08,212.16,0.49,0.1,0.35,0.81,0.53,8.65,4.81,15.16,12.07,19.39,12.86,27-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Aug-2019 - 00:00,27.67,11.52,31.57,0.01,85.72,63.84,30.41,208.99,0.7,0.08,0.08,0.49,0.57,6.71,3.21,8.12,7.02,18.54,12.81,28-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Aug-2019 - 00:00,27.17,19.23,64.39,0.0,86.32,39.52,30.51,206.97,0.7,0.06,0.04,0.43,0.41,6.37,3.57,6.69,6.55,18.23,12.66,29-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Aug-2019 - 00:00,28.17,29.16,107.61,0.0,82.33,55.17,30.53,205.49,0.52,0.07,0.62,0.84,0.49,7.4,6.12,11.76,11.32,18.89,13.47,30-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Aug-2019 - 00:00,28.36,33.19,125.59,0.02,80.97,54.3,30.46,226.14,0.79,0.09,0.66,0.82,0.54,12.14,5.19,11.38,10.36,19.68,10.49,31-Aug-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Aug-2019 - 00:00,28.26,38.82,147.73,0.0,82.28,48.22,30.2,171.8,0.68,0.09,1.3,0.78,0.53,12.32,4.19,11.93,9.85,19.45,12.31,01-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Sep-2019 - 00:00,28.52,20.68,64.29,0.11,80.98,58.47,28.85,180.51,0.6,0.07,0.17,0.36,0.85,13.44,2.31,9.49,7.01,20.23,11.96,02-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Sep-2019 - 00:00,28.5,19.17,60.11,0.12,82.97,51.54,28.72,233.79,0.62,0.07,0.18,0.42,0.79,13.14,4.14,10.18,8.87,17.75,12.29,03-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Sep-2019 - 00:00,27.59,13.85,37.48,0.28,88.84,29.2,29.81,247.5,0.62,0.09,0.09,0.53,0.6,15.26,5.03,14.74,12.02,19.5,12.55,04-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Sep-2019 - 00:00,27.7,20.42,73.11,1.22,87.81,28.71,30.28,210.91,0.61,0.1,0.58,2.68,0.65,10.85,4.1,14.35,11.11,19.11,11.66,05-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Sep-2019 - 00:00,,17.71,59.56,0.02,1.0,10.11,,1.0,0.73,0.11,1.81,5.3,0.77,10.83,6.74,18.25,15.19,20.15,13.17,06-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Sep-2019 - 00:00,,15.25,42.0,,,,,,,0.11,0.47,0.72,0.63,11.47,5.15,12.72,10.95,18.04,13.21,07-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Sep-2019 - 00:00,,17.11,54.31,,,,,,,0.1,0.14,0.62,0.53,9.43,4.07,11.11,9.21,18.76,13.15,08-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Sep-2019 - 00:00,,10.49,19.2,,,,,,,0.03,0.01,0.32,0.59,6.53,3.64,7.47,6.93,19.66,14.81,09-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Sep-2019 - 00:00,,12.11,24.47,,,,,,,0.08,0.06,0.47,0.65,6.1,5.91,11.93,11.15,20.69,11.91,10-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Sep-2019 - 00:00,,11.24,19.7,,,,,,,0.1,0.19,0.53,0.65,4.79,3.83,14.09,10.6,19.63,12.35,11-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Sep-2019 - 00:00,27.34,12.94,32.16,0.08,91.0,19.42,30.59,214.98,0.54,0.1,0.24,0.65,0.8,6.13,3.87,13.48,10.4,21.09,10.96,12-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Sep-2019 - 00:00,26.68,11.8,22.73,0.66,92.74,20.32,30.23,243.49,0.79,0.09,0.06,0.41,0.5,4.42,4.39,12.84,10.49,20.25,9.4,13-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Sep-2019 - 00:00,26.62,9.17,15.91,0.51,91.46,25.76,30.0,261.79,0.71,0.08,0.08,0.58,0.69,5.17,4.98,19.01,14.25,20.79,10.86,14-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Sep-2019 - 00:00,26.85,9.12,12.26,0.03,90.53,29.23,30.21,208.66,0.81,0.06,0.06,0.56,0.5,4.46,4.01,10.42,8.9,19.46,11.84,15-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Sep-2019 - 00:00,26.84,13.6,23.41,0.03,89.38,27.84,29.77,240.21,0.7,0.04,0.02,0.35,0.6,4.72,2.52,7.77,6.27,20.67,15.04,16-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Sep-2019 - 00:00,27.81,15.94,51.54,0.21,84.11,50.79,30.7,269.52,1.08,0.07,0.02,0.47,0.51,5.51,3.82,11.54,9.3,20.97,12.2,17-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Sep-2019 - 00:00,27.3,13.34,31.97,0.02,86.38,44.32,30.24,190.95,1.01,0.07,0.24,0.57,0.78,5.69,2.83,10.98,8.23,20.92,14.81,18-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Sep-2019 - 00:00,27.21,13.89,44.46,0.15,88.58,30.2,30.7,121.42,0.88,0.1,2.34,1.44,0.66,11.47,4.42,11.28,9.68,18.95,11.55,19-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Sep-2019 - 00:00,28.11,17.67,67.4,0.0,79.69,62.16,30.85,82.59,0.86,0.07,1.7,1.69,0.49,16.44,3.83,9.05,8.02,19.49,10.12,20-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Sep-2019 - 00:00,28.31,17.21,61.27,0.0,79.86,57.99,31.19,103.79,0.7,0.07,2.18,3.06,0.6,13.9,3.85,9.51,8.28,19.39,9.56,21-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Sep-2019 - 00:00,28.19,19.81,89.51,0.2,81.89,51.62,31.39,131.89,0.59,0.14,3.23,5.16,0.67,12.48,4.98,16.34,12.83,20.07,12.72,22-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Sep-2019 - 00:00,28.04,13.69,40.74,0.13,79.45,76.1,30.22,129.59,0.71,0.04,0.82,1.33,0.71,9.56,2.49,7.23,5.95,20.41,8.75,23-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Sep-2019 - 00:00,28.05,23.45,104.27,0.0,79.06,63.65,30.85,157.32,0.74,0.11,1.89,3.3,0.71,9.52,3.68,9.69,8.24,19.64,8.6,24-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Sep-2019 - 00:00,27.67,22.64,108.99,0.0,80.34,51.61,31.2,96.59,0.87,0.1,1.51,1.41,0.56,10.68,3.85,8.3,7.63,20.86,8.83,25-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Sep-2019 - 00:00,27.42,21.42,99.46,0.07,84.55,38.72,30.93,95.72,0.86,0.09,2.49,2.88,0.55,12.16,4.58,14.37,11.46,20.37,10.78,26-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Sep-2019 - 00:00,27.15,19.55,67.94,0.1,86.97,38.97,30.81,156.89,0.51,0.17,2.41,4.13,0.64,10.55,5.13,21.58,15.73,18.49,16.32,27-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Sep-2019 - 00:00,27.0,14.19,36.74,0.23,87.84,37.23,30.74,188.09,0.69,0.11,0.65,1.6,0.59,7.28,4.87,15.86,12.47,18.33,16.04,28-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Sep-2019 - 00:00,26.79,13.38,40.03,0.09,87.19,45.23,30.98,217.34,0.68,0.03,0.21,0.77,0.45,4.92,4.77,11.33,9.99,18.24,14.4,29-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Sep-2019 - 00:00,26.86,13.27,37.26,0.39,86.94,41.92,30.36,210.34,0.62,0.04,0.24,0.72,0.65,4.43,3.93,11.06,9.16,18.4,14.89,30-Sep-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Sep-2019 - 00:00,27.5,18.44,94.41,0.0,80.02,57.14,30.97,195.53,0.54,0.11,0.56,1.57,0.57,5.23,7.45,17.07,15.23,17.42,12.66,01-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Oct-2019 - 00:00,26.93,12.89,42.29,0.04,83.42,52.36,30.31,199.81,0.84,0.03,0.1,0.52,0.52,4.91,3.01,9.51,7.6,20.26,14.01,02-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Oct-2019 - 00:00,27.12,17.48,64.16,0.0,81.0,53.7,30.34,233.86,0.83,0.05,0.06,0.57,0.5,6.86,2.87,10.32,7.91,23.89,14.28,03-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Oct-2019 - 00:00,27.53,26.41,132.22,0.0,76.62,53.24,30.86,178.86,0.65,0.14,2.15,2.93,0.72,6.57,2.85,17.2,11.56,25.14,16.15,04-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Oct-2019 - 00:00,27.95,30.99,160.85,0.0,74.66,63.91,30.8,148.52,0.6,0.2,2.46,3.17,0.64,9.58,4.53,19.32,14.05,23.12,15.69,05-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Oct-2019 - 00:00,27.7,28.49,143.16,0.0,74.97,56.02,30.83,171.0,0.62,0.14,1.89,2.33,0.64,10.4,3.92,19.0,13.38,22.62,13.83,06-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Oct-2019 - 00:00,27.18,24.68,98.43,0.0,79.59,47.62,30.41,135.7,0.67,0.11,0.56,1.22,0.67,10.33,4.84,11.69,10.25,22.93,15.87,07-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Oct-2019 - 00:00,26.86,19.38,68.41,0.04,83.93,49.71,30.67,144.18,0.63,0.15,1.4,2.27,0.66,10.52,6.41,15.26,13.42,22.79,14.38,08-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Oct-2019 - 00:00,27.51,29.68,133.44,0.0,75.38,67.32,30.45,83.17,0.64,0.18,0.99,1.28,0.7,13.67,4.69,12.3,10.46,26.6,16.73,09-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Oct-2019 - 00:00,27.35,33.92,184.8,0.0,72.25,67.15,30.81,111.36,0.54,0.18,3.31,3.01,0.56,16.81,5.01,16.51,12.95,25.96,14.57,10-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Oct-2019 - 00:00,27.37,27.67,157.81,0.0,73.26,67.73,30.76,138.13,0.56,0.2,2.52,3.45,0.77,16.83,8.52,20.96,18.18,25.99,12.39,11-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Oct-2019 - 00:00,27.55,37.11,209.38,0.0,73.48,60.1,30.71,177.26,0.59,0.24,1.79,3.68,0.78,16.09,8.44,19.38,17.27,23.67,15.56,12-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Oct-2019 - 00:00,27.06,33.32,193.45,0.0,68.37,55.41,30.77,140.53,0.61,0.22,2.04,1.89,0.65,11.77,7.66,23.78,18.88,24.01,15.72,13-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Oct-2019 - 00:00,26.76,39.67,229.17,0.0,66.41,63.5,30.56,141.32,0.55,0.3,1.11,1.74,0.82,13.27,13.94,26.46,25.5,23.45,18.26,14-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Oct-2019 - 00:00,27.28,40.48,248.93,0.0,65.9,58.28,30.83,185.34,0.45,0.27,0.97,1.77,0.87,15.2,10.34,31.52,25.27,23.45,15.26,15-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Oct-2019 - 00:00,26.96,42.35,225.37,0.0,65.86,61.89,30.95,121.88,0.6,0.24,3.54,4.21,0.65,16.48,16.74,27.6,28.37,26.79,16.37,16-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Oct-2019 - 00:00,26.73,48.35,252.78,0.0,68.64,56.86,30.79,149.01,0.54,0.39,3.1,6.95,0.8,17.51,11.17,26.37,22.18,21.82,20.86,17-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Oct-2019 - 00:00,26.72,45.11,218.34,0.0,71.1,51.85,30.79,138.32,0.53,0.38,3.67,6.88,0.83,19.21,9.65,25.2,21.33,22.23,20.5,18-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Oct-2019 - 00:00,26.85,35.55,177.53,0.0,69.68,52.97,30.86,121.09,0.55,0.25,2.28,3.68,0.7,18.34,9.43,21.44,19.16,25.0,19.24,19-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Oct-2019 - 00:00,25.81,37.79,143.12,0.02,85.56,19.63,30.57,173.54,0.45,0.24,1.18,2.11,0.75,21.76,7.34,26.11,19.85,20.63,16.6,20-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Oct-2019 - 00:00,26.0,33.29,102.56,0.0,84.48,29.04,30.32,127.96,0.72,0.13,0.34,1.12,0.9,21.34,4.48,11.89,10.06,25.22,22.11,21-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Oct-2019 - 00:00,26.42,39.0,149.09,0.0,80.6,34.97,30.66,115.0,0.56,0.23,1.52,3.45,0.78,20.83,4.34,14.5,11.33,24.63,27.47,22-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Oct-2019 - 00:00,26.66,36.76,166.38,0.0,70.44,43.28,31.13,122.55,0.48,0.36,4.58,6.34,0.78,17.1,6.82,20.85,16.73,26.94,22.64,23-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Oct-2019 - 00:00,25.4,31.57,147.71,0.0,70.78,28.24,30.82,80.46,0.91,0.18,1.54,2.16,0.71,14.68,7.16,26.98,20.21,28.06,44.97,24-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Oct-2019 - 00:00,26.23,33.41,178.91,0.0,64.77,49.53,31.88,110.33,0.61,0.19,2.41,3.1,0.67,15.63,4.92,22.31,15.97,29.48,41.24,25-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Oct-2019 - 00:00,26.38,29.11,128.12,0.0,63.44,46.23,31.27,95.59,0.89,0.18,1.75,1.74,0.58,18.62,5.09,14.97,12.2,33.43,33.83,26-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Oct-2019 - 00:00,25.77,21.71,88.02,0.0,77.58,32.22,31.18,100.75,0.75,0.14,0.57,1.3,0.65,17.74,5.25,11.96,10.72,28.54,26.91,27-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Oct-2019 - 00:00,25.67,27.75,67.22,0.0,85.81,29.62,30.46,120.9,0.82,0.12,0.27,1.11,0.66,19.41,4.63,10.41,9.39,25.76,17.49,28-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Oct-2019 - 00:00,26.86,23.84,51.13,0.23,78.39,47.57,30.78,114.73,0.76,0.09,0.26,0.93,0.61,21.6,3.56,8.35,7.43,25.34,19.34,29-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Oct-2019 - 00:00,26.78,12.27,47.47,0.0,82.86,41.61,30.65,137.06,0.53,0.14,0.28,1.12,0.7,13.85,4.64,11.02,9.72,26.23,15.92,30-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Oct-2019 - 00:00,27.28,18.76,67.02,0.12,76.88,51.16,30.38,156.11,0.6,0.18,1.66,3.4,0.7,15.88,5.9,15.98,13.39,25.95,15.45,31-Oct-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-Oct-2019 - 00:00,27.11,48.39,151.02,0.0,72.81,54.43,30.82,117.6,0.57,0.32,3.62,5.85,0.96,19.46,8.43,25.13,20.3,25.64,23.5,01-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Nov-2019 - 00:00,26.83,47.17,220.23,0.0,73.35,55.47,30.81,123.59,0.5,0.3,2.9,4.7,1.03,24.03,12.17,23.0,22.22,24.99,17.39,02-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Nov-2019 - 00:00,26.87,40.53,200.92,0.0,78.9,37.09,30.84,182.08,0.46,0.22,1.39,2.44,1.01,25.76,12.02,24.88,23.09,20.42,13.21,03-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Nov-2019 - 00:00,26.77,33.38,154.55,0.0,77.41,34.76,30.46,138.03,0.76,0.16,0.34,1.26,0.75,18.71,7.19,16.09,14.49,24.51,15.86,04-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Nov-2019 - 00:00,26.73,43.86,193.95,0.0,70.79,54.05,30.64,153.21,0.61,0.26,1.66,2.5,1.05,23.19,15.39,23.47,25.09,25.11,19.71,05-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Nov-2019 - 00:00,26.71,48.47,253.76,0.0,71.24,46.38,31.1,196.19,0.51,0.35,2.65,5.27,1.19,28.94,20.0,29.69,32.14,26.69,23.66,06-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Nov-2019 - 00:00,26.58,44.45,213.26,0.0,68.37,49.9,30.85,141.68,0.5,0.34,3.46,6.7,1.05,22.78,17.86,25.97,28.42,26.17,25.69,07-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Nov-2019 - 00:00,26.62,39.92,195.24,0.0,73.29,46.85,31.09,137.93,0.84,0.22,2.39,2.58,0.92,22.35,8.82,17.85,16.75,25.78,19.49,08-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Nov-2019 - 00:00,26.6,34.44,123.68,0.0,76.57,40.31,31.43,134.12,0.69,0.16,1.02,1.8,0.78,18.96,6.73,18.38,15.35,29.09,34.04,09-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Nov-2019 - 00:00,26.18,51.33,193.12,0.0,66.53,47.94,30.88,87.11,0.82,0.3,2.52,2.21,1.08,24.63,4.32,16.95,12.65,40.21,30.75,10-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Nov-2019 - 00:00,25.52,53.15,192.2,0.0,69.56,48.95,29.51,103.34,0.63,0.38,1.75,2.54,1.25,29.2,3.87,16.74,12.13,36.34,28.97,11-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Nov-2019 - 00:00,25.69,52.75,240.57,0.0,67.29,48.54,30.3,157.17,0.46,0.54,4.61,8.31,1.58,26.96,18.77,34.64,33.77,30.14,39.75,12-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Nov-2019 - 00:00,25.72,53.99,249.23,0.0,67.91,43.35,30.59,159.17,0.45,0.39,2.73,5.26,1.35,24.45,16.59,34.39,31.87,29.82,33.49,13-Nov-2019 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
