from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,AT,SR,RH,RF,WS,WD,to date,station
03-Oct-2019 - 00:00,0.64,25.67,8.98,12.61,3.63,12.03,9.61,0.76,143.04,0.0,0.0,0.0,0.0,22.35,261.07,49.68,5.67,22.62,99.44,04-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Oct-2019 - 00:00,8.02,55.4,8.82,15.91,7.1,10.5,9.77,0.73,143.08,0.0,0.0,0.0,0.0,22.56,281.28,49.8,5.11,21.76,110.09,05-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Oct-2019 - 00:00,18.22,45.31,9.45,13.75,4.27,13.07,9.95,0.75,133.78,0.0,0.0,0.0,0.0,21.2,488.25,49.66,0.35,,68.67,06-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Oct-2019 - 00:00,13.12,97.24,7.55,12.4,4.85,11.5,9.57,0.72,133.47,0.0,0.0,0.0,0.0,,,,0.0,,,07-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Oct-2019 - 00:00,20.41,66.96,7.74,11.36,3.62,10.84,9.83,0.7,137.94,0.0,0.0,0.0,0.0,,,,0.0,,,08-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Oct-2019 - 00:00,21.5,96.09,8.97,12.26,3.29,9.43,9.7,0.77,135.09,0.0,0.0,0.0,0.0,,,,0.0,,,09-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Oct-2019 - 00:00,15.25,78.61,9.33,13.98,4.68,8.74,8.58,0.72,117.34,0.0,0.0,0.0,0.0,23.08,366.59,50.0,2.87,,71.04,10-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Oct-2019 - 00:00,11.2,69.31,8.38,15.41,6.99,8.36,7.71,0.55,110.77,0.0,0.0,0.0,0.0,22.32,358.28,48.74,5.05,13.7,100.87,11-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Oct-2019 - 00:00,12.91,55.57,7.43,15.96,8.53,14.55,7.81,0.49,116.45,0.0,0.0,0.0,0.0,21.82,432.26,49.1,5.59,13.96,101.42,12-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Oct-2019 - 00:00,13.51,71.31,6.31,15.42,9.11,13.9,8.93,0.4,118.5,0.0,0.0,0.0,0.0,21.58,470.47,49.06,5.61,20.01,102.47,13-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Oct-2019 - 00:00,12.63,36.61,5.9,14.01,8.11,10.22,9.4,0.39,126.73,0.0,0.0,0.0,0.0,21.51,443.88,48.96,5.17,10.41,102.38,14-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Oct-2019 - 00:00,19.87,60.82,6.41,18.7,12.26,23.97,10.01,0.36,118.34,0.0,0.0,0.0,0.0,21.71,359.46,49.29,5.56,27.06,147.22,15-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Oct-2019 - 00:00,17.11,43.6,9.19,23.13,13.94,27.1,8.06,0.39,90.61,0.0,0.0,0.0,0.0,22.07,9.61,49.12,1.31,,184.86,16-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Oct-2019 - 00:00,12.91,29.27,6.28,14.47,8.19,23.25,7.54,0.45,67.3,0.0,0.0,0.0,0.0,21.69,129.03,48.33,4.28,5.33,175.24,17-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Oct-2019 - 00:00,17.68,32.15,5.37,13.91,8.54,32.52,7.27,0.48,61.61,0.0,0.0,0.0,0.0,26.84,81.73,53.66,3.43,12.32,181.06,18-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Oct-2019 - 00:00,16.63,38.99,5.97,15.87,9.9,28.62,7.51,0.52,59.71,0.0,0.0,0.0,0.0,34.56,216.06,61.98,3.98,5.25,166.0,19-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Oct-2019 - 00:00,12.47,36.42,7.06,14.75,7.7,27.16,7.57,0.65,58.17,0.0,0.0,0.0,0.0,34.6,276.28,62.03,2.47,5.28,182.95,20-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Oct-2019 - 00:00,22.64,52.16,6.35,12.41,6.06,29.47,7.53,0.84,66.37,0.0,0.0,0.0,0.0,34.79,164.84,62.06,3.19,4.37,168.69,21-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Oct-2019 - 00:00,11.94,27.29,6.23,10.0,3.76,20.39,7.55,0.72,55.79,0.0,0.0,0.0,0.0,34.76,90.97,61.85,4.49,4.28,178.7,22-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Oct-2019 - 00:00,13.33,28.92,8.16,13.67,9.29,17.8,7.58,0.72,62.9,0.0,0.0,0.0,0.0,34.68,90.61,61.73,5.2,3.47,185.09,23-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Oct-2019 - 00:00,18.28,50.84,10.94,25.06,14.14,15.51,7.91,0.89,60.15,0.0,0.0,0.0,0.0,34.84,148.5,62.17,5.61,4.33,133.4,24-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Oct-2019 - 00:00,29.48,66.58,11.11,17.11,6.0,14.94,7.99,0.93,55.91,0.0,0.0,0.0,0.0,34.94,125.65,62.2,4.32,2.46,130.77,25-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Oct-2019 - 00:00,34.82,81.18,9.08,17.46,8.38,15.15,8.43,0.95,58.77,0.0,0.0,0.0,0.0,34.85,148.37,62.15,5.61,3.82,140.95,26-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Oct-2019 - 00:00,67.05,109.73,9.14,21.51,12.38,18.01,8.21,1.14,63.31,0.0,0.0,0.0,0.0,35.21,126.06,62.3,1.34,3.11,109.54,27-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Oct-2019 - 00:00,139.67,194.66,6.88,24.2,17.32,15.97,10.12,1.35,66.85,0.0,0.0,0.0,0.0,,,,0.0,,,28-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Oct-2019 - 00:00,32.98,71.19,6.19,12.06,5.87,22.23,7.91,0.61,56.95,0.0,0.0,0.0,0.0,33.6,189.12,59.98,0.5,3.29,155.95,29-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Oct-2019 - 00:00,15.71,45.57,7.9,12.64,4.88,30.37,7.9,0.63,56.98,0.0,0.0,0.0,0.0,34.14,270.69,62.22,4.0,2.93,150.99,30-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Oct-2019 - 00:00,9.18,31.01,9.49,17.99,8.49,20.99,9.17,0.69,58.95,0.0,0.0,0.0,0.0,35.04,72.0,62.02,2.74,12.67,102.88,31-Oct-2019 - 00:00,"Manali Village, Chennai - TNPCB"
31-Oct-2019 - 00:00,20.99,59.95,8.76,18.31,9.55,17.4,8.19,0.93,66.2,0.0,0.0,0.0,0.0,34.75,254.39,62.02,5.57,8.79,128.07,01-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
01-Nov-2019 - 00:00,19.73,54.42,6.33,17.76,11.43,17.47,9.6,1.14,59.47,0.0,0.0,0.0,0.0,34.8,245.76,62.02,5.56,6.1,156.93,02-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Nov-2019 - 00:00,-1.27,73.95,6.76,18.31,11.55,20.36,8.12,0.93,63.14,0.0,0.0,0.0,0.0,34.97,273.66,62.15,5.57,4.72,174.24,03-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
03-Nov-2019 - 00:00,46.3,,7.97,14.45,6.47,25.12,8.16,1.01,76.06,0.0,0.0,0.0,0.0,34.92,370.18,62.15,5.51,12.56,189.1,04-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Nov-2019 - 00:00,90.57,273.95,8.59,11.04,2.44,12.86,8.25,1.17,78.7,0.0,0.0,0.0,0.0,35.59,364.05,62.52,5.61,5.57,189.58,05-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Nov-2019 - 00:00,69.77,174.63,8.57,11.93,3.37,23.83,8.03,1.17,67.42,0.0,0.0,0.0,0.0,35.0,415.4,62.2,1.48,4.57,183.13,06-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Nov-2019 - 00:00,86.79,183.46,9.68,13.61,3.93,23.7,9.11,1.16,71.5,0.0,0.0,0.0,0.0,34.59,379.5,61.83,0.14,3.68,185.76,07-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Nov-2019 - 00:00,94.42,198.7,11.45,14.4,2.95,22.71,13.56,1.07,72.53,0.0,0.0,0.0,0.0,34.66,320.49,61.6,0.14,3.62,163.58,08-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Nov-2019 - 00:00,98.1,198.37,10.77,13.75,2.98,19.6,15.04,1.01,84.19,0.0,0.0,0.0,0.0,34.65,358.63,61.63,0.15,2.85,139.23,09-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Nov-2019 - 00:00,70.83,182.58,10.71,18.26,9.34,18.26,10.4,0.94,83.76,0.0,0.0,0.0,0.0,34.89,323.32,62.13,3.74,4.82,146.67,10-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Nov-2019 - 00:00,71.43,198.73,9.43,14.74,5.26,17.83,9.25,1.08,85.67,0.0,0.0,0.0,0.0,35.02,376.15,62.01,5.54,6.28,184.64,11-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Nov-2019 - 00:00,46.75,105.08,13.15,15.96,7.86,28.58,10.22,0.72,70.14,0.0,0.0,0.0,0.0,34.28,348.39,61.26,5.3,8.83,179.32,12-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Nov-2019 - 00:00,30.15,79.04,14.43,21.39,6.98,45.63,7.8,0.15,65.97,0.0,0.0,0.0,0.0,34.44,430.15,60.92,4.01,7.33,176.46,13-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Nov-2019 - 00:00,40.7,109.4,10.01,12.93,2.93,68.86,7.29,0.26,69.07,0.0,0.0,0.0,0.0,34.88,373.03,62.1,1.97,4.99,174.39,14-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Nov-2019 - 00:00,25.74,65.25,7.88,10.57,2.69,56.37,7.14,0.22,111.64,0.0,0.0,0.0,0.0,34.97,319.75,62.09,2.61,6.88,153.69,15-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Nov-2019 - 00:00,1.33,53.41,8.92,14.68,6.07,47.64,6.84,0.28,110.35,0.0,0.0,0.0,0.0,34.59,161.8,61.01,4.21,7.38,189.36,16-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Nov-2019 - 00:00,29.73,94.64,9.25,17.38,8.14,47.23,7.18,0.3,81.03,0.0,0.0,0.0,0.0,35.12,288.43,62.22,3.73,6.07,194.1,17-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Nov-2019 - 00:00,54.64,152.33,6.79,7.58,0.79,22.25,7.51,0.4,101.05,0.0,0.0,0.0,0.0,36.0,264.66,62.59,0.0,4.77,203.24,18-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Nov-2019 - 00:00,19.46,133.58,9.73,14.1,4.37,37.9,7.31,0.24,59.31,0.0,0.0,0.0,0.0,35.35,364.37,62.35,0.0,4.28,178.81,19-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Nov-2019 - 00:00,22.64,37.78,8.85,13.43,4.58,46.67,7.13,0.27,49.91,0.0,0.0,0.0,0.0,35.36,135.69,62.25,0.0,4.59,194.48,20-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Nov-2019 - 00:00,23.67,35.89,7.49,11.39,3.9,62.42,6.85,0.13,27.34,0.0,0.0,0.0,0.0,35.03,222.61,62.13,0.0,5.23,174.64,21-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Nov-2019 - 00:00,46.02,70.97,11.16,17.76,6.59,79.09,6.98,0.12,19.22,0.0,0.0,0.0,0.0,35.05,308.84,62.18,0.0,3.71,173.64,22-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Nov-2019 - 00:00,27.99,49.98,6.5,9.6,3.1,60.2,7.2,0.18,27.78,0.0,0.0,0.0,0.0,35.17,291.01,62.23,0.0,4.16,199.23,23-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Nov-2019 - 00:00,41.74,62.65,7.5,8.72,1.48,49.26,7.29,0.2,17.58,0.0,0.0,0.0,0.0,35.0,97.26,62.03,0.0,4.02,196.24,24-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Nov-2019 - 00:00,46.64,63.78,6.94,7.13,0.8,50.96,7.43,0.24,32.45,0.0,0.0,0.0,0.0,34.25,353.06,61.78,0.0,10.43,196.04,25-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Nov-2019 - 00:00,40.48,64.44,7.99,8.63,2.17,39.09,7.82,0.2,32.23,0.0,0.0,0.0,0.0,34.68,258.37,61.86,0.0,13.74,194.8,26-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Nov-2019 - 00:00,55.72,86.76,5.5,6.65,2.21,49.59,7.97,0.2,22.98,0.0,0.0,0.0,0.0,34.46,235.07,61.79,0.0,6.26,182.54,27-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Nov-2019 - 00:00,40.1,78.92,2.39,3.76,7.43,31.38,8.81,0.23,37.61,0.0,0.0,0.0,0.0,34.93,264.57,62.05,0.0,1.87,170.9,28-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Nov-2019 - 00:00,23.62,60.28,4.54,10.05,5.51,41.29,8.82,0.23,45.88,0.0,0.0,0.0,0.0,35.0,224.24,62.08,0.0,3.36,176.25,29-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Nov-2019 - 00:00,29.64,54.83,6.46,16.73,11.88,82.85,8.38,0.21,34.25,0.0,0.0,0.0,0.0,34.18,293.47,61.15,0.0,3.89,174.87,30-Nov-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Nov-2019 - 00:00,23.51,63.81,9.08,12.97,4.11,75.32,9.15,0.19,45.32,0.0,0.0,0.0,0.0,34.96,198.18,62.03,0.0,4.65,172.99,01-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
01-Dec-2019 - 00:00,15.96,53.6,7.89,11.73,3.84,53.17,9.55,0.29,67.26,0.0,0.0,0.0,0.0,35.36,99.04,62.17,0.0,5.91,158.83,02-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
02-Dec-2019 - 00:00,19.3,40.78,7.52,13.97,6.45,90.82,8.94,0.22,54.8,0.0,0.0,0.0,0.0,34.75,169.53,61.95,0.0,3.39,170.57,03-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
03-Dec-2019 - 00:00,53.18,84.72,7.43,11.52,4.09,196.19,9.15,0.39,14.66,0.0,0.0,0.0,0.0,34.8,271.01,62.04,0.0,3.22,172.16,04-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
04-Dec-2019 - 00:00,62.13,85.97,7.94,9.01,1.07,155.8,9.87,0.32,16.55,0.0,0.0,0.0,0.0,34.65,361.13,61.42,0.0,3.63,178.68,05-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
05-Dec-2019 - 00:00,59.12,78.55,7.83,8.98,1.15,148.34,7.95,0.26,26.62,0.0,0.0,0.0,0.0,34.91,320.89,62.08,0.0,3.37,175.3,06-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
06-Dec-2019 - 00:00,58.21,87.89,11.06,15.32,4.26,207.99,7.78,0.29,26.23,0.0,0.0,0.0,0.0,34.95,330.76,62.17,0.0,2.64,186.09,07-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
07-Dec-2019 - 00:00,22.91,35.47,6.26,8.06,1.8,126.73,7.79,0.28,27.15,0.0,0.0,0.0,0.0,34.88,173.41,61.99,0.0,3.13,198.74,08-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
08-Dec-2019 - 00:00,28.08,43.53,6.98,9.55,2.57,116.99,7.88,0.23,8.72,0.0,0.0,0.0,0.0,34.51,273.61,61.83,0.0,7.34,169.88,09-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
09-Dec-2019 - 00:00,28.46,42.87,8.01,10.57,2.55,94.43,8.41,0.29,15.22,0.0,0.0,0.0,0.0,34.71,392.94,61.98,0.0,6.77,175.01,10-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
10-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,11-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
11-Dec-2019 - 00:00,12.85,28.38,18.07,19.81,12.09,95.94,9.14,0.28,1.52,0.0,0.0,0.0,0.0,35.16,278.04,62.05,0.0,7.07,184.73,12-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
12-Dec-2019 - 00:00,24.33,38.23,12.61,11.01,2.61,105.76,9.76,0.18,13.04,0.0,0.0,0.0,0.0,34.77,345.46,62.01,0.0,7.54,173.52,13-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
13-Dec-2019 - 00:00,30.03,42.55,10.02,14.55,4.53,95.83,8.73,0.26,34.66,0.0,0.0,0.0,0.0,34.87,146.91,61.98,0.0,6.53,166.47,14-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
14-Dec-2019 - 00:00,43.67,54.3,8.77,12.53,3.75,95.22,9.19,0.28,38.45,0.0,0.0,0.0,0.0,34.83,117.73,61.99,0.0,5.88,167.36,15-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
15-Dec-2019 - 00:00,29.07,44.12,8.1,12.29,4.18,111.7,9.12,0.26,38.14,0.0,0.0,0.0,0.0,34.58,319.34,61.87,0.0,11.03,186.89,16-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
16-Dec-2019 - 00:00,16.08,31.85,7.63,10.97,3.33,115.99,9.55,0.33,37.84,0.0,0.0,0.0,0.0,34.88,325.14,62.0,0.0,5.45,177.11,17-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
17-Dec-2019 - 00:00,42.07,58.56,8.61,10.38,1.77,105.77,9.59,0.3,37.84,0.0,0.0,0.0,0.0,34.69,340.03,61.96,0.0,3.98,184.13,18-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
18-Dec-2019 - 00:00,34.94,49.45,8.31,12.15,4.96,90.32,8.07,0.28,38.2,0.0,0.0,0.0,0.0,34.44,283.83,61.57,0.0,3.81,174.48,19-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
19-Dec-2019 - 00:00,58.72,68.51,8.75,10.22,1.46,100.23,7.35,0.27,38.86,0.0,0.0,0.0,0.0,34.97,365.03,62.08,0.0,7.9,167.26,20-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
20-Dec-2019 - 00:00,69.28,84.03,7.79,8.84,1.05,90.5,7.48,0.35,38.75,0.0,0.0,0.0,0.0,35.05,276.64,62.11,0.0,4.81,165.66,21-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
21-Dec-2019 - 00:00,67.83,80.51,7.06,9.49,2.43,79.42,7.62,0.32,38.58,0.0,0.0,0.0,0.0,35.12,273.61,62.11,0.0,6.47,164.03,22-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
22-Dec-2019 - 00:00,47.82,60.13,7.18,9.89,2.71,78.17,8.46,0.26,38.61,0.0,0.0,0.0,0.0,35.05,324.58,62.09,0.0,6.33,162.48,23-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
23-Dec-2019 - 00:00,44.2,60.17,6.5,8.65,2.15,75.36,7.6,0.32,37.78,0.0,0.0,0.0,0.0,34.93,293.01,62.01,0.0,6.23,181.01,24-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
24-Dec-2019 - 00:00,46.86,84.78,6.49,8.33,1.83,77.02,7.49,0.32,37.95,0.0,0.0,0.0,0.0,34.74,66.44,61.84,0.0,4.9,184.41,25-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
25-Dec-2019 - 00:00,59.56,73.76,6.17,7.71,1.53,92.98,7.62,0.32,38.27,0.0,0.0,0.0,0.0,34.75,260.38,61.98,0.0,4.42,165.26,26-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
26-Dec-2019 - 00:00,50.03,72.67,5.91,8.9,2.99,74.98,7.66,0.38,38.39,0.0,0.0,0.0,0.0,35.0,180.65,62.02,0.0,4.85,172.75,27-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
27-Dec-2019 - 00:00,37.11,60.8,8.19,14.6,6.42,68.43,7.8,0.32,38.34,0.0,0.0,0.0,0.0,34.81,313.54,61.98,0.0,5.59,174.45,28-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
28-Dec-2019 - 00:00,39.64,63.6,11.05,16.11,5.05,66.56,7.71,0.32,38.04,0.0,0.0,0.0,0.0,34.87,288.44,62.02,0.0,5.22,185.02,29-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
29-Dec-2019 - 00:00,53.07,67.9,7.05,8.26,1.21,70.53,8.32,0.38,38.39,0.0,0.0,0.0,0.0,34.63,344.1,61.97,0.0,5.07,182.37,30-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
30-Dec-2019 - 00:00,41.52,47.73,7.93,9.36,1.42,56.01,5.95,0.39,37.59,0.0,0.0,0.0,0.0,35.03,302.89,62.13,0.0,5.77,174.4,31-Dec-2019 - 00:00,"Manali Village, Chennai - TNPCB"
31-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jan-2020 - 00:00,"Manali Village, Chennai - TNPCB"
