from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
20-Jul-2019 - 00:00,29.38,0.48,15.18,3.3,0.19,1.99,0.11,2.83,18.94,45.38,0.0,0.0,0.0,27.21,74.09,1.61,258.98,156.81,705.92,0.0,0.0,21-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Jul-2019 - 00:00,31.75,0.48,12.68,3.43,0.37,2.01,0.15,9.0,8.81,21.46,0.13,0.35,0.13,27.39,71.89,2.55,208.12,261.27,706.48,0.0,0.0,22-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Jul-2019 - 00:00,29.19,0.61,11.74,3.29,0.17,1.97,0.1,4.0,2.28,30.24,0.0,0.0,0.0,29.52,63.0,2.28,182.98,148.91,705.77,0.01,0.0,23-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Jul-2019 - 00:00,29.32,0.35,13.08,2.19,0.24,1.05,0.11,3.55,5.77,25.52,0.0,0.0,0.0,28.7,64.27,2.77,222.78,212.14,706.93,0.0,0.0,24-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Jul-2019 - 00:00,30.87,0.48,9.42,1.38,0.42,0.43,0.22,2.12,8.62,25.88,0.14,0.62,0.03,28.28,64.84,3.68,250.49,238.4,707.51,0.0,0.0,25-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Jul-2019 - 00:00,30.44,0.63,9.71,0.63,0.46,0.14,0.43,5.56,15.1,45.17,0.06,0.15,0.0,29.39,63.22,3.59,274.2,172.32,707.66,0.0,0.0,26-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Jul-2019 - 00:00,29.51,0.41,9.03,0.31,0.37,0.13,0.11,1.9,12.38,36.75,0.0,0.0,0.0,27.36,68.15,4.56,264.04,151.0,707.7,0.0,0.0,27-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Jul-2019 - 00:00,32.28,0.6,9.84,,,,,4.97,12.88,39.67,0.11,0.37,0.07,27.16,68.2,5.52,262.89,129.99,707.47,0.0,0.0,28-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Jul-2019 - 00:00,30.49,0.32,7.67,,,,,4.3,13.76,38.29,0.0,0.0,0.0,24.98,77.19,4.28,261.19,39.86,707.38,0.0,0.0,29-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Jul-2019 - 00:00,30.15,0.57,9.7,,,,,2.68,9.96,24.54,0.0,0.0,0.0,25.46,77.94,4.42,245.78,61.88,706.9,0.0,0.0,30-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Jul-2019 - 00:00,30.08,0.22,9.14,,,,,5.12,8.38,16.26,0.03,0.18,0.0,25.22,78.43,4.68,251.45,140.14,707.55,0.0,0.01,31-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-Jul-2019 - 00:00,29.42,0.41,9.21,,,,,1.95,9.26,28.38,0.0,0.0,0.0,26.82,73.87,3.28,261.58,200.65,708.17,0.0,0.0,01-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Aug-2019 - 00:00,29.95,1.07,9.16,,,,,2.17,5.42,23.57,0.0,0.0,0.0,26.06,75.66,4.5,259.96,110.81,707.47,0.0,0.0,02-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Aug-2019 - 00:00,31.46,0.39,5.37,0.18,23.25,11.32,1.04,1.77,7.14,18.86,0.0,0.14,0.0,24.08,86.32,4.07,241.46,29.15,707.12,0.0,0.0,03-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Aug-2019 - 00:00,32.06,0.32,5.12,2.81,27.17,15.52,0.19,3.66,6.29,15.08,0.16,3.27,0.12,24.46,85.12,4.8,244.09,108.6,707.38,0.01,0.01,04-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Aug-2019 - 00:00,,0.4,6.93,4.6,28.92,15.99,0.2,3.93,3.38,11.3,0.24,4.26,0.11,,,,,,,0.0,,05-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Aug-2019 - 00:00,31.95,0.28,6.2,5.87,28.06,16.37,53.41,2.67,6.4,16.21,0.2,1.82,0.65,26.14,78.06,5.35,260.44,163.54,705.66,0.01,0.02,06-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Aug-2019 - 00:00,31.74,0.47,5.24,4.4,30.87,18.67,66.08,2.66,11.77,26.41,0.25,1.96,0.7,25.94,77.45,5.17,259.17,142.32,705.46,0.0,0.01,07-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Aug-2019 - 00:00,31.39,0.28,4.99,4.15,30.06,17.93,51.08,2.38,10.7,25.78,0.19,1.48,0.4,25.8,77.93,5.31,258.36,105.24,704.56,0.0,0.01,08-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Aug-2019 - 00:00,31.5,0.6,6.13,5.09,30.29,17.86,46.1,2.02,16.56,41.26,0.18,4.58,0.35,26.81,73.64,5.69,252.54,154.43,703.7,0.0,0.01,09-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Aug-2019 - 00:00,32.12,0.18,7.53,1.99,29.42,15.62,42.47,1.39,16.3,45.97,0.22,5.39,0.25,27.16,70.61,5.08,239.16,126.95,705.38,0.0,0.01,10-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Aug-2019 - 00:00,32.42,0.55,7.15,,28.52,14.87,41.12,2.21,10.67,25.92,0.0,1.84,0.0,25.48,75.83,4.08,239.25,6.0,706.5,0.0,0.0,11-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Aug-2019 - 00:00,31.98,0.53,3.82,5.73,60.09,35.14,52.76,2.8,39.66,99.38,2.41,30.58,5.24,26.21,75.28,0.2,275.5,25.47,706.66,0.0,0.0,13-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Aug-2019 - 00:00,32.03,0.44,4.82,13.31,54.76,36.43,52.47,3.65,39.94,109.7,1.09,9.0,7.57,27.81,71.55,0.49,292.99,141.21,706.51,0.01,0.0,14-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Aug-2019 - 00:00,31.8,0.05,6.6,12.31,42.19,26.48,53.72,2.96,23.88,65.3,0.38,5.86,1.4,30.15,68.43,3.09,249.11,197.29,705.7,0.02,0.0,15-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Aug-2019 - 00:00,31.77,0.0,6.11,11.82,39.97,25.64,50.86,2.31,17.15,44.91,0.04,0.65,0.11,30.21,67.44,3.37,254.61,228.19,706.68,0.01,0.0,16-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Aug-2019 - 00:00,31.92,0.0,4.88,21.05,50.01,38.83,42.15,2.84,19.69,63.07,0.14,1.01,0.85,31.02,64.07,3.16,261.48,241.25,706.7,0.0,0.0,17-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Aug-2019 - 00:00,31.97,0.0,6.06,8.91,47.95,30.26,44.02,2.49,22.75,89.93,0.0,0.0,0.0,30.81,63.92,2.71,237.57,212.98,706.43,0.0,0.0,18-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Aug-2019 - 00:00,33.07,0.03,5.48,14.2,61.42,39.2,49.41,10.7,31.94,107.95,1.0,20.07,1.54,29.65,68.09,2.35,263.64,130.33,707.21,0.0,0.0,19-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Aug-2019 - 00:00,32.09,0.0,4.43,14.16,53.12,36.06,77.05,4.35,29.73,91.15,2.04,26.03,16.12,30.51,69.7,1.99,238.94,227.81,707.11,0.04,0.0,20-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Aug-2019 - 00:00,32.04,0.34,5.15,16.02,48.59,34.08,52.4,3.45,35.29,107.82,2.32,17.82,25.26,29.91,70.25,2.58,287.3,182.72,706.97,0.0,0.0,21-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Aug-2019 - 00:00,32.04,1.41,5.42,11.63,50.28,33.01,45.0,4.15,32.82,95.19,0.75,3.81,5.05,29.85,68.99,3.13,300.42,150.8,706.34,0.0,0.0,22-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Aug-2019 - 00:00,33.21,1.36,5.31,11.36,52.18,34.48,52.22,2.14,22.23,62.85,0.37,2.0,2.98,29.3,70.16,3.45,284.11,265.98,706.16,0.0,0.0,23-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Aug-2019 - 00:00,31.2,0.08,6.41,27.29,33.7,23.82,1.82,12.18,13.16,62.26,0.0,0.0,0.0,31.46,61.69,3.46,279.34,335.4,703.83,0.03,0.0,25-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Aug-2019 - 00:00,31.29,0.38,8.36,19.91,36.32,24.57,,1.47,17.52,41.22,0.0,0.0,0.0,29.29,68.3,3.56,240.41,246.02,703.93,0.1,0.0,26-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Aug-2019 - 00:00,31.81,0.32,8.83,11.82,30.12,13.96,5.2,3.11,18.83,56.53,0.0,0.01,0.0,29.54,64.78,3.54,245.29,197.42,704.33,0.0,0.0,27-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Aug-2019 - 00:00,31.88,0.4,12.06,2.41,13.52,2.29,4.9,1.44,20.69,68.19,0.0,0.29,0.01,29.78,62.11,3.38,240.27,253.99,704.56,0.0,0.0,28-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Aug-2019 - 00:00,31.35,0.39,13.46,1.69,3.5,0.17,5.74,1.2,19.89,60.34,0.0,0.0,0.0,30.12,62.06,3.27,237.43,245.27,705.45,0.0,0.0,29-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Aug-2019 - 00:00,31.42,0.47,8.44,1.26,,0.0,5.83,2.31,22.03,70.77,0.0,0.0,0.0,30.46,66.04,2.34,269.28,215.34,705.57,0.0,0.0,30-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Aug-2019 - 00:00,32.11,0.44,6.17,4.61,19.6,5.03,5.37,3.2,17.8,38.86,0.1,1.12,0.54,28.67,75.93,2.58,243.24,177.66,704.06,1.29,0.0,31-Aug-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-Aug-2019 - 00:00,31.66,0.39,6.64,14.85,26.79,12.35,4.92,2.71,14.91,30.06,0.0,0.0,0.0,28.13,75.81,3.63,255.29,154.33,703.7,0.04,0.0,01-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Sep-2019 - 00:00,31.4,0.38,6.68,2.35,13.27,5.12,2.94,2.83,11.42,22.89,0.0,0.0,0.0,27.35,78.2,3.41,250.83,107.92,704.73,0.23,0.0,02-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Sep-2019 - 00:00,31.1,0.41,6.03,2.28,10.11,1.26,5.33,2.17,15.05,33.03,0.0,0.0,0.0,27.42,78.9,2.48,276.69,127.51,705.46,0.25,0.0,03-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Sep-2019 - 00:00,31.69,0.43,6.09,1.63,0.45,0.18,14.76,1.12,11.44,19.23,0.0,0.0,0.0,27.41,78.27,3.45,270.51,120.97,705.07,0.12,0.0,04-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Sep-2019 - 00:00,32.13,0.39,7.5,0.4,,0.0,5.83,2.01,11.68,26.19,0.0,0.0,0.0,27.97,76.2,3.9,273.72,152.95,704.05,0.49,0.0,05-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Sep-2019 - 00:00,32.12,0.41,8.79,0.41,,0.0,5.8,1.7,12.1,30.64,0.0,0.0,0.0,28.92,71.72,4.46,274.49,200.48,703.72,0.0,0.0,06-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Sep-2019 - 00:00,31.93,0.37,7.87,0.36,,0.0,5.81,2.56,9.87,27.83,0.0,0.0,0.0,28.2,73.71,4.92,260.84,114.11,703.86,0.23,0.0,07-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Sep-2019 - 00:00,31.46,0.35,7.67,0.39,,0.0,5.88,2.36,7.94,28.3,0.0,0.0,0.0,28.32,73.78,4.64,255.82,129.26,704.51,0.0,0.0,08-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Sep-2019 - 00:00,31.57,0.35,9.21,0.87,,0.0,6.03,1.32,12.14,28.11,0.0,0.0,0.0,28.85,71.79,4.66,248.17,160.01,705.35,0.0,0.0,09-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Sep-2019 - 00:00,31.53,0.38,8.39,0.93,,0.0,5.96,1.55,13.65,35.34,0.0,0.0,0.0,28.78,72.83,4.02,242.12,157.66,705.47,0.0,0.0,10-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Sep-2019 - 00:00,31.83,0.36,8.84,0.81,,0.0,5.99,2.8,15.98,49.03,0.0,0.0,0.0,29.32,70.14,3.55,240.26,159.03,705.6,0.0,0.0,11-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Sep-2019 - 00:00,31.55,0.4,8.22,0.69,,0.0,6.09,4.61,18.24,61.21,0.0,0.0,0.0,29.42,68.33,3.46,250.77,194.6,706.85,0.0,0.0,12-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Sep-2019 - 00:00,31.58,0.37,7.68,0.62,,0.0,6.16,4.12,18.73,49.58,0.0,0.0,0.0,28.04,74.22,3.04,260.26,87.62,707.66,0.06,0.0,13-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Sep-2019 - 00:00,31.72,0.36,7.09,0.61,,0.0,6.28,2.29,16.01,39.64,0.0,0.0,0.0,29.13,70.14,3.49,245.09,167.69,708.01,0.0,0.0,14-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Sep-2019 - 00:00,32.77,0.57,7.35,0.94,,0.0,5.93,6.89,19.28,45.8,0.17,0.5,0.08,29.01,69.91,2.28,241.0,142.07,707.44,0.28,0.01,15-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Sep-2019 - 00:00,40.3,0.57,3.49,3.19,,0.0,5.83,2.07,16.46,33.54,1.36,15.85,10.95,25.89,85.0,1.82,269.27,23.18,707.55,0.65,0.0,16-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Sep-2019 - 00:00,32.69,0.39,6.19,1.21,,0.0,5.75,2.32,29.0,77.69,0.08,0.32,2.25,30.13,70.9,2.28,288.87,205.85,706.24,0.02,0.0,17-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Sep-2019 - 00:00,32.24,0.48,6.29,1.59,,0.0,5.87,4.27,30.94,80.12,0.0,0.0,0.0,29.58,73.73,2.52,284.78,176.93,705.76,0.24,0.0,18-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Sep-2019 - 00:00,35.83,0.62,8.14,2.93,,0.03,5.72,8.53,24.72,41.33,1.28,24.59,4.64,28.57,68.52,1.74,165.89,183.82,705.42,0.75,0.0,19-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Sep-2019 - 00:00,32.88,0.42,5.24,1.46,,0.0,5.85,5.57,21.4,34.41,0.08,0.58,0.06,29.53,72.71,1.95,139.98,181.85,706.42,0.03,0.0,20-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Sep-2019 - 00:00,31.55,0.41,5.53,0.91,,0.0,5.86,1.94,18.47,39.08,0.0,0.0,0.0,28.48,75.98,1.84,199.2,175.49,707.29,0.03,0.0,21-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Sep-2019 - 00:00,31.47,0.44,5.17,0.77,,0.0,5.79,4.25,22.36,55.6,0.0,0.0,0.0,29.84,69.21,1.69,213.15,223.04,707.23,0.0,0.0,22-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Sep-2019 - 00:00,31.31,0.49,6.37,0.93,,0.0,5.86,3.08,28.38,55.66,0.0,0.0,0.0,29.58,73.62,1.66,177.31,181.78,707.91,0.0,0.0,23-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Sep-2019 - 00:00,32.28,0.61,5.66,0.97,,0.0,5.85,3.4,32.62,70.03,0.0,0.0,0.0,29.03,75.93,1.3,234.31,134.96,708.17,0.43,0.0,24-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Sep-2019 - 00:00,31.52,0.49,5.31,0.92,,0.0,5.84,1.86,24.94,50.99,0.0,0.0,0.0,28.76,75.11,1.36,142.45,155.2,707.29,0.21,0.0,25-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Sep-2019 - 00:00,32.93,0.47,5.2,1.83,,0.0,5.77,3.88,15.58,30.36,0.18,0.91,0.17,27.77,78.23,1.91,143.31,173.72,707.28,0.65,0.0,26-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Sep-2019 - 00:00,32.16,0.59,9.24,2.58,,0.03,5.88,13.24,13.15,29.34,1.16,4.29,0.26,29.67,70.11,3.11,190.04,202.72,710.02,0.3,0.0,27-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Sep-2019 - 00:00,30.54,0.31,4.43,0.78,,0.0,5.81,4.72,12.97,29.0,0.8,3.5,0.0,28.02,76.04,1.99,232.36,161.24,712.02,0.51,0.0,28-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Sep-2019 - 00:00,28.22,0.42,4.31,0.71,,0.0,5.83,2.25,20.35,31.0,0.8,3.5,0.0,28.79,74.97,1.81,282.31,154.17,711.19,0.0,0.0,29-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Sep-2019 - 00:00,27.91,0.48,6.16,0.71,,0.0,5.82,1.46,20.53,,0.8,3.5,0.0,29.05,74.49,2.11,303.4,204.74,711.5,0.0,0.0,30-Sep-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Sep-2019 - 00:00,28.05,0.62,3.78,1.18,,0.0,5.87,2.8,29.12,54.02,0.8,3.5,0.0,27.94,77.41,1.59,271.7,132.54,710.92,0.06,0.0,01-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Oct-2019 - 00:00,29.71,0.69,4.9,0.71,,0.0,5.86,3.14,27.16,69.7,0.8,3.5,0.0,29.17,72.4,1.61,302.38,201.47,710.56,0.0,0.0,02-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Oct-2019 - 00:00,31.84,0.59,5.39,1.04,,0.0,5.76,1.42,30.51,76.17,0.8,3.5,0.0,29.79,71.21,1.73,263.82,202.76,710.64,0.0,0.0,03-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Oct-2019 - 00:00,31.91,0.45,6.94,0.83,,0.0,5.82,3.06,25.54,63.21,0.8,3.5,0.0,29.54,69.85,1.56,304.58,208.33,710.2,0.0,0.0,04-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Oct-2019 - 00:00,31.83,0.49,6.95,0.89,,0.0,5.84,3.62,25.74,67.32,0.8,3.5,0.0,28.28,72.47,1.44,297.11,134.55,710.1,0.05,0.0,05-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Oct-2019 - 00:00,30.3,0.56,4.5,0.83,,0.0,5.76,4.75,34.72,84.95,0.8,3.5,0.0,28.93,70.83,1.21,230.62,181.1,709.64,0.0,0.0,06-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Oct-2019 - 00:00,27.89,0.63,5.02,1.08,,0.0,5.8,4.1,37.18,57.59,0.8,3.5,0.0,27.31,76.91,1.31,265.33,151.47,710.07,0.29,0.0,07-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Oct-2019 - 00:00,30.23,0.47,6.6,1.02,,0.0,5.78,4.08,45.03,87.28,0.8,3.5,0.0,29.07,72.3,1.18,197.77,213.31,710.04,0.0,0.0,08-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Oct-2019 - 00:00,31.15,0.45,9.04,0.85,,0.0,5.87,3.59,,84.89,0.8,3.5,0.0,29.11,72.53,1.15,184.73,183.93,709.41,0.0,0.0,09-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Oct-2019 - 00:00,31.19,0.59,9.75,0.83,,0.0,5.76,2.37,58.15,96.06,0.8,3.5,0.0,28.92,72.97,1.11,230.04,164.49,709.19,0.0,0.0,10-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Oct-2019 - 00:00,31.37,0.58,8.2,1.23,,0.0,5.87,3.25,39.8,66.81,0.8,3.5,0.0,27.56,77.22,1.35,202.54,129.57,709.5,0.08,0.0,11-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Oct-2019 - 00:00,31.18,0.5,7.54,1.35,,0.0,5.82,2.67,31.77,63.27,0.8,3.5,0.0,27.71,76.6,1.26,225.65,121.43,709.52,0.0,0.0,12-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Oct-2019 - 00:00,30.94,0.51,8.39,1.51,,0.0,5.89,2.36,25.03,56.02,0.8,3.5,0.0,28.46,73.74,1.21,292.78,191.61,709.7,0.0,0.0,13-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Oct-2019 - 00:00,31.17,0.53,10.06,1.24,,0.0,5.87,3.99,,65.52,0.8,3.5,0.0,28.91,73.1,1.19,194.85,177.28,710.23,0.0,0.0,14-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Oct-2019 - 00:00,30.9,0.59,7.5,1.26,,0.0,5.85,4.8,49.61,122.73,0.8,3.5,0.0,29.48,71.93,1.62,48.82,168.89,710.6,0.0,0.0,15-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Oct-2019 - 00:00,31.04,0.59,9.36,1.95,,0.0,5.81,2.94,52.0,115.49,0.71,3.0,0.0,29.33,70.32,1.86,67.55,152.43,710.73,0.0,0.0,16-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Oct-2019 - 00:00,30.93,0.62,10.58,1.33,,0.0,5.74,2.73,60.22,112.7,,,,27.93,72.49,1.61,89.53,105.7,710.93,0.0,0.0,17-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Oct-2019 - 00:00,30.89,0.67,7.79,1.56,,0.0,5.83,2.69,45.68,94.2,,,,27.97,73.9,1.79,103.01,165.96,710.67,0.02,0.0,18-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Oct-2019 - 00:00,32.17,0.43,7.27,1.63,,0.0,5.86,2.77,18.73,38.95,,,,27.86,75.84,2.06,161.98,189.98,710.82,0.0,0.0,19-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Oct-2019 - 00:00,31.47,0.48,7.73,1.6,,0.0,5.88,4.16,21.72,49.92,,,,28.94,69.66,1.75,110.94,117.12,710.36,0.01,0.0,20-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Oct-2019 - 00:00,31.43,0.55,6.6,1.65,,0.0,5.76,2.79,25.53,53.46,,,,27.86,75.8,1.52,139.31,153.89,710.46,0.1,0.0,21-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Oct-2019 - 00:00,31.5,0.53,8.0,1.92,,0.04,5.94,9.66,14.73,41.71,,,,27.4,75.71,1.4,230.72,94.31,709.33,0.01,0.0,22-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Oct-2019 - 00:00,30.37,0.6,6.39,1.3,,0.0,5.82,2.97,22.67,67.74,,,,27.21,77.96,1.17,201.65,159.5,708.56,0.2,0.0,23-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Oct-2019 - 00:00,30.55,0.53,4.67,1.55,,0.0,5.82,5.07,32.92,81.72,,,,28.42,73.23,1.24,253.31,164.83,707.34,0.0,0.0,24-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Oct-2019 - 00:00,30.61,0.38,5.24,1.93,,0.0,5.83,3.45,16.14,41.74,,,,27.61,75.78,1.84,331.73,126.68,707.6,0.03,0.0,25-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Oct-2019 - 00:00,30.74,0.4,4.84,1.81,,0.0,5.91,5.4,16.43,43.41,,,,28.5,71.4,1.45,340.93,169.83,707.86,0.01,0.0,26-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Oct-2019 - 00:00,30.9,0.35,6.36,1.94,,0.0,5.75,3.31,9.28,28.02,,,,28.41,70.55,2.31,333.43,189.53,708.97,0.0,0.0,27-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Oct-2019 - 00:00,31.24,0.37,6.94,2.45,,0.04,5.93,2.19,14.37,35.43,,,,28.63,70.55,1.94,348.52,220.11,709.83,0.06,0.0,28-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Oct-2019 - 00:00,32.8,1.01,12.12,4.67,0.21,1.14,5.37,9.75,37.16,68.24,,,,30.08,68.46,1.87,212.1,225.93,710.51,0.0,-0.07,29-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Oct-2019 - 00:00,30.05,0.65,14.58,3.23,0.2,1.97,,4.34,32.5,72.43,,,,27.9,75.91,1.51,149.26,150.9,710.73,0.17,0.0,30-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Oct-2019 - 00:00,30.28,2.96,15.92,3.27,0.17,1.98,,4.0,37.31,71.74,,,,27.65,75.58,1.7,160.97,139.97,710.56,0.0,0.0,31-Oct-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
