from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
19-May-2019 - 00:00,214.33,80.6,20.87,52.66,73.54,2.29,0.0,37.57,0.0,0.0,0.0,0.0,20-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-May-2019 - 00:00,265.68,96.45,22.41,57.64,80.05,2.72,0.0,28.03,0.0,0.0,0.0,0.0,21-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-May-2019 - 00:00,213.42,75.41,20.67,46.53,67.2,2.17,0.0,39.95,0.0,0.0,0.0,0.0,22-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-May-2019 - 00:00,260.6,62.44,24.87,57.06,81.92,2.85,0.0,23.32,0.0,0.0,0.0,0.0,23-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-May-2019 - 00:00,238.64,79.83,29.6,55.08,84.68,2.37,0.0,49.29,0.0,0.0,0.0,0.0,24-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-May-2019 - 00:00,151.73,50.12,33.24,43.47,76.71,2.01,0.0,27.3,0.0,0.0,0.0,0.0,25-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-May-2019 - 00:00,150.32,44.16,30.88,48.22,79.1,2.1,0.0,24.52,0.0,0.0,0.0,0.0,26-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-May-2019 - 00:00,185.62,50.83,29.11,51.55,80.66,2.44,0.0,31.1,0.0,0.0,0.0,0.0,27-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-May-2019 - 00:00,248.23,84.78,34.07,65.24,99.3,3.05,0.0,22.11,0.0,0.0,0.0,0.0,28-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-May-2019 - 00:00,261.38,82.33,47.0,70.82,111.52,2.28,0.0,21.12,0.0,0.0,0.0,0.0,29-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-May-2019 - 00:00,269.82,80.39,208.1,308.51,261.58,1.82,0.0,28.39,0.0,0.0,0.0,0.0,30-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-May-2019 - 00:00,315.35,57.98,109.47,154.6,176.51,2.53,0.0,29.3,0.0,0.0,0.0,0.0,31-May-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-May-2019 - 00:00,410.35,113.32,60.55,22.23,43.19,1.89,0.0,51.03,0.0,0.0,0.0,0.0,01-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Jun-2019 - 00:00,297.27,71.61,,29.89,1.29,1.13,0.0,62.78,0.0,0.0,0.0,0.0,02-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Jun-2019 - 00:00,218.02,79.9,,,,0.68,0.0,54.37,0.0,0.0,0.0,0.0,03-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Jun-2019 - 00:00,302.33,68.33,80.35,126.16,35.23,0.57,0.0,62.52,0.0,0.0,0.0,0.0,04-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Jun-2019 - 00:00,162.59,55.06,80.62,62.4,56.35,0.57,0.0,50.49,0.0,0.0,0.0,0.0,05-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Jun-2019 - 00:00,220.6,78.96,37.94,55.59,40.98,1.0,0.0,46.82,0.0,0.0,0.0,0.0,06-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Jun-2019 - 00:00,237.85,66.68,4.51,37.77,34.82,0.91,0.0,51.31,0.0,0.0,0.0,0.0,07-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Jun-2019 - 00:00,152.43,59.49,2.51,33.88,27.51,0.56,0.0,73.86,0.0,0.0,0.0,0.0,08-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Jun-2019 - 00:00,226.59,87.66,19.4,32.29,41.72,1.88,0.0,68.05,0.0,0.0,0.0,0.0,09-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Jun-2019 - 00:00,328.85,74.77,29.45,33.05,62.49,2.89,0.0,69.06,0.0,0.0,0.0,0.0,10-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Jun-2019 - 00:00,287.97,64.15,27.9,34.67,62.57,2.48,0.0,44.01,0.0,0.0,0.0,0.0,11-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Jun-2019 - 00:00,654.56,111.05,19.73,29.36,49.09,1.68,0.0,22.05,0.0,0.0,0.0,0.0,12-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Jun-2019 - 00:00,271.14,55.22,11.12,18.05,29.16,0.52,0.0,59.91,0.0,0.0,0.0,0.0,13-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Jun-2019 - 00:00,217.65,56.99,13.54,24.52,38.06,0.94,0.0,54.36,0.0,0.0,0.0,0.0,14-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Jun-2019 - 00:00,244.27,65.51,21.68,32.54,54.23,1.6,0.0,43.98,0.0,0.0,0.0,0.0,15-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Jun-2019 - 00:00,355.14,62.73,21.69,33.63,55.32,1.58,0.0,39.91,0.0,0.0,0.0,0.0,16-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Jun-2019 - 00:00,188.96,36.74,11.29,21.3,32.59,0.71,0.0,51.02,0.0,0.0,0.0,0.0,17-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Jun-2019 - 00:00,160.91,37.61,12.42,23.4,35.82,0.94,0.0,43.48,0.0,0.0,0.0,0.0,18-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Jun-2019 - 00:00,124.71,33.91,10.26,21.36,31.63,0.94,0.0,61.0,0.0,0.0,0.0,0.0,19-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Jun-2019 - 00:00,230.46,85.41,16.42,23.57,39.99,0.82,0.0,86.2,0.0,0.0,0.0,0.0,20-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Jun-2019 - 00:00,145.48,47.38,8.82,18.13,26.94,0.55,0.0,44.99,0.0,0.0,0.0,0.0,21-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Jun-2019 - 00:00,196.23,77.51,11.36,21.28,32.64,1.06,0.0,35.01,0.0,0.0,0.0,0.0,22-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Jun-2019 - 00:00,208.13,92.09,32.67,33.42,66.09,0.86,0.0,43.0,0.0,0.0,0.0,0.0,23-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Jun-2019 - 00:00,109.77,35.72,15.05,18.88,33.94,0.39,0.0,29.86,0.0,0.0,0.0,0.0,24-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Jun-2019 - 00:00,64.23,21.21,10.89,16.59,27.48,0.37,0.0,34.95,0.0,0.0,0.0,0.0,25-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Jun-2019 - 00:00,113.42,54.91,12.15,19.14,31.29,0.6,0.0,55.58,0.0,0.0,0.0,0.0,26-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Jun-2019 - 00:00,173.55,79.07,18.83,26.76,45.59,0.96,0.0,30.31,0.0,0.0,0.0,0.0,27-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Jun-2019 - 00:00,276.34,51.76,26.96,34.67,61.62,1.45,0.0,16.25,0.0,0.0,0.0,0.0,28-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Jun-2019 - 00:00,278.2,50.01,25.44,33.06,58.5,1.4,0.0,17.24,0.0,0.0,0.0,0.0,29-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Jun-2019 - 00:00,299.91,54.98,24.85,31.47,56.32,1.22,0.0,18.77,0.0,0.0,0.0,0.0,30-Jun-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Jun-2019 - 00:00,304.91,44.65,15.55,19.72,35.27,1.56,0.0,105.1,,,,,01-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Jul-2019 - 00:00,225.82,61.42,9.75,16.24,25.99,1.07,0.0,116.36,,,,,02-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Jul-2019 - 00:00,245.05,78.98,7.44,15.38,22.82,1.03,0.0,119.44,,,,,03-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Jul-2019 - 00:00,94.62,40.17,5.88,13.58,19.47,0.72,0.0,143.36,,,,,04-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Jul-2019 - 00:00,97.55,37.78,6.91,13.81,20.72,1.18,0.0,169.21,,,,,05-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Jul-2019 - 00:00,89.54,50.62,8.58,14.69,23.27,1.3,0.0,196.47,,,,,06-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Jul-2019 - 00:00,66.24,37.85,7.73,13.97,21.71,0.84,0.0,113.84,,,,,07-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Jul-2019 - 00:00,88.79,45.1,6.93,14.07,21.0,1.26,0.0,157.35,,,,,08-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Jul-2019 - 00:00,149.7,60.74,9.03,15.77,24.8,1.28,0.0,131.39,,,,,09-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Jul-2019 - 00:00,134.7,47.49,9.84,15.63,25.47,1.25,0.0,118.73,,,,,10-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Jul-2019 - 00:00,288.7,80.43,12.93,18.59,27.67,1.31,0.0,94.01,,,,,11-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Jul-2019 - 00:00,356.6,81.67,15.66,20.09,35.75,1.16,0.0,63.0,,,,,12-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Jul-2019 - 00:00,345.4,70.92,14.8,19.47,34.27,1.3,0.0,43.02,,,,,13-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Jul-2019 - 00:00,299.61,65.41,13.41,19.65,33.06,1.11,0.0,57.37,,,,,14-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Jul-2019 - 00:00,279.13,62.58,10.11,17.18,27.29,0.86,0.0,53.77,,,,,15-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Jul-2019 - 00:00,138.7,48.31,7.93,15.49,23.42,0.96,0.0,59.78,,,,,16-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Jul-2019 - 00:00,72.69,39.02,6.89,16.51,23.41,0.73,0.0,51.21,,,,,17-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Jul-2019 - 00:00,81.37,38.1,8.33,16.67,24.99,1.05,0.0,62.37,,,,,18-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Jul-2019 - 00:00,99.47,40.28,17.05,22.42,39.46,1.66,0.0,48.08,,,,,19-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Jul-2019 - 00:00,135.8,66.22,13.86,19.55,33.41,1.05,0.0,39.47,,,,,20-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Jul-2019 - 00:00,99.03,47.18,10.2,18.01,28.21,1.15,0.0,62.6,,,,,21-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Jul-2019 - 00:00,110.97,51.22,14.73,20.79,35.52,1.44,0.0,59.49,,,,,22-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Jul-2019 - 00:00,111.56,65.56,13.1,19.41,32.52,1.32,0.0,67.64,,,,,23-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Jul-2019 - 00:00,136.49,71.96,10.87,21.58,32.45,1.38,0.0,66.64,,,,,24-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Jul-2019 - 00:00,167.24,75.68,15.03,23.39,38.42,1.59,0.0,60.23,,,,,25-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Jul-2019 - 00:00,77.85,29.23,16.02,23.22,39.25,1.33,0.0,48.69,,,,,26-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Jul-2019 - 00:00,40.9,27.73,7.74,18.2,25.94,0.87,0.0,61.19,,,,,27-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Jul-2019 - 00:00,30.71,22.5,6.56,16.13,22.68,0.88,0.0,51.8,,,,,28-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Jul-2019 - 00:00,35.89,20.5,5.9,14.39,20.29,0.79,0.0,61.63,,,,,29-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Jul-2019 - 00:00,52.13,23.11,8.11,15.7,23.82,0.8,0.0,67.91,,,,,30-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Jul-2019 - 00:00,57.47,25.99,7.57,15.79,23.36,0.86,0.0,31.17,,,,,31-Jul-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Jul-2019 - 00:00,63.23,34.91,25.38,30.17,55.48,0.85,0.0,33.36,,,,,01-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Aug-2019 - 00:00,60.52,35.35,30.1,42.46,72.56,0.8,0.0,35.66,,,,,02-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Aug-2019 - 00:00,71.19,38.71,32.68,45.59,78.27,0.97,0.0,38.75,,,,,03-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Aug-2019 - 00:00,59.02,38.67,33.99,45.83,79.82,0.93,0.0,32.72,,,,,04-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Aug-2019 - 00:00,69.16,46.35,34.28,46.08,80.36,1.06,0.0,38.43,,,,,05-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Aug-2019 - 00:00,88.34,57.95,36.6,48.14,84.73,1.16,0.0,31.53,,,,,06-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Aug-2019 - 00:00,48.57,29.11,30.34,45.9,76.24,1.11,0.0,28.1,,,,,07-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Aug-2019 - 00:00,75.08,36.49,18.52,29.69,37.51,1.4,0.0,39.62,,,,,08-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Aug-2019 - 00:00,44.93,19.95,2.18,24.2,22.81,0.97,0.0,22.39,,,,,09-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Aug-2019 - 00:00,39.64,13.64,0.89,23.58,22.01,1.55,0.0,29.78,,,,,10-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Aug-2019 - 00:00,32.25,19.82,2.66,22.0,22.43,0.94,0.0,25.36,,,,,11-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Aug-2019 - 00:00,62.12,28.91,8.56,27.73,36.29,1.39,,20.69,,,,,12-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Aug-2019 - 00:00,91.83,32.13,17.24,34.86,52.09,2.39,,36.11,,,,,13-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Aug-2019 - 00:00,79.48,28.58,16.06,32.72,48.78,2.18,,21.61,,,,,14-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Aug-2019 - 00:00,72.8,42.46,12.08,30.67,42.75,1.91,,23.59,,,,,15-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Aug-2019 - 00:00,55.99,30.07,7.34,23.0,30.33,1.52,,23.3,,,,,16-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Aug-2019 - 00:00,28.23,13.66,1.85,18.29,20.15,1.03,,24.64,,,,,17-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Aug-2019 - 00:00,13.57,8.8,2.8,18.8,21.6,1.03,,16.61,,,,,18-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Aug-2019 - 00:00,49.97,22.39,12.36,27.82,40.18,1.68,,16.22,,,,,19-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Aug-2019 - 00:00,97.39,42.73,12.55,28.01,40.56,1.87,,27.52,,,,,20-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Aug-2019 - 00:00,127.86,48.5,18.88,32.74,51.62,2.2,,21.37,,,,,21-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Aug-2019 - 00:00,155.66,50.96,17.22,33.59,50.81,1.96,,24.21,,,,,22-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Aug-2019 - 00:00,151.03,39.57,19.41,34.85,54.26,2.13,,22.56,,,,,23-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Aug-2019 - 00:00,167.76,52.91,22.13,35.23,57.36,2.45,,21.68,,,,,24-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Aug-2019 - 00:00,155.52,46.58,22.39,34.36,56.75,2.27,,23.16,,,,,25-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Aug-2019 - 00:00,43.21,24.59,2.69,20.89,23.57,1.25,,18.92,,,,,26-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Aug-2019 - 00:00,55.01,22.88,3.29,21.07,24.36,1.25,,21.34,,,,,27-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Aug-2019 - 00:00,82.42,34.6,8.02,22.95,30.97,1.43,,23.07,,,,,28-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Aug-2019 - 00:00,68.95,37.19,29.2,22.93,43.91,1.33,,20.78,,,,,29-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Aug-2019 - 00:00,44.32,31.18,61.89,15.62,27.35,1.27,,23.18,,,,,30-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Aug-2019 - 00:00,62.68,36.13,33.09,27.84,41.79,1.44,,27.78,,,,,31-Aug-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Aug-2019 - 00:00,81.0,61.61,27.83,47.5,75.33,1.97,,37.83,,,,,01-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Sep-2019 - 00:00,34.22,30.15,13.81,28.93,42.74,1.49,,26.88,,,,,02-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Sep-2019 - 00:00,78.43,48.01,16.19,35.58,51.76,1.56,,34.56,,,,,03-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Sep-2019 - 00:00,142.77,69.11,26.18,42.14,68.32,2.06,,44.56,,,,,04-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Sep-2019 - 00:00,129.95,66.61,18.64,34.09,52.73,1.95,,39.65,,,,,05-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Sep-2019 - 00:00,68.1,27.82,12.34,30.62,42.96,1.36,,26.34,,,,,06-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Sep-2019 - 00:00,75.59,29.34,16.45,30.03,46.47,1.53,,24.89,,,,,07-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Sep-2019 - 00:00,72.87,31.7,17.01,32.68,49.68,1.45,,17.81,,,,,08-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Sep-2019 - 00:00,76.06,34.4,11.28,30.28,41.56,0.94,,38.11,,,,,09-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Sep-2019 - 00:00,119.45,55.1,19.64,34.85,54.49,1.18,,42.61,,,,,10-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Sep-2019 - 00:00,167.03,83.77,34.56,48.0,82.56,1.37,,57.76,,,,,11-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Sep-2019 - 00:00,152.02,70.85,20.73,37.01,57.75,1.04,,39.24,,,,,12-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Sep-2019 - 00:00,112.79,51.05,17.29,34.57,51.86,0.86,,18.94,,,,,13-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Sep-2019 - 00:00,62.76,32.46,21.44,33.34,54.78,0.71,,11.55,,,,,14-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Sep-2019 - 00:00,59.35,27.37,21.6,32.73,54.33,0.68,,13.03,,,,,15-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Sep-2019 - 00:00,66.32,35.15,26.65,39.38,66.02,0.87,,12.05,,,,,16-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Sep-2019 - 00:00,106.22,56.75,38.43,50.27,88.71,1.28,,34.74,,,,,17-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Sep-2019 - 00:00,117.18,59.44,30.63,49.66,80.28,1.24,,35.37,,,,,18-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Sep-2019 - 00:00,68.81,31.64,24.88,36.95,61.83,0.79,,22.22,,,,,19-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Sep-2019 - 00:00,44.45,21.18,18.88,32.59,51.47,0.71,,17.6,,,,,20-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Sep-2019 - 00:00,76.4,32.56,13.64,35.36,49.0,0.9,,9.03,,,,,21-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Sep-2019 - 00:00,95.34,38.0,35.71,48.15,83.85,1.31,,11.09,,,,,22-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Sep-2019 - 00:00,77.75,21.44,17.55,37.89,55.44,0.89,,7.84,,,,,23-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Sep-2019 - 00:00,64.46,25.3,14.29,37.61,51.91,0.96,,19.44,,,,,24-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Sep-2019 - 00:00,92.27,37.31,48.33,40.27,67.04,0.81,,19.99,,,,,25-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Sep-2019 - 00:00,54.11,23.68,5.65,15.57,15.66,0.18,,13.44,,,,,26-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Sep-2019 - 00:00,39.86,15.82,17.55,18.98,24.81,0.13,,11.07,,,,,27-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Sep-2019 - 00:00,32.56,14.5,3.97,12.72,16.47,0.25,,9.39,,,,,28-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Sep-2019 - 00:00,37.76,15.39,2.29,9.48,11.05,0.3,,10.75,,,,,29-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Sep-2019 - 00:00,30.17,13.76,2.72,12.7,15.4,0.33,,12.09,,,,,30-Sep-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Sep-2019 - 00:00,62.39,28.24,7.04,21.34,27.99,0.48,,14.35,,,,,01-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Oct-2019 - 00:00,55.83,25.66,5.04,16.06,19.3,0.49,,13.17,,,,,02-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Oct-2019 - 00:00,88.35,40.09,50.68,41.25,82.44,0.84,,40.2,,,,,03-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Oct-2019 - 00:00,130.11,50.14,149.89,84.22,184.64,1.31,,41.6,,,,,04-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Oct-2019 - 00:00,122.02,46.82,113.42,82.03,171.03,1.2,,29.26,,,,,05-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Oct-2019 - 00:00,150.16,46.2,133.96,106.83,160.83,1.5,,18.58,,,,,06-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Oct-2019 - 00:00,174.13,65.01,140.77,115.07,235.03,1.57,,26.99,,,,,07-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Oct-2019 - 00:00,165.91,59.82,109.49,113.65,219.59,0.98,,10.44,,,,,08-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Oct-2019 - 00:00,140.04,50.46,143.35,133.14,230.73,0.72,,18.42,,,,,09-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Oct-2019 - 00:00,178.68,55.88,194.23,125.55,114.57,0.77,,70.64,,,,,10-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Oct-2019 - 00:00,209.13,94.35,212.16,156.2,148.31,0.79,,73.66,,,,,11-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Oct-2019 - 00:00,219.74,100.49,202.7,178.86,153.8,1.04,,41.39,,,,,12-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Oct-2019 - 00:00,238.41,107.5,160.43,185.64,96.02,1.31,,48.63,,,,,13-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Oct-2019 - 00:00,285.36,135.0,145.28,217.84,166.95,1.54,,31.22,,,,,14-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Oct-2019 - 00:00,270.41,119.54,193.81,202.89,122.2,1.6,,43.19,,,,,15-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Oct-2019 - 00:00,305.53,146.97,147.74,184.94,144.68,1.67,,56.35,,,,,16-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Oct-2019 - 00:00,249.46,134.12,86.68,109.74,136.37,0.67,,40.71,,,,,17-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Oct-2019 - 00:00,199.75,107.95,18.0,54.06,71.16,0.41,,31.86,,,,,18-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Oct-2019 - 00:00,166.33,78.38,19.27,45.69,63.89,0.37,,30.84,,,,,19-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Oct-2019 - 00:00,241.27,89.52,175.47,158.52,142.94,1.21,,44.96,,,,,20-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Oct-2019 - 00:00,256.0,107.11,255.26,213.56,244.06,1.37,,9.51,,,,,21-Oct-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
