from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
27-Jun-2019 - 00:00,275.56,64.79,18.83,40.5,59.33,1.23,,18.14,28-Jun-2019 - 00:00,"Sector - 62, Noida - IMD"
28-Jun-2019 - 00:00,249.42,54.6,13.84,40.81,54.65,1.19,,40.69,29-Jun-2019 - 00:00,"Sector - 62, Noida - IMD"
29-Jun-2019 - 00:00,315.82,62.12,11.15,40.69,51.85,1.14,,48.96,30-Jun-2019 - 00:00,"Sector - 62, Noida - IMD"
30-Jun-2019 - 00:00,320.09,67.68,14.58,40.4,54.98,1.21,,57.16,01-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
01-Jul-2019 - 00:00,232.59,69.93,12.84,40.6,53.44,1.19,,73.65,02-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
02-Jul-2019 - 00:00,251.58,70.09,12.75,40.56,53.31,1.19,,81.96,03-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
03-Jul-2019 - 00:00,102.71,33.02,14.76,40.31,54.61,1.13,,33.47,04-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
04-Jul-2019 - 00:00,96.76,35.12,9.85,40.68,50.0,1.17,,22.88,05-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
05-Jul-2019 - 00:00,104.67,43.82,8.77,40.86,49.63,1.32,,33.19,06-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
06-Jul-2019 - 00:00,58.82,25.34,9.33,40.77,50.09,1.18,,24.85,07-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
07-Jul-2019 - 00:00,117.67,38.26,6.34,41.0,47.33,1.21,,43.02,08-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
08-Jul-2019 - 00:00,145.59,53.05,9.35,40.87,50.23,1.29,,39.3,09-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
09-Jul-2019 - 00:00,115.3,36.7,10.5,40.7,51.2,1.22,,12.33,10-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
10-Jul-2019 - 00:00,322.13,76.75,12.3,40.45,52.75,1.22,,23.58,11-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
11-Jul-2019 - 00:00,388.65,83.46,20.32,40.08,60.4,1.23,,20.07,12-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
12-Jul-2019 - 00:00,415.34,88.26,16.9,40.11,57.01,1.22,0.0,28.15,13-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
13-Jul-2019 - 00:00,302.9,68.93,16.59,39.83,56.42,1.27,,52.85,14-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
14-Jul-2019 - 00:00,279.68,64.21,13.51,40.09,53.6,1.28,,56.5,15-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
15-Jul-2019 - 00:00,134.91,38.4,11.33,40.36,51.69,1.29,,53.34,16-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
16-Jul-2019 - 00:00,86.85,29.41,12.74,40.36,53.1,1.32,20.28,57.07,17-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
17-Jul-2019 - 00:00,90.96,43.06,20.39,40.71,61.1,1.45,3.29,68.82,18-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
18-Jul-2019 - 00:00,86.17,34.8,31.71,40.57,72.28,1.11,6.1,38.95,19-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
19-Jul-2019 - 00:00,178.82,60.42,35.6,36.23,54.13,0.8,,31.24,20-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
20-Jul-2019 - 00:00,114.77,49.89,44.21,32.08,76.29,0.71,,28.79,21-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
21-Jul-2019 - 00:00,120.45,51.28,42.03,30.82,72.85,0.71,,29.47,22-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
22-Jul-2019 - 00:00,125.48,55.67,44.51,30.67,75.18,0.79,,25.6,23-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
23-Jul-2019 - 00:00,189.45,70.43,46.02,30.88,76.89,0.88,,35.9,24-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
24-Jul-2019 - 00:00,165.45,61.71,46.38,30.37,76.75,0.8,,35.73,25-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
25-Jul-2019 - 00:00,59.61,22.8,46.41,34.26,80.67,0.64,,21.94,26-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
26-Jul-2019 - 00:00,43.44,20.99,47.18,30.02,77.2,0.63,,27.14,27-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
27-Jul-2019 - 00:00,44.24,23.71,47.98,29.96,77.94,0.64,,26.15,28-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
28-Jul-2019 - 00:00,42.46,19.23,49.19,29.07,78.26,0.58,,28.43,29-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
29-Jul-2019 - 00:00,56.78,22.95,48.36,29.08,77.44,0.58,,29.0,30-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
30-Jul-2019 - 00:00,74.95,29.33,48.37,29.66,78.03,0.61,,26.79,31-Jul-2019 - 00:00,"Sector - 62, Noida - IMD"
31-Jul-2019 - 00:00,69.8,28.7,48.21,29.64,77.85,0.6,,31.6,01-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
01-Aug-2019 - 00:00,74.13,31.29,49.71,30.72,80.44,0.61,,32.5,02-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
02-Aug-2019 - 00:00,76.87,31.68,50.33,29.64,79.97,0.66,,30.0,03-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
03-Aug-2019 - 00:00,76.32,34.99,53.11,29.42,82.53,0.68,,24.59,04-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
04-Aug-2019 - 00:00,95.89,40.93,49.12,29.85,78.98,0.71,,25.54,05-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
05-Aug-2019 - 00:00,96.24,47.44,50.31,29.62,79.94,0.78,,30.36,06-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
06-Aug-2019 - 00:00,63.23,31.01,51.49,30.38,81.87,0.81,,22.66,07-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
07-Aug-2019 - 00:00,71.64,29.97,51.12,31.17,82.29,0.79,,24.37,08-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
08-Aug-2019 - 00:00,89.1,31.49,49.71,29.18,78.88,0.69,,27.01,09-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
09-Aug-2019 - 00:00,54.74,13.91,49.22,29.04,78.26,0.61,,28.13,10-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
10-Aug-2019 - 00:00,44.02,17.89,38.39,33.42,63.98,0.45,0.0,26.66,11-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
11-Aug-2019 - 00:00,54.79,22.73,6.28,29.63,35.82,0.31,,29.62,12-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
12-Aug-2019 - 00:00,65.24,24.06,8.87,30.54,39.4,0.41,,30.18,13-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
13-Aug-2019 - 00:00,60.55,21.52,11.95,30.39,42.34,0.39,,22.1,14-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
14-Aug-2019 - 00:00,74.47,39.09,11.97,31.72,43.21,0.73,,37.84,15-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
15-Aug-2019 - 00:00,80.38,28.61,12.95,28.76,41.71,0.44,,31.22,16-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
16-Aug-2019 - 00:00,36.49,15.81,9.76,29.04,38.8,0.28,,29.42,17-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
17-Aug-2019 - 00:00,14.65,8.74,7.69,28.69,36.32,0.28,,23.36,18-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
18-Aug-2019 - 00:00,68.21,17.27,9.35,30.13,39.47,0.43,,24.15,19-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
19-Aug-2019 - 00:00,90.57,43.9,15.82,29.39,44.98,0.56,25.77,31.96,20-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
20-Aug-2019 - 00:00,100.65,40.32,16.38,27.91,44.29,0.49,,26.25,21-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
21-Aug-2019 - 00:00,142.92,49.93,17.15,28.33,45.48,0.51,,27.76,22-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
22-Aug-2019 - 00:00,145.63,48.79,20.86,29.08,49.94,0.67,,25.46,23-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
23-Aug-2019 - 00:00,150.48,57.46,30.43,27.39,57.82,1.4,,25.32,24-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
24-Aug-2019 - 00:00,140.35,63.38,36.18,23.51,59.68,1.49,,25.49,25-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
25-Aug-2019 - 00:00,,31.99,13.79,27.43,41.21,0.5,,23.37,26-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
26-Aug-2019 - 00:00,114.55,26.22,17.77,27.22,44.99,0.4,,24.0,27-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
27-Aug-2019 - 00:00,94.62,35.74,22.0,26.13,48.14,0.45,,25.35,28-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
28-Aug-2019 - 00:00,84.82,37.24,23.49,25.64,49.14,0.43,,27.01,29-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
29-Aug-2019 - 00:00,77.97,34.52,11.28,27.77,39.03,0.4,,28.99,30-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
30-Aug-2019 - 00:00,99.41,41.56,12.34,28.28,40.62,0.47,,27.66,31-Aug-2019 - 00:00,"Sector - 62, Noida - IMD"
31-Aug-2019 - 00:00,113.2,53.81,14.74,27.9,42.63,0.57,,33.2,01-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
01-Sep-2019 - 00:00,,22.9,1.85,29.76,30.45,0.42,,28.06,02-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
02-Sep-2019 - 00:00,198.03,68.1,7.7,27.32,33.64,0.53,,34.0,03-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
03-Sep-2019 - 00:00,133.27,50.52,14.03,22.09,35.85,0.6,,32.56,04-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
04-Sep-2019 - 00:00,149.19,56.11,11.04,22.92,33.15,0.6,,28.22,05-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
05-Sep-2019 - 00:00,87.59,26.8,10.4,21.97,31.87,0.46,,25.5,06-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
06-Sep-2019 - 00:00,88.26,29.91,8.72,22.4,30.38,0.46,,25.42,07-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
07-Sep-2019 - 00:00,77.92,27.49,8.99,22.28,30.53,0.46,,24.55,08-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
08-Sep-2019 - 00:00,77.43,28.3,8.37,22.49,29.69,0.44,,26.46,09-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
09-Sep-2019 - 00:00,141.25,52.93,8.67,22.59,30.65,0.51,,38.26,10-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
10-Sep-2019 - 00:00,170.86,65.89,9.49,22.86,31.21,0.64,,45.94,11-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
11-Sep-2019 - 00:00,194.41,75.51,13.76,21.75,35.22,0.75,,34.84,12-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
12-Sep-2019 - 00:00,113.12,41.13,15.15,20.63,35.79,0.73,,19.81,13-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
13-Sep-2019 - 00:00,83.27,27.71,16.06,20.12,36.17,0.64,,19.68,14-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
14-Sep-2019 - 00:00,68.56,23.24,20.2,19.08,39.28,0.61,,19.63,15-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
15-Sep-2019 - 00:00,79.05,32.26,22.36,18.93,41.28,0.69,,19.89,16-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
16-Sep-2019 - 00:00,176.35,72.71,34.34,17.17,51.51,0.87,,33.85,17-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
17-Sep-2019 - 00:00,159.93,77.38,35.07,17.06,52.13,0.86,,45.4,18-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
18-Sep-2019 - 00:00,88.12,32.32,31.71,17.49,49.2,0.65,,37.62,19-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
19-Sep-2019 - 00:00,57.66,20.66,31.95,17.04,49.0,0.6,,36.22,20-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
20-Sep-2019 - 00:00,89.73,34.79,31.95,17.56,49.51,0.7,,36.43,21-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
21-Sep-2019 - 00:00,88.08,35.91,33.83,17.34,51.16,0.72,,35.32,22-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
22-Sep-2019 - 00:00,59.15,24.56,31.77,17.69,49.46,0.68,,25.6,23-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
23-Sep-2019 - 00:00,74.23,30.6,28.68,18.25,46.93,0.66,,32.81,24-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
24-Sep-2019 - 00:00,86.19,33.53,28.45,18.27,46.72,0.69,,42.2,25-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
25-Sep-2019 - 00:00,86.6,31.65,29.19,17.89,47.08,0.7,,31.49,26-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
26-Sep-2019 - 00:00,64.44,21.54,28.23,17.84,46.06,0.59,0.0,26.69,27-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
27-Sep-2019 - 00:00,49.47,15.66,27.9,17.8,45.69,0.55,,26.92,28-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
28-Sep-2019 - 00:00,63.54,22.93,27.89,17.79,45.68,0.57,,27.21,29-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
29-Sep-2019 - 00:00,42.4,14.5,26.87,17.69,44.56,0.55,,30.59,30-Sep-2019 - 00:00,"Sector - 62, Noida - IMD"
30-Sep-2019 - 00:00,77.9,26.6,29.79,17.65,47.44,0.66,,31.9,01-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
01-Oct-2019 - 00:00,80.78,29.57,31.19,17.35,48.54,0.7,,33.32,02-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
02-Oct-2019 - 00:00,88.51,36.62,30.08,17.94,48.01,0.77,,37.19,03-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
03-Oct-2019 - 00:00,189.14,71.06,25.49,19.98,44.61,1.09,,51.71,04-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
04-Oct-2019 - 00:00,119.33,51.28,22.94,19.87,42.81,0.84,,49.73,05-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
05-Oct-2019 - 00:00,126.73,42.18,21.65,20.06,41.62,0.82,,52.64,06-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
06-Oct-2019 - 00:00,163.56,61.88,20.94,20.14,40.96,0.85,,45.66,07-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
07-Oct-2019 - 00:00,162.87,57.69,22.13,19.99,42.07,0.84,,41.94,08-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
08-Oct-2019 - 00:00,125.79,43.58,56.74,15.2,62.71,16.87,,49.09,09-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
09-Oct-2019 - 00:00,174.12,72.26,71.05,18.44,82.56,24.23,0.0,40.48,10-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
10-Oct-2019 - 00:00,231.68,103.19,44.64,19.89,58.3,0.63,0.0,52.96,11-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
11-Oct-2019 - 00:00,275.16,126.4,20.72,16.31,36.58,1.46,,92.41,12-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
12-Oct-2019 - 00:00,275.97,123.96,16.34,14.47,30.81,1.82,,92.2,13-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
13-Oct-2019 - 00:00,384.43,167.41,21.35,15.06,36.41,1.9,3.45,78.74,14-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
14-Oct-2019 - 00:00,300.92,139.26,20.53,16.87,37.39,0.77,,69.46,15-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
15-Oct-2019 - 00:00,331.02,157.5,27.16,16.19,43.35,1.03,,50.89,16-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
16-Oct-2019 - 00:00,288.48,151.43,11.66,11.83,23.4,0.72,,45.41,17-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
17-Oct-2019 - 00:00,242.4,112.15,6.66,8.94,15.6,0.52,,52.08,18-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
18-Oct-2019 - 00:00,207.38,80.75,5.61,7.96,13.57,0.44,,55.46,19-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
19-Oct-2019 - 00:00,204.91,89.45,7.65,14.15,21.8,0.58,,79.97,20-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
20-Oct-2019 - 00:00,216.24,97.76,6.77,12.93,19.7,0.56,,47.36,21-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
21-Oct-2019 - 00:00,261.95,126.83,5.85,12.81,18.66,0.49,3.44,48.52,22-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
22-Oct-2019 - 00:00,234.71,98.21,15.49,14.9,30.38,0.71,,34.76,23-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
23-Oct-2019 - 00:00,319.88,120.72,35.67,16.4,52.08,1.23,,44.86,24-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
24-Oct-2019 - 00:00,361.74,174.1,17.11,16.81,33.92,1.05,,45.72,25-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
25-Oct-2019 - 00:00,280.71,117.32,15.42,11.82,27.24,0.79,,45.6,26-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
26-Oct-2019 - 00:00,260.45,141.03,10.47,12.0,22.47,0.8,,43.81,27-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
27-Oct-2019 - 00:00,371.47,265.46,30.87,13.86,44.73,1.58,,37.7,28-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
28-Oct-2019 - 00:00,507.43,347.71,23.26,16.46,39.72,1.61,,36.99,29-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
29-Oct-2019 - 00:00,653.81,401.04,42.43,21.79,64.23,2.97,,53.14,30-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
30-Oct-2019 - 00:00,587.47,353.25,58.92,18.31,77.23,3.6,,23.11,31-Oct-2019 - 00:00,"Sector - 62, Noida - IMD"
31-Oct-2019 - 00:00,646.62,396.94,82.63,19.76,102.39,4.29,,23.89,01-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
01-Nov-2019 - 00:00,696.08,448.46,39.12,23.6,62.72,3.03,,31.45,02-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
02-Nov-2019 - 00:00,541.52,370.5,18.96,16.86,35.83,1.66,,24.28,03-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
03-Nov-2019 - 00:00,617.9,553.85,16.19,14.57,30.76,2.74,,19.7,04-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
04-Nov-2019 - 00:00,408.42,347.15,18.28,13.36,31.64,1.47,,21.18,05-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
05-Nov-2019 - 00:00,378.87,245.89,18.6,12.75,31.36,1.29,,27.08,06-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
06-Nov-2019 - 00:00,234.06,122.98,32.0,12.97,44.97,0.99,,25.25,07-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
07-Nov-2019 - 00:00,309.9,212.7,10.66,14.15,24.81,1.07,,20.1,08-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
08-Nov-2019 - 00:00,314.94,185.38,16.99,16.05,33.05,1.13,,36.13,09-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
09-Nov-2019 - 00:00,234.2,139.19,11.4,13.13,24.53,0.65,,26.88,10-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
10-Nov-2019 - 00:00,374.02,243.92,7.67,15.61,23.29,0.91,,34.63,11-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
11-Nov-2019 - 00:00,429.76,357.93,8.69,17.83,26.52,1.26,,52.37,12-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
12-Nov-2019 - 00:00,655.04,473.44,9.98,22.18,32.15,1.66,,62.22,13-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
13-Nov-2019 - 00:00,607.61,408.46,18.47,24.02,42.5,2.21,,58.7,14-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
14-Nov-2019 - 00:00,628.06,387.09,27.68,21.39,49.07,3.12,,80.97,15-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
15-Nov-2019 - 00:00,553.09,317.42,35.03,8.46,43.49,2.78,,31.34,16-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
16-Nov-2019 - 00:00,258.7,134.43,15.3,5.91,21.21,0.88,,31.54,17-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
17-Nov-2019 - 00:00,162.1,84.34,5.48,5.45,10.93,0.51,,17.49,18-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
18-Nov-2019 - 00:00,199.56,109.76,11.81,6.47,18.28,1.01,,21.74,19-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
19-Nov-2019 - 00:00,286.26,205.71,25.06,8.16,33.21,1.48,,17.87,20-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
20-Nov-2019 - 00:00,361.52,230.25,55.4,9.9,65.29,2.65,,32.49,21-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
21-Nov-2019 - 00:00,390.61,246.47,55.12,10.58,65.7,2.89,,31.18,22-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
22-Nov-2019 - 00:00,367.68,212.14,22.1,11.84,33.21,1.5,,59.51,23-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
23-Nov-2019 - 00:00,241.99,108.57,17.47,8.89,26.36,1.03,,28.41,24-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
24-Nov-2019 - 00:00,280.23,78.32,13.33,7.31,20.64,0.77,,16.79,25-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
25-Nov-2019 - 00:00,187.7,89.44,14.32,7.44,21.76,0.77,,27.38,26-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
26-Nov-2019 - 00:00,207.93,89.47,16.16,6.45,22.6,0.85,,17.66,27-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
27-Nov-2019 - 00:00,123.1,55.84,8.94,4.88,13.82,0.54,,17.41,28-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
28-Nov-2019 - 00:00,48.34,23.21,6.73,3.7,10.43,0.4,,18.11,29-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
29-Nov-2019 - 00:00,97.62,45.96,10.47,4.97,15.43,0.58,,23.3,30-Nov-2019 - 00:00,"Sector - 62, Noida - IMD"
30-Nov-2019 - 00:00,162.91,69.6,12.06,7.11,19.17,0.74,,21.71,01-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
01-Dec-2019 - 00:00,185.86,88.99,15.77,6.75,22.52,0.78,,3.58,02-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
02-Dec-2019 - 00:00,228.13,109.72,20.53,7.08,27.6,0.94,,3.05,03-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
03-Dec-2019 - 00:00,299.56,135.17,22.63,6.55,29.18,1.3,,25.25,04-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
04-Dec-2019 - 00:00,323.95,171.8,36.54,10.5,47.04,1.74,,49.51,05-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
05-Dec-2019 - 00:00,501.58,311.6,38.85,17.12,55.98,2.4,,113.54,06-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
06-Dec-2019 - 00:00,410.68,241.55,19.7,14.77,34.48,1.58,,102.05,07-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
07-Dec-2019 - 00:00,381.16,235.67,29.14,14.88,44.01,1.81,,101.52,08-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
08-Dec-2019 - 00:00,423.8,274.94,57.51,16.65,74.17,2.59,,92.78,09-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
09-Dec-2019 - 00:00,393.58,234.25,41.45,18.44,59.88,2.27,,101.62,10-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
10-Dec-2019 - 00:00,456.95,229.16,39.3,21.31,59.92,2.65,0.0,66.81,11-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
11-Dec-2019 - 00:00,470.46,125.26,36.58,19.25,55.83,2.86,,50.38,12-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
12-Dec-2019 - 00:00,450.97,280.45,13.19,13.74,26.93,1.4,,42.66,13-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
13-Dec-2019 - 00:00,123.82,100.16,7.21,6.63,13.84,0.69,,37.53,14-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
14-Dec-2019 - 00:00,132.28,76.9,10.77,8.73,19.5,0.8,,38.77,15-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
15-Dec-2019 - 00:00,160.35,101.1,13.75,10.87,24.61,0.76,,30.67,16-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
16-Dec-2019 - 00:00,142.87,92.37,7.63,8.81,16.45,0.67,,9.49,17-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
17-Dec-2019 - 00:00,162.17,105.98,10.58,7.73,18.31,0.79,,16.37,18-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
18-Dec-2019 - 00:00,243.07,158.61,11.22,13.32,24.54,0.94,,28.7,19-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
19-Dec-2019 - 00:00,401.42,266.58,22.93,14.83,37.76,1.73,,10.38,20-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
20-Dec-2019 - 00:00,700.71,469.63,41.85,24.11,65.96,3.73,,60.98,21-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
21-Dec-2019 - 00:00,476.3,313.13,22.51,19.49,41.99,1.89,,41.69,22-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
22-Dec-2019 - 00:00,245.08,159.37,7.21,11.96,19.17,0.96,,15.05,23-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
23-Dec-2019 - 00:00,295.61,208.32,15.58,14.48,30.06,1.39,,36.97,24-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
24-Dec-2019 - 00:00,486.57,288.79,18.33,20.95,39.29,1.72,,50.17,25-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
25-Dec-2019 - 00:00,283.83,166.76,12.01,13.93,25.94,1.02,,6.86,26-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
26-Dec-2019 - 00:00,350.32,211.7,8.24,16.2,24.43,1.04,,19.99,27-Dec-2019 - 00:00,"Sector - 62, Noida - IMD"
