from date,PM10,PM2.5,NO2,NO,NOx,CO,to date,station
16-Jul-2019 - 00:00,82.81,22.58,,,,0.11,17-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Jul-2019 - 00:00,78.45,21.47,,,,0.1,18-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Jul-2019 - 00:00,69.29,24.71,,,,0.08,19-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Jul-2019 - 00:00,66.75,22.61,,,,0.08,20-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Jul-2019 - 00:00,58.44,29.49,,,,0.07,21-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Jul-2019 - 00:00,43.77,20.8,,,,0.05,22-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Jul-2019 - 00:00,54.52,33.27,,,,0.06,23-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Jul-2019 - 00:00,75.0,27.63,,,,0.08,24-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Jul-2019 - 00:00,41.39,27.58,,,,0.06,25-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Jul-2019 - 00:00,27.2,8.15,,,,,26-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Jul-2019 - 00:00,37.14,10.43,,,,,27-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Jul-2019 - 00:00,30.21,27.12,,,,,28-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Jul-2019 - 00:00,35.33,19.25,,,,,29-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Jul-2019 - 00:00,30.88,15.38,,,,,30-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Jul-2019 - 00:00,30.52,13.7,,,,0.05,31-Jul-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Jul-2019 - 00:00,29.75,15.28,,,,,01-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Aug-2019 - 00:00,16.38,4.16,,,,,02-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Aug-2019 - 00:00,32.79,17.47,,,,0.04,03-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Aug-2019 - 00:00,29.25,15.86,,,,0.03,04-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Aug-2019 - 00:00,23.79,9.26,,,,0.02,05-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Aug-2019 - 00:00,23.38,9.52,,,,0.03,06-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Aug-2019 - 00:00,23.7,10.48,,,,0.03,07-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Aug-2019 - 00:00,20.42,8.12,,,,0.96,08-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Aug-2019 - 00:00,26.29,10.14,,,,0.03,09-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Aug-2019 - 00:00,13.32,3.46,,,,1.05,10-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Aug-2019 - 00:00,34.17,12.34,,,,2.52,11-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Aug-2019 - 00:00,33.24,11.26,,,,0.04,12-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Aug-2019 - 00:00,43.92,16.58,,,,0.03,13-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Aug-2019 - 00:00,26.06,10.02,,,,0.03,14-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Aug-2019 - 00:00,23.77,10.0,,,,0.03,15-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Aug-2019 - 00:00,14.88,4.62,,,,0.43,16-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Aug-2019 - 00:00,26.06,8.42,,,,0.03,17-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Aug-2019 - 00:00,21.23,4.89,,,,0.21,18-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Aug-2019 - 00:00,31.43,8.76,,,,0.03,19-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Aug-2019 - 00:00,29.76,12.84,,,,0.03,20-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Aug-2019 - 00:00,30.51,13.15,14.95,10.56,25.51,,21-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Aug-2019 - 00:00,36.91,16.35,14.82,10.55,25.37,,22-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Aug-2019 - 00:00,37.54,17.08,14.77,10.55,25.3,,23-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Aug-2019 - 00:00,62.54,34.73,14.72,10.54,25.28,,24-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Aug-2019 - 00:00,20.43,8.52,14.73,10.54,25.27,,25-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Aug-2019 - 00:00,27.81,15.07,14.72,10.5,25.26,,26-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Aug-2019 - 00:00,27.83,15.67,14.83,10.47,25.27,0.04,27-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Aug-2019 - 00:00,22.79,12.02,,,,,28-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Aug-2019 - 00:00,19.96,8.36,,,,0.01,29-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Aug-2019 - 00:00,29.92,14.08,,,,0.02,30-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Aug-2019 - 00:00,32.0,15.16,,,,,31-Aug-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Aug-2019 - 00:00,61.09,19.85,,,,0.03,01-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Sep-2019 - 00:00,41.83,22.38,,,,0.08,02-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Sep-2019 - 00:00,45.82,25.33,,,,0.13,03-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Sep-2019 - 00:00,34.59,19.07,,,,,04-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Sep-2019 - 00:00,44.58,17.62,,,,0.23,05-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Sep-2019 - 00:00,39.2,18.3,,,,,06-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Sep-2019 - 00:00,53.46,24.46,,,,,07-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Sep-2019 - 00:00,43.89,20.6,,,,,08-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Sep-2019 - 00:00,,,,,,,09-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Sep-2019 - 00:00,26.0,6.81,,,,0.04,10-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Sep-2019 - 00:00,25.83,10.72,,,,0.04,11-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Sep-2019 - 00:00,23.04,9.62,,,,0.07,12-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Sep-2019 - 00:00,,6.84,,,,0.07,13-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Sep-2019 - 00:00,21.61,5.5,,,,0.07,14-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Sep-2019 - 00:00,18.09,4.51,,,,0.07,15-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Sep-2019 - 00:00,23.57,7.39,,,,0.08,16-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Sep-2019 - 00:00,26.01,7.75,,,,0.09,17-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Sep-2019 - 00:00,27.03,6.25,,,,0.09,18-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Sep-2019 - 00:00,20.98,5.78,,,,0.09,19-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Sep-2019 - 00:00,41.71,19.76,,,,0.1,20-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Sep-2019 - 00:00,45.28,18.79,,,,0.1,21-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Sep-2019 - 00:00,46.66,14.65,,,,0.1,22-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Sep-2019 - 00:00,20.45,5.04,,,,0.11,23-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Sep-2019 - 00:00,32.44,13.08,,,,0.11,24-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Sep-2019 - 00:00,38.55,18.93,,,,0.11,25-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Sep-2019 - 00:00,30.22,10.16,,,,0.12,26-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Sep-2019 - 00:00,20.08,6.9,,,,0.12,27-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Sep-2019 - 00:00,23.55,9.03,,,,0.13,28-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Sep-2019 - 00:00,15.08,4.07,,,,0.13,29-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Sep-2019 - 00:00,21.16,7.23,,,,0.13,30-Sep-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Sep-2019 - 00:00,36.01,12.12,,,,0.13,01-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Oct-2019 - 00:00,31.87,9.59,,,,0.13,02-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Oct-2019 - 00:00,17.55,15.77,,,,0.13,03-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Oct-2019 - 00:00,52.88,21.7,,,,0.13,04-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Oct-2019 - 00:00,74.42,34.43,,,,0.13,05-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Oct-2019 - 00:00,84.63,29.65,,,,0.13,06-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Oct-2019 - 00:00,88.98,36.22,,,,0.13,07-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Oct-2019 - 00:00,77.86,37.55,,,,0.12,08-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Oct-2019 - 00:00,96.37,41.85,,,,0.13,09-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Oct-2019 - 00:00,90.73,41.81,,,,0.13,10-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Oct-2019 - 00:00,106.0,45.93,,,,0.13,11-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Oct-2019 - 00:00,92.78,45.32,,,,0.13,12-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Oct-2019 - 00:00,75.71,40.44,,,,0.13,13-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Oct-2019 - 00:00,101.17,45.27,,,,0.14,14-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Oct-2019 - 00:00,105.23,42.51,,,,0.14,15-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Oct-2019 - 00:00,80.46,34.78,,,,0.14,16-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Oct-2019 - 00:00,102.9,54.66,,,,0.14,17-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Oct-2019 - 00:00,152.11,73.5,,,,0.14,18-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Oct-2019 - 00:00,152.61,90.88,26.11,17.81,23.83,0.13,19-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Oct-2019 - 00:00,145.76,105.01,14.72,10.47,25.19,0.14,20-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Oct-2019 - 00:00,110.81,88.91,14.75,10.51,25.25,0.14,21-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Oct-2019 - 00:00,151.05,102.11,14.72,10.5,25.21,0.14,22-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Oct-2019 - 00:00,186.57,99.85,14.78,10.5,25.27,0.14,23-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Oct-2019 - 00:00,119.68,65.56,14.8,10.54,25.29,0.14,24-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Oct-2019 - 00:00,104.35,58.8,15.2,10.44,25.37,0.18,25-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Oct-2019 - 00:00,,,,,,,26-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Oct-2019 - 00:00,,,,,,,27-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Oct-2019 - 00:00,,,,,,,28-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Oct-2019 - 00:00,,,,,,,29-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Oct-2019 - 00:00,,,,,,,30-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Oct-2019 - 00:00,,,,,,,31-Oct-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Oct-2019 - 00:00,,,,,,,01-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Nov-2019 - 00:00,,,,,,,02-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Nov-2019 - 00:00,,,,,,,03-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Nov-2019 - 00:00,,,,,,,04-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Nov-2019 - 00:00,,,,,,,05-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Nov-2019 - 00:00,,,,,,,06-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Nov-2019 - 00:00,173.96,41.83,15.23,10.55,25.78,0.17,07-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Nov-2019 - 00:00,101.01,59.07,14.72,10.35,25.06,0.16,08-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Nov-2019 - 00:00,106.58,60.58,14.74,10.33,25.04,0.16,09-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Nov-2019 - 00:00,154.77,104.05,14.64,10.31,25.0,0.16,10-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Nov-2019 - 00:00,129.2,81.11,14.98,10.32,25.29,0.17,11-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Nov-2019 - 00:00,166.4,74.25,14.92,10.28,25.14,0.17,12-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Nov-2019 - 00:00,164.82,68.91,14.9,10.37,25.25,0.17,13-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Nov-2019 - 00:00,116.97,62.24,14.68,10.35,25.07,0.17,14-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Nov-2019 - 00:00,140.7,73.88,15.07,10.31,25.2,0.17,15-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Nov-2019 - 00:00,188.07,88.46,14.89,10.41,25.27,0.18,16-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Nov-2019 - 00:00,179.61,94.59,14.81,10.33,25.09,0.18,17-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Nov-2019 - 00:00,134.47,80.36,14.81,10.28,24.95,0.17,18-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Nov-2019 - 00:00,129.41,54.08,14.54,10.35,24.9,0.18,19-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Nov-2019 - 00:00,116.14,56.22,14.87,10.3,25.04,0.18,20-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Nov-2019 - 00:00,161.33,66.05,14.99,10.34,25.32,0.18,21-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Nov-2019 - 00:00,136.55,63.29,14.96,10.4,25.44,0.18,22-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Nov-2019 - 00:00,126.89,63.99,14.86,10.38,25.3,0.18,23-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Nov-2019 - 00:00,133.95,75.81,14.76,10.33,25.18,0.18,24-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Nov-2019 - 00:00,134.55,81.54,14.9,10.3,25.11,0.18,25-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Nov-2019 - 00:00,118.41,63.53,14.85,10.38,25.23,0.18,26-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Nov-2019 - 00:00,152.36,57.79,14.94,10.33,25.3,0.18,27-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Nov-2019 - 00:00,176.67,79.91,14.85,10.33,25.11,0.18,28-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Nov-2019 - 00:00,155.86,62.61,14.93,10.34,25.23,0.19,29-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Nov-2019 - 00:00,139.64,83.18,14.92,10.35,25.27,0.18,30-Nov-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Nov-2019 - 00:00,121.69,76.05,14.85,10.32,25.16,0.18,01-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Dec-2019 - 00:00,109.97,67.17,14.83,10.3,25.06,0.18,02-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Dec-2019 - 00:00,123.97,83.59,14.93,10.36,25.36,0.18,03-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Dec-2019 - 00:00,133.74,73.37,14.92,10.4,25.31,0.19,04-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Dec-2019 - 00:00,90.23,45.18,14.87,10.38,25.24,0.19,05-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Dec-2019 - 00:00,109.9,60.27,15.02,10.42,25.49,0.2,06-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Dec-2019 - 00:00,136.47,90.56,14.94,10.37,25.32,0.2,07-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Dec-2019 - 00:00,149.7,104.24,16.5,9.97,27.01,0.19,08-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Dec-2019 - 00:00,,,,,,,09-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Dec-2019 - 00:00,,,,,,,10-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Dec-2019 - 00:00,,,,,,,11-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Dec-2019 - 00:00,366.0,142.13,15.08,10.18,25.18,0.18,12-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Dec-2019 - 00:00,129.18,86.27,14.9,10.28,25.23,0.18,13-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Dec-2019 - 00:00,57.36,34.36,15.36,10.19,25.47,0.17,14-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Dec-2019 - 00:00,69.09,44.35,15.23,10.22,25.41,0.17,15-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Dec-2019 - 00:00,76.22,52.83,15.39,10.22,25.55,0.17,16-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Dec-2019 - 00:00,75.11,49.36,15.1,10.36,25.46,0.25,17-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Dec-2019 - 00:00,117.33,68.33,15.14,10.3,25.45,0.27,18-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Dec-2019 - 00:00,117.35,83.14,15.13,10.35,25.54,0.26,19-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Dec-2019 - 00:00,118.42,87.67,14.85,10.34,25.15,0.27,20-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Dec-2019 - 00:00,165.84,89.3,14.93,10.27,25.16,0.27,21-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Dec-2019 - 00:00,172.0,90.5,15.08,10.25,25.4,0.27,22-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Dec-2019 - 00:00,122.32,83.09,15.17,10.3,25.51,0.27,23-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Dec-2019 - 00:00,104.21,58.75,15.3,10.27,25.58,0.28,24-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Dec-2019 - 00:00,109.53,78.71,15.22,10.28,25.83,0.28,25-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Dec-2019 - 00:00,73.09,65.18,15.54,10.13,25.7,0.26,26-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Dec-2019 - 00:00,,,,,,,27-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Dec-2019 - 00:00,,,,,,,28-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Dec-2019 - 00:00,,,,,,,29-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Dec-2019 - 00:00,,,,,,,30-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Dec-2019 - 00:00,127.66,92.53,14.43,10.64,25.07,0.31,31-Dec-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Dec-2019 - 00:00,122.0,92.0,15.07,10.37,25.44,0.28,01-Jan-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
