from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,to date,station
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
11-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
12-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
13-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
15-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
30-Aug-2019 - 00:00,15.33,26.51,23.17,2.4,25.51,12.38,1.83,0.37,24.46,19.44,34.18,1.55,3.06,1.83,30.5,76.03,0.52,145.35,0.02,997.15,200.36,31-Aug-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
31-Aug-2019 - 00:00,14.77,29.29,19.09,2.44,21.53,14.99,2.6,0.33,24.88,20.99,31.22,1.34,2.78,1.85,29.7,79.95,0.47,151.41,0.02,997.32,136.99,01-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
01-Sep-2019 - 00:00,22.06,42.89,25.08,2.44,27.52,10.58,2.23,0.48,,16.45,29.41,1.53,3.34,1.74,28.8,86.9,0.35,236.38,0.04,997.79,78.09,02-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
02-Sep-2019 - 00:00,10.32,23.0,23.79,4.21,28.0,28.38,1.91,0.42,19.01,36.02,35.72,2.51,5.15,3.4,28.75,83.84,0.61,161.0,0.02,996.74,174.63,03-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
03-Sep-2019 - 00:00,8.43,15.31,22.7,7.99,20.8,35.45,2.89,0.39,22.0,26.32,46.69,1.7,3.86,2.45,,87.16,0.76,137.73,0.03,997.2,329.56,04-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
04-Sep-2019 - 00:00,7.14,17.52,11.47,1.28,23.34,30.61,2.17,0.28,13.74,33.83,39.0,1.15,2.56,2.0,,98.72,0.46,153.68,0.05,995.9,37.65,05-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
05-Sep-2019 - 00:00,8.57,20.07,18.04,2.38,20.02,16.71,2.34,0.35,23.61,34.6,47.33,2.07,4.23,2.9,28.26,89.49,0.9,146.71,-0.0,995.84,106.97,06-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
06-Sep-2019 - 00:00,7.63,17.41,20.53,3.46,23.91,31.15,2.4,0.33,23.22,32.61,47.54,1.98,4.19,2.89,28.51,87.68,0.93,148.31,-0.01,994.78,116.59,07-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
07-Sep-2019 - 00:00,6.89,19.31,21.6,3.68,24.39,32.56,2.31,0.38,19.84,31.59,47.56,2.27,4.73,2.93,27.37,95.1,0.9,145.15,0.0,995.59,62.22,08-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
08-Sep-2019 - 00:00,9.55,19.55,22.8,3.85,25.62,15.04,2.05,0.36,18.86,16.64,31.16,1.36,3.01,1.47,27.48,94.64,0.57,142.38,0.01,997.71,78.29,09-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
09-Sep-2019 - 00:00,8.13,24.96,20.11,2.15,20.93,56.11,2.56,0.3,31.74,14.88,24.18,1.0,2.16,1.14,28.84,87.22,0.38,138.03,0.01,997.91,114.41,10-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
10-Sep-2019 - 00:00,14.56,31.69,13.95,2.12,16.07,50.29,3.37,0.31,35.13,13.96,29.19,0.87,1.78,1.0,29.44,85.43,0.31,154.04,0.02,998.17,95.8,11-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
11-Sep-2019 - 00:00,12.14,26.36,23.38,3.46,26.83,32.37,3.03,0.38,20.86,15.41,29.45,1.15,2.47,1.36,27.77,90.14,0.33,182.62,0.03,998.46,84.69,12-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
12-Sep-2019 - 00:00,13.14,24.18,23.79,6.16,29.69,40.36,3.3,0.39,14.75,16.06,27.55,1.09,2.49,1.28,26.35,95.39,0.47,149.8,0.01,999.48,60.69,13-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
13-Sep-2019 - 00:00,12.52,28.83,20.06,4.09,24.16,32.67,3.32,0.33,24.27,16.24,43.48,1.46,2.72,1.53,27.87,90.02,0.51,139.23,-0.01,,99.17,14-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
14-Sep-2019 - 00:00,15.63,36.55,19.0,3.74,22.74,22.54,3.57,0.31,39.63,15.53,34.29,0.94,2.05,1.16,28.83,85.9,0.43,141.66,0.01,,115.03,15-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
15-Sep-2019 - 00:00,19.73,38.32,14.83,4.09,18.92,11.92,5.73,0.27,46.9,13.83,29.08,0.67,1.5,0.78,29.64,80.17,0.3,143.9,0.01,999.9,127.98,16-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
16-Sep-2019 - 00:00,16.01,34.01,15.07,4.56,19.63,24.49,4.47,0.33,28.32,14.68,28.6,0.77,1.69,0.87,29.47,81.63,0.44,145.66,0.01,999.15,133.33,17-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
17-Sep-2019 - 00:00,16.46,32.19,14.03,4.96,19.12,22.65,3.81,0.35,16.94,13.72,27.37,0.88,1.88,1.0,29.63,78.1,0.64,136.16,0.01,,139.26,18-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
18-Sep-2019 - 00:00,12.22,23.44,14.48,4.31,18.79,10.92,4.28,0.36,18.17,22.95,32.88,1.63,3.39,2.27,28.71,84.27,0.71,154.43,0.02,,125.28,19-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
19-Sep-2019 - 00:00,8.25,17.75,13.4,4.24,17.63,6.78,3.84,0.29,15.7,16.61,25.91,0.98,2.22,1.24,29.36,80.95,0.45,154.85,0.03,,123.88,20-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
20-Sep-2019 - 00:00,13.39,33.02,31.64,9.65,41.3,10.17,4.47,0.53,17.94,32.27,34.01,2.74,6.39,3.87,28.79,84.41,0.25,228.58,0.04,,95.33,21-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
21-Sep-2019 - 00:00,20.96,45.06,28.1,9.06,35.05,11.65,5.51,0.51,20.73,28.14,34.84,2.57,6.14,4.04,27.42,86.71,0.3,243.88,0.04,,85.41,22-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
22-Sep-2019 - 00:00,16.38,29.84,20.02,4.39,24.41,9.74,4.19,0.44,30.81,19.54,27.46,1.33,3.04,1.62,28.03,83.4,0.42,165.07,0.04,,127.14,23-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
23-Sep-2019 - 00:00,10.15,23.97,17.49,4.54,22.03,9.71,4.24,0.4,27.81,27.56,33.71,1.67,4.4,2.67,28.4,84.45,0.85,149.54,0.0,,106.71,24-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
24-Sep-2019 - 00:00,10.56,24.2,15.83,5.46,21.29,12.16,3.97,0.29,13.29,21.99,34.09,2.11,3.85,2.7,25.92,93.48,0.92,142.68,-0.01,,83.53,25-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
25-Sep-2019 - 00:00,10.19,16.26,18.44,6.15,24.59,9.87,4.0,0.44,10.24,35.09,42.35,2.31,5.27,3.46,24.78,97.75,0.48,165.96,0.03,,55.33,26-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
26-Sep-2019 - 00:00,11.37,19.67,23.3,5.56,28.87,9.15,3.91,0.48,18.88,27.53,34.39,1.76,4.14,2.44,25.6,92.34,0.47,163.02,0.03,,98.09,27-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
27-Sep-2019 - 00:00,12.82,23.71,25.5,5.18,30.28,24.85,4.16,0.47,17.84,27.72,34.2,1.8,4.23,2.4,25.99,90.8,0.23,172.95,0.04,,88.08,28-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
28-Sep-2019 - 00:00,17.13,27.99,22.62,7.08,29.34,27.21,4.43,0.49,12.34,38.02,40.64,2.62,5.16,3.84,25.33,94.86,0.35,169.07,0.04,,74.44,29-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
29-Sep-2019 - 00:00,3.45,18.42,21.4,3.07,24.43,16.13,3.49,0.38,19.34,20.0,28.62,1.27,2.83,1.43,25.32,92.46,0.48,145.03,0.03,,89.97,30-Sep-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
30-Sep-2019 - 00:00,2.89,19.27,20.37,5.24,25.63,18.26,3.8,0.37,17.93,15.8,25.64,1.28,2.64,1.4,26.13,89.99,0.38,157.44,0.02,,103.33,01-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
01-Oct-2019 - 00:00,48.6,141.46,35.58,7.19,42.19,22.85,6.77,0.61,43.29,49.33,30.51,3.47,7.12,4.94,29.61,72.57,0.55,284.76,0.04,,132.62,02-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
02-Oct-2019 - 00:00,65.34,306.69,33.48,4.16,39.08,13.19,5.25,0.61,43.55,27.07,30.86,3.24,7.09,3.97,29.46,78.0,0.3,225.94,0.04,,68.99,03-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
03-Oct-2019 - 00:00,43.48,111.37,35.02,5.74,40.47,37.83,4.53,0.57,26.73,23.64,30.28,2.07,6.49,3.09,28.05,82.72,0.31,160.62,0.03,,102.54,04-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
04-Oct-2019 - 00:00,33.78,89.35,20.99,4.18,24.61,35.35,5.85,0.43,45.61,19.63,27.32,1.23,4.05,1.86,28.79,81.73,0.25,165.28,0.03,,110.13,05-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
05-Oct-2019 - 00:00,41.86,92.04,31.79,11.43,43.75,20.91,3.79,0.68,41.13,26.85,36.61,2.53,8.06,3.43,28.0,87.24,0.28,171.69,0.03,,128.95,06-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
06-Oct-2019 - 00:00,50.41,117.88,27.13,4.9,30.91,13.65,3.83,0.52,30.65,24.12,37.67,2.02,7.44,4.36,28.08,84.92,0.24,180.42,0.04,,86.7,07-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
07-Oct-2019 - 00:00,41.95,137.46,26.73,6.62,33.36,10.44,4.54,0.56,34.3,22.88,35.35,1.88,5.98,2.93,26.57,88.09,0.34,200.35,0.04,,78.48,08-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
08-Oct-2019 - 00:00,27.27,111.11,23.68,9.19,32.25,10.04,3.93,0.52,26.88,30.19,38.69,2.1,7.0,3.19,27.28,82.4,0.55,161.53,0.02,,121.81,09-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
09-Oct-2019 - 00:00,12.3,82.02,14.94,6.37,21.24,10.44,4.17,0.33,19.98,23.58,35.06,1.2,4.14,2.15,25.27,94.8,0.37,183.65,0.02,,89.89,10-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
10-Oct-2019 - 00:00,25.63,163.41,24.94,18.99,45.36,8.42,4.79,0.78,20.09,60.77,55.23,3.48,12.45,7.33,26.45,86.72,0.29,279.92,0.05,,100.62,11-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
11-Oct-2019 - 00:00,52.37,84.69,29.28,29.23,49.41,9.46,6.23,1.0,27.56,62.89,71.52,5.59,18.41,11.05,27.3,83.59,0.3,242.67,0.03,,95.75,12-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
12-Oct-2019 - 00:00,54.6,76.64,31.02,17.78,46.37,8.97,4.32,1.0,47.01,56.03,62.2,5.09,16.62,9.22,27.94,78.26,0.23,210.85,0.03,,105.0,13-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
13-Oct-2019 - 00:00,79.72,105.48,41.98,7.32,49.36,8.4,7.42,0.82,49.22,34.03,36.64,3.57,9.38,5.49,28.0,78.2,0.28,264.07,0.03,,65.83,14-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
14-Oct-2019 - 00:00,84.66,104.84,43.21,6.83,50.11,10.27,7.71,0.67,63.15,22.78,21.3,2.83,9.58,5.62,28.14,66.36,0.38,288.54,0.04,,103.03,15-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
15-Oct-2019 - 00:00,85.24,112.81,38.28,6.53,44.84,12.29,6.59,0.64,65.31,7.87,2.94,2.65,9.73,6.1,28.38,65.32,0.35,255.13,0.03,,111.29,16-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
16-Oct-2019 - 00:00,74.3,87.43,37.37,7.38,44.79,12.46,4.79,0.66,34.56,8.33,3.42,2.93,9.89,5.23,26.81,82.1,0.19,213.12,0.04,,81.0,17-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
17-Oct-2019 - 00:00,58.83,67.76,44.68,13.48,58.21,11.35,5.64,0.78,21.65,7.71,2.89,5.87,16.85,11.81,26.27,90.36,0.2,242.92,0.04,,71.6,18-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
18-Oct-2019 - 00:00,67.95,85.17,52.39,29.34,78.76,12.91,6.16,0.99,51.68,14.35,5.13,9.14,24.98,17.4,28.02,80.53,0.26,186.82,0.04,,101.63,19-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
19-Oct-2019 - 00:00,79.67,127.49,45.77,19.92,60.92,14.45,5.03,0.79,46.81,8.46,3.64,4.57,14.02,7.22,28.79,77.3,0.26,207.59,0.03,,89.13,20-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
20-Oct-2019 - 00:00,93.09,124.27,47.12,10.55,57.58,12.84,5.81,0.84,42.88,7.23,3.32,2.98,10.1,4.94,28.74,73.98,0.23,233.55,0.03,,90.07,21-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
21-Oct-2019 - 00:00,113.22,150.45,45.55,7.08,52.7,13.32,9.02,0.71,47.2,7.97,3.09,3.56,12.96,9.51,28.39,77.28,0.46,307.88,0.05,,92.26,22-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
22-Oct-2019 - 00:00,95.49,142.71,54.02,12.04,66.14,12.77,8.72,0.81,43.76,8.82,3.2,4.26,15.52,10.46,28.26,76.05,0.33,271.42,0.04,,87.93,23-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
23-Oct-2019 - 00:00,86.26,142.99,48.43,6.64,55.14,16.23,8.48,0.73,41.0,9.5,1.86,3.81,13.55,8.77,26.85,82.21,0.32,234.73,0.03,,69.96,24-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
24-Oct-2019 - 00:00,34.93,87.03,31.9,6.71,38.64,21.21,3.72,0.41,35.62,4.97,0.52,1.66,5.95,3.19,22.9,96.1,0.35,214.08,-0.02,,50.43,25-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
25-Oct-2019 - 00:00,20.96,65.63,24.1,8.61,32.75,20.61,4.55,0.4,26.48,3.31,0.46,1.61,5.44,3.09,22.41,98.06,0.8,179.95,-0.01,,53.7,26-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
26-Oct-2019 - 00:00,55.06,84.46,32.76,10.47,43.27,16.69,7.13,0.64,18.24,5.22,1.1,3.54,13.37,9.7,23.37,91.91,0.43,305.31,0.05,,73.36,27-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
27-Oct-2019 - 00:00,97.58,112.62,36.32,16.09,52.47,18.8,12.13,0.73,30.2,5.53,2.42,4.17,16.59,8.77,25.16,81.71,0.34,296.31,0.05,,97.1,28-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
28-Oct-2019 - 00:00,75.47,123.76,39.5,10.88,50.43,28.09,11.14,0.63,43.51,5.43,2.18,3.07,11.42,6.87,25.36,75.32,0.43,295.5,0.05,759.0,101.24,29-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
29-Oct-2019 - 00:00,105.48,150.3,45.32,10.73,56.1,32.72,7.44,0.62,42.37,6.64,2.69,3.44,12.07,6.74,25.29,74.12,0.42,281.39,0.04,891.6,114.07,30-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
30-Oct-2019 - 00:00,98.43,157.42,47.55,15.68,63.28,32.94,5.61,0.76,43.56,7.52,3.09,3.81,12.95,8.17,25.62,75.96,0.39,274.76,0.04,,109.06,31-Oct-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
31-Oct-2019 - 00:00,56.63,141.42,61.48,20.89,81.95,38.51,9.38,1.02,41.87,10.25,3.41,4.29,15.29,9.96,25.54,75.01,0.35,267.07,0.04,,99.11,01-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
01-Nov-2019 - 00:00,59.02,174.28,60.04,20.03,78.51,35.42,8.41,1.07,47.16,10.01,3.05,4.92,18.14,12.08,25.9,75.36,0.37,261.63,0.04,,92.67,02-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
02-Nov-2019 - 00:00,72.46,143.14,55.41,9.87,65.37,42.36,9.43,0.85,46.66,7.77,2.93,3.65,11.71,7.23,26.58,70.67,0.54,315.22,0.05,733.5,92.06,03-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
03-Nov-2019 - 00:00,72.95,123.95,48.41,10.85,59.32,42.93,6.41,0.69,41.95,6.65,2.96,3.51,13.3,7.94,26.65,70.67,0.43,303.96,0.04,,92.34,04-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
04-Nov-2019 - 00:00,76.71,129.9,61.93,29.01,90.5,28.78,6.17,0.99,40.4,9.28,3.68,4.08,13.78,7.78,26.27,73.62,0.34,261.29,0.04,,86.23,05-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
05-Nov-2019 - 00:00,133.82,223.86,75.3,15.17,89.93,33.4,9.17,1.18,51.07,10.71,2.96,5.12,17.2,12.34,26.38,70.82,0.45,290.92,0.04,,86.95,06-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
06-Nov-2019 - 00:00,167.11,261.93,66.97,13.47,80.55,42.76,9.3,1.21,59.55,10.39,2.01,3.8,14.39,9.89,25.6,61.53,0.42,307.23,0.04,,85.98,07-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
07-Nov-2019 - 00:00,96.94,166.35,75.67,12.92,88.76,56.82,10.66,0.8,46.16,10.14,2.12,3.67,12.93,6.74,24.86,62.13,0.34,301.66,0.04,,83.03,08-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
08-Nov-2019 - 00:00,57.63,97.6,40.11,9.67,49.83,50.43,3.7,0.43,29.96,6.4,0.79,2.17,6.61,3.4,23.57,84.36,0.52,210.66,-0.03,,55.41,09-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
09-Nov-2019 - 00:00,14.57,38.47,19.29,8.36,27.69,46.6,2.92,0.3,32.18,2.68,0.23,0.79,2.56,1.15,22.52,97.6,0.56,206.51,-0.12,,57.04,10-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
10-Nov-2019 - 00:00,29.76,54.2,24.32,9.36,33.69,30.55,4.25,0.42,39.58,2.81,0.66,1.49,5.37,2.86,24.27,87.48,1.05,314.02,0.03,998.66,92.01,11-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
11-Nov-2019 - 00:00,37.15,93.74,41.55,34.73,76.33,25.34,5.77,0.85,6.84,10.17,4.86,4.98,17.79,9.95,24.36,85.34,0.5,289.2,0.04,,110.64,12-Nov-2019 - 00:00,"Ballygunge, Kolkata - WBPCB"
