from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
04-Dec-2019 - 00:00,125.56,229.99,63.73,43.74,107.5,23.37,28.0,0.65,46.52,16.06,0.74,144.0,4.71,3.28,20.97,62.53,0.54,166.38,-0.02,,81.07,0.0,05-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
05-Dec-2019 - 00:00,98.27,211.28,53.92,24.01,77.94,19.58,26.22,0.68,38.05,9.74,0.53,164.94,3.03,1.76,20.72,70.8,0.39,193.21,0.02,,85.24,0.0,06-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
06-Dec-2019 - 00:00,84.45,174.1,46.44,24.74,71.2,20.05,23.46,0.82,24.08,12.93,0.61,164.35,3.69,2.17,21.33,76.27,0.33,126.43,0.08,,65.12,0.0,07-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
07-Dec-2019 - 00:00,87.61,202.69,39.99,17.3,55.08,22.22,23.07,1.08,37.71,22.64,1.08,172.86,6.86,5.24,23.14,68.12,0.37,102.29,0.05,,74.23,0.0,08-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
08-Dec-2019 - 00:00,90.51,210.24,42.55,15.89,54.12,19.83,32.93,0.76,22.86,24.73,1.14,174.98,7.52,5.35,24.11,64.61,0.22,201.39,0.06,,75.81,0.0,09-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
09-Dec-2019 - 00:00,74.81,164.39,37.89,6.82,43.12,16.44,23.57,0.67,38.38,10.4,0.59,159.29,3.45,2.03,22.61,64.84,0.45,130.66,-0.0,,73.26,0.0,10-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
10-Dec-2019 - 00:00,69.46,158.49,39.36,11.1,47.3,16.14,16.97,0.63,47.05,8.43,0.48,148.73,2.72,1.56,21.85,57.54,0.48,92.17,0.02,,69.71,0.0,11-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
11-Dec-2019 - 00:00,83.2,179.33,32.02,3.08,34.8,16.9,20.16,0.64,51.41,14.42,0.51,144.57,2.94,1.69,22.07,67.84,0.59,102.39,0.01,,62.81,0.0,12-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
12-Dec-2019 - 00:00,76.96,155.91,26.7,4.2,30.91,15.67,15.67,0.63,49.16,12.73,0.42,136.26,2.27,1.34,22.11,76.8,0.74,88.43,-0.04,,64.9,0.0,13-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
13-Dec-2019 - 00:00,103.26,204.85,26.57,3.17,29.74,16.91,17.2,0.76,60.41,11.31,0.43,155.79,2.23,1.34,22.28,74.45,0.61,85.98,-0.0,,64.17,0.0,14-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
14-Dec-2019 - 00:00,141.64,290.61,38.59,10.93,46.99,14.75,22.09,1.12,38.4,15.75,0.57,166.04,3.4,1.97,22.68,77.61,0.3,136.11,0.05,,59.94,0.0,15-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
15-Dec-2019 - 00:00,95.88,184.84,25.77,4.42,29.38,13.19,16.76,0.66,46.62,10.07,0.43,137.54,2.31,1.4,21.39,78.99,0.72,96.72,-0.04,,68.31,0.0,16-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
16-Dec-2019 - 00:00,66.66,139.01,27.21,4.41,31.5,12.78,23.66,0.52,36.62,6.36,0.35,130.51,1.75,1.21,21.23,72.19,0.64,98.02,-0.04,,71.73,0.0,17-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
17-Dec-2019 - 00:00,78.09,166.37,41.52,10.61,50.88,16.43,22.82,0.52,36.35,7.04,0.35,122.39,1.91,1.33,20.73,73.27,0.54,193.16,0.0,,61.64,0.0,18-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
18-Dec-2019 - 00:00,78.92,163.12,47.14,11.23,58.49,15.72,24.0,0.47,41.08,4.95,0.26,114.1,1.29,0.88,17.79,70.01,0.45,229.21,0.02,,76.6,0.0,19-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
19-Dec-2019 - 00:00,84.47,176.01,53.34,17.51,70.89,17.07,26.28,0.46,37.87,5.32,0.23,100.51,1.15,0.79,15.75,67.06,0.39,226.78,0.03,,80.55,0.0,20-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
20-Dec-2019 - 00:00,120.13,240.4,61.26,39.23,100.54,22.85,23.09,0.88,39.53,10.79,0.45,127.48,2.42,1.86,15.39,71.86,0.36,189.82,0.04,,76.22,0.0,21-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
21-Dec-2019 - 00:00,152.21,274.67,55.63,33.88,89.55,29.03,24.3,0.76,41.97,14.43,0.58,112.94,3.36,2.58,15.97,79.45,0.69,109.35,-0.05,,66.06,0.0,22-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
22-Dec-2019 - 00:00,141.59,254.84,46.17,7.45,53.66,22.5,15.26,0.88,36.77,8.27,0.26,91.14,1.35,0.91,15.3,85.75,0.77,108.35,-0.07,,65.0,0.0,23-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
23-Dec-2019 - 00:00,148.63,279.02,46.55,7.15,53.74,25.88,16.7,0.82,44.4,8.9,0.29,94.1,1.48,0.94,17.5,80.91,0.83,92.41,-0.09,,62.58,0.0,24-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
24-Dec-2019 - 00:00,161.14,316.02,53.38,22.97,76.39,24.78,23.02,1.13,44.77,10.05,0.4,111.23,2.43,2.1,17.14,78.79,0.72,97.76,-0.05,,69.72,0.0,25-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
25-Dec-2019 - 00:00,134.64,263.73,68.24,53.15,121.44,28.84,17.75,1.17,43.15,15.31,0.69,145.17,4.28,2.61,18.29,72.09,0.54,94.58,0.0,,65.56,0.0,26-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
26-Dec-2019 - 00:00,115.95,216.0,45.25,9.42,54.71,23.35,18.32,0.54,43.98,9.68,0.4,109.7,2.27,1.46,16.09,78.88,0.81,92.44,-0.07,,40.43,0.07,27-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
27-Dec-2019 - 00:00,89.42,168.41,41.56,8.72,50.3,20.89,22.74,0.59,45.37,4.7,0.19,90.32,0.91,0.69,15.13,83.51,0.65,166.71,-0.03,,66.09,0.02,28-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
28-Dec-2019 - 00:00,123.95,252.53,59.2,23.13,82.37,22.24,26.27,0.71,32.9,6.19,0.23,97.88,1.15,0.76,14.91,79.33,0.38,273.14,0.05,,79.34,0.0,29-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
29-Dec-2019 - 00:00,106.13,201.24,64.46,32.74,96.1,26.26,27.24,0.69,39.26,6.06,0.28,103.26,1.45,0.86,16.12,68.6,0.44,213.62,0.01,,85.8,0.0,30-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
30-Dec-2019 - 00:00,136.22,284.65,67.91,65.1,133.06,30.81,26.61,1.12,31.26,8.8,0.4,103.3,2.3,1.55,15.81,74.23,0.33,173.45,0.04,,76.24,0.0,31-Dec-2019 - 00:00,"Belur Math, Howrah - WBPCB"
31-Dec-2019 - 00:00,299.8,613.5,96.55,177.85,274.45,50.7,15.1,0.88,6.22,26.09,1.44,158.94,10.18,9.92,13.64,92.03,0.11,209.32,0.08,,24.64,0.0,01-Jan-2020 - 00:00,"Belur Math, Howrah - WBPCB"
