from date,NO2,SO2,CO,PM10,PM2.5,to date,station
06-Jul-2019 - 00:00,1.56,5.12,0.23,59.58,35.93,07-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Jul-2019 - 00:00,1.28,4.98,0.21,60.67,32.12,08-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Jul-2019 - 00:00,1.04,4.83,0.26,73.34,43.21,09-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Jul-2019 - 00:00,2.97,4.35,0.2,74.62,40.57,10-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Jul-2019 - 00:00,4.99,5.08,0.17,99.94,60.03,11-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Jul-2019 - 00:00,4.63,4.71,0.24,96.25,54.15,12-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Jul-2019 - 00:00,5.72,5.05,0.2,151.0,87.08,13-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Jul-2019 - 00:00,5.35,4.84,0.22,118.17,60.93,14-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Jul-2019 - 00:00,5.71,4.83,0.2,74.52,38.54,15-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Jul-2019 - 00:00,6.49,5.21,0.22,82.86,47.07,16-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Jul-2019 - 00:00,6.08,4.6,0.24,54.41,33.96,17-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Jul-2019 - 00:00,6.3,4.95,0.18,56.29,31.96,18-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Jul-2019 - 00:00,5.71,5.08,0.2,66.49,34.79,19-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Jul-2019 - 00:00,7.12,5.18,0.22,83.51,42.53,20-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Jul-2019 - 00:00,5.77,5.93,0.26,81.37,42.05,21-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Jul-2019 - 00:00,1.5,5.85,0.21,67.05,41.42,22-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Jul-2019 - 00:00,7.5,4.27,0.23,74.03,38.05,23-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Jul-2019 - 00:00,12.54,4.57,0.12,70.32,44.45,24-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Jul-2019 - 00:00,12.77,4.45,0.16,85.94,53.64,25-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Jul-2019 - 00:00,13.02,4.16,0.17,47.6,30.7,26-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Jul-2019 - 00:00,12.81,4.31,0.13,57.8,28.36,27-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Jul-2019 - 00:00,13.07,4.69,0.14,55.04,24.01,28-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Jul-2019 - 00:00,12.87,5.17,0.12,45.13,22.18,29-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Jul-2019 - 00:00,13.0,5.11,0.15,69.84,29.84,30-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Jul-2019 - 00:00,12.29,6.25,0.22,54.84,25.1,31-Jul-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Jul-2019 - 00:00,12.15,8.32,0.13,53.57,18.74,01-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Aug-2019 - 00:00,13.32,8.46,0.12,92.27,32.67,02-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Aug-2019 - 00:00,12.46,8.43,0.12,67.04,25.67,03-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Aug-2019 - 00:00,12.55,8.9,0.13,68.07,28.22,04-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Aug-2019 - 00:00,11.87,8.74,0.15,61.49,30.07,05-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Aug-2019 - 00:00,12.17,8.6,0.15,65.45,31.17,06-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Aug-2019 - 00:00,11.97,8.3,0.17,64.26,28.67,07-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Aug-2019 - 00:00,11.73,8.38,0.16,90.64,38.73,08-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Aug-2019 - 00:00,11.86,8.65,0.14,54.63,26.89,09-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Aug-2019 - 00:00,11.49,8.03,0.24,75.46,26.95,10-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Aug-2019 - 00:00,12.46,8.23,0.16,93.21,35.97,11-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Aug-2019 - 00:00,11.84,8.35,0.13,49.16,25.23,12-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Aug-2019 - 00:00,12.66,8.53,0.27,115.77,42.95,13-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Aug-2019 - 00:00,12.17,8.44,0.24,50.28,23.35,14-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Aug-2019 - 00:00,11.61,8.6,0.22,40.01,20.4,15-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Aug-2019 - 00:00,12.12,8.13,0.24,55.61,25.63,16-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Aug-2019 - 00:00,12.15,7.59,0.14,42.47,18.93,17-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Aug-2019 - 00:00,12.97,8.48,0.17,69.0,27.02,18-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Aug-2019 - 00:00,13.49,9.28,0.21,10.35,7.25,19-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Aug-2019 - 00:00,13.95,8.54,0.14,37.71,13.77,20-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Aug-2019 - 00:00,14.24,8.92,0.19,70.52,17.8,21-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Aug-2019 - 00:00,14.29,8.51,0.17,66.95,30.13,22-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Aug-2019 - 00:00,14.78,8.35,0.13,104.46,39.04,23-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Aug-2019 - 00:00,17.03,8.26,0.18,83.23,41.02,24-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Aug-2019 - 00:00,15.06,8.45,0.17,55.73,31.83,25-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Aug-2019 - 00:00,14.14,8.4,0.18,41.44,20.14,26-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Aug-2019 - 00:00,14.0,8.48,0.22,87.07,31.68,27-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Aug-2019 - 00:00,9.49,8.8,0.24,118.01,52.22,28-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Aug-2019 - 00:00,9.85,8.7,0.25,104.72,44.73,29-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Aug-2019 - 00:00,10.17,8.2,0.24,78.28,40.64,30-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Aug-2019 - 00:00,9.37,8.39,0.24,63.05,34.46,31-Aug-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Aug-2019 - 00:00,10.86,8.39,0.23,86.62,45.84,01-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Sep-2019 - 00:00,9.05,8.15,0.24,83.76,41.76,02-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Sep-2019 - 00:00,10.02,8.75,0.24,57.74,32.94,03-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Sep-2019 - 00:00,8.99,8.75,0.23,56.05,30.83,04-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Sep-2019 - 00:00,9.27,8.01,0.26,64.21,34.96,05-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Sep-2019 - 00:00,9.01,7.73,0.22,50.07,28.49,06-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Sep-2019 - 00:00,9.35,8.74,0.25,76.11,34.42,07-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Sep-2019 - 00:00,8.32,8.69,0.24,70.35,39.1,08-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Sep-2019 - 00:00,9.72,8.67,0.24,55.36,31.72,09-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Sep-2019 - 00:00,8.46,8.12,0.25,69.08,40.23,10-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Sep-2019 - 00:00,9.32,8.29,0.24,73.99,40.3,11-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Sep-2019 - 00:00,9.05,8.5,0.24,78.78,44.08,12-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Sep-2019 - 00:00,8.84,8.41,0.23,86.01,50.83,13-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Sep-2019 - 00:00,10.09,8.27,0.23,54.56,33.18,14-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Sep-2019 - 00:00,7.86,8.68,0.25,62.75,34.89,15-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Sep-2019 - 00:00,8.31,8.66,0.22,63.12,33.94,16-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Sep-2019 - 00:00,7.69,8.24,0.24,59.74,30.73,17-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Sep-2019 - 00:00,8.0,8.29,0.23,136.97,66.73,18-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Sep-2019 - 00:00,7.62,8.57,0.27,104.88,57.51,19-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Sep-2019 - 00:00,8.1,7.71,0.23,52.67,28.61,20-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Sep-2019 - 00:00,7.31,9.05,0.23,89.14,42.57,21-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Sep-2019 - 00:00,7.89,10.72,0.26,410.39,32.85,22-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Sep-2019 - 00:00,8.13,7.77,0.24,124.04,52.83,23-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Sep-2019 - 00:00,8.05,8.63,0.23,65.22,34.02,24-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Sep-2019 - 00:00,7.37,8.98,0.29,71.99,39.3,25-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Sep-2019 - 00:00,8.58,8.39,0.26,69.87,43.53,26-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Sep-2019 - 00:00,9.18,8.12,0.27,64.8,32.32,27-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Sep-2019 - 00:00,7.88,8.24,0.25,58.71,29.21,28-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Sep-2019 - 00:00,7.72,8.43,0.23,74.83,35.26,29-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Sep-2019 - 00:00,8.52,7.98,0.25,57.97,22.41,30-Sep-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Sep-2019 - 00:00,10.72,8.49,0.23,70.61,30.09,01-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Oct-2019 - 00:00,7.86,8.17,0.24,67.13,27.01,02-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Oct-2019 - 00:00,8.15,8.48,0.24,104.1,40.27,03-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Oct-2019 - 00:00,8.21,8.51,0.26,90.34,38.96,04-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Oct-2019 - 00:00,7.53,8.1,0.26,59.52,29.57,05-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Oct-2019 - 00:00,7.44,8.62,0.23,84.14,37.46,06-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Oct-2019 - 00:00,7.42,8.5,0.24,66.78,37.05,07-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Oct-2019 - 00:00,8.3,8.68,0.22,82.27,43.35,08-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Oct-2019 - 00:00,7.16,8.49,0.24,68.4,39.29,09-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Oct-2019 - 00:00,8.04,8.15,0.26,82.73,41.29,10-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Oct-2019 - 00:00,8.29,8.59,0.25,108.06,53.03,11-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Oct-2019 - 00:00,6.01,9.77,0.25,152.12,65.8,12-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Oct-2019 - 00:00,5.19,10.66,0.25,117.54,55.41,13-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Oct-2019 - 00:00,5.79,9.82,0.22,99.54,47.47,14-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Oct-2019 - 00:00,5.16,10.04,0.23,116.21,53.83,15-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Oct-2019 - 00:00,5.35,10.3,0.27,115.48,53.59,16-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Oct-2019 - 00:00,5.35,9.52,0.25,137.67,56.67,17-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Oct-2019 - 00:00,5.97,9.33,0.22,126.79,54.72,18-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Oct-2019 - 00:00,5.29,10.19,0.24,134.27,56.57,19-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Oct-2019 - 00:00,6.38,10.17,0.25,101.28,51.24,20-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Oct-2019 - 00:00,5.15,10.48,0.21,114.83,55.18,21-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Oct-2019 - 00:00,6.32,10.13,0.24,79.49,46.8,22-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Oct-2019 - 00:00,5.17,9.34,0.25,84.59,43.32,23-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Oct-2019 - 00:00,5.24,9.97,0.23,109.55,54.76,24-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Oct-2019 - 00:00,5.33,10.29,0.24,132.57,61.82,25-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Oct-2019 - 00:00,5.99,10.45,0.21,112.67,64.57,26-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Oct-2019 - 00:00,6.0,10.2,0.19,111.58,70.68,27-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Oct-2019 - 00:00,5.93,10.2,0.22,75.37,56.01,28-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Oct-2019 - 00:00,6.11,9.9,0.21,84.18,60.01,29-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Oct-2019 - 00:00,7.17,10.16,0.21,142.39,89.38,30-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Oct-2019 - 00:00,8.23,10.21,0.23,184.6,122.62,31-Oct-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Oct-2019 - 00:00,6.13,9.97,0.25,199.13,130.88,01-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Nov-2019 - 00:00,8.53,10.22,0.23,153.24,112.72,02-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Nov-2019 - 00:00,8.15,9.97,0.24,182.43,130.38,03-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Nov-2019 - 00:00,3.77,12.89,0.25,152.16,115.92,04-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Nov-2019 - 00:00,2.19,9.7,0.23,111.96,70.19,05-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Nov-2019 - 00:00,1.45,10.36,0.24,160.38,95.76,06-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Nov-2019 - 00:00,1.93,8.3,0.22,297.49,103.42,07-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Nov-2019 - 00:00,2.99,8.34,0.24,108.65,60.69,08-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Nov-2019 - 00:00,3.55,9.35,0.22,153.32,73.01,09-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Nov-2019 - 00:00,3.29,10.01,0.25,183.96,88.86,10-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Nov-2019 - 00:00,3.55,9.41,0.23,240.2,115.58,11-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Nov-2019 - 00:00,3.62,9.38,0.25,216.27,112.25,12-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Nov-2019 - 00:00,3.67,10.34,0.24,221.43,112.38,13-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Nov-2019 - 00:00,3.73,9.27,0.24,218.26,105.38,14-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Nov-2019 - 00:00,3.79,9.86,0.22,203.32,119.18,15-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Nov-2019 - 00:00,3.57,10.04,0.25,116.72,75.49,16-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Nov-2019 - 00:00,3.1,10.13,0.26,142.99,81.67,17-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Nov-2019 - 00:00,3.4,9.69,0.22,98.21,55.57,18-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Nov-2019 - 00:00,3.45,10.59,0.26,,49.48,19-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Nov-2019 - 00:00,3.58,10.38,0.2,221.0,101.09,20-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Nov-2019 - 00:00,3.79,9.74,0.22,209.17,95.4,21-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Nov-2019 - 00:00,3.9,9.89,0.26,203.21,111.51,22-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Nov-2019 - 00:00,3.95,9.91,0.27,186.0,99.64,23-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Nov-2019 - 00:00,3.98,10.15,0.25,150.83,83.39,24-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Nov-2019 - 00:00,3.83,10.16,0.24,185.71,92.04,25-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Nov-2019 - 00:00,4.02,9.63,0.2,222.1,115.48,26-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Nov-2019 - 00:00,4.14,9.63,0.27,159.6,83.24,27-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Nov-2019 - 00:00,4.17,10.08,0.26,144.77,66.04,28-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Nov-2019 - 00:00,3.63,11.35,0.27,100.39,42.55,29-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Nov-2019 - 00:00,3.29,10.13,0.24,127.91,57.7,30-Nov-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Nov-2019 - 00:00,3.76,11.04,0.25,148.6,65.32,01-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
01-Dec-2019 - 00:00,3.71,9.12,0.26,129.99,67.25,02-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
02-Dec-2019 - 00:00,4.79,12.31,0.33,144.51,77.43,03-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
03-Dec-2019 - 00:00,4.9,10.09,0.23,160.64,94.92,04-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
04-Dec-2019 - 00:00,5.23,10.29,0.24,163.81,98.81,05-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
05-Dec-2019 - 00:00,5.08,10.49,0.23,133.38,77.86,06-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
06-Dec-2019 - 00:00,4.87,10.9,0.22,129.83,72.79,07-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
07-Dec-2019 - 00:00,4.73,11.09,0.28,132.78,66.19,08-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
08-Dec-2019 - 00:00,4.2,9.57,0.25,138.33,71.04,09-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
09-Dec-2019 - 00:00,4.31,10.24,0.26,124.12,70.27,10-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
10-Dec-2019 - 00:00,4.47,10.04,0.23,121.43,64.89,11-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
11-Dec-2019 - 00:00,4.65,10.42,0.21,123.05,73.96,12-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
12-Dec-2019 - 00:00,4.57,10.49,0.2,122.35,72.59,13-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
13-Dec-2019 - 00:00,4.79,10.0,0.26,59.82,20.57,14-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
14-Dec-2019 - 00:00,4.94,7.35,0.3,68.56,28.6,15-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
15-Dec-2019 - 00:00,5.25,3.62,0.19,122.16,52.34,16-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
16-Dec-2019 - 00:00,5.7,5.44,0.29,85.84,44.2,17-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
17-Dec-2019 - 00:00,5.48,10.36,0.21,72.3,40.76,18-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
18-Dec-2019 - 00:00,5.62,10.31,0.22,74.01,39.43,19-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
19-Dec-2019 - 00:00,5.67,10.41,0.22,85.12,51.27,20-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
20-Dec-2019 - 00:00,5.73,9.91,0.21,104.28,72.71,21-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
21-Dec-2019 - 00:00,5.53,10.46,0.26,85.41,52.42,22-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
22-Dec-2019 - 00:00,5.53,10.36,0.2,85.63,52.13,23-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
23-Dec-2019 - 00:00,5.48,10.39,0.26,84.4,42.36,24-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
24-Dec-2019 - 00:00,5.6,10.63,0.22,94.13,56.76,25-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
25-Dec-2019 - 00:00,5.9,9.7,0.23,87.21,38.72,26-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
26-Dec-2019 - 00:00,6.17,10.25,0.24,75.83,42.79,27-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
27-Dec-2019 - 00:00,6.11,11.17,0.22,73.41,43.42,28-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
28-Dec-2019 - 00:00,5.87,9.82,0.26,115.86,76.35,29-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
29-Dec-2019 - 00:00,5.98,11.24,0.22,87.4,55.38,30-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
30-Dec-2019 - 00:00,6.05,10.5,0.29,110.17,71.16,31-Dec-2019 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
31-Dec-2019 - 00:00,6.09,11.43,0.24,221.64,101.87,01-Jan-2020 - 00:00,"Ratanpura, Rupnagar - Ambuja Cements"
