from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
20-Nov-2019 - 00:00,74.05,49.92,16.83,52.43,21.43,2.22,45.23,243.2,127.5,4.53,5.84,2.13,1.64,0.64,55.04,1.09,174.66,128.96,,21-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Nov-2019 - 00:00,88.2,64.81,23.36,51.27,22.8,2.14,55.55,257.81,120.54,4.03,5.92,2.16,0.36,0.39,50.39,0.92,130.08,106.2,,22-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Nov-2019 - 00:00,90.18,67.04,24.84,45.67,17.4,2.18,53.16,263.29,128.81,2.06,5.87,1.13,0.01,0.2,52.92,0.95,141.47,110.78,,23-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Nov-2019 - 00:00,73.48,54.4,19.96,50.78,11.63,2.16,25.84,205.81,106.7,2.17,2.45,1.09,0.01,0.25,56.68,1.41,282.09,75.9,,24-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Nov-2019 - 00:00,59.23,36.69,7.17,51.41,10.85,2.18,37.14,179.61,96.25,1.42,0.7,0.31,0.01,0.09,62.64,1.57,290.44,87.22,,25-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Nov-2019 - 00:00,77.05,56.65,20.44,42.73,10.72,2.32,38.01,192.49,94.43,2.33,2.64,0.61,0.01,0.17,59.85,0.79,155.2,100.08,,26-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Nov-2019 - 00:00,69.9,57.73,26.45,42.42,20.04,1.84,29.14,207.8,90.01,3.52,4.25,0.91,1.45,0.19,50.81,1.42,137.95,96.36,,27-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Nov-2019 - 00:00,58.63,42.58,14.91,47.66,12.23,1.29,32.48,131.99,59.98,1.93,3.35,0.46,,0.15,67.04,1.74,123.72,79.42,,28-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Nov-2019 - 00:00,41.12,24.35,3.57,51.51,18.21,0.75,44.77,112.52,49.07,0.79,0.94,0.16,0.01,0.05,67.71,2.95,83.99,90.8,,29-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Nov-2019 - 00:00,55.87,47.72,23.11,47.65,9.45,1.0,32.61,107.79,50.21,1.26,1.9,0.43,,0.13,77.0,1.14,264.75,107.23,,30-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Nov-2019 - 00:00,50.84,35.75,11.46,47.0,3.63,0.99,27.68,108.19,61.64,1.0,0.82,0.23,0.01,0.07,91.08,1.5,294.75,79.9,,01-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Dec-2019 - 00:00,65.48,44.24,12.58,45.08,7.86,1.01,36.0,146.71,84.27,1.4,0.62,0.2,,0.06,73.28,1.36,257.29,123.87,,02-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Dec-2019 - 00:00,63.71,43.02,12.14,43.54,7.64,1.02,38.68,176.61,92.88,1.45,0.67,0.21,0.01,0.06,64.73,1.79,243.19,134.01,,03-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Dec-2019 - 00:00,64.65,41.72,10.15,38.0,6.52,1.11,38.87,161.47,85.8,2.02,1.13,0.59,,0.14,54.97,1.75,237.98,148.16,,04-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Dec-2019 - 00:00,68.92,93.11,81.21,29.61,22.62,2.02,32.12,277.1,145.68,5.02,3.74,0.89,0.01,0.36,45.23,1.1,164.22,40.39,,05-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Dec-2019 - 00:00,73.44,61.77,31.89,33.24,12.04,1.71,29.22,287.89,164.64,3.55,2.84,0.97,0.01,0.24,58.33,1.15,205.48,100.41,,06-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Dec-2019 - 00:00,76.39,62.27,27.88,42.79,9.24,1.73,39.82,280.44,165.12,3.91,2.71,0.58,0.01,0.18,76.88,1.06,270.61,98.74,,07-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Dec-2019 - 00:00,74.36,52.53,17.06,38.38,7.93,1.84,40.77,273.95,161.01,4.21,2.98,0.85,0.01,0.27,75.09,0.84,243.48,112.53,,08-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Dec-2019 - 00:00,81.63,53.5,25.04,38.23,12.36,2.06,28.35,259.8,146.9,4.45,1.67,0.35,,0.17,71.81,0.86,244.93,94.24,,09-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Dec-2019 - 00:00,72.02,56.23,23.23,41.53,10.47,2.08,30.29,279.4,162.85,5.43,2.39,0.64,0.01,0.28,74.88,1.05,219.96,101.86,,10-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Dec-2019 - 00:00,72.48,49.58,15.89,46.94,14.2,1.83,31.08,275.29,157.05,5.59,7.07,3.1,1.34,2.07,69.57,0.98,192.95,130.26,,11-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Dec-2019 - 00:00,75.09,55.99,18.6,51.09,19.39,1.96,54.27,344.82,195.12,6.79,9.68,5.59,,2.93,71.8,1.1,136.58,79.3,,12-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Dec-2019 - 00:00,52.62,29.1,4.04,54.92,17.48,1.55,68.5,286.5,168.28,4.76,4.39,1.56,,0.89,74.77,2.15,125.42,70.47,,13-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Dec-2019 - 00:00,38.08,16.78,4.25,55.26,40.06,0.72,26.97,122.28,47.34,1.29,1.72,0.26,,0.21,93.25,2.38,304.02,3.42,,14-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Dec-2019 - 00:00,61.48,44.16,17.86,47.33,13.72,1.05,26.33,114.26,63.54,2.07,4.93,1.39,0.23,1.04,88.23,0.97,274.33,67.27,,15-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Dec-2019 - 00:00,46.83,37.06,17.27,46.29,11.61,1.48,13.63,127.46,75.37,2.74,3.17,0.85,0.19,0.67,97.28,1.22,265.52,87.13,,16-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Dec-2019 - 00:00,38.51,26.71,8.59,43.94,9.99,1.42,22.31,99.15,60.22,1.63,3.12,0.4,0.17,0.4,95.62,2.22,294.69,46.29,,17-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Dec-2019 - 00:00,41.81,28.54,9.75,41.31,11.27,1.7,21.53,123.71,73.63,1.87,2.48,0.48,,0.56,92.46,1.64,286.41,53.01,,18-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Dec-2019 - 00:00,52.68,62.28,43.35,39.61,7.88,2.37,20.02,147.53,80.29,3.79,4.65,3.28,,2.17,95.94,0.98,226.36,85.12,,19-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Dec-2019 - 00:00,58.77,67.5,45.96,47.57,9.64,2.83,12.79,247.49,153.09,7.48,13.75,12.94,,5.17,98.49,0.84,188.77,79.2,,20-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Dec-2019 - 00:00,63.81,62.87,36.82,47.28,11.26,2.13,7.83,244.95,136.3,7.27,18.35,10.23,0.74,4.1,99.13,0.72,229.12,44.68,,21-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Dec-2019 - 00:00,52.99,42.43,20.96,49.99,12.75,1.74,7.36,200.68,115.83,5.63,14.67,3.3,0.31,2.29,99.17,1.04,257.19,46.98,,22-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Dec-2019 - 00:00,39.55,30.31,13.68,49.75,10.77,1.4,14.44,142.22,83.68,3.64,5.53,0.7,0.29,0.75,99.29,1.43,297.98,74.63,,23-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Dec-2019 - 00:00,35.91,35.38,20.73,44.1,11.33,1.37,21.51,125.7,74.42,3.69,3.52,1.0,0.38,0.91,99.45,1.46,285.08,74.45,,24-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Dec-2019 - 00:00,56.25,38.69,11.08,45.17,11.28,1.69,20.15,255.06,147.21,4.83,7.47,3.44,0.48,1.59,97.59,1.24,203.56,96.86,,25-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Dec-2019 - 00:00,39.18,33.85,17.15,43.32,11.18,1.32,12.81,142.8,84.92,3.51,6.33,1.02,0.29,0.88,99.31,1.7,290.56,66.82,,26-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Dec-2019 - 00:00,47.55,54.39,36.86,39.57,10.63,1.56,15.43,189.84,115.99,4.26,5.3,3.0,0.56,1.65,97.59,1.2,227.92,82.17,,27-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Dec-2019 - 00:00,55.47,60.09,38.79,41.43,12.44,1.88,18.96,237.99,146.67,6.07,10.39,5.2,1.13,2.66,96.13,0.75,217.76,95.49,,28-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Dec-2019 - 00:00,45.73,56.34,42.5,40.68,12.55,1.87,12.54,191.4,115.05,5.62,6.48,2.75,0.3,1.71,99.17,0.74,230.44,59.86,,29-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Dec-2019 - 00:00,75.97,59.37,28.55,40.6,19.95,2.36,16.11,380.39,225.79,7.89,12.23,4.63,,2.26,97.71,0.74,227.69,74.29,,30-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Dec-2019 - 00:00,43.94,29.83,7.98,45.15,11.18,2.17,12.55,237.74,132.07,7.48,8.13,3.24,,1.58,99.2,1.61,148.3,36.65,,31-Dec-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Dec-2019 - 00:00,24.41,13.35,0.75,50.53,9.5,1.34,23.47,211.4,124.12,3.88,1.75,0.44,,0.23,99.13,2.64,149.54,0.0,,01-Jan-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
