from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
23-Jan-2019 - 00:00,767.7,123.52,211.86,0.0,93.05,53.02,237.29,0.75,0.48,0.39,0.74,0.78,8.1,0.83,0.64,12.42,21.9,64.28,86.38,36.04,24-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Jan-2019 - 00:00,764.05,210.69,352.81,0.04,86.8,58.54,243.69,0.92,0.53,0.39,0.72,0.74,8.48,0.8,0.67,13.84,37.8,53.99,84.25,67.84,25-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Jan-2019 - 00:00,764.17,97.4,204.33,0.01,80.08,73.66,276.31,1.11,0.47,0.36,0.72,0.69,9.39,0.85,0.25,13.2,17.38,47.04,61.58,67.5,26-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Jan-2019 - 00:00,766.11,126.66,228.54,0.0,64.3,94.71,301.53,1.14,0.47,0.42,0.75,0.84,13.99,0.85,0.45,17.16,32.58,90.55,123.11,64.86,27-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Jan-2019 - 00:00,763.85,100.29,345.58,0.0,68.53,70.6,287.94,1.07,0.54,0.31,0.68,0.7,8.96,0.75,0.34,21.12,52.35,131.62,170.45,53.05,28-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Jan-2019 - 00:00,763.62,96.8,223.33,0.0,57.72,97.1,292.25,1.36,0.75,0.21,0.51,0.59,10.39,1.94,0.54,13.51,18.56,30.91,49.62,57.2,29-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Jan-2019 - 00:00,761.94,84.81,205.0,0.0,50.75,93.43,277.9,1.09,4.69,0.29,1.31,1.92,13.24,0.85,0.67,16.07,33.38,68.81,94.52,50.98,30-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Jan-2019 - 00:00,757.76,111.41,316.96,0.0,53.25,82.73,183.64,0.46,1.41,0.25,2.47,3.08,17.63,0.15,1.04,18.13,29.29,77.11,106.4,41.93,31-Jan-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Jan-2019 - 00:00,759.73,114.09,206.63,0.0,63.93,38.28,136.55,0.41,1.79,0.18,1.93,1.69,18.8,0.08,1.08,15.99,3.86,45.86,45.96,46.88,01-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Feb-2019 - 00:00,765.04,136.71,207.53,0.0,76.94,71.59,217.55,1.07,1.37,0.08,0.7,0.71,15.5,0.12,0.97,17.5,21.92,52.62,74.46,42.94,02-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Feb-2019 - 00:00,765.47,163.96,326.85,0.0,93.21,45.43,292.63,1.33,1.62,0.08,1.02,1.09,9.84,0.17,0.95,20.99,49.92,85.68,129.56,58.4,03-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Feb-2019 - 00:00,766.65,127.69,547.59,0.0,84.58,48.92,252.78,0.89,1.44,0.08,0.71,0.79,11.59,0.07,0.9,15.17,26.74,54.28,80.96,27.17,04-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Feb-2019 - 00:00,765.95,131.98,272.02,0.0,75.8,80.67,176.79,0.54,2.95,0.36,3.81,4.84,13.71,0.22,1.27,21.09,25.82,51.64,73.48,27.42,05-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Feb-2019 - 00:00,761.07,146.82,358.12,0.0,72.49,71.52,113.71,0.39,2.27,0.27,3.04,3.99,22.3,0.22,1.06,19.76,6.7,47.21,53.91,28.26,06-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Feb-2019 - 00:00,756.0,73.22,245.81,0.01,73.88,78.21,127.35,0.5,1.25,0.16,1.55,1.52,25.98,0.05,0.83,20.56,4.06,40.84,44.89,33.26,07-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Feb-2019 - 00:00,754.0,44.5,134.99,0.0,83.57,30.35,147.83,0.69,0.73,0.05,0.58,0.53,15.53,0.21,0.67,19.48,9.16,39.64,48.79,45.0,08-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Feb-2019 - 00:00,760.48,106.18,304.22,0.0,62.39,93.88,241.02,1.23,1.11,0.19,1.64,1.62,11.34,1.13,0.55,26.6,43.87,85.47,125.75,67.64,09-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Feb-2019 - 00:00,762.81,90.45,307.19,0.0,65.08,99.95,270.26,1.33,1.0,0.17,1.15,1.28,13.09,1.01,0.5,19.94,31.1,64.35,90.23,53.1,10-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Feb-2019 - 00:00,764.13,80.51,384.35,0.0,70.87,23.1,143.83,0.4,1.38,0.17,1.45,3.38,4.24,0.45,0.27,30.16,38.61,123.3,77.48,37.58,11-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Feb-2019 - 00:00,764.32,162.72,310.6,0.0,66.43,66.06,167.67,0.58,2.23,0.3,2.33,2.28,12.4,0.96,0.86,28.39,28.12,99.72,119.64,55.91,12-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Feb-2019 - 00:00,764.24,169.5,263.24,0.0,61.99,86.51,139.26,0.48,2.04,0.34,2.91,3.2,3.9,0.95,1.13,26.3,10.88,59.57,69.06,56.87,13-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Feb-2019 - 00:00,763.33,135.9,312.43,0.0,67.85,72.41,129.68,0.48,2.45,0.3,3.53,5.25,12.33,1.39,1.22,25.69,6.06,54.25,60.02,41.04,14-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Feb-2019 - 00:00,758.79,98.71,187.99,0.02,69.88,66.24,116.06,0.63,1.27,0.04,0.54,0.51,14.53,0.28,0.89,21.18,1.24,27.16,28.41,34.73,15-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Feb-2019 - 00:00,759.56,140.04,222.87,0.0,81.3,38.87,241.66,1.12,1.64,0.1,0.98,2.37,6.49,0.93,1.2,26.11,18.74,51.15,69.86,52.5,16-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Feb-2019 - 00:00,761.36,116.62,188.1,0.01,85.62,62.07,298.17,1.46,1.08,0.08,0.93,0.87,10.58,0.81,0.78,26.27,24.13,64.15,85.51,44.24,17-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Feb-2019 - 00:00,758.38,94.52,156.72,0.0,75.52,101.45,258.81,0.9,1.22,0.07,0.83,0.99,20.97,0.45,0.69,17.98,17.77,48.98,66.63,26.32,18-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Feb-2019 - 00:00,753.38,107.4,177.16,0.0,64.97,90.17,132.72,0.59,1.09,0.09,1.0,1.25,28.01,0.38,0.71,12.21,3.51,25.87,29.38,31.18,19-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Feb-2019 - 00:00,756.41,93.17,199.19,0.0,68.08,83.42,218.67,0.75,0.99,0.09,0.99,1.13,22.22,0.55,0.69,13.01,6.26,26.75,33.0,28.63,20-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Feb-2019 - 00:00,760.95,91.79,133.17,0.0,78.45,36.38,96.26,0.59,1.03,0.06,0.61,1.02,17.28,0.34,0.74,14.04,2.36,17.34,19.7,22.18,21-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Feb-2019 - 00:00,759.8,72.67,128.56,0.0,67.64,88.49,118.06,0.54,1.06,0.06,0.76,1.39,21.28,0.29,0.78,17.89,9.38,110.78,89.77,21.81,22-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Feb-2019 - 00:00,760.89,100.68,180.89,0.0,71.6,82.25,306.87,1.99,0.94,0.08,0.75,0.77,11.42,1.95,0.55,14.78,8.4,81.1,89.48,62.03,23-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Feb-2019 - 00:00,759.44,92.42,160.37,0.0,57.78,110.16,294.85,1.71,0.7,0.05,0.43,0.69,19.62,1.1,0.34,10.77,4.09,39.07,43.16,65.5,24-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Feb-2019 - 00:00,755.86,77.11,135.36,0.0,60.05,53.31,228.6,0.8,0.98,0.06,0.69,0.8,13.61,0.57,0.54,12.65,10.08,44.0,50.79,41.07,25-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Feb-2019 - 00:00,754.98,108.34,173.09,0.0,57.69,91.47,119.58,0.71,3.05,0.17,1.57,1.97,25.65,0.56,0.77,11.37,4.57,31.96,36.29,30.56,26-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Feb-2019 - 00:00,754.96,60.7,111.21,0.0,67.93,49.37,128.81,0.56,1.44,0.06,0.77,0.92,20.79,0.36,0.74,13.06,4.5,39.72,43.01,32.05,27-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Feb-2019 - 00:00,755.3,101.75,167.35,0.0,71.27,94.03,200.35,0.96,5.15,0.09,1.27,1.07,15.54,0.13,0.78,15.54,12.43,52.33,64.74,75.72,28-Feb-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Feb-2019 - 00:00,759.14,109.69,208.6,0.0,61.5,115.35,180.8,0.98,8.39,0.44,4.29,3.4,13.67,0.16,1.18,14.96,11.65,46.96,57.24,37.68,01-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Mar-2019 - 00:00,759.65,116.05,195.82,0.0,47.02,142.29,194.79,0.77,4.63,0.17,2.95,2.2,30.5,0.15,2.29,14.27,5.65,52.5,52.71,44.21,02-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Mar-2019 - 00:00,759.52,123.42,186.27,0.14,75.66,41.21,91.9,0.71,7.44,0.16,1.92,2.44,19.4,0.13,2.46,16.01,4.84,43.48,47.5,47.45,03-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Mar-2019 - 00:00,757.03,20.6,82.73,0.09,75.86,154.77,134.91,0.62,1.21,0.01,0.15,0.23,25.25,0.02,1.85,12.3,0.9,30.38,27.93,16.64,04-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Mar-2019 - 00:00,755.43,80.12,203.88,0.0,79.81,18.55,264.11,1.37,5.61,0.08,0.75,0.81,13.82,0.4,0.46,25.93,19.04,75.39,74.95,47.7,05-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Mar-2019 - 00:00,755.0,102.94,176.99,0.0,65.51,108.94,236.35,1.2,5.67,0.08,0.81,0.79,20.81,0.21,0.68,21.66,13.79,60.65,74.43,71.22,06-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Mar-2019 - 00:00,755.98,93.39,178.2,0.0,56.88,124.41,185.24,0.92,5.18,0.33,2.77,2.17,22.64,0.16,0.61,18.65,8.75,50.92,59.67,48.99,07-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Mar-2019 - 00:00,756.39,89.76,195.62,0.0,55.18,121.61,156.97,0.58,8.54,0.58,5.11,3.92,23.29,0.16,0.97,19.03,11.93,54.85,62.9,34.41,08-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Mar-2019 - 00:00,757.8,107.43,225.65,0.0,53.43,100.66,132.69,0.75,9.13,0.28,2.98,2.63,24.35,0.26,0.76,19.02,12.42,51.39,63.74,56.58,09-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Mar-2019 - 00:00,758.01,109.76,208.06,0.0,58.61,111.68,321.62,1.45,5.31,0.15,1.5,1.29,18.61,0.17,0.67,19.94,15.89,47.89,63.78,123.27,10-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Mar-2019 - 00:00,758.33,112.69,206.16,0.0,65.79,47.59,194.02,0.63,6.52,0.08,1.06,0.81,15.64,0.09,0.73,17.16,13.14,47.17,60.3,45.41,11-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Mar-2019 - 00:00,757.3,73.57,175.46,0.0,53.38,102.28,163.18,0.96,5.8,0.65,1.21,1.22,33.39,0.75,0.72,15.26,6.44,41.78,48.21,56.17,12-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Mar-2019 - 00:00,759.84,105.58,221.04,0.0,63.87,92.9,263.43,1.25,5.31,0.07,0.75,0.75,13.59,0.18,0.67,17.87,14.35,48.39,62.71,75.6,13-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Mar-2019 - 00:00,759.71,128.55,360.13,0.0,57.09,54.4,136.57,0.72,7.47,0.21,2.18,2.95,19.67,0.14,0.69,18.36,15.42,64.62,76.83,96.88,14-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Mar-2019 - 00:00,760.43,172.66,429.82,0.02,75.92,48.95,187.26,1.0,15.78,0.62,5.27,5.38,4.75,0.42,0.85,36.8,30.41,120.37,139.44,62.41,15-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Mar-2019 - 00:00,762.15,88.53,203.6,0.0,62.62,124.59,302.31,1.41,5.52,0.1,0.95,0.81,22.24,0.13,0.49,80.78,56.38,103.06,158.1,72.54,16-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Mar-2019 - 00:00,760.68,138.34,291.65,0.0,56.73,117.51,240.15,1.18,6.09,0.24,2.21,1.52,32.54,0.21,0.62,72.66,40.12,88.39,125.66,78.08,17-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Mar-2019 - 00:00,758.71,98.22,253.83,0.0,52.28,115.77,190.19,0.9,6.37,0.27,2.77,2.18,38.5,0.14,0.49,58.88,16.64,71.45,87.99,53.53,18-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Mar-2019 - 00:00,758.25,106.62,263.85,0.0,58.65,119.77,188.85,0.84,8.11,0.31,2.55,1.92,36.04,0.14,0.6,68.64,32.59,80.73,105.61,51.4,19-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Mar-2019 - 00:00,754.8,103.37,270.5,0.0,53.98,119.65,178.53,0.65,8.06,0.27,2.33,1.83,30.93,0.09,0.56,65.3,35.46,72.76,98.45,54.39,20-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Mar-2019 - 00:00,753.14,79.57,198.87,0.0,51.19,106.33,155.37,0.86,5.12,0.07,0.65,0.6,33.87,0.04,0.61,47.31,4.9,56.94,61.84,61.2,21-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Mar-2019 - 00:00,756.02,115.53,198.06,0.0,68.34,44.23,248.89,0.93,6.18,0.04,0.44,0.58,32.63,0.1,0.62,54.66,10.93,57.45,67.3,45.92,22-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Mar-2019 - 00:00,759.02,43.84,99.14,0.0,49.65,149.46,295.5,1.41,2.12,0.02,0.25,0.25,43.24,0.05,0.38,34.26,1.38,43.16,44.53,23.12,23-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Mar-2019 - 00:00,757.64,50.5,147.28,0.0,46.34,87.91,304.51,1.49,2.91,0.03,0.27,0.34,39.8,0.08,0.44,43.0,11.09,68.06,78.99,56.92,24-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Mar-2019 - 00:00,756.65,155.47,161.83,0.0,61.28,77.83,239.04,0.98,4.22,0.04,0.55,0.56,19.94,0.07,0.4,56.35,29.46,71.21,99.7,45.47,25-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Mar-2019 - 00:00,756.42,68.32,189.71,0.0,60.04,98.33,289.28,1.46,4.09,0.05,0.62,0.59,24.92,0.07,0.48,57.07,34.78,113.94,147.16,66.39,26-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Mar-2019 - 00:00,757.81,88.73,152.14,0.0,51.25,129.28,258.69,1.32,6.04,0.04,0.45,0.52,26.01,0.08,0.53,22.39,58.51,192.13,216.54,70.39,27-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Mar-2019 - 00:00,758.53,117.95,270.2,0.0,47.29,108.98,172.32,0.84,8.23,0.15,1.96,1.37,29.42,0.14,0.53,12.29,11.24,87.17,98.17,54.68,28-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Mar-2019 - 00:00,756.07,109.33,304.75,0.0,41.01,123.55,150.26,0.57,5.89,0.47,4.4,3.5,32.46,0.08,0.72,24.9,25.86,104.11,120.23,51.52,29-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Mar-2019 - 00:00,753.09,138.49,299.51,0.0,48.17,102.2,158.87,0.71,11.29,0.55,4.93,4.24,27.48,0.26,0.8,23.83,20.6,77.9,93.61,65.09,30-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Mar-2019 - 00:00,752.09,94.94,225.34,0.0,49.07,124.59,150.5,0.66,11.32,0.61,4.99,4.65,29.56,0.17,0.77,27.15,32.04,71.26,96.63,38.27,31-Mar-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Mar-2019 - 00:00,753.51,133.95,237.05,0.01,50.17,123.38,308.9,1.67,2.93,0.01,0.18,0.16,22.43,0.01,0.5,25.13,35.68,76.23,111.57,57.3,01-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Apr-2019 - 00:00,753.78,76.55,188.49,0.0,41.86,139.35,241.64,1.19,2.63,0.55,0.59,0.6,34.98,2.24,0.35,19.77,37.95,86.26,121.83,66.18,02-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Apr-2019 - 00:00,754.12,93.18,179.19,0.0,40.95,133.47,170.38,0.77,7.67,9.05,5.83,4.17,46.25,10.19,0.5,21.94,18.33,76.01,94.25,52.59,03-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Apr-2019 - 00:00,753.09,101.94,181.31,0.0,40.74,131.0,185.92,0.71,7.28,9.6,7.21,6.65,41.42,12.35,0.76,21.88,18.09,76.5,94.16,55.92,04-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Apr-2019 - 00:00,753.28,109.72,223.91,0.0,35.54,129.11,154.11,0.68,8.1,13.04,8.0,2.88,46.65,12.63,1.13,22.67,10.78,74.86,85.96,65.01,05-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Apr-2019 - 00:00,752.49,121.8,247.92,0.0,38.8,128.47,193.53,0.71,8.3,12.18,8.55,3.45,41.23,10.19,1.04,24.58,15.74,68.52,82.7,40.46,06-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Apr-2019 - 00:00,750.97,73.03,240.0,0.0,30.7,131.42,184.16,0.62,6.5,1.64,2.53,1.03,44.76,38.96,0.81,20.0,25.92,68.99,88.26,56.68,07-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Apr-2019 - 00:00,749.97,131.09,324.84,0.14,47.56,107.2,101.25,0.76,11.84,3.78,5.28,2.11,39.32,44.39,1.26,21.16,8.65,45.86,53.16,42.06,08-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Apr-2019 - 00:00,751.17,72.36,236.92,0.0,45.69,115.71,154.04,0.78,9.77,1.94,4.48,1.95,40.9,38.47,0.69,21.17,8.74,48.49,58.51,32.78,09-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Apr-2019 - 00:00,750.58,90.21,275.78,0.0,32.69,139.8,152.02,0.77,8.89,4.05,6.19,2.44,56.98,39.47,0.92,20.42,5.82,55.36,61.15,46.73,10-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Apr-2019 - 00:00,752.21,111.28,248.38,0.0,34.77,120.85,183.59,0.72,7.1,7.41,8.45,3.28,41.75,16.28,0.87,25.43,14.68,70.51,83.67,57.12,11-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Apr-2019 - 00:00,751.89,122.4,225.44,0.0,29.87,118.02,174.31,0.86,6.41,6.34,7.7,2.87,35.68,1.48,0.94,27.4,16.27,74.54,90.51,54.58,12-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Apr-2019 - 00:00,752.56,123.58,264.26,0.0,31.78,112.65,226.17,1.08,5.03,2.7,4.58,1.86,38.23,1.35,0.76,20.3,12.85,60.9,74.66,57.51,13-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Apr-2019 - 00:00,753.0,128.83,247.22,0.0,34.08,144.4,220.19,1.19,5.15,4.71,5.56,2.17,27.45,3.15,0.99,22.79,11.94,61.9,72.28,70.53,14-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Apr-2019 - 00:00,753.52,108.69,383.36,0.0,33.98,184.45,243.09,1.24,1.21,0.15,0.28,0.12,26.38,2.55,0.65,17.46,10.52,48.89,59.03,64.73,15-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Apr-2019 - 00:00,751.12,105.03,305.96,0.0,29.31,161.8,248.84,0.97,1.73,1.06,1.2,0.55,26.59,5.6,0.99,22.73,29.49,71.35,100.44,75.06,16-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Apr-2019 - 00:00,754.62,95.35,214.34,0.07,54.71,92.98,159.2,1.26,0.47,0.12,0.15,0.06,24.47,1.72,0.46,17.49,10.05,40.51,46.91,30.25,17-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Apr-2019 - 00:00,756.05,88.77,83.9,0.05,72.49,178.98,143.15,0.78,0.37,0.35,0.33,0.09,25.37,1.0,1.11,17.47,7.43,29.81,33.15,10.37,18-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Apr-2019 - 00:00,756.13,58.23,124.67,0.01,59.54,155.83,194.79,0.82,0.9,0.41,0.26,0.09,32.0,2.85,0.55,16.99,20.91,50.18,70.63,37.28,19-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Apr-2019 - 00:00,753.82,87.99,209.76,0.0,43.42,147.78,261.7,0.83,1.13,0.16,0.22,0.1,34.28,3.06,0.7,24.82,60.64,84.58,116.31,38.16,20-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Apr-2019 - 00:00,751.39,74.67,214.25,0.0,36.15,190.07,214.14,0.59,1.22,0.57,0.66,0.2,38.69,11.89,0.63,24.78,15.86,36.06,50.52,36.88,21-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Apr-2019 - 00:00,749.76,103.56,265.17,0.0,33.55,167.15,194.67,0.77,2.23,1.22,1.71,0.5,41.29,28.62,0.6,28.05,22.93,30.84,52.55,30.63,22-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Apr-2019 - 00:00,749.77,132.06,361.09,0.0,31.35,156.92,238.31,0.83,2.29,0.83,1.18,0.34,36.9,26.24,0.74,31.01,52.64,69.59,101.58,56.43,23-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Apr-2019 - 00:00,750.65,142.93,408.24,0.0,28.35,160.46,210.57,0.87,2.63,1.46,1.85,0.56,32.68,25.39,1.01,22.35,32.57,75.94,108.49,66.15,24-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Apr-2019 - 00:00,751.5,110.25,363.09,0.0,26.4,166.18,206.81,0.81,2.3,1.01,1.41,0.56,34.14,27.91,0.94,24.06,58.58,83.73,114.95,40.16,25-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Apr-2019 - 00:00,753.02,92.11,366.99,0.0,33.31,128.3,177.68,0.95,2.13,0.68,1.05,0.35,35.14,19.36,0.88,20.65,10.47,30.08,35.02,18.34,26-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Apr-2019 - 00:00,756.44,126.14,307.8,0.0,27.35,274.41,260.38,1.13,2.87,0.65,1.0,0.3,41.33,7.19,0.89,15.05,17.17,28.65,45.93,59.96,27-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Apr-2019 - 00:00,755.9,114.76,389.46,0.0,21.55,237.48,282.27,1.52,3.11,0.87,1.02,0.31,35.95,7.74,0.85,16.57,20.98,13.13,32.5,97.39,28-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Apr-2019 - 00:00,754.75,173.34,300.2,0.0,18.3,241.75,299.42,1.47,2.04,0.33,0.58,0.17,45.35,5.24,0.97,19.83,29.24,6.15,33.18,74.98,29-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Apr-2019 - 00:00,753.83,84.9,333.78,0.0,19.6,248.21,229.79,0.82,2.53,0.56,0.7,0.52,48.52,3.61,0.91,16.68,26.6,32.37,54.4,56.72,30-Apr-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Apr-2019 - 00:00,750.82,99.95,288.24,0.0,17.69,233.18,152.95,0.67,0.61,0.91,0.57,1.07,27.71,1.03,0.84,9.78,16.06,37.13,52.52,42.22,01-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-May-2019 - 00:00,750.07,141.14,346.95,0.0,20.51,233.02,220.82,0.61,0.6,0.88,0.57,1.08,33.93,1.05,1.16,15.44,29.53,44.08,73.56,47.56,02-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-May-2019 - 00:00,751.62,125.06,302.7,0.0,30.84,203.83,103.73,1.08,1.16,0.91,0.65,0.75,45.14,2.08,1.14,11.82,11.08,31.07,42.29,61.89,03-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
