from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
03-May-2019 - 00:00,754.69,114.18,203.52,0.0,43.66,188.89,131.5,1.01,0.77,0.39,0.43,0.13,24.91,2.41,0.71,14.33,12.72,33.65,42.1,21.9,04-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-May-2019 - 00:00,756.33,78.1,254.86,0.0,25.41,241.43,272.62,1.2,1.13,0.72,0.67,0.22,35.56,2.63,0.73,12.87,28.66,51.54,79.38,53.66,05-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-May-2019 - 00:00,756.59,68.32,318.79,0.0,17.37,257.21,251.69,1.03,2.02,0.68,0.67,0.3,34.02,3.2,0.83,16.74,43.9,60.69,93.64,47.29,06-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-May-2019 - 00:00,754.16,71.48,334.42,0.0,17.26,244.79,219.92,1.09,1.78,0.71,0.84,0.31,34.36,2.72,0.84,14.19,27.1,50.34,77.08,47.82,07-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-May-2019 - 00:00,752.79,91.36,410.61,0.0,21.84,243.3,204.35,1.02,1.32,1.26,1.49,0.52,22.81,3.32,0.99,17.55,45.61,50.85,96.3,55.62,08-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-May-2019 - 00:00,752.13,93.46,493.79,0.0,20.56,160.63,217.58,1.03,1.2,1.32,1.48,0.58,21.42,3.63,1.05,14.41,37.44,45.52,82.73,48.41,09-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-May-2019 - 00:00,751.9,75.23,421.03,0.0,23.11,225.5,253.42,1.26,0.76,0.41,0.42,0.25,25.41,3.34,0.95,12.39,24.02,42.51,65.81,39.57,10-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-May-2019 - 00:00,752.89,64.72,251.26,0.0,25.02,238.22,273.26,1.26,0.5,0.33,0.35,0.22,37.54,3.47,0.66,10.13,20.38,33.67,53.93,26.28,11-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-May-2019 - 00:00,755.82,122.32,261.25,0.0,30.71,227.33,256.8,1.06,0.6,0.34,0.35,0.13,28.26,3.33,0.87,13.1,17.87,38.91,54.34,56.41,12-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-May-2019 - 00:00,763.44,165.09,291.57,0.0,27.94,96.79,279.09,1.33,0.84,0.37,0.43,0.25,35.18,12.37,0.72,13.24,24.08,49.93,72.81,53.0,13-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-May-2019 - 00:00,756.09,104.17,153.04,0.0,33.32,94.08,203.85,0.81,0.75,0.67,0.64,0.31,49.02,14.19,0.77,12.38,15.44,39.33,53.83,36.9,14-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-May-2019 - 00:00,755.26,86.04,133.6,0.0,42.91,112.09,230.62,0.91,0.47,0.36,0.37,0.11,44.06,7.24,0.71,11.79,15.37,34.47,49.54,33.3,15-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-May-2019 - 00:00,754.75,121.42,164.17,0.0,42.29,26.44,124.81,0.54,0.98,0.59,0.71,0.25,32.24,8.48,0.51,12.0,8.38,31.3,34.35,43.12,16-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-May-2019 - 00:00,755.34,87.15,208.63,0.0,36.69,96.53,193.14,0.96,0.49,0.32,0.33,0.15,45.0,7.68,0.43,9.36,13.24,32.45,44.4,46.21,17-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-May-2019 - 00:00,754.45,85.11,277.48,0.05,46.9,213.07,192.5,0.86,0.62,0.58,0.7,0.27,40.7,8.16,0.42,9.77,10.53,25.62,33.17,27.99,18-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-May-2019 - 00:00,752.61,98.3,169.01,0.0,63.65,212.45,278.87,1.41,0.43,0.6,0.52,0.19,33.15,9.42,1.04,19.05,18.52,31.68,49.93,26.15,19-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-May-2019 - 00:00,751.28,109.83,171.11,0.0,42.03,201.96,262.92,0.86,0.65,0.36,0.36,0.16,53.1,9.22,0.52,13.95,23.77,45.83,67.62,44.99,20-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-May-2019 - 00:00,751.78,171.08,304.58,0.0,38.32,188.19,237.92,0.79,1.54,0.92,0.98,0.39,47.2,11.42,0.68,14.4,22.32,46.8,69.08,42.95,21-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-May-2019 - 00:00,750.47,98.73,197.78,0.0,37.66,153.88,252.16,0.77,0.74,0.62,0.56,0.24,49.44,9.34,0.57,12.44,27.3,42.15,69.37,37.72,22-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-May-2019 - 00:00,748.85,79.01,173.98,0.0,38.89,132.63,222.49,0.74,0.73,0.79,0.67,0.26,33.88,9.78,0.61,12.92,22.17,40.0,61.94,32.7,23-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-May-2019 - 00:00,747.87,77.41,141.6,0.01,44.42,136.55,193.45,0.63,0.58,0.79,0.57,0.23,31.63,9.59,0.44,14.44,14.28,32.47,43.96,20.01,24-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-May-2019 - 00:00,749.34,78.33,138.42,0.0,54.72,172.73,218.67,1.22,0.79,0.55,0.62,0.23,38.26,9.47,0.57,16.09,14.45,32.45,46.88,28.93,25-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-May-2019 - 00:00,749.31,131.65,184.16,0.0,49.06,161.81,286.61,1.55,0.87,0.32,0.34,0.13,34.13,8.93,0.55,11.66,19.64,40.04,59.6,72.89,26-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-May-2019 - 00:00,747.21,137.62,225.48,0.0,36.87,58.5,207.96,0.93,0.66,0.29,0.35,0.16,31.16,9.74,0.52,9.7,21.09,46.09,62.75,74.23,27-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-May-2019 - 00:00,743.57,137.6,232.61,0.0,25.99,198.97,251.28,0.86,0.81,0.4,0.46,0.17,43.07,10.67,0.69,12.53,13.02,31.46,42.4,62.85,28-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-May-2019 - 00:00,737.45,123.7,221.49,0.0,22.45,294.46,216.08,0.9,1.02,0.5,0.5,0.19,45.86,6.69,0.66,13.6,9.03,18.82,27.04,78.06,29-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-May-2019 - 00:00,735.96,148.87,286.15,0.0,24.73,288.56,199.9,0.67,1.18,0.98,0.89,0.29,41.45,4.45,0.68,14.2,10.04,19.73,29.77,54.64,30-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-May-2019 - 00:00,734.64,141.35,334.19,0.0,24.63,269.77,203.21,0.78,2.23,2.2,1.93,1.08,27.07,4.72,0.6,15.72,12.79,22.82,32.73,57.97,31-May-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-May-2019 - 00:00,734.87,121.68,355.84,0.0,26.82,266.85,207.1,0.73,1.32,2.44,2.2,1.21,33.71,2.65,0.63,15.35,14.19,22.79,36.93,51.9,01-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Jun-2019 - 00:00,734.54,101.68,202.42,0.0,26.94,258.23,187.89,0.64,0.68,1.22,1.14,0.85,42.93,1.31,0.34,14.08,7.85,14.26,21.74,39.07,02-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Jun-2019 - 00:00,734.37,83.75,151.28,0.0,41.96,250.27,129.51,0.67,0.79,0.8,0.84,0.76,64.34,0.75,0.62,15.71,7.15,9.62,16.76,14.08,03-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Jun-2019 - 00:00,734.91,91.69,208.23,0.0,50.33,230.76,95.22,0.64,0.77,0.79,0.79,0.75,69.66,0.55,0.75,17.52,8.24,10.53,18.78,5.76,04-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Jun-2019 - 00:00,735.77,79.36,166.65,0.0,51.53,249.17,82.55,0.6,0.73,0.84,0.85,0.72,58.2,0.61,0.59,26.75,14.56,27.74,39.1,10.13,05-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Jun-2019 - 00:00,735.17,103.33,245.39,0.0,43.54,231.91,173.49,0.6,1.28,1.09,1.04,0.83,56.45,1.22,0.66,27.35,14.05,39.96,54.0,24.98,06-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Jun-2019 - 00:00,735.59,97.81,270.39,0.0,33.51,218.17,189.85,0.83,0.66,1.1,1.11,0.87,39.9,5.55,0.53,24.01,15.95,38.51,54.21,36.4,07-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Jun-2019 - 00:00,737.98,90.93,254.14,0.0,46.19,234.04,138.36,0.73,0.53,1.0,1.02,0.87,66.41,9.24,0.7,21.87,9.52,29.04,38.47,21.83,08-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Jun-2019 - 00:00,736.91,161.62,232.38,0.0,39.28,240.3,182.11,0.73,1.0,1.17,1.01,0.72,53.93,9.53,0.86,22.62,10.43,28.83,38.91,50.77,09-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Jun-2019 - 00:00,734.32,233.95,450.98,0.0,25.46,225.96,200.82,0.65,1.87,1.61,1.44,0.79,42.84,13.0,0.97,22.75,13.65,29.49,43.14,49.12,10-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Jun-2019 - 00:00,731.77,96.63,224.17,0.0,24.0,226.34,195.03,0.84,1.29,0.9,0.87,0.55,43.28,10.64,0.85,22.92,13.6,28.94,42.53,49.36,11-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Jun-2019 - 00:00,732.03,113.1,364.85,0.0,22.35,161.81,221.82,0.74,0.99,0.79,0.74,0.65,30.28,8.24,0.68,22.52,15.2,22.82,37.93,44.9,12-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Jun-2019 - 00:00,733.93,125.47,264.12,0.0,42.07,251.31,79.57,0.77,0.64,0.31,0.34,0.44,43.71,7.62,0.83,23.19,8.88,12.34,20.36,10.15,13-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Jun-2019 - 00:00,735.0,64.91,147.66,0.0,45.57,255.01,190.71,0.59,0.52,0.33,0.33,0.46,50.46,7.94,0.69,20.03,9.73,7.92,17.63,10.48,14-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Jun-2019 - 00:00,733.88,101.09,233.7,0.0,33.15,223.54,239.54,0.86,0.73,0.27,0.29,0.44,33.22,7.22,0.78,20.36,10.28,8.66,18.93,49.73,15-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Jun-2019 - 00:00,733.44,105.66,235.16,0.0,33.54,195.98,235.38,0.86,0.69,0.56,0.58,0.53,32.79,9.84,0.86,21.15,11.27,7.55,18.46,40.17,16-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Jun-2019 - 00:00,735.18,44.0,93.97,0.0,65.74,68.19,232.53,0.6,0.22,0.12,0.13,0.3,32.55,6.49,0.42,22.79,10.8,7.04,14.17,11.45,17-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Jun-2019 - 00:00,734.78,43.47,157.04,0.0,59.7,66.22,213.19,0.92,0.47,0.18,0.23,0.41,35.42,9.91,0.75,21.02,10.23,6.92,15.89,27.1,18-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Jun-2019 - 00:00,735.82,50.86,138.79,0.83,52.67,117.06,162.22,0.61,0.3,0.16,0.16,0.34,57.5,5.16,0.38,33.09,13.21,35.51,44.69,20.9,19-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Jun-2019 - 00:00,734.97,54.01,119.98,0.0,50.89,199.41,146.8,0.78,0.51,0.4,0.39,0.45,54.36,8.59,0.58,33.2,12.34,24.71,33.89,16.37,20-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Jun-2019 - 00:00,735.91,45.18,150.17,0.0,38.64,263.4,119.1,0.68,0.74,0.86,0.84,0.75,74.1,8.26,0.54,26.44,8.16,13.97,19.26,17.48,21-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Jun-2019 - 00:00,736.41,77.55,222.69,0.0,42.22,241.56,220.69,0.98,0.57,0.95,0.84,0.34,61.46,4.89,0.59,25.33,11.23,21.1,26.8,16.96,22-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Jun-2019 - 00:00,737.78,91.39,194.58,0.0,32.16,287.14,233.82,0.89,1.05,1.06,0.97,0.43,61.82,5.31,0.98,24.53,15.21,26.72,41.26,53.46,23-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Jun-2019 - 00:00,737.77,61.23,121.91,0.0,49.59,257.1,100.25,0.71,0.59,0.88,0.86,0.36,55.47,11.07,0.72,22.49,13.33,19.86,31.71,16.85,24-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Jun-2019 - 00:00,739.5,40.68,121.48,0.38,64.02,243.56,108.67,0.8,0.55,0.84,0.81,0.33,30.08,6.9,0.48,23.93,18.5,21.76,34.86,12.14,25-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Jun-2019 - 00:00,738.86,51.77,100.79,0.0,58.66,239.78,183.29,0.67,0.52,1.0,0.9,0.39,42.26,11.1,0.65,25.15,20.69,23.49,43.49,13.33,26-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Jun-2019 - 00:00,736.48,63.88,129.23,0.0,46.22,262.91,259.99,1.14,0.55,1.16,1.2,0.42,32.57,11.14,0.73,31.78,35.07,36.74,68.28,16.51,27-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Jun-2019 - 00:00,734.54,96.41,277.77,0.0,41.42,203.21,249.31,1.23,0.66,1.18,1.39,0.45,27.68,11.13,0.61,29.02,25.34,38.35,58.38,46.79,28-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Jun-2019 - 00:00,733.24,62.6,240.43,0.0,40.06,161.71,250.41,1.12,0.53,1.18,1.2,0.42,18.79,9.8,0.36,29.19,46.04,28.03,57.33,21.95,29-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Jun-2019 - 00:00,732.98,79.11,230.29,0.0,34.68,305.24,245.63,1.16,0.55,0.89,0.89,0.43,25.1,8.9,0.38,20.87,51.98,45.11,79.5,16.21,30-Jun-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Jun-2019 - 00:00,732.92,106.68,270.1,0.0,34.19,112.56,246.45,0.86,0.72,0.9,0.95,0.73,28.7,10.83,0.39,8.54,28.99,43.47,63.7,14.46,01-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Jul-2019 - 00:00,734.3,73.72,180.72,0.0,42.98,229.32,247.95,1.04,0.72,0.73,0.85,0.71,41.4,10.61,0.38,9.59,17.12,38.48,52.36,12.67,02-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Jul-2019 - 00:00,735.33,84.7,237.96,0.0,42.83,227.55,244.32,1.15,0.95,0.74,0.85,0.7,46.56,9.91,0.44,8.36,15.3,33.53,47.49,16.14,03-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Jul-2019 - 00:00,735.6,31.42,81.73,0.0,54.73,161.82,118.27,0.73,0.82,0.68,0.79,0.69,34.17,12.1,0.47,10.87,11.77,26.85,35.71,12.65,04-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Jul-2019 - 00:00,734.62,41.15,119.45,0.01,68.88,90.86,139.21,0.93,1.17,0.84,0.98,0.76,24.08,11.25,0.45,9.88,16.69,31.65,47.96,12.78,05-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Jul-2019 - 00:00,732.92,45.03,88.79,0.01,82.54,113.08,163.28,0.8,0.94,0.88,0.95,0.73,26.22,9.94,1.11,11.12,19.72,34.84,50.99,11.58,06-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Jul-2019 - 00:00,731.96,39.98,108.83,0.0,78.27,174.88,125.8,0.59,0.8,0.77,0.87,0.73,33.29,11.46,0.48,13.97,13.17,24.11,35.28,11.12,07-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Jul-2019 - 00:00,732.48,44.27,117.89,0.0,72.34,174.2,219.28,0.82,0.9,0.92,0.98,0.79,33.96,13.47,0.47,10.77,17.22,34.21,50.99,12.25,08-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Jul-2019 - 00:00,732.85,60.58,178.64,0.09,64.15,199.43,215.01,0.89,0.54,0.62,0.64,0.5,43.14,9.13,0.35,9.28,25.02,37.63,57.07,11.84,09-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Jul-2019 - 00:00,733.1,49.12,120.63,0.0,71.79,135.49,208.61,0.91,0.56,0.39,0.32,0.2,19.97,5.37,0.45,9.22,60.07,74.71,105.46,10.53,10-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Jul-2019 - 00:00,732.17,102.21,233.65,0.0,67.62,168.51,202.2,1.02,0.44,0.6,0.55,0.29,20.79,8.76,0.42,14.18,26.26,39.69,56.2,14.83,11-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Jul-2019 - 00:00,732.43,87.62,304.12,0.0,54.97,139.08,217.77,0.88,0.68,0.51,0.36,0.23,38.31,9.34,0.41,11.33,19.2,29.49,43.32,14.31,12-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Jul-2019 - 00:00,734.76,93.88,222.77,0.0,51.26,158.65,237.41,1.1,1.51,0.5,0.35,0.23,34.59,14.95,0.49,13.12,38.4,42.57,79.8,14.11,13-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Jul-2019 - 00:00,735.42,77.78,182.42,0.0,50.08,178.23,234.06,1.12,1.41,0.85,0.9,0.6,45.09,13.76,0.46,12.04,39.1,42.03,81.03,14.4,14-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Jul-2019 - 00:00,734.2,66.62,165.01,0.0,49.32,172.5,225.07,0.84,0.76,0.61,0.65,0.42,29.42,3.23,0.41,13.23,22.96,26.99,49.66,13.5,15-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Jul-2019 - 00:00,733.83,98.17,214.49,0.0,65.78,107.97,146.87,0.78,1.38,1.1,1.17,0.61,27.73,2.56,0.43,14.05,16.51,28.8,42.86,16.94,16-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Jul-2019 - 00:00,736.76,57.12,105.53,0.06,74.8,132.33,94.23,0.8,1.57,1.43,1.33,0.91,37.02,16.83,0.58,14.29,9.73,24.93,34.64,15.32,17-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Jul-2019 - 00:00,738.2,56.71,153.85,0.0,75.27,122.43,169.95,0.91,1.65,2.93,2.74,1.72,34.63,50.64,0.61,15.03,20.37,37.15,57.34,15.19,18-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Jul-2019 - 00:00,737.57,46.19,340.13,0.0,80.11,75.49,125.97,0.53,1.5,3.63,3.29,2.0,24.69,34.93,0.5,12.72,10.13,15.33,22.89,13.64,19-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Jul-2019 - 00:00,738.14,62.38,150.94,0.06,74.2,146.41,120.34,0.48,1.96,3.29,3.01,2.87,22.96,40.9,0.71,12.44,8.68,12.96,21.64,11.77,20-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Jul-2019 - 00:00,740.19,49.75,192.83,0.08,80.44,127.37,121.33,0.46,1.02,1.08,1.23,0.84,12.86,33.19,0.74,12.69,10.78,13.81,22.97,10.96,21-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Jul-2019 - 00:00,738.3,46.22,321.4,0.0,78.8,163.25,125.62,0.57,0.96,0.64,0.92,0.6,30.56,32.27,0.72,13.99,9.33,11.7,21.03,10.83,22-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Jul-2019 - 00:00,737.3,60.32,98.66,0.08,77.43,162.34,117.85,0.51,0.89,0.84,1.17,0.57,30.48,28.84,0.71,13.96,9.17,13.68,22.6,10.26,23-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Jul-2019 - 00:00,736.21,66.1,121.1,0.0,67.06,189.54,173.28,0.58,0.97,1.47,1.48,0.84,29.98,29.67,0.67,12.82,12.46,19.87,32.32,10.57,24-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Jul-2019 - 00:00,734.88,61.42,135.15,0.34,74.72,135.68,208.32,0.72,0.87,0.95,1.24,0.59,32.29,26.29,0.55,13.26,7.92,23.09,30.98,10.44,25-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Jul-2019 - 00:00,736.77,45.73,95.94,0.22,87.57,62.81,169.81,0.58,0.84,1.13,1.14,0.58,30.12,29.17,0.69,14.8,10.62,15.32,25.33,10.14,26-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Jul-2019 - 00:00,734.49,36.19,78.5,0.41,86.94,105.24,136.17,0.59,1.06,1.17,1.25,0.65,24.09,34.27,0.63,11.54,11.89,11.66,21.89,10.01,27-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Jul-2019 - 00:00,734.56,31.9,76.96,0.24,89.52,124.37,90.45,0.68,0.79,0.62,0.79,0.49,32.89,32.15,0.77,12.49,10.03,8.2,18.23,8.06,28-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Jul-2019 - 00:00,736.43,26.58,83.64,0.0,86.45,107.48,95.38,0.66,0.47,0.33,0.45,0.32,21.73,28.47,0.66,13.18,8.65,5.08,12.58,7.93,29-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Jul-2019 - 00:00,737.68,36.26,85.23,0.0,76.4,117.9,95.27,0.65,0.53,0.25,0.36,0.24,26.16,25.42,0.76,14.96,8.92,5.81,14.73,7.74,30-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Jul-2019 - 00:00,737.44,53.0,107.49,0.0,73.45,166.18,87.7,0.73,0.7,0.32,0.42,0.29,28.76,26.64,0.69,14.22,9.42,9.09,18.51,8.37,31-Jul-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Jul-2019 - 00:00,736.95,50.44,113.91,0.0,73.32,126.92,98.5,0.61,0.84,0.22,0.29,0.19,26.5,14.83,0.75,11.73,8.96,11.45,20.41,8.15,01-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Aug-2019 - 00:00,736.56,49.79,99.0,0.0,70.16,220.78,121.71,0.79,0.3,0.13,0.15,0.06,29.76,1.17,0.68,9.82,9.58,16.06,25.64,8.45,02-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Aug-2019 - 00:00,735.69,62.57,139.1,0.15,79.85,135.49,152.86,0.7,0.47,0.2,0.28,0.12,30.61,1.09,0.67,10.95,15.42,24.17,37.13,8.46,03-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Aug-2019 - 00:00,735.51,57.69,141.19,0.0,83.5,110.68,117.5,0.58,0.92,0.56,0.74,0.3,26.04,2.09,0.83,10.52,13.67,18.37,32.04,9.34,04-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Aug-2019 - 00:00,734.7,59.01,143.99,0.0,77.62,168.93,102.35,0.67,0.77,0.36,0.52,0.23,25.8,2.32,0.82,12.96,14.68,20.93,35.61,11.64,05-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Aug-2019 - 00:00,733.14,65.9,138.81,0.04,80.11,121.97,136.33,0.67,0.6,0.37,0.51,0.24,28.17,1.81,0.74,13.16,14.05,14.12,28.0,8.06,06-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Aug-2019 - 00:00,733.48,46.52,113.82,0.0,86.49,62.36,130.55,0.63,0.62,0.48,0.66,0.33,15.17,3.85,0.69,14.28,12.07,10.62,22.69,9.21,07-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Aug-2019 - 00:00,733.37,43.67,102.49,0.0,85.05,111.46,115.14,0.55,0.65,0.42,0.54,0.32,18.11,4.83,0.79,16.07,11.44,16.53,27.97,11.16,08-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Aug-2019 - 00:00,733.14,42.65,98.17,0.0,64.74,258.5,95.31,0.67,0.39,0.2,0.24,0.11,36.49,1.9,0.63,10.69,22.08,9.91,29.3,10.72,09-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Aug-2019 - 00:00,734.45,49.14,106.89,0.0,79.08,92.16,79.35,0.83,0.77,0.24,0.3,0.15,18.53,1.91,0.59,8.29,11.53,8.81,19.24,8.69,10-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Aug-2019 - 00:00,735.4,30.39,81.0,0.0,88.01,64.08,100.51,0.77,0.65,0.26,0.28,0.16,21.29,2.11,0.54,9.87,12.14,9.0,19.95,9.62,11-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Aug-2019 - 00:00,737.0,30.75,79.99,0.0,82.0,42.86,139.09,0.67,0.6,0.24,0.24,0.15,17.23,2.49,0.49,10.35,12.68,16.03,21.48,10.14,12-Aug-2019 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
