from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
14-Aug-2019 - 00:00,12.66,10.03,2.84,13.84,3.64,0.32,26.96,19.58,47.19,3.14,44.0,1.77,4.55,88.46,1.59,169.58,249.29,0.0,15-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Aug-2019 - 00:00,15.31,11.6,3.05,15.93,2.96,0.34,28.48,22.27,49.79,3.38,46.2,1.69,4.0,83.69,1.62,114.25,373.43,0.0,16-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Aug-2019 - 00:00,11.55,9.39,2.75,17.39,2.85,0.26,19.53,14.88,36.42,2.69,45.47,1.29,2.7,83.4,2.07,85.11,341.63,0.0,17-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Aug-2019 - 00:00,13.15,9.85,2.53,10.0,2.8,0.24,15.94,10.33,32.32,2.58,33.68,1.01,1.89,93.51,2.07,103.81,74.1,0.0,18-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Aug-2019 - 00:00,13.91,8.83,2.69,11.05,2.56,0.34,17.49,6.29,39.43,2.31,33.6,1.15,2.09,94.27,1.59,160.11,164.97,0.0,19-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Aug-2019 - 00:00,15.58,11.49,2.78,9.95,3.61,0.26,20.24,12.02,29.48,2.77,43.02,1.54,3.5,85.9,1.1,127.3,349.96,0.0,20-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Aug-2019 - 00:00,15.02,11.24,2.79,13.94,5.71,0.3,30.43,19.54,50.78,3.43,41.47,2.38,5.27,82.49,2.32,301.06,496.81,0.0,21-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Aug-2019 - 00:00,15.29,11.26,2.64,10.97,6.41,0.41,38.25,29.17,81.33,3.99,31.13,2.19,4.95,80.57,2.07,279.53,267.52,0.0,22-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Aug-2019 - 00:00,19.12,13.42,2.84,11.7,4.29,0.46,36.07,36.69,98.35,4.1,45.78,2.06,4.36,82.96,1.16,119.57,307.3,0.0,23-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Aug-2019 - 00:00,19.8,13.84,2.92,18.86,6.32,0.46,35.13,44.7,122.03,4.25,43.88,2.13,4.9,77.89,1.29,235.22,304.46,0.0,24-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Aug-2019 - 00:00,13.93,10.57,2.66,17.96,6.7,0.38,26.53,32.66,87.83,3.7,45.11,2.26,4.67,84.22,1.28,180.58,216.22,0.0,25-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Aug-2019 - 00:00,17.75,10.38,2.5,18.05,4.45,0.39,19.85,22.14,58.25,3.78,39.89,1.36,2.49,94.55,1.5,96.75,201.93,0.0,26-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Aug-2019 - 00:00,13.83,10.8,3.02,16.46,4.67,0.31,20.38,15.05,39.55,3.14,47.72,1.7,3.8,79.05,1.31,160.73,426.98,0.0,27-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Aug-2019 - 00:00,20.61,18.61,8.38,12.3,5.51,0.4,23.48,21.83,59.5,4.01,44.08,3.3,6.66,76.1,1.04,240.51,298.1,0.0,28-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Aug-2019 - 00:00,22.63,17.56,5.72,11.33,5.8,0.35,24.68,29.08,80.59,4.33,44.13,2.38,5.57,74.89,1.26,197.15,355.4,0.01,29-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Aug-2019 - 00:00,21.71,15.94,4.3,12.45,8.82,0.46,22.42,33.49,76.89,4.55,39.79,2.54,5.6,86.98,1.32,135.77,230.97,0.14,30-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Aug-2019 - 00:00,19.05,13.71,3.45,10.25,5.44,0.54,22.33,34.66,79.97,4.87,41.98,2.31,5.1,84.46,1.43,197.31,316.86,0.0,31-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Aug-2019 - 00:00,17.24,12.42,3.46,7.77,3.27,0.48,16.42,36.42,86.13,3.78,43.61,2.24,5.03,84.06,1.2,215.58,324.69,0.04,01-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Sep-2019 - 00:00,15.36,10.93,2.78,14.16,3.93,0.43,25.16,29.79,64.92,3.41,34.16,1.72,3.46,88.91,1.74,122.71,271.6,0.0,02-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Sep-2019 - 00:00,15.52,11.37,3.23,12.13,4.48,0.49,31.27,31.36,67.14,3.97,38.87,1.63,3.64,81.51,1.46,182.26,343.96,0.01,03-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Sep-2019 - 00:00,13.27,9.87,2.83,8.79,5.08,0.52,29.29,49.41,89.75,3.93,39.38,2.55,5.7,79.22,1.38,254.02,331.77,0.0,04-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Sep-2019 - 00:00,17.37,12.86,3.89,12.02,4.54,0.51,20.97,39.52,86.37,4.48,41.27,2.36,5.78,89.22,1.26,153.02,239.79,0.01,05-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Sep-2019 - 00:00,16.23,11.74,3.23,10.6,5.44,0.46,20.09,20.89,60.13,3.79,36.01,2.19,4.48,89.99,1.52,134.5,265.51,0.0,06-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Sep-2019 - 00:00,16.67,12.53,3.93,10.15,4.16,0.45,20.64,24.13,58.82,4.01,38.95,2.39,4.76,83.84,1.3,162.93,319.4,0.08,07-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Sep-2019 - 00:00,17.73,13.22,4.05,10.37,5.56,0.39,25.65,33.27,65.25,3.27,32.44,1.82,3.77,55.87,1.52,142.93,333.82,0.0,08-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Sep-2019 - 00:00,12.03,9.04,2.6,10.69,3.03,0.4,22.9,35.31,59.63,3.2,33.4,1.66,3.75,41.22,1.36,179.63,347.37,0.0,09-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Sep-2019 - 00:00,13.24,9.63,2.53,8.99,3.8,0.52,24.61,56.99,94.32,4.21,29.85,2.02,4.9,78.73,1.54,270.03,348.87,0.0,10-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Sep-2019 - 00:00,14.26,10.24,2.64,10.08,4.04,0.56,25.25,55.86,118.98,5.13,34.49,5.18,7.95,80.0,1.24,214.94,332.45,0.0,11-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Sep-2019 - 00:00,17.63,11.6,2.46,21.14,3.47,0.62,22.57,56.27,137.75,4.87,32.25,3.03,5.64,79.05,1.2,193.45,264.48,0.05,12-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Sep-2019 - 00:00,24.16,12.47,2.06,28.66,2.79,0.62,12.81,61.27,106.96,4.41,36.59,1.74,3.53,89.04,1.48,120.28,272.82,0.0,13-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Sep-2019 - 00:00,14.23,8.81,1.72,26.3,4.32,0.45,14.21,38.38,70.11,3.61,34.64,1.57,3.06,87.29,1.54,168.47,300.43,0.0,14-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Sep-2019 - 00:00,13.11,8.07,1.53,19.95,2.82,0.46,12.84,38.04,67.79,3.52,35.12,1.53,3.12,84.69,1.43,118.66,283.74,0.0,15-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Sep-2019 - 00:00,10.48,6.64,1.44,14.52,2.97,0.41,15.81,24.13,48.78,3.01,37.24,1.42,2.93,83.26,1.31,155.67,294.98,0.0,16-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Sep-2019 - 00:00,13.68,8.78,2.03,12.88,9.2,0.49,22.35,43.4,84.37,3.88,32.33,1.93,4.51,82.44,1.43,264.42,280.55,0.0,17-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Sep-2019 - 00:00,19.13,13.2,4.0,20.21,6.29,0.58,25.62,49.6,112.77,6.93,32.8,2.13,3.99,79.35,1.34,171.75,319.06,0.0,18-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Sep-2019 - 00:00,16.35,10.19,2.06,26.09,4.49,0.49,29.04,33.78,88.33,3.65,32.27,1.73,3.15,75.49,1.91,127.51,331.97,0.0,19-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Sep-2019 - 00:00,10.35,6.63,1.53,27.84,7.52,0.37,23.12,16.4,45.73,2.58,32.7,1.41,2.55,80.57,1.79,114.98,298.95,0.0,20-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Sep-2019 - 00:00,12.31,7.76,1.66,25.65,5.7,0.48,23.54,23.43,58.21,3.38,34.39,2.0,3.55,72.62,1.25,139.3,321.72,0.0,21-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Sep-2019 - 00:00,22.12,13.65,3.04,28.32,4.87,0.82,18.31,42.37,101.39,5.75,29.93,2.59,6.11,78.82,1.39,172.86,246.04,0.0,22-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Sep-2019 - 00:00,15.29,9.35,1.7,19.12,4.38,0.43,25.84,25.99,59.79,3.49,32.2,1.96,4.0,82.15,2.36,127.02,178.5,0.02,23-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Sep-2019 - 00:00,13.27,8.29,1.7,15.98,4.36,0.46,21.64,21.58,49.68,3.16,34.37,1.83,3.67,77.48,1.49,127.5,170.21,0.0,24-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Sep-2019 - 00:00,19.66,11.23,1.95,16.89,5.03,0.68,22.9,36.09,91.8,4.5,32.25,2.55,5.12,76.21,1.22,176.91,272.38,0.0,25-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Sep-2019 - 00:00,14.73,9.01,1.64,14.01,4.68,0.54,23.65,34.23,77.59,4.07,33.76,2.04,3.86,78.97,1.39,145.57,260.67,0.0,26-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Sep-2019 - 00:00,20.31,12.46,2.35,18.98,5.52,0.57,15.78,33.05,80.12,3.93,33.5,1.76,3.62,79.17,1.59,133.43,273.31,0.0,27-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Sep-2019 - 00:00,22.7,13.08,2.11,19.29,3.36,0.46,14.89,29.68,66.23,3.15,27.13,1.15,2.33,84.52,1.68,137.79,148.43,0.0,28-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Sep-2019 - 00:00,17.26,11.01,2.48,10.07,3.0,0.5,13.99,22.87,52.0,3.99,34.93,1.86,3.24,86.74,1.78,109.46,280.45,0.01,29-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Sep-2019 - 00:00,13.93,8.7,1.78,7.19,9.06,0.4,13.72,10.0,30.71,2.62,33.71,1.36,2.48,94.55,2.29,82.26,134.67,0.03,30-Sep-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Sep-2019 - 00:00,16.44,10.18,1.98,6.14,5.36,0.42,13.68,14.54,38.87,3.49,30.73,2.31,3.81,88.73,1.55,110.51,167.62,0.01,01-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Oct-2019 - 00:00,29.48,17.98,3.33,6.0,6.48,0.52,18.12,21.76,55.9,3.9,32.78,2.05,4.45,87.2,1.49,102.2,159.16,0.0,02-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Oct-2019 - 00:00,49.52,27.28,1.76,12.35,6.04,0.58,49.2,41.82,85.59,5.05,39.91,2.65,4.5,80.46,1.48,177.2,270.57,0.0,03-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Oct-2019 - 00:00,38.13,20.98,2.05,14.9,9.24,0.6,46.25,59.55,126.19,5.3,26.95,2.17,4.42,76.43,1.74,253.68,291.3,0.0,04-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Oct-2019 - 00:00,26.69,15.82,3.34,9.38,8.74,0.4,31.87,28.4,83.13,3.9,17.07,1.67,2.72,74.05,2.55,277.9,255.83,0.0,05-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Oct-2019 - 00:00,20.43,12.05,2.72,8.81,10.17,0.43,36.05,30.71,75.11,4.31,23.59,2.8,4.2,60.87,2.96,295.15,321.25,0.0,06-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Oct-2019 - 00:00,20.42,12.06,2.73,8.43,14.12,0.53,40.25,48.5,110.35,5.44,23.16,2.78,4.25,74.96,2.78,299.13,,0.0,07-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Oct-2019 - 00:00,19.43,11.53,2.18,9.46,13.12,0.56,32.92,51.39,126.95,5.98,18.78,2.19,4.02,77.03,3.08,292.1,233.47,0.0,08-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Oct-2019 - 00:00,18.32,10.82,1.56,11.22,11.14,0.5,40.8,43.95,101.48,4.9,20.93,1.89,3.6,66.48,2.26,282.42,305.26,0.0,09-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Oct-2019 - 00:00,42.13,28.93,9.33,13.44,7.48,0.69,26.93,67.27,153.71,6.75,33.86,2.99,5.56,68.2,1.36,194.82,288.03,0.0,10-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Oct-2019 - 00:00,39.2,23.66,3.97,16.45,10.7,0.78,38.59,76.15,172.07,7.2,34.19,3.34,6.17,66.22,1.56,196.88,278.3,0.0,11-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Oct-2019 - 00:00,33.94,19.44,2.21,17.78,13.43,0.63,42.1,68.3,145.46,6.87,29.34,3.25,5.34,64.37,1.75,285.72,289.19,0.01,12-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Oct-2019 - 00:00,40.33,21.79,3.55,19.63,11.13,0.86,37.99,88.39,182.8,8.72,28.36,4.14,6.42,71.5,1.73,243.91,260.26,0.0,13-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Oct-2019 - 00:00,29.96,17.06,2.75,20.66,12.2,0.83,45.2,90.79,207.36,8.14,32.37,3.81,6.88,67.89,2.03,306.96,276.04,0.0,14-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Oct-2019 - 00:00,29.86,17.55,3.43,17.52,11.2,0.95,44.6,97.23,211.25,8.01,30.74,3.84,6.62,70.31,1.75,283.64,242.6,0.0,15-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Oct-2019 - 00:00,59.04,42.89,16.01,22.57,6.41,1.28,32.59,134.87,272.74,11.09,39.02,5.01,10.18,73.8,1.28,134.92,241.66,0.0,16-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Oct-2019 - 00:00,50.23,29.44,4.99,20.16,9.8,1.07,30.22,113.22,230.22,9.77,39.05,4.6,8.44,74.29,1.31,118.83,231.52,0.0,17-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Oct-2019 - 00:00,37.49,21.14,2.94,17.64,8.44,0.76,31.36,81.13,164.51,6.72,37.64,2.99,5.52,71.78,1.73,100.71,240.22,0.0,18-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Oct-2019 - 00:00,36.49,21.11,3.11,19.5,7.69,0.8,34.03,90.5,189.2,7.43,34.62,2.73,4.89,70.6,1.99,130.85,252.65,0.01,19-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Oct-2019 - 00:00,32.01,18.66,2.42,15.01,17.0,0.78,37.85,86.28,181.48,7.31,31.8,3.59,6.01,63.37,2.09,251.86,242.48,0.0,20-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Oct-2019 - 00:00,29.75,16.97,1.78,15.21,16.22,0.75,42.61,100.33,191.62,7.39,24.09,2.99,5.69,59.47,2.59,309.67,277.14,0.0,21-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Oct-2019 - 00:00,30.05,17.08,1.72,15.56,16.26,0.78,46.23,97.03,188.47,7.14,23.52,2.68,5.41,56.89,2.75,302.09,279.35,0.0,22-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Oct-2019 - 00:00,40.25,22.55,2.04,18.97,21.16,0.89,49.31,115.91,230.35,8.48,23.44,5.1,7.62,54.69,2.95,292.36,272.45,0.0,23-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Oct-2019 - 00:00,48.22,28.67,4.27,18.65,20.67,1.08,41.03,104.29,218.07,9.71,31.63,5.24,9.76,59.43,1.77,250.76,259.32,0.0,24-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Oct-2019 - 00:00,71.91,61.74,30.16,24.27,13.31,1.34,32.48,120.13,262.06,12.85,38.37,9.05,18.43,68.32,1.5,156.18,246.25,0.0,25-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Oct-2019 - 00:00,67.71,42.36,8.76,25.71,13.38,1.03,32.41,102.63,225.09,9.72,33.7,4.62,9.63,69.67,1.63,129.07,227.41,0.0,26-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Oct-2019 - 00:00,65.71,39.6,6.57,26.57,13.64,1.27,34.21,125.12,264.77,11.29,36.32,5.86,12.46,70.12,1.51,178.64,220.45,0.0,27-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Oct-2019 - 00:00,62.58,36.8,5.18,27.9,32.81,1.55,43.27,237.2,363.61,12.85,30.96,4.53,10.2,65.54,2.13,266.03,251.33,0.0,28-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Oct-2019 - 00:00,54.01,33.23,6.24,34.97,29.47,1.59,42.14,224.77,389.46,12.94,33.1,4.13,10.55,66.44,1.41,194.89,229.5,0.0,29-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Oct-2019 - 00:00,58.99,34.9,5.09,32.74,10.32,1.67,27.23,227.46,389.03,14.08,35.46,4.47,11.15,79.7,1.3,162.89,185.73,0.0,30-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Oct-2019 - 00:00,72.11,48.29,13.23,35.3,7.82,2.14,27.9,256.44,436.63,16.48,35.43,5.44,13.55,77.25,1.63,249.93,176.17,0.0,31-Oct-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Oct-2019 - 00:00,61.57,36.42,5.37,31.92,17.96,1.93,37.95,269.75,448.53,14.8,24.91,3.81,8.24,67.25,1.86,248.23,207.15,0.01,01-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Nov-2019 - 00:00,63.42,39.8,8.36,30.52,17.11,1.73,39.02,236.68,404.49,14.51,29.54,4.73,9.14,67.97,1.78,228.6,212.92,0.0,02-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Nov-2019 - 00:00,52.65,31.23,4.63,25.4,15.67,2.07,30.34,282.78,478.66,15.99,31.33,4.83,9.36,73.26,1.88,270.58,187.27,0.0,03-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Nov-2019 - 00:00,64.76,36.87,3.79,32.24,15.01,3.39,34.49,460.21,610.5,20.99,31.12,5.37,11.52,69.24,2.25,288.11,197.11,0.0,04-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Nov-2019 - 00:00,43.04,24.64,2.68,21.01,17.44,1.51,34.36,229.95,361.72,12.26,21.08,3.41,7.12,63.73,2.84,294.14,168.47,0.0,05-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Nov-2019 - 00:00,50.97,30.52,4.85,20.22,28.88,1.38,38.99,172.87,296.28,10.84,20.81,3.88,8.06,53.51,3.06,289.43,172.51,0.0,06-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Nov-2019 - 00:00,76.35,47.58,9.59,26.46,21.04,1.73,38.39,270.66,447.47,14.13,30.62,7.26,13.74,58.52,1.64,156.59,191.5,0.0,07-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Nov-2019 - 00:00,41.02,24.4,3.69,19.34,13.48,0.64,24.98,75.24,147.7,6.69,25.86,2.81,5.38,68.27,2.23,123.78,88.87,0.0,08-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Nov-2019 - 00:00,42.22,25.9,4.86,16.95,14.78,0.52,24.64,49.26,102.73,5.12,24.32,2.29,4.72,69.0,1.99,277.54,220.33,0.0,09-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Nov-2019 - 00:00,41.73,24.44,3.29,19.1,15.61,0.87,32.94,95.05,166.14,7.55,18.48,2.8,5.64,37.23,2.98,301.67,245.15,0.0,10-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Nov-2019 - 00:00,62.92,36.15,4.09,21.91,23.41,1.35,39.48,192.9,317.78,10.61,22.7,3.61,7.65,47.3,2.11,293.32,228.31,0.0,11-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Nov-2019 - 00:00,70.07,41.98,6.7,21.87,21.34,1.46,42.06,195.94,340.47,11.82,24.46,4.02,9.26,55.57,1.98,298.45,204.36,0.0,12-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Nov-2019 - 00:00,60.33,33.49,2.46,20.11,26.95,1.4,51.0,205.33,362.71,12.33,23.67,4.62,8.9,59.78,2.15,296.75,224.77,0.0,13-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Nov-2019 - 00:00,77.02,62.15,27.5,27.38,25.38,1.56,31.27,170.66,317.54,12.89,28.9,6.65,14.75,68.43,1.59,301.71,198.57,0.0,14-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Nov-2019 - 00:00,71.33,50.37,16.38,29.13,16.18,1.36,24.03,158.08,267.45,13.16,30.89,7.05,14.36,76.01,1.13,167.58,158.02,0.0,15-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Nov-2019 - 00:00,45.35,26.36,3.34,21.73,16.84,1.1,28.04,152.58,232.51,10.26,23.03,4.09,7.37,69.76,1.92,305.05,201.35,0.0,16-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Nov-2019 - 00:00,30.58,18.13,2.69,17.87,12.23,0.58,29.1,74.9,178.9,5.52,14.54,2.56,3.96,65.37,3.52,307.9,232.53,0.0,17-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Nov-2019 - 00:00,25.13,14.86,2.15,21.85,9.15,0.48,36.8,47.28,83.9,4.69,13.05,2.19,3.63,63.55,3.7,297.56,219.4,0.0,18-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Nov-2019 - 00:00,44.89,39.14,19.8,20.19,9.14,0.76,36.94,71.96,135.96,7.42,15.37,2.65,6.38,68.29,2.66,279.47,216.88,0.0,19-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Nov-2019 - 00:00,67.54,60.83,31.85,26.93,19.46,1.36,38.53,141.86,234.35,11.36,22.27,4.57,10.52,55.84,1.68,276.84,227.73,0.0,20-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Nov-2019 - 00:00,83.59,77.6,42.31,34.98,13.51,1.32,28.88,131.1,222.85,12.37,27.58,6.47,13.25,59.76,1.23,205.72,186.46,0.0,21-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Nov-2019 - 00:00,72.91,62.45,30.38,36.27,17.22,1.24,35.68,117.88,215.93,12.16,24.82,4.83,10.2,59.36,1.65,213.48,191.2,0.0,22-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Nov-2019 - 00:00,51.23,36.75,12.45,28.11,18.28,0.83,32.74,107.68,183.37,8.07,19.82,3.35,6.59,57.24,2.12,294.72,144.63,0.0,23-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Nov-2019 - 00:00,34.69,19.71,1.95,20.69,15.21,0.73,28.58,84.78,138.3,7.5,16.59,3.94,5.81,69.28,2.99,299.25,115.2,0.0,24-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Nov-2019 - 00:00,31.6,17.78,1.59,17.91,14.05,0.61,40.23,85.15,127.59,5.99,18.68,2.88,5.06,61.18,2.74,290.44,199.1,0.0,25-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Nov-2019 - 00:00,39.57,23.15,3.09,20.83,16.54,0.66,31.28,64.02,111.48,6.26,24.5,3.48,6.62,53.55,1.66,270.93,197.35,0.0,26-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Nov-2019 - 00:00,46.67,27.52,3.91,22.89,14.66,0.43,25.76,52.74,93.17,4.41,24.06,2.07,4.18,67.65,2.37,122.16,92.06,0.0,27-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Nov-2019 - 00:00,32.78,18.81,2.12,24.11,14.4,0.5,25.69,53.85,85.18,5.48,23.47,2.16,4.67,74.34,2.17,122.28,124.14,0.0,28-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Nov-2019 - 00:00,31.02,17.98,3.31,24.6,5.4,0.47,24.46,32.41,51.94,3.87,18.48,1.74,3.85,86.55,2.67,138.56,143.44,0.17,29-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Nov-2019 - 00:00,38.33,23.64,4.51,22.42,10.91,0.58,24.5,48.58,78.6,5.33,20.5,2.45,5.2,82.84,2.08,223.57,189.44,0.0,30-Nov-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Nov-2019 - 00:00,32.1,18.25,1.85,19.65,9.53,0.64,28.6,75.58,104.75,5.84,21.62,3.44,5.81,81.04,2.64,290.08,205.42,0.0,01-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Dec-2019 - 00:00,29.9,16.83,1.5,18.95,12.58,0.58,47.06,89.44,118.15,5.31,17.42,2.23,4.31,67.21,2.91,280.83,84.01,0.0,02-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Dec-2019 - 00:00,36.13,20.29,1.76,26.9,12.69,0.68,47.7,104.21,145.62,6.29,18.75,2.54,5.28,65.22,2.74,281.64,199.45,0.0,03-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Dec-2019 - 00:00,47.91,32.6,9.43,25.63,16.6,1.07,39.57,139.59,191.78,9.56,24.52,5.12,10.28,63.4,2.6,279.86,200.52,0.0,04-Dec-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
