from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
23-Apr-2019 - 00:00,33.41,21.07,3.07,55.13,21.95,0.61,75.15,57.84,181.71,6.06,62.08,3.51,4.21,39.51,1.78,132.29,452.15,0.0,24-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Apr-2019 - 00:00,29.89,19.19,3.04,55.58,26.32,0.61,98.49,61.98,224.87,6.23,58.57,3.02,3.75,43.89,2.09,121.85,365.34,0.0,25-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Apr-2019 - 00:00,29.75,19.22,3.15,49.78,18.77,0.57,93.67,53.27,185.63,5.08,60.71,3.0,3.54,49.29,1.78,113.36,336.94,0.01,26-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Apr-2019 - 00:00,27.86,19.0,4.12,41.31,13.3,0.37,84.19,40.84,145.29,4.89,62.49,6.77,8.21,38.26,2.12,284.46,486.35,0.0,27-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Apr-2019 - 00:00,24.4,16.29,2.98,36.67,9.56,0.26,94.22,41.55,200.84,2.6,51.81,2.69,3.43,26.56,3.67,310.34,508.44,0.0,28-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Apr-2019 - 00:00,24.87,16.4,2.81,29.09,12.69,0.28,86.92,51.71,236.34,2.88,50.06,2.61,3.42,20.49,3.66,308.73,529.72,0.0,29-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Apr-2019 - 00:00,31.43,19.98,3.03,31.76,12.31,0.32,95.47,48.69,202.72,3.22,51.86,2.7,3.92,17.26,2.64,290.57,527.74,0.0,30-Apr-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Apr-2019 - 00:00,32.63,20.7,3.16,38.12,24.77,0.39,74.69,50.07,189.33,4.6,72.41,3.45,4.46,18.35,2.24,106.42,447.66,0.0,01-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-May-2019 - 00:00,20.75,14.28,2.91,36.87,11.03,0.35,64.11,38.61,144.06,3.2,78.62,2.87,3.18,25.76,2.68,78.63,411.48,0.0,02-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-May-2019 - 00:00,16.45,11.83,2.62,33.24,11.78,0.3,60.73,31.28,124.48,2.66,63.95,2.34,2.36,38.09,3.88,89.07,392.29,0.07,03-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-May-2019 - 00:00,23.66,16.46,3.68,38.69,12.95,0.34,55.69,23.9,74.79,2.93,71.73,2.82,3.49,33.84,1.56,189.29,483.45,0.0,04-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-May-2019 - 00:00,22.54,15.19,2.82,36.37,18.26,0.31,59.32,30.47,132.71,3.12,56.53,2.83,3.95,20.63,2.69,299.04,528.5,0.0,05-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-May-2019 - 00:00,29.73,20.86,5.2,32.21,17.24,0.48,51.8,40.08,157.29,4.37,55.17,3.25,5.0,19.92,2.63,295.72,504.51,0.0,06-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-May-2019 - 00:00,39.51,24.44,3.31,50.11,18.42,0.54,51.84,43.99,162.81,5.82,61.14,3.68,5.98,19.25,2.25,301.71,526.61,0.0,07-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-May-2019 - 00:00,35.3,22.03,3.03,44.68,19.83,0.6,49.71,47.56,150.11,6.47,61.88,5.8,8.37,15.28,1.84,242.25,519.62,0.0,08-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-May-2019 - 00:00,43.98,28.75,5.83,53.19,22.26,0.76,50.11,64.72,195.81,6.38,61.16,4.38,7.29,17.87,1.95,281.53,483.99,0.0,09-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-May-2019 - 00:00,33.06,20.69,2.82,43.89,23.21,0.81,60.94,72.63,222.18,5.98,48.56,3.45,5.91,17.49,2.79,288.32,514.26,0.0,10-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-May-2019 - 00:00,22.67,15.17,2.76,41.72,13.65,0.54,61.48,78.85,319.38,3.78,44.86,2.48,3.83,23.34,3.25,252.08,437.08,0.0,11-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-May-2019 - 00:00,25.73,16.84,2.77,42.5,16.47,0.62,62.56,49.28,142.7,4.0,51.61,2.78,3.98,31.49,2.13,272.61,462.74,0.0,12-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-May-2019 - 00:00,28.94,18.49,2.84,40.38,21.95,0.8,53.82,89.19,231.15,5.38,51.95,3.07,4.36,30.85,2.21,249.04,578.78,0.0,13-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-May-2019 - 00:00,24.48,16.13,2.72,33.22,21.69,0.49,61.51,41.51,140.21,3.75,54.5,2.35,3.2,35.55,1.84,154.33,355.21,0.23,14-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-May-2019 - 00:00,36.93,23.48,3.98,58.76,8.91,0.6,57.29,35.55,74.81,3.74,41.62,2.55,4.35,57.17,1.24,185.82,427.61,0.01,15-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-May-2019 - 00:00,32.33,20.65,3.25,34.01,20.51,0.64,39.97,48.44,142.31,5.13,49.69,2.75,5.18,51.91,2.43,135.91,336.49,0.0,16-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-May-2019 - 00:00,33.76,23.68,5.01,38.72,13.19,0.74,42.17,75.89,210.26,5.02,49.31,2.89,5.41,54.9,1.85,184.95,387.48,0.0,17-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-May-2019 - 00:00,26.92,17.26,3.14,35.37,21.01,0.71,45.0,83.75,267.57,5.97,47.7,2.8,4.8,57.22,2.08,199.42,332.73,0.0,18-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-May-2019 - 00:00,18.09,12.31,2.72,27.07,14.67,0.46,57.3,39.77,109.85,3.28,42.2,2.16,3.47,52.0,2.22,266.49,457.69,0.0,19-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-May-2019 - 00:00,23.01,14.87,2.7,24.07,18.5,0.61,57.81,58.26,150.99,4.29,43.41,2.52,4.5,38.49,2.6,303.67,483.75,0.0,20-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-May-2019 - 00:00,24.28,15.59,2.78,25.03,14.34,0.62,59.73,60.32,195.73,4.53,43.15,2.56,4.93,31.99,2.66,303.86,409.97,0.0,21-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-May-2019 - 00:00,25.08,15.9,2.65,30.03,17.6,0.62,53.06,57.89,158.69,4.67,43.44,2.91,5.78,27.97,2.18,308.08,513.31,0.0,22-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-May-2019 - 00:00,29.2,18.59,3.36,38.52,20.88,0.65,56.16,62.95,183.94,5.11,48.21,2.83,5.95,20.27,1.9,228.55,494.88,0.0,23-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-May-2019 - 00:00,21.02,13.83,2.72,33.37,18.08,0.56,46.66,61.88,232.96,4.45,39.96,2.31,4.39,35.0,2.79,307.11,378.58,0.0,24-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-May-2019 - 00:00,16.62,11.53,2.75,33.23,16.17,0.31,41.66,27.13,77.97,2.44,41.7,1.86,3.27,56.2,2.65,225.67,377.6,0.02,25-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-May-2019 - 00:00,16.4,11.43,2.71,29.98,9.75,0.36,62.58,26.67,113.75,2.6,32.78,1.87,3.46,45.94,3.2,305.42,498.8,0.0,26-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-May-2019 - 00:00,19.65,13.06,2.64,37.68,14.03,0.43,76.33,37.65,111.32,5.59,47.6,31.98,30.89,35.47,2.42,308.57,482.21,0.0,27-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-May-2019 - 00:00,20.04,13.29,2.67,34.05,13.31,0.36,70.93,33.55,117.27,3.86,34.54,6.25,9.07,23.04,2.83,297.22,527.16,0.0,28-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-May-2019 - 00:00,19.86,13.21,2.7,31.74,16.71,0.34,75.19,31.43,111.36,3.55,32.77,3.18,5.92,15.63,2.89,301.96,481.27,0.0,29-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-May-2019 - 00:00,23.5,15.13,2.72,33.21,18.49,0.46,68.75,38.38,142.86,4.38,34.34,3.21,7.46,17.98,2.46,308.92,514.75,0.0,30-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-May-2019 - 00:00,30.27,18.95,3.03,38.25,22.83,0.55,69.66,51.33,166.22,5.13,44.19,3.24,8.06,14.1,1.9,263.46,521.67,0.0,31-May-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-May-2019 - 00:00,34.3,22.05,4.31,37.75,20.97,0.6,66.99,51.05,178.01,5.38,50.7,3.43,8.62,18.97,1.91,239.01,458.75,0.0,01-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Jun-2019 - 00:00,25.18,16.08,2.81,38.59,12.13,0.65,52.39,54.44,215.53,7.14,50.37,8.38,13.1,48.78,2.18,111.87,458.1,0.0,02-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Jun-2019 - 00:00,15.51,10.79,2.51,27.52,4.82,0.56,59.21,56.55,184.72,4.53,53.76,2.94,4.75,53.68,2.1,111.64,447.42,0.0,03-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Jun-2019 - 00:00,15.81,11.03,2.62,23.47,5.05,0.48,59.63,46.0,206.27,4.4,43.98,2.2,3.61,53.8,2.66,118.96,467.31,0.0,04-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Jun-2019 - 00:00,17.84,12.06,2.58,18.69,4.07,0.44,66.26,39.01,136.48,3.2,43.54,2.6,4.07,47.41,2.31,130.71,416.52,0.0,05-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Jun-2019 - 00:00,27.85,19.04,4.76,24.08,7.14,0.71,57.65,65.09,171.76,7.24,51.3,3.49,8.81,43.85,1.43,134.84,427.74,0.0,06-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Jun-2019 - 00:00,21.6,14.21,2.8,24.71,7.47,0.55,49.82,58.22,186.01,5.58,45.71,2.8,6.43,47.74,2.23,118.4,330.24,0.07,07-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Jun-2019 - 00:00,41.21,25.87,4.6,26.06,4.64,0.45,56.43,40.85,96.67,4.25,39.94,2.59,6.7,48.41,1.72,148.79,508.92,0.0,08-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Jun-2019 - 00:00,28.84,18.6,3.57,17.63,5.98,0.48,72.35,51.39,147.83,5.1,46.03,2.78,6.97,37.51,1.82,208.42,506.33,0.0,09-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Jun-2019 - 00:00,25.44,16.1,2.66,15.32,6.58,0.4,70.12,38.21,131.38,4.68,45.22,2.78,6.26,28.1,2.03,201.53,507.37,0.0,10-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Jun-2019 - 00:00,35.36,21.68,3.16,19.37,8.46,0.52,65.97,45.32,151.93,5.1,44.16,2.94,8.91,22.34,1.66,247.04,505.7,0.0,11-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Jun-2019 - 00:00,22.53,13.94,1.87,22.3,20.58,0.5,61.79,53.29,197.25,5.75,48.1,2.86,7.3,26.69,2.02,161.57,479.33,0.0,12-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Jun-2019 - 00:00,12.55,8.6,1.7,18.85,5.57,0.26,61.81,27.93,155.28,2.02,35.51,1.99,3.49,39.47,3.06,129.48,445.01,0.04,13-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Jun-2019 - 00:00,19.67,12.43,1.84,19.58,14.03,0.38,61.38,41.68,165.65,3.2,46.83,2.11,4.49,35.44,1.64,143.02,557.84,0.0,14-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Jun-2019 - 00:00,22.04,13.9,2.16,23.16,17.91,0.37,71.97,42.9,167.07,3.7,37.13,2.66,6.64,26.25,2.43,282.65,449.74,0.0,15-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Jun-2019 - 00:00,16.85,10.85,1.71,21.63,17.62,0.33,77.01,44.94,206.79,3.61,27.65,2.22,5.12,20.16,3.15,305.63,555.63,0.0,16-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Jun-2019 - 00:00,9.75,6.97,1.61,20.06,6.29,0.24,49.42,31.59,136.88,2.12,21.34,1.52,3.2,,3.46,270.34,,0.0,17-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Jun-2019 - 00:00,9.19,6.91,1.78,19.51,11.64,0.27,49.14,34.76,172.31,2.41,23.59,1.65,3.41,52.72,3.38,247.13,377.89,0.2,18-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Jun-2019 - 00:00,18.29,11.75,1.89,16.12,5.09,0.29,47.83,18.47,52.73,2.58,18.4,1.54,4.03,69.02,2.04,237.24,294.45,0.0,19-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Jun-2019 - 00:00,21.72,13.59,1.95,20.04,5.13,0.35,53.23,57.31,217.37,3.02,37.07,2.39,5.85,62.91,1.49,261.87,470.11,0.0,20-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Jun-2019 - 00:00,20.75,13.02,1.88,23.88,9.1,0.38,56.08,44.12,162.79,4.07,38.16,2.22,4.27,63.24,2.02,155.37,533.63,0.0,21-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Jun-2019 - 00:00,19.34,12.29,1.94,13.39,18.21,0.4,72.54,41.74,104.86,3.94,36.41,2.16,4.33,49.89,1.96,178.23,486.95,0.0,22-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Jun-2019 - 00:00,19.51,12.15,1.66,16.31,15.84,0.39,77.12,47.93,126.07,3.73,29.99,2.26,5.21,45.24,2.16,258.09,415.22,0.0,23-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Jun-2019 - 00:00,11.7,8.03,1.55,12.81,8.96,0.34,54.28,28.7,100.51,3.48,44.51,1.77,2.81,58.34,2.02,121.04,544.11,0.0,24-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Jun-2019 - 00:00,8.44,6.35,1.61,12.75,6.91,0.27,36.52,17.86,69.44,2.22,40.99,1.54,2.32,67.71,2.17,117.56,383.37,0.0,25-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Jun-2019 - 00:00,11.52,8.01,1.7,9.86,8.23,0.34,46.76,23.29,65.77,2.95,45.11,1.84,3.36,60.39,1.44,185.84,423.68,0.0,26-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Jun-2019 - 00:00,12.54,8.34,1.56,11.87,8.47,0.4,58.51,39.19,103.15,3.37,35.14,1.96,4.32,54.53,2.43,237.37,499.23,0.0,27-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Jun-2019 - 00:00,10.13,7.22,1.57,24.98,7.02,0.36,63.48,42.49,205.29,3.07,25.86,1.9,4.6,51.54,2.64,276.23,284.2,0.0,28-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Jun-2019 - 00:00,10.86,8.05,2.44,21.93,8.82,0.31,53.33,36.72,151.08,2.83,24.18,1.77,4.5,52.9,2.86,244.35,524.74,0.0,29-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Jun-2019 - 00:00,10.88,7.37,1.61,38.06,7.35,0.31,49.07,49.4,232.45,2.79,26.7,1.91,4.8,44.52,2.34,278.37,485.26,0.0,30-Jun-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Jun-2019 - 00:00,17.06,10.33,1.69,41.16,11.29,0.37,54.72,43.24,160.82,3.63,36.04,2.42,5.46,43.43,1.86,233.48,492.5,0.0,01-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Jul-2019 - 00:00,10.9,7.52,1.51,40.3,6.01,0.47,55.88,49.99,149.8,3.91,38.98,1.92,4.18,58.58,1.83,184.37,465.69,0.0,02-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Jul-2019 - 00:00,9.09,6.3,1.42,36.85,4.46,0.4,66.32,42.92,136.51,3.22,35.52,1.6,3.25,57.24,2.0,150.72,465.59,0.0,03-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Jul-2019 - 00:00,9.37,6.74,1.67,23.98,3.8,0.41,46.1,39.68,108.75,3.78,43.14,1.68,3.02,64.06,1.82,142.95,443.96,0.0,04-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Jul-2019 - 00:00,11.87,8.27,1.75,24.23,4.25,0.37,27.75,22.91,57.61,3.88,39.62,1.96,3.82,84.79,2.25,107.67,133.13,0.05,05-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Jul-2019 - 00:00,14.36,9.98,2.25,26.51,3.34,0.5,36.54,32.89,67.79,4.51,38.83,2.19,4.54,77.3,1.6,154.5,447.69,0.03,06-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Jul-2019 - 00:00,12.69,8.7,1.76,27.88,4.48,0.38,38.66,25.88,71.7,3.73,40.75,2.24,4.06,74.61,1.76,134.28,394.31,0.0,07-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Jul-2019 - 00:00,11.43,7.55,1.66,23.62,4.63,0.34,34.74,22.98,54.03,3.1,43.13,1.8,3.62,72.33,1.41,143.12,437.15,0.02,08-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Jul-2019 - 00:00,8.88,5.96,1.57,26.27,2.75,0.35,43.92,31.85,82.12,2.98,37.72,1.56,3.28,73.67,1.98,138.76,465.34,0.0,09-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Jul-2019 - 00:00,9.52,6.9,1.55,32.98,3.04,0.37,39.69,30.52,71.87,3.44,40.39,1.82,3.61,85.54,1.79,124.93,210.44,0.16,10-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Jul-2019 - 00:00,10.45,7.12,1.86,21.68,3.84,0.32,38.97,31.1,89.61,2.57,38.8,1.9,4.69,83.46,1.22,191.32,243.46,0.18,11-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Jul-2019 - 00:00,14.65,10.04,2.21,46.63,2.98,0.36,40.53,46.87,160.35,3.14,38.43,1.95,4.43,79.67,1.77,113.62,325.74,0.0,12-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Jul-2019 - 00:00,9.01,6.32,1.36,19.07,3.77,0.34,36.32,53.67,164.71,3.02,33.97,1.97,4.24,84.78,1.61,116.79,279.03,0.03,13-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Jul-2019 - 00:00,8.98,6.4,1.64,35.84,4.0,0.28,38.2,59.21,198.65,2.65,36.52,1.81,4.29,84.36,1.45,135.96,396.05,0.01,14-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Jul-2019 - 00:00,6.51,4.88,1.54,35.06,3.56,0.24,43.89,36.23,102.64,2.33,36.83,1.8,4.6,95.15,2.32,131.18,116.36,0.74,15-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Jul-2019 - 00:00,11.06,7.36,1.5,8.25,3.78,0.43,35.63,23.32,106.95,2.63,22.39,1.46,4.2,90.68,1.52,149.37,110.65,0.03,16-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Jul-2019 - 00:00,8.45,5.85,1.33,15.29,3.27,0.2,41.47,20.15,65.74,1.88,31.3,1.74,4.49,94.7,1.62,117.8,157.01,0.0,17-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Jul-2019 - 00:00,13.61,9.83,2.86,8.42,4.7,0.4,33.89,27.34,56.68,3.1,33.72,2.17,7.09,90.44,1.0,178.99,249.8,0.0,18-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Jul-2019 - 00:00,11.72,8.03,1.6,12.04,10.55,0.44,37.25,47.06,94.34,3.9,36.91,2.46,6.46,88.95,1.31,128.44,328.01,0.0,19-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Jul-2019 - 00:00,14.2,8.95,2.3,21.01,3.47,0.42,36.4,40.23,86.42,3.98,39.54,3.15,5.91,84.96,1.21,127.84,345.46,0.0,20-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Jul-2019 - 00:00,15.77,9.35,1.77,24.71,3.49,0.39,31.69,37.36,74.79,3.35,39.65,2.49,6.5,86.38,1.56,113.17,338.8,0.0,21-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Jul-2019 - 00:00,9.45,6.82,1.58,19.54,3.57,0.36,41.69,34.53,75.67,3.35,42.4,2.01,4.41,82.8,1.79,103.38,493.48,0.0,22-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Jul-2019 - 00:00,10.36,7.53,1.7,22.22,2.73,0.45,40.96,35.26,81.52,4.04,41.72,2.51,5.8,84.93,1.41,137.25,366.46,0.0,23-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Jul-2019 - 00:00,9.11,7.03,1.87,22.79,3.39,0.43,44.6,47.68,94.56,4.17,37.77,2.42,5.96,78.0,1.5,191.73,404.38,0.0,24-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Jul-2019 - 00:00,10.31,8.57,2.54,41.28,2.87,0.38,52.8,38.89,91.95,3.12,33.1,1.6,4.59,76.91,1.4,217.47,355.72,0.0,25-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Jul-2019 - 00:00,11.77,9.45,2.76,40.61,3.68,0.36,27.2,20.78,57.29,3.14,31.58,2.21,4.49,98.08,1.61,125.09,155.6,0.0,26-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Jul-2019 - 00:00,9.69,8.25,2.54,21.41,2.99,0.28,30.48,18.7,40.96,2.46,31.89,1.62,3.49,90.85,1.59,136.92,284.12,0.07,27-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Jul-2019 - 00:00,9.74,8.25,2.52,14.14,2.72,0.23,29.56,11.58,26.91,2.14,30.0,1.57,3.07,94.58,2.04,92.99,106.33,0.0,28-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Jul-2019 - 00:00,8.95,7.83,2.5,10.13,2.88,0.25,25.47,14.09,35.0,2.56,33.67,1.59,3.48,84.44,2.07,95.9,387.47,0.0,29-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Jul-2019 - 00:00,9.05,7.96,2.6,11.88,3.44,0.23,27.5,12.84,31.65,2.27,34.33,1.84,3.54,75.3,1.89,121.59,518.55,0.0,30-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Jul-2019 - 00:00,12.39,9.82,2.77,15.43,3.36,0.3,22.04,17.04,48.09,3.47,31.84,1.71,3.74,82.43,1.95,95.2,216.56,0.0,31-Jul-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Jul-2019 - 00:00,11.52,9.23,2.57,12.65,2.96,0.31,19.48,13.38,50.96,2.66,28.89,1.37,3.26,84.87,1.74,85.42,163.98,0.0,01-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Aug-2019 - 00:00,12.09,9.58,2.64,12.28,3.12,0.32,24.16,23.51,54.75,3.04,31.99,1.86,4.31,80.94,1.45,135.89,387.01,0.0,02-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Aug-2019 - 00:00,11.7,9.52,2.81,10.3,4.09,0.32,20.55,21.02,43.57,3.16,41.07,1.92,4.47,94.77,1.61,101.95,108.83,0.0,03-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Aug-2019 - 00:00,11.9,10.03,3.31,11.79,3.14,0.33,18.91,20.71,41.5,3.52,38.53,1.99,4.63,90.94,1.61,93.47,332.39,0.0,04-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Aug-2019 - 00:00,11.64,9.51,2.95,15.43,2.27,0.4,31.99,19.05,54.65,3.45,42.25,3.02,4.42,83.04,1.11,133.98,377.08,0.0,05-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Aug-2019 - 00:00,10.57,8.79,2.63,15.93,3.23,0.37,36.14,29.1,59.01,3.23,42.24,1.96,3.75,82.75,1.3,132.35,409.37,0.0,06-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Aug-2019 - 00:00,10.12,8.51,2.59,15.48,3.91,0.3,30.53,18.37,42.07,2.71,36.14,1.63,3.23,91.31,1.97,120.78,221.14,0.04,07-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Aug-2019 - 00:00,17.01,12.14,2.74,15.37,3.73,0.45,26.45,26.37,58.44,3.94,37.72,1.72,4.03,80.64,1.23,108.6,272.21,0.0,08-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Aug-2019 - 00:00,22.12,14.97,2.87,17.95,3.76,0.35,29.23,19.25,54.58,3.58,38.31,1.88,4.4,72.05,1.13,141.43,379.66,0.0,09-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Aug-2019 - 00:00,22.22,14.84,2.58,16.99,2.68,0.33,22.65,18.06,45.89,3.5,42.28,3.7,5.85,84.91,2.24,85.45,279.07,0.0,10-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Aug-2019 - 00:00,21.44,14.51,2.69,11.8,3.13,0.27,22.51,17.1,42.75,2.41,50.81,1.77,3.16,79.06,2.14,119.13,380.18,0.0,11-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Aug-2019 - 00:00,19.61,13.49,2.61,10.36,3.43,0.26,25.65,22.68,57.1,2.74,48.4,1.53,3.02,77.91,1.45,183.37,447.31,0.0,12-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Aug-2019 - 00:00,21.08,14.64,3.12,13.69,3.24,0.32,25.46,27.56,64.74,3.26,36.57,1.65,4.89,81.16,1.34,247.56,182.81,0.0,13-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Aug-2019 - 00:00,16.75,12.51,3.32,14.22,2.41,0.31,18.84,22.59,53.05,3.49,32.47,1.63,4.55,91.01,1.91,195.94,173.59,0.01,14-Aug-2019 - 00:00,"Sector-7, Kurukshetra - HSPCB"
