from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
16-Nov-2019 - 00:00,0.97,0.32,0.45,0.39,2.32,735.65,38.26,85.26,0.0,109.13,22.82,91.66,2.36,0.8,19.1,6.06,15.18,20.36,52.5,15.57,17-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Nov-2019 - 00:00,0.47,0.25,0.29,0.35,1.93,734.36,25.8,65.36,0.0,114.29,23.54,75.46,1.6,0.59,13.71,5.63,13.62,18.44,61.56,16.34,18-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Nov-2019 - 00:00,0.89,0.23,0.49,0.53,1.58,734.08,24.57,55.32,0.0,118.25,21.97,57.52,1.84,0.67,15.9,6.44,13.67,19.3,48.23,15.93,19-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Nov-2019 - 00:00,1.19,0.34,1.04,0.84,2.5,732.88,27.07,65.04,0.0,113.56,20.43,89.73,1.34,0.79,13.42,11.78,19.02,29.42,40.43,15.33,20-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Nov-2019 - 00:00,1.87,0.53,1.63,1.12,3.52,732.79,33.75,75.96,0.0,112.51,20.25,143.81,1.27,1.12,17.24,12.68,22.73,34.06,41.05,18.73,21-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Nov-2019 - 00:00,2.02,0.57,1.71,1.14,3.72,732.61,35.76,76.87,0.0,106.59,20.45,175.43,1.2,1.04,20.94,10.83,20.73,30.46,48.37,17.87,22-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Nov-2019 - 00:00,2.38,0.65,1.99,1.27,4.26,732.42,44.24,143.28,0.0,102.59,20.75,171.96,1.09,1.24,21.68,11.62,23.68,34.07,43.36,20.9,23-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Nov-2019 - 00:00,2.19,0.64,2.09,1.28,4.66,733.37,42.36,92.51,0.0,95.45,20.86,109.57,1.57,1.25,17.84,16.79,26.36,41.45,37.98,26.01,24-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Nov-2019 - 00:00,1.95,0.71,1.9,1.2,4.39,733.37,42.69,78.92,0.0,86.78,20.4,107.69,1.46,1.2,21.03,13.43,24.04,36.24,48.4,19.69,25-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Nov-2019 - 00:00,1.99,0.71,1.89,1.24,4.2,732.65,40.32,74.54,0.0,97.99,20.59,138.57,1.27,1.1,20.25,13.64,21.75,33.99,45.11,19.03,26-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Nov-2019 - 00:00,1.87,0.6,1.66,1.18,3.4,732.89,30.77,60.5,0.0,102.35,21.15,145.68,1.28,1.14,20.55,11.5,18.65,29.07,32.06,18.08,27-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Nov-2019 - 00:00,2.87,0.86,2.42,1.33,4.9,732.96,33.56,74.73,0.0,92.39,20.77,150.35,1.41,1.33,18.46,13.9,19.42,33.32,40.74,17.13,28-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Nov-2019 - 00:00,1.25,0.31,0.52,0.25,2.13,734.11,33.83,64.96,0.01,87.44,19.47,119.78,1.73,0.83,9.52,6.09,11.54,17.6,34.67,17.96,29-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Nov-2019 - 00:00,1.21,0.45,0.93,0.44,2.98,733.87,23.89,48.98,0.0,93.24,17.94,79.54,1.76,0.93,7.48,7.11,10.96,18.05,35.63,16.6,30-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Nov-2019 - 00:00,0.82,0.3,0.44,0.21,2.18,734.52,25.55,42.7,0.0,112.09,18.04,71.89,2.07,0.76,7.7,5.58,9.68,15.26,46.85,17.36,01-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Dec-2019 - 00:00,0.76,0.26,0.38,0.19,2.89,732.68,25.62,62.88,0.0,34.2,16.35,221.56,1.44,0.51,8.11,7.47,13.36,19.31,13.46,41.9,02-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Dec-2019 - 00:00,1.53,0.4,1.0,0.46,2.82,733.27,29.89,64.66,0.0,107.63,16.7,149.32,1.41,1.05,10.94,9.08,11.67,20.73,34.37,16.78,03-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Dec-2019 - 00:00,1.18,0.31,0.63,0.31,2.15,733.72,26.07,63.44,0.0,107.89,16.3,128.74,1.59,0.85,16.13,7.45,11.12,18.54,35.76,16.79,04-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Dec-2019 - 00:00,1.43,0.4,0.96,0.44,2.78,732.84,29.48,69.01,0.0,106.1,16.27,142.54,1.3,0.98,18.92,8.98,8.42,17.39,36.58,21.31,05-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Dec-2019 - 00:00,2.61,0.69,1.72,0.81,4.32,732.7,40.3,87.54,0.0,97.83,15.89,132.27,1.34,1.34,18.15,8.45,6.61,15.05,35.48,20.07,06-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Dec-2019 - 00:00,2.5,0.71,1.6,0.71,4.29,732.93,47.13,89.83,0.0,91.29,15.85,131.84,1.37,1.36,12.22,12.45,5.32,17.51,32.88,14.09,07-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Dec-2019 - 00:00,2.71,0.61,1.79,0.8,3.69,733.07,50.97,96.73,0.0,98.99,16.34,136.17,1.41,1.32,12.77,10.17,4.87,15.04,38.5,11.79,08-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Dec-2019 - 00:00,2.64,0.47,1.51,0.67,3.85,732.68,45.69,92.84,0.0,95.62,15.82,164.84,1.19,1.37,11.29,9.09,5.37,14.45,39.22,13.6,09-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Dec-2019 - 00:00,2.73,0.56,1.7,0.77,4.03,732.58,44.56,92.2,0.0,95.02,15.79,155.63,1.27,1.33,21.62,8.81,3.12,11.89,36.7,13.52,10-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Dec-2019 - 00:00,2.96,0.76,2.0,0.9,4.6,732.51,50.78,98.58,0.0,95.71,15.53,161.81,1.22,1.52,27.37,16.61,9.6,24.78,35.59,12.0,11-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Dec-2019 - 00:00,3.35,0.86,2.36,1.07,4.73,732.57,53.82,102.59,0.0,89.67,15.81,181.27,1.29,1.64,23.85,8.75,20.74,29.39,29.38,13.87,12-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Dec-2019 - 00:00,2.76,0.64,1.47,0.63,3.7,733.46,64.85,114.71,0.0,65.68,16.05,148.71,1.34,1.31,10.08,8.59,20.16,28.75,40.19,10.69,13-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Dec-2019 - 00:00,1.59,0.19,0.31,0.17,2.08,734.35,45.09,84.0,0.0,72.15,16.02,131.72,1.72,0.97,11.39,7.46,19.79,27.25,30.02,11.23,14-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Dec-2019 - 00:00,0.96,0.19,0.43,0.22,1.65,733.78,26.15,68.34,0.0,102.47,13.86,127.2,1.58,0.82,11.1,6.97,19.51,26.47,39.07,12.73,15-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Dec-2019 - 00:00,0.68,0.14,0.2,0.13,1.44,734.75,28.0,73.92,0.0,104.31,14.22,98.36,2.0,0.79,8.01,6.9,19.44,26.34,41.92,11.77,16-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Dec-2019 - 00:00,0.57,0.14,0.21,0.14,1.01,735.2,25.43,62.79,0.0,102.72,12.49,104.79,2.08,0.74,12.62,6.57,19.71,26.28,31.11,13.84,17-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Dec-2019 - 00:00,0.65,0.14,0.24,0.15,1.02,734.27,25.86,59.26,0.0,82.55,10.44,101.73,1.71,0.87,11.84,6.94,19.59,26.53,26.36,17.85,18-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Dec-2019 - 00:00,2.55,0.67,1.28,1.14,2.77,732.81,44.86,86.42,0.0,87.29,9.61,165.03,1.29,1.64,12.93,6.89,19.54,26.43,30.08,15.07,19-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Dec-2019 - 00:00,2.51,1.21,1.78,2.28,3.21,732.82,46.33,87.91,0.0,94.35,10.65,143.26,1.34,1.69,12.03,7.08,19.58,26.66,35.36,14.74,20-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Dec-2019 - 00:00,3.42,1.48,2.11,2.41,4.24,732.88,62.27,108.91,0.0,83.14,11.9,147.54,1.29,1.94,12.96,6.96,18.37,25.33,23.44,16.4,21-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Dec-2019 - 00:00,2.78,1.36,1.89,2.31,3.05,733.17,58.55,107.14,0.0,86.99,14.66,99.36,1.44,1.68,12.09,6.88,18.17,25.06,34.93,14.77,22-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Dec-2019 - 00:00,1.09,1.07,1.24,2.08,1.38,734.26,32.24,66.74,0.0,100.93,14.36,113.6,1.73,1.05,12.73,7.03,21.46,28.5,51.2,16.39,23-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Dec-2019 - 00:00,1.59,0.86,1.17,1.43,2.23,733.73,34.15,74.48,0.0,89.18,12.43,90.42,1.67,1.27,13.61,7.51,20.33,27.83,41.89,15.67,24-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Dec-2019 - 00:00,3.36,0.67,1.42,0.72,3.17,732.97,52.38,91.72,0.0,64.7,9.1,117.64,1.36,1.66,15.45,8.39,21.79,30.18,19.48,15.18,25-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Dec-2019 - 00:00,1.91,0.55,0.91,0.46,2.62,733.72,44.55,82.7,0.0,99.32,10.06,99.41,1.61,1.12,12.23,7.76,19.85,27.62,32.91,14.43,26-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Dec-2019 - 00:00,3.27,0.82,1.78,0.89,4.09,732.75,56.25,105.24,0.0,76.63,6.23,185.36,1.28,1.87,11.81,8.3,15.03,23.33,19.36,15.56,27-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Dec-2019 - 00:00,3.99,0.86,1.98,0.97,4.74,732.49,67.86,121.52,0.0,64.91,5.91,145.38,1.1,2.26,14.16,8.56,16.88,25.45,21.8,14.56,28-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Dec-2019 - 00:00,3.63,0.69,1.25,0.6,3.63,733.02,55.15,108.1,0.0,68.8,6.66,129.14,1.45,1.92,16.69,7.8,19.86,27.65,30.46,14.97,29-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Dec-2019 - 00:00,2.9,0.62,1.12,0.59,2.8,733.05,60.61,112.96,0.0,90.26,10.25,157.77,1.33,1.8,14.7,7.77,19.21,26.97,26.49,16.43,30-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Dec-2019 - 00:00,2.77,0.42,0.67,0.41,2.3,733.38,55.48,103.99,0.0,68.15,8.43,174.58,1.38,1.67,12.02,7.54,17.7,25.24,23.49,14.45,31-Dec-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Dec-2019 - 00:00,1.61,0.14,0.25,0.32,1.25,734.91,61.5,103.75,0.0,32.61,7.71,253.68,1.99,1.08,6.39,5.47,11.36,16.83,38.29,14.45,01-Jan-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
