from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
17-Jul-2019 - 00:00,20.1,43.77,30.91,154.93,723.68,69.75,0.0,241.51,0.96,0.01,29.77,0.04,0.32,7.18,23.97,1.32,5.46,4.08,4.36,0.28,0.91,18-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Jul-2019 - 00:00,27.27,79.95,30.92,144.62,722.93,64.93,0.0,221.45,1.01,0.0,30.69,0.38,0.54,8.57,26.96,1.44,9.49,6.32,6.08,0.31,6.83,19-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Jul-2019 - 00:00,27.08,55.33,30.9,99.3,723.85,74.1,0.0,230.79,0.69,0.0,29.4,0.49,0.57,7.82,30.99,1.67,13.31,8.54,6.19,0.38,5.99,20-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Jul-2019 - 00:00,10.12,19.1,30.89,103.89,724.51,79.69,0.0,223.1,0.75,-0.0,28.66,0.12,0.0,6.53,35.39,1.21,5.77,4.13,5.88,0.3,1.7,21-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Jul-2019 - 00:00,10.84,22.64,30.9,133.03,723.6,72.62,0.0,170.61,0.62,0.02,29.65,0.11,0.0,6.43,26.96,1.25,5.75,4.17,5.63,0.24,0.8,22-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Jul-2019 - 00:00,8.74,26.85,30.99,153.1,723.35,70.98,0.0,173.62,0.66,0.02,29.89,0.32,0.65,7.39,21.42,3.16,10.99,8.49,5.51,0.24,2.76,23-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Jul-2019 - 00:00,3.0,11.22,30.99,128.71,723.51,69.16,0.0,220.5,0.79,0.01,29.8,0.01,0.0,5.12,24.39,1.44,3.47,3.11,4.94,0.31,0.47,24-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Jul-2019 - 00:00,5.55,12.79,31.06,114.6,723.92,68.39,0.0,246.19,1.16,0.0,29.76,0.01,0.0,5.77,24.03,1.32,3.46,3.0,4.9,0.22,0.12,25-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Jul-2019 - 00:00,8.67,20.79,30.91,107.05,724.14,71.93,0.0,257.14,1.31,0.0,29.42,0.02,0.02,6.08,20.71,1.51,5.79,4.39,4.91,0.25,1.77,26-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Jul-2019 - 00:00,11.19,27.28,30.98,87.15,724.79,74.02,0.0,260.77,1.57,0.01,28.74,0.05,0.07,6.62,17.91,1.44,4.81,3.82,5.28,0.24,3.05,27-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Jul-2019 - 00:00,12.43,29.58,30.96,66.5,725.22,74.48,0.0,261.56,1.9,0.01,28.38,0.01,0.01,6.3,20.75,1.34,4.37,3.5,4.45,0.26,0.28,28-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Jul-2019 - 00:00,12.69,26.77,30.64,47.79,725.94,81.25,0.0,255.64,1.49,0.0,27.47,0.0,0.13,5.92,18.61,1.39,4.56,3.64,4.27,0.27,0.05,29-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Jul-2019 - 00:00,8.14,21.03,30.81,48.75,726.15,82.64,0.0,252.99,1.61,0.01,27.35,0.0,0.0,6.53,17.98,1.46,5.16,4.02,4.27,0.2,0.02,30-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Jul-2019 - 00:00,7.47,12.37,30.73,79.92,726.02,82.14,0.0,252.27,1.62,0.02,27.42,0.0,0.0,6.33,19.22,1.37,3.24,2.91,4.12,0.16,0.0,31-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Jul-2019 - 00:00,11.04,20.95,30.69,91.85,725.19,79.79,0.0,246.92,1.18,0.0,27.89,0.17,0.16,6.86,17.24,1.41,4.69,3.73,4.26,0.32,1.3,01-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Aug-2019 - 00:00,11.51,19.09,30.8,86.57,725.35,79.94,0.0,257.14,1.63,0.01,27.95,0.0,0.0,6.71,16.86,1.39,3.62,3.15,4.07,0.26,0.12,02-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Aug-2019 - 00:00,6.15,10.5,30.55,36.29,727.0,89.02,0.0,247.14,1.52,0.02,26.6,0.0,0.0,7.02,15.36,1.34,3.25,2.88,4.01,0.25,0.0,03-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Aug-2019 - 00:00,6.71,9.93,30.67,58.84,726.6,86.33,0.0,246.77,1.64,0.04,27.02,0.0,0.0,6.85,16.21,1.24,1.01,1.64,4.01,0.27,0.0,04-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Aug-2019 - 00:00,5.76,9.15,30.78,88.05,725.79,82.44,0.0,248.22,1.68,0.03,27.59,0.0,0.0,7.26,20.42,1.15,1.34,1.73,3.88,0.28,0.0,05-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Aug-2019 - 00:00,7.23,11.94,30.73,91.15,725.57,81.26,0.0,258.5,1.9,0.01,27.8,0.0,0.02,7.37,18.82,1.37,2.54,2.56,3.71,0.27,0.02,06-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Aug-2019 - 00:00,8.41,15.05,30.93,84.49,725.68,81.25,0.0,258.76,1.82,0.0,27.85,0.0,0.02,7.67,14.68,1.41,3.98,3.3,3.77,0.31,0.01,07-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Aug-2019 - 00:00,9.67,17.71,30.74,63.39,725.83,81.98,0.0,258.83,1.9,0.01,27.75,0.0,0.0,7.37,13.63,1.35,3.7,3.15,3.65,0.27,0.02,08-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Aug-2019 - 00:00,13.4,27.44,30.82,88.78,724.97,77.78,0.0,252.76,1.71,0.02,28.51,0.0,0.0,7.59,15.84,1.38,4.02,3.35,3.77,0.24,0.0,09-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Aug-2019 - 00:00,13.85,25.02,30.81,89.9,724.57,74.24,0.0,240.83,1.43,0.07,28.87,0.0,0.0,7.75,20.36,1.25,1.16,1.64,3.56,0.35,0.0,10-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Aug-2019 - 00:00,13.04,26.21,30.89,101.39,724.53,72.49,0.0,247.77,1.34,0.01,29.14,0.0,0.0,8.06,19.66,1.25,1.89,2.07,3.45,0.28,0.01,11-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Aug-2019 - 00:00,17.58,39.45,31.01,122.44,724.42,71.5,0.0,262.39,1.35,0.0,29.19,0.0,0.06,8.32,18.47,1.29,3.85,3.19,3.63,0.28,0.57,12-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Aug-2019 - 00:00,22.23,47.15,30.95,104.66,724.65,77.0,0.0,263.84,1.08,0.0,28.53,0.16,0.2,8.42,16.63,1.47,6.86,4.93,4.42,0.32,4.17,13-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Aug-2019 - 00:00,33.64,72.05,30.97,91.11,724.7,78.94,0.0,288.91,1.01,0.0,28.56,0.58,1.61,8.9,14.51,1.9,11.81,7.91,5.36,0.38,7.35,14-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Aug-2019 - 00:00,20.3,53.17,30.82,120.06,724.21,74.93,0.0,247.41,1.02,0.0,29.22,0.16,0.07,7.72,20.46,1.5,5.37,4.15,5.04,0.27,1.62,15-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Aug-2019 - 00:00,19.11,38.21,31.02,131.04,724.14,73.06,0.0,259.26,1.18,0.0,29.3,0.04,0.0,8.34,18.58,1.4,4.44,3.57,5.54,0.29,1.16,16-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Aug-2019 - 00:00,15.65,40.38,31.08,139.68,723.81,70.8,0.0,263.08,1.05,0.0,29.7,0.04,0.16,8.7,16.7,1.53,6.16,4.61,5.07,0.32,1.1,17-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Aug-2019 - 00:00,22.59,68.54,30.93,127.41,723.8,71.07,0.0,219.72,0.94,0.0,29.61,0.56,0.49,9.03,16.67,1.96,9.43,6.7,5.46,0.34,5.54,18-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Aug-2019 - 00:00,24.49,81.22,36.64,72.81,725.0,76.43,0.0,164.68,0.75,0.0,28.9,0.66,0.35,7.03,12.87,4.77,14.91,11.78,9.36,0.38,9.84,19-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Aug-2019 - 00:00,29.32,52.86,40.62,135.71,725.25,78.05,0.0,245.19,0.85,0.0,29.03,9.19,0.18,4.8,16.42,2.27,10.11,7.12,10.2,0.35,3.38,20-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Aug-2019 - 00:00,23.44,64.67,35.91,110.96,724.92,77.17,0.0,258.97,0.94,0.0,29.12,0.31,0.38,5.92,13.92,2.9,11.54,8.52,7.9,0.43,4.25,21-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Aug-2019 - 00:00,22.65,59.55,29.02,102.98,724.52,76.56,0.0,275.78,1.19,0.0,28.9,0.28,0.47,1.68,15.58,1.71,9.27,6.4,6.7,0.36,4.64,22-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Aug-2019 - 00:00,16.94,38.42,28.98,115.94,724.91,78.26,0.0,273.91,1.16,0.0,28.42,0.21,0.27,3.06,18.1,1.81,7.45,5.49,7.15,0.34,2.94,23-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Aug-2019 - 00:00,19.62,44.38,28.99,103.5,725.14,79.4,0.0,247.95,1.25,0.0,28.15,0.38,0.32,3.95,18.83,1.66,7.77,5.57,7.02,0.31,3.89,24-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Aug-2019 - 00:00,13.33,33.26,29.01,138.41,724.52,73.73,0.0,272.79,1.27,0.0,28.87,0.12,0.07,4.39,20.16,1.28,5.87,4.25,6.43,0.27,2.46,25-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Aug-2019 - 00:00,11.82,25.0,28.95,148.41,724.65,73.59,0.0,261.56,1.29,0.0,28.7,0.03,0.01,4.67,21.88,1.27,5.2,3.88,5.55,0.26,0.57,26-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Aug-2019 - 00:00,12.74,32.7,28.97,131.86,724.62,70.76,0.0,247.96,1.16,0.0,28.73,0.01,0.0,5.31,20.76,1.27,5.9,4.25,5.09,0.27,0.29,27-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Aug-2019 - 00:00,17.28,50.64,28.96,149.44,724.39,68.02,0.0,246.05,1.05,0.0,28.9,0.0,0.0,5.75,24.06,1.32,5.18,3.92,4.91,0.23,0.15,28-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Aug-2019 - 00:00,15.52,43.55,30.5,190.41,724.76,68.88,0.0,258.14,1.17,0.0,28.69,0.0,0.0,6.83,20.33,1.78,5.85,4.71,5.89,0.31,0.15,29-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Aug-2019 - 00:00,13.64,45.96,29.78,134.48,723.58,67.28,0.0,265.5,0.77,0.0,30.65,0.39,0.49,2.15,18.75,2.1,9.95,6.98,6.91,0.38,4.31,30-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Aug-2019 - 00:00,10.93,22.14,29.5,93.73,725.82,83.39,0.0,221.52,0.9,0.0,28.11,0.27,0.02,0.24,16.5,2.19,9.17,6.68,7.36,0.3,2.71,31-Aug-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Aug-2019 - 00:00,11.26,20.3,29.63,91.45,726.0,81.94,0.0,259.18,1.27,0.0,27.95,0.01,0.0,1.09,16.73,1.41,4.21,3.46,7.62,0.25,0.74,01-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Sep-2019 - 00:00,8.43,13.88,29.58,64.47,726.79,85.69,0.0,254.16,1.15,0.0,27.23,0.0,0.0,1.37,16.4,1.51,3.94,3.41,6.23,0.27,0.17,02-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Sep-2019 - 00:00,12.34,25.82,29.52,78.85,726.56,85.9,0.0,263.79,1.05,0.0,27.31,0.12,0.05,1.29,15.86,1.36,4.83,3.76,6.68,0.28,4.74,03-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Sep-2019 - 00:00,9.55,19.55,29.58,81.62,726.58,84.46,0.0,265.84,1.33,0.0,27.48,0.02,0.1,1.51,15.77,1.24,3.54,2.98,5.67,0.26,0.92,04-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Sep-2019 - 00:00,5.9,15.37,29.67,84.42,726.26,82.17,0.0,259.27,1.37,0.0,27.79,0.0,0.0,1.42,16.79,1.38,3.45,3.05,5.07,0.25,0.0,05-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Sep-2019 - 00:00,9.03,17.27,29.38,99.67,725.59,77.96,0.0,257.35,1.44,0.0,28.39,0.0,0.0,1.3,17.77,1.35,4.36,3.51,4.7,0.25,0.01,06-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Sep-2019 - 00:00,11.3,18.12,29.35,77.78,726.05,79.34,0.0,262.11,1.73,0.0,27.99,0.0,0.01,1.21,15.62,1.41,3.72,3.21,4.62,0.25,0.06,07-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Sep-2019 - 00:00,11.79,20.61,29.33,76.21,726.05,79.84,0.0,259.22,1.55,0.0,27.99,0.0,0.0,1.48,14.37,1.52,4.14,3.52,4.63,0.25,0.03,08-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Sep-2019 - 00:00,10.43,16.7,29.38,100.95,725.64,77.73,0.0,250.54,1.41,0.01,28.41,0.0,0.0,1.52,17.11,1.4,3.81,3.25,4.49,0.24,0.0,09-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Sep-2019 - 00:00,10.81,23.86,29.37,73.29,725.88,80.43,0.0,248.67,1.16,0.01,28.11,0.0,0.0,1.78,15.98,1.35,4.01,3.3,4.49,0.27,0.0,10-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Sep-2019 - 00:00,13.79,28.33,29.38,103.86,725.35,77.27,0.0,245.39,1.07,0.0,28.56,0.0,0.0,1.4,16.54,1.41,4.73,3.76,4.64,0.25,0.07,11-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Sep-2019 - 00:00,17.55,41.4,29.59,100.36,725.35,75.8,0.0,253.14,1.09,0.0,28.58,0.0,0.0,1.67,14.8,1.54,6.47,4.78,4.82,0.27,0.09,12-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Sep-2019 - 00:00,21.04,43.5,29.8,66.29,726.19,80.46,0.0,264.17,1.07,0.0,27.9,0.03,0.14,1.88,15.65,1.51,5.27,4.12,5.5,0.28,1.46,13-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Sep-2019 - 00:00,16.17,28.77,29.64,100.55,725.53,77.86,0.0,247.03,1.05,0.0,28.36,0.0,0.0,1.85,15.68,1.58,5.4,4.25,5.24,0.28,0.06,14-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Sep-2019 - 00:00,17.21,36.42,29.44,123.91,725.09,76.51,0.0,273.78,0.91,0.0,28.61,0.19,0.24,1.93,16.78,1.94,8.41,6.14,5.55,0.33,1.5,15-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Sep-2019 - 00:00,19.83,35.13,29.41,110.27,725.58,82.32,0.0,256.12,0.83,0.0,28.2,0.66,0.06,1.56,20.77,3.01,8.49,7.06,6.27,0.36,2.5,16-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Sep-2019 - 00:00,24.61,47.77,29.62,94.48,725.34,80.92,0.0,264.54,0.88,0.0,28.55,0.21,0.14,1.61,18.7,2.16,8.42,6.31,6.73,0.3,3.58,17-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Sep-2019 - 00:00,26.16,49.2,29.62,116.99,725.05,80.02,0.0,269.14,1.0,0.0,28.89,0.13,0.3,0.84,19.2,1.41,7.77,5.35,7.08,0.33,3.03,18-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Sep-2019 - 00:00,21.8,34.51,29.38,100.77,725.21,81.2,0.0,166.16,0.58,0.0,28.23,0.4,0.17,1.47,34.99,1.68,14.66,9.26,7.15,0.41,6.09,19-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Sep-2019 - 00:00,22.71,33.69,29.4,91.41,725.26,82.31,0.0,122.47,0.57,0.01,28.36,0.26,0.01,1.35,18.85,2.03,13.56,8.96,6.69,0.37,2.43,20-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Sep-2019 - 00:00,19.24,30.07,29.36,88.27,725.89,83.34,0.0,208.84,0.65,0.0,28.01,0.2,0.36,0.93,18.28,3.19,12.69,9.43,6.26,0.38,1.86,21-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Sep-2019 - 00:00,22.19,46.8,29.44,144.29,724.34,74.98,0.0,234.56,0.62,0.0,29.22,0.28,0.38,0.88,17.6,4.86,11.43,10.12,5.99,0.37,3.2,22-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Sep-2019 - 00:00,30.08,51.62,29.4,112.76,724.69,78.39,0.0,152.25,0.62,0.01,29.07,0.64,0.39,1.14,19.32,2.85,19.97,13.03,6.74,0.55,5.06,23-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Sep-2019 - 00:00,35.08,60.75,29.39,105.67,724.94,80.45,0.0,197.55,0.54,0.0,28.85,1.07,1.04,1.15,17.84,10.73,20.79,19.86,9.3,0.68,12.5,24-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Sep-2019 - 00:00,25.93,38.66,29.4,102.81,725.09,80.16,0.0,128.84,0.66,0.0,28.44,0.81,0.56,1.19,21.36,2.43,17.18,11.21,8.32,0.41,7.71,25-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Sep-2019 - 00:00,22.17,28.6,29.38,89.78,725.92,85.48,0.0,105.94,0.65,0.0,27.88,0.29,0.07,1.06,20.73,2.07,16.31,10.45,7.6,0.44,4.23,26-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Sep-2019 - 00:00,18.34,26.91,29.43,108.52,725.23,78.71,0.0,119.86,0.75,0.03,28.53,0.06,0.0,0.68,19.55,1.56,8.12,5.67,7.15,0.32,1.53,27-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Sep-2019 - 00:00,8.93,15.29,29.44,111.44,725.61,81.48,0.0,184.85,0.58,0.01,28.02,0.07,0.03,0.98,15.98,2.13,7.61,5.88,6.19,0.29,0.71,28-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Sep-2019 - 00:00,22.9,33.21,29.44,90.38,725.48,81.16,0.0,207.69,0.54,0.0,28.41,0.06,0.84,0.88,21.22,1.31,7.22,4.99,6.79,0.32,3.08,29-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Sep-2019 - 00:00,29.2,52.09,29.45,110.77,725.07,79.02,0.0,149.7,0.54,0.02,28.75,0.31,0.64,0.94,18.69,2.83,13.51,9.58,7.02,0.45,5.04,30-Sep-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Sep-2019 - 00:00,35.95,55.83,29.39,82.59,725.77,83.03,0.0,133.8,0.51,0.01,27.89,0.66,0.6,0.77,11.98,10.93,24.73,22.14,7.6,0.76,6.63,01-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Oct-2019 - 00:00,33.57,57.38,29.44,132.52,724.92,77.53,0.0,160.51,0.63,0.0,28.74,0.56,0.66,1.3,19.45,10.32,16.03,17.0,7.88,0.55,9.03,02-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Oct-2019 - 00:00,31.54,63.57,29.49,135.62,724.48,75.5,0.0,169.4,0.69,0.0,29.18,0.67,0.12,1.59,18.52,1.77,16.5,10.29,8.47,0.46,7.35,03-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Oct-2019 - 00:00,25.33,57.15,29.49,127.29,724.74,75.85,0.0,147.39,0.61,0.0,28.9,0.27,0.05,1.09,21.14,1.6,13.51,8.58,7.32,0.37,3.59,04-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Oct-2019 - 00:00,23.41,45.72,29.52,116.58,725.11,78.09,0.0,208.38,0.58,0.0,28.31,0.2,0.15,1.36,22.5,2.3,12.38,8.54,7.38,0.31,3.72,05-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Oct-2019 - 00:00,38.29,81.1,29.56,96.45,725.32,78.57,0.0,177.96,0.58,0.0,28.2,1.06,0.57,2.82,21.5,4.73,22.32,15.81,9.81,0.45,13.61,06-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Oct-2019 - 00:00,36.7,55.69,29.53,95.22,726.06,83.99,0.0,147.25,0.56,0.01,27.35,0.57,0.83,1.76,23.76,2.68,17.01,11.32,8.47,0.43,6.43,07-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Oct-2019 - 00:00,41.23,61.38,29.57,130.38,725.03,79.32,0.0,138.72,0.58,0.0,28.36,1.26,1.71,1.54,25.29,6.45,16.88,14.31,9.99,0.43,8.14,08-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Oct-2019 - 00:00,53.18,76.89,29.56,104.4,724.81,79.27,0.0,142.41,0.56,0.0,28.52,0.63,0.11,1.9,25.47,1.84,14.95,9.54,11.24,0.5,8.3,09-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Oct-2019 - 00:00,56.62,86.92,29.53,85.25,725.1,79.08,0.0,117.28,0.49,0.0,28.41,0.95,0.79,2.39,29.8,1.98,17.17,10.83,10.21,0.59,7.68,10-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Oct-2019 - 00:00,37.15,53.56,29.31,83.99,726.19,84.49,0.0,97.32,0.56,0.0,27.4,0.75,0.3,1.89,20.53,3.94,22.63,15.31,7.88,0.59,7.96,11-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Oct-2019 - 00:00,32.17,54.46,28.77,116.6,725.61,80.32,0.0,168.44,0.63,0.0,27.9,0.7,0.3,2.51,26.36,2.41,17.09,11.14,7.95,0.4,8.29,12-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Oct-2019 - 00:00,29.46,60.43,28.82,119.35,724.97,77.16,0.0,114.34,0.52,0.01,28.52,0.56,0.0,1.87,27.19,1.99,17.92,11.24,7.37,0.41,8.06,13-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Oct-2019 - 00:00,39.49,75.46,28.81,108.55,724.88,78.39,0.0,100.1,0.59,0.0,28.48,0.93,0.02,2.77,28.35,2.62,22.71,14.3,10.47,0.49,11.55,14-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Oct-2019 - 00:00,56.02,103.59,28.79,107.9,724.96,78.41,0.0,46.76,0.68,0.0,28.7,3.05,0.29,5.19,20.24,6.21,25.93,18.92,10.34,0.48,17.62,15-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Oct-2019 - 00:00,58.09,109.35,28.77,121.4,725.04,75.76,0.0,65.12,0.8,0.01,28.83,2.24,0.0,4.25,28.38,3.56,23.0,15.2,11.64,0.46,12.92,16-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Oct-2019 - 00:00,62.28,103.94,28.72,59.47,726.36,79.22,0.0,61.21,0.7,0.01,27.53,1.43,0.2,3.65,29.21,4.45,26.11,17.61,11.37,0.57,9.31,17-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Oct-2019 - 00:00,42.91,80.04,28.74,108.18,725.89,80.5,0.0,60.61,0.74,0.01,27.69,1.02,0.37,2.0,21.45,5.93,21.2,16.19,7.93,0.52,10.58,18-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Oct-2019 - 00:00,22.2,46.59,28.71,97.27,725.41,76.75,0.0,90.93,0.87,0.02,28.41,0.24,0.01,1.54,24.54,1.55,16.85,10.29,5.94,0.43,3.07,19-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Oct-2019 - 00:00,20.53,51.22,28.71,81.82,725.83,77.74,0.0,80.36,0.84,0.01,27.99,0.45,0.04,1.8,27.21,1.7,15.91,9.9,6.15,0.45,4.81,20-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Oct-2019 - 00:00,24.74,43.2,28.78,88.24,725.92,81.26,0.0,96.86,0.68,0.01,27.77,0.52,0.12,1.81,23.27,2.51,18.55,12.0,6.43,0.52,4.78,21-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Oct-2019 - 00:00,20.7,40.83,28.73,88.93,725.78,79.36,0.0,87.01,0.7,0.01,27.97,0.32,0.06,1.29,25.73,1.53,17.07,10.41,5.89,0.49,2.87,22-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Oct-2019 - 00:00,35.51,60.62,28.82,76.76,726.44,86.18,0.0,120.14,0.5,0.0,27.03,0.86,0.1,1.99,16.2,2.37,20.04,12.67,8.3,0.48,8.59,23-Oct-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
