from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
15-Jul-2019 - 00:00,0.45,2.25,5.82,1.54,729.53,109.13,55.0,0.0,57.52,30.49,231.98,2.23,0.81,14.8,13.35,20.72,33.34,32.6,10.89,16-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jul-2019 - 00:00,0.43,1.82,4.85,0.92,731.61,102.92,51.28,0.0,57.25,30.72,238.83,2.18,0.74,12.31,13.84,20.71,34.18,28.07,10.08,17-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jul-2019 - 00:00,0.47,2.35,6.07,1.65,732.18,96.41,48.41,0.0,55.95,31.2,245.18,1.94,0.83,12.35,14.94,25.04,39.16,31.11,10.12,18-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jul-2019 - 00:00,0.57,2.65,6.62,2.1,731.8,94.25,52.04,0.0,66.64,29.44,250.31,1.6,0.78,15.04,17.32,25.84,39.52,29.19,8.93,19-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jul-2019 - 00:00,0.94,3.03,8.21,2.78,731.77,97.74,50.68,0.0,62.22,30.88,243.99,1.41,0.84,14.42,16.71,20.47,36.48,30.32,8.02,20-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jul-2019 - 00:00,0.82,3.51,9.41,3.26,731.84,107.23,68.49,0.0,63.63,30.99,242.31,1.29,0.94,14.22,16.74,21.13,36.66,28.02,9.26,21-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jul-2019 - 00:00,0.98,3.69,9.86,3.48,730.87,115.87,58.44,0.0,61.38,32.38,146.93,1.37,0.96,13.31,17.52,21.89,38.19,36.58,8.45,22-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jul-2019 - 00:00,0.78,3.43,9.16,3.09,730.43,67.74,34.33,0.0,56.94,32.67,192.08,1.09,0.92,11.04,18.73,21.3,38.78,33.36,6.47,23-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jul-2019 - 00:00,0.95,3.49,9.88,3.13,730.45,81.16,33.74,0.0,56.3,33.31,208.02,0.86,0.84,12.77,19.08,22.93,41.13,31.37,7.37,24-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jul-2019 - 00:00,0.84,1.35,9.3,2.82,729.89,78.67,31.59,0.0,55.2,33.37,239.35,1.57,0.74,12.48,18.86,21.76,40.61,36.65,7.04,25-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jul-2019 - 00:00,1.02,1.86,9.85,2.44,731.11,65.36,32.34,0.25,84.62,26.97,100.82,1.66,0.96,17.89,18.61,23.87,41.8,26.74,10.87,26-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jul-2019 - 00:00,0.89,1.71,11.14,3.89,728.81,89.46,37.92,0.0,79.92,27.87,246.02,1.37,0.73,15.06,15.48,19.27,33.66,24.31,8.15,27-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jul-2019 - 00:00,0.81,0.21,8.83,2.83,728.15,68.78,34.04,0.49,90.06,25.5,260.15,2.22,0.62,6.46,14.08,17.81,31.88,16.7,9.15,28-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jul-2019 - 00:00,1.14,0.0,12.52,5.32,728.53,61.68,24.17,0.61,92.09,25.38,271.76,2.04,0.98,6.31,15.98,17.23,32.71,21.71,9.94,29-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jul-2019 - 00:00,1.31,0.0,13.72,5.17,729.03,66.44,38.34,0.04,88.23,27.4,187.33,0.88,1.11,6.78,14.23,21.93,34.59,24.63,9.41,30-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jul-2019 - 00:00,1.57,0.0,17.2,6.96,729.29,58.47,28.28,0.01,81.06,28.92,80.2,1.05,1.1,10.89,13.14,22.64,35.06,26.88,10.06,31-Jul-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Jul-2019 - 00:00,1.18,0.22,14.51,5.11,729.63,51.29,30.73,0.09,86.41,27.86,270.91,1.37,0.84,9.83,12.26,22.42,32.92,21.58,10.54,01-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Aug-2019 - 00:00,0.97,1.86,10.18,3.4,729.64,54.36,24.85,0.01,85.59,27.86,277.71,1.58,0.71,8.54,12.05,27.69,39.96,23.27,8.35,02-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Aug-2019 - 00:00,0.78,2.58,9.52,3.03,729.05,51.48,27.68,0.0,83.01,27.84,284.49,1.6,0.61,7.36,12.38,26.26,37.44,25.52,8.04,03-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Aug-2019 - 00:00,0.6,0.2,9.47,3.43,728.49,59.2,32.85,0.08,80.03,28.54,304.82,1.57,0.81,8.7,12.99,31.8,43.83,24.17,7.97,04-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Aug-2019 - 00:00,1.08,1.44,11.88,4.18,728.11,47.7,40.7,0.1,86.99,28.12,279.23,1.18,0.93,9.84,12.45,18.3,30.75,25.07,7.76,05-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Aug-2019 - 00:00,1.01,0.4,12.23,4.66,726.99,39.67,24.26,0.27,86.99,27.85,257.31,1.38,0.8,9.73,14.25,20.37,33.93,18.37,7.68,06-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Aug-2019 - 00:00,1.15,0.95,9.75,3.12,727.15,60.03,35.71,0.25,86.35,27.22,259.18,1.68,0.84,10.01,13.61,27.39,40.99,22.87,8.72,07-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Aug-2019 - 00:00,0.69,1.87,9.42,3.04,726.41,47.98,17.42,0.0,89.51,26.06,287.35,1.76,0.79,9.06,12.81,26.67,39.48,26.18,8.2,08-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Aug-2019 - 00:00,1.14,0.68,11.25,3.55,724.58,65.45,37.87,0.04,88.14,27.54,260.7,1.54,0.94,9.92,14.27,28.04,41.43,19.96,9.17,09-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Aug-2019 - 00:00,1.3,0.0,14.88,4.91,723.65,59.53,23.25,0.08,89.09,26.83,44.91,2.37,0.9,8.01,12.8,26.99,39.79,24.26,7.81,10-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Aug-2019 - 00:00,1.11,0.0,14.61,5.62,726.99,59.41,23.83,0.01,84.07,26.88,144.79,2.27,1.12,8.79,13.82,26.57,40.39,21.76,8.35,11-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Aug-2019 - 00:00,0.88,0.0,12.62,5.26,730.99,57.67,25.31,0.0,77.04,27.73,200.93,1.51,0.98,9.29,13.41,25.97,38.93,20.46,8.72,12-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Aug-2019 - 00:00,0.7,0.03,8.35,2.5,732.16,82.78,38.46,0.0,78.96,27.57,270.88,1.98,0.61,8.31,12.51,23.43,34.33,22.77,10.56,13-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Aug-2019 - 00:00,0.94,0.05,9.1,2.58,732.3,111.58,59.4,0.0,77.01,28.37,267.57,1.68,0.69,7.64,14.45,23.46,37.05,24.27,8.83,14-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Aug-2019 - 00:00,1.18,0.0,10.56,3.63,732.37,68.44,37.53,0.47,94.53,25.16,278.71,2.01,0.73,8.55,16.38,20.52,36.57,25.01,9.11,15-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Aug-2019 - 00:00,1.96,0.0,8.8,3.26,730.25,56.81,23.38,0.41,95.75,24.27,289.25,2.96,0.48,13.56,23.51,29.33,52.21,25.43,9.11,16-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Aug-2019 - 00:00,0.89,0.0,7.17,2.07,729.46,47.65,21.06,0.0,87.8,25.48,268.03,2.37,0.49,10.47,13.89,35.41,49.31,23.39,11.63,17-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Aug-2019 - 00:00,0.76,0.0,6.9,0.89,731.58,56.94,31.09,0.0,81.98,26.18,235.68,1.98,0.56,8.97,11.91,26.42,37.84,20.06,6.63,18-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Aug-2019 - 00:00,0.9,0.0,9.48,1.52,734.58,72.55,42.1,0.04,86.12,26.35,245.16,1.57,0.62,11.31,13.84,30.62,44.46,18.13,8.45,19-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Aug-2019 - 00:00,3.03,0.0,10.8,2.94,736.03,56.0,27.98,0.0,79.57,27.76,271.18,1.57,0.77,8.82,12.9,23.97,36.03,18.45,8.5,20-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Aug-2019 - 00:00,2.75,0.0,11.37,3.26,735.75,65.9,30.91,0.0,76.77,28.78,288.01,2.0,0.85,11.56,12.03,20.83,32.24,24.29,8.6,21-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Aug-2019 - 00:00,0.49,0.89,5.44,1.56,734.41,71.03,33.32,0.0,74.18,29.06,283.36,2.1,0.84,12.34,10.5,23.42,33.92,26.94,6.8,22-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Aug-2019 - 00:00,0.3,0.03,0.79,0.01,734.32,70.84,30.07,0.02,72.48,28.63,286.89,1.69,0.91,12.13,10.42,24.04,34.46,25.78,8.71,23-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Aug-2019 - 00:00,0.33,0.09,1.14,0.02,734.44,74.85,30.43,0.0,74.8,27.97,259.82,1.65,0.89,12.04,10.48,23.44,33.91,21.46,6.94,24-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Aug-2019 - 00:00,0.18,0.0,0.27,0.0,733.98,74.45,31.05,0.0,73.06,28.24,282.7,1.93,0.86,11.71,10.6,22.52,32.85,23.44,7.03,25-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Aug-2019 - 00:00,0.6,0.25,3.14,0.36,733.44,70.59,30.74,0.05,86.03,26.34,265.87,1.37,0.9,11.0,10.47,21.69,32.16,20.95,7.72,26-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Aug-2019 - 00:00,0.26,0.01,0.57,0.02,732.49,55.09,21.26,0.11,88.85,25.97,284.66,1.37,0.86,10.68,10.39,21.77,31.24,22.19,7.28,27-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Aug-2019 - 00:00,0.59,0.13,2.47,0.14,731.76,57.83,22.58,0.04,89.75,26.55,169.68,0.98,1.09,9.97,10.46,21.89,32.08,21.57,7.1,28-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Aug-2019 - 00:00,0.88,0.35,4.23,0.36,732.45,71.46,29.27,0.11,93.0,26.38,239.19,0.77,1.12,10.08,10.38,23.27,33.65,19.67,7.1,29-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Aug-2019 - 00:00,0.58,0.22,4.27,0.45,734.17,64.13,26.33,0.03,84.58,27.87,213.98,0.73,1.24,9.98,10.73,21.34,32.08,23.42,6.82,30-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Aug-2019 - 00:00,0.22,0.0,0.49,0.01,732.41,44.57,18.97,0.03,88.84,26.92,261.08,1.12,0.97,11.11,8.0,21.61,29.21,18.02,6.86,31-Aug-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Aug-2019 - 00:00,0.66,0.25,3.48,0.3,730.45,66.12,35.5,0.0,79.33,28.75,168.32,0.8,1.2,10.06,5.52,21.56,27.08,24.54,7.57,01-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Sep-2019 - 00:00,0.42,0.28,2.86,0.22,731.0,62.94,35.71,0.0,80.18,29.08,157.04,1.21,1.21,9.8,5.33,20.74,26.05,25.33,6.9,02-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Sep-2019 - 00:00,0.43,0.08,1.64,0.09,732.26,63.33,41.03,0.0,81.1,28.52,217.18,0.92,1.06,9.21,5.48,20.75,25.79,22.92,7.13,03-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Sep-2019 - 00:00,0.23,0.01,0.65,0.03,731.89,49.18,28.44,0.0,77.55,29.37,240.21,1.2,0.85,10.44,8.33,20.86,28.21,21.73,8.75,04-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Sep-2019 - 00:00,0.22,0.1,0.53,0.0,730.72,54.77,27.44,0.03,81.38,28.62,258.57,1.41,0.75,10.08,11.11,22.02,33.13,26.02,11.87,05-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Sep-2019 - 00:00,0.57,0.6,1.65,0.37,730.37,54.13,24.97,0.0,87.64,27.54,238.57,1.29,0.72,12.94,9.43,22.6,30.6,25.61,11.62,06-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Sep-2019 - 00:00,0.85,0.76,1.02,0.93,729.7,44.27,20.75,0.0,81.89,28.61,226.85,1.19,0.78,9.87,8.15,13.55,21.6,19.71,9.17,07-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Sep-2019 - 00:00,0.9,0.86,0.97,1.0,730.28,55.53,24.7,0.03,86.35,27.62,247.66,0.94,0.83,11.4,5.31,12.33,17.5,29.01,12.12,08-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Sep-2019 - 00:00,0.8,0.75,0.86,0.89,731.97,56.89,27.0,0.06,88.55,27.4,216.15,0.99,0.79,13.3,5.54,12.25,17.36,33.91,13.66,09-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Sep-2019 - 00:00,0.88,0.83,0.94,0.98,731.18,56.59,22.64,0.01,88.23,27.33,227.08,1.1,0.81,13.1,5.3,12.34,17.21,34.12,13.53,10-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Sep-2019 - 00:00,0.88,0.83,0.95,0.98,730.83,64.1,27.91,0.0,82.71,29.13,261.59,1.04,0.82,12.61,5.38,12.41,17.22,35.48,13.29,11-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Sep-2019 - 00:00,0.88,0.83,0.95,0.98,732.4,65.02,37.39,0.0,77.28,30.08,291.85,1.55,0.8,10.96,5.59,12.3,17.43,18.62,13.34,12-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Sep-2019 - 00:00,0.84,0.8,0.9,0.94,733.76,59.63,29.71,0.31,85.27,27.31,267.51,2.05,0.61,11.7,5.31,12.11,16.19,26.85,12.24,13-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Sep-2019 - 00:00,0.9,0.86,0.97,1.0,734.04,45.71,19.28,0.26,91.09,25.55,284.79,1.84,0.57,12.13,5.7,12.11,17.74,18.43,9.72,14-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Sep-2019 - 00:00,0.88,0.84,0.94,0.98,733.74,43.3,18.66,0.1,91.23,26.27,204.13,1.68,0.65,25.32,10.49,10.3,19.91,23.1,10.98,15-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Sep-2019 - 00:00,0.88,0.84,0.94,0.98,734.91,41.95,17.78,0.07,89.16,25.98,296.91,1.77,0.53,31.49,15.69,4.36,19.21,19.54,11.59,16-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Sep-2019 - 00:00,0.88,0.83,0.93,0.97,734.21,54.59,23.26,0.02,81.63,28.09,267.25,1.44,0.69,31.21,15.01,11.16,24.55,22.31,14.49,17-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Sep-2019 - 00:00,1.07,0.84,0.95,1.03,740.5,67.8,30.06,0.01,78.12,28.5,273.09,1.4,0.69,32.96,9.71,22.41,30.96,25.28,14.09,18-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Sep-2019 - 00:00,0.88,0.84,0.95,0.98,737.35,56.39,27.16,0.0,76.07,28.07,225.87,0.99,0.86,32.8,8.47,15.81,23.74,28.61,11.69,19-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Sep-2019 - 00:00,0.9,0.86,0.97,1.0,738.72,68.34,32.01,0.0,78.57,27.4,115.77,1.5,0.83,35.12,8.73,16.26,22.91,36.03,13.63,20-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Sep-2019 - 00:00,0.9,0.86,0.97,1.0,737.66,55.81,29.95,0.01,85.63,26.09,95.89,1.27,0.74,39.95,10.54,20.64,31.18,30.02,12.51,21-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Sep-2019 - 00:00,0.89,0.85,0.96,0.99,736.9,44.66,20.28,0.02,80.16,26.39,114.82,1.4,0.74,35.19,9.73,19.29,28.7,36.88,12.32,22-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Sep-2019 - 00:00,0.9,0.85,0.96,1.0,737.97,46.35,16.26,0.0,82.67,25.73,101.71,1.83,0.92,35.42,10.01,18.3,28.31,39.29,13.55,23-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Sep-2019 - 00:00,0.86,0.83,0.92,0.96,739.4,38.01,15.43,0.0,86.72,25.39,68.52,1.47,0.67,35.42,9.83,18.45,27.09,33.4,10.36,24-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Sep-2019 - 00:00,0.89,0.85,0.96,0.97,739.35,55.31,24.96,0.03,86.17,25.67,103.19,1.28,0.67,61.97,12.19,19.22,29.82,37.52,7.69,25-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Sep-2019 - 00:00,0.89,0.84,0.96,0.99,739.84,46.56,23.07,0.01,84.43,26.62,60.4,1.49,0.58,85.21,12.5,18.7,30.23,43.45,7.58,26-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Sep-2019 - 00:00,0.9,0.85,0.96,1.0,740.58,44.11,20.95,0.0,83.27,26.71,87.8,1.27,0.61,52.64,10.74,19.35,30.06,39.66,8.13,27-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Sep-2019 - 00:00,0.87,0.83,0.94,0.97,740.22,38.82,20.33,0.05,89.27,25.75,228.09,0.86,0.51,46.61,10.77,20.0,29.8,23.21,7.91,28-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Sep-2019 - 00:00,0.9,0.85,0.97,1.0,738.98,28.18,16.83,0.08,90.67,24.5,251.74,1.24,0.44,43.63,10.31,18.51,28.82,23.08,7.24,29-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Sep-2019 - 00:00,0.9,0.85,0.97,1.0,739.99,41.93,20.14,0.02,81.48,26.06,262.08,1.43,0.63,41.4,9.81,19.25,29.05,22.42,7.8,30-Sep-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Sep-2019 - 00:00,0.89,0.84,0.96,0.99,739.25,52.74,25.17,0.0,77.3,26.66,255.31,1.2,0.78,41.12,9.86,19.83,29.31,21.9,6.68,01-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Oct-2019 - 00:00,0.88,0.83,0.95,0.98,738.1,45.32,23.15,0.05,86.01,24.48,147.62,1.2,0.81,40.72,10.38,20.27,29.97,28.22,8.23,02-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Oct-2019 - 00:00,0.9,0.86,0.96,1.0,739.88,67.23,31.99,0.0,74.68,26.69,235.09,1.18,0.86,39.96,10.08,20.26,30.27,30.27,7.43,03-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Oct-2019 - 00:00,0.84,0.79,0.86,0.91,740.04,68.49,34.2,0.0,73.24,27.13,256.34,1.14,0.69,51.43,12.05,21.63,27.72,30.5,7.7,04-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Oct-2019 - 00:00,0.89,0.84,0.95,0.99,740.43,79.28,37.89,0.0,67.38,27.89,279.87,1.08,0.84,40.32,9.96,20.33,29.59,23.29,6.77,05-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Oct-2019 - 00:00,0.88,0.86,0.97,1.0,740.34,72.49,36.5,0.0,65.01,27.28,207.07,1.11,0.69,28.94,6.87,25.59,32.17,40.34,9.17,06-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Oct-2019 - 00:00,0.74,0.78,0.85,0.88,740.81,92.0,51.69,0.0,68.26,27.23,166.09,0.97,0.69,18.01,5.91,30.06,31.13,39.1,8.24,07-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Oct-2019 - 00:00,0.9,0.71,0.77,0.78,741.94,88.78,53.17,0.0,71.32,27.1,255.07,1.08,0.61,21.51,6.83,30.45,36.46,28.58,9.39,08-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Oct-2019 - 00:00,0.49,0.41,0.42,0.4,741.62,88.38,51.23,0.0,64.83,27.39,250.0,0.86,0.82,19.97,9.36,26.34,34.79,32.53,9.56,09-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Oct-2019 - 00:00,1.06,0.74,0.71,0.73,741.12,99.19,58.06,0.0,63.87,27.39,207.06,0.64,0.8,18.95,13.47,21.88,35.36,32.64,7.85,10-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Oct-2019 - 00:00,1.51,1.02,0.96,1.01,740.97,91.41,42.31,0.0,52.16,27.26,234.64,0.81,0.66,17.82,11.95,22.41,33.92,30.45,7.63,11-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Oct-2019 - 00:00,1.48,0.98,1.0,1.02,740.59,77.38,38.49,0.0,44.55,27.12,251.72,1.1,0.62,19.37,11.85,22.19,34.04,35.47,9.26,12-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Oct-2019 - 00:00,1.49,1.0,1.0,1.01,741.62,88.67,44.22,0.0,45.4,27.19,256.76,0.87,0.69,20.16,12.23,22.27,34.48,32.86,9.22,13-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Oct-2019 - 00:00,1.44,0.93,0.96,0.97,742.4,85.56,39.61,0.0,44.39,28.16,259.29,0.98,0.65,20.67,11.27,22.38,32.28,36.08,8.29,14-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Oct-2019 - 00:00,1.43,0.96,0.92,0.93,742.71,82.36,36.68,0.0,43.26,27.78,260.16,1.28,0.56,21.98,17.19,16.75,28.76,25.93,8.81,15-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Oct-2019 - 00:00,1.48,0.96,0.99,0.97,743.28,125.64,61.38,0.0,44.8,28.04,190.95,0.69,1.01,17.69,19.79,13.84,32.41,21.98,8.95,16-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Oct-2019 - 00:00,1.47,0.99,0.97,0.96,743.58,122.98,71.94,0.0,49.95,27.76,171.78,0.77,0.84,9.2,15.11,18.11,32.19,28.66,9.08,17-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Oct-2019 - 00:00,1.5,0.98,1.0,1.0,743.32,134.25,82.18,0.0,51.56,27.39,154.81,0.9,0.87,9.06,15.84,16.62,32.46,32.83,9.12,18-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Oct-2019 - 00:00,1.39,0.94,0.95,0.95,743.17,103.29,47.18,0.0,53.49,27.09,158.7,0.85,0.71,11.04,14.66,17.57,26.58,26.86,9.34,19-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Oct-2019 - 00:00,1.9,1.74,4.9,5.47,744.47,139.25,83.46,0.01,58.52,26.78,134.54,1.06,0.76,33.92,16.19,19.11,33.45,43.67,7.14,20-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Oct-2019 - 00:00,3.35,3.14,11.56,10.91,744.55,169.76,99.62,0.0,62.42,26.58,179.43,0.83,0.85,75.32,23.45,24.59,47.2,33.67,7.39,21-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Oct-2019 - 00:00,4.39,4.93,15.88,15.92,743.03,150.49,96.9,0.0,60.65,24.91,189.2,0.8,0.77,80.03,61.71,41.36,96.26,18.02,8.35,22-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Oct-2019 - 00:00,3.17,5.15,16.9,19.4,741.09,97.64,58.5,0.0,47.04,24.57,183.31,0.74,0.51,68.29,53.82,31.21,80.25,30.92,6.66,23-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Oct-2019 - 00:00,2.73,4.55,15.37,18.19,739.9,94.53,54.8,0.0,47.39,24.79,164.7,0.89,0.41,44.77,35.66,20.7,56.33,32.52,7.44,24-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Oct-2019 - 00:00,3.02,4.27,14.37,16.77,740.37,88.5,54.16,0.0,49.71,25.06,195.57,0.82,0.44,42.95,36.72,29.34,66.06,28.91,8.36,25-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Oct-2019 - 00:00,3.15,3.84,12.15,12.72,740.78,93.37,55.29,0.0,45.54,25.16,180.65,0.92,0.44,41.32,41.25,30.38,69.63,32.86,8.29,26-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Oct-2019 - 00:00,3.58,3.69,11.86,11.69,742.62,111.07,76.65,0.0,57.55,23.21,147.68,1.02,0.45,41.0,40.09,31.6,71.7,24.59,6.63,27-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Oct-2019 - 00:00,4.45,4.56,15.29,15.03,743.17,132.04,98.81,0.0,64.48,23.39,193.63,0.68,0.44,42.39,54.1,37.26,91.37,20.18,8.94,28-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Oct-2019 - 00:00,3.75,2.96,11.37,10.54,743.44,212.66,113.88,0.0,63.52,24.24,194.62,0.71,0.78,42.87,33.44,34.36,66.36,32.9,8.89,29-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Oct-2019 - 00:00,3.28,3.16,11.01,10.18,743.71,116.57,89.37,0.0,57.22,26.84,193.96,0.73,0.88,36.91,36.82,36.49,70.82,52.15,9.04,30-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Oct-2019 - 00:00,4.6,4.38,14.81,13.58,743.08,138.13,96.78,0.0,58.47,25.25,185.4,0.68,0.97,35.72,42.65,38.77,81.43,42.9,9.86,31-Oct-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Oct-2019 - 00:00,5.3,4.96,16.29,15.33,742.27,199.33,85.38,0.0,56.97,25.98,186.59,0.61,0.91,35.73,39.68,38.04,77.72,52.94,9.52,01-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
