from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Nov-2019 - 00:00,5.14,4.33,14.08,13.46,741.7,191.58,73.72,0.0,50.57,26.49,199.11,0.58,0.77,36.78,36.94,37.76,72.87,57.0,10.34,02-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Nov-2019 - 00:00,3.77,3.96,12.78,12.02,742.81,118.22,70.33,0.04,57.28,25.4,202.55,0.77,0.71,39.5,42.71,39.79,82.5,51.74,8.75,03-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Nov-2019 - 00:00,1.93,2.77,8.98,8.4,744.68,48.88,31.2,0.0,69.56,24.7,162.15,0.97,0.67,37.37,42.68,40.36,83.04,40.2,8.15,04-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Nov-2019 - 00:00,1.66,2.5,7.95,7.58,744.4,44.5,27.66,0.0,71.08,25.74,229.21,0.75,0.63,34.6,40.58,39.86,78.77,32.26,8.5,05-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Nov-2019 - 00:00,2.47,3.04,9.64,9.04,742.46,79.12,43.53,0.0,52.82,25.3,229.56,0.67,0.77,24.76,35.48,32.6,67.02,38.95,7.88,06-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Nov-2019 - 00:00,2.77,2.88,9.23,8.04,739.58,80.77,39.83,0.0,43.28,26.16,161.73,0.88,0.66,5.79,19.07,14.07,33.14,50.67,7.62,07-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Nov-2019 - 00:00,1.99,1.17,2.39,1.52,739.01,114.65,66.73,0.0,58.01,24.82,136.22,0.98,0.63,5.67,18.05,13.59,30.76,54.43,7.96,08-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Nov-2019 - 00:00,2.0,1.02,2.1,1.19,741.6,83.74,44.48,0.0,68.08,24.37,141.74,1.01,0.68,5.93,18.88,14.71,33.3,53.78,8.83,09-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Nov-2019 - 00:00,2.46,1.08,2.25,1.25,743.12,131.57,57.85,0.0,49.34,24.98,55.23,1.18,0.74,4.65,15.18,11.62,26.8,86.21,8.07,10-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Nov-2019 - 00:00,2.92,1.34,2.98,1.59,743.47,130.52,59.24,0.0,50.95,24.33,141.26,0.84,0.82,5.27,18.03,13.02,30.4,47.46,8.04,11-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Nov-2019 - 00:00,3.25,1.88,4.16,2.22,742.12,126.91,43.71,0.0,54.12,24.89,185.07,0.61,0.77,5.8,20.3,15.64,34.0,21.29,9.3,12-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Nov-2019 - 00:00,3.22,1.74,4.02,2.11,742.73,130.22,30.14,0.0,54.77,25.43,200.19,0.67,0.76,5.42,17.42,15.82,32.1,21.06,9.36,13-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Nov-2019 - 00:00,3.19,1.69,4.19,2.22,744.54,111.7,42.42,0.0,57.12,25.65,182.77,0.71,0.74,5.35,17.61,16.27,31.44,25.99,9.15,14-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Nov-2019 - 00:00,2.62,1.45,3.45,1.96,745.36,95.0,58.04,0.0,57.72,24.96,150.09,1.02,0.71,4.12,14.01,14.34,28.35,59.05,9.76,15-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Nov-2019 - 00:00,3.04,1.2,2.49,1.42,745.24,156.44,98.65,0.0,56.53,22.38,185.22,1.17,0.78,10.31,10.93,12.38,22.89,73.25,7.54,16-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Nov-2019 - 00:00,3.77,1.66,3.35,1.91,745.04,181.08,118.9,0.0,60.02,22.82,181.85,0.75,0.82,15.63,12.21,13.14,24.71,61.48,8.27,17-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Nov-2019 - 00:00,2.73,1.55,3.29,1.84,746.16,110.66,70.94,0.0,55.95,22.73,199.88,0.71,0.68,15.85,13.92,13.79,27.71,52.66,8.23,18-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Nov-2019 - 00:00,2.33,1.15,2.72,1.49,745.32,114.09,55.79,0.0,55.6,22.68,194.94,0.89,0.69,15.48,12.4,12.31,24.26,62.95,9.02,19-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Nov-2019 - 00:00,3.24,1.67,4.02,2.19,744.3,125.48,69.94,0.0,59.77,21.27,168.74,0.6,0.82,16.05,16.15,14.45,29.93,42.0,8.1,20-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Nov-2019 - 00:00,3.39,1.83,4.28,2.33,743.91,132.44,69.62,0.0,60.4,21.78,139.27,0.78,0.78,15.96,15.23,14.93,28.74,46.97,7.99,21-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Nov-2019 - 00:00,3.63,1.95,4.57,2.5,745.32,140.89,63.23,0.0,60.0,22.37,121.83,0.84,0.82,15.88,13.89,14.84,28.73,52.03,8.09,22-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Nov-2019 - 00:00,3.57,1.68,4.04,2.24,746.09,201.99,76.76,0.0,61.87,22.2,159.18,0.79,0.92,10.7,12.04,14.3,26.34,55.93,8.45,23-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Nov-2019 - 00:00,3.53,1.8,4.36,2.55,746.07,129.45,79.83,0.0,64.64,22.16,174.35,0.61,0.82,2.57,9.5,13.75,22.71,49.11,9.39,24-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Nov-2019 - 00:00,3.44,1.76,4.27,2.41,745.14,144.89,59.88,0.0,62.12,22.25,157.45,0.75,0.76,2.86,10.35,13.6,23.94,60.89,9.1,25-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Nov-2019 - 00:00,3.46,1.8,4.39,2.39,744.85,143.15,83.2,0.0,62.31,22.52,155.55,1.05,0.76,16.4,18.28,17.56,34.88,54.5,8.03,26-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Nov-2019 - 00:00,3.07,1.73,4.04,2.2,744.21,148.56,69.74,0.0,60.78,22.1,144.74,0.9,0.72,39.42,30.57,40.94,70.25,47.67,8.11,27-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Nov-2019 - 00:00,3.75,2.21,5.07,2.84,743.53,129.42,75.7,0.0,64.46,22.48,177.95,0.7,0.79,40.52,34.06,50.1,84.15,42.12,8.25,28-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Nov-2019 - 00:00,3.29,1.61,3.93,2.13,743.97,159.06,90.32,0.0,66.94,23.27,236.69,0.85,0.58,38.59,26.88,51.5,78.38,56.7,8.45,29-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Nov-2019 - 00:00,2.35,0.77,1.81,1.01,745.27,96.01,59.44,0.0,74.94,20.8,91.59,1.26,0.58,36.16,18.81,52.64,71.44,66.78,7.59,30-Nov-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Nov-2019 - 00:00,2.04,0.62,1.48,0.8,745.83,81.63,50.15,0.0,80.03,19.99,83.91,1.21,0.53,33.89,26.3,55.04,81.34,45.07,7.52,01-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Dec-2019 - 00:00,2.46,0.82,1.68,0.87,745.76,95.19,61.45,0.0,81.02,19.29,111.55,0.97,0.72,20.33,43.96,52.39,96.34,47.05,8.77,02-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Dec-2019 - 00:00,2.43,1.01,2.22,1.18,746.85,103.54,58.89,0.0,73.15,19.23,157.27,0.99,0.62,21.13,55.22,57.02,112.24,47.53,8.72,03-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Dec-2019 - 00:00,2.77,1.4,3.27,1.76,746.94,130.28,58.62,0.0,60.54,18.48,149.11,0.65,0.71,15.02,66.0,59.92,125.92,29.68,9.38,04-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Dec-2019 - 00:00,3.53,1.85,4.16,2.44,747.96,164.77,71.44,0.0,55.99,17.83,168.18,0.62,0.75,16.28,84.39,57.68,142.06,29.97,10.11,05-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Dec-2019 - 00:00,3.56,1.59,3.91,2.2,749.48,133.55,65.99,0.0,50.82,17.58,153.88,0.71,0.72,24.46,70.37,64.39,134.75,35.92,9.76,06-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Dec-2019 - 00:00,2.98,1.27,3.13,1.82,749.1,133.56,65.81,0.0,51.2,18.08,193.21,0.87,0.63,30.66,43.13,71.95,115.08,68.3,9.17,07-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Dec-2019 - 00:00,3.7,1.4,2.78,1.68,748.07,185.0,98.95,0.0,59.19,18.01,135.12,0.73,0.76,32.85,37.33,80.14,117.47,64.21,9.58,08-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Dec-2019 - 00:00,3.95,1.65,3.48,2.09,747.92,180.18,92.42,0.0,66.99,17.03,165.35,0.54,0.86,29.5,53.14,75.1,128.23,41.54,8.55,09-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Dec-2019 - 00:00,3.86,1.5,3.51,2.08,747.16,181.84,89.84,0.0,69.82,17.71,136.6,0.72,0.82,32.26,55.82,77.09,132.91,42.98,8.58,10-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Dec-2019 - 00:00,4.7,1.81,4.35,2.53,744.67,213.53,110.17,0.0,68.23,18.11,170.17,0.71,0.99,30.35,76.34,72.69,149.01,38.78,9.12,11-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Dec-2019 - 00:00,4.83,2.17,5.43,3.1,742.68,197.21,94.48,0.0,67.63,18.54,136.87,0.71,0.66,32.4,73.48,71.34,144.82,44.64,9.37,12-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Dec-2019 - 00:00,3.45,1.45,3.46,2.05,740.24,168.08,80.59,0.0,64.8,19.43,151.08,0.9,0.62,40.16,47.29,73.85,121.14,46.58,9.94,13-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Dec-2019 - 00:00,1.99,0.82,2.13,1.27,742.3,78.1,36.97,0.0,68.47,19.26,288.88,1.38,0.41,42.02,36.28,56.98,93.23,41.15,8.87,14-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Dec-2019 - 00:00,1.91,0.67,1.44,0.89,748.35,69.85,35.21,0.0,68.73,15.92,150.3,1.21,0.52,37.37,39.4,56.74,96.15,43.5,7.99,15-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Dec-2019 - 00:00,2.09,0.67,1.34,0.84,748.65,75.88,38.91,0.0,73.67,14.81,191.68,1.06,0.58,33.0,37.11,59.77,96.88,42.02,9.36,16-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Dec-2019 - 00:00,2.13,0.62,1.34,0.87,748.94,86.45,42.63,0.0,78.67,13.51,246.7,1.04,0.52,33.2,33.38,60.28,93.64,37.14,6.88,17-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Dec-2019 - 00:00,2.06,0.52,1.16,0.74,750.26,87.86,45.01,0.0,82.12,11.89,197.19,0.88,0.5,31.21,39.6,59.1,98.58,31.29,8.2,18-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Dec-2019 - 00:00,3.07,0.8,1.9,1.15,749.13,114.12,56.43,0.0,72.57,12.62,143.86,0.63,0.7,27.51,53.73,59.74,113.46,20.15,8.13,19-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Dec-2019 - 00:00,3.81,1.3,3.11,1.9,747.06,157.54,76.01,0.0,68.36,14.33,160.22,0.63,0.78,25.46,57.66,66.9,124.55,24.71,7.07,20-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Dec-2019 - 00:00,3.92,1.47,3.65,2.17,745.09,159.94,75.88,0.0,64.87,15.66,182.56,0.63,0.8,38.32,43.76,52.23,95.98,25.3,7.19,21-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Dec-2019 - 00:00,3.65,1.49,3.73,2.18,745.44,131.1,60.52,0.0,61.28,16.7,142.19,0.74,0.65,55.71,22.05,25.18,46.94,34.94,8.53,22-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Dec-2019 - 00:00,3.55,1.21,2.83,1.72,747.09,120.71,57.26,0.0,57.02,16.38,130.92,0.99,0.67,48.92,14.7,31.0,45.69,46.68,9.18,23-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Dec-2019 - 00:00,3.29,1.27,3.1,1.83,745.85,103.0,48.05,0.0,56.66,16.9,120.44,0.93,0.64,46.95,18.51,32.82,51.22,38.32,9.4,24-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Dec-2019 - 00:00,2.84,0.93,2.32,1.35,746.36,88.15,40.33,0.0,69.03,16.03,59.79,1.39,0.64,49.18,13.45,28.2,41.64,43.25,9.18,25-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Dec-2019 - 00:00,3.17,0.74,1.66,1.03,746.75,122.8,62.7,0.0,75.43,14.55,134.96,0.96,0.68,47.93,19.15,20.01,39.16,36.89,7.94,26-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Dec-2019 - 00:00,3.0,1.05,2.24,1.48,746.71,135.26,64.14,0.0,59.14,14.28,235.42,0.64,0.68,40.46,28.69,24.91,53.58,35.14,8.92,27-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Dec-2019 - 00:00,3.47,1.4,3.17,1.9,747.21,128.48,57.44,0.0,50.54,13.89,141.26,0.58,0.73,29.75,37.63,37.37,75.0,38.88,8.61,28-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Dec-2019 - 00:00,3.75,1.33,3.24,1.88,747.74,130.57,57.73,0.0,58.38,12.72,137.84,0.85,0.63,37.07,31.22,24.27,55.48,37.88,8.27,29-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Dec-2019 - 00:00,4.21,1.09,2.57,1.52,748.02,149.77,72.52,0.0,74.28,9.33,151.44,0.68,0.91,35.54,22.34,14.37,36.05,30.14,7.98,30-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Dec-2019 - 00:00,5.29,1.32,3.08,1.84,746.63,215.66,99.62,0.0,74.23,9.98,120.79,0.98,0.75,21.98,18.24,40.76,58.99,28.09,8.91,31-Dec-2019 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Dec-2019 - 00:00,4.02,1.04,2.38,1.45,746.28,137.0,50.6,0.0,84.75,7.78,61.87,1.38,0.67,23.16,11.24,34.27,45.52,24.36,8.63,01-Jan-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
