from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
29-Jul-2019 - 00:00,7.21,8.72,0.84,4.35,0.33,9.0,3.24,0.1,0.37,2.18,16.85,43.21,16.51,63.54,89.76,0.29,282.06,5.18,27.54,30-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Jul-2019 - 00:00,8.38,7.7,0.8,5.09,0.31,10.14,4.09,0.09,0.47,2.66,14.28,33.25,15.19,56.8,90.72,0.18,269.23,6.35,27.51,31-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Jul-2019 - 00:00,5.32,5.78,0.72,3.36,0.28,9.02,2.18,0.04,0.2,2.19,2.31,10.71,14.3,42.31,90.92,0.03,255.28,7.86,27.79,01-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Aug-2019 - 00:00,7.25,5.85,1.03,4.62,0.3,4.96,4.59,0.11,0.48,2.06,6.85,20.72,20.21,49.19,91.27,0.03,268.44,5.46,27.47,02-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Aug-2019 - 00:00,5.34,6.88,1.0,3.57,0.25,7.44,4.14,0.1,0.3,1.98,17.46,49.43,27.13,137.35,85.4,0.16,271.08,4.71,27.31,03-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Aug-2019 - 00:00,4.52,7.15,1.95,3.99,0.26,7.76,4.89,0.07,0.53,2.09,14.46,35.95,27.13,120.42,86.97,0.01,247.81,4.18,27.23,04-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Aug-2019 - 00:00,2.48,7.88,1.34,2.41,0.29,10.61,3.4,0.08,0.21,2.43,12.03,31.88,27.31,116.48,87.19,0.01,234.0,3.53,27.34,05-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Aug-2019 - 00:00,4.09,8.14,1.94,3.74,0.28,6.55,4.5,0.09,0.25,2.1,18.88,43.79,26.27,77.05,90.2,0.11,269.08,4.93,27.61,06-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Aug-2019 - 00:00,3.95,8.2,1.63,3.43,0.25,6.95,5.28,0.1,0.43,3.17,21.7,61.56,27.02,91.35,87.06,0.19,271.96,5.11,27.38,07-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Aug-2019 - 00:00,2.72,8.75,1.64,2.78,0.23,7.65,4.12,0.06,0.16,2.89,20.0,46.21,25.31,59.36,90.68,0.15,275.96,5.49,27.57,08-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Aug-2019 - 00:00,3.84,8.0,1.54,3.3,0.29,8.63,4.07,0.07,0.28,2.0,16.77,41.11,25.71,64.64,91.73,0.54,292.7,5.1,27.73,09-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Aug-2019 - 00:00,2.62,5.62,1.35,2.49,0.23,9.9,3.16,0.05,0.19,2.27,8.07,19.9,24.42,55.01,93.19,0.74,239.99,6.82,27.9,10-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Aug-2019 - 00:00,2.64,4.68,1.43,2.56,0.22,9.71,2.34,0.01,0.26,1.73,12.14,32.82,25.42,115.74,87.35,0.03,197.04,6.57,27.9,11-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Aug-2019 - 00:00,2.85,4.6,1.31,2.57,0.24,9.57,2.83,0.03,0.12,1.6,15.52,43.84,24.8,108.41,87.67,0.06,220.79,4.71,27.96,12-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Aug-2019 - 00:00,4.94,5.56,1.86,4.13,0.26,6.87,5.72,0.09,0.29,2.11,29.5,104.31,26.94,143.78,82.91,0.0,270.65,4.38,27.61,13-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Aug-2019 - 00:00,4.47,7.62,1.5,3.59,0.31,7.48,4.97,0.11,0.46,2.25,29.18,96.18,26.93,120.07,84.8,0.04,288.56,3.97,27.58,14-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Aug-2019 - 00:00,5.16,11.85,1.67,4.1,0.3,6.56,4.98,0.1,0.4,2.34,28.76,73.31,25.43,48.52,90.35,0.18,280.38,5.53,27.58,15-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Aug-2019 - 00:00,2.31,8.46,1.5,2.44,0.26,7.02,5.46,0.06,0.21,1.76,15.51,37.93,24.39,54.61,90.59,0.09,264.25,6.58,27.82,16-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Aug-2019 - 00:00,3.26,6.52,2.03,3.38,0.21,7.94,5.57,0.03,0.14,1.2,9.61,27.89,25.28,138.52,88.14,0.19,249.02,7.17,27.91,17-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Aug-2019 - 00:00,3.34,5.72,2.05,3.43,0.21,7.82,5.32,0.03,0.12,1.48,11.7,44.83,26.22,158.59,83.95,0.05,240.41,5.72,27.77,18-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Aug-2019 - 00:00,4.66,5.97,2.08,4.18,0.24,5.83,4.94,0.07,0.26,2.0,18.25,66.2,26.03,111.03,84.66,0.01,256.66,4.36,27.83,19-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Aug-2019 - 00:00,4.08,8.04,1.78,3.62,0.26,7.31,4.25,0.09,0.14,1.98,19.52,66.14,26.7,144.53,85.53,0.0,284.03,4.49,27.86,20-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Aug-2019 - 00:00,5.29,10.73,1.67,4.17,0.28,7.9,5.34,0.1,0.26,2.0,29.24,88.64,27.23,117.92,83.86,0.0,289.43,4.34,27.72,21-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Aug-2019 - 00:00,3.93,12.75,1.47,3.27,0.28,11.81,4.26,0.08,0.36,1.6,34.74,92.56,28.36,183.06,81.15,0.0,293.23,4.81,27.56,22-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Aug-2019 - 00:00,4.22,11.95,1.61,3.55,0.27,11.79,4.86,0.09,0.38,1.58,35.54,105.16,28.23,192.74,78.96,0.0,297.15,4.75,27.52,23-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Aug-2019 - 00:00,6.86,12.38,1.52,4.88,0.3,10.59,6.18,0.12,0.43,2.38,36.92,103.83,26.88,123.89,80.71,0.0,289.0,4.38,27.8,24-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Aug-2019 - 00:00,6.32,12.47,1.54,4.62,0.29,10.49,5.4,0.11,0.4,2.55,32.0,80.11,25.33,78.47,87.03,0.09,277.72,4.67,27.99,25-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Aug-2019 - 00:00,5.12,9.22,1.32,3.79,0.29,10.47,5.39,0.11,0.36,2.13,21.96,48.07,24.07,57.81,90.69,0.12,289.79,4.61,27.76,26-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Aug-2019 - 00:00,4.97,7.69,1.57,3.92,0.29,11.43,4.07,0.1,0.24,1.78,19.06,39.2,23.73,39.39,93.03,0.41,298.88,4.18,28.0,27-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Aug-2019 - 00:00,4.61,5.93,2.08,4.13,0.25,7.55,4.72,0.08,0.21,3.59,9.41,23.33,23.07,47.23,93.75,0.19,264.31,4.95,28.13,28-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Aug-2019 - 00:00,6.35,5.56,2.21,5.16,0.29,6.62,6.42,0.08,0.78,3.81,14.93,40.75,24.52,87.34,89.05,0.0,237.17,3.98,27.8,29-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Aug-2019 - 00:00,5.76,5.87,2.04,4.71,0.32,6.0,7.37,0.1,0.62,3.27,17.68,59.7,27.39,126.91,82.52,0.0,257.86,2.16,27.55,30-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Aug-2019 - 00:00,3.69,8.84,1.48,3.16,0.37,9.33,4.15,0.1,0.36,1.93,22.66,72.31,29.88,179.81,83.04,0.01,303.06,3.44,27.47,31-Aug-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Aug-2019 - 00:00,7.47,11.9,1.6,5.26,0.4,8.14,7.32,0.16,0.74,2.63,32.51,71.44,29.93,121.05,85.96,0.0,280.67,2.85,27.52,01-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Sep-2019 - 00:00,4.49,10.01,1.9,3.94,0.4,7.76,7.1,0.11,0.41,2.69,25.08,52.12,27.96,99.92,86.16,0.03,267.89,2.79,27.43,02-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Sep-2019 - 00:00,4.74,7.22,1.93,4.1,0.33,6.92,8.55,0.07,0.21,3.35,15.98,47.69,27.82,124.47,83.19,0.0,259.43,3.77,27.32,03-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Sep-2019 - 00:00,4.56,7.19,1.64,3.76,0.34,7.05,6.55,0.08,0.23,2.2,17.1,54.57,27.64,109.26,82.62,0.0,278.23,3.27,27.32,04-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Sep-2019 - 00:00,6.07,10.43,1.63,4.56,0.42,7.81,6.16,0.11,0.67,2.7,30.52,70.15,27.02,57.47,88.69,0.11,293.42,2.79,27.27,05-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Sep-2019 - 00:00,7.26,9.56,1.6,5.17,0.48,7.8,4.45,0.13,0.94,3.47,25.74,53.91,27.63,88.3,88.65,0.09,277.28,2.26,27.26,06-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Sep-2019 - 00:00,10.39,8.02,1.69,6.9,0.45,8.33,4.91,0.1,0.98,3.59,20.73,43.85,28.02,88.95,88.09,0.02,261.9,2.83,27.27,07-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Sep-2019 - 00:00,9.19,5.9,1.73,6.29,0.37,7.71,7.52,0.08,0.53,3.43,17.24,43.55,28.62,120.38,84.43,0.04,255.85,3.24,27.29,08-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Sep-2019 - 00:00,8.85,5.91,1.61,6.0,0.41,5.07,5.87,0.11,0.5,3.01,14.83,40.07,27.24,71.02,88.61,0.19,254.82,2.27,27.59,09-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Sep-2019 - 00:00,8.48,5.21,1.71,5.89,0.37,7.95,6.13,0.09,0.33,2.44,14.64,31.21,25.71,49.58,91.49,0.11,280.56,3.55,27.76,10-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Sep-2019 - 00:00,9.74,5.0,1.45,6.35,0.42,10.69,4.35,0.13,0.47,2.98,19.74,39.54,24.85,29.79,93.52,1.21,275.16,2.93,27.77,11-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Sep-2019 - 00:00,10.08,6.99,1.6,6.65,0.44,10.37,7.79,0.13,0.52,2.8,32.71,60.59,25.48,44.52,91.5,0.16,275.9,4.26,27.82,12-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Sep-2019 - 00:00,9.05,5.32,1.59,6.11,0.36,8.76,6.66,0.1,0.41,2.49,21.52,42.1,24.53,38.94,92.65,0.6,266.96,4.9,27.91,13-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Sep-2019 - 00:00,8.91,4.07,1.42,5.9,0.33,13.15,6.54,0.1,0.4,1.86,16.97,36.66,22.77,34.65,93.16,0.55,277.79,5.91,28.03,14-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Sep-2019 - 00:00,7.21,4.15,1.49,5.05,0.31,10.35,4.11,0.07,0.06,1.27,16.26,31.39,24.92,56.04,89.94,0.07,288.66,6.46,28.02,15-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Sep-2019 - 00:00,7.41,4.9,1.49,5.15,0.31,7.88,5.53,0.05,0.12,1.58,21.07,47.26,25.3,46.74,90.64,0.03,283.94,5.23,27.91,16-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Sep-2019 - 00:00,8.59,5.42,1.65,5.91,0.33,7.45,5.61,0.07,0.12,1.53,23.4,59.01,25.82,81.66,89.1,0.03,288.94,5.08,27.97,17-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Sep-2019 - 00:00,6.71,6.61,1.45,4.73,0.35,12.11,4.08,0.1,0.12,1.66,29.22,71.31,28.29,128.48,83.42,0.01,304.06,4.44,27.8,18-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Sep-2019 - 00:00,7.68,8.16,1.37,5.19,0.41,15.3,3.39,0.18,0.25,2.96,22.34,69.9,28.18,169.24,76.69,0.15,155.34,4.29,27.73,19-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Sep-2019 - 00:00,8.41,9.82,1.54,5.71,0.52,8.05,3.84,0.29,0.35,4.1,20.06,60.16,27.29,121.81,83.61,0.06,80.83,3.33,27.73,20-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Sep-2019 - 00:00,8.07,9.16,1.67,5.65,0.43,7.51,5.09,0.17,0.54,4.33,21.46,60.47,26.92,137.58,84.49,0.02,122.91,3.41,27.8,21-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Sep-2019 - 00:00,8.75,7.18,1.62,5.98,0.42,8.67,5.01,0.12,0.52,3.72,13.2,41.44,26.71,137.7,82.3,0.0,145.14,3.34,27.79,22-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Sep-2019 - 00:00,7.69,6.16,1.48,5.29,0.41,9.71,5.25,0.13,0.59,4.08,15.81,49.11,28.36,188.11,75.74,0.0,173.84,3.05,27.71,23-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Sep-2019 - 00:00,11.94,8.81,1.73,7.76,0.45,8.73,6.54,0.14,1.18,4.71,26.74,74.75,27.17,172.64,82.85,0.4,217.25,3.03,27.75,24-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Sep-2019 - 00:00,10.62,11.55,1.62,6.96,0.55,10.94,6.08,0.47,1.4,6.52,27.89,72.68,27.5,146.5,80.28,0.0,150.98,1.88,28.42,25-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Sep-2019 - 00:00,14.63,15.65,1.29,8.82,0.58,7.61,4.37,0.19,1.51,3.49,31.21,71.71,26.89,109.66,85.47,0.07,63.52,3.19,32.87,26-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Sep-2019 - 00:00,9.71,10.54,1.24,6.16,0.46,5.74,9.31,0.19,1.23,4.99,29.34,66.77,26.34,120.55,84.07,0.01,140.2,4.13,30.61,27-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Sep-2019 - 00:00,8.7,8.56,1.36,5.71,0.35,3.92,5.8,0.11,0.66,3.92,16.77,42.27,25.56,110.66,86.31,0.33,209.64,3.24,27.35,28-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Sep-2019 - 00:00,7.43,7.36,1.29,5.0,0.27,3.68,5.03,0.04,0.33,1.8,11.35,29.28,25.15,109.82,85.03,0.02,254.52,4.19,27.06,29-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Sep-2019 - 00:00,7.42,9.1,1.29,4.97,0.28,4.0,6.04,0.09,0.26,2.5,14.14,37.08,25.53,158.63,81.74,0.0,250.27,3.39,29.74,30-Sep-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Sep-2019 - 00:00,9.69,7.31,1.29,6.19,0.29,4.77,6.82,0.04,0.77,2.53,13.78,37.16,27.29,213.06,76.77,0.0,202.29,3.5,27.4,01-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Oct-2019 - 00:00,6.99,18.88,1.93,5.26,0.24,6.22,7.51,0.06,0.49,1.53,15.41,36.52,24.16,83.3,84.69,0.03,226.1,5.58,26.12,02-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Oct-2019 - 00:00,5.0,8.18,2.45,4.62,0.25,9.61,8.84,0.06,0.15,1.46,26.79,63.75,26.86,164.69,77.16,0.0,290.86,4.09,26.92,03-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Oct-2019 - 00:00,10.45,10.75,2.48,7.4,0.35,8.35,8.65,0.14,1.11,2.78,31.58,81.19,26.42,130.53,80.27,0.08,262.38,3.3,28.97,04-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Oct-2019 - 00:00,10.27,11.48,2.53,7.52,0.37,9.6,12.27,0.19,0.98,3.67,35.39,83.07,25.85,123.81,79.01,0.09,237.0,2.98,30.16,05-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Oct-2019 - 00:00,7.1,13.32,2.47,5.77,0.37,14.28,12.49,0.24,0.99,4.53,36.57,96.15,26.25,144.16,70.56,0.0,198.04,3.03,30.46,06-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Oct-2019 - 00:00,11.01,14.07,2.63,8.0,0.43,11.13,15.05,0.21,1.68,5.39,34.81,74.58,25.73,124.11,75.54,0.01,128.04,2.23,30.61,07-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Oct-2019 - 00:00,11.54,12.9,2.59,8.25,0.48,9.9,12.55,0.23,2.05,6.0,42.17,85.96,26.57,137.39,75.35,0.01,144.67,2.15,30.46,08-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Oct-2019 - 00:00,7.31,17.1,2.52,5.93,0.48,15.04,10.14,0.26,0.6,4.51,46.2,102.02,28.64,172.47,67.77,0.0,96.6,2.34,30.25,09-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Oct-2019 - 00:00,10.93,14.36,2.51,7.84,0.52,17.67,11.73,0.24,1.38,4.97,56.76,144.33,29.29,167.53,63.57,0.0,115.9,2.11,30.53,10-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Oct-2019 - 00:00,10.83,16.12,2.46,7.75,0.48,15.34,12.2,0.25,2.02,5.03,61.09,138.68,28.25,136.43,67.47,0.0,163.88,2.01,30.4,11-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Oct-2019 - 00:00,10.63,14.53,2.58,7.75,0.44,16.37,12.26,0.24,1.73,5.28,45.36,107.06,27.43,133.21,66.09,0.14,112.65,2.17,30.4,12-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Oct-2019 - 00:00,13.03,16.07,2.6,9.04,0.58,16.72,13.79,0.47,1.24,5.6,52.86,148.1,28.89,193.76,50.08,0.0,82.57,2.67,30.48,13-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Oct-2019 - 00:00,17.11,17.32,2.65,11.26,0.57,18.08,13.64,0.36,1.51,5.41,44.33,117.84,29.65,199.64,38.38,0.0,101.34,2.68,30.16,14-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Oct-2019 - 00:00,13.8,18.07,2.6,9.45,0.47,18.24,24.91,0.26,2.08,4.49,54.27,151.95,30.62,187.22,43.83,0.0,205.32,1.84,30.4,15-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Oct-2019 - 00:00,16.84,17.82,2.59,11.07,0.56,16.97,25.42,0.34,1.22,4.33,80.05,208.11,30.69,182.2,43.61,0.0,113.36,2.5,30.37,16-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Oct-2019 - 00:00,16.45,21.13,2.59,10.84,0.58,18.7,14.66,0.26,1.33,4.98,57.42,164.84,29.44,183.96,41.98,0.0,74.7,3.31,30.47,17-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Oct-2019 - 00:00,21.12,31.75,2.73,13.44,0.71,18.41,14.43,0.29,3.08,6.27,66.29,175.33,28.73,173.63,50.71,0.0,90.15,2.5,30.02,18-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Oct-2019 - 00:00,15.82,21.05,2.54,10.48,0.68,16.78,16.17,0.22,2.95,5.58,63.1,132.42,28.28,169.38,53.38,0.0,82.25,2.45,30.19,19-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Oct-2019 - 00:00,15.33,29.09,2.65,10.29,0.73,8.82,15.1,0.31,2.16,5.4,71.65,133.99,25.63,82.48,72.49,0.0,110.55,2.87,30.27,20-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Oct-2019 - 00:00,9.85,19.53,2.62,7.37,0.6,10.65,11.16,0.24,0.86,4.17,75.66,128.15,23.35,67.22,78.2,0.0,92.34,2.71,30.37,21-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Oct-2019 - 00:00,10.9,18.04,2.6,7.91,0.57,10.9,11.52,0.3,1.57,3.96,70.11,125.98,25.04,133.12,70.02,0.0,78.6,3.19,30.22,22-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Oct-2019 - 00:00,12.33,17.24,2.53,8.6,0.48,8.68,12.66,0.21,1.99,4.77,44.24,89.43,22.24,66.45,81.12,0.15,100.23,2.95,30.26,23-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Oct-2019 - 00:00,10.62,14.92,2.55,7.69,0.52,15.33,8.19,0.24,0.97,4.08,45.57,90.74,18.54,62.0,78.36,0.04,66.09,3.92,31.13,24-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Oct-2019 - 00:00,13.24,17.61,2.53,9.08,0.53,12.48,14.63,0.27,2.06,5.11,44.45,100.06,22.64,118.21,64.95,0.0,89.18,3.41,32.02,25-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Oct-2019 - 00:00,17.71,19.76,2.67,11.59,0.69,17.46,20.45,0.42,1.25,5.09,78.67,156.73,23.76,116.96,57.44,0.0,62.93,3.54,30.78,26-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Oct-2019 - 00:00,8.41,19.02,2.57,6.56,0.56,14.5,10.15,0.24,0.41,3.18,48.86,92.01,23.5,108.53,66.26,0.0,83.55,3.56,29.92,27-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Oct-2019 - 00:00,6.19,17.91,2.66,5.45,0.47,8.89,7.23,0.14,0.61,2.84,30.8,46.09,21.24,58.02,88.06,0.1,90.24,3.18,29.87,28-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Oct-2019 - 00:00,4.94,14.07,2.5,4.66,0.39,7.66,6.79,0.06,0.09,2.48,27.29,41.14,24.74,166.54,80.44,0.0,113.05,3.71,28.94,29-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Oct-2019 - 00:00,5.77,11.3,2.51,5.1,0.39,9.32,6.99,0.07,0.3,2.75,13.39,36.15,26.54,147.16,71.68,0.04,138.36,2.52,30.52,30-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Oct-2019 - 00:00,7.49,14.24,2.58,6.08,0.46,11.0,8.99,0.14,0.52,3.58,23.09,64.18,28.05,169.5,69.72,0.0,133.89,2.47,31.47,31-Oct-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Oct-2019 - 00:00,12.97,18.68,2.51,8.95,0.53,12.87,16.09,0.17,2.19,5.47,39.47,90.68,30.19,203.43,63.59,0.0,143.19,2.45,31.4,01-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Nov-2019 - 00:00,10.93,14.77,2.62,7.93,0.51,15.51,18.96,0.16,1.76,5.0,48.84,102.72,27.87,168.53,61.48,0.0,129.79,3.05,30.96,02-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Nov-2019 - 00:00,11.03,15.2,2.47,7.87,0.45,7.1,12.11,0.14,1.86,4.75,28.4,66.37,24.29,61.21,80.27,0.0,130.76,3.36,30.96,03-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Nov-2019 - 00:00,10.95,15.7,2.57,7.91,0.52,6.11,8.62,0.24,1.32,4.68,23.74,69.34,23.52,86.34,82.12,0.3,99.64,2.51,31.03,04-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Nov-2019 - 00:00,13.7,14.47,2.54,9.35,0.49,9.13,11.6,0.18,1.8,4.41,29.43,83.36,27.01,144.84,66.25,0.0,250.58,1.74,31.08,05-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Nov-2019 - 00:00,10.65,18.64,2.57,7.76,0.38,10.56,9.56,0.15,0.62,3.34,27.97,83.57,27.23,141.1,66.27,0.0,214.5,2.45,30.91,06-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Nov-2019 - 00:00,14.72,20.7,2.62,9.94,,11.4,12.3,0.3,1.22,4.49,49.26,121.79,27.62,154.98,62.21,0.0,218.55,2.06,30.79,07-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Nov-2019 - 00:00,11.84,18.95,2.52,8.34,,11.99,12.74,0.15,1.22,4.86,38.09,94.51,25.82,112.83,68.18,0.0,196.21,2.51,30.66,08-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Nov-2019 - 00:00,10.72,18.56,2.55,7.78,,10.37,10.96,0.19,2.06,5.07,37.26,90.02,25.85,155.62,71.84,0.0,114.27,3.3,30.61,09-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Nov-2019 - 00:00,10.87,17.44,2.67,7.95,,15.74,10.85,0.24,1.37,4.66,65.16,135.04,26.16,150.48,64.53,0.0,83.02,3.28,30.53,10-Nov-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
