from date,NO,NO2,NOx,Ozone,CO,NH3,PM10,PM2.5,SO2,to date,station
23-Jun-2019 - 00:00,11.89,31.04,25.08,32.54,2.35,23.05,92.05,40.55,4.03,24-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
24-Jun-2019 - 00:00,14.3,30.94,27.04,12.35,2.42,24.9,65.33,27.39,3.6,25-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
25-Jun-2019 - 00:00,13.5,28.91,25.5,38.66,1.91,23.27,105.26,55.1,1.92,26-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
26-Jun-2019 - 00:00,14.91,26.94,25.29,37.18,1.43,23.05,125.53,69.06,3.82,27-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
27-Jun-2019 - 00:00,18.44,25.61,27.55,36.53,1.43,26.07,172.9,73.32,8.62,28-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
28-Jun-2019 - 00:00,20.24,24.59,29.35,27.79,1.35,27.26,166.48,53.73,7.9,29-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
29-Jun-2019 - 00:00,15.2,19.42,22.56,27.1,1.37,19.85,195.08,49.2,5.79,30-Jun-2019 - 00:00,"ITO, Delhi - CPCB"
30-Jun-2019 - 00:00,21.43,23.7,29.95,26.4,1.44,24.99,211.59,60.61,7.08,01-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
01-Jul-2019 - 00:00,14.18,24.42,24.43,44.96,1.35,23.25,150.78,56.31,7.85,02-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
02-Jul-2019 - 00:00,12.1,21.49,21.01,51.34,1.36,22.8,191.11,75.7,7.34,03-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
03-Jul-2019 - 00:00,22.82,43.08,41.14,17.32,1.49,19.05,75.95,39.91,1.7,04-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
04-Jul-2019 - 00:00,27.18,37.0,41.36,14.36,1.5,16.73,82.98,47.3,1.53,05-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
05-Jul-2019 - 00:00,27.92,37.58,42.35,13.1,1.53,17.19,89.47,56.99,1.38,06-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
06-Jul-2019 - 00:00,31.11,31.36,41.93,17.59,1.43,16.4,67.48,37.91,1.41,07-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
07-Jul-2019 - 00:00,,,,27.47,1.39,,78.91,45.2,1.53,08-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
08-Jul-2019 - 00:00,21.3,46.6,41.99,25.26,1.44,16.57,112.22,53.71,1.4,09-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
09-Jul-2019 - 00:00,19.33,49.98,36.43,15.11,1.3,18.91,81.0,37.48,2.21,10-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
10-Jul-2019 - 00:00,21.18,76.39,48.17,16.07,1.33,26.59,197.09,65.27,3.11,11-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
11-Jul-2019 - 00:00,17.7,123.57,67.65,17.97,1.23,33.73,226.55,60.15,2.93,12-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
12-Jul-2019 - 00:00,18.14,66.76,45.3,14.91,1.79,23.02,252.47,57.92,2.94,13-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
13-Jul-2019 - 00:00,10.38,23.64,19.2,9.05,2.06,12.43,224.02,53.91,2.56,14-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
14-Jul-2019 - 00:00,10.84,23.09,19.71,10.29,2.08,11.82,215.22,51.55,2.75,15-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
15-Jul-2019 - 00:00,15.71,25.61,25.42,8.42,2.38,13.26,78.78,31.97,3.25,16-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
16-Jul-2019 - 00:00,12.2,27.65,22.66,9.55,2.23,12.48,79.76,32.4,3.08,17-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
17-Jul-2019 - 00:00,10.98,20.88,18.43,15.24,1.5,8.21,78.9,40.59,3.04,18-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
18-Jul-2019 - 00:00,14.86,28.91,25.58,18.25,0.86,9.39,71.99,35.15,2.99,19-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
19-Jul-2019 - 00:00,21.79,33.9,34.64,33.65,1.17,11.93,135.49,60.74,3.45,20-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
20-Jul-2019 - 00:00,12.63,29.2,24.42,20.17,0.9,8.63,110.04,51.89,2.91,21-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
21-Jul-2019 - 00:00,13.39,27.76,24.52,21.08,0.74,8.94,113.6,55.26,2.8,22-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
22-Jul-2019 - 00:00,24.97,34.21,37.91,24.0,1.36,12.2,121.98,58.35,3.2,23-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
23-Jul-2019 - 00:00,21.56,35.42,35.68,13.72,1.0,21.08,172.89,82.73,3.21,24-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
24-Jul-2019 - 00:00,18.28,30.78,29.59,15.66,0.87,18.46,129.53,73.58,3.08,25-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
25-Jul-2019 - 00:00,11.93,21.85,18.75,16.27,0.34,15.08,43.35,27.42,2.59,26-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
26-Jul-2019 - 00:00,11.9,24.06,20.05,15.19,0.49,13.63,51.4,36.93,2.89,27-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
27-Jul-2019 - 00:00,12.09,17.96,18.31,25.33,0.48,9.61,43.29,28.4,2.57,28-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
28-Jul-2019 - 00:00,11.71,14.81,16.22,42.76,0.38,12.41,49.43,20.59,2.44,29-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
29-Jul-2019 - 00:00,11.94,19.2,18.19,18.69,0.44,15.94,53.32,24.01,2.65,30-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
30-Jul-2019 - 00:00,10.77,17.66,16.42,15.47,0.45,10.23,65.71,31.97,2.73,31-Jul-2019 - 00:00,"ITO, Delhi - CPCB"
31-Jul-2019 - 00:00,8.74,15.02,12.93,10.52,0.54,4.94,62.42,30.69,2.99,01-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
01-Aug-2019 - 00:00,8.0,16.58,12.67,30.52,0.51,5.12,70.64,41.03,2.85,02-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
02-Aug-2019 - 00:00,7.69,15.9,12.02,24.67,0.46,4.96,67.91,44.89,2.86,03-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
03-Aug-2019 - 00:00,7.45,14.95,11.25,28.78,0.42,4.48,63.99,44.08,2.58,04-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
04-Aug-2019 - 00:00,7.82,14.5,11.63,30.92,0.4,4.57,81.59,57.39,3.21,05-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
05-Aug-2019 - 00:00,7.48,17.08,11.88,33.18,0.48,5.07,76.3,61.05,3.05,06-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
06-Aug-2019 - 00:00,7.52,16.59,12.02,28.5,0.46,4.89,68.81,42.37,2.84,07-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
07-Aug-2019 - 00:00,7.12,14.48,11.09,24.51,0.48,4.38,78.15,42.68,3.15,08-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
08-Aug-2019 - 00:00,7.78,14.73,11.48,30.35,0.34,4.68,64.0,30.09,3.02,09-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
09-Aug-2019 - 00:00,7.48,16.12,11.75,25.35,0.19,4.91,48.3,18.64,2.41,10-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
10-Aug-2019 - 00:00,6.76,13.19,10.59,28.83,0.23,4.07,40.85,21.53,2.78,11-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
11-Aug-2019 - 00:00,7.13,13.57,10.77,30.79,0.13,4.31,51.28,28.42,2.7,12-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
12-Aug-2019 - 00:00,7.3,14.3,11.1,34.67,0.15,4.51,38.51,23.5,2.54,13-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
13-Aug-2019 - 00:00,8.38,15.53,12.53,34.64,0.69,4.92,45.84,25.05,2.66,14-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
14-Aug-2019 - 00:00,8.69,20.56,14.03,28.97,1.0,6.01,66.05,41.99,3.08,15-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
15-Aug-2019 - 00:00,7.64,15.31,11.43,12.69,0.68,4.96,51.57,30.93,2.78,16-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
16-Aug-2019 - 00:00,8.69,14.97,12.54,10.31,0.75,5.0,37.82,19.88,2.69,17-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
17-Aug-2019 - 00:00,9.06,18.67,13.68,6.12,0.62,5.94,21.96,12.06,2.44,18-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
18-Aug-2019 - 00:00,8.68,12.11,10.73,5.95,0.8,4.77,49.62,22.14,1.98,19-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
19-Aug-2019 - 00:00,9.95,18.33,14.09,22.03,1.08,6.13,81.9,49.84,2.18,20-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
20-Aug-2019 - 00:00,9.68,16.99,13.29,39.41,0.95,5.99,86.3,52.54,2.11,21-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
21-Aug-2019 - 00:00,8.64,15.0,11.89,45.83,0.83,5.39,96.86,51.93,1.88,22-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
22-Aug-2019 - 00:00,9.62,16.01,13.31,34.36,1.01,5.8,98.28,50.31,2.26,23-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
23-Aug-2019 - 00:00,8.59,12.06,10.91,36.35,0.85,4.75,118.18,55.89,2.03,24-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
24-Aug-2019 - 00:00,7.11,10.24,8.63,56.25,0.93,4.23,97.32,56.76,,25-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
25-Aug-2019 - 00:00,7.47,13.38,10.53,,,4.66,58.69,35.46,,26-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
26-Aug-2019 - 00:00,9.07,16.68,12.59,17.68,1.46,5.81,57.82,28.79,2.39,27-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
27-Aug-2019 - 00:00,8.43,12.75,11.12,31.94,1.08,4.73,84.05,46.64,2.52,28-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
28-Aug-2019 - 00:00,9.2,12.51,11.33,23.4,0.91,4.89,77.5,46.89,2.4,29-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
29-Aug-2019 - 00:00,8.82,13.58,11.31,13.57,0.81,4.83,69.48,40.19,2.15,30-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
30-Aug-2019 - 00:00,8.22,15.12,11.24,49.48,0.75,5.15,76.04,42.09,2.29,31-Aug-2019 - 00:00,"ITO, Delhi - CPCB"
31-Aug-2019 - 00:00,7.65,17.53,11.84,17.5,0.96,6.05,80.0,41.5,2.02,01-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
01-Sep-2019 - 00:00,,,,,,,,,,02-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
02-Sep-2019 - 00:00,7.8,13.38,10.49,68.16,0.82,4.99,100.75,63.68,2.13,03-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
03-Sep-2019 - 00:00,7.6,12.01,9.87,44.16,0.82,4.49,101.4,64.39,2.1,04-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
04-Sep-2019 - 00:00,7.37,13.35,10.26,42.55,0.94,4.85,96.8,64.46,2.18,05-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
05-Sep-2019 - 00:00,7.72,11.72,9.97,31.89,0.78,4.45,55.46,36.65,2.16,06-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
06-Sep-2019 - 00:00,7.65,13.72,10.97,37.94,0.72,4.98,56.79,39.26,1.73,07-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
07-Sep-2019 - 00:00,7.71,13.13,10.6,33.88,0.76,4.79,62.26,36.97,2.29,08-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
08-Sep-2019 - 00:00,7.09,13.81,10.16,37.36,0.55,4.71,66.32,39.76,1.89,09-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
09-Sep-2019 - 00:00,7.3,14.62,10.29,41.52,0.71,5.02,97.33,59.99,2.08,10-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
10-Sep-2019 - 00:00,7.5,13.38,10.35,43.21,0.88,4.71,113.15,70.89,2.57,11-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
11-Sep-2019 - 00:00,7.79,12.43,10.46,48.57,1.01,4.58,134.52,80.34,2.48,12-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
12-Sep-2019 - 00:00,7.83,14.65,11.31,20.91,0.89,5.13,88.29,62.98,2.22,13-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
13-Sep-2019 - 00:00,8.25,18.77,13.87,11.45,0.72,4.78,47.92,35.07,2.01,14-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
14-Sep-2019 - 00:00,8.19,31.83,20.21,16.86,0.57,4.65,39.2,31.15,1.86,15-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
15-Sep-2019 - 00:00,9.56,32.05,21.61,12.08,0.68,4.89,52.98,42.4,2.06,16-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
16-Sep-2019 - 00:00,7.97,34.97,20.99,28.52,0.84,5.14,70.56,57.95,2.31,17-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
17-Sep-2019 - 00:00,7.92,33.22,20.59,32.09,0.8,4.73,97.49,63.24,3.24,18-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
18-Sep-2019 - 00:00,8.31,36.32,21.2,18.12,0.73,5.37,74.14,40.52,3.27,19-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
19-Sep-2019 - 00:00,8.69,34.65,21.76,14.34,0.7,5.11,45.55,24.05,3.6,20-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
20-Sep-2019 - 00:00,8.13,34.14,21.27,12.57,0.83,5.02,73.48,40.19,4.28,21-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
21-Sep-2019 - 00:00,10.5,26.79,20.69,16.13,0.75,4.63,76.6,42.44,2.58,22-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
22-Sep-2019 - 00:00,15.04,18.79,21.72,7.7,0.66,4.25,61.96,30.46,2.59,23-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
23-Sep-2019 - 00:00,16.31,19.0,22.55,20.85,0.71,4.63,61.5,32.64,2.02,24-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
24-Sep-2019 - 00:00,13.81,23.79,21.93,31.38,0.81,5.12,88.47,45.96,2.52,25-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
25-Sep-2019 - 00:00,12.6,26.05,21.9,23.43,0.71,5.44,75.95,38.25,2.18,26-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
26-Sep-2019 - 00:00,14.7,19.63,21.41,15.84,0.66,6.49,47.85,23.27,3.06,27-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
27-Sep-2019 - 00:00,13.84,23.76,22.19,15.78,0.6,10.06,34.09,16.4,3.57,28-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
28-Sep-2019 - 00:00,11.52,25.98,21.09,13.35,0.55,10.16,46.52,23.9,8.48,29-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
29-Sep-2019 - 00:00,11.09,25.74,20.39,17.72,0.52,10.14,38.0,19.61,6.57,30-Sep-2019 - 00:00,"ITO, Delhi - CPCB"
30-Sep-2019 - 00:00,13.87,23.51,22.43,20.15,0.79,10.02,65.09,35.46,5.36,01-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
01-Oct-2019 - 00:00,14.87,20.38,22.18,17.68,0.78,9.63,64.23,34.81,4.18,02-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
02-Oct-2019 - 00:00,14.18,22.15,22.24,31.48,0.73,9.7,76.43,43.94,4.62,03-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
03-Oct-2019 - 00:00,15.99,22.2,24.14,36.93,1.21,10.3,102.58,61.04,4.74,04-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
04-Oct-2019 - 00:00,13.73,21.63,21.73,36.6,0.6,9.78,79.56,48.17,3.89,05-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
05-Oct-2019 - 00:00,12.01,25.33,21.3,36.81,0.74,10.0,82.5,41.66,6.47,06-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
06-Oct-2019 - 00:00,10.43,26.24,20.06,48.62,0.53,9.76,106.36,57.97,8.23,07-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
07-Oct-2019 - 00:00,13.74,20.09,21.15,39.15,0.52,8.89,105.01,54.24,4.84,08-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
08-Oct-2019 - 00:00,11.64,25.63,21.09,47.43,0.61,9.65,87.15,46.55,7.48,09-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
09-Oct-2019 - 00:00,14.76,21.83,22.9,35.96,1.41,9.54,136.42,74.77,9.51,10-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
10-Oct-2019 - 00:00,14.89,22.89,23.16,46.01,1.2,9.75,154.19,97.09,10.79,11-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
11-Oct-2019 - 00:00,14.99,22.6,23.66,47.36,1.36,10.04,128.46,82.3,9.37,12-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
12-Oct-2019 - 00:00,13.92,23.66,23.1,44.69,1.39,9.86,159.8,106.2,9.29,13-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
13-Oct-2019 - 00:00,13.17,26.87,23.28,42.03,1.56,10.22,182.61,131.35,10.75,14-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
14-Oct-2019 - 00:00,12.08,27.16,22.65,41.8,1.57,10.24,165.57,114.84,9.59,15-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
15-Oct-2019 - 00:00,14.68,26.63,25.14,37.69,2.43,10.68,201.21,132.3,11.91,16-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
16-Oct-2019 - 00:00,15.82,24.48,24.59,31.14,1.97,10.08,183.43,138.71,9.08,17-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
17-Oct-2019 - 00:00,14.14,25.17,23.7,23.66,1.1,9.92,142.73,109.93,11.0,18-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
18-Oct-2019 - 00:00,14.03,24.45,23.18,42.98,0.44,9.89,121.15,81.56,8.36,19-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
19-Oct-2019 - 00:00,11.91,25.03,21.67,31.99,0.49,9.62,123.67,83.22,7.97,20-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
20-Oct-2019 - 00:00,12.62,25.27,22.59,53.19,0.45,9.6,137.37,93.33,9.33,21-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
21-Oct-2019 - 00:00,13.52,22.26,21.42,40.07,0.4,9.22,151.49,109.07,9.69,22-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
22-Oct-2019 - 00:00,21.26,12.21,23.4,48.34,0.45,8.12,114.68,73.47,7.15,23-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
23-Oct-2019 - 00:00,23.65,11.72,25.16,40.17,0.94,8.71,179.13,115.96,9.86,24-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
24-Oct-2019 - 00:00,23.85,12.13,25.55,23.45,1.45,9.13,257.42,174.3,14.2,25-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
25-Oct-2019 - 00:00,23.95,10.47,24.9,39.01,0.94,8.64,200.64,127.73,12.03,26-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
26-Oct-2019 - 00:00,22.47,14.54,25.31,40.31,0.95,9.22,205.05,147.39,9.65,27-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
27-Oct-2019 - 00:00,22.77,13.26,24.77,56.14,0.66,9.01,254.63,206.32,8.13,28-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
28-Oct-2019 - 00:00,23.58,9.45,23.79,45.23,0.79,8.28,320.28,294.93,13.82,29-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
29-Oct-2019 - 00:00,24.8,10.19,24.95,16.47,1.06,8.83,344.29,277.88,6.88,30-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
30-Oct-2019 - 00:00,32.93,17.4,35.39,23.04,1.07,16.76,332.81,276.12,7.16,31-Oct-2019 - 00:00,"ITO, Delhi - CPCB"
31-Oct-2019 - 00:00,41.48,27.84,51.35,20.94,1.32,27.55,401.73,321.46,9.26,01-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
01-Nov-2019 - 00:00,,,,30.48,1.1,,477.94,379.64,7.42,02-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
02-Nov-2019 - 00:00,,,,37.9,0.83,,505.61,415.62,5.14,03-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
03-Nov-2019 - 00:00,,,,24.15,0.89,,555.79,514.36,3.18,04-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
04-Nov-2019 - 00:00,,,,47.0,0.57,,333.68,294.14,5.81,05-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
05-Nov-2019 - 00:00,48.29,50.34,66.04,62.82,0.49,32.38,243.44,213.25,8.54,06-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
06-Nov-2019 - 00:00,50.62,25.91,54.94,32.45,0.58,30.48,137.83,100.72,7.29,07-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
07-Nov-2019 - 00:00,43.78,19.31,45.86,8.55,0.67,26.65,256.85,204.47,7.69,08-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
08-Nov-2019 - 00:00,46.88,17.81,47.59,32.81,0.65,27.11,211.75,156.25,10.94,09-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
09-Nov-2019 - 00:00,37.0,17.3,39.28,50.5,0.31,20.8,189.83,140.15,9.96,10-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
10-Nov-2019 - 00:00,36.92,18.52,39.86,41.45,0.48,21.01,262.09,206.36,14.57,11-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
11-Nov-2019 - 00:00,47.81,21.73,50.42,42.03,0.67,25.17,341.45,269.74,14.39,12-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
12-Nov-2019 - 00:00,67.36,24.76,67.93,27.13,1.02,32.23,462.77,388.7,11.3,13-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
13-Nov-2019 - 00:00,63.92,30.26,68.06,21.09,1.43,32.37,467.22,395.21,11.65,14-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
14-Nov-2019 - 00:00,73.75,35.21,78.69,11.69,2.19,36.9,459.74,394.99,12.28,15-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
15-Nov-2019 - 00:00,44.0,22.44,47.71,34.5,1.3,24.41,425.92,361.86,10.31,16-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
16-Nov-2019 - 00:00,31.51,32.44,42.87,31.26,0.58,13.81,224.74,161.77,9.8,17-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
17-Nov-2019 - 00:00,45.91,52.69,65.33,27.94,0.52,12.6,130.64,97.28,5.33,18-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
18-Nov-2019 - 00:00,46.27,51.08,64.78,34.47,0.88,11.02,139.75,104.6,4.58,19-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
19-Nov-2019 - 00:00,56.22,62.1,78.74,42.69,1.19,13.36,173.44,125.28,6.11,20-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
20-Nov-2019 - 00:00,102.51,89.0,130.68,36.48,2.7,19.93,231.29,172.46,8.14,21-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
21-Nov-2019 - 00:00,121.73,105.75,155.22,19.79,3.24,25.27,302.75,238.67,13.01,22-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
22-Nov-2019 - 00:00,74.31,79.07,102.47,45.22,1.96,16.48,244.52,190.07,11.03,23-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
23-Nov-2019 - 00:00,44.92,58.46,67.51,20.46,0.85,12.72,152.93,123.33,6.8,24-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
24-Nov-2019 - 00:00,40.53,53.29,61.29,26.87,0.66,11.22,130.48,103.6,6.8,25-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
25-Nov-2019 - 00:00,69.59,73.62,95.74,26.21,1.55,15.35,158.55,125.11,8.59,26-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
26-Nov-2019 - 00:00,64.52,70.46,89.93,17.39,1.22,16.09,150.33,106.76,10.17,27-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
27-Nov-2019 - 00:00,52.27,56.97,72.8,17.86,0.83,13.02,109.99,72.99,1.9,28-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
28-Nov-2019 - 00:00,42.24,46.84,59.22,20.62,0.48,10.89,48.14,32.48,1.52,29-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
29-Nov-2019 - 00:00,48.11,53.13,67.37,19.68,0.68,12.55,82.79,57.18,1.83,30-Nov-2019 - 00:00,"ITO, Delhi - CPCB"
30-Nov-2019 - 00:00,47.03,53.77,66.84,21.56,0.93,11.59,140.35,106.96,1.5,01-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
01-Dec-2019 - 00:00,52.16,58.66,73.7,31.21,0.97,12.78,156.18,121.54,1.75,02-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
02-Dec-2019 - 00:00,58.12,63.04,80.79,29.46,1.23,14.07,180.52,136.84,1.88,03-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
03-Dec-2019 - 00:00,62.59,66.39,86.2,25.99,1.46,14.79,189.55,142.5,4.13,04-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
04-Dec-2019 - 00:00,79.4,78.93,106.54,24.1,2.04,18.17,231.1,169.28,6.56,05-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
05-Dec-2019 - 00:00,120.85,106.13,154.71,22.42,3.67,24.72,344.15,275.94,7.29,06-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
06-Dec-2019 - 00:00,72.19,72.02,97.0,19.86,1.98,17.19,285.31,231.88,7.46,07-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
07-Dec-2019 - 00:00,119.12,90.91,145.2,17.67,3.33,22.97,265.02,210.55,8.03,08-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
08-Dec-2019 - 00:00,107.12,88.54,134.19,18.57,3.28,23.59,251.51,203.03,6.75,09-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
09-Dec-2019 - 00:00,99.97,87.42,127.78,21.34,2.71,20.85,225.57,167.85,6.25,10-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
10-Dec-2019 - 00:00,118.51,96.45,147.65,25.91,3.64,24.36,279.11,207.34,6.52,11-Dec-2019 - 00:00,"ITO, Delhi - CPCB"
