from date,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM10,PM2.5,NH3,SO2,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
17-Apr-2019 - 00:00,,103.28,57.37,65.45,7.93,24.05,19.11,40.17,21.32,0.42,3.94,0.0,67.6,32.58,20.97,9.07,2.4,,,1.28,18-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
18-Apr-2019 - 00:00,,111.41,54.07,97.4,11.44,24.12,21.55,47.02,22.34,0.42,1.38,0.0,96.86,43.71,21.88,14.64,2.83,,,1.76,19-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
19-Apr-2019 - 00:00,,174.11,45.88,97.38,10.59,30.5,24.21,42.59,23.84,0.74,1.51,0.0,185.4,79.91,23.57,20.39,3.57,,,2.42,20-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
20-Apr-2019 - 00:00,,146.6,41.17,96.68,11.38,34.99,27.19,52.1,25.47,1.21,1.31,0.0,250.06,127.37,24.73,33.75,5.78,,,2.95,21-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
21-Apr-2019 - 00:00,,148.36,38.47,95.67,11.75,32.91,26.53,49.86,26.87,1.27,1.84,0.0,268.66,123.88,24.54,27.62,6.89,,,4.39,22-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
22-Apr-2019 - 00:00,,127.46,39.51,90.98,17.34,37.19,33.44,49.08,27.95,1.35,1.22,0.0,279.84,108.1,27.97,30.15,5.5,,,2.62,23-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
23-Apr-2019 - 00:00,,125.16,36.27,91.86,12.86,35.65,29.24,47.26,29.52,1.33,1.28,0.0,320.21,123.42,25.92,27.55,6.53,,,3.24,24-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
24-Apr-2019 - 00:00,,126.63,37.28,88.21,11.43,32.53,26.24,56.94,31.65,1.02,2.14,0.0,299.42,87.67,24.84,18.29,5.3,,,1.65,25-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
25-Apr-2019 - 00:00,,139.36,41.72,85.13,22.06,19.88,22.26,73.38,31.58,0.94,3.52,0.0,281.67,81.74,19.43,14.92,4.29,,,1.86,26-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
26-Apr-2019 - 00:00,,232.21,34.72,109.32,32.24,44.09,47.67,50.99,31.66,0.82,1.26,0.0,260.19,83.01,34.35,26.46,4.19,,,2.54,27-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
27-Apr-2019 - 00:00,,266.12,26.04,101.84,22.08,39.61,38.53,64.96,33.31,0.38,2.58,0.0,347.98,70.66,37.03,23.68,2.54,,,2.5,28-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
28-Apr-2019 - 00:00,,271.93,23.28,100.81,29.99,28.77,38.6,62.29,34.86,0.39,1.9,0.0,304.41,82.04,40.05,23.08,1.96,,,1.8,29-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
29-Apr-2019 - 00:00,,288.75,22.53,126.19,28.86,24.6,34.26,68.38,35.95,0.46,1.6,0.0,275.43,82.26,39.7,29.55,2.71,,,2.14,30-Apr-2019 - 00:00,"DTU, Delhi - CPCB"
30-Apr-2019 - 00:00,,180.76,20.49,107.95,18.71,38.32,33.05,106.31,37.17,0.75,0.88,0.0,329.27,71.42,20.96,21.83,0.03,,,0.03,01-May-2019 - 00:00,"DTU, Delhi - CPCB"
01-May-2019 - 00:00,,126.87,30.67,92.38,14.01,29.32,26.39,64.57,32.76,1.48,0.71,0.0,339.7,121.84,21.33,28.23,0.08,,,0.04,02-May-2019 - 00:00,"DTU, Delhi - CPCB"
02-May-2019 - 00:00,,89.69,36.44,89.29,8.21,19.02,16.68,80.46,31.13,0.91,1.55,0.0,313.46,76.56,22.85,19.52,1.63,,,1.29,03-May-2019 - 00:00,"DTU, Delhi - CPCB"
03-May-2019 - 00:00,,110.69,38.4,94.8,7.7,19.55,16.55,79.88,30.3,0.51,1.12,0.0,138.3,48.12,18.98,15.14,3.1,,,1.35,04-May-2019 - 00:00,"DTU, Delhi - CPCB"
04-May-2019 - 00:00,,224.41,27.2,107.62,7.46,18.95,16.05,71.23,31.66,0.82,0.62,0.0,232.04,87.41,20.32,24.6,4.83,,,2.91,05-May-2019 - 00:00,"DTU, Delhi - CPCB"
05-May-2019 - 00:00,,242.67,23.78,105.73,8.19,20.93,17.69,74.84,31.52,1.23,0.69,0.0,303.45,136.36,19.38,35.34,5.0,,,2.71,06-May-2019 - 00:00,"DTU, Delhi - CPCB"
06-May-2019 - 00:00,,254.01,23.32,100.6,9.7,22.51,19.73,68.07,32.25,2.02,0.71,0.0,359.73,163.97,21.77,40.82,9.82,,,5.91,07-May-2019 - 00:00,"DTU, Delhi - CPCB"
07-May-2019 - 00:00,,259.9,24.63,106.3,10.88,23.35,21.13,45.83,32.53,1.89,0.84,0.0,430.8,160.45,19.97,35.92,8.43,,,5.68,08-May-2019 - 00:00,"DTU, Delhi - CPCB"
08-May-2019 - 00:00,,258.93,24.55,104.09,11.06,21.86,20.47,51.47,33.31,2.2,0.88,0.0,480.36,196.83,22.7,46.63,9.85,,,7.47,09-May-2019 - 00:00,"DTU, Delhi - CPCB"
09-May-2019 - 00:00,,286.69,24.4,95.6,7.94,19.69,16.83,59.83,33.78,1.53,0.78,0.0,461.33,174.84,19.45,39.46,6.83,,,3.36,10-May-2019 - 00:00,"DTU, Delhi - CPCB"
10-May-2019 - 00:00,,267.81,24.19,98.62,7.24,15.61,14.1,65.42,34.15,0.89,0.76,0.0,374.79,109.52,20.54,22.33,5.28,,,2.91,11-May-2019 - 00:00,"DTU, Delhi - CPCB"
11-May-2019 - 00:00,,275.98,33.07,106.41,7.52,17.33,15.24,70.06,32.11,0.95,0.64,0.0,299.15,117.94,18.94,25.42,3.89,,,1.87,12-May-2019 - 00:00,"DTU, Delhi - CPCB"
12-May-2019 - 00:00,,279.26,33.8,95.25,11.66,20.25,20.1,67.69,31.86,1.36,0.81,0.0,567.74,203.25,19.84,25.39,4.18,,,2.04,13-May-2019 - 00:00,"DTU, Delhi - CPCB"
13-May-2019 - 00:00,,166.83,39.01,88.95,9.34,18.73,17.43,64.72,31.41,1.77,0.76,0.0,351.66,161.67,23.95,36.97,6.58,,,3.29,14-May-2019 - 00:00,"DTU, Delhi - CPCB"
14-May-2019 - 00:00,,174.09,46.33,112.33,7.66,16.19,14.75,54.65,30.05,0.49,0.59,0.0,127.41,61.77,19.73,10.24,1.93,,,1.69,15-May-2019 - 00:00,"DTU, Delhi - CPCB"
15-May-2019 - 00:00,,149.59,55.92,86.78,9.82,18.64,17.78,84.45,28.44,1.11,0.83,0.0,177.96,90.15,22.96,20.65,6.15,,,4.8,16-May-2019 - 00:00,"DTU, Delhi - CPCB"
16-May-2019 - 00:00,,260.55,45.37,85.63,10.75,21.08,18.19,29.78,30.9,1.41,0.67,0.0,580.1,63.1,25.19,8.52,1.53,,,1.56,17-May-2019 - 00:00,"DTU, Delhi - CPCB"
17-May-2019 - 00:00,,202.96,58.38,95.84,11.88,18.14,19.16,27.71,28.17,1.55,0.73,0.0,376.11,99.92,24.82,8.16,6.8,,,5.96,18-May-2019 - 00:00,"DTU, Delhi - CPCB"
18-May-2019 - 00:00,,266.45,60.02,130.62,7.94,14.14,13.87,36.37,28.14,0.64,0.64,0.0,364.61,51.2,21.31,7.0,1.74,,,1.1,19-May-2019 - 00:00,"DTU, Delhi - CPCB"
19-May-2019 - 00:00,,267.27,44.25,125.8,7.86,15.81,14.7,56.17,30.78,0.56,0.65,0.0,172.28,97.2,20.76,12.14,3.27,,,1.49,20-May-2019 - 00:00,"DTU, Delhi - CPCB"
20-May-2019 - 00:00,,261.69,38.24,127.83,10.54,33.0,25.92,44.55,32.2,0.72,0.61,0.0,239.24,116.57,26.68,17.66,4.16,,,3.02,21-May-2019 - 00:00,"DTU, Delhi - CPCB"
21-May-2019 - 00:00,,301.26,34.56,115.5,12.51,42.44,32.58,45.52,33.49,0.53,0.6,0.0,223.24,97.73,34.2,27.51,4.54,,,1.93,22-May-2019 - 00:00,"DTU, Delhi - CPCB"
22-May-2019 - 00:00,,237.62,39.98,82.58,17.53,50.92,41.11,24.79,32.3,0.6,0.59,0.0,252.76,84.8,40.57,20.1,4.58,,,2.14,23-May-2019 - 00:00,"DTU, Delhi - CPCB"
23-May-2019 - 00:00,,231.24,46.5,88.31,18.48,48.61,40.65,37.59,31.54,0.73,0.62,0.0,260.71,116.98,40.26,28.63,6.25,,,4.34,24-May-2019 - 00:00,"DTU, Delhi - CPCB"
24-May-2019 - 00:00,,181.01,57.35,114.11,15.83,38.54,33.17,19.56,29.05,0.61,0.83,0.0,111.96,47.44,35.05,5.38,3.32,,,2.2,25-May-2019 - 00:00,"DTU, Delhi - CPCB"
25-May-2019 - 00:00,,310.4,43.39,132.06,11.02,29.51,24.5,50.69,31.34,0.36,0.63,0.0,145.97,47.32,29.97,8.75,1.65,,,0.86,26-May-2019 - 00:00,"DTU, Delhi - CPCB"
26-May-2019 - 00:00,,256.81,36.82,133.4,10.36,34.44,26.6,55.75,31.85,0.5,0.6,0.0,139.79,64.01,31.06,18.09,2.08,,,0.98,27-May-2019 - 00:00,"DTU, Delhi - CPCB"
27-May-2019 - 00:00,,259.42,31.02,131.6,11.34,42.68,31.77,52.96,33.18,0.6,0.62,0.0,189.18,70.88,34.77,25.59,2.6,,,1.25,28-May-2019 - 00:00,"DTU, Delhi - CPCB"
28-May-2019 - 00:00,,262.05,26.38,138.71,12.92,49.36,36.59,59.63,33.37,0.79,0.66,0.0,212.9,84.36,37.84,35.23,3.71,,,1.91,29-May-2019 - 00:00,"DTU, Delhi - CPCB"
29-May-2019 - 00:00,,237.38,28.49,130.15,15.2,46.08,36.16,57.09,34.2,0.75,0.57,0.0,240.21,90.27,37.01,43.49,4.49,,,3.53,30-May-2019 - 00:00,"DTU, Delhi - CPCB"
30-May-2019 - 00:00,,254.67,27.16,127.96,31.3,48.03,50.58,42.28,35.46,1.05,0.54,0.0,235.93,62.13,56.47,47.09,6.2,,,4.99,31-May-2019 - 00:00,"DTU, Delhi - CPCB"
31-May-2019 - 00:00,,190.27,28.41,121.05,22.17,37.1,26.89,56.71,35.15,0.72,0.65,0.0,529.66,82.52,55.35,32.03,3.68,,,1.9,01-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
01-Jun-2019 - 00:00,,128.09,36.82,116.37,30.97,82.78,11.08,42.02,34.65,1.04,0.92,0.0,913.39,105.42,48.91,18.0,10.24,,,0.35,02-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
02-Jun-2019 - 00:00,,123.27,44.76,118.85,17.34,33.08,31.46,25.48,35.22,0.69,0.9,0.0,244.43,76.54,37.23,4.6,4.0,,,1.47,03-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
03-Jun-2019 - 00:00,,155.69,43.53,119.5,12.64,19.55,20.51,23.43,34.29,0.56,0.92,0.0,325.35,61.92,23.76,4.5,2.95,,,1.32,04-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
04-Jun-2019 - 00:00,,144.56,43.31,123.32,11.47,18.89,19.22,29.96,34.15,0.64,0.96,0.0,185.48,55.97,23.2,4.64,2.7,,,1.12,05-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
05-Jun-2019 - 00:00,,137.45,42.09,114.04,15.11,20.18,22.83,27.86,34.86,1.02,0.76,0.0,220.46,75.65,24.23,11.8,5.8,,,2.39,06-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
06-Jun-2019 - 00:00,,175.64,35.74,115.62,21.34,29.14,32.25,63.64,35.16,0.59,0.88,0.0,216.83,69.71,21.16,14.31,4.03,,,3.45,07-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
07-Jun-2019 - 00:00,,135.67,43.63,130.11,30.4,34.59,42.71,93.76,32.86,0.58,1.12,0.0,157.04,54.1,16.11,2.52,2.65,,,2.19,08-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
08-Jun-2019 - 00:00,,179.11,37.61,135.84,30.76,36.19,43.86,94.88,35.28,0.67,0.64,0.0,154.11,54.29,18.0,2.92,3.52,,,2.92,09-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
09-Jun-2019 - 00:00,,159.26,33.74,126.24,45.42,37.78,56.42,59.71,34.77,1.11,0.82,0.0,283.61,107.46,15.26,6.88,6.84,,,4.22,10-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
10-Jun-2019 - 00:00,,208.44,30.68,136.43,62.03,32.25,66.78,75.21,36.34,1.27,0.6,0.0,252.29,71.36,18.66,5.96,10.06,,,7.43,11-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
11-Jun-2019 - 00:00,,214.73,26.05,98.64,49.87,35.11,58.58,48.28,36.26,0.74,0.71,0.0,516.6,100.3,17.69,8.0,4.52,,,4.21,12-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
12-Jun-2019 - 00:00,,128.25,38.24,117.49,34.58,38.98,48.39,102.19,33.99,0.49,1.48,0.0,270.83,50.21,16.12,1.58,3.96,,,3.59,13-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
13-Jun-2019 - 00:00,,213.1,39.57,121.06,32.28,34.73,44.3,76.49,34.79,0.36,0.67,0.0,187.47,48.77,18.52,2.33,2.27,,,2.49,14-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
14-Jun-2019 - 00:00,,259.69,30.72,139.69,30.65,37.81,44.63,86.57,35.35,0.36,0.7,0.0,212.6,54.71,19.2,4.02,2.66,,,2.61,15-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
15-Jun-2019 - 00:00,,250.21,26.21,125.34,28.99,41.0,45.0,84.29,35.78,0.42,0.75,0.0,304.17,84.0,19.98,7.07,4.2,,,3.04,16-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
16-Jun-2019 - 00:00,,294.14,45.52,91.09,29.15,38.65,43.88,70.49,32.04,0.09,1.14,0.0,188.22,43.11,17.83,1.15,1.25,,,1.52,17-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
17-Jun-2019 - 00:00,,257.81,45.5,75.63,30.29,39.45,45.22,70.43,30.88,0.11,1.34,0.0,166.27,40.22,17.75,1.44,1.57,,,1.53,18-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
18-Jun-2019 - 00:00,,162.62,61.06,98.02,28.53,42.62,45.5,81.38,27.99,0.44,0.63,0.41,68.4,36.07,17.34,1.94,2.53,,,1.56,19-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
19-Jun-2019 - 00:00,,145.92,52.55,134.15,36.26,37.22,48.81,81.13,31.2,0.59,0.65,0.0,225.46,82.76,27.93,6.0,5.44,,,1.99,20-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
20-Jun-2019 - 00:00,,156.56,47.32,138.67,27.21,34.67,40.21,92.28,32.32,0.5,0.72,0.0,131.34,39.44,22.58,5.38,4.76,,,1.9,21-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
21-Jun-2019 - 00:00,,156.79,49.31,96.07,32.15,37.44,45.63,72.08,32.96,0.75,0.56,0.0,200.52,78.15,19.96,3.8,7.18,,,2.14,22-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
22-Jun-2019 - 00:00,,166.31,42.22,139.52,23.45,32.68,36.14,90.0,33.85,0.44,0.63,0.0,174.16,76.4,23.62,5.49,5.12,,,2.04,23-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
23-Jun-2019 - 00:00,,137.35,48.32,132.28,23.22,31.64,35.41,78.26,33.81,0.41,0.96,0.0,133.05,43.2,23.05,3.77,5.25,,,1.91,24-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
24-Jun-2019 - 00:00,,119.34,59.06,93.17,26.06,29.27,36.42,50.26,30.94,0.36,1.14,0.0,85.01,27.4,24.9,3.6,4.74,,,1.71,25-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
25-Jun-2019 - 00:00,,85.81,54.82,104.89,28.07,30.11,38.47,55.6,32.76,0.5,0.74,0.0,128.49,59.12,25.07,15.46,6.36,,,1.86,26-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
26-Jun-2019 - 00:00,,176.35,47.97,122.11,27.29,28.77,37.13,46.89,34.64,0.53,0.49,0.0,154.82,65.87,24.9,19.32,6.37,,,1.89,27-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
27-Jun-2019 - 00:00,,248.09,45.99,116.2,26.87,30.4,37.67,46.75,33.45,0.59,0.62,0.0,255.98,71.66,24.12,17.56,5.11,,,2.02,28-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
28-Jun-2019 - 00:00,,299.3,41.18,116.3,28.36,28.59,37.88,36.95,34.19,0.55,0.73,0.0,273.11,75.21,23.55,19.02,5.81,,,2.14,29-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
29-Jun-2019 - 00:00,,265.77,37.24,126.1,33.99,33.06,44.78,36.96,35.58,0.47,0.73,0.0,313.41,69.73,30.16,25.2,5.4,,,1.81,30-Jun-2019 - 00:00,"DTU, Delhi - CPCB"
30-Jun-2019 - 00:00,,185.02,40.99,126.53,37.78,37.85,50.35,43.81,35.01,0.42,0.88,0.01,258.84,59.52,34.13,21.43,5.46,,,2.19,01-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
01-Jul-2019 - 00:00,,166.36,41.41,128.91,24.91,39.32,40.84,61.88,34.7,0.34,0.74,0.0,179.62,56.34,32.63,19.03,5.02,,,1.79,02-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
02-Jul-2019 - 00:00,,149.82,46.85,113.34,20.92,39.4,37.69,77.74,34.07,0.42,0.9,0.0,226.3,64.43,31.44,17.72,5.56,,,1.55,03-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
03-Jul-2019 - 00:00,,169.13,49.76,110.77,26.89,42.81,44.3,42.8,34.38,0.47,0.75,0.0,110.57,40.09,30.8,15.29,7.0,,,1.64,04-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
04-Jul-2019 - 00:00,,151.63,67.07,54.62,34.1,41.21,49.2,26.66,30.93,0.5,0.7,0.08,65.11,34.14,35.82,14.9,7.3,,,2.08,05-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
05-Jul-2019 - 00:00,,145.22,67.66,75.14,41.33,40.54,54.63,18.68,30.67,0.69,0.71,0.0,98.64,50.59,38.62,14.67,9.73,,,2.66,06-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
06-Jul-2019 - 00:00,,139.39,59.53,118.72,39.79,46.33,55.67,50.33,32.05,0.58,0.82,0.0,94.7,40.06,36.28,14.58,10.52,,,2.54,07-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
07-Jul-2019 - 00:00,,188.79,62.35,82.68,34.18,46.96,52.32,26.31,31.89,0.57,0.55,0.07,88.82,44.54,38.09,14.2,11.28,,,2.18,08-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
08-Jul-2019 - 00:00,,193.48,65.21,79.66,36.51,43.42,51.77,21.74,31.35,0.94,0.66,0.62,138.71,52.12,38.11,18.01,12.94,,,2.62,09-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
09-Jul-2019 - 00:00,,213.3,66.0,72.25,38.8,41.44,53.09,3.26,30.75,0.72,0.76,0.0,117.91,43.85,39.75,17.94,14.58,,,3.16,10-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
10-Jul-2019 - 00:00,,211.07,59.47,91.16,36.17,46.81,53.83,15.71,32.78,0.71,0.66,0.0,328.58,77.67,35.1,18.83,16.0,,,2.66,11-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
11-Jul-2019 - 00:00,,221.07,53.58,96.15,37.2,45.27,53.83,26.56,33.48,0.58,1.0,0.0,388.91,80.28,42.88,,15.97,,,2.79,12-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
12-Jul-2019 - 00:00,,210.08,56.0,81.68,35.99,44.19,52.3,24.62,33.32,0.64,0.77,0.0,452.92,86.41,42.26,,15.61,,,2.83,13-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
13-Jul-2019 - 00:00,,243.69,50.16,97.19,32.95,46.57,51.13,30.68,33.66,0.52,1.05,0.0,302.39,63.82,42.68,,13.93,,,2.61,14-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
14-Jul-2019 - 00:00,,157.49,53.86,77.11,28.93,42.51,45.76,37.0,32.3,0.56,1.17,0.0,292.16,64.83,36.6,,11.38,,,2.41,15-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
15-Jul-2019 - 00:00,,129.54,69.33,58.1,22.78,31.75,35.11,34.08,28.78,0.69,0.92,0.16,121.38,44.39,27.31,,9.49,,,2.23,16-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
16-Jul-2019 - 00:00,,90.1,71.66,70.04,15.84,28.55,27.86,8.72,27.9,0.7,1.22,0.01,58.47,33.62,22.66,,7.31,,,1.85,17-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
17-Jul-2019 - 00:00,,153.95,76.64,57.54,14.82,25.56,24.67,8.57,27.96,0.84,0.57,0.71,52.94,34.24,24.88,15.45,7.21,,,2.0,18-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
18-Jul-2019 - 00:00,,227.02,72.71,72.09,30.19,51.87,50.35,19.36,28.64,1.0,0.6,0.0,96.13,54.38,26.37,12.43,9.45,,,4.21,19-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
19-Jul-2019 - 00:00,,140.86,64.78,104.73,82.51,92.05,114.97,52.45,31.27,1.23,0.59,0.0,142.77,69.04,46.65,7.67,13.16,,,8.59,20-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
20-Jul-2019 - 00:00,,168.14,70.36,59.37,28.83,40.41,44.56,57.69,30.36,0.75,0.62,0.28,84.93,49.75,33.07,1.66,7.1,,,5.46,21-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
21-Jul-2019 - 00:00,,170.94,73.77,88.47,28.92,32.24,40.29,48.13,29.99,1.01,0.56,0.92,99.72,54.34,25.75,1.04,6.6,,,5.77,22-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
22-Jul-2019 - 00:00,,109.89,73.51,97.43,38.69,32.07,48.0,57.02,30.72,1.26,0.63,0.33,109.31,70.45,26.95,4.14,8.14,,,7.71,23-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
23-Jul-2019 - 00:00,,128.6,67.05,102.97,27.48,28.02,36.88,34.52,32.7,1.34,0.58,0.0,129.69,154.23,23.26,3.33,6.39,,,5.82,24-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
24-Jul-2019 - 00:00,,197.31,63.88,84.44,34.19,26.85,41.63,36.84,32.43,1.42,0.69,0.0,156.4,71.82,24.91,3.7,7.19,,,7.32,25-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
25-Jul-2019 - 00:00,,205.3,70.39,36.44,119.74,158.64,180.5,48.7,29.28,0.55,0.57,0.0,57.43,24.71,82.99,10.76,9.94,,,19.55,26-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
26-Jul-2019 - 00:00,,123.19,76.46,38.72,143.33,196.36,199.19,50.07,28.61,0.87,0.65,0.03,92.96,44.64,101.12,13.2,8.93,,,22.98,27-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
27-Jul-2019 - 00:00,,112.46,78.3,62.75,15.53,22.01,24.13,48.79,28.72,0.86,0.69,0.06,53.43,34.91,28.93,3.5,3.44,,,8.44,28-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
28-Jul-2019 - 00:00,,125.49,71.39,73.19,16.03,19.29,23.09,52.97,29.99,0.8,0.63,0.02,60.54,34.95,27.64,3.34,2.92,,,8.47,29-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
29-Jul-2019 - 00:00,,112.1,65.75,91.61,14.16,18.6,21.22,48.13,31.14,0.76,0.7,0.0,80.91,39.17,26.08,3.12,2.77,,,9.0,30-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
30-Jul-2019 - 00:00,,102.53,67.36,77.07,13.63,18.15,20.56,48.99,30.71,0.72,0.95,0.0,96.66,48.22,25.32,3.01,3.07,,,9.63,31-Jul-2019 - 00:00,"DTU, Delhi - CPCB"
31-Jul-2019 - 00:00,,103.16,68.0,67.12,12.99,19.02,20.51,50.97,30.78,0.68,0.81,0.01,92.39,42.44,23.81,2.39,2.47,,,9.91,01-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
01-Aug-2019 - 00:00,,143.17,62.29,90.4,13.99,19.6,21.62,50.39,31.96,0.75,0.7,0.0,100.94,46.34,23.65,2.09,2.85,,,11.08,02-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
02-Aug-2019 - 00:00,,150.47,66.73,67.78,25.78,29.53,36.33,61.97,30.38,0.72,0.62,0.12,72.28,33.37,31.03,2.98,3.14,,,14.47,03-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
03-Aug-2019 - 00:00,,122.59,,66.46,65.07,48.4,77.8,79.56,29.36,0.76,0.7,0.22,82.6,44.64,60.08,5.42,3.47,,,21.33,04-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
04-Aug-2019 - 00:00,,127.56,,81.87,58.78,54.23,75.88,77.84,30.5,0.82,0.65,0.0,86.93,48.87,60.33,5.37,3.39,,,20.47,05-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
05-Aug-2019 - 00:00,,178.44,,74.68,68.75,53.96,83.7,81.68,30.89,1.3,0.57,0.93,126.68,67.32,54.79,5.56,5.05,,,20.27,06-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
06-Aug-2019 - 00:00,,149.29,81.39,34.45,62.62,54.51,79.1,85.63,28.29,0.92,0.63,1.91,52.65,34.66,58.57,4.84,4.17,,,16.91,07-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
07-Aug-2019 - 00:00,,121.89,72.73,93.93,40.66,44.99,56.46,78.21,30.13,0.76,0.88,0.0,63.54,37.51,37.25,3.82,3.85,,,14.68,08-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
08-Aug-2019 - 00:00,,104.91,64.18,95.99,23.04,36.62,37.91,79.67,32.21,0.77,0.68,0.0,109.52,46.24,28.68,2.89,3.59,,,13.25,09-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
09-Aug-2019 - 00:00,,102.13,61.22,105.38,15.44,34.15,30.51,75.03,31.2,0.47,1.69,0.0,71.36,20.02,26.27,2.62,2.49,,,11.99,10-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
10-Aug-2019 - 00:00,,144.61,66.69,79.9,18.53,36.7,34.34,72.64,30.65,0.55,0.89,0.0,49.03,23.72,27.6,2.71,2.3,,,13.36,11-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
11-Aug-2019 - 00:00,,178.33,64.14,85.37,21.52,37.75,37.29,62.3,32.04,0.61,0.57,0.0,75.49,39.47,28.89,1.09,2.62,,,15.06,12-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
12-Aug-2019 - 00:00,,263.71,67.77,66.57,19.57,37.19,35.42,49.86,31.22,0.58,0.63,0.0,54.83,25.67,31.11,1.67,2.44,,,13.87,13-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
13-Aug-2019 - 00:00,,259.48,72.91,70.98,22.31,38.89,38.53,47.38,30.48,0.62,0.63,0.1,60.94,29.28,34.71,2.11,2.44,,,12.24,14-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
14-Aug-2019 - 00:00,,154.61,73.86,85.82,19.46,38.76,36.18,57.39,30.34,0.66,0.6,0.05,60.24,37.24,33.25,1.77,2.44,,,13.67,15-Aug-2019 - 00:00,"DTU, Delhi - CPCB"
