from date,PM10,PM2.5,NOx,CO,SO2,to date,station
09-Jul-2019 - 00:00,27.18,8.58,1.32,1.45,27.13,10-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Jul-2019 - 00:00,34.54,13.08,7.14,1.55,27.26,11-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Jul-2019 - 00:00,81.67,4.96,8.1,1.63,26.83,12-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Jul-2019 - 00:00,92.98,2.55,4.47,1.45,26.04,13-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Jul-2019 - 00:00,72.49,1.95,5.56,1.44,25.93,14-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Jul-2019 - 00:00,64.18,1.89,4.53,1.36,26.36,15-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Jul-2019 - 00:00,77.13,1.99,6.72,1.35,26.67,16-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Jul-2019 - 00:00,142.46,2.87,7.69,1.36,26.45,17-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Jul-2019 - 00:00,90.15,11.78,23.31,1.23,25.08,18-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Jul-2019 - 00:00,62.78,16.91,20.27,0.98,24.75,19-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Jul-2019 - 00:00,108.54,15.01,6.35,0.85,26.48,20-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Jul-2019 - 00:00,207.51,18.33,5.99,1.07,26.22,21-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Jul-2019 - 00:00,45.99,17.05,5.32,0.91,25.82,22-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Jul-2019 - 00:00,66.45,16.37,6.68,1.02,26.24,23-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Jul-2019 - 00:00,59.85,15.93,5.94,0.95,26.03,24-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Jul-2019 - 00:00,412.06,13.53,8.19,1.04,26.81,25-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Jul-2019 - 00:00,367.95,30.65,9.72,1.04,26.85,26-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Jul-2019 - 00:00,50.99,10.34,9.43,1.0,29.1,27-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Jul-2019 - 00:00,27.57,9.02,10.18,0.87,28.8,28-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Jul-2019 - 00:00,22.23,8.87,7.56,0.78,28.44,29-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Jul-2019 - 00:00,17.42,4.57,5.7,0.7,28.68,30-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Jul-2019 - 00:00,20.57,7.03,5.24,0.71,28.78,31-Jul-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Jul-2019 - 00:00,30.5,10.14,7.13,0.84,29.27,01-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Aug-2019 - 00:00,51.33,11.99,8.12,1.0,29.34,02-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Aug-2019 - 00:00,41.67,10.61,8.06,0.94,29.42,03-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Aug-2019 - 00:00,39.59,12.15,6.75,0.9,29.7,04-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Aug-2019 - 00:00,48.7,11.21,7.18,1.05,29.6,05-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Aug-2019 - 00:00,57.42,12.01,7.57,1.01,30.65,06-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Aug-2019 - 00:00,33.42,5.39,7.79,0.89,30.93,07-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Aug-2019 - 00:00,46.12,8.41,9.95,0.83,31.89,08-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Aug-2019 - 00:00,16.55,3.71,10.11,0.74,32.77,09-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Aug-2019 - 00:00,28.39,4.39,11.12,0.89,30.26,10-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Aug-2019 - 00:00,57.21,14.21,10.03,1.02,28.91,11-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Aug-2019 - 00:00,52.85,11.27,10.01,1.06,28.68,12-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Aug-2019 - 00:00,55.49,8.25,7.95,0.9,28.9,13-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Aug-2019 - 00:00,32.29,5.56,8.44,0.89,28.97,14-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Aug-2019 - 00:00,12.41,7.03,10.1,1.04,27.85,15-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Aug-2019 - 00:00,16.99,4.56,13.26,1.04,26.79,16-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Aug-2019 - 00:00,27.6,5.64,14.86,1.03,26.13,17-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Aug-2019 - 00:00,37.6,6.04,12.53,1.05,26.64,18-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Aug-2019 - 00:00,46.71,6.98,10.66,0.99,25.42,19-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Aug-2019 - 00:00,26.18,6.99,11.47,1.01,26.67,20-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Aug-2019 - 00:00,14.02,6.81,15.75,1.13,27.13,21-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Aug-2019 - 00:00,23.38,4.9,17.44,1.05,27.95,22-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Aug-2019 - 00:00,36.23,6.68,14.2,1.06,29.05,23-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Aug-2019 - 00:00,56.61,14.92,12.1,1.05,28.9,24-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Aug-2019 - 00:00,33.51,12.45,12.06,1.06,29.89,25-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Aug-2019 - 00:00,30.47,12.15,12.58,1.01,30.38,26-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Aug-2019 - 00:00,30.51,9.34,11.49,0.92,31.05,27-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Aug-2019 - 00:00,19.78,8.21,8.82,0.94,31.47,28-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Aug-2019 - 00:00,46.65,9.19,14.2,1.2,31.02,29-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Aug-2019 - 00:00,64.23,29.46,13.49,1.15,31.98,30-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Aug-2019 - 00:00,80.89,34.15,11.66,1.23,31.91,31-Aug-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Aug-2019 - 00:00,48.45,14.38,10.13,1.15,32.47,01-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Sep-2019 - 00:00,69.1,19.0,10.85,1.06,32.0,02-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Sep-2019 - 00:00,54.2,20.82,10.81,1.17,31.67,03-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Sep-2019 - 00:00,47.32,15.54,14.9,1.33,32.69,04-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Sep-2019 - 00:00,28.29,8.79,10.8,1.11,32.79,05-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Sep-2019 - 00:00,27.21,8.36,18.35,0.95,33.07,06-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Sep-2019 - 00:00,41.77,9.41,9.14,0.96,33.46,07-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Sep-2019 - 00:00,35.27,9.18,10.01,0.95,33.15,08-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Sep-2019 - 00:00,38.78,8.4,11.03,0.93,33.21,09-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Sep-2019 - 00:00,21.96,8.2,12.1,0.98,33.45,10-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Sep-2019 - 00:00,24.1,11.75,12.22,1.09,33.4,11-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Sep-2019 - 00:00,41.55,13.0,12.09,1.15,32.4,12-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Sep-2019 - 00:00,17.83,29.75,12.72,1.04,32.76,13-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Sep-2019 - 00:00,52.24,10.79,14.38,1.34,33.02,14-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Sep-2019 - 00:00,29.32,9.96,12.26,1.23,32.42,15-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Sep-2019 - 00:00,17.86,7.46,10.93,1.15,32.19,16-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Sep-2019 - 00:00,29.3,7.5,9.6,0.86,32.66,17-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Sep-2019 - 00:00,19.63,3.99,15.38,0.64,32.73,18-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Sep-2019 - 00:00,68.53,25.76,14.56,0.61,32.25,19-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Sep-2019 - 00:00,75.03,26.61,14.87,0.58,30.48,20-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Sep-2019 - 00:00,121.65,23.79,17.61,0.66,31.11,21-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Sep-2019 - 00:00,219.8,34.68,13.87,0.68,31.74,22-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Sep-2019 - 00:00,61.75,25.44,13.27,0.55,31.27,23-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Sep-2019 - 00:00,121.06,21.84,9.8,0.67,30.74,24-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Sep-2019 - 00:00,41.73,17.88,14.62,0.62,31.48,25-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Sep-2019 - 00:00,38.66,14.75,12.44,0.6,31.49,26-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Sep-2019 - 00:00,101.23,13.12,19.72,1.01,30.85,27-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Sep-2019 - 00:00,43.26,4.71,18.69,0.88,29.57,28-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Sep-2019 - 00:00,44.83,4.58,23.12,0.86,30.09,29-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Sep-2019 - 00:00,49.95,9.39,22.78,0.74,30.31,30-Sep-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Sep-2019 - 00:00,173.05,10.33,7.25,0.77,30.48,01-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Oct-2019 - 00:00,91.14,4.24,13.5,0.71,30.23,02-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Oct-2019 - 00:00,67.18,3.66,18.04,0.62,29.41,03-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Oct-2019 - 00:00,198.11,5.12,25.22,0.7,31.39,04-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Oct-2019 - 00:00,126.62,9.82,11.67,0.82,30.83,05-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Oct-2019 - 00:00,147.84,8.5,14.72,0.87,31.4,06-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Oct-2019 - 00:00,226.19,28.03,13.63,0.94,30.84,07-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Oct-2019 - 00:00,218.84,18.92,31.02,1.03,31.82,08-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Oct-2019 - 00:00,365.63,21.76,17.83,1.12,31.63,09-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Oct-2019 - 00:00,215.9,15.8,9.66,0.9,32.57,10-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Oct-2019 - 00:00,183.02,10.13,13.96,0.95,31.29,11-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Oct-2019 - 00:00,225.9,46.99,21.17,1.11,34.72,12-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Oct-2019 - 00:00,107.34,15.67,17.86,1.0,32.59,13-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Oct-2019 - 00:00,178.66,17.4,21.15,1.05,31.56,14-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Oct-2019 - 00:00,225.93,25.63,16.3,1.11,32.59,15-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Oct-2019 - 00:00,145.38,18.26,17.04,1.04,31.85,16-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Oct-2019 - 00:00,174.17,23.53,19.86,0.95,32.35,17-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Oct-2019 - 00:00,213.35,24.35,21.0,1.01,32.82,18-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Oct-2019 - 00:00,154.77,25.28,15.51,0.97,33.31,19-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Oct-2019 - 00:00,200.55,29.75,17.89,0.98,33.05,20-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Oct-2019 - 00:00,237.0,,,,,21-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Oct-2019 - 00:00,217.94,34.23,30.06,1.16,34.37,22-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Oct-2019 - 00:00,181.7,14.94,32.36,1.22,34.56,23-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Oct-2019 - 00:00,151.57,15.52,37.31,1.16,34.33,24-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Oct-2019 - 00:00,99.58,10.08,33.03,1.09,35.25,25-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Oct-2019 - 00:00,57.26,6.65,22.21,0.75,36.01,26-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Oct-2019 - 00:00,52.16,7.35,28.05,0.64,34.82,27-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Oct-2019 - 00:00,191.91,12.18,36.12,0.97,35.16,28-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Oct-2019 - 00:00,175.6,14.51,32.12,1.08,34.6,29-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Oct-2019 - 00:00,118.7,15.63,22.09,0.94,34.14,30-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Oct-2019 - 00:00,168.12,22.53,22.9,1.16,34.75,31-Oct-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Oct-2019 - 00:00,313.53,42.97,26.49,1.58,36.4,01-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Nov-2019 - 00:00,315.18,24.14,26.24,1.6,35.96,02-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Nov-2019 - 00:00,304.71,25.04,26.19,1.49,35.83,03-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Nov-2019 - 00:00,179.01,16.14,27.1,1.43,35.53,04-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Nov-2019 - 00:00,237.73,24.44,20.5,1.38,33.89,05-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Nov-2019 - 00:00,208.45,39.83,29.0,1.52,34.93,06-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Nov-2019 - 00:00,229.97,18.3,30.21,1.33,36.58,07-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Nov-2019 - 00:00,111.84,11.81,21.31,0.97,36.71,08-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Nov-2019 - 00:00,174.62,20.46,29.65,1.08,35.33,09-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Nov-2019 - 00:00,176.07,21.47,33.65,1.19,33.44,10-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Nov-2019 - 00:00,226.61,21.0,38.75,1.21,34.23,11-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Nov-2019 - 00:00,195.15,15.06,34.97,1.25,35.72,12-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Nov-2019 - 00:00,129.47,12.86,29.67,1.21,36.23,13-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Nov-2019 - 00:00,159.12,53.22,37.01,1.71,38.61,14-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Nov-2019 - 00:00,144.22,21.04,26.2,1.34,37.33,15-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Nov-2019 - 00:00,296.85,13.19,30.43,1.37,37.56,16-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Nov-2019 - 00:00,329.18,19.54,33.55,1.7,39.28,17-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Nov-2019 - 00:00,196.63,15.33,28.65,1.84,38.82,18-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Nov-2019 - 00:00,211.27,28.91,26.11,0.79,40.08,19-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Nov-2019 - 00:00,150.42,12.17,32.76,0.08,40.46,20-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Nov-2019 - 00:00,111.39,10.89,29.94,0.12,40.49,21-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Nov-2019 - 00:00,124.77,13.11,29.75,0.08,39.96,22-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Nov-2019 - 00:00,178.25,19.8,30.54,0.04,39.29,23-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Nov-2019 - 00:00,270.26,19.88,38.62,0.08,39.9,24-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Nov-2019 - 00:00,209.84,8.85,41.39,0.11,39.75,25-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Nov-2019 - 00:00,190.66,10.49,37.26,0.11,40.65,26-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Nov-2019 - 00:00,207.74,8.2,31.33,0.16,41.58,27-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Nov-2019 - 00:00,138.41,13.89,17.2,0.13,43.13,28-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Nov-2019 - 00:00,139.46,17.83,17.63,0.06,43.31,29-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Nov-2019 - 00:00,129.53,22.96,12.85,0.03,42.59,30-Nov-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Nov-2019 - 00:00,110.31,10.33,18.83,0.07,41.94,01-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Dec-2019 - 00:00,183.21,12.75,25.63,0.19,43.83,02-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Dec-2019 - 00:00,99.88,9.76,18.72,0.03,42.21,03-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Dec-2019 - 00:00,117.3,15.91,18.7,0.09,43.36,04-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Dec-2019 - 00:00,101.44,11.56,17.6,0.12,40.94,05-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Dec-2019 - 00:00,124.88,17.86,21.43,0.15,39.14,06-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Dec-2019 - 00:00,181.25,16.78,19.3,0.19,41.08,07-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Dec-2019 - 00:00,130.47,19.56,16.46,0.12,42.01,08-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Dec-2019 - 00:00,149.55,17.24,20.88,0.19,43.9,09-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Dec-2019 - 00:00,145.66,28.94,24.89,0.22,45.26,10-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Dec-2019 - 00:00,181.16,27.73,24.9,0.41,45.91,11-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Dec-2019 - 00:00,125.01,22.96,19.3,0.39,46.63,12-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Dec-2019 - 00:00,145.86,19.35,14.67,0.21,46.1,13-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Dec-2019 - 00:00,50.13,7.32,17.94,0.11,45.8,14-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Dec-2019 - 00:00,61.08,6.89,14.34,0.14,44.71,15-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Dec-2019 - 00:00,76.87,14.47,17.6,0.39,45.17,16-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Dec-2019 - 00:00,87.47,7.7,20.36,0.18,45.39,17-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Dec-2019 - 00:00,128.84,9.38,10.23,0.02,43.95,18-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Dec-2019 - 00:00,136.42,23.77,9.64,0.01,45.75,19-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Dec-2019 - 00:00,141.68,27.96,16.01,0.12,45.98,20-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Dec-2019 - 00:00,221.02,23.12,28.7,0.6,48.05,21-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Dec-2019 - 00:00,282.36,14.84,39.16,0.63,47.76,22-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Dec-2019 - 00:00,313.26,24.55,73.69,1.0,46.15,23-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Dec-2019 - 00:00,228.31,44.34,80.15,0.53,46.29,24-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Dec-2019 - 00:00,125.7,48.72,60.94,0.35,45.11,25-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Dec-2019 - 00:00,115.14,27.8,57.49,0.38,45.32,26-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Dec-2019 - 00:00,147.41,26.83,39.92,0.47,30.08,27-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Dec-2019 - 00:00,147.87,18.54,16.24,0.51,19.62,28-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Dec-2019 - 00:00,116.54,17.81,19.78,0.47,22.05,29-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Dec-2019 - 00:00,95.56,14.58,15.76,0.6,21.25,30-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Dec-2019 - 00:00,113.5,27.69,7.6,0.58,22.97,31-Dec-2019 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Dec-2019 - 00:00,104.5,0.0,2.2,0.65,23.72,01-Jan-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
