from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
14-Feb-2019 - 00:00,16.48,988.86,204.96,151.0,87.43,69.22,32.55,164.78,5.95,1.02,6.56,28.35,12.72,44.84,34.22,24.46,8.21,15-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Feb-2019 - 00:00,15.7,989.32,158.19,111.5,87.32,91.7,28.99,223.93,5.62,0.8,4.58,26.86,10.41,33.11,26.09,21.84,9.14,16-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Feb-2019 - 00:00,14.84,990.91,164.56,111.21,89.94,79.36,21.32,266.62,6.24,0.67,4.1,38.16,2.65,23.35,14.58,24.84,7.13,17-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Feb-2019 - 00:00,14.6,987.72,139.96,82.85,82.83,142.52,12.63,251.69,5.63,0.73,3.33,36.69,4.93,24.3,16.94,34.16,9.37,18-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Feb-2019 - 00:00,17.46,983.1,182.33,109.98,73.62,123.6,29.1,175.35,4.84,0.95,4.81,26.56,28.9,42.34,46.08,26.62,11.16,19-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Feb-2019 - 00:00,16.67,986.38,180.7,108.7,84.74,124.5,42.95,190.36,4.09,1.32,6.18,26.39,62.98,42.46,73.94,29.19,10.12,20-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Feb-2019 - 00:00,17.44,991.1,152.25,88.27,86.84,49.68,51.47,146.42,4.85,1.27,6.25,32.51,58.7,51.31,75.15,8.99,9.41,21-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Feb-2019 - 00:00,19.52,989.89,142.46,59.83,77.67,137.26,40.09,188.36,4.77,1.08,4.86,25.97,59.26,36.18,67.56,18.56,8.72,22-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Feb-2019 - 00:00,18.46,990.47,112.33,62.98,74.15,157.94,20.2,292.94,6.98,0.59,2.73,28.42,5.41,23.01,16.65,29.79,5.91,23-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Feb-2019 - 00:00,15.51,988.81,105.17,54.52,66.28,181.87,14.31,258.41,6.62,0.45,2.29,23.28,2.3,27.44,16.47,35.95,10.15,24-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-Feb-2019 - 00:00,15.46,985.57,133.81,88.73,68.39,174.88,16.32,265.87,5.08,0.65,3.05,22.55,13.43,35.6,29.89,31.35,15.2,25-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-Feb-2019 - 00:00,16.23,984.74,147.78,83.81,67.97,195.57,39.89,184.74,4.18,1.13,4.49,22.84,31.21,43.1,48.37,74.75,11.85,26-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-Feb-2019 - 00:00,16.65,985.19,104.33,50.85,67.65,120.43,22.57,141.2,5.88,1.01,2.99,28.7,7.35,55.27,35.39,168.3,12.32,27-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-Feb-2019 - 00:00,10.84,985.58,63.42,33.66,92.33,54.54,20.01,166.67,4.56,2.55,2.51,27.8,17.86,35.46,33.41,177.26,6.28,28-Feb-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-Feb-2019 - 00:00,12.75,989.11,107.68,65.39,74.44,182.27,30.75,213.31,5.47,2.95,4.26,24.69,31.29,27.69,40.24,183.15,12.01,01-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-Mar-2019 - 00:00,14.18,989.5,126.66,73.2,68.76,189.47,48.55,203.32,4.72,1.58,4.89,24.13,21.34,37.1,37.13,189.43,8.56,02-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-Mar-2019 - 00:00,14.14,989.77,135.1,88.69,92.92,44.59,69.39,167.57,4.08,1.3,8.37,23.8,54.51,63.92,78.44,190.0,10.82,03-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-Mar-2019 - 00:00,15.92,986.5,82.19,56.68,88.61,125.12,29.25,164.46,5.06,4.52,3.38,23.9,26.01,33.5,39.03,183.19,7.53,04-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-Mar-2019 - 00:00,17.28,983.7,143.84,92.92,83.18,145.92,30.64,235.85,5.35,2.38,4.09,26.75,65.44,27.05,67.74,164.33,10.55,05-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-Mar-2019 - 00:00,16.23,984.92,94.19,54.97,78.44,177.61,15.3,233.86,5.92,0.93,3.14,25.2,7.85,28.44,21.53,118.12,8.92,06-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-Mar-2019 - 00:00,16.2,985.86,105.16,56.16,70.5,194.58,20.96,259.02,5.24,0.94,3.66,22.66,12.04,32.21,26.95,50.39,8.26,07-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-Mar-2019 - 00:00,16.55,986.19,117.99,66.4,69.05,189.54,42.78,210.04,4.68,1.19,5.53,21.7,40.28,30.54,49.08,62.08,10.51,08-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Mar-2019 - 00:00,17.79,987.89,128.73,60.32,68.87,165.85,32.35,168.68,4.71,1.39,5.74,22.55,34.67,42.62,50.93,53.74,10.23,09-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-Mar-2019 - 00:00,18.56,987.93,130.07,58.02,66.0,182.16,19.87,203.78,5.78,1.43,3.52,23.63,12.78,33.98,28.49,55.67,12.6,10-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-Mar-2019 - 00:00,17.28,988.12,117.26,54.54,65.95,199.16,16.86,222.95,4.69,0.71,3.2,23.7,29.34,31.9,40.89,73.82,10.83,11-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-Mar-2019 - 00:00,19.58,987.53,168.55,64.96,69.72,157.09,26.8,198.9,5.47,1.25,5.04,23.91,48.01,40.2,60.52,53.84,9.45,12-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-Mar-2019 - 00:00,19.53,989.75,107.81,41.9,65.99,151.61,21.29,157.39,5.17,1.6,3.3,26.37,6.79,32.62,22.9,47.16,8.12,13-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-Mar-2019 - 00:00,17.42,990.02,175.38,62.29,74.76,88.82,39.53,178.5,4.76,0.98,6.11,20.04,34.8,57.52,58.96,24.77,11.68,14-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-Mar-2019 - 00:00,16.36,990.76,154.59,75.8,76.89,119.7,46.12,136.04,5.43,0.96,8.42,22.33,47.52,39.37,59.68,33.37,10.91,15-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Mar-2019 - 00:00,17.4,992.08,139.81,68.9,72.34,192.01,27.41,239.97,5.86,1.25,4.39,24.94,27.37,28.4,37.42,53.01,10.7,16-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Mar-2019 - 00:00,18.23,990.51,114.29,57.4,64.99,189.64,14.58,266.78,5.51,0.69,2.78,24.83,4.21,28.3,18.49,73.57,10.48,17-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Mar-2019 - 00:00,19.18,988.65,147.79,80.65,63.56,196.38,24.22,265.29,5.41,0.79,4.36,24.01,17.68,35.81,33.46,61.04,16.84,18-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Mar-2019 - 00:00,19.01,988.22,148.29,77.94,65.68,195.28,12.14,239.7,4.86,2.07,2.78,24.44,13.44,36.45,30.35,62.44,16.07,19-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Mar-2019 - 00:00,20.85,984.72,178.58,79.69,63.31,199.16,0.0,223.75,4.79,1.15,0.0,26.09,37.45,39.71,51.65,53.75,13.94,20-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Mar-2019 - 00:00,23.43,983.11,175.33,64.54,60.25,174.74,0.0,199.77,4.4,1.09,0.0,26.54,19.76,44.7,39.89,39.05,9.26,21-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Mar-2019 - 00:00,22.51,986.53,181.9,109.48,62.75,162.65,0.0,173.18,4.6,1.35,0.0,29.56,20.5,31.72,33.59,65.01,13.99,22-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Mar-2019 - 00:00,22.03,988.61,110.17,29.67,47.74,203.82,0.0,254.8,6.46,0.46,0.0,26.89,1.88,19.59,11.96,73.89,10.47,23-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Mar-2019 - 00:00,22.77,987.74,129.27,50.69,48.53,197.81,0.0,254.21,7.05,1.8,0.0,25.88,1.95,24.39,14.55,84.83,15.21,24-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
24-Mar-2019 - 00:00,23.45,986.18,129.04,49.33,52.8,191.24,0.0,208.57,6.46,0.68,0.0,24.84,2.98,27.36,16.99,61.67,16.31,25-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
25-Mar-2019 - 00:00,22.22,986.57,141.04,61.69,62.23,180.18,0.0,204.75,6.21,0.94,0.0,25.7,5.09,30.27,20.26,50.89,17.1,26-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
26-Mar-2019 - 00:00,21.58,987.85,154.19,75.54,63.41,197.79,0.0,286.11,6.23,0.83,0.0,26.48,8.94,33.13,24.9,67.45,14.65,27-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
27-Mar-2019 - 00:00,22.32,988.43,116.1,50.94,57.59,185.27,0.0,248.21,5.55,0.66,0.0,25.7,7.83,31.08,22.92,74.64,12.83,28-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
28-Mar-2019 - 00:00,24.55,986.31,167.69,69.29,58.6,195.16,0.0,212.96,4.46,1.39,0.0,24.11,44.26,45.29,60.17,69.61,11.88,29-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
29-Mar-2019 - 00:00,26.32,983.3,191.52,74.83,61.73,185.79,0.0,211.47,4.69,1.93,0.0,24.16,61.97,45.77,74.88,55.68,12.46,30-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
30-Mar-2019 - 00:00,28.32,982.25,180.69,73.12,54.02,177.26,0.0,198.59,4.07,1.14,0.0,24.63,35.67,46.6,53.87,50.85,15.86,31-Mar-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
31-Mar-2019 - 00:00,26.91,983.13,169.48,47.9,45.51,211.43,0.0,252.68,6.61,0.67,0.0,25.59,7.9,26.79,20.69,74.91,14.59,01-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
01-Apr-2019 - 00:00,25.26,983.42,152.9,49.56,42.58,213.78,0.0,264.23,6.46,0.49,0.0,24.82,1.94,25.39,15.08,81.98,17.5,02-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
02-Apr-2019 - 00:00,24.6,984.15,151.88,60.31,48.56,201.57,0.0,196.56,4.46,0.84,0.0,23.6,8.91,47.86,32.71,59.32,20.06,03-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
03-Apr-2019 - 00:00,25.16,983.14,158.31,57.15,49.65,204.97,0.0,235.68,5.07,1.04,0.0,25.62,33.03,45.27,51.01,72.52,13.45,04-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
04-Apr-2019 - 00:00,27.01,983.57,217.08,87.71,52.11,190.83,0.0,224.72,4.86,1.65,0.0,29.25,49.56,48.98,66.46,73.44,18.17,05-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
05-Apr-2019 - 00:00,28.79,982.56,228.22,87.85,48.74,179.48,,193.89,5.04,1.76,,26.94,40.13,49.67,59.13,39.11,21.4,06-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
06-Apr-2019 - 00:00,29.4,981.37,275.89,60.09,44.49,178.92,,190.76,4.61,1.68,,23.91,47.0,44.16,61.81,62.31,19.19,07-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
07-Apr-2019 - 00:00,28.05,980.65,323.98,113.97,63.7,152.39,,187.73,4.95,2.19,,29.59,34.95,40.35,49.95,47.38,12.34,08-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
08-Apr-2019 - 00:00,26.94,981.5,270.71,57.93,59.72,180.74,,155.69,4.27,1.48,,27.28,16.36,39.27,34.23,49.76,8.92,09-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
09-Apr-2019 - 00:00,27.22,981.19,179.7,63.61,58.46,187.54,,159.44,4.51,1.84,,26.14,30.41,47.26,49.93,42.91,13.52,10-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
10-Apr-2019 - 00:00,29.39,982.48,189.1,68.94,49.55,196.63,,197.64,4.74,2.64,,26.17,47.36,47.9,64.09,63.1,13.64,11-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
11-Apr-2019 - 00:00,29.77,982.16,175.52,47.42,44.64,193.11,,185.38,5.1,1.53,,24.69,13.93,45.45,35.53,56.08,15.52,12-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
12-Apr-2019 - 00:00,29.28,982.79,218.53,45.2,43.84,179.94,,155.05,5.46,1.93,,24.13,10.02,39.39,29.12,68.63,14.13,13-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
13-Apr-2019 - 00:00,29.77,983.24,158.5,37.45,42.25,201.92,,146.28,6.15,3.29,,25.16,5.21,33.37,22.01,65.63,13.52,14-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
14-Apr-2019 - 00:00,30.2,983.03,172.77,40.46,38.75,201.35,,177.78,6.2,3.35,,24.0,3.97,31.73,20.11,61.77,15.34,15-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
15-Apr-2019 - 00:00,31.0,981.08,171.58,37.64,37.86,205.25,,220.39,5.65,2.4,,21.47,23.54,35.43,38.04,59.11,16.64,16-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
16-Apr-2019 - 00:00,25.29,984.52,120.34,40.54,58.22,107.79,,178.74,6.07,4.47,,23.83,3.25,23.76,15.3,66.68,6.74,17-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
17-Apr-2019 - 00:00,22.48,985.38,38.66,11.33,68.75,148.68,,193.81,5.17,2.77,,24.38,2.69,20.66,13.19,65.03,5.03,18-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
18-Apr-2019 - 00:00,23.44,986.04,73.17,26.98,61.67,219.0,,168.02,4.29,1.43,,24.06,3.35,28.28,17.76,77.42,12.7,19-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
19-Apr-2019 - 00:00,24.51,983.72,135.29,69.48,55.51,206.92,,211.68,5.03,3.26,,24.71,12.73,32.93,27.9,69.7,16.54,20-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
20-Apr-2019 - 00:00,26.39,981.1,138.31,69.6,48.72,212.41,,187.18,4.4,3.0,,24.87,4.06,37.36,23.19,71.34,22.84,21-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
21-Apr-2019 - 00:00,28.72,979.36,144.1,49.96,43.42,222.98,,208.27,4.19,4.29,,21.97,15.59,43.67,35.93,78.18,10.03,22-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
22-Apr-2019 - 00:00,29.49,979.36,193.73,76.79,47.22,209.6,,189.82,4.48,0.84,,19.58,39.97,57.9,63.39,66.84,19.76,23-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
23-Apr-2019 - 00:00,31.11,980.27,214.6,75.08,45.26,219.06,,182.81,4.37,1.91,,23.94,35.89,49.12,55.39,73.38,15.28,24-Apr-2019 - 00:00,"Sri Aurobindo Marg, Delhi - DPCC"
