from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
21-Apr-2019 - 00:00,134.55,372.23,49.52,11.29,35.62,62.62,25.42,1.23,73.86,1.76,36.73,0.52,237.95,31.28,36.31,741.0,142.85,,22-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Apr-2019 - 00:00,133.28,392.85,42.9,5.89,27.71,65.52,34.04,1.36,77.33,2.41,20.8,0.51,185.99,32.36,37.97,741.05,139.52,,23-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Apr-2019 - 00:00,140.12,454.86,55.35,19.03,45.01,71.76,29.6,1.42,73.17,3.68,33.3,0.55,190.32,33.98,36.27,741.17,142.57,,24-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Apr-2019 - 00:00,122.43,441.51,38.37,2.66,22.66,67.23,31.68,1.27,76.97,3.79,22.29,0.61,107.36,34.29,41.81,741.27,128.46,,25-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Apr-2019 - 00:00,94.16,401.52,29.29,2.25,17.51,57.99,26.95,1.06,84.52,2.05,18.65,0.66,113.65,33.27,44.67,741.24,122.56,,26-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Apr-2019 - 00:00,89.83,328.64,27.8,3.06,17.39,49.63,30.88,0.92,69.44,1.19,24.41,0.59,272.85,33.25,36.34,741.23,158.6,,27-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Apr-2019 - 00:00,67.29,474.04,25.13,2.2,15.24,38.66,17.59,0.85,69.56,0.54,21.97,0.87,283.01,34.12,24.97,741.06,152.03,,28-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Apr-2019 - 00:00,70.25,442.38,26.15,2.39,15.96,36.58,20.7,0.89,68.28,0.6,17.15,0.79,279.92,34.09,20.95,741.0,155.91,,29-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Apr-2019 - 00:00,96.7,400.41,32.75,4.67,21.33,43.08,27.05,0.9,68.19,1.21,20.23,0.6,246.93,34.97,19.82,741.0,153.72,,30-Apr-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Apr-2019 - 00:00,134.68,520.87,39.46,7.68,27.32,50.12,46.21,1.27,97.21,3.18,19.11,0.64,114.84,36.01,20.25,740.75,135.79,,01-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
01-May-2019 - 00:00,126.59,462.21,33.02,2.86,19.99,50.3,40.81,1.5,95.87,2.99,19.68,0.51,160.8,34.54,29.32,740.67,132.78,,02-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
02-May-2019 - 00:00,77.05,398.71,15.05,1.9,9.65,45.52,17.52,1.07,108.78,1.63,15.84,0.9,93.78,31.94,36.76,740.83,126.54,,03-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
03-May-2019 - 00:00,55.3,212.35,23.54,2.01,14.25,38.13,16.44,1.06,101.37,1.58,14.97,0.67,128.88,30.96,38.14,741.0,145.34,,04-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
04-May-2019 - 00:00,81.94,302.15,33.7,2.57,20.11,43.59,18.55,1.03,85.21,0.87,25.64,0.71,274.83,32.32,26.11,741.15,158.69,,05-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
05-May-2019 - 00:00,167.15,452.45,35.5,10.02,27.13,46.54,25.42,1.33,82.88,2.01,22.48,0.67,248.93,32.94,21.03,741.21,157.9,,06-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
06-May-2019 - 00:00,192.05,564.69,53.88,48.74,68.39,66.08,23.07,1.92,68.77,3.05,36.02,0.63,262.3,34.09,21.93,741.0,149.15,,07-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
07-May-2019 - 00:00,172.91,592.44,55.36,44.22,65.49,63.8,26.77,1.64,54.11,2.64,34.16,0.59,230.38,34.66,21.95,741.0,147.43,,08-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
08-May-2019 - 00:00,190.26,602.11,42.51,33.09,49.61,62.4,23.6,1.37,65.21,2.36,32.67,0.68,246.49,35.19,22.8,740.95,144.67,,09-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
09-May-2019 - 00:00,171.28,575.9,48.35,12.23,35.77,50.94,29.58,1.53,71.71,1.51,23.4,0.69,237.4,35.78,21.16,740.96,145.81,,10-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
10-May-2019 - 00:00,152.24,475.02,23.66,2.95,15.08,36.05,17.59,0.97,79.79,0.66,9.66,0.72,234.57,35.23,22.98,741.0,144.85,,11-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
11-May-2019 - 00:00,144.46,399.22,23.71,2.93,15.09,47.55,21.25,1.04,96.53,0.91,15.21,0.65,257.22,33.05,31.57,741.0,141.92,,12-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
12-May-2019 - 00:00,197.42,512.08,30.03,2.61,18.19,48.09,16.12,1.37,84.55,1.03,16.3,0.71,265.85,32.85,33.42,741.0,138.28,,13-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
13-May-2019 - 00:00,160.56,401.27,28.71,3.04,17.84,55.97,37.92,1.2,95.75,2.2,14.4,0.64,184.74,32.22,37.38,741.0,112.55,1.25,14-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
14-May-2019 - 00:00,73.11,166.02,23.08,2.78,14.63,52.88,17.58,1.19,95.97,0.89,12.39,0.52,170.23,29.99,48.09,741.0,149.77,,15-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
15-May-2019 - 00:00,161.67,268.54,44.14,6.81,29.11,75.97,27.56,1.31,55.04,2.81,15.49,0.63,116.31,29.19,54.31,741.0,112.77,8.88,16-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
16-May-2019 - 00:00,,290.83,42.75,10.28,31.2,70.51,21.92,1.42,66.78,2.6,17.07,0.63,207.72,29.77,51.3,741.0,107.82,,17-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
17-May-2019 - 00:00,,404.78,36.69,29.02,42.64,79.87,12.74,1.54,64.34,2.13,18.23,0.68,189.6,28.08,58.84,741.06,116.73,5.61,18-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
18-May-2019 - 00:00,,116.67,17.51,2.14,11.15,53.57,8.45,1.01,82.1,0.4,7.17,0.65,255.02,27.32,63.57,741.0,159.64,,19-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
19-May-2019 - 00:00,,244.59,29.34,2.88,18.05,55.82,16.09,1.18,92.32,0.8,19.32,0.61,261.5,31.17,45.75,741.0,155.72,,20-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
20-May-2019 - 00:00,,288.43,38.82,2.96,23.06,49.59,14.23,1.04,87.51,0.95,18.75,0.64,252.15,35.03,31.27,741.23,168.57,,21-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
21-May-2019 - 00:00,49.25,288.03,37.18,2.87,22.21,47.89,20.4,0.99,77.64,1.01,12.9,0.58,236.84,34.68,32.57,741.03,153.24,,22-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
22-May-2019 - 00:00,94.41,327.44,45.09,11.39,33.34,52.69,17.25,1.32,62.65,1.33,19.8,0.53,236.49,34.03,37.25,741.0,106.41,,23-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
23-May-2019 - 00:00,150.72,363.47,47.86,19.45,41.35,67.37,25.73,1.4,71.81,1.62,22.37,0.57,222.31,33.05,42.69,741.0,115.41,1.67,24-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
24-May-2019 - 00:00,51.1,141.76,32.04,6.1,22.08,64.71,11.34,1.09,47.14,0.84,21.06,0.77,243.84,29.24,58.74,741.0,136.57,,25-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
25-May-2019 - 00:00,63.04,177.49,17.1,2.09,10.89,39.36,10.31,0.89,84.45,0.41,7.85,0.78,277.92,31.47,45.21,741.0,168.34,,26-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
26-May-2019 - 00:00,71.31,191.2,21.29,1.91,12.97,38.31,14.63,0.79,96.68,0.51,12.87,0.69,278.73,32.81,35.53,740.84,170.06,,27-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
27-May-2019 - 00:00,89.13,251.22,30.76,2.57,18.55,42.86,18.03,0.85,86.02,0.84,12.76,0.65,263.47,35.06,28.05,740.93,166.86,,28-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
28-May-2019 - 00:00,87.25,263.38,31.77,2.23,18.81,39.78,17.89,1.07,90.36,0.82,23.1,0.68,260.34,35.62,21.2,740.9,171.67,,29-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
29-May-2019 - 00:00,92.2,288.43,37.55,2.52,22.13,44.63,23.56,1.04,87.91,1.16,22.55,0.56,258.67,36.75,23.94,740.67,160.29,,30-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
30-May-2019 - 00:00,150.68,356.18,47.69,13.97,36.82,54.08,23.88,1.22,71.08,1.53,26.15,0.57,257.71,38.28,23.35,740.43,159.96,,31-May-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
31-May-2019 - 00:00,97.07,456.5,39.52,6.88,26.72,47.59,24.94,1.61,86.39,1.92,16.62,0.56,180.78,37.73,25.81,740.48,147.98,,01-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Jun-2019 - 00:00,118.94,377.51,43.1,17.99,37.65,81.83,38.44,1.55,79.06,2.32,18.91,0.7,88.48,36.02,42.59,740.41,144.6,,02-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Jun-2019 - 00:00,81.04,274.34,18.53,2.4,11.9,77.85,23.48,1.38,94.82,1.66,11.91,0.77,86.79,35.68,51.16,740.45,140.16,,03-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Jun-2019 - 00:00,64.15,397.26,21.33,2.72,13.66,53.56,20.17,1.18,90.44,0.94,10.1,0.93,88.48,33.99,48.67,740.48,140.24,,04-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Jun-2019 - 00:00,60.76,239.05,22.91,2.14,14.01,46.57,23.93,1.31,109.64,1.12,10.42,0.82,87.66,34.41,48.06,740.71,148.11,,05-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Jun-2019 - 00:00,94.67,310.09,39.08,3.77,23.95,56.73,22.57,1.51,89.58,1.96,15.96,0.6,108.43,36.56,43.01,740.59,144.06,,06-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Jun-2019 - 00:00,76.43,324.64,36.23,6.78,24.88,59.9,19.97,1.16,98.79,1.36,13.81,0.68,142.21,36.45,37.82,740.74,141.25,,07-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Jun-2019 - 00:00,82.78,206.56,25.07,2.17,15.2,48.57,28.58,1.15,102.35,1.38,10.03,0.66,95.5,33.09,49.77,741.0,151.72,,08-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Jun-2019 - 00:00,94.53,297.4,42.35,4.55,26.32,67.53,19.09,1.38,71.49,2.84,15.96,0.48,171.02,36.96,41.51,740.98,152.54,,09-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Jun-2019 - 00:00,131.19,410.72,48.2,15.5,38.33,76.64,30.91,1.68,77.04,2.97,20.73,0.48,153.03,37.45,33.62,740.42,149.86,,10-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Jun-2019 - 00:00,92.41,376.01,58.75,36.98,61.41,73.6,19.7,1.71,83.02,3.41,18.34,0.52,205.1,39.44,28.11,740.26,153.21,,11-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Jun-2019 - 00:00,119.14,510.77,48.93,20.96,43.17,55.95,18.92,1.31,46.25,2.48,17.03,0.63,203.99,38.99,24.36,740.15,131.73,,12-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Jun-2019 - 00:00,59.28,319.46,14.57,1.9,9.4,51.81,12.95,1.02,94.1,0.95,7.97,1.0,109.91,34.38,41.38,740.43,148.21,,13-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Jun-2019 - 00:00,58.82,233.8,22.03,2.59,13.93,45.25,16.16,0.93,95.24,0.88,8.59,0.62,180.96,35.72,41.08,740.43,149.61,,14-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Jun-2019 - 00:00,61.63,275.4,19.74,1.84,12.11,37.99,13.61,0.84,93.4,0.61,10.34,0.73,264.11,37.04,30.32,740.33,160.11,,15-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Jun-2019 - 00:00,85.13,392.68,34.27,3.04,20.81,40.91,17.78,0.86,84.88,0.84,11.01,0.71,261.94,37.82,23.47,740.29,149.28,,16-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Jun-2019 - 00:00,44.15,253.8,7.91,1.65,5.65,40.38,6.92,0.87,71.53,0.23,5.02,0.94,251.76,32.58,47.66,740.36,100.89,,17-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Jun-2019 - 00:00,46.47,238.28,9.6,1.89,6.77,38.17,7.57,0.89,66.76,0.33,5.73,0.87,245.47,31.79,47.64,740.37,106.22,,18-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Jun-2019 - 00:00,43.92,132.95,32.17,2.34,19.01,53.33,15.52,1.24,73.29,0.71,13.25,0.6,258.42,29.46,57.9,740.35,147.25,,19-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Jun-2019 - 00:00,104.67,266.29,21.31,2.95,13.84,65.27,21.76,1.14,75.07,1.14,6.78,0.56,175.04,30.69,57.53,740.48,150.62,,20-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Jun-2019 - 00:00,48.67,,26.77,3.91,17.37,50.48,11.72,1.14,68.11,1.26,6.55,0.57,158.6,32.24,51.85,740.81,162.79,,21-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Jun-2019 - 00:00,104.81,,58.05,4.32,34.38,59.47,28.13,1.0,70.44,1.49,13.72,0.46,96.22,30.81,60.22,741.0,12.0,,22-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Jun-2019 - 00:00,49.66,328.08,15.54,0.94,9.03,35.98,7.86,0.79,70.16,0.29,6.62,0.78,272.0,38.08,37.08,740.0,100.16,,29-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Jun-2019 - 00:00,88.84,452.44,30.36,4.44,20.04,37.87,15.26,1.4,30.82,0.75,8.42,0.44,252.81,32.66,46.59,740.0,36.31,,30-Jun-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Jul-2019 - 00:00,62.81,238.85,11.77,0.69,6.82,52.38,16.15,0.99,124.45,0.66,4.28,0.6,136.13,37.46,44.2,740.19,188.89,,02-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Jul-2019 - 00:00,64.59,266.4,14.86,1.48,9.21,56.29,16.47,1.18,95.26,0.75,5.28,0.66,176.93,34.58,53.52,740.3,127.58,,03-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Jul-2019 - 00:00,41.82,154.68,20.43,2.19,12.74,48.41,13.75,1.14,63.52,1.12,7.49,0.68,90.38,34.43,56.55,740.34,120.33,,04-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Jul-2019 - 00:00,40.82,97.04,22.1,4.02,15.11,53.88,12.17,1.03,39.62,1.37,9.38,0.65,156.06,30.48,77.62,740.02,57.01,5.1,05-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Jul-2019 - 00:00,59.85,131.65,27.73,6.76,20.34,58.55,20.39,1.16,32.3,1.48,10.52,0.59,185.3,29.82,79.16,740.0,78.9,,06-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Jul-2019 - 00:00,35.11,112.24,26.24,7.35,20.05,52.7,15.08,0.91,59.32,2.25,9.89,0.68,94.72,32.06,67.64,740.0,166.38,,07-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Jul-2019 - 00:00,38.83,102.36,17.28,1.98,10.9,45.43,11.13,1.13,63.45,0.72,8.48,0.52,135.0,32.0,69.55,740.0,115.02,,08-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Jul-2019 - 00:00,55.15,186.89,26.42,2.56,16.22,51.31,11.33,1.26,70.7,0.87,8.85,0.63,159.82,32.92,65.11,740.0,123.99,,09-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Jul-2019 - 00:00,40.26,137.15,27.42,4.16,18.06,50.06,7.05,1.23,43.16,0.88,8.2,0.59,154.02,30.51,74.34,740.0,71.91,1.5,10-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Jul-2019 - 00:00,71.78,343.2,24.05,3.75,15.94,55.93,9.74,1.18,39.15,0.64,7.93,0.64,151.09,32.55,70.6,740.0,114.81,,11-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Jul-2019 - 00:00,69.06,423.21,13.8,1.61,8.65,45.84,7.14,0.87,39.88,0.48,5.66,0.78,162.09,34.03,60.26,740.0,120.24,,12-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Jul-2019 - 00:00,77.3,367.59,14.89,2.65,10.18,60.82,5.66,1.13,24.06,0.54,6.43,0.7,125.84,32.55,72.91,740.17,97.91,,13-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Jul-2019 - 00:00,56.33,374.33,12.94,2.2,8.77,46.6,5.03,0.95,35.11,0.46,4.36,0.82,182.79,34.05,56.86,740.23,115.97,,14-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Jul-2019 - 00:00,50.5,288.53,16.89,2.43,11.05,43.23,8.34,0.95,47.6,0.44,5.81,0.76,138.84,32.39,59.89,740.06,111.62,,15-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Jul-2019 - 00:00,30.04,119.61,19.78,3.35,13.22,37.47,7.34,1.05,49.29,0.57,6.08,0.71,98.57,27.82,79.9,740.0,83.33,2.7,16-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Jul-2019 - 00:00,29.96,68.68,13.95,2.17,9.29,35.37,7.85,1.0,54.16,0.85,6.06,0.72,82.46,27.05,82.67,740.45,95.76,3.0,17-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Jul-2019 - 00:00,34.15,75.93,19.31,2.05,11.93,37.9,4.5,0.86,53.41,0.55,10.77,0.53,178.01,27.25,86.46,740.38,60.47,8.43,18-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Jul-2019 - 00:00,38.39,107.31,36.99,4.72,23.61,40.99,4.35,1.39,54.15,0.97,10.03,0.5,176.01,27.88,82.71,740.52,87.04,1.65,19-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Jul-2019 - 00:00,77.68,215.62,36.25,12.37,29.43,61.9,10.99,1.41,84.52,1.3,15.03,0.5,96.71,30.97,73.62,740.74,128.92,,20-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Jul-2019 - 00:00,52.39,148.92,30.72,5.87,21.2,67.49,6.66,1.15,48.54,1.08,10.4,0.49,115.23,30.25,81.8,740.94,74.46,1.0,21-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Jul-2019 - 00:00,55.8,132.36,26.55,7.36,20.19,66.78,6.13,1.37,38.67,1.33,9.26,0.54,118.07,30.11,81.61,740.65,115.97,2.5,22-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Jul-2019 - 00:00,57.45,133.17,24.96,8.65,20.41,73.32,5.98,1.56,45.88,0.91,7.16,0.54,80.81,30.72,82.18,740.45,111.44,1.75,23-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Jul-2019 - 00:00,59.84,170.44,27.39,5.98,19.51,64.84,4.57,1.55,57.49,1.27,11.59,0.48,137.53,33.19,73.14,740.3,138.39,,24-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Jul-2019 - 00:00,69.32,201.79,50.14,9.94,34.84,83.78,6.23,1.77,62.12,1.4,17.59,0.59,160.22,32.13,74.44,740.1,100.89,5.88,25-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Jul-2019 - 00:00,23.53,66.09,21.85,3.35,14.45,57.85,4.07,1.11,35.24,0.58,7.44,0.58,164.19,28.47,84.51,740.17,49.88,,26-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Jul-2019 - 00:00,27.23,68.61,19.07,8.64,17.25,46.53,5.69,1.1,35.94,0.88,7.66,0.63,83.38,27.81,89.43,740.0,71.18,5.1,27-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Jul-2019 - 00:00,19.74,38.91,13.92,2.64,9.62,45.18,7.1,1.27,26.33,1.34,6.71,0.65,79.48,27.65,92.71,740.0,52.48,1.0,28-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Jul-2019 - 00:00,17.2,51.57,13.42,2.54,9.3,40.25,6.76,1.02,30.65,1.09,4.32,0.76,83.3,29.74,81.65,740.35,111.65,,29-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Jul-2019 - 00:00,20.9,69.49,11.03,1.62,7.18,48.71,8.18,0.9,29.43,1.67,3.05,0.72,75.39,30.82,76.74,740.54,112.63,,30-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Jul-2019 - 00:00,22.71,66.46,10.81,2.03,7.49,60.27,2.41,1.06,32.36,1.26,3.19,0.66,66.25,30.27,79.56,740.55,96.69,,31-Jul-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
31-Jul-2019 - 00:00,24.9,79.53,12.84,2.13,8.66,51.91,2.75,1.08,39.6,0.96,3.17,0.65,78.55,30.51,78.95,740.39,86.3,,01-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Aug-2019 - 00:00,34.93,115.19,19.69,3.57,13.47,54.33,4.19,1.18,45.96,0.85,5.35,0.66,82.46,31.45,75.52,740.27,123.75,,02-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Aug-2019 - 00:00,36.31,104.3,20.44,4.19,14.39,62.99,6.13,0.97,31.9,0.49,5.79,0.61,99.46,30.1,81.85,740.1,86.94,,03-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Aug-2019 - 00:00,22.63,54.34,14.01,3.64,10.53,48.22,5.94,1.1,27.01,1.13,4.28,0.62,77.31,28.73,88.24,740.05,74.2,2.75,04-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Aug-2019 - 00:00,27.71,71.35,18.61,4.82,13.98,46.6,9.86,1.31,30.58,1.73,7.86,0.52,101.67,29.88,84.64,740.05,107.62,,05-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Aug-2019 - 00:00,66.39,151.99,34.18,7.76,24.48,56.97,9.78,1.32,62.08,1.29,13.32,0.56,122.76,31.14,81.33,740.0,81.7,6.0,06-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Aug-2019 - 00:00,55.5,115.25,31.24,5.84,21.36,78.74,3.73,1.38,12.55,0.98,10.78,0.46,131.86,28.96,91.96,740.0,14.54,,07-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Aug-2019 - 00:00,23.93,66.57,17.43,3.54,12.25,55.04,5.08,0.99,24.86,1.11,4.69,0.53,116.65,29.72,84.22,740.0,110.41,,08-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Aug-2019 - 00:00,22.38,91.1,19.54,5.25,14.77,45.7,8.79,1.2,28.99,2.17,4.3,0.58,79.84,32.08,74.49,740.0,139.45,,09-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Aug-2019 - 00:00,8.9,67.38,7.36,1.88,5.55,38.02,6.61,0.88,32.54,0.46,2.78,1.05,75.46,30.99,71.59,740.11,120.44,12.0,10-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Aug-2019 - 00:00,16.21,66.78,14.86,4.15,11.38,35.47,5.54,1.06,31.91,0.32,4.65,0.88,87.72,30.05,79.42,740.18,95.64,,11-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Aug-2019 - 00:00,29.61,102.17,19.81,3.82,13.76,46.56,6.11,0.97,57.45,0.41,6.7,0.56,115.26,31.64,75.09,740.46,105.19,5.0,12-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Aug-2019 - 00:00,21.74,76.58,20.6,2.94,13.45,45.29,4.44,1.17,35.21,0.49,6.27,0.53,225.24,31.3,76.57,740.38,85.54,,13-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Aug-2019 - 00:00,20.59,61.42,23.3,8.52,19.42,48.53,4.99,1.23,22.54,0.48,6.14,0.67,215.84,30.1,82.79,740.46,81.71,1.0,14-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Aug-2019 - 00:00,29.8,58.32,13.77,2.16,9.17,41.89,6.73,1.19,66.13,0.42,6.67,0.52,169.67,29.77,84.29,740.82,106.62,5.95,15-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Aug-2019 - 00:00,19.38,51.46,9.78,1.03,6.01,42.38,4.08,0.76,25.53,0.27,3.69,0.71,86.8,30.91,77.65,740.77,100.85,12.08,16-Aug-2019 - 00:00,"Loni, Ghaziabad - UPPCB"
