from date,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,PM2.5,PM10,RH,WD,WS,SR,RF,to date,station
11-Apr-2019 - 00:00,0.61,1.51,3.83,13.45,23.8,0.42,77.61,1.68,0.33,0.55,2.67,0.95,57.49,172.5,39.85,16.51,2.43,486.98,0.0,12-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Apr-2019 - 00:00,4.49,3.11,4.49,10.03,9.3,0.38,79.17,1.71,0.25,0.58,2.25,0.98,57.8,223.29,46.93,22.16,3.22,388.06,0.0,13-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Apr-2019 - 00:00,4.89,4.19,5.31,10.55,20.85,0.34,63.38,1.77,0.27,0.59,2.15,1.0,45.77,142.7,47.04,22.04,3.3,420.57,0.0,14-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Apr-2019 - 00:00,5.0,3.59,4.48,4.61,9.96,0.28,68.19,1.12,0.49,0.61,2.12,0.95,41.96,138.56,43.38,20.7,3.04,492.94,0.0,15-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Apr-2019 - 00:00,4.97,3.74,4.7,5.65,12.63,0.31,73.67,1.47,0.37,0.56,7.97,0.86,76.91,164.82,39.79,22.16,3.24,426.25,0.0,16-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Apr-2019 - 00:00,12.38,11.89,4.36,22.86,2.63,0.39,78.88,1.31,0.07,0.17,0.45,0.19,39.51,134.1,49.8,27.6,4.12,305.66,0.02,17-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Apr-2019 - 00:00,10.83,16.44,6.04,31.7,2.45,0.23,57.98,1.58,0.07,0.44,1.16,0.6,36.69,104.78,79.68,16.33,2.27,223.54,0.02,18-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Apr-2019 - 00:00,12.78,19.54,6.32,22.02,4.79,0.3,68.54,1.56,0.33,0.54,2.17,1.05,36.72,93.15,55.99,13.93,1.94,480.55,0.0,19-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Apr-2019 - 00:00,10.56,18.61,4.04,24.89,8.68,0.39,87.74,1.79,0.24,0.46,1.48,0.74,52.76,122.35,48.3,14.89,2.09,485.48,0.0,20-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Apr-2019 - 00:00,10.42,19.87,4.85,29.8,11.3,0.41,96.06,2.28,0.31,0.64,2.12,1.04,56.68,141.68,38.88,13.31,1.87,521.06,0.0,21-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Apr-2019 - 00:00,11.52,21.77,4.96,33.39,16.55,0.39,92.52,1.95,0.67,0.94,3.12,1.63,66.99,176.09,35.74,15.88,2.26,523.35,0.0,22-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Apr-2019 - 00:00,12.67,23.64,5.15,29.14,15.09,0.4,93.05,1.89,0.37,0.63,2.09,1.06,60.91,196.73,31.31,16.85,2.42,531.57,0.0,23-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Apr-2019 - 00:00,14.62,26.13,5.94,29.56,12.6,0.54,77.74,1.9,0.24,0.56,1.63,0.9,72.48,266.96,19.5,15.53,2.21,538.79,0.0,24-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Apr-2019 - 00:00,10.39,19.29,5.19,27.61,11.49,0.36,86.86,1.61,0.18,0.63,1.19,0.63,85.28,376.28,32.32,23.74,3.49,484.58,0.0,25-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Apr-2019 - 00:00,15.53,21.83,9.98,37.0,12.66,0.39,79.2,2.84,0.23,1.02,1.2,0.78,61.9,293.72,37.82,16.48,2.35,433.76,0.0,26-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Apr-2019 - 00:00,9.28,16.93,5.37,2.35,10.89,0.31,78.97,2.7,0.03,1.09,1.41,0.8,38.45,281.37,27.33,19.2,2.75,495.64,0.0,27-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Apr-2019 - 00:00,8.89,17.08,4.79,1.95,12.86,0.31,83.66,1.39,0.03,0.45,1.05,0.49,69.36,376.7,24.66,25.63,3.85,541.02,0.0,28-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Apr-2019 - 00:00,8.98,17.35,4.72,2.07,12.73,0.3,86.9,1.19,0.02,0.57,1.38,0.64,64.69,376.16,21.4,24.27,3.63,528.9,0.0,29-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Apr-2019 - 00:00,10.98,21.04,4.77,2.52,13.53,0.33,89.02,1.34,0.04,0.44,1.16,0.56,65.47,328.3,18.18,16.33,2.34,521.92,0.0,30-Apr-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Apr-2019 - 00:00,9.11,17.84,4.56,1.88,13.5,0.33,104.22,1.62,0.54,0.53,1.04,0.49,66.16,391.06,16.25,18.01,2.55,465.77,0.0,01-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-May-2019 - 00:00,7.04,14.01,4.5,1.41,8.64,0.25,97.75,1.74,1.03,0.5,0.98,0.51,35.26,325.45,20.44,20.93,3.03,495.03,0.0,02-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-May-2019 - 00:00,13.0,17.3,9.76,20.98,12.43,0.41,101.25,1.94,1.08,0.85,1.71,1.16,41.87,372.45,27.91,23.46,3.36,460.13,0.0,03-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-May-2019 - 00:00,11.26,18.08,7.7,29.81,9.32,0.41,102.62,1.75,1.12,0.62,1.06,0.66,14.87,190.43,26.39,18.57,2.62,580.34,0.0,04-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-May-2019 - 00:00,13.16,25.92,4.5,31.77,11.55,0.43,104.3,1.32,1.25,0.37,1.07,0.5,52.46,286.29,16.45,20.26,2.93,464.94,0.0,05-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-May-2019 - 00:00,19.36,40.44,3.68,19.14,19.83,0.87,93.43,1.7,1.49,0.69,1.7,0.87,116.6,331.46,15.96,14.73,2.06,528.65,0.0,06-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-May-2019 - 00:00,21.41,44.05,3.85,23.87,19.99,0.94,98.26,2.3,1.32,0.69,1.58,0.84,137.08,397.71,12.08,15.09,2.14,518.36,0.0,07-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-May-2019 - 00:00,18.61,39.92,3.09,19.16,22.21,0.85,97.94,2.13,1.23,0.56,1.3,0.68,135.49,353.92,12.42,14.86,2.09,510.22,0.0,08-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-May-2019 - 00:00,18.39,39.22,3.27,21.31,22.92,0.93,80.66,2.08,1.22,0.57,1.19,0.64,134.49,470.0,14.04,16.91,2.4,470.32,0.0,09-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-May-2019 - 00:00,15.37,33.28,3.44,32.71,19.89,0.94,101.01,2.53,1.4,0.99,1.15,0.73,114.01,472.82,17.7,19.01,2.7,424.7,0.0,10-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-May-2019 - 00:00,7.59,19.17,3.08,18.2,8.24,0.37,82.75,1.23,1.07,0.31,0.41,0.21,69.27,275.29,29.69,21.86,3.15,328.81,0.01,11-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-May-2019 - 00:00,15.25,32.48,3.86,28.11,10.91,0.73,84.49,1.65,1.17,0.43,1.0,0.51,50.41,249.0,39.54,17.51,2.5,368.15,0.0,12-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-May-2019 - 00:00,12.19,28.44,2.69,22.9,15.43,0.73,98.5,1.7,1.49,0.68,1.37,0.7,159.09,457.29,34.07,17.32,2.49,406.77,0.0,13-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-May-2019 - 00:00,13.42,27.88,3.27,22.3,17.71,0.74,120.0,1.96,1.4,0.59,1.28,0.63,86.4,406.84,29.68,16.81,2.36,399.32,0.0,14-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-May-2019 - 00:00,10.16,19.12,3.58,19.74,10.3,0.48,108.24,1.48,1.18,0.36,0.79,0.38,37.7,147.42,34.61,18.08,2.56,520.58,0.0,15-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-May-2019 - 00:00,12.08,22.46,3.92,19.62,6.75,0.46,79.17,1.21,1.08,0.26,0.59,0.27,47.65,203.93,51.65,23.15,3.44,309.53,0.06,16-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-May-2019 - 00:00,13.55,25.5,4.1,27.11,11.13,0.53,104.25,1.5,1.13,0.37,0.6,0.27,22.77,255.1,43.07,17.11,2.46,485.4,0.0,17-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-May-2019 - 00:00,8.52,16.68,3.72,18.47,8.19,0.32,110.83,1.54,1.15,0.43,0.84,0.41,51.32,199.04,56.97,21.8,3.14,306.1,0.01,18-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-May-2019 - 00:00,8.58,16.9,3.67,15.05,7.12,0.38,110.58,1.26,1.29,0.47,0.95,0.44,29.7,96.22,53.58,16.69,2.37,380.75,0.0,19-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-May-2019 - 00:00,11.42,22.32,3.62,15.84,11.14,0.49,133.45,1.46,1.67,0.74,1.74,0.8,42.14,157.21,37.46,11.73,1.58,493.0,0.0,20-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-May-2019 - 00:00,13.55,25.75,4.01,15.22,9.94,0.53,97.65,1.42,1.42,0.6,1.38,0.65,49.91,314.44,34.77,14.66,2.1,305.21,0.0,21-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-May-2019 - 00:00,13.9,26.73,3.8,18.06,13.81,0.58,109.98,2.16,1.27,0.59,2.88,0.57,45.02,211.94,27.9,15.2,2.17,351.89,0.0,22-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-May-2019 - 00:00,18.12,33.5,4.58,18.78,17.51,0.7,100.01,3.46,1.3,0.61,7.84,0.65,77.08,259.23,28.75,14.7,1.68,277.11,0.0,23-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-May-2019 - 00:00,10.17,19.95,3.63,23.77,13.35,0.45,93.29,1.98,1.31,0.54,1.25,0.57,72.45,306.42,39.0,16.63,2.36,357.56,0.01,24-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-May-2019 - 00:00,7.93,15.52,3.77,23.8,8.23,0.24,81.45,1.33,1.09,0.35,0.82,0.36,40.66,105.61,61.17,20.9,3.02,341.2,0.01,25-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-May-2019 - 00:00,8.51,16.72,3.7,16.22,9.45,0.29,111.13,1.36,1.24,0.45,0.93,0.41,33.07,134.78,45.64,15.79,2.21,466.19,0.0,26-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-May-2019 - 00:00,10.98,21.32,3.74,15.54,17.29,0.31,107.56,1.42,1.68,0.79,1.41,0.63,34.84,127.03,34.25,13.04,1.79,489.15,0.0,27-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-May-2019 - 00:00,10.75,21.0,3.66,14.71,20.39,0.33,76.63,1.77,1.52,0.65,1.17,0.52,37.58,168.18,24.52,13.89,1.92,444.75,0.0,28-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-May-2019 - 00:00,9.66,18.99,3.62,15.12,21.38,0.34,62.29,1.81,1.35,0.57,1.06,0.47,35.03,175.05,20.29,16.27,2.3,447.23,0.0,29-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-May-2019 - 00:00,12.01,23.17,3.79,18.87,25.37,0.49,56.3,1.89,1.4,0.66,1.31,0.59,57.66,223.05,22.42,77.73,2.65,496.39,0.0,30-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-May-2019 - 00:00,18.04,32.76,4.96,21.59,19.21,0.6,41.22,2.28,1.49,0.91,1.78,0.79,52.08,281.78,19.53,228.06,1.73,436.32,0.0,31-May-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
31-May-2019 - 00:00,10.64,19.84,4.3,24.73,9.9,0.33,27.84,1.51,1.34,0.64,1.17,0.51,76.8,339.36,16.03,273.97,2.18,484.58,0.0,01-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Jun-2019 - 00:00,14.07,25.38,4.17,25.53,2.7,0.45,41.08,1.66,1.47,0.65,1.23,0.53,59.95,260.9,14.01,237.2,1.9,417.33,0.0,02-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Jun-2019 - 00:00,11.86,20.29,3.6,29.07,5.66,0.52,46.93,1.99,1.49,0.88,1.3,0.63,60.98,297.61,32.45,123.31,2.32,463.02,0.0,03-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Jun-2019 - 00:00,9.64,16.11,3.6,23.23,5.23,0.55,52.2,2.83,1.12,0.6,0.86,0.44,58.09,339.77,38.95,128.87,3.41,458.67,0.0,04-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Jun-2019 - 00:00,8.25,13.68,3.47,16.74,4.32,0.42,50.78,1.82,1.06,0.42,0.55,0.22,55.59,401.58,39.37,114.77,3.28,341.38,0.0,05-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Jun-2019 - 00:00,10.42,17.56,3.61,15.46,6.7,0.46,49.38,2.1,1.23,0.95,0.99,0.44,66.18,256.83,32.47,189.49,2.0,499.52,0.0,06-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Jun-2019 - 00:00,9.69,15.99,3.72,18.42,8.85,0.36,48.68,1.73,1.32,0.61,1.01,0.44,53.34,299.67,22.97,255.06,2.39,462.79,0.0,07-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Jun-2019 - 00:00,11.49,19.33,3.78,16.87,12.13,0.4,52.05,1.74,1.56,0.85,1.43,0.58,52.15,223.09,30.01,212.48,1.89,522.07,0.0,08-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Jun-2019 - 00:00,12.8,21.75,3.81,16.68,16.33,0.4,54.94,1.8,1.97,1.14,1.99,0.84,61.44,245.28,20.67,212.68,1.86,490.41,0.0,09-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Jun-2019 - 00:00,12.72,21.54,3.85,16.95,12.14,0.45,51.62,1.82,2.18,1.29,2.16,0.92,60.97,296.05,17.82,218.2,1.71,511.64,0.0,10-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Jun-2019 - 00:00,14.05,22.96,4.57,18.77,14.23,0.48,47.14,1.84,1.57,0.76,1.45,0.62,67.25,307.67,17.3,243.61,2.56,527.73,0.0,11-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Jun-2019 - 00:00,9.46,14.88,3.43,21.64,8.02,0.34,30.43,1.15,1.16,0.4,0.79,0.31,74.29,437.39,20.87,207.69,2.24,437.93,0.0,12-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Jun-2019 - 00:00,8.5,12.87,3.32,16.52,9.26,0.31,44.24,1.2,1.06,0.28,0.51,0.18,56.75,416.73,34.55,125.61,3.84,451.66,0.0,13-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Jun-2019 - 00:00,10.97,17.34,3.92,16.5,14.23,0.34,47.49,1.36,1.09,0.38,0.85,0.28,52.06,263.34,31.14,246.8,2.46,561.57,0.0,14-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Jun-2019 - 00:00,12.26,19.15,3.7,13.42,13.08,0.37,59.88,1.39,1.17,0.4,0.81,0.3,52.23,278.73,23.05,304.12,2.41,438.35,0.0,15-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Jun-2019 - 00:00,11.92,15.69,3.69,16.95,9.45,0.34,41.54,1.52,1.31,0.59,1.0,0.39,71.64,409.99,24.57,285.31,2.58,426.37,0.0,16-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Jun-2019 - 00:00,11.78,14.19,3.8,24.69,3.13,0.28,32.21,0.72,1.08,0.26,0.61,0.2,39.82,134.53,65.39,228.58,2.97,317.52,0.11,17-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Jun-2019 - 00:00,13.15,16.12,4.24,23.57,3.96,0.25,31.27,0.69,1.08,0.26,0.61,0.2,35.51,178.79,62.05,203.54,3.33,395.51,0.0,18-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Jun-2019 - 00:00,10.54,12.02,3.7,12.61,3.43,0.21,44.12,0.73,1.06,0.23,0.56,0.18,23.57,91.08,71.5,111.07,3.13,317.09,0.11,19-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Jun-2019 - 00:00,14.2,18.39,4.04,13.69,7.11,0.31,40.07,1.07,1.43,0.6,1.19,0.41,45.66,170.63,58.23,144.9,1.41,494.76,0.0,20-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Jun-2019 - 00:00,13.43,17.23,3.84,13.54,5.45,0.3,44.52,1.1,1.43,0.56,1.02,0.36,45.23,208.7,54.63,144.31,2.33,501.28,0.0,21-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Jun-2019 - 00:00,12.7,16.24,3.59,10.17,7.38,0.33,56.63,1.17,1.19,0.42,0.86,0.28,39.48,120.32,51.67,90.64,2.19,468.79,0.0,22-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Jun-2019 - 00:00,12.08,15.16,3.53,11.8,9.26,0.38,64.76,1.54,1.61,0.77,1.25,0.46,53.22,171.33,42.73,174.5,1.84,476.78,0.0,23-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Jun-2019 - 00:00,12.15,15.23,3.58,12.37,5.97,0.42,47.55,1.5,1.35,0.58,0.97,0.36,48.11,176.64,49.29,110.1,2.18,567.24,0.0,24-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Jun-2019 - 00:00,9.88,10.82,3.64,11.32,5.6,0.28,34.84,1.2,1.05,0.27,0.45,0.15,30.37,107.24,60.99,90.46,2.57,479.52,0.0,25-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Jun-2019 - 00:00,10.48,11.99,3.63,11.76,4.42,0.32,36.82,1.42,1.12,0.41,1.03,0.28,41.27,98.14,65.38,71.17,1.47,411.64,0.0,26-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Jun-2019 - 00:00,12.43,15.76,3.58,16.55,5.56,0.43,41.77,1.88,1.34,0.67,0.91,0.43,43.54,119.49,53.69,225.66,1.36,775.28,0.0,27-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Jun-2019 - 00:00,11.59,14.12,3.61,15.69,5.63,0.53,42.58,1.12,1.16,0.36,0.59,0.23,62.8,325.48,43.06,185.1,2.14,969.07,0.0,28-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Jun-2019 - 00:00,10.81,14.76,3.66,11.66,9.06,0.3,37.08,1.02,1.11,0.3,0.49,0.18,55.68,297.71,39.89,208.33,4.75,724.31,0.0,29-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Jun-2019 - 00:00,9.02,14.58,3.84,10.95,5.3,0.28,24.15,0.97,1.19,0.38,0.49,0.22,101.72,465.02,40.0,150.69,3.78,478.35,0.0,30-Jun-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Jun-2019 - 00:00,6.74,10.56,3.65,5.39,6.19,0.31,23.91,1.23,1.46,0.67,0.9,0.33,61.66,382.12,41.39,194.6,1.85,453.49,0.0,01-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Jul-2019 - 00:00,7.33,11.54,3.74,18.67,10.86,0.25,23.25,1.09,1.28,0.55,0.98,0.28,66.86,524.46,42.42,181.51,3.53,430.46,0.02,02-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Jul-2019 - 00:00,10.05,16.47,3.68,21.13,4.45,0.56,44.54,1.26,1.13,0.54,0.53,0.21,66.64,259.4,50.43,234.4,2.5,499.78,0.02,03-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Jul-2019 - 00:00,8.25,13.66,3.48,20.05,2.27,0.43,36.4,1.51,1.2,0.55,0.71,0.27,49.45,202.42,54.38,126.51,1.5,411.53,0.0,04-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Jul-2019 - 00:00,4.29,5.84,3.73,14.61,1.19,0.29,22.54,0.96,1.07,0.3,0.42,0.15,47.8,161.79,61.4,143.39,3.61,354.78,0.0,05-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Jul-2019 - 00:00,5.41,7.95,3.73,5.91,4.46,0.3,21.88,1.22,1.07,0.31,0.45,0.16,83.75,225.85,66.48,145.67,3.13,395.16,0.0,06-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Jul-2019 - 00:00,6.74,10.77,3.52,13.1,8.83,0.22,23.57,1.04,1.08,0.31,0.41,0.14,42.69,148.59,64.51,161.98,2.56,318.98,0.0,07-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Jul-2019 - 00:00,6.73,10.5,3.57,8.28,12.67,0.27,20.68,1.01,1.36,0.56,0.82,0.25,55.53,188.51,62.66,161.27,2.82,394.12,0.0,08-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Jul-2019 - 00:00,9.19,14.74,3.94,10.28,9.18,0.26,21.02,0.92,1.16,0.35,0.56,0.18,46.06,170.96,63.58,183.05,2.09,378.21,0.0,09-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Jul-2019 - 00:00,6.73,9.55,4.18,7.27,6.18,0.24,17.53,0.69,1.04,0.19,0.31,0.08,62.16,208.08,76.53,148.82,4.24,273.2,0.07,10-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Jul-2019 - 00:00,13.39,20.22,5.31,11.29,10.32,0.32,14.21,1.16,1.11,0.43,0.73,0.21,109.12,188.03,65.66,139.91,3.49,340.58,0.0,11-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Jul-2019 - 00:00,10.34,14.24,5.46,16.14,10.19,0.3,6.75,3.76,1.13,0.41,0.62,0.19,198.82,511.34,57.4,167.31,3.89,305.52,0.0,12-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Jul-2019 - 00:00,8.93,11.33,5.64,42.74,12.45,0.3,14.92,3.34,1.1,0.36,0.55,0.15,2.93,999.99,57.37,175.22,4.7,229.9,0.0,13-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Jul-2019 - 00:00,7.5,9.6,4.99,36.97,13.35,0.22,16.27,1.57,1.12,0.33,0.61,0.16,0.0,563.15,60.77,160.42,2.66,327.19,0.0,14-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Jul-2019 - 00:00,7.49,9.9,4.79,44.64,18.43,0.26,25.41,0.98,1.13,0.33,0.68,0.16,0.0,431.68,69.64,151.38,3.16,179.84,0.0,15-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Jul-2019 - 00:00,8.42,10.77,5.38,22.27,21.55,0.26,28.03,1.61,1.06,0.23,0.7,0.13,0.0,220.42,89.77,136.88,2.34,2.53,0.07,16-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Jul-2019 - 00:00,7.06,9.42,4.64,21.6,11.7,0.25,45.97,1.44,1.02,0.22,0.43,0.1,0.0,72.41,91.13,113.63,4.09,2.44,0.31,17-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Jul-2019 - 00:00,6.99,9.16,4.62,17.66,2.3,0.5,32.15,1.7,1.04,0.31,0.53,0.14,0.0,61.73,,126.1,2.98,,0.05,18-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Jul-2019 - 00:00,6.46,8.0,4.76,18.25,4.95,0.27,19.63,1.62,1.09,0.31,0.73,0.16,0.0,76.0,72.12,146.91,2.15,317.69,0.19,19-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Jul-2019 - 00:00,7.47,9.85,4.79,24.88,9.54,0.3,18.72,1.55,1.12,0.4,0.82,0.19,0.0,121.75,76.48,151.53,2.89,420.52,0.0,20-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Jul-2019 - 00:00,6.83,8.97,4.58,47.53,12.65,0.36,20.15,2.0,1.15,0.39,1.63,0.18,39.02,114.37,77.04,147.29,1.22,380.56,0.0,21-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Jul-2019 - 00:00,4.53,4.68,4.56,37.39,14.6,0.41,27.61,1.91,1.25,0.41,1.58,0.19,45.15,100.54,73.48,140.32,1.66,463.29,0.0,22-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Jul-2019 - 00:00,4.82,4.61,4.95,53.82,12.89,0.44,46.15,2.22,1.14,0.41,1.9,0.19,44.26,87.25,79.81,140.61,4.42,287.87,0.0,23-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Jul-2019 - 00:00,5.19,5.41,4.89,43.64,2.51,0.34,72.74,3.27,1.27,0.63,1.68,0.3,40.29,65.57,75.23,159.35,,448.6,0.0,24-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Jul-2019 - 00:00,5.15,5.48,4.37,40.39,4.29,0.26,78.01,3.63,1.23,0.35,0.85,0.16,37.9,79.69,72.0,159.11,,434.47,0.0,25-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Jul-2019 - 00:00,5.34,5.45,4.12,9.36,11.54,0.24,70.38,1.2,1.08,1.26,0.61,0.14,17.54,31.81,88.61,172.82,4.53,151.17,0.22,26-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Jul-2019 - 00:00,5.03,5.09,3.97,9.21,8.18,0.26,39.82,1.39,1.06,0.51,0.95,0.13,25.1,45.72,87.98,147.53,1.16,185.66,0.0,27-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Jul-2019 - 00:00,4.62,4.95,3.56,14.35,3.97,0.23,24.76,2.1,1.07,0.24,0.8,0.08,8.94,35.28,89.63,114.83,2.5,188.85,0.04,28-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Jul-2019 - 00:00,4.62,4.31,3.56,13.63,9.23,0.24,17.9,1.16,1.1,0.25,0.9,0.09,0.0,30.78,86.39,133.68,3.99,190.95,0.01,29-Jul-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
