from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
19-Jul-2019 - 00:00,63.14,161.1,36.07,3.04,21.66,44.24,11.82,0.96,52.36,1.83,108.05,0.43,141.84,31.94,72.06,748.8,20-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Jul-2019 - 00:00,47.1,121.11,38.43,2.21,22.24,50.62,7.88,1.13,33.25,1.56,90.63,0.49,112.43,31.78,75.85,748.36,21-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Jul-2019 - 00:00,49.88,117.97,31.02,1.91,18.06,55.89,6.22,1.11,30.23,1.47,64.73,0.46,125.8,31.35,78.76,748.33,22-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Jul-2019 - 00:00,56.42,125.9,32.58,2.03,18.99,59.15,7.04,1.21,33.14,1.66,64.82,0.44,111.81,32.05,78.25,748.12,23-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Jul-2019 - 00:00,64.02,149.89,40.61,2.35,23.51,58.24,8.35,1.32,49.0,1.9,71.65,0.42,126.65,33.59,72.17,748.3,24-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Jul-2019 - 00:00,56.65,143.19,36.7,1.7,20.9,64.73,8.58,0.82,22.72,1.74,76.74,0.53,144.09,30.78,79.5,748.04,25-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Jul-2019 - 00:00,19.57,47.86,27.79,1.64,16.12,37.08,4.36,0.93,25.37,0.74,65.0,0.52,162.17,28.77,86.1,748.25,26-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Jul-2019 - 00:00,26.9,47.14,21.95,1.05,12.53,32.51,4.94,0.92,25.17,0.85,61.38,0.53,90.76,28.43,90.35,748.03,27-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Jul-2019 - 00:00,18.16,27.58,15.16,1.31,9.12,28.91,2.8,0.8,26.64,0.61,48.69,0.5,108.35,28.46,91.38,748.41,28-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Jul-2019 - 00:00,13.76,32.83,9.96,0.75,5.89,32.62,2.72,0.72,26.76,0.47,43.18,0.56,104.96,30.21,82.75,748.48,29-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Jul-2019 - 00:00,14.58,42.95,10.04,0.64,5.85,42.13,3.1,0.71,28.57,0.47,43.55,0.53,106.72,31.69,75.23,747.91,30-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Jul-2019 - 00:00,23.96,64.35,16.85,1.71,10.35,46.38,7.87,0.81,23.35,0.7,47.16,0.52,77.57,31.06,78.28,748.0,31-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
31-Jul-2019 - 00:00,20.54,59.29,11.47,0.61,6.59,39.07,4.14,0.76,31.52,0.53,45.59,0.49,101.25,31.56,74.88,748.23,01-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Aug-2019 - 00:00,28.32,72.54,15.54,0.98,9.06,44.61,4.68,0.82,30.91,0.66,48.44,0.47,113.11,32.15,72.61,748.02,02-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Aug-2019 - 00:00,35.44,84.86,21.33,1.16,12.29,46.0,3.43,0.96,24.69,0.97,54.88,0.44,106.61,30.62,82.88,749.93,03-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Aug-2019 - 00:00,32.35,61.94,17.21,1.09,10.04,39.39,4.3,0.88,21.25,0.94,48.56,0.44,92.29,29.3,88.99,749.26,04-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Aug-2019 - 00:00,37.29,69.26,18.04,1.15,10.53,39.47,4.43,0.96,23.46,0.95,49.36,0.43,89.8,30.29,86.0,748.6,05-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Aug-2019 - 00:00,49.96,87.41,23.31,1.87,13.92,56.19,2.91,1.04,31.52,1.14,50.75,0.42,139.26,31.53,83.97,748.01,06-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Aug-2019 - 00:00,38.24,62.59,26.97,4.13,17.7,43.46,3.39,1.06,19.28,1.07,51.02,0.46,118.43,28.5,93.24,748.0,07-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Aug-2019 - 00:00,27.69,71.22,30.87,7.5,22.52,37.08,11.54,1.1,17.09,1.44,54.81,0.47,100.49,30.51,82.0,747.97,08-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Aug-2019 - 00:00,18.17,53.93,16.63,1.08,9.72,39.18,4.16,0.83,26.06,0.68,33.58,0.46,92.46,32.8,72.74,748.35,09-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Aug-2019 - 00:00,3.07,37.37,10.74,1.59,6.95,29.08,4.96,0.62,25.38,0.26,28.47,0.71,99.96,31.56,71.65,748.12,10-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Aug-2019 - 00:00,14.26,36.34,13.49,1.03,8.0,32.46,3.98,0.71,24.3,0.48,30.93,0.61,129.4,30.63,79.76,748.44,11-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Aug-2019 - 00:00,20.75,58.98,15.39,1.09,9.07,43.46,2.11,0.75,24.35,0.49,29.87,0.56,163.68,32.32,73.17,748.0,12-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Aug-2019 - 00:00,23.55,74.94,37.49,3.83,23.06,35.21,3.62,0.99,26.72,0.96,33.3,0.5,194.25,32.17,74.05,748.0,13-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Aug-2019 - 00:00,17.76,57.32,33.31,3.65,20.69,35.39,3.81,0.85,20.47,0.85,34.53,0.56,175.77,30.74,79.74,748.23,14-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Aug-2019 - 00:00,39.4,66.02,35.99,2.65,21.29,30.96,5.32,1.11,48.19,1.39,49.12,0.43,130.99,30.81,81.5,748.27,15-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Aug-2019 - 00:00,22.76,54.05,20.27,2.62,12.9,35.41,6.47,0.9,27.53,1.11,42.36,0.6,78.11,31.43,78.57,748.93,16-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Aug-2019 - 00:00,7.97,22.79,8.82,0.67,5.24,23.77,3.83,0.62,26.56,0.29,33.21,0.63,103.21,29.66,81.96,749.22,17-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Aug-2019 - 00:00,3.08,9.94,9.32,1.71,6.35,21.94,1.85,0.59,14.25,0.33,37.26,0.67,146.22,27.71,92.35,750.17,18-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Aug-2019 - 00:00,19.81,43.09,28.3,4.02,18.33,22.99,4.01,0.9,15.6,0.93,36.95,0.52,160.68,28.11,88.84,750.31,19-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Aug-2019 - 00:00,46.97,115.39,38.37,4.19,23.82,41.13,6.72,1.26,36.91,2.1,46.2,0.42,129.66,30.74,79.07,750.53,20-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Aug-2019 - 00:00,34.72,98.54,30.61,3.1,18.8,45.59,6.89,0.99,32.98,1.85,46.01,0.52,127.01,31.63,73.79,750.07,21-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Aug-2019 - 00:00,45.6,156.4,41.96,3.67,25.29,44.64,6.62,1.12,36.34,2.08,45.01,0.54,132.41,32.64,69.11,750.35,22-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Aug-2019 - 00:00,45.99,145.84,48.34,10.97,34.63,46.47,9.11,1.24,26.28,1.54,50.19,0.46,142.57,30.45,74.89,750.11,23-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Aug-2019 - 00:00,53.26,151.2,57.65,22.44,48.91,58.92,8.15,1.71,23.85,2.08,58.31,0.4,162.84,30.79,77.28,749.91,24-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Aug-2019 - 00:00,67.94,150.29,37.3,13.79,31.06,68.82,4.61,1.55,28.78,2.11,71.87,0.4,120.28,30.57,81.54,748.28,25-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Aug-2019 - 00:00,28.85,58.14,19.21,1.18,11.18,40.29,3.42,0.87,23.61,0.88,34.02,0.44,114.62,28.59,87.93,748.0,26-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Aug-2019 - 00:00,21.97,61.03,19.39,1.09,11.19,29.61,5.31,0.89,23.85,0.86,26.91,0.49,107.22,30.92,77.62,748.0,27-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Aug-2019 - 00:00,27.02,92.48,24.03,1.38,13.9,38.44,9.54,0.93,28.92,0.92,26.38,0.4,107.71,32.77,71.78,748.0,28-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Aug-2019 - 00:00,36.0,106.52,25.0,1.04,14.15,41.56,7.13,0.95,33.59,0.85,33.5,0.42,128.44,33.68,69.23,748.0,29-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Aug-2019 - 00:00,34.26,87.7,20.35,0.93,11.58,39.48,4.8,0.88,34.68,0.88,40.72,0.5,140.2,32.81,72.72,748.0,30-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Aug-2019 - 00:00,37.33,96.89,24.03,1.43,13.95,38.19,4.62,0.97,36.2,1.26,32.72,0.44,149.32,32.63,73.49,748.0,31-Aug-2019 - 00:00,"Sector-116, Noida - UPPCB"
31-Aug-2019 - 00:00,56.22,136.98,32.16,1.46,18.3,43.81,8.23,1.17,60.18,1.7,34.34,0.48,150.82,33.76,68.83,749.28,01-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Sep-2019 - 00:00,20.19,55.44,22.67,1.97,13.66,34.37,9.14,0.91,27.56,0.71,30.93,0.53,111.53,29.85,83.4,750.25,02-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Sep-2019 - 00:00,47.04,108.8,27.12,1.52,15.66,34.01,16.8,0.98,40.63,1.06,31.3,0.44,116.89,32.13,75.31,749.04,03-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Sep-2019 - 00:00,68.55,167.66,36.06,2.0,20.8,42.01,9.54,1.22,40.21,2.63,43.42,0.45,121.07,33.16,72.41,749.0,04-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Sep-2019 - 00:00,59.25,128.9,31.21,1.43,17.77,47.44,6.19,1.18,32.69,2.0,32.61,0.46,114.86,31.92,79.77,748.03,05-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Sep-2019 - 00:00,24.55,68.35,17.47,0.93,10.05,34.98,5.46,0.89,24.0,0.57,23.98,0.46,110.18,31.35,80.91,749.3,06-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Sep-2019 - 00:00,25.93,63.84,17.54,0.99,10.14,33.13,4.99,0.86,26.95,1.11,25.12,0.56,144.11,31.92,78.75,750.74,07-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Sep-2019 - 00:00,26.41,63.61,21.02,1.19,12.15,35.34,5.02,0.89,22.45,1.28,34.8,1.11,144.25,30.75,83.67,750.78,08-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Sep-2019 - 00:00,39.03,91.56,21.96,2.03,13.34,30.83,8.69,0.91,28.18,2.23,27.31,1.38,110.03,31.81,77.04,749.3,09-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Sep-2019 - 00:00,51.12,151.4,29.26,1.2,16.54,37.64,9.91,1.12,45.28,1.31,33.06,1.95,69.66,33.4,69.29,749.31,10-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Sep-2019 - 00:00,80.61,188.12,37.24,1.37,20.92,41.45,13.6,1.32,66.59,1.76,35.98,1.3,120.07,33.54,67.49,749.42,11-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Sep-2019 - 00:00,77.03,182.84,43.71,2.57,25.33,48.53,9.95,1.19,48.1,1.54,65.67,1.19,140.7,33.94,68.39,749.16,12-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Sep-2019 - 00:00,45.85,103.66,21.72,1.09,12.44,41.25,5.75,0.76,31.57,2.52,37.51,2.14,142.54,32.43,76.34,749.66,13-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Sep-2019 - 00:00,30.69,77.39,17.31,0.87,9.91,30.73,4.79,0.72,26.61,0.83,35.82,1.69,121.41,32.12,74.92,750.59,14-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Sep-2019 - 00:00,20.41,52.01,13.85,1.37,8.48,24.63,8.86,0.74,24.2,0.55,34.08,2.07,106.65,31.12,77.51,750.68,15-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Sep-2019 - 00:00,31.01,66.46,18.21,1.24,10.7,23.25,9.86,0.77,22.62,0.75,30.98,1.6,117.07,30.77,79.71,750.19,16-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Sep-2019 - 00:00,70.89,158.04,31.69,1.42,18.01,35.31,7.48,,52.95,1.7,45.8,1.48,104.18,32.42,71.99,749.82,17-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Sep-2019 - 00:00,72.11,150.02,27.22,1.18,15.44,37.16,6.95,0.53,51.68,1.82,38.41,2.0,143.34,32.13,68.61,749.29,18-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Sep-2019 - 00:00,27.55,72.14,17.69,0.95,10.18,27.27,8.77,0.62,38.0,0.94,33.46,2.03,121.61,29.75,69.79,743.0,19-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Sep-2019 - 00:00,15.2,46.95,14.2,0.74,8.15,21.03,3.62,0.66,26.7,0.68,25.64,2.08,123.19,28.27,76.77,743.0,20-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Sep-2019 - 00:00,34.47,88.03,20.56,1.08,11.82,30.35,5.77,0.82,27.27,1.34,29.61,1.72,123.81,29.59,72.17,743.0,21-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Sep-2019 - 00:00,28.13,83.19,22.3,2.12,13.59,26.82,8.39,0.83,27.49,3.25,30.41,2.02,161.47,29.52,73.69,744.26,22-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Sep-2019 - 00:00,21.84,53.16,23.72,2.4,14.56,33.3,8.07,0.81,14.64,1.33,35.88,1.82,125.24,26.19,84.65,743.0,23-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Sep-2019 - 00:00,19.73,56.44,17.64,0.95,10.15,25.09,5.05,0.7,27.47,0.97,30.0,1.66,146.2,27.51,78.49,743.0,24-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Sep-2019 - 00:00,30.76,76.08,24.16,2.39,14.8,30.08,10.86,0.78,23.07,1.27,37.84,1.71,130.01,28.23,76.34,743.0,25-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Sep-2019 - 00:00,25.29,64.71,20.73,1.43,12.18,29.83,6.87,0.81,22.02,1.2,35.51,1.74,102.44,28.21,78.74,743.0,26-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Sep-2019 - 00:00,13.42,41.57,14.39,1.2,8.63,27.27,3.55,0.61,17.35,0.78,22.24,2.06,100.79,28.55,77.02,743.0,27-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Sep-2019 - 00:00,10.35,30.66,19.34,2.02,11.93,23.19,7.4,0.44,12.73,0.59,22.4,2.12,90.52,27.23,81.05,743.0,28-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Sep-2019 - 00:00,13.5,40.7,17.06,1.5,10.29,24.68,4.76,0.42,15.43,0.8,24.51,2.26,92.44,27.08,80.28,743.0,29-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Sep-2019 - 00:00,7.27,27.3,16.92,1.82,10.44,19.82,9.1,0.43,16.58,0.72,23.28,1.9,114.85,26.47,81.9,743.0,30-Sep-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Sep-2019 - 00:00,20.83,58.81,23.46,1.97,14.08,25.46,4.83,0.54,19.7,1.09,30.99,1.59,140.62,26.88,80.29,743.0,01-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Oct-2019 - 00:00,30.0,74.45,26.51,2.07,15.78,35.89,4.52,0.61,19.38,2.38,36.5,1.71,141.84,27.16,80.84,743.0,02-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Oct-2019 - 00:00,44.99,122.65,37.3,9.17,27.29,40.05,6.96,0.91,23.36,2.28,46.47,1.18,141.04,28.38,72.04,743.0,03-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Oct-2019 - 00:00,72.09,173.33,40.05,5.72,25.96,56.6,10.64,0.96,52.75,3.39,48.25,1.5,147.45,28.87,69.45,743.0,04-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Oct-2019 - 00:00,49.53,105.41,46.23,4.97,28.63,43.05,9.93,0.79,43.72,2.3,38.95,2.34,121.84,27.43,69.86,743.0,05-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Oct-2019 - 00:00,35.87,112.15,45.98,3.78,27.54,33.94,7.27,0.78,35.87,2.44,45.13,2.07,115.74,27.83,58.12,743.0,06-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Oct-2019 - 00:00,55.66,149.76,44.19,1.92,25.07,39.41,7.83,0.81,45.62,2.5,40.18,1.87,124.72,28.39,58.73,743.0,07-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Oct-2019 - 00:00,58.3,147.44,38.91,1.97,22.3,38.62,9.34,0.77,47.5,2.1,34.49,2.09,134.49,28.11,61.38,743.0,08-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Oct-2019 - 00:00,41.91,125.01,40.59,3.03,24.06,33.08,7.68,0.69,43.98,2.05,30.27,1.88,115.32,27.88,55.11,743.0,09-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Oct-2019 - 00:00,79.93,200.71,53.92,6.63,34.07,50.63,10.66,1.08,40.06,2.9,54.78,1.27,123.7,28.01,55.23,743.01,10-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Oct-2019 - 00:00,93.25,200.48,49.47,3.17,28.88,52.46,14.79,1.04,44.19,2.73,53.71,1.5,113.15,28.61,51.55,743.0,11-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Oct-2019 - 00:00,118.43,223.33,68.91,6.9,42.27,65.67,27.75,1.23,51.02,3.7,50.4,1.29,116.93,28.39,53.84,743.0,12-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Oct-2019 - 00:00,129.72,258.56,73.72,13.87,50.48,86.49,22.05,1.51,62.03,5.64,54.81,1.43,108.42,28.67,57.04,743.0,13-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Oct-2019 - 00:00,158.21,309.08,80.09,17.7,56.99,99.29,19.43,1.69,57.84,7.06,68.28,1.35,100.94,28.59,55.57,743.0,14-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Oct-2019 - 00:00,119.97,259.32,76.37,18.17,55.4,93.57,20.13,1.54,52.6,4.87,58.68,1.18,103.75,28.56,57.69,743.0,15-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Oct-2019 - 00:00,164.47,336.5,78.03,15.57,54.16,108.43,18.2,1.8,43.57,5.87,52.19,0.99,133.65,28.75,58.92,743.0,16-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Oct-2019 - 00:00,147.3,281.17,48.95,2.43,28.01,94.06,12.52,1.28,42.01,3.19,30.41,1.12,120.03,28.58,61.25,743.0,17-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Oct-2019 - 00:00,117.98,219.06,39.93,1.56,22.5,79.74,7.62,0.93,43.76,2.46,26.44,1.12,139.05,28.01,59.54,743.0,18-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Oct-2019 - 00:00,95.14,224.81,43.24,2.47,25.01,74.32,13.1,0.9,39.97,2.22,32.68,1.85,120.19,28.09,55.48,743.0,19-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Oct-2019 - 00:00,88.2,205.28,75.95,25.49,61.12,78.57,10.38,1.36,47.75,4.16,49.04,1.37,118.39,27.53,53.17,743.0,20-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Oct-2019 - 00:00,102.21,201.67,73.39,11.31,48.23,73.79,18.4,1.23,48.72,4.41,49.12,1.57,122.44,28.12,44.51,743.0,21-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Oct-2019 - 00:00,123.89,222.9,74.03,5.15,43.58,71.62,22.44,1.11,68.21,3.7,42.61,1.69,124.85,27.36,44.45,743.0,22-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Oct-2019 - 00:00,92.56,191.46,81.45,24.37,63.14,74.36,9.83,1.18,28.36,4.91,36.91,1.85,174.44,26.59,46.3,743.0,23-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Oct-2019 - 00:00,123.79,269.27,97.53,55.53,97.03,101.68,9.8,1.9,35.27,6.63,53.49,1.31,150.07,26.76,48.34,743.0,24-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Oct-2019 - 00:00,184.86,322.0,73.94,6.88,44.92,100.44,16.89,1.61,32.94,6.08,48.37,1.01,102.96,26.36,53.68,743.0,25-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Oct-2019 - 00:00,126.27,241.54,59.36,11.12,40.61,85.34,10.55,1.23,34.41,3.73,30.78,1.14,133.35,25.78,52.47,743.0,26-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Oct-2019 - 00:00,143.9,259.57,73.66,11.16,57.84,102.02,9.1,1.68,28.98,5.18,40.27,1.1,164.17,25.67,57.95,743.0,27-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Oct-2019 - 00:00,219.7,347.88,87.36,20.22,73.82,108.49,11.65,1.96,32.25,6.41,44.01,1.43,159.22,26.12,54.23,743.0,28-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Oct-2019 - 00:00,349.67,490.97,111.79,31.62,85.17,108.08,15.55,2.11,30.83,6.08,34.47,0.97,172.47,25.93,55.86,743.0,29-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Oct-2019 - 00:00,365.2,539.9,158.72,51.04,125.92,161.41,9.85,3.12,13.49,9.32,51.83,0.86,132.85,25.4,63.52,743.0,30-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Oct-2019 - 00:00,361.83,545.52,149.19,65.39,163.66,178.98,10.59,3.59,14.04,9.44,59.61,0.84,169.2,26.12,60.85,743.0,31-Oct-2019 - 00:00,"Sector-116, Noida - UPPCB"
31-Oct-2019 - 00:00,374.78,588.38,163.39,83.86,177.02,173.18,12.35,3.83,17.95,11.29,83.28,0.93,162.51,25.8,57.45,743.0,01-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Nov-2019 - 00:00,421.35,613.39,164.89,67.67,142.72,160.35,11.41,4.59,24.5,11.6,89.12,0.99,176.05,26.5,57.1,743.0,02-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Nov-2019 - 00:00,319.9,461.5,116.78,25.03,82.47,128.61,10.05,,16.48,6.8,48.69,1.29,149.2,25.99,60.21,743.0,03-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Nov-2019 - 00:00,489.86,558.82,113.04,37.41,83.15,135.47,3.68,,12.59,7.66,37.03,1.49,165.71,24.77,65.58,743.0,04-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Nov-2019 - 00:00,307.2,396.77,96.35,18.9,64.97,99.7,8.62,0.7,19.25,5.1,31.99,1.61,172.16,25.51,56.89,743.0,05-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Nov-2019 - 00:00,227.07,319.57,91.65,41.76,82.7,88.5,10.44,1.13,22.11,4.87,26.95,1.7,178.91,25.44,50.72,743.0,06-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Nov-2019 - 00:00,113.72,205.31,77.59,49.8,81.75,90.9,7.22,0.98,25.56,5.38,32.13,1.8,177.79,24.86,49.92,743.0,07-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Nov-2019 - 00:00,216.22,314.65,69.43,9.11,44.34,104.6,7.18,1.57,14.05,8.32,52.3,1.47,110.43,22.5,63.85,743.0,08-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Nov-2019 - 00:00,164.09,260.89,88.19,24.89,67.15,103.35,16.03,1.4,25.21,9.91,60.15,1.26,129.47,24.22,57.77,743.0,09-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Nov-2019 - 00:00,124.01,198.15,70.93,8.32,44.5,78.12,18.61,1.0,24.85,8.59,62.17,1.87,136.21,24.86,48.64,743.0,10-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Nov-2019 - 00:00,221.93,317.44,66.73,7.08,41.25,86.41,16.19,1.28,32.63,9.14,54.38,1.78,133.92,24.14,39.71,743.0,11-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Nov-2019 - 00:00,320.7,442.45,,,,,21.46,1.68,66.9,10.87,67.21,1.48,105.12,23.56,38.42,743.0,12-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Nov-2019 - 00:00,434.34,568.78,,,,,24.97,1.77,47.01,12.27,73.12,1.29,132.14,22.69,44.79,743.0,13-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Nov-2019 - 00:00,394.82,542.24,237.04,77.61,189.18,142.17,23.82,0.92,49.62,13.02,81.69,1.06,138.32,22.96,52.28,743.0,14-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Nov-2019 - 00:00,402.08,566.41,221.18,62.77,168.69,167.47,15.83,,44.41,14.0,92.72,0.77,128.31,22.33,62.89,743.0,15-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Nov-2019 - 00:00,329.81,461.02,168.62,72.1,148.31,138.68,16.68,3.91,30.15,13.41,77.75,1.29,168.89,23.22,60.68,743.0,16-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Nov-2019 - 00:00,133.07,237.02,107.34,7.9,63.52,74.03,13.11,2.11,39.88,8.38,57.74,2.56,126.29,24.21,52.72,743.0,17-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Nov-2019 - 00:00,82.41,141.71,85.83,2.49,47.67,51.49,6.94,1.84,17.57,4.99,31.56,2.27,145.41,23.53,49.54,743.0,18-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Nov-2019 - 00:00,104.05,156.99,106.4,23.73,75.88,63.04,5.56,2.34,18.38,6.55,34.81,1.65,171.69,22.09,57.3,743.0,19-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Nov-2019 - 00:00,148.88,230.6,145.23,48.86,116.96,79.72,7.01,2.9,16.68,10.46,50.3,1.22,174.93,22.02,54.3,743.0,20-Nov-2019 - 00:00,"Sector-116, Noida - UPPCB"
