from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,21-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,22-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,24-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,25-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,26-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,27-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,28-Feb-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,01-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Sector-116, Noida - UPPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,17-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,19-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,20-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,21-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-May-2019 - 00:00,,,,,,,,,,,,,,,,,07-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-May-2019 - 00:00,,,,,,,,,,,,,,,,,18-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-May-2019 - 00:00,,,,,,,,,,,,,,,,,19-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-May-2019 - 00:00,,,,,,,,,,,,,,,,,20-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-May-2019 - 00:00,,,,,,,,,,,,,,,,,21-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-May-2019 - 00:00,,,,,,,,,,,,,,,,,23-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-May-2019 - 00:00,,,,,,,,,,,,,,,,,25-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-May-2019 - 00:00,,,,,,,,,,,,,,,,,26-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-May-2019 - 00:00,,,,,,,,,,,,,,,,,27-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-May-2019 - 00:00,,,,,,,,,,,,,,,,,28-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-May-2019 - 00:00,,,,,,,,,,,,,,,,,29-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-May-2019 - 00:00,,,,,,,,,,,,,,,,,30-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-May-2019 - 00:00,,,,,,,,,,,,,,,,,31-May-2019 - 00:00,"Sector-116, Noida - UPPCB"
31-May-2019 - 00:00,,,,,,,,,,,,,,,,,01-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,08-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,13-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,14-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,15-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,16-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,19-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
19-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,20-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
20-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,21-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
21-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,22-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
22-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,23-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
24-Jun-2019 - 00:00,14.64,92.71,12.29,0.86,7.24,16.74,10.56,1.04,51.2,0.59,104.71,0.64,97.5,32.18,63.81,748.45,25-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
25-Jun-2019 - 00:00,40.44,121.01,19.61,0.64,10.94,24.44,14.27,1.08,73.11,1.56,104.83,0.46,106.08,33.82,59.9,748.16,26-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
26-Jun-2019 - 00:00,61.01,183.35,33.39,1.02,18.59,37.07,18.69,1.29,71.18,2.16,112.89,0.5,112.08,36.76,50.1,748.15,27-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
27-Jun-2019 - 00:00,66.6,286.89,50.45,5.63,31.41,40.76,21.45,1.42,61.99,2.61,122.57,0.54,150.26,36.57,43.39,748.27,28-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
28-Jun-2019 - 00:00,46.53,253.74,52.07,5.9,32.5,31.42,11.81,1.22,47.86,2.54,112.53,0.51,154.67,37.16,39.33,748.41,29-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
29-Jun-2019 - 00:00,49.01,311.29,41.59,7.11,27.9,25.47,10.59,1.14,40.49,1.74,102.46,0.53,161.65,38.82,34.64,748.72,30-Jun-2019 - 00:00,"Sector-116, Noida - UPPCB"
30-Jun-2019 - 00:00,61.76,345.24,38.32,4.53,24.07,36.07,17.9,1.13,44.71,2.07,112.22,0.56,115.98,38.75,37.76,749.78,01-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
01-Jul-2019 - 00:00,60.0,249.92,29.03,1.45,16.62,39.26,17.86,1.15,68.38,1.69,95.09,0.54,101.68,37.07,45.32,748.97,02-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
02-Jul-2019 - 00:00,65.01,271.6,26.68,1.28,15.23,41.96,18.43,1.11,71.61,1.39,92.99,0.59,103.92,36.05,51.23,748.24,03-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
03-Jul-2019 - 00:00,30.17,108.25,15.49,0.76,8.86,27.85,11.07,0.92,44.24,1.04,96.65,0.53,135.28,34.96,57.74,748.4,04-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
04-Jul-2019 - 00:00,37.69,119.52,27.75,1.77,16.19,35.53,11.62,1.14,31.16,1.91,108.49,0.61,126.38,32.69,69.4,748.45,05-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
05-Jul-2019 - 00:00,42.4,92.51,35.98,3.74,22.18,40.84,18.06,1.2,26.94,2.25,97.64,0.61,125.95,30.04,79.77,748.3,06-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
06-Jul-2019 - 00:00,29.81,63.75,22.85,3.02,14.6,37.4,11.24,0.9,41.17,1.1,85.2,0.53,139.42,31.82,73.05,748.0,07-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
07-Jul-2019 - 00:00,38.4,102.61,30.4,1.27,17.2,35.23,10.71,1.08,55.11,1.53,78.1,0.44,122.93,32.71,69.5,748.33,08-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
08-Jul-2019 - 00:00,53.51,145.89,26.05,1.41,15.0,45.49,10.9,0.99,52.96,1.27,80.53,0.52,145.68,33.3,68.42,749.81,09-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
09-Jul-2019 - 00:00,41.24,115.55,29.92,2.37,17.84,42.33,11.95,0.96,29.94,1.18,88.25,0.58,158.7,31.09,75.52,749.15,10-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
10-Jul-2019 - 00:00,70.54,348.05,31.76,2.53,18.95,42.23,10.27,1.04,24.24,1.43,82.71,0.49,156.44,33.61,69.03,748.89,11-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
11-Jul-2019 - 00:00,66.73,397.88,23.36,2.11,14.13,36.07,7.48,0.86,29.11,0.86,75.57,0.56,161.51,35.23,57.7,748.76,12-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
12-Jul-2019 - 00:00,71.15,400.46,19.96,1.9,12.15,43.67,6.83,0.92,23.13,1.02,73.52,0.48,132.07,34.05,68.29,748.34,13-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
13-Jul-2019 - 00:00,57.71,339.59,18.57,1.38,10.99,32.23,5.93,0.84,27.26,0.81,71.69,0.6,159.27,35.19,55.48,748.12,14-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
14-Jul-2019 - 00:00,54.11,299.71,15.8,1.08,9.29,35.16,7.86,0.8,38.46,0.86,70.85,0.64,122.8,33.64,59.02,748.35,15-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
15-Jul-2019 - 00:00,29.68,124.26,22.21,2.06,13.49,29.25,8.46,0.79,30.91,0.73,69.13,0.59,114.28,29.17,77.39,748.21,16-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
16-Jul-2019 - 00:00,24.46,66.18,19.41,1.27,11.36,27.08,15.74,0.75,34.69,0.67,65.98,0.62,91.54,28.66,78.93,747.96,17-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
17-Jul-2019 - 00:00,40.78,91.89,30.93,2.01,18.09,29.31,7.68,1.03,50.3,1.73,76.99,0.5,105.17,28.22,83.39,749.43,18-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
18-Jul-2019 - 00:00,37.29,85.69,38.57,3.7,23.52,28.63,6.1,0.79,42.17,1.52,73.31,0.47,177.03,28.46,82.67,749.46,19-Jul-2019 - 00:00,"Sector-116, Noida - UPPCB"
