from date,Benzene,Eth-Benzene,MP-Xylene,BP,O Xylene,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
13-Apr-2019 - 00:00,0.72,0.02,0.0,757.51,1.2,183.93,67.77,0.0,21.65,229.23,35.56,212.37,1.36,0.47,23.34,3.7,34.12,37.82,34.68,30.36,14-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Apr-2019 - 00:00,0.64,0.0,0.0,757.47,1.24,229.09,71.28,0.0,20.36,228.74,35.92,219.17,1.37,0.44,24.19,2.81,35.09,37.88,33.57,16.84,15-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Apr-2019 - 00:00,0.69,0.0,0.0,757.24,1.21,366.43,124.08,0.0,23.62,194.27,35.12,243.81,2.39,0.41,23.83,3.64,31.15,34.75,46.03,14.24,16-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Apr-2019 - 00:00,0.34,0.0,0.0,757.39,0.88,723.72,301.8,0.0,38.35,182.19,29.74,186.92,2.01,0.25,18.45,3.3,27.61,27.21,40.04,17.1,17-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Apr-2019 - 00:00,0.44,0.01,0.0,758.11,0.89,124.6,46.88,0.0,44.72,250.65,27.92,212.24,2.02,0.54,19.28,3.9,32.66,36.56,42.48,5.89,18-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Apr-2019 - 00:00,0.27,0.0,0.0,759.16,0.62,102.07,38.84,0.0,40.32,302.7,29.19,252.91,1.76,0.36,21.61,3.31,27.82,31.14,57.15,6.5,19-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Apr-2019 - 00:00,0.42,0.01,0.0,758.61,0.61,102.99,35.06,0.05,35.27,294.45,30.11,181.91,1.22,0.43,18.73,3.43,33.81,37.24,50.54,6.26,20-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Apr-2019 - 00:00,0.95,0.04,0.01,756.78,1.58,132.22,47.38,0.0,26.93,287.91,32.74,207.95,1.16,0.72,25.43,8.09,44.78,52.87,39.58,8.86,21-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Apr-2019 - 00:00,1.09,0.12,0.04,756.28,1.4,165.83,54.82,0.0,23.54,276.91,34.26,203.73,1.07,0.85,27.91,6.11,45.28,51.38,39.79,17.6,22-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Apr-2019 - 00:00,1.89,0.44,0.18,756.55,1.19,177.91,66.96,0.0,21.46,277.27,35.64,228.95,1.16,0.96,25.33,11.2,44.36,55.55,37.84,10.03,23-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Apr-2019 - 00:00,0.67,0.02,0.0,757.09,1.22,173.76,64.76,0.0,19.26,276.94,36.89,237.54,1.4,0.72,27.36,3.71,33.32,37.02,39.64,23.42,24-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Apr-2019 - 00:00,0.62,0.0,0.0,757.66,1.43,144.62,63.07,0.0,19.04,273.27,36.85,241.05,1.65,0.54,28.83,2.64,36.44,39.07,43.05,39.23,25-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Apr-2019 - 00:00,0.75,0.01,0.0,757.55,1.27,154.59,61.87,0.0,22.71,281.43,36.14,227.39,1.53,0.53,22.11,3.3,30.01,32.49,36.93,14.34,26-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Apr-2019 - 00:00,0.71,0.0,0.0,756.55,1.33,164.19,62.99,0.0,27.06,328.56,37.06,251.64,1.6,0.54,23.14,3.4,25.05,28.45,41.03,8.9,27-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Apr-2019 - 00:00,0.71,0.0,0.0,755.36,1.43,184.53,91.1,0.0,17.02,272.13,37.58,249.87,1.68,0.51,23.28,3.7,35.27,38.96,35.0,32.64,28-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Apr-2019 - 00:00,0.84,0.01,0.0,754.69,1.31,190.67,90.77,0.0,13.84,275.85,37.06,233.51,1.57,0.74,20.98,4.17,40.38,44.59,43.81,24.57,29-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Apr-2019 - 00:00,0.54,0.0,0.0,754.59,1.09,161.88,75.12,0.0,20.98,286.23,37.27,218.47,1.69,0.62,22.79,3.16,26.87,30.02,40.65,5.32,30-Apr-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Apr-2019 - 00:00,0.23,0.0,0.0,753.66,0.71,180.67,68.52,0.0,25.21,301.3,36.66,224.0,2.17,0.42,17.9,3.38,24.37,27.23,41.33,11.25,01-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-May-2019 - 00:00,0.08,0.0,0.0,753.21,1.1,369.35,128.95,0.0,26.79,253.36,36.84,245.12,1.87,0.51,20.8,3.15,28.72,30.4,52.28,12.06,02-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-May-2019 - 00:00,0.08,0.0,0.0,753.7,1.59,210.09,86.96,0.0,21.76,262.28,37.05,251.06,1.86,0.5,18.86,2.66,31.59,33.66,52.33,11.55,03-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-May-2019 - 00:00,0.07,0.0,0.0,754.36,1.52,233.87,89.49,0.0,21.67,241.92,36.22,196.65,1.78,0.5,23.77,2.94,34.34,37.27,63.82,7.27,04-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-May-2019 - 00:00,0.04,0.0,0.0,755.84,1.48,120.02,52.41,0.0,25.32,256.4,36.17,185.09,1.37,0.45,24.03,4.06,30.38,34.44,60.86,6.33,05-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-May-2019 - 00:00,0.08,0.0,0.0,756.74,1.82,158.35,66.59,0.0,27.36,263.3,36.22,226.38,1.43,0.6,23.47,4.3,40.26,44.56,47.86,11.68,06-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-May-2019 - 00:00,0.06,0.0,0.0,756.14,1.39,169.82,67.53,0.0,21.81,274.0,36.29,228.95,1.71,0.5,25.14,4.23,28.13,32.35,47.77,7.28,07-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-May-2019 - 00:00,0.03,0.0,0.0,755.5,1.38,176.95,66.9,0.0,21.14,279.92,36.54,226.7,2.01,0.4,26.54,4.09,23.62,27.71,47.51,5.89,08-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-May-2019 - 00:00,0.02,0.0,0.0,755.88,1.33,179.05,66.18,0.0,22.98,282.62,35.84,229.26,2.16,0.39,21.55,4.06,23.82,27.87,53.45,6.13,09-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-May-2019 - 00:00,0.2,0.0,0.0,755.7,4.84,206.69,78.94,0.0,25.88,294.84,34.91,228.62,2.32,0.39,20.23,3.99,22.74,26.72,51.99,3.97,10-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-May-2019 - 00:00,0.19,0.01,0.0,755.57,1.18,145.38,64.49,0.0,39.05,291.45,33.39,233.02,1.85,0.4,23.0,3.66,23.2,26.86,34.79,5.57,11-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-May-2019 - 00:00,0.4,0.01,0.0,756.3,1.3,161.95,60.59,0.01,45.4,324.64,33.84,231.27,1.91,0.44,32.61,3.46,38.61,39.85,51.44,3.91,12-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-May-2019 - 00:00,0.34,0.02,0.0,756.34,1.21,199.85,63.82,0.02,55.01,269.27,31.48,242.49,2.25,1.17,38.95,5.66,38.23,42.07,40.38,4.08,13-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-May-2019 - 00:00,0.86,0.03,0.0,754.94,2.68,261.78,82.85,0.0,36.75,278.77,35.11,221.22,1.58,0.84,30.75,4.57,34.71,39.28,39.49,9.84,14-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-May-2019 - 00:00,0.74,0.0,0.0,754.96,2.98,257.73,77.6,0.0,38.26,294.08,34.92,179.36,2.76,0.43,27.26,3.26,30.51,33.77,52.39,6.77,15-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-May-2019 - 00:00,1.05,0.0,0.0,755.53,3.05,203.45,91.36,0.0,40.35,294.24,35.32,233.77,2.05,0.47,26.29,3.37,27.67,31.04,46.09,5.73,16-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-May-2019 - 00:00,0.87,0.02,0.0,756.34,3.05,234.86,71.22,0.0,39.07,284.7,34.07,226.17,2.15,0.46,25.78,3.34,31.05,34.38,57.15,9.4,17-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-May-2019 - 00:00,0.81,0.0,0.0,757.3,4.97,196.84,59.68,0.1,77.81,235.97,27.48,193.91,1.93,0.47,33.49,4.06,34.29,38.35,35.71,3.16,18-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-May-2019 - 00:00,2.18,0.11,0.03,756.65,8.0,121.41,54.53,0.0,62.64,296.23,31.24,218.2,1.28,0.69,45.84,5.55,55.99,61.54,42.63,5.27,19-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-May-2019 - 00:00,2.24,0.15,0.04,756.46,7.99,152.83,56.8,0.0,47.42,271.32,34.33,224.63,1.15,0.71,42.38,7.4,66.9,74.3,45.12,9.18,20-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-May-2019 - 00:00,1.38,0.01,0.0,756.71,4.36,147.55,54.5,0.0,42.04,285.86,35.87,244.45,1.44,0.58,54.27,5.87,55.53,61.4,31.69,8.09,21-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-May-2019 - 00:00,0.37,0.0,0.0,755.92,1.23,125.21,55.36,0.0,40.06,283.24,36.59,222.08,1.46,0.49,35.15,5.75,45.58,51.33,39.81,7.35,22-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-May-2019 - 00:00,0.42,0.0,0.0,755.06,1.18,140.9,55.46,0.0,38.44,265.75,37.12,221.32,1.73,0.51,31.02,5.56,42.28,47.84,44.63,9.44,23-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-May-2019 - 00:00,0.37,0.0,0.0,754.53,0.94,175.37,49.35,0.0,35.86,283.48,37.26,231.69,1.92,0.47,24.27,5.18,39.41,44.59,40.66,7.84,24-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-May-2019 - 00:00,0.4,0.0,0.0,755.2,1.12,227.98,74.42,0.0,43.05,268.33,36.5,248.28,2.12,0.48,30.84,4.55,30.16,34.71,52.52,5.65,25-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-May-2019 - 00:00,1.29,0.04,0.01,755.19,3.18,142.53,70.04,0.0,29.3,280.49,37.82,230.54,1.32,0.59,30.26,4.42,44.79,49.21,77.24,12.92,26-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-May-2019 - 00:00,1.94,0.0,0.0,754.46,5.35,151.88,51.85,0.0,30.54,258.45,37.75,243.27,1.71,0.56,30.65,4.49,36.94,41.42,56.71,13.82,27-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-May-2019 - 00:00,1.19,0.0,0.0,754.44,3.42,146.49,70.43,0.0,29.63,267.97,38.04,243.17,1.65,0.51,26.62,4.06,37.22,41.28,48.58,13.77,28-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-May-2019 - 00:00,0.46,0.0,0.0,754.3,1.0,182.8,72.05,0.0,32.93,243.99,38.53,234.65,1.61,0.46,27.64,3.6,31.59,35.19,49.64,11.66,29-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-May-2019 - 00:00,0.34,0.0,0.0,753.64,0.93,241.18,49.22,0.0,33.72,247.51,38.92,223.23,1.54,0.41,22.84,3.32,29.5,32.82,51.94,4.9,30-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-May-2019 - 00:00,0.29,0.0,0.0,753.36,0.91,165.37,52.5,0.0,33.67,254.66,39.14,214.94,1.61,0.4,21.45,3.52,31.53,35.04,43.13,5.62,31-May-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-May-2019 - 00:00,0.28,0.0,0.0,753.22,0.84,119.45,45.01,0.0,32.24,271.2,39.35,214.02,1.55,0.42,20.34,3.23,30.9,34.12,45.47,4.92,01-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Jun-2019 - 00:00,0.31,0.0,0.0,753.46,1.0,131.49,49.6,0.0,33.99,270.67,39.94,242.1,2.11,0.44,22.38,3.56,28.67,32.23,48.57,4.47,02-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Jun-2019 - 00:00,0.29,0.0,0.0,753.39,0.96,194.27,64.31,0.0,34.21,274.35,40.46,238.36,2.06,0.41,20.55,3.31,27.32,30.62,50.16,5.13,03-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Jun-2019 - 00:00,0.28,0.0,0.0,751.11,0.84,142.91,59.44,0.0,31.27,270.31,40.22,240.96,2.17,0.37,19.55,3.54,26.74,28.4,49.43,8.71,04-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Jun-2019 - 00:00,0.25,0.0,0.0,748.32,0.73,158.87,56.98,0.0,31.5,275.48,39.32,236.02,2.29,0.47,21.09,3.43,24.71,28.13,45.46,8.58,05-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Jun-2019 - 00:00,0.28,0.0,0.0,744.84,0.77,136.67,48.58,0.0,38.46,277.12,38.22,242.83,2.15,0.45,19.74,3.71,25.37,29.07,42.8,3.86,06-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Jun-2019 - 00:00,0.62,0.0,0.0,740.48,3.06,147.15,50.43,0.0,41.16,250.74,39.25,243.96,1.81,0.46,27.26,3.36,29.72,33.08,46.08,4.44,07-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Jun-2019 - 00:00,1.92,0.02,0.0,738.99,6.64,191.74,84.31,0.0,29.48,246.96,39.85,228.24,1.34,0.68,28.16,3.1,43.3,46.4,55.69,10.53,08-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Jun-2019 - 00:00,1.32,0.0,0.0,732.57,4.68,169.15,89.17,0.0,25.14,231.65,40.25,223.97,1.37,0.56,25.81,3.54,32.19,35.73,58.53,10.73,09-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Jun-2019 - 00:00,0.87,0.0,0.0,728.57,3.93,116.61,60.79,0.0,27.93,238.62,40.46,234.3,1.71,0.51,23.73,4.18,29.08,33.26,56.2,12.11,10-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Jun-2019 - 00:00,1.08,0.0,0.0,730.08,4.09,127.44,49.83,0.0,30.78,232.35,39.56,242.82,2.06,0.47,20.66,3.99,27.85,31.83,47.18,10.43,11-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Jun-2019 - 00:00,0.78,0.02,0.01,729.93,2.12,140.91,52.03,0.0,34.96,195.63,38.71,230.14,1.95,0.51,24.19,3.37,27.28,30.65,45.51,6.55,12-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Jun-2019 - 00:00,0.39,0.0,0.0,729.76,1.17,139.76,65.01,0.0,40.55,182.27,37.63,201.62,1.5,0.51,23.83,3.33,35.09,38.42,50.31,3.62,13-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Jun-2019 - 00:00,0.28,0.0,0.0,730.63,1.31,106.97,54.71,0.0,62.14,145.1,32.9,154.79,1.73,0.51,26.42,3.45,28.18,31.62,38.49,3.79,14-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Jun-2019 - 00:00,0.24,0.0,0.0,729.83,0.86,136.71,61.07,0.0,51.63,236.43,35.87,225.49,1.69,0.47,23.17,3.62,29.62,33.24,49.38,3.47,15-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Jun-2019 - 00:00,0.34,0.0,0.0,729.98,1.3,157.59,78.59,0.0,51.54,204.43,35.98,230.51,1.97,0.45,20.17,3.37,25.53,28.9,50.16,3.35,16-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Jun-2019 - 00:00,0.55,0.0,0.0,730.45,2.71,169.97,77.79,0.0,57.11,182.87,35.09,232.82,2.48,0.4,29.83,3.56,23.83,27.39,45.02,3.74,17-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Jun-2019 - 00:00,0.44,0.0,0.0,730.45,2.5,152.48,71.67,0.0,58.48,193.87,34.55,219.92,2.7,0.4,26.57,3.65,23.69,27.33,44.21,7.33,18-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Jun-2019 - 00:00,0.48,0.0,0.0,729.55,2.6,114.84,57.9,0.01,77.84,143.34,30.61,175.26,2.43,0.44,22.68,3.78,25.26,29.02,29.72,7.43,19-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Jun-2019 - 00:00,0.53,0.0,0.0,729.34,3.1,60.3,29.71,0.0,74.62,224.92,31.64,135.92,1.44,0.44,24.14,4.3,26.89,31.25,37.25,7.4,20-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Jun-2019 - 00:00,0.97,0.28,0.18,730.29,3.44,105.19,50.15,0.01,68.07,175.97,33.11,222.77,1.82,0.43,24.32,4.69,28.22,32.91,31.65,8.64,21-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Jun-2019 - 00:00,1.06,0.0,0.0,730.52,4.58,82.26,43.69,0.03,71.41,207.78,32.13,266.88,1.58,0.49,31.22,5.08,34.21,38.09,33.72,7.58,22-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Jun-2019 - 00:00,1.4,0.0,0.0,730.05,5.59,114.51,52.09,0.0,54.02,221.77,36.02,257.93,1.18,0.55,33.35,5.76,43.5,49.29,43.04,9.02,23-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Jun-2019 - 00:00,0.84,0.0,0.0,729.44,4.33,227.74,82.48,0.0,52.56,198.09,36.37,254.5,2.14,0.49,25.49,4.9,32.08,36.97,48.59,8.42,24-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Jun-2019 - 00:00,1.45,0.0,0.0,730.13,5.52,171.0,70.49,0.0,58.42,147.73,34.62,256.5,1.42,0.53,26.53,5.06,36.65,41.71,35.53,7.78,25-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Jun-2019 - 00:00,1.93,0.0,0.0,729.79,7.5,299.21,112.49,0.0,51.69,182.6,36.21,256.4,1.79,0.63,33.82,4.84,36.26,41.09,51.48,7.61,26-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Jun-2019 - 00:00,0.52,0.0,0.0,729.55,3.59,82.56,38.84,0.0,61.77,197.28,34.18,229.32,2.09,0.44,22.66,4.72,24.15,28.87,43.26,7.97,27-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Jun-2019 - 00:00,0.43,0.0,0.0,729.63,3.07,79.38,44.55,0.0,62.55,208.03,34.79,214.46,2.07,0.45,22.33,4.58,23.19,27.76,37.65,8.16,28-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Jun-2019 - 00:00,0.49,0.14,0.08,729.21,2.83,83.4,51.28,0.0,58.79,203.51,35.65,219.78,2.04,0.45,21.3,4.62,22.68,27.3,32.45,7.98,29-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Jun-2019 - 00:00,0.44,0.0,0.0,728.47,2.76,102.49,56.29,0.0,58.95,196.17,35.77,222.65,2.02,0.45,18.74,4.52,21.09,25.61,33.73,9.75,30-Jun-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Jun-2019 - 00:00,0.38,0.0,0.0,728.59,2.54,106.25,56.44,0.0,57.7,201.25,35.92,224.85,2.35,0.44,16.71,4.53,20.91,25.45,35.66,10.03,01-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Jul-2019 - 00:00,0.49,0.0,0.0,728.71,3.12,107.92,52.2,0.0,56.11,187.45,36.27,218.62,2.16,0.42,18.33,4.65,22.62,27.24,41.59,11.4,02-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Jul-2019 - 00:00,0.3,0.0,0.0,729.15,2.47,107.58,42.2,0.0,59.41,208.36,34.17,178.82,2.25,0.41,18.83,4.37,21.17,25.54,45.6,10.58,03-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Jul-2019 - 00:00,0.51,0.0,0.0,728.97,3.28,107.1,40.9,0.06,70.25,168.3,32.71,243.04,1.98,0.4,18.39,4.38,23.43,26.22,38.22,7.6,04-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Jul-2019 - 00:00,0.27,0.0,0.0,728.53,2.69,87.07,42.86,0.0,77.17,173.76,31.67,202.34,2.01,0.44,22.11,4.73,23.57,28.3,32.86,6.79,05-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Jul-2019 - 00:00,0.33,0.0,0.0,727.56,2.34,93.48,40.96,0.0,74.82,148.37,32.15,196.93,2.37,0.5,24.95,4.72,23.7,28.45,20.57,7.3,06-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Jul-2019 - 00:00,0.4,0.0,0.0,726.91,2.63,118.21,43.4,0.11,70.36,181.3,33.36,207.89,2.37,0.45,20.44,4.68,22.59,27.26,26.37,7.31,07-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Jul-2019 - 00:00,0.45,0.0,0.0,727.53,2.96,111.78,50.75,0.0,66.6,188.31,33.06,206.05,1.99,0.47,20.76,4.59,23.68,28.27,32.79,7.01,08-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Jul-2019 - 00:00,0.39,0.0,0.0,728.04,2.83,131.13,57.39,0.0,59.99,199.29,34.5,220.88,2.31,0.5,21.43,4.93,25.07,29.99,28.19,5.95,09-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Jul-2019 - 00:00,0.31,0.05,0.05,727.47,2.33,160.58,75.13,0.0,54.86,200.11,34.58,215.33,2.61,0.47,19.32,4.5,23.31,27.81,30.01,3.98,10-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Jul-2019 - 00:00,0.35,0.0,0.0,727.66,2.36,142.77,71.12,0.0,52.48,191.07,34.77,222.7,2.38,0.49,18.47,4.56,23.26,27.82,34.65,5.53,11-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Jul-2019 - 00:00,0.27,0.0,0.0,728.34,1.9,117.35,54.37,0.0,54.27,167.39,34.51,227.47,2.71,0.45,16.3,4.51,20.44,24.95,30.09,5.75,12-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Jul-2019 - 00:00,0.27,0.0,0.0,729.42,2.14,116.92,58.52,0.0,53.18,166.86,34.3,224.36,2.53,0.43,16.7,4.5,21.36,25.86,34.02,5.29,13-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Jul-2019 - 00:00,0.39,0.0,0.0,729.84,3.02,124.02,63.38,0.0,52.05,169.67,34.5,225.95,2.58,0.46,16.99,4.44,20.76,25.19,34.45,5.26,14-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Jul-2019 - 00:00,0.21,0.0,0.0,729.1,1.86,142.69,59.37,0.0,53.9,141.14,34.22,233.81,2.94,0.46,24.37,4.51,19.36,23.88,34.68,5.22,15-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Jul-2019 - 00:00,0.26,0.0,0.0,728.35,1.93,144.29,62.97,0.0,54.54,150.9,34.11,229.44,2.92,0.42,25.7,4.09,21.99,24.49,30.83,4.87,16-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Jul-2019 - 00:00,0.32,0.0,0.0,729.57,2.7,102.72,49.33,0.0,55.96,126.29,33.52,222.14,2.29,0.44,28.12,4.72,27.4,27.46,26.61,5.65,17-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Jul-2019 - 00:00,0.43,0.0,0.0,729.88,3.25,97.15,39.07,0.0,56.84,136.35,33.54,223.67,1.89,0.5,24.58,3.59,24.77,28.36,24.3,6.96,18-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Jul-2019 - 00:00,0.44,0.0,0.0,729.05,3.86,101.34,41.9,0.0,53.17,176.99,34.93,222.16,2.08,0.52,22.92,3.15,26.77,29.92,29.04,6.42,19-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Jul-2019 - 00:00,0.68,0.0,0.0,729.15,4.49,113.55,55.21,0.0,57.94,145.07,33.93,197.05,1.52,0.52,22.52,4.0,31.72,35.72,23.38,4.31,20-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Jul-2019 - 00:00,0.83,0.0,0.0,729.16,4.28,94.91,53.45,0.0,68.04,169.08,33.18,182.83,1.59,0.48,27.34,4.92,30.46,35.38,26.67,3.93,21-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Jul-2019 - 00:00,0.58,0.0,0.0,728.53,3.88,61.07,30.75,0.0,63.56,176.11,34.0,156.37,1.29,0.52,23.94,4.56,28.28,32.84,36.93,3.89,22-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Jul-2019 - 00:00,0.27,0.0,0.0,728.57,2.9,59.8,30.96,0.0,68.65,183.07,32.73,160.28,1.51,0.49,21.92,4.23,24.03,28.27,39.91,5.06,23-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Jul-2019 - 00:00,0.41,0.0,0.0,728.88,3.85,58.59,31.28,0.0,62.91,195.67,35.03,183.34,1.38,0.53,20.94,3.92,27.0,30.92,36.81,3.86,24-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Jul-2019 - 00:00,0.5,0.0,0.0,728.63,3.65,63.39,38.18,0.02,58.87,149.07,35.83,218.79,1.88,0.48,23.92,3.96,26.34,30.3,29.22,5.69,25-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Jul-2019 - 00:00,0.15,0.0,0.0,728.87,1.8,91.85,36.28,0.0,57.13,156.99,34.4,222.04,2.37,0.48,22.82,4.39,21.81,26.2,24.65,4.68,26-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Jul-2019 - 00:00,0.22,0.0,0.0,728.19,1.98,127.11,43.89,0.0,65.23,122.45,32.94,235.27,2.4,0.4,28.91,4.54,22.17,26.71,21.89,5.18,27-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
