from date,Benzene,Eth-Benzene,MP-Xylene,BP,O Xylene,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
27-Jul-2019 - 00:00,0.46,0.0,0.0,728.02,3.8,166.12,45.4,0.03,73.24,105.28,31.76,231.41,2.29,0.4,32.06,5.77,25.79,28.85,18.66,5.81,28-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Jul-2019 - 00:00,3.59,0.01,0.01,729.7,59.12,53.88,22.0,2.29,97.69,127.73,26.18,241.31,1.76,0.24,43.16,4.59,29.17,25.52,33.0,7.65,29-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Jul-2019 - 00:00,1.3,0.62,0.59,729.53,19.4,42.39,60.11,0.0,83.89,244.89,30.7,105.16,1.72,0.56,35.95,4.81,26.0,30.8,25.57,7.14,30-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Jul-2019 - 00:00,1.03,0.0,0.0,728.63,4.85,63.62,51.94,0.0,78.12,220.15,32.47,135.41,1.17,0.69,27.09,4.7,26.57,31.27,30.95,4.91,31-Jul-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Jul-2019 - 00:00,1.21,0.0,0.0,729.07,8.13,77.61,38.83,0.0,90.13,100.55,30.29,201.95,1.24,0.68,32.44,5.24,25.93,31.17,17.31,4.56,01-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Aug-2019 - 00:00,0.95,0.0,0.0,729.3,3.94,59.11,25.92,0.0,92.99,98.93,29.56,214.58,1.53,0.65,26.72,4.84,20.45,25.29,24.96,4.87,02-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Aug-2019 - 00:00,0.57,0.0,0.0,728.79,3.14,77.02,38.17,0.0,82.04,187.73,30.87,211.8,1.33,0.62,27.13,4.85,20.26,25.11,31.14,5.26,03-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Aug-2019 - 00:00,1.25,0.0,0.0,729.35,5.25,88.19,35.52,0.33,91.66,100.6,28.85,205.75,1.2,0.62,27.64,5.19,23.05,28.24,21.55,6.39,04-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Aug-2019 - 00:00,1.02,0.0,0.0,728.26,4.62,82.32,39.83,0.0,78.49,196.48,31.55,228.12,1.38,0.66,26.01,5.0,20.66,25.66,24.92,5.11,05-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Aug-2019 - 00:00,0.27,0.0,0.0,727.79,2.7,107.49,48.16,0.02,80.43,201.09,31.46,202.41,1.81,0.57,17.54,5.95,37.74,42.33,20.25,5.8,06-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Aug-2019 - 00:00,0.36,0.0,0.0,727.82,2.73,94.15,37.05,0.01,80.79,207.6,30.9,206.26,1.81,0.53,28.31,7.53,34.24,41.77,16.7,5.28,07-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Aug-2019 - 00:00,0.78,0.34,0.19,727.35,2.98,106.73,56.03,0.26,82.97,147.8,30.06,213.7,1.61,0.52,26.4,6.38,28.55,34.93,17.74,6.45,08-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Aug-2019 - 00:00,0.6,0.0,0.0,726.88,3.33,70.56,26.26,0.04,85.27,191.87,29.89,209.09,1.49,0.53,23.81,5.72,25.62,31.34,23.05,3.62,09-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Aug-2019 - 00:00,0.53,0.0,0.0,727.29,2.83,56.48,26.55,0.11,84.43,166.17,30.22,126.07,2.33,0.4,23.11,5.85,23.17,29.02,19.3,4.14,10-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Aug-2019 - 00:00,0.32,0.0,0.0,726.98,1.91,52.76,27.09,0.0,77.76,217.39,30.69,85.7,3.16,0.3,23.15,4.81,22.14,26.95,24.57,6.16,11-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Aug-2019 - 00:00,0.75,0.0,0.0,730.41,2.95,53.62,27.98,0.01,77.14,170.9,30.46,174.89,1.65,0.51,27.05,5.2,23.35,28.23,29.67,5.5,12-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Aug-2019 - 00:00,0.97,0.0,0.0,730.43,3.23,97.06,48.62,0.0,70.44,164.73,30.94,234.08,1.55,0.53,26.2,15.33,26.91,42.39,28.63,5.98,13-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Aug-2019 - 00:00,0.96,0.0,0.0,730.64,3.13,105.78,56.4,0.0,72.0,185.93,31.26,229.92,1.43,0.51,26.83,16.09,27.88,43.97,20.68,5.38,14-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Aug-2019 - 00:00,0.85,0.0,0.0,731.01,2.66,97.06,50.2,0.03,80.82,104.15,29.65,213.1,1.53,0.57,33.94,13.93,34.2,48.13,23.93,5.53,15-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Aug-2019 - 00:00,0.44,0.0,0.0,731.69,2.15,59.12,37.71,0.9,95.5,92.47,26.32,208.54,1.64,0.46,30.87,7.2,31.03,38.24,22.62,5.41,16-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Aug-2019 - 00:00,0.25,0.0,0.0,730.47,1.76,60.56,28.86,2.34,98.92,93.46,25.85,233.29,2.75,0.37,33.99,7.64,28.28,35.92,18.18,5.33,17-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Aug-2019 - 00:00,0.34,0.0,0.0,724.71,1.68,57.44,33.03,0.15,93.48,118.84,27.84,223.14,1.82,0.37,30.57,10.92,42.07,48.93,19.59,5.48,18-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Aug-2019 - 00:00,0.62,0.0,0.0,726.82,2.46,70.99,33.31,0.0,84.52,204.86,29.87,221.58,1.75,0.48,38.64,14.59,54.37,68.96,23.58,5.53,19-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Aug-2019 - 00:00,1.02,0.0,0.0,726.91,3.28,73.15,34.5,0.0,83.65,209.29,30.28,226.37,1.38,0.51,38.63,13.93,53.6,67.53,16.16,5.25,20-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Aug-2019 - 00:00,1.11,0.0,0.0,727.68,3.31,64.78,30.47,0.0,79.48,181.45,30.98,232.68,1.43,0.57,36.57,12.12,55.16,67.29,21.52,5.49,21-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Aug-2019 - 00:00,1.35,0.34,0.14,727.84,2.69,56.65,27.94,0.0,77.38,211.35,30.95,227.96,1.74,0.41,26.05,12.79,71.07,74.27,20.76,6.37,22-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Aug-2019 - 00:00,0.83,0.0,0.0,727.57,2.79,66.09,34.1,0.0,75.07,259.84,30.57,227.39,1.65,0.52,26.38,11.3,56.75,68.56,23.14,5.61,23-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Aug-2019 - 00:00,2.15,0.0,0.0,724.98,6.3,141.09,50.23,0.0,71.02,98.44,32.17,225.76,1.48,0.57,34.91,13.16,28.8,41.96,17.32,9.85,27-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Aug-2019 - 00:00,0.6,0.0,0.0,726.12,2.6,70.46,33.39,0.02,82.15,194.66,30.15,148.54,1.34,0.53,32.26,8.08,28.84,36.93,19.05,9.7,28-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Aug-2019 - 00:00,1.13,0.0,0.0,726.82,2.98,76.02,49.09,0.14,91.41,153.12,29.12,150.86,1.14,0.51,40.29,9.58,27.93,37.51,17.11,8.48,29-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Aug-2019 - 00:00,1.27,0.0,0.0,728.74,5.95,81.21,37.24,0.0,85.95,203.48,30.45,192.82,1.09,0.59,37.61,9.45,27.02,36.48,17.3,6.27,30-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Aug-2019 - 00:00,1.09,0.43,0.22,727.69,3.32,120.28,48.7,0.0,85.08,177.53,30.39,216.55,1.29,0.49,33.26,6.21,23.84,30.05,17.8,4.92,31-Aug-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Aug-2019 - 00:00,1.14,0.0,0.0,727.98,3.37,73.49,26.98,0.0,91.82,142.31,29.13,208.18,1.09,0.6,33.24,5.42,23.91,29.4,14.46,5.95,01-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Sep-2019 - 00:00,1.05,0.0,0.0,729.75,3.17,99.96,45.44,0.0,88.9,181.68,30.05,135.54,1.15,0.66,25.49,3.36,26.93,30.27,15.36,4.73,02-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Sep-2019 - 00:00,1.03,0.0,0.0,728.01,3.11,82.67,32.87,0.0,93.43,111.77,28.98,173.09,1.19,0.61,26.77,3.02,26.28,29.29,11.19,5.33,03-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Sep-2019 - 00:00,1.39,0.01,0.0,726.17,4.3,120.17,51.76,0.0,78.88,85.02,,208.85,1.19,0.65,26.69,7.61,27.42,35.02,15.25,5.5,04-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Sep-2019 - 00:00,0.97,0.0,0.0,726.19,3.24,108.46,51.2,0.04,86.19,176.14,,215.34,1.24,0.61,26.69,7.52,27.37,34.89,20.35,4.62,05-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Sep-2019 - 00:00,1.33,0.0,0.0,726.49,3.82,87.89,37.07,0.0,85.19,179.97,,195.63,1.07,0.63,32.3,7.94,27.2,35.09,25.86,5.03,06-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Sep-2019 - 00:00,1.36,0.0,0.0,724.76,4.63,78.85,37.41,0.02,81.54,220.01,,215.61,1.27,0.61,32.89,6.71,31.01,37.25,26.19,5.33,07-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Sep-2019 - 00:00,1.78,0.02,0.0,721.62,4.62,73.2,38.32,0.5,92.91,104.46,,159.55,1.36,0.71,31.15,5.37,33.63,39.96,21.35,7.33,08-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Sep-2019 - 00:00,1.3,0.01,0.0,724.7,3.99,56.96,33.62,0.0,81.17,225.1,,145.85,0.98,0.7,28.76,5.51,33.79,40.27,18.5,7.78,09-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Sep-2019 - 00:00,2.04,0.01,0.0,726.32,5.28,79.21,40.08,0.0,81.0,209.29,,239.52,1.04,0.72,30.44,5.09,38.26,43.99,21.74,6.93,10-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Sep-2019 - 00:00,2.07,0.16,0.08,725.52,4.7,82.63,35.6,0.0,82.1,175.97,,237.5,1.46,0.72,33.97,5.55,45.18,50.72,25.6,6.28,11-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Sep-2019 - 00:00,1.29,0.0,0.0,724.68,3.33,89.33,42.75,0.0,83.84,184.01,,230.58,1.71,0.73,35.19,5.52,45.43,50.95,23.9,5.18,12-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Sep-2019 - 00:00,1.18,0.0,0.0,724.02,3.09,106.34,42.77,0.0,83.97,188.91,,230.37,1.79,0.7,31.61,4.51,37.95,42.46,26.58,5.36,13-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Sep-2019 - 00:00,1.45,0.03,0.0,723.4,3.05,76.91,43.95,0.0,86.23,134.32,,232.51,1.78,0.69,30.08,4.76,35.89,40.64,25.44,5.08,14-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Sep-2019 - 00:00,1.04,0.0,0.0,723.1,2.62,66.31,33.19,0.0,84.41,167.45,,229.15,1.82,0.64,30.08,4.71,36.14,40.84,21.24,5.12,15-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Sep-2019 - 00:00,1.53,0.0,0.0,724.86,2.93,75.88,34.09,0.0,84.54,107.93,,210.96,1.4,1.23,29.85,4.74,36.07,40.69,20.55,5.26,16-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Sep-2019 - 00:00,1.51,0.01,0.0,728.97,3.41,81.13,35.47,0.0,79.19,204.69,,225.23,1.65,0.95,30.06,4.71,36.76,41.44,24.58,4.95,17-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Sep-2019 - 00:00,1.7,0.01,0.0,724.24,3.67,86.25,38.55,0.0,77.41,213.96,,227.26,1.38,0.91,30.06,4.55,36.11,40.63,23.0,5.79,18-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Sep-2019 - 00:00,3.12,0.83,0.53,726.12,5.56,101.17,37.45,0.0,74.82,200.11,,241.07,1.17,0.68,30.09,5.85,35.34,41.14,22.18,5.88,19-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Sep-2019 - 00:00,1.03,0.0,0.0,726.55,5.35,60.82,31.52,0.0,66.58,213.69,,97.19,1.73,0.7,33.81,4.53,35.17,39.52,32.35,4.56,20-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Sep-2019 - 00:00,1.25,0.0,0.0,727.6,3.79,81.04,38.92,0.0,70.1,212.31,,92.5,1.67,0.6,30.89,7.0,34.83,41.83,27.54,5.36,21-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Sep-2019 - 00:00,1.02,0.0,0.0,726.81,6.02,50.67,27.07,0.01,80.55,183.51,,90.46,1.86,0.56,33.72,6.94,34.62,41.56,24.13,5.3,22-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Sep-2019 - 00:00,1.05,0.0,0.0,727.46,5.39,42.49,21.0,0.0,74.83,176.64,,89.01,1.64,0.87,33.28,6.72,33.56,40.28,22.47,5.1,23-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Sep-2019 - 00:00,0.84,0.0,0.0,726.77,3.29,40.22,23.78,0.0,71.12,226.7,,89.84,1.63,0.57,27.11,6.82,31.35,38.17,25.55,5.26,24-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Sep-2019 - 00:00,0.81,0.0,0.0,727.33,2.94,43.81,27.17,0.0,71.36,215.64,,76.22,1.62,0.6,29.7,6.4,29.77,36.17,25.73,5.26,25-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Sep-2019 - 00:00,0.88,0.0,0.0,727.33,5.21,57.27,35.97,0.0,74.25,185.58,,74.93,2.31,0.56,28.11,4.93,26.9,31.83,22.0,4.91,26-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Sep-2019 - 00:00,2.13,0.53,0.29,727.07,6.23,50.11,29.11,0.0,75.93,150.46,,75.74,1.92,0.59,26.33,4.53,24.38,28.88,24.74,5.54,27-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Sep-2019 - 00:00,1.87,0.0,0.0,727.38,5.45,66.15,46.72,0.04,87.21,116.11,,159.72,1.3,0.74,28.96,5.21,25.24,30.44,12.14,5.71,28-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Sep-2019 - 00:00,2.03,0.01,0.0,723.51,7.89,63.82,29.63,0.0,86.96,152.12,,186.07,0.84,0.94,29.14,5.56,24.96,30.53,21.73,5.85,29-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Sep-2019 - 00:00,1.71,0.0,0.0,722.43,3.84,44.81,22.93,0.0,81.3,177.24,,219.29,1.26,0.93,26.75,3.84,22.69,26.53,14.99,5.52,30-Sep-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Sep-2019 - 00:00,0.87,0.0,0.0,722.93,2.96,42.49,22.1,0.0,75.21,158.6,,114.81,1.44,0.78,22.22,5.61,30.41,36.02,22.78,6.19,01-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Oct-2019 - 00:00,0.93,0.01,0.01,723.39,3.46,46.64,24.7,0.0,70.74,199.71,,244.33,1.36,0.55,30.7,5.11,36.1,41.2,21.76,6.74,02-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Oct-2019 - 00:00,2.38,0.01,0.0,723.29,10.35,61.69,30.02,0.0,69.42,185.5,,235.51,1.74,0.66,29.37,4.77,37.29,42.06,30.33,7.33,03-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Oct-2019 - 00:00,1.88,0.01,0.0,723.78,14.47,74.94,31.57,0.0,73.81,194.47,,211.51,1.78,0.79,28.76,3.45,33.79,37.23,26.56,7.53,04-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Oct-2019 - 00:00,1.16,0.0,0.0,723.93,11.22,60.91,25.58,0.0,65.82,185.4,,200.01,1.54,0.67,26.76,3.26,30.01,33.26,30.9,6.68,05-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Oct-2019 - 00:00,2.03,0.0,0.0,724.09,8.53,67.08,32.14,0.0,62.95,184.87,,130.55,1.02,0.75,23.56,5.42,28.44,33.88,29.03,6.97,06-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Oct-2019 - 00:00,1.45,0.0,0.0,723.89,5.06,66.95,37.39,0.0,64.34,187.01,,173.26,1.11,0.87,29.47,5.53,29.53,35.05,35.3,7.64,07-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Oct-2019 - 00:00,0.82,0.0,0.0,722.98,14.79,55.52,28.85,0.0,68.54,183.21,,93.65,1.67,0.45,20.2,5.63,24.64,30.25,36.29,6.64,08-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Oct-2019 - 00:00,2.46,0.2,0.1,723.01,5.76,68.23,28.5,0.0,61.23,171.36,,110.27,1.11,0.56,17.21,4.7,22.04,26.71,28.91,6.68,09-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Oct-2019 - 00:00,1.47,0.01,0.0,723.1,5.01,77.63,31.82,0.0,54.78,167.21,,143.99,1.05,0.65,19.13,3.01,22.46,25.42,26.32,8.34,10-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Oct-2019 - 00:00,2.1,0.02,0.0,723.06,6.2,84.91,39.18,0.0,51.15,146.49,,143.28,0.99,0.67,22.02,4.56,24.94,29.34,28.7,8.42,11-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Oct-2019 - 00:00,1.42,0.0,0.0,723.45,4.69,81.88,40.72,0.0,48.34,149.9,,180.76,1.04,0.7,21.38,6.74,21.96,28.7,30.07,7.99,12-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Oct-2019 - 00:00,1.74,0.0,0.0,723.98,5.82,93.03,35.93,0.0,49.16,164.27,,185.51,0.98,0.74,19.88,5.76,23.28,29.05,30.13,8.32,13-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Oct-2019 - 00:00,2.42,0.06,0.01,724.85,6.68,109.14,42.74,0.0,47.4,155.51,,185.9,0.81,0.83,28.43,6.38,30.44,36.83,28.58,7.86,14-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Oct-2019 - 00:00,2.36,0.14,0.06,724.78,6.65,97.15,35.52,0.0,48.47,153.3,,161.67,0.96,0.75,23.96,6.39,28.42,34.8,32.81,7.67,15-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Oct-2019 - 00:00,1.52,0.0,0.0,724.52,6.23,93.63,39.23,0.0,51.52,109.51,,142.41,0.94,0.64,24.43,5.59,26.96,32.48,21.83,7.01,16-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Oct-2019 - 00:00,2.65,0.07,0.02,724.76,8.46,103.92,37.08,0.0,49.64,144.19,,125.37,0.88,0.8,20.87,6.69,26.54,33.23,29.08,7.78,17-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Oct-2019 - 00:00,2.11,0.0,0.0,724.87,7.15,104.3,36.78,0.0,48.46,143.72,,134.36,0.82,0.84,24.98,6.39,27.41,33.78,31.99,7.71,18-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Oct-2019 - 00:00,1.05,0.0,0.0,720.78,4.8,88.79,37.21,0.0,46.93,150.04,,152.5,1.14,0.69,27.83,7.17,31.08,38.15,41.66,8.86,19-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Oct-2019 - 00:00,0.91,0.0,0.0,717.18,3.8,117.4,59.61,0.0,47.79,149.58,,95.72,1.36,0.59,27.33,7.93,29.86,37.79,41.4,8.67,20-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Oct-2019 - 00:00,1.09,0.0,0.0,726.74,3.9,126.62,70.26,0.0,48.09,139.67,,83.1,1.35,0.64,21.73,6.34,27.02,33.38,35.03,9.51,21-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Oct-2019 - 00:00,1.24,0.0,0.0,726.31,3.99,103.0,59.72,0.0,45.43,133.85,,116.22,1.0,0.65,23.84,8.05,29.31,37.36,44.16,7.6,22-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Oct-2019 - 00:00,1.22,0.0,0.0,726.28,4.63,118.34,55.77,0.0,45.21,124.85,,112.86,0.86,0.7,24.91,7.44,27.4,34.82,46.78,7.68,23-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Oct-2019 - 00:00,1.98,0.31,0.27,725.71,4.89,107.07,51.83,0.0,41.73,129.51,,98.27,1.1,0.64,23.5,7.06,27.42,34.47,41.09,7.68,24-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Oct-2019 - 00:00,2.26,0.0,0.0,726.29,6.33,123.82,68.04,0.0,45.29,123.27,,131.84,0.85,0.8,27.41,8.26,28.36,36.58,44.02,9.33,25-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Oct-2019 - 00:00,1.28,0.0,0.0,726.0,4.49,107.54,55.67,0.0,43.5,121.82,,122.64,1.01,0.72,27.46,15.27,29.64,44.86,42.43,7.89,26-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Oct-2019 - 00:00,0.92,0.0,0.0,725.79,9.38,111.74,62.77,0.0,42.17,122.83,,80.98,1.84,1.06,22.43,17.02,26.11,43.15,56.47,11.64,27-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Oct-2019 - 00:00,1.02,0.0,0.0,726.76,6.54,119.95,70.57,0.0,48.17,120.44,,107.99,1.8,1.35,25.67,18.72,26.49,45.21,45.96,14.34,28-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Oct-2019 - 00:00,1.3,0.0,0.0,728.0,5.42,212.36,120.62,0.0,55.88,112.14,,81.5,1.67,0.97,30.23,37.36,37.12,72.39,47.39,13.11,29-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Oct-2019 - 00:00,0.83,0.0,0.0,728.49,3.81,108.57,58.68,0.0,58.88,129.53,,145.63,1.14,0.59,24.88,8.52,33.17,41.69,51.32,8.68,30-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Oct-2019 - 00:00,1.22,0.0,0.0,728.88,11.74,85.27,40.25,0.0,61.29,138.56,,223.88,1.05,0.6,21.09,7.11,28.68,35.77,28.56,7.59,31-Oct-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Oct-2019 - 00:00,1.24,0.0,0.0,728.7,7.69,71.41,34.92,0.0,60.17,147.7,,147.65,0.94,0.64,17.3,6.09,22.24,28.3,29.23,7.46,01-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Nov-2019 - 00:00,0.85,0.0,0.0,728.06,16.03,109.71,40.5,0.0,56.22,139.31,,137.85,1.44,0.58,17.07,6.83,23.11,29.92,32.22,6.87,02-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Nov-2019 - 00:00,0.8,0.0,0.0,728.31,4.81,182.55,96.09,0.0,57.78,127.25,,81.06,1.8,0.61,19.02,7.62,25.3,32.91,39.65,7.44,03-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Nov-2019 - 00:00,1.02,0.0,0.0,729.38,12.53,122.2,73.79,0.0,64.4,125.55,,180.26,1.39,0.61,19.56,5.24,26.29,31.5,36.66,6.87,04-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Nov-2019 - 00:00,1.9,0.0,0.0,728.45,16.13,187.16,119.48,0.0,58.63,122.9,,166.39,0.9,0.85,20.49,5.51,25.48,30.97,33.54,8.52,05-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Nov-2019 - 00:00,2.37,0.13,0.05,727.36,14.78,124.01,50.06,0.0,51.9,128.04,,176.45,1.22,0.71,16.47,6.47,21.39,27.79,30.99,8.29,06-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Nov-2019 - 00:00,1.35,0.0,0.0,727.61,16.45,107.01,47.96,0.0,53.42,111.78,,188.9,1.09,0.77,21.17,6.82,22.82,29.61,31.75,6.28,07-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Nov-2019 - 00:00,1.0,0.0,0.0,728.56,8.79,100.68,46.57,0.0,59.3,120.67,,253.44,1.5,0.56,21.09,7.54,21.62,29.15,30.38,6.62,08-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Nov-2019 - 00:00,0.52,0.0,0.0,728.14,1.8,102.3,49.37,0.0,56.7,130.54,,82.36,1.47,0.36,23.55,5.62,24.35,29.96,41.38,7.43,09-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Nov-2019 - 00:00,0.96,0.0,0.0,728.8,2.16,116.48,83.49,0.0,60.8,121.17,,73.5,1.7,0.49,26.07,6.21,26.07,32.24,50.81,6.95,10-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Nov-2019 - 00:00,1.1,0.0,0.0,727.94,3.59,118.84,58.0,0.0,55.52,124.21,,161.51,0.96,0.6,20.68,5.32,23.62,28.91,42.77,5.81,11-Nov-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
