from date,WD,RH,BP,SR,NO,NO2,Ozone,Temp,MH,WS,SO2,Benzene,Toluene,MP-Xylene,to date,station
06-Jun-2019 - 00:00,,,,,26.0,46.94,52.23,,,,7.81,4.11,24.46,7.4,07-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Jun-2019 - 00:00,,,,,24.97,32.11,63.37,,,,6.08,4.01,17.95,5.62,08-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Jun-2019 - 00:00,,,,,28.4,50.88,57.58,,,,8.68,4.96,33.45,7.9,09-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Jun-2019 - 00:00,,,,,36.97,74.49,49.58,,,,17.99,7.17,50.74,11.19,10-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Jun-2019 - 00:00,,,,,31.03,73.36,39.49,,,,5.49,5.08,35.79,8.11,11-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Jun-2019 - 00:00,,,,,29.85,60.72,25.94,,,,4.62,4.94,35.91,10.34,12-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Jun-2019 - 00:00,,,,,24.16,24.91,46.37,,,,5.22,3.39,18.92,4.79,13-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Jun-2019 - 00:00,,,,,26.16,38.99,42.24,,,,5.9,3.25,23.77,5.31,14-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Jun-2019 - 00:00,,,,,25.86,49.37,36.38,,,,4.5,4.04,28.35,6.8,15-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Jun-2019 - 00:00,,,,,25.43,54.96,35.44,,,,7.65,3.73,25.47,7.71,16-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Jun-2019 - 00:00,,,,,25.72,27.48,35.41,,,,2.19,2.75,16.71,5.67,17-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Jun-2019 - 00:00,,,,,26.85,34.05,33.31,,,,3.05,3.42,23.43,5.5,18-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Jun-2019 - 00:00,,,,,29.73,41.82,36.77,,,,2.2,3.89,32.41,4.89,19-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Jun-2019 - 00:00,,,,,28.72,35.45,44.83,,,,10.45,3.74,23.62,5.0,20-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Jun-2019 - 00:00,,,,,28.26,31.32,50.29,,,,4.97,3.37,19.56,5.5,21-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Jun-2019 - 00:00,,,,,29.03,41.05,43.32,,,,6.89,3.43,27.65,5.58,22-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Jun-2019 - 00:00,,,,,28.29,34.36,52.12,,,,8.97,3.08,23.68,5.81,23-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Jun-2019 - 00:00,,,,,27.6,25.36,38.01,,,,6.24,3.08,16.09,5.48,24-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Jun-2019 - 00:00,,,,,26.39,32.65,26.42,,,,13.15,3.02,18.27,6.86,25-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Jun-2019 - 00:00,,,,,25.18,33.95,43.26,,,,9.4,4.2,24.48,5.77,26-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Jun-2019 - 00:00,,,,,24.91,38.11,40.75,,,,7.97,3.91,25.38,6.4,27-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Jun-2019 - 00:00,,,,,24.28,49.69,37.41,,,,6.26,4.07,26.67,7.75,28-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Jun-2019 - 00:00,,,,,23.21,48.11,26.57,,,,6.65,3.56,23.44,7.75,29-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Jun-2019 - 00:00,,,,,23.84,43.3,21.37,,,,4.14,3.49,22.41,7.11,30-Jun-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Jun-2019 - 00:00,,,,,25.52,35.62,30.22,,,,12.46,4.07,24.0,5.68,01-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Jul-2019 - 00:00,,,,,25.19,32.91,43.44,,,,7.36,3.32,23.51,5.78,02-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Jul-2019 - 00:00,,,,,25.16,26.58,44.06,,,,7.59,3.37,22.93,5.02,03-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Jul-2019 - 00:00,,,,,25.16,27.74,28.61,,,,5.35,2.94,28.83,5.4,04-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Jul-2019 - 00:00,,,,,27.77,33.21,17.71,,,,6.9,3.74,35.2,6.33,05-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Jul-2019 - 00:00,,,,,28.94,43.61,18.95,,,,9.84,6.55,93.22,13.96,06-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Jul-2019 - 00:00,,,,,26.96,31.04,26.77,,,,4.56,3.61,89.69,8.09,07-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Jul-2019 - 00:00,,,,,26.46,32.67,32.84,,,,6.78,3.99,30.01,5.55,08-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Jul-2019 - 00:00,,,,,26.2,36.75,32.26,,,,5.02,3.06,27.54,5.31,09-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Jul-2019 - 00:00,,,,,27.26,37.23,17.96,,,,3.15,3.25,27.71,5.75,10-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Jul-2019 - 00:00,,,,,26.75,36.62,15.82,,,,8.08,3.71,30.22,6.78,11-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Jul-2019 - 00:00,,,,,25.76,32.84,15.31,,,,5.94,3.08,24.1,5.74,12-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Jul-2019 - 00:00,,,,,26.48,32.92,13.02,,,,3.36,2.99,25.88,6.36,13-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Jul-2019 - 00:00,,,,,25.82,27.68,17.05,,,,3.5,2.75,22.85,6.59,14-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Jul-2019 - 00:00,,,,,26.2,25.97,20.51,,,,3.52,2.79,23.25,5.5,15-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Jul-2019 - 00:00,,,,,27.31,29.51,27.87,,,,3.77,4.12,23.55,3.45,16-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Jul-2019 - 00:00,,,,,27.02,28.77,28.12,,,,8.22,3.67,27.98,5.58,17-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Jul-2019 - 00:00,,,,,28.02,37.02,34.32,,,,6.13,4.15,39.5,5.51,18-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Jul-2019 - 00:00,,,,,30.16,53.16,33.48,,,,1.72,3.49,31.91,6.57,19-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Jul-2019 - 00:00,,,,,29.82,46.44,43.6,,,,9.2,4.36,58.0,6.93,20-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Jul-2019 - 00:00,,,,,27.44,45.01,29.83,,,,5.43,3.73,35.69,6.78,21-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Jul-2019 - 00:00,,,,,31.77,47.62,27.49,,,,11.8,5.29,50.38,7.43,22-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Jul-2019 - 00:00,,,,,32.37,46.72,30.55,,,,10.21,5.24,61.59,9.8,23-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Jul-2019 - 00:00,,,,,30.16,60.74,39.11,,,,15.88,6.22,51.93,8.05,24-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Jul-2019 - 00:00,,,,,28.09,57.47,36.84,,,,6.89,4.08,43.25,6.62,25-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Jul-2019 - 00:00,,,,,28.66,40.86,22.66,,,,3.03,3.08,32.32,6.41,26-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Jul-2019 - 00:00,,,,,27.65,28.6,23.99,,,,4.68,3.33,31.42,6.38,27-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Jul-2019 - 00:00,,,,,28.44,35.76,17.94,,,,8.01,3.48,37.68,5.76,28-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Jul-2019 - 00:00,,,,,26.45,24.74,19.06,,,,5.04,2.31,28.29,6.34,29-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Jul-2019 - 00:00,,,,,26.4,27.86,18.83,,,,7.75,2.32,29.73,6.23,30-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Jul-2019 - 00:00,,,,,26.83,29.95,20.58,,,,10.15,3.46,31.02,7.06,31-Jul-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Jul-2019 - 00:00,,,,,27.42,26.61,21.18,,,,6.8,2.21,28.76,7.33,01-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Aug-2019 - 00:00,,,,,24.48,33.31,29.37,,,,8.07,3.01,25.4,6.85,02-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Aug-2019 - 00:00,,,,,27.03,35.12,23.8,,,,6.49,3.46,30.22,6.34,03-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Aug-2019 - 00:00,,,,,28.06,40.78,18.09,,,,20.8,5.19,40.31,7.86,04-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Aug-2019 - 00:00,,,,,28.64,42.64,22.09,,,,16.27,3.77,37.11,6.81,05-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Aug-2019 - 00:00,,,,,28.5,43.96,26.11,,,,3.02,3.17,34.62,7.19,06-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Aug-2019 - 00:00,,,,,29.9,48.39,15.48,,,,8.02,4.0,39.53,7.73,07-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Aug-2019 - 00:00,,,,,28.69,38.03,20.08,,,,24.58,4.34,32.52,6.13,08-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Aug-2019 - 00:00,,,,,27.91,34.1,22.77,,,,21.7,5.06,33.2,6.51,09-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Aug-2019 - 00:00,,,,,25.69,25.94,21.85,,,,6.18,3.07,26.45,6.79,10-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Aug-2019 - 00:00,,,,,26.41,30.58,19.19,,,,6.17,2.51,26.34,7.08,11-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Aug-2019 - 00:00,,,,,27.12,29.31,22.13,,,,1.95,2.71,24.33,6.42,12-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Aug-2019 - 00:00,,,,,26.38,30.76,23.39,,,,2.22,4.8,21.53,5.3,13-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Aug-2019 - 00:00,,,,,27.86,41.18,21.44,,,,3.95,5.3,28.08,6.08,14-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Aug-2019 - 00:00,,,,,28.54,42.2,30.68,,,,7.65,4.1,36.02,7.38,15-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Aug-2019 - 00:00,,,,,26.34,23.64,19.96,,,,7.38,2.76,23.42,4.72,16-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Aug-2019 - 00:00,,,,,26.96,24.2,18.67,,,,7.29,2.93,20.49,5.72,17-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Aug-2019 - 00:00,,,,,28.7,23.19,11.85,,,,1.86,2.24,23.95,6.7,18-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Aug-2019 - 00:00,,,,,28.32,33.99,16.49,,,,3.95,3.2,28.31,6.81,19-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Aug-2019 - 00:00,,,,,29.21,38.0,27.54,,,,3.46,3.6,34.98,6.05,20-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Aug-2019 - 00:00,,,,,27.82,34.28,27.99,,,,5.27,4.25,32.79,6.0,21-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Aug-2019 - 00:00,,,,,27.21,36.68,32.46,,,,3.04,3.16,29.48,5.21,22-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Aug-2019 - 00:00,,,,,30.68,54.94,24.82,,,,3.68,3.68,44.32,9.15,23-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Aug-2019 - 00:00,,,,,34.94,57.3,25.76,,,,3.34,4.83,41.23,9.17,24-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Aug-2019 - 00:00,,,,,34.76,53.61,22.11,,,,4.44,4.12,47.72,7.53,25-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Aug-2019 - 00:00,,,,,28.84,33.87,20.95,,,,5.26,2.83,28.78,5.88,26-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Aug-2019 - 00:00,,,,,28.41,36.84,22.58,,,,6.02,2.78,29.55,7.19,27-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Aug-2019 - 00:00,,,,,29.26,41.89,25.57,,,,12.08,3.97,33.84,6.23,28-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Aug-2019 - 00:00,,,,,27.96,37.13,28.28,,,,6.06,2.79,29.89,6.54,29-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Aug-2019 - 00:00,,,,,27.46,32.26,30.15,,,,4.01,2.62,24.76,6.68,30-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Aug-2019 - 00:00,,,,,28.54,41.27,31.02,,,,7.65,3.37,28.18,6.65,31-Aug-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Aug-2019 - 00:00,,,,,28.68,47.46,34.09,,,,16.67,5.04,41.02,6.3,01-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Sep-2019 - 00:00,,,,,27.77,29.37,26.61,,,,6.51,3.7,28.53,4.71,02-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Sep-2019 - 00:00,,,,,28.52,33.4,36.65,,,,6.96,3.63,36.62,5.74,03-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Sep-2019 - 00:00,,,,,28.34,38.79,32.86,,,,6.9,4.06,36.04,4.94,04-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Sep-2019 - 00:00,,,,,27.42,39.71,30.68,,,,8.12,3.88,37.64,6.29,05-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Sep-2019 - 00:00,,,,,27.49,33.0,24.6,,,,5.78,3.37,45.6,5.48,06-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Sep-2019 - 00:00,,,,,28.53,36.53,23.8,,,,7.75,3.59,36.11,7.33,07-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Sep-2019 - 00:00,,,,,28.61,38.08,22.47,,,,5.28,3.48,34.23,7.4,08-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Sep-2019 - 00:00,,,,,27.42,27.51,29.0,,,,9.34,3.99,28.6,5.45,09-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Sep-2019 - 00:00,,,,,27.02,25.54,35.51,,,,6.04,3.95,29.34,4.43,10-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Sep-2019 - 00:00,,,,,27.21,33.18,36.34,,,,11.44,3.86,30.77,4.37,11-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Sep-2019 - 00:00,,,,,28.33,44.61,39.99,,,,7.79,3.55,33.96,6.52,12-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Sep-2019 - 00:00,,,,,26.49,35.07,26.61,,,,8.33,2.94,21.91,5.68,13-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Sep-2019 - 00:00,124.58,63.49,975.91,74.22,26.28,30.85,22.48,32.94,,2.56,5.75,2.77,29.24,6.7,14-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Sep-2019 - 00:00,93.54,75.26,977.5,136.22,25.86,24.04,23.02,30.24,,3.2,5.81,2.89,27.55,6.49,15-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Sep-2019 - 00:00,93.25,78.33,977.6,128.72,27.0,30.9,21.81,29.77,,2.28,8.65,3.04,31.05,6.71,16-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Sep-2019 - 00:00,170.21,68.75,976.09,154.74,28.44,37.3,33.78,31.9,,1.84,5.97,3.87,34.45,6.28,17-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Sep-2019 - 00:00,152.83,64.28,976.93,158.3,27.03,37.0,38.55,32.18,,2.08,5.55,4.04,33.71,6.6,18-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Sep-2019 - 00:00,111.7,65.67,981.01,176.46,26.19,33.18,29.66,29.93,,3.01,7.9,3.09,26.7,6.24,19-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Sep-2019 - 00:00,107.32,74.53,983.19,129.97,25.72,24.69,21.45,28.06,,3.17,3.27,2.8,25.77,6.65,20-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Sep-2019 - 00:00,107.79,69.54,981.42,141.69,27.57,38.57,21.04,29.52,,1.99,11.72,4.79,46.32,6.67,21-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Sep-2019 - 00:00,155.53,74.54,980.23,110.05,28.81,42.37,21.23,29.04,,1.84,6.22,3.18,36.23,8.08,22-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Sep-2019 - 00:00,118.68,80.44,982.24,82.69,29.74,38.89,16.37,26.3,,2.41,9.27,3.39,30.0,7.02,23-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Sep-2019 - 00:00,122.84,76.58,983.5,123.74,30.15,29.65,18.59,27.39,,2.16,11.3,3.33,23.9,6.16,24-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Sep-2019 - 00:00,122.79,73.11,983.6,126.09,16.34,82.42,25.5,28.36,,2.12,11.27,8.45,25.39,14.5,25-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Sep-2019 - 00:00,100.09,73.99,984.76,146.27,18.28,46.66,24.5,28.28,,2.44,11.38,1.9,24.65,7.95,26-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Sep-2019 - 00:00,94.65,75.31,985.06,143.94,17.08,35.9,19.73,28.43,,3.28,16.73,1.38,25.99,7.72,27-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Sep-2019 - 00:00,83.54,77.74,983.94,120.35,16.71,33.12,20.95,27.2,,3.34,13.58,2.11,19.14,7.23,28-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Sep-2019 - 00:00,81.19,79.03,982.18,118.02,17.65,34.73,21.81,26.69,,3.17,22.72,2.99,21.17,8.18,29-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Sep-2019 - 00:00,105.9,80.44,982.9,103.6,17.12,30.68,23.13,26.05,,2.79,7.98,1.3,22.62,7.4,30-Sep-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Sep-2019 - 00:00,123.7,79.02,981.83,97.97,19.17,43.02,23.97,26.59,,2.23,8.9,1.6,24.78,8.17,01-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Oct-2019 - 00:00,131.62,78.09,981.18,135.12,19.87,43.54,24.77,27.2,,2.29,4.23,1.3,22.55,7.55,02-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Oct-2019 - 00:00,100.74,70.31,982.32,148.8,20.46,47.58,28.68,28.26,,1.52,12.65,2.33,25.73,5.96,03-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Oct-2019 - 00:00,110.68,65.34,982.31,149.24,22.31,60.67,38.75,28.94,,1.89,21.35,3.68,30.51,7.0,04-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Oct-2019 - 00:00,276.73,72.68,983.27,168.67,21.28,48.68,33.42,26.56,,2.96,4.85,2.86,34.27,7.58,05-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Oct-2019 - 00:00,294.64,61.99,983.2,184.71,20.66,47.25,36.49,26.95,,2.93,1.72,2.46,35.36,7.96,06-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Oct-2019 - 00:00,300.73,62.2,983.76,164.72,20.31,47.22,41.49,27.5,,2.76,4.19,2.11,35.46,7.71,07-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Oct-2019 - 00:00,305.2,64.33,984.76,145.53,19.68,45.96,35.52,27.2,,3.34,3.64,2.2,33.32,7.98,08-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Oct-2019 - 00:00,266.34,57.48,984.26,181.07,20.14,48.23,37.29,27.09,,2.59,6.05,2.59,33.63,6.91,09-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Oct-2019 - 00:00,103.94,53.02,984.22,166.38,22.63,61.4,43.64,28.06,,1.57,12.9,2.76,43.42,5.63,10-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Oct-2019 - 00:00,127.89,52.78,983.68,150.64,23.02,64.57,51.01,28.33,,1.63,27.17,4.16,54.87,5.06,11-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Oct-2019 - 00:00,252.88,53.41,983.24,153.69,22.89,64.51,51.16,28.37,,1.55,12.79,3.89,48.15,8.96,12-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Oct-2019 - 00:00,219.7,55.89,984.11,149.67,21.78,55.42,49.11,28.59,,2.05,15.87,4.42,60.6,8.69,13-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Oct-2019 - 00:00,219.11,61.41,984.1,1.72,25.44,88.66,20.46,26.34,,0.89,22.65,4.88,107.02,8.1,14-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Oct-2019 - 00:00,167.07,50.52,985.37,206.25,,,,30.38,,1.94,,,,,15-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Oct-2019 - 00:00,134.8,54.8,985.98,136.48,,,,29.01,,1.57,,,,,16-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Oct-2019 - 00:00,114.28,59.07,986.32,117.42,,,,28.67,,1.79,,,,,17-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Oct-2019 - 00:00,110.89,55.9,986.05,127.1,,,,28.45,,1.9,,,,,18-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Oct-2019 - 00:00,143.96,53.95,986.19,125.67,,,,27.98,,2.55,,,,,19-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Oct-2019 - 00:00,192.65,52.83,987.53,118.3,,,,27.45,,1.76,,,,,20-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Oct-2019 - 00:00,306.5,48.05,987.13,139.34,,,,27.37,,2.62,,,,,21-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Oct-2019 - 00:00,303.13,47.63,985.99,182.75,27.9,97.65,22.22,26.64,,2.72,8.51,5.36,87.85,14.92,22-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Oct-2019 - 00:00,280.87,41.01,981.78,173.22,33.28,84.08,33.9,28.24,,2.84,7.88,4.58,80.24,10.96,23-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Oct-2019 - 00:00,243.7,49.47,981.99,138.99,33.49,91.47,38.12,26.6,,1.98,20.78,5.57,90.06,9.42,24-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Oct-2019 - 00:00,85.34,53.18,983.08,114.52,32.09,97.58,40.3,26.5,,1.53,60.37,6.04,76.03,8.01,25-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Oct-2019 - 00:00,100.63,51.08,984.49,122.09,34.04,76.49,40.84,25.91,,1.69,32.16,4.98,71.77,8.77,26-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Oct-2019 - 00:00,155.98,54.89,985.75,105.52,33.43,89.61,39.65,26.04,,1.26,11.5,3.86,67.83,9.53,27-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Oct-2019 - 00:00,280.02,53.27,985.12,122.85,35.4,85.93,36.31,26.18,,2.2,6.59,4.58,67.29,9.0,28-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Oct-2019 - 00:00,266.59,54.0,985.82,96.55,34.26,88.83,46.48,26.03,,1.41,19.12,6.32,64.42,11.56,29-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Oct-2019 - 00:00,236.69,60.98,986.46,59.42,38.73,118.62,23.66,25.44,,1.06,11.37,5.5,102.75,12.91,30-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Oct-2019 - 00:00,267.1,59.31,985.15,78.09,53.65,109.12,27.21,26.24,,1.23,8.27,8.96,153.23,18.45,31-Oct-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Oct-2019 - 00:00,288.29,55.03,984.47,85.08,46.26,118.64,29.58,26.22,,1.53,12.49,9.25,164.97,16.74,01-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Nov-2019 - 00:00,220.44,54.86,984.53,89.52,35.35,105.91,45.01,26.65,,1.56,13.35,6.25,127.15,10.66,02-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Nov-2019 - 00:00,273.78,60.96,986.13,65.79,30.86,88.24,29.91,25.3,,1.85,9.65,4.89,160.28,11.98,03-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Nov-2019 - 00:00,277.42,68.44,986.97,48.13,27.95,84.17,35.15,23.98,,2.03,2.06,6.35,240.43,16.88,04-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
