from date,WD,RH,BP,SR,NO,NO2,Ozone,Temp,MH,WS,SO2,Benzene,Toluene,MP-Xylene,to date,station
04-Nov-2019 - 00:00,293.1,57.9,986.66,102.65,28.35,71.78,35.46,24.91,,2.77,7.49,4.35,160.04,10.16,05-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Nov-2019 - 00:00,281.77,52.26,983.92,113.94,32.22,76.1,35.07,24.94,,2.65,8.07,4.92,156.48,11.26,06-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Nov-2019 - 00:00,191.99,47.36,981.95,106.05,32.36,87.06,28.66,25.01,,1.97,4.36,2.92,62.65,8.22,07-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Nov-2019 - 00:00,134.21,63.49,983.33,34.48,31.91,82.07,22.29,21.96,,2.26,18.86,3.27,86.02,8.49,08-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Nov-2019 - 00:00,218.57,59.69,985.85,95.93,30.2,72.92,35.58,23.71,,1.49,19.11,4.15,78.55,8.42,09-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Nov-2019 - 00:00,305.82,52.75,986.37,121.51,30.12,66.43,28.45,23.8,,2.88,14.97,3.5,80.46,8.14,10-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Nov-2019 - 00:00,291.79,44.16,986.45,108.39,29.69,75.91,37.35,23.11,,2.31,14.59,3.33,139.89,9.35,11-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Nov-2019 - 00:00,307.8,41.15,985.36,98.18,28.89,70.36,45.31,22.8,,2.01,17.04,4.49,176.6,8.97,12-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Nov-2019 - 00:00,293.89,45.75,986.25,101.84,30.43,97.42,43.28,22.35,,1.84,17.51,5.8,178.0,9.41,13-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Nov-2019 - 00:00,234.06,53.93,988.21,85.56,32.86,103.89,41.6,22.63,,1.62,16.41,6.25,155.32,11.58,14-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Nov-2019 - 00:00,,59.84,988.91,55.2,42.19,148.13,32.82,22.5,,,31.5,9.3,178.33,14.62,15-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Nov-2019 - 00:00,,61.0,987.96,90.7,34.54,83.89,38.05,22.74,,,15.56,6.48,188.01,12.13,16-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Nov-2019 - 00:00,,56.61,987.64,105.67,29.38,53.57,30.4,22.95,,,12.81,2.49,93.97,6.45,17-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Nov-2019 - 00:00,,53.97,987.6,116.29,28.16,55.02,19.69,22.38,,,9.13,1.21,126.21,7.16,18-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Nov-2019 - 00:00,,58.87,987.19,105.78,,,,21.42,,,,,,,19-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Nov-2019 - 00:00,,54.96,986.54,98.71,44.17,111.83,33.27,21.67,,,5.56,7.47,95.55,12.98,20-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Nov-2019 - 00:00,,50.73,987.02,93.6,39.8,120.61,39.81,22.09,,,23.5,7.12,120.7,7.86,21-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Nov-2019 - 00:00,,49.91,988.98,79.74,37.85,119.52,37.89,22.01,,,30.82,5.46,121.96,6.85,22-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Nov-2019 - 00:00,,49.68,989.03,75.24,33.42,97.25,41.65,22.43,,,23.31,4.22,81.79,6.11,23-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Nov-2019 - 00:00,,54.89,988.43,59.67,31.32,80.99,21.99,21.83,,,12.97,2.49,62.0,6.94,24-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Nov-2019 - 00:00,,55.79,987.78,68.34,30.65,69.64,25.93,22.1,,,8.47,1.81,57.75,5.77,25-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Nov-2019 - 00:00,,51.16,988.41,64.51,31.53,71.57,32.02,22.25,,,12.19,2.22,64.69,4.12,26-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Nov-2019 - 00:00,,51.62,987.98,53.56,32.65,66.14,34.49,22.65,,,41.43,2.94,54.38,4.09,27-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Nov-2019 - 00:00,,62.87,987.87,55.74,31.4,54.28,31.81,20.92,,,12.94,2.2,37.45,3.67,28-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Nov-2019 - 00:00,,74.87,988.8,52.06,30.5,41.17,26.28,17.99,,,14.97,1.69,25.35,4.84,29-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Nov-2019 - 00:00,,73.22,989.2,83.09,31.65,52.92,24.73,18.55,,,8.3,2.74,53.09,5.53,30-Nov-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Nov-2019 - 00:00,,74.0,989.28,68.9,33.1,73.46,22.74,18.67,,,9.99,3.54,56.98,5.76,01-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Dec-2019 - 00:00,,61.46,989.02,73.6,32.02,84.43,26.85,18.13,,,7.95,1.96,49.75,6.5,02-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Dec-2019 - 00:00,,56.44,989.6,73.66,33.43,95.35,25.9,17.77,,,9.57,2.97,65.77,5.93,03-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Dec-2019 - 00:00,,51.0,989.05,77.43,36.72,101.02,28.48,18.13,,,9.43,5.14,96.41,8.11,04-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Dec-2019 - 00:00,,51.38,991.09,73.13,38.08,100.97,33.22,18.02,,,12.36,5.3,99.88,6.5,05-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Dec-2019 - 00:00,,59.01,993.08,58.49,34.6,117.02,34.12,17.84,,,19.52,5.24,101.37,8.8,06-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Dec-2019 - 00:00,,68.36,992.28,65.5,32.41,57.63,37.09,18.32,,,11.13,20.53,113.81,2.65,07-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Dec-2019 - 00:00,,64.03,991.19,64.53,32.44,58.96,,19.03,,,10.67,20.78,113.8,2.41,08-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Dec-2019 - 00:00,,60.79,990.93,65.05,32.44,58.96,,19.01,,,10.67,20.78,113.8,2.41,09-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Dec-2019 - 00:00,,56.18,990.23,74.38,32.44,58.96,,18.51,,,10.67,20.78,113.8,2.41,10-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Dec-2019 - 00:00,,57.75,987.59,67.83,32.01,110.31,,17.93,,,9.36,20.78,113.8,4.17,11-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Dec-2019 - 00:00,,60.83,986.23,52.1,30.58,94.62,,17.73,,,10.57,,,8.58,12-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Dec-2019 - 00:00,,67.64,985.09,36.29,30.45,66.92,41.95,17.1,,,18.58,1.89,46.46,6.85,13-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Dec-2019 - 00:00,,85.43,985.48,36.8,31.15,44.5,23.98,15.55,,,7.38,1.63,54.25,4.44,14-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Dec-2019 - 00:00,,78.31,991.86,58.07,32.08,55.39,21.69,15.04,,,14.08,2.56,65.49,3.9,15-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Dec-2019 - 00:00,,77.91,991.5,86.87,32.54,51.93,20.83,15.09,,,8.34,2.23,52.97,4.26,16-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Dec-2019 - 00:00,,86.29,992.02,17.45,31.01,37.09,18.53,11.76,,,1.12,1.93,40.94,5.93,17-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Dec-2019 - 00:00,,81.52,993.2,24.35,33.72,39.2,21.06,11.44,,,1.42,2.72,63.61,5.24,18-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Dec-2019 - 00:00,,75.87,991.93,83.44,32.25,53.62,29.64,12.24,,,6.74,2.32,67.13,3.81,19-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Dec-2019 - 00:00,,85.99,990.63,48.65,36.09,79.77,20.67,10.84,,,11.34,2.95,119.64,9.72,20-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Dec-2019 - 00:00,,85.15,988.23,51.91,38.97,89.68,29.64,12.46,,,3.33,3.21,153.41,11.36,21-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Dec-2019 - 00:00,,83.9,989.12,65.9,37.07,63.2,18.45,13.55,,,2.18,4.25,85.4,8.93,22-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Dec-2019 - 00:00,,88.39,990.41,51.77,33.96,41.15,19.12,11.2,,,2.09,2.91,55.74,7.8,23-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Dec-2019 - 00:00,,84.3,989.68,57.56,32.07,50.82,21.79,10.28,,,3.52,3.38,87.34,7.86,24-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Dec-2019 - 00:00,,82.19,991.33,58.89,33.97,72.13,25.12,10.84,,,6.48,4.21,104.04,11.98,25-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Dec-2019 - 00:00,,85.58,990.47,63.26,34.36,48.64,21.59,8.95,,,1.38,3.6,70.21,11.22,26-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Dec-2019 - 00:00,,80.4,989.91,61.35,32.66,55.02,25.7,8.88,,,1.89,2.86,69.45,8.1,27-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Dec-2019 - 00:00,,76.44,990.79,63.88,32.83,57.27,28.21,9.15,,,4.22,3.32,82.89,7.58,28-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Dec-2019 - 00:00,,83.3,991.48,50.61,33.68,67.53,25.64,8.21,,,15.05,3.87,101.54,10.56,29-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Dec-2019 - 00:00,,79.58,991.82,67.27,35.92,69.79,34.44,9.34,,,9.75,5.5,112.0,10.52,30-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Dec-2019 - 00:00,,92.41,991.18,21.84,36.53,66.54,20.33,7.13,,,5.42,6.25,80.66,16.4,31-Dec-2019 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Dec-2019 - 00:00,,89.02,991.71,1.4,36.53,27.88,19.73,5.84,,,1.69,11.42,55.59,0.66,01-Jan-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
