from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
05-Mar-2019 - 00:00,17.89,986.78,188.52,74.57,71.89,177.34,34.45,210.05,1.46,1.33,4.35,22.69,93.65,67.44,112.34,18.96,13.77,06-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
06-Mar-2019 - 00:00,17.08,987.75,205.49,78.41,68.15,191.51,41.24,173.49,1.17,1.51,5.89,20.46,104.52,67.28,121.08,17.75,12.9,07-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
07-Mar-2019 - 00:00,17.68,988.12,209.57,84.9,66.79,196.96,55.4,150.96,0.78,1.87,6.65,23.01,147.51,77.04,160.94,22.48,14.48,08-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
08-Mar-2019 - 00:00,19.31,989.71,198.94,74.85,62.79,159.31,43.43,238.82,1.01,1.23,5.17,31.32,91.26,73.37,113.38,29.02,17.51,09-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
09-Mar-2019 - 00:00,20.77,989.74,199.04,73.48,53.91,191.06,49.99,250.37,1.54,1.14,8.47,32.89,89.63,74.56,112.71,20.95,20.79,10-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
10-Mar-2019 - 00:00,20.06,989.99,178.82,71.62,51.91,210.51,31.07,196.1,0.98,1.09,5.49,29.69,72.52,78.33,101.06,30.98,17.59,11-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
11-Mar-2019 - 00:00,21.08,989.38,206.01,68.55,58.04,150.51,26.39,105.22,1.67,1.35,4.07,29.74,71.9,82.13,102.03,26.89,17.14,12-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
12-Mar-2019 - 00:00,21.59,991.51,137.93,49.28,52.99,148.79,39.68,275.66,1.42,0.89,4.01,28.71,39.52,67.4,67.93,29.04,17.26,13-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
13-Mar-2019 - 00:00,19.19,991.81,233.18,71.22,61.65,90.88,41.35,214.36,0.81,1.24,5.78,30.78,59.87,70.44,85.96,25.44,23.88,14-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
14-Mar-2019 - 00:00,17.1,992.69,199.7,84.66,74.18,110.33,52.56,212.79,1.49,1.3,7.69,34.02,86.74,58.85,101.91,16.78,17.45,15-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
15-Mar-2019 - 00:00,19.6,993.98,172.16,77.18,63.82,205.49,40.28,233.43,1.41,1.23,6.13,34.75,101.2,69.23,119.26,18.59,19.21,16-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
16-Mar-2019 - 00:00,20.92,992.35,170.59,68.96,52.62,189.42,32.79,232.83,1.44,1.17,4.56,30.66,77.09,79.58,105.15,26.68,18.51,17-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
17-Mar-2019 - 00:00,21.44,990.49,202.96,95.05,54.4,195.6,43.46,220.14,1.14,1.19,5.09,32.75,75.65,81.65,104.76,24.11,22.86,18-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
18-Mar-2019 - 00:00,20.3,990.1,190.5,78.98,62.7,190.93,33.13,180.7,0.95,1.33,4.42,32.03,83.64,78.49,109.53,23.93,17.44,19-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
19-Mar-2019 - 00:00,21.99,986.53,225.22,84.6,58.73,199.23,39.66,157.15,0.85,1.54,7.35,32.1,108.57,79.01,130.96,17.75,18.42,20-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
20-Mar-2019 - 00:00,25.38,984.84,233.0,68.84,50.56,168.22,35.66,138.03,1.23,1.52,5.44,35.37,91.61,87.41,120.97,15.92,18.02,21-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
21-Mar-2019 - 00:00,24.58,988.16,188.57,97.56,52.61,179.89,21.31,229.67,1.24,1.07,5.2,39.99,15.14,43.24,35.31,45.81,22.56,22-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
22-Mar-2019 - 00:00,24.57,990.25,142.86,39.31,37.96,212.99,24.87,243.1,2.05,0.86,3.11,24.66,62.29,64.89,85.05,33.19,18.53,23-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
23-Mar-2019 - 00:00,24.81,989.5,152.4,47.84,40.63,204.9,23.48,236.73,2.25,0.97,3.58,25.73,56.22,67.36,82.02,37.62,19.31,24-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
24-Mar-2019 - 00:00,25.05,987.86,160.38,54.25,45.6,194.89,37.66,232.86,1.73,0.87,4.06,26.88,51.33,58.72,73.16,27.31,24.24,25-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
25-Mar-2019 - 00:00,24.02,988.23,159.21,60.68,54.11,186.19,27.51,247.97,1.85,0.98,4.32,28.67,45.7,55.83,66.89,23.71,21.18,26-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
26-Mar-2019 - 00:00,24.53,989.55,192.12,75.17,49.36,205.19,34.79,233.28,1.66,1.23,6.9,28.97,80.59,76.51,106.34,21.86,23.51,27-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
27-Mar-2019 - 00:00,24.41,990.2,190.6,64.92,51.16,179.63,39.96,187.06,1.21,1.39,5.98,28.51,88.45,78.79,113.81,22.23,20.67,28-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
28-Mar-2019 - 00:00,25.52,988.1,215.27,74.67,56.0,190.05,56.14,124.64,0.76,1.74,8.31,29.18,92.44,85.04,120.96,29.8,22.31,29-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
29-Mar-2019 - 00:00,27.6,985.0,224.33,76.88,57.79,182.3,66.72,157.38,0.9,1.85,8.69,34.4,79.48,82.55,108.81,27.93,18.39,30-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
30-Mar-2019 - 00:00,29.29,983.98,216.98,74.75,54.6,174.65,38.26,175.88,0.91,1.57,6.37,38.62,75.08,80.58,104.08,41.0,23.98,31-Mar-2019 - 00:00,"Pusa, Delhi - DPCC"
31-Mar-2019 - 00:00,28.97,984.78,173.48,45.77,38.44,231.63,25.2,238.45,2.09,0.86,3.85,32.08,58.07,67.42,83.25,31.67,24.31,01-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
01-Apr-2019 - 00:00,27.98,984.99,194.2,60.3,34.09,228.83,23.36,234.91,2.17,0.93,3.88,26.99,51.73,74.9,81.43,38.17,26.14,02-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
02-Apr-2019 - 00:00,26.75,985.79,191.18,62.71,43.07,227.0,42.29,163.85,1.02,1.29,8.17,31.05,73.35,91.2,108.24,33.69,22.92,03-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
03-Apr-2019 - 00:00,27.37,984.72,201.03,62.98,43.55,224.89,41.34,171.47,1.04,1.44,6.48,35.49,92.35,89.02,123.08,29.43,19.15,04-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
04-Apr-2019 - 00:00,28.94,985.18,224.36,77.47,47.44,210.48,52.36,158.11,0.81,1.89,9.0,39.49,84.01,102.8,122.51,36.66,23.85,05-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
05-Apr-2019 - 00:00,30.05,984.19,229.55,80.2,46.55,195.55,47.94,147.99,0.93,1.73,8.87,41.79,72.73,98.82,111.84,45.94,25.93,06-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
06-Apr-2019 - 00:00,31.21,982.96,293.81,62.83,40.95,193.03,39.34,168.63,1.0,1.41,6.73,41.57,78.61,73.59,102.39,36.98,22.54,07-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
07-Apr-2019 - 00:00,29.13,982.34,292.57,117.56,59.8,160.21,23.86,85.9,1.81,1.39,5.88,55.63,38.2,50.32,57.87,73.15,17.91,08-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
08-Apr-2019 - 00:00,27.79,983.25,253.58,48.15,52.96,188.89,16.37,151.08,1.26,0.86,3.19,40.8,39.33,61.1,64.45,41.96,13.75,09-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
09-Apr-2019 - 00:00,28.52,982.91,189.5,55.75,50.84,194.23,28.31,159.84,1.05,1.29,5.17,39.09,44.25,67.42,71.88,61.77,20.69,10-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
10-Apr-2019 - 00:00,31.62,984.14,224.81,72.0,41.26,205.03,50.09,218.84,1.18,1.7,8.82,39.33,84.22,88.92,115.74,35.99,24.46,11-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
11-Apr-2019 - 00:00,32.47,983.75,205.23,52.69,35.19,193.48,52.22,222.25,1.27,1.19,6.47,37.68,66.3,81.5,97.19,35.42,26.51,12-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
12-Apr-2019 - 00:00,31.25,984.36,219.27,43.75,37.26,191.55,33.85,279.29,1.7,0.88,5.08,38.98,36.14,60.68,61.64,44.12,21.67,13-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
13-Apr-2019 - 00:00,31.96,984.81,181.84,40.5,33.28,216.92,35.57,268.24,2.12,0.75,3.94,33.61,43.3,61.64,67.51,36.67,24.28,14-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
14-Apr-2019 - 00:00,32.79,984.58,180.53,41.0,31.26,216.04,35.23,255.02,1.94,0.96,4.53,28.87,53.52,63.07,77.35,29.12,24.7,15-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
15-Apr-2019 - 00:00,33.71,982.62,199.62,43.24,30.11,223.93,35.86,215.13,1.7,1.39,4.7,32.16,87.45,74.64,110.82,25.8,28.12,16-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
16-Apr-2019 - 00:00,25.6,986.19,165.94,35.44,56.84,105.46,12.24,144.9,3.28,0.67,2.36,31.79,18.88,38.99,36.02,46.65,11.96,17-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
17-Apr-2019 - 00:00,23.13,987.22,66.89,13.24,64.94,150.91,8.82,102.79,2.09,0.62,1.29,28.14,29.48,44.31,47.62,38.32,9.53,18-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
18-Apr-2019 - 00:00,25.55,987.74,110.24,46.03,54.12,230.48,26.67,225.01,1.24,1.12,4.52,27.26,63.01,67.36,87.39,38.91,16.5,19-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
19-Apr-2019 - 00:00,27.45,985.31,207.96,77.69,44.51,235.61,36.64,213.96,1.18,1.41,6.36,32.43,90.8,81.67,117.21,29.41,27.89,20-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
20-Apr-2019 - 00:00,28.44,982.8,197.31,85.81,42.73,229.66,22.86,172.88,0.79,1.42,4.21,30.47,76.68,86.26,108.27,38.33,24.84,21-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
21-Apr-2019 - 00:00,30.0,981.02,197.71,68.83,41.54,230.15,37.13,161.96,1.09,1.62,5.4,30.58,87.89,86.81,118.43,31.73,17.35,22-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
22-Apr-2019 - 00:00,31.35,980.97,231.02,82.19,41.86,204.79,42.77,157.44,0.79,2.02,8.77,35.77,95.61,98.69,130.36,43.47,26.41,23-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
23-Apr-2019 - 00:00,32.91,981.93,246.65,76.33,39.98,221.91,56.6,133.92,1.05,2.06,9.86,39.1,106.49,99.91,139.52,34.99,24.73,24-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
24-Apr-2019 - 00:00,35.03,982.9,241.27,64.0,35.98,212.57,25.3,127.14,1.48,1.36,4.91,36.68,42.74,84.63,79.5,50.61,21.2,25-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
25-Apr-2019 - 00:00,33.94,982.87,261.46,69.06,40.94,184.26,16.7,127.57,1.68,1.24,4.55,41.25,39.78,67.24,68.22,63.16,20.79,26-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
26-Apr-2019 - 00:00,34.24,982.57,262.35,68.06,30.29,215.51,51.79,229.76,1.35,1.6,7.78,30.78,104.54,90.96,133.91,34.27,33.42,27-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
27-Apr-2019 - 00:00,35.82,981.79,316.73,53.23,20.34,234.73,39.1,244.47,2.54,0.99,5.64,27.98,79.59,77.6,106.25,32.3,28.42,28-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
28-Apr-2019 - 00:00,35.47,980.57,299.85,59.25,17.64,240.06,39.87,241.98,2.1,1.11,4.76,26.82,83.33,79.33,109.78,35.2,26.33,29-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
29-Apr-2019 - 00:00,34.75,979.68,267.56,60.8,20.74,231.72,32.3,207.35,1.3,1.25,4.82,28.29,85.15,91.4,118.0,30.45,25.54,30-Apr-2019 - 00:00,"Pusa, Delhi - DPCC"
30-Apr-2019 - 00:00,35.69,976.9,266.21,67.04,20.75,209.94,28.62,134.06,1.43,1.44,6.54,29.65,94.45,101.19,130.4,38.29,30.25,01-May-2019 - 00:00,"Pusa, Delhi - DPCC"
