from date,NO2,NH3,NOx,NO,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,RH,BP,Toluene,WD,to date,station
02-May-2019 - 00:00,13.97,10.38,8.5,1.31,2.0,0.54,42.75,30.4,90.06,0.13,22.66,64.28,710.33,0.99,173.1,03-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-May-2019 - 00:00,11.58,9.86,7.16,1.24,2.19,0.57,45.3,29.72,89.73,0.12,23.15,65.24,711.85,0.83,169.66,04-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-May-2019 - 00:00,15.24,9.15,9.32,1.49,2.21,0.73,51.06,36.97,109.52,0.16,22.56,66.64,713.9,1.25,172.58,05-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-May-2019 - 00:00,16.55,8.94,9.66,1.06,2.99,0.72,62.63,35.95,106.86,0.16,22.44,67.1,714.72,1.2,172.61,06-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-May-2019 - 00:00,17.81,9.66,10.19,0.89,3.47,0.67,71.0,37.41,100.26,0.17,22.48,68.3,713.29,1.51,151.48,07-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-May-2019 - 00:00,13.79,9.91,8.2,1.08,3.22,0.86,47.25,26.31,70.33,0.13,22.68,70.93,713.07,1.17,162.8,08-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-May-2019 - 00:00,9.37,8.91,5.87,1.11,2.87,0.52,25.86,18.36,43.02,0.1,21.44,86.56,713.91,0.68,180.82,09-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-May-2019 - 00:00,29.97,8.51,24.12,10.06,2.67,1.48,42.92,30.95,99.5,0.36,23.25,50.27,711.45,3.89,178.77,10-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-May-2019 - 00:00,20.95,8.56,12.69,1.91,2.72,1.08,54.19,27.64,79.98,0.21,22.37,56.82,712.04,2.03,165.43,11-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-May-2019 - 00:00,18.58,9.97,10.82,1.15,2.17,1.11,54.55,28.5,73.07,0.2,22.58,69.66,713.22,1.93,158.59,12-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-May-2019 - 00:00,22.24,10.31,14.91,3.81,2.72,0.98,43.47,30.6,76.9,0.25,22.22,63.91,712.77,2.25,160.39,13-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-May-2019 - 00:00,18.86,9.77,10.88,1.05,2.5,0.65,50.12,22.73,52.8,0.16,22.55,70.18,712.22,1.41,156.01,14-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-May-2019 - 00:00,16.31,9.46,9.55,1.09,2.25,0.79,49.17,26.08,66.17,0.16,22.31,73.33,711.84,1.6,177.91,15-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-May-2019 - 00:00,18.42,9.35,10.76,1.2,1.81,0.7,39.41,27.66,63.39,0.16,22.49,80.66,713.05,1.65,159.43,16-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-May-2019 - 00:00,30.61,8.89,20.17,4.79,2.19,1.08,54.98,37.03,86.93,0.33,22.3,61.18,713.74,3.23,169.02,17-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-May-2019 - 00:00,29.39,9.63,25.52,12.17,2.33,1.31,40.9,32.49,71.97,0.31,22.76,75.04,713.69,2.98,173.18,18-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-May-2019 - 00:00,39.31,11.81,24.46,4.37,1.72,1.21,53.62,48.69,119.31,0.42,23.01,64.94,712.74,4.01,175.6,19-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-May-2019 - 00:00,27.18,12.44,16.3,2.27,2.2,0.97,51.0,42.61,107.8,0.28,23.18,62.99,712.66,2.56,161.03,20-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-May-2019 - 00:00,28.54,12.74,17.73,3.12,2.29,1.13,45.95,43.56,110.65,0.28,23.74,63.95,713.36,2.59,178.69,21-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-May-2019 - 00:00,19.66,10.95,11.14,0.88,2.35,0.62,53.02,39.93,94.2,0.21,23.69,58.88,713.21,1.93,169.85,22-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-May-2019 - 00:00,23.43,10.32,13.1,0.9,2.65,1.06,62.25,39.1,91.01,0.24,23.3,67.5,712.68,2.16,187.34,23-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-May-2019 - 00:00,26.45,10.89,14.51,0.71,2.37,0.99,36.25,38.07,80.72,0.29,23.07,73.86,712.47,2.86,176.52,24-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-May-2019 - 00:00,19.09,10.44,10.72,0.69,2.55,0.69,50.78,30.46,69.54,0.19,23.61,67.28,713.05,1.84,200.1,25-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-May-2019 - 00:00,15.2,9.26,8.65,0.7,2.09,0.53,50.78,20.51,53.02,0.13,23.43,72.05,712.32,1.36,202.76,26-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-May-2019 - 00:00,13.59,8.32,7.82,0.71,2.39,0.39,58.71,15.24,37.15,0.12,23.52,70.98,711.2,0.92,199.36,27-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-May-2019 - 00:00,22.91,8.42,12.77,0.73,2.54,0.69,53.99,21.57,52.81,0.23,23.22,74.98,710.84,2.04,210.52,28-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-May-2019 - 00:00,14.33,9.3,8.21,0.74,2.74,0.74,46.34,30.56,83.83,0.16,23.08,73.21,710.78,1.61,182.83,29-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-May-2019 - 00:00,16.33,8.52,9.25,0.82,2.68,0.52,71.47,22.25,58.04,0.19,23.22,62.38,710.21,1.68,178.55,30-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-May-2019 - 00:00,14.21,8.48,8.14,0.73,2.78,0.62,49.8,27.6,73.93,0.15,23.08,73.14,709.79,1.3,181.35,31-May-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-May-2019 - 00:00,16.65,8.19,9.45,0.75,2.56,0.67,54.01,24.79,56.49,0.17,23.01,75.47,710.43,1.45,185.68,01-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Jun-2019 - 00:00,16.6,8.32,9.37,0.67,2.43,0.74,40.81,21.17,58.22,0.2,23.43,64.36,711.5,1.81,205.42,02-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Jun-2019 - 00:00,9.34,9.17,5.55,0.73,2.36,0.58,35.58,21.78,57.52,0.1,22.52,65.36,711.21,0.62,182.01,03-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Jun-2019 - 00:00,12.46,8.28,7.26,0.77,2.42,0.59,41.73,14.58,35.82,0.14,22.82,72.55,711.45,1.23,199.78,04-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Jun-2019 - 00:00,12.69,7.54,7.33,0.72,2.13,0.51,31.28,23.0,63.84,0.13,22.64,69.51,710.89,1.23,216.48,05-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Jun-2019 - 00:00,12.9,7.77,7.48,0.76,1.92,0.48,36.39,21.57,55.74,0.13,22.96,64.74,710.76,1.19,201.35,06-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Jun-2019 - 00:00,18.15,7.8,10.29,0.82,2.3,0.75,39.49,19.57,45.38,0.18,22.89,59.66,710.36,1.65,182.76,07-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Jun-2019 - 00:00,23.24,8.09,12.95,0.74,2.7,0.64,35.51,20.52,51.28,0.18,23.03,62.15,711.23,1.78,188.91,08-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Jun-2019 - 00:00,15.29,7.99,8.74,0.74,2.49,0.6,34.54,22.85,54.83,0.16,22.65,63.96,711.06,1.38,203.16,09-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Jun-2019 - 00:00,8.49,7.71,5.08,0.7,2.38,0.58,27.11,13.55,36.62,0.11,23.09,61.36,709.97,0.73,170.35,10-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Jun-2019 - 00:00,6.73,7.08,4.16,0.71,2.9,0.31,24.12,5.4,20.57,0.1,22.8,64.45,709.74,0.54,184.24,11-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Jun-2019 - 00:00,6.62,6.52,4.12,0.72,2.41,0.29,20.67,5.5,22.73,0.1,22.92,64.61,709.78,0.59,175.73,12-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Jun-2019 - 00:00,7.05,6.08,4.32,0.72,2.57,0.3,16.96,6.78,23.86,0.1,22.96,66.73,710.42,0.62,185.06,13-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Jun-2019 - 00:00,7.7,5.95,4.65,0.71,2.42,0.32,11.47,7.54,26.04,0.11,22.95,66.3,711.06,0.7,186.88,14-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Jun-2019 - 00:00,9.22,5.68,5.47,0.69,1.67,0.4,12.89,10.75,36.88,0.13,22.89,65.71,711.5,0.95,186.07,15-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Jun-2019 - 00:00,8.47,5.8,5.11,0.75,2.45,0.33,14.07,12.66,44.18,0.11,22.94,60.81,711.95,0.76,194.24,16-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Jun-2019 - 00:00,7.36,5.85,4.51,0.73,2.63,0.29,17.51,14.16,46.44,0.12,22.94,56.4,712.48,0.57,202.72,17-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Jun-2019 - 00:00,8.8,5.73,5.26,0.72,2.84,0.36,17.07,17.6,54.86,0.12,22.87,55.98,712.93,0.75,198.77,18-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Jun-2019 - 00:00,7.25,5.53,4.42,0.71,2.41,0.37,16.53,17.64,56.62,0.1,22.84,58.18,711.76,0.64,195.36,19-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Jun-2019 - 00:00,9.19,5.61,5.47,0.73,2.83,0.42,16.97,16.18,53.23,0.12,22.92,59.04,710.5,0.84,195.07,20-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Jun-2019 - 00:00,7.81,5.6,4.73,0.7,2.64,0.44,27.4,11.7,43.35,0.1,22.94,58.57,711.03,0.7,194.36,21-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Jun-2019 - 00:00,8.26,5.41,4.95,0.69,2.5,0.35,40.18,15.48,42.83,0.11,22.95,66.05,710.41,0.73,194.97,22-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Jun-2019 - 00:00,7.16,5.43,4.37,0.71,1.96,0.35,40.28,6.2,20.88,0.1,23.04,67.57,709.75,0.58,188.06,23-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Jun-2019 - 00:00,9.67,5.82,5.71,0.72,2.28,0.4,37.77,6.77,21.57,0.12,23.17,75.17,708.77,0.74,183.29,24-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Jun-2019 - 00:00,10.46,5.85,6.19,0.78,3.07,0.46,35.32,11.0,35.72,0.12,23.04,70.24,709.88,0.99,188.36,25-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Jun-2019 - 00:00,8.85,6.44,5.26,0.69,2.0,0.42,34.21,20.84,63.28,0.11,23.12,66.39,711.29,0.8,190.19,26-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Jun-2019 - 00:00,10.45,6.22,6.01,0.58,2.18,0.47,31.37,17.21,53.92,0.12,22.96,67.76,711.72,0.94,194.85,27-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Jun-2019 - 00:00,7.59,5.9,4.59,0.68,2.27,0.47,32.91,18.39,56.99,0.1,23.01,64.03,711.14,0.73,202.1,28-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Jun-2019 - 00:00,7.42,5.55,4.49,0.66,1.44,0.31,34.44,20.47,66.21,0.1,23.12,59.34,711.1,0.65,197.11,29-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Jun-2019 - 00:00,7.74,5.27,4.64,0.66,1.56,0.31,34.19,16.95,58.6,0.1,22.86,62.7,710.98,0.68,195.84,30-Jun-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Jun-2019 - 00:00,6.09,5.18,3.76,0.64,1.35,0.31,32.7,15.09,46.86,0.1,22.88,65.14,710.57,0.5,201.51,01-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Jul-2019 - 00:00,7.32,5.08,4.44,0.67,1.64,0.37,32.75,15.96,52.17,0.1,22.64,61.3,709.46,0.65,200.94,02-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Jul-2019 - 00:00,7.28,5.16,4.45,0.7,4.29,0.37,32.98,13.76,43.58,0.11,22.77,63.43,709.8,0.8,194.19,03-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Jul-2019 - 00:00,7.76,5.07,4.66,0.66,1.56,0.38,32.49,11.61,42.14,0.1,22.47,64.51,710.81,0.87,192.75,04-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Jul-2019 - 00:00,8.42,5.23,5.06,0.71,1.01,0.42,30.8,10.4,35.93,0.11,22.56,70.9,710.95,0.88,185.57,05-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Jul-2019 - 00:00,7.62,5.56,4.6,0.69,0.66,0.43,29.63,12.9,39.55,0.1,22.54,73.14,709.88,0.78,184.28,06-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Jul-2019 - 00:00,7.52,5.73,4.53,0.68,0.9,0.37,30.38,10.43,36.03,0.1,22.54,71.79,710.21,0.77,183.1,07-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Jul-2019 - 00:00,6.08,5.79,3.83,0.72,1.0,0.28,32.68,12.08,38.51,0.1,22.4,66.42,711.25,0.54,188.65,08-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Jul-2019 - 00:00,6.83,5.78,4.21,0.71,0.94,0.33,30.84,10.11,35.3,0.1,22.56,64.43,712.28,0.7,198.88,09-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Jul-2019 - 00:00,7.56,5.74,4.62,0.76,0.64,0.43,28.32,8.77,28.99,0.1,22.64,70.34,711.92,0.8,197.73,10-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Jul-2019 - 00:00,7.17,5.7,4.39,0.71,0.83,0.42,34.74,9.03,30.03,0.1,22.73,68.23,712.03,0.69,194.98,11-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Jul-2019 - 00:00,11.37,5.83,6.6,0.68,1.59,0.43,34.58,12.58,35.06,0.13,22.86,69.08,713.35,1.21,204.26,12-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Jul-2019 - 00:00,8.7,5.84,5.19,0.7,1.87,0.41,34.74,11.12,33.75,0.12,22.61,70.27,713.84,0.86,200.35,13-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Jul-2019 - 00:00,7.57,6.11,4.58,0.68,1.23,0.39,34.59,11.28,36.21,0.11,22.58,72.58,714.09,0.73,193.59,14-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Jul-2019 - 00:00,5.84,6.01,3.64,0.66,2.0,0.31,35.13,9.49,28.66,0.1,22.53,71.1,713.31,0.43,224.68,15-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Jul-2019 - 00:00,8.56,5.84,5.1,0.68,1.41,0.36,35.52,9.69,28.31,0.11,22.51,77.1,711.9,0.78,226.52,16-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Jul-2019 - 00:00,8.45,6.22,5.04,0.67,1.29,0.48,34.93,15.25,39.16,0.11,22.93,78.1,712.0,0.88,229.51,17-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Jul-2019 - 00:00,10.96,6.36,6.43,0.74,1.54,0.41,33.49,17.57,46.32,0.13,22.67,73.99,710.86,1.24,246.98,18-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Jul-2019 - 00:00,11.43,7.02,6.57,0.62,0.91,0.45,32.97,19.09,51.91,0.13,22.92,74.16,709.29,1.41,246.76,19-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Jul-2019 - 00:00,8.58,7.38,5.13,0.7,1.65,0.42,32.34,8.48,24.58,0.11,22.99,82.55,708.24,0.93,225.01,20-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Jul-2019 - 00:00,7.12,6.4,4.37,0.73,1.6,0.34,33.92,6.79,21.24,0.1,22.79,81.79,708.73,0.58,205.84,21-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Jul-2019 - 00:00,7.82,6.26,4.71,0.68,0.84,0.46,33.39,6.07,17.97,0.11,22.82,82.74,709.04,0.62,196.74,22-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Jul-2019 - 00:00,7.66,5.8,4.7,0.76,0.67,0.41,34.96,8.78,23.96,0.1,22.84,81.32,709.31,0.69,199.14,23-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Jul-2019 - 00:00,8.62,6.09,5.22,0.78,1.26,0.38,32.37,11.56,30.16,0.1,22.86,80.79,710.03,0.89,202.0,24-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Jul-2019 - 00:00,7.86,6.41,4.76,0.71,1.44,0.32,34.68,12.85,35.42,0.11,22.77,82.98,711.07,0.7,199.6,25-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Jul-2019 - 00:00,9.92,6.42,5.83,0.71,1.29,0.62,32.39,13.7,31.78,0.13,22.49,79.88,712.53,0.95,209.97,26-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Jul-2019 - 00:00,8.63,5.83,5.17,0.71,1.32,0.42,29.91,11.34,34.29,0.11,22.66,76.26,712.52,0.8,203.84,27-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Jul-2019 - 00:00,7.36,5.87,4.43,0.65,1.24,0.42,32.94,14.19,45.41,0.1,22.5,76.27,711.8,0.75,210.68,28-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Jul-2019 - 00:00,9.2,5.66,5.41,0.65,1.24,0.52,31.09,15.27,44.0,0.15,22.77,71.9,711.74,0.89,214.47,29-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Jul-2019 - 00:00,7.39,5.59,4.5,0.71,1.42,0.52,31.63,13.46,43.23,0.1,22.63,71.62,711.64,0.73,205.99,30-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Jul-2019 - 00:00,8.04,5.55,4.83,0.68,1.02,0.38,31.51,12.26,39.06,0.11,22.7,70.38,712.96,0.78,209.21,31-Jul-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-Jul-2019 - 00:00,8.4,5.28,5.04,0.71,1.18,0.52,31.95,12.52,38.24,0.11,22.52,66.46,713.39,0.77,207.15,01-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Aug-2019 - 00:00,5.31,5.19,3.44,0.78,1.36,0.28,30.84,12.97,37.74,0.1,22.1,60.79,713.21,0.5,206.97,02-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Aug-2019 - 00:00,,,,,,,,16.0,50.0,,,,,,,03-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Aug-2019 - 00:00,5.81,5.48,3.77,0.84,1.48,0.31,41.85,9.25,41.56,0.1,28.25,41.5,711.21,0.79,198.07,04-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Aug-2019 - 00:00,6.15,5.12,4.01,0.97,1.37,0.6,27.93,9.92,26.0,0.1,24.0,56.75,711.0,0.76,214.25,10-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Aug-2019 - 00:00,6.92,5.09,4.19,0.66,3.63,0.43,36.75,9.5,33.5,0.1,25.01,43.3,709.5,0.95,51.8,14-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Aug-2019 - 00:00,21.64,9.31,12.07,0.8,4.31,0.92,22.6,32.0,56.21,0.29,28.7,70.07,713.04,2.85,51.25,20-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Aug-2019 - 00:00,10.68,7.83,6.26,0.75,2.34,0.6,25.59,12.4,35.47,0.14,28.08,65.94,713.17,1.5,50.79,21-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Aug-2019 - 00:00,8.08,7.64,4.85,0.69,7.72,0.53,24.96,10.53,31.45,0.11,28.15,65.36,712.53,1.09,140.43,22-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Aug-2019 - 00:00,9.5,6.65,5.61,0.74,10.56,0.5,23.2,9.02,31.15,0.15,27.92,68.95,712.1,1.26,263.05,23-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Aug-2019 - 00:00,5.46,5.86,3.42,0.63,11.24,0.39,24.33,8.2,27.27,0.11,27.35,69.89,712.84,0.75,261.3,24-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Aug-2019 - 00:00,9.23,7.45,5.41,0.62,10.72,0.52,27.33,6.67,28.39,0.12,30.34,63.59,712.35,1.39,255.13,25-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Aug-2019 - 00:00,6.84,6.93,4.24,0.75,11.25,0.33,31.47,9.7,28.65,0.11,31.38,60.45,711.96,0.65,245.45,26-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Aug-2019 - 00:00,9.39,6.42,5.56,0.71,9.63,0.46,33.21,8.65,34.1,0.14,31.35,63.12,711.84,1.1,250.5,27-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Aug-2019 - 00:00,8.65,6.41,5.13,0.64,10.91,0.36,33.69,5.33,26.46,0.12,31.41,57.02,711.03,0.87,245.43,28-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Aug-2019 - 00:00,9.5,6.35,5.7,0.8,10.4,0.46,32.91,8.19,30.73,0.12,31.33,63.89,711.92,1.1,246.12,29-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Aug-2019 - 00:00,7.75,6.34,4.69,0.71,10.13,0.3,32.88,7.8,31.74,0.11,31.36,62.91,711.79,0.99,246.45,30-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Aug-2019 - 00:00,7.67,6.14,4.58,0.64,10.95,0.39,34.15,7.99,33.24,0.11,31.41,64.45,710.25,0.89,252.35,31-Aug-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-Aug-2019 - 00:00,8.16,5.52,4.93,0.72,11.21,0.49,30.29,11.92,39.88,0.12,30.31,68.96,709.44,0.92,246.85,01-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Sep-2019 - 00:00,6.14,5.33,3.88,0.77,11.06,0.38,28.73,7.71,32.05,0.1,28.1,69.21,710.75,0.82,246.28,02-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Sep-2019 - 00:00,5.44,5.85,3.45,0.7,9.94,0.41,27.85,7.07,17.96,0.1,28.16,70.02,712.05,0.64,246.82,03-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Sep-2019 - 00:00,7.33,5.98,4.5,0.74,9.51,0.44,27.48,4.51,16.12,0.11,28.28,68.45,711.33,0.84,252.4,04-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Sep-2019 - 00:00,7.32,6.06,4.44,0.69,12.76,0.48,27.09,5.99,20.5,0.11,28.4,71.5,710.64,0.8,245.79,05-Sep-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
